SamplesThisIter,Bound,AvgRet,ESSRenyi,renyi2,delta,MinNormIw,AvgDiscRet,MaxVanillaIw,VarRet,MaxNormIw,AvgNormIw,IterType,VarJ,BatchSize,VanillaAvgRet,VarDiscRet,EpsThisIter,AvgEpLen,VarNormIw,AvgVanillaIw,VarVanillaIw,MinVanillaIw,J,ESSClassic
50000,361.841,44.7819042874,nan,nan,0.5,,44.7819042874,2.92212e+21,2459.0183759,0.0454545,6.08895e-07,1,6399.87,100,44.7819042874,2459.0183759,9124,5.48005260851,2.76767e-08,3.91439e+16,inf,,55363.6,22.0000081836
50000,1599.57,70.4066897031,nan,nan,0.5,,70.4066897031,6.53142e+21,34006.77999,0.099946,8.93463e-07,1,109913.0,100,70.4066897031,34006.77999,6218,8.04117079447,8.92493e-08,5.83874e+16,inf,,257075.0,9.99999580481
50000,928.758,62.3732537559,nan,nan,0.5,,62.3732537559,1.23383e+12,14067.0530475,0.0978586,8.04221e-07,1,31137.3,100,62.3732537559,14067.0530475,6908,7.23798494499,7.70242e-08,1.01398e+07,1.22444e+19,,117239.0,10.0000006106
50000,3064.94,92.793219194,nan,nan,0.5,,92.793219194,1.00866e+24,71737.3603347,0.0831511,1.14218e-06,1,49048.4,100,92.793219194,71737.3603347,4864,10.2796052632,9.47647e-08,1.38552e+19,inf,,556885.0,11.9999728849
50000,1842.07,153.826697418,nan,nan,0.5,,153.826697418,1.36312e+08,74250.2122482,0.0306472,1.8203e-06,1,28635.4,100,153.826697418,74250.2122482,3052,16.3826998689,3.57022e-08,8096.26,7.06281e+11,,225894.0,6.89559815858
50000,1590.69,238.766533129,nan,nan,0.5,,238.766533129,1.3552e+20,129241.701962,0.0969326,2.76396e-06,1,15020.5,100,238.766533129,129241.701962,2010,24.8756218905,2.59952e-07,3.86425e+15,inf,,298497.0,9.99000743693
50000,3832.34,688.560949001,nan,nan,0.5,,688.560949001,1.47341e+10,1087574.48392,0.0848551,7.75916e-06,1,17355.2,100,688.560949001,1087574.48392,716,69.8324022346,5.61147e-07,1.34729e+06,1.69187e+16,,698858.0,9.9558604203
50000,3556.0,909.522312955,nan,nan,0.5,,909.522312955,1.33632e+22,868337.205556,0.0826803,1.02124e-05,1,19277.6,100,909.522312955,868337.205556,544,91.9117647059,8.37677e-07,1.65058e+18,inf,,674370.0,11.9996522951
50000,nan,982.712164135,nan,nan,0.5,,982.712164135,1.35299e+10,1185267.26862,0.053969,1.10229e-05,1,nan,100,982.712164135,1185267.26862,504,99.2063492063,3.99154e-07,2.76343e+06,2.50867e+16,,nan,11.7665612405
50000,4197.06,1506.4753254,nan,nan,0.5,,1506.4753254,27186.5,2610192.5941,0.0075674,1.6835e-05,1,14358.6,100,1506.4753254,2610192.5941,330,151.515151515,2.59533e-08,60.4811,334969.0,,837823.0,7.01977000809
50000,3881.77,1614.09374581,nan,nan,0.5,,1614.09374581,39381.9,1902163.88403,0.0083023,1.80375e-05,1,13531.0,100,1614.09374581,1902163.88403,308,162.337662338,3.79443e-08,85.5609,853776.0,,780007.0,5.31909374278
50000,2783.19,596.895396622,nan,nan,0.5,,596.895396622,7.5867e+14,667941.652192,0.083281,6.74218e-06,1,19114.2,100,596.895396622,667941.652192,824,60.6796116505,5.61101e-07,6.14197e+10,4.65646e+25,,501362.0,11.999998502
50000,3886.09,743.296903439,nan,nan,0.5,,743.296903439,4.00423e+07,1530151.53685,0.0160187,8.3668e-06,1,23571.5,100,743.296903439,1530151.53685,664,75.3012048193,5.29366e-08,20914.7,3.3078e+11,,684522.0,14.4868375557
50000,4141.72,533.943717865,nan,nan,0.5,,533.943717865,1.30052e+10,1200821.37126,0.0724949,6.03865e-06,1,28305.9,100,533.943717865,1200821.37126,920,54.347826087,3.8139e-07,1.0833e+06,1.2274e+16,,613546.0,12.0036713872
50000,4245.1,841.269121421,nan,nan,0.5,,841.269121421,6.18737e+07,1882532.08157,0.0204518,9.44822e-06,1,25212.7,100,841.269121421,1882532.08157,588,85.0340136054,7.52732e-08,28584.1,6.88954e+11,,726889.0,9.93128499744
50000,4262.35,1193.24281338,nan,nan,0.5,,1193.24281338,751847.0,2454374.74217,0.0153447,1.33547e-05,1,18053.3,100,1193.24281338,2454374.74217,416,120.192307692,5.0403e-08,654.343,1.21004e+08,,779282.0,14.9752895903
50000,4253.91,739.328040183,nan,nan,0.5,,739.328040183,1.58865e+08,1825679.54921,0.0474875,8.3167e-06,1,26303.0,100,739.328040183,1825679.54921,668,74.8502994012,2.33047e-07,27822.8,2.60821e+12,,641008.0,12.2570410024
50000,4336.34,1223.2091916,nan,nan,0.5,,1223.2091916,50815.3,2990152.72434,0.00476469,1.36836e-05,1,23297.0,100,1223.2091916,2990152.72434,406,123.15270936,2.17435e-08,145.936,2.47314e+06,,724520.0,24.9826435347
50000,4141.46,1059.33396054,nan,nan,0.5,,1059.33396054,1.98589e+06,2160735.63461,0.0129064,1.18708e-05,1,23345.4,100,1059.33396054,2160735.63461,468,106.837606838,5.77497e-08,1826.56,1.36727e+09,,724395.0,7.51004954206
50000,4279.03,1097.47150115,nan,nan,0.5,,1097.47150115,1.10997e+06,2580871.25955,0.0161532,1.22911e-05,1,18935.5,100,1097.47150115,2580871.25955,452,110.619469027,6.08021e-08,844.584,2.87095e+08,,746203.0,9.86771097685
50000,nan,900.101536532,nan,nan,0.5,,900.101536532,2.88748e+08,2300270.83763,0.0846993,1.0101e-05,1,nan,100,900.101536532,2300270.83763,550,90.9090909091,7.25758e-07,34435.3,8.43469e+12,,nan,9.99991650412
50000,4329.31,1015.9770865,nan,nan,0.5,,1015.9770865,1.17256e+06,2666773.4494,0.0115892,1.13843e-05,1,28097.3,100,1015.9770865,2666773.4494,488,102.459016393,5.56223e-08,1151.84,5.69398e+08,,726570.0,7.56006627879
50000,4223.37,1506.78230627,nan,nan,0.5,,1506.78230627,9007.01,3114567.61946,0.00610513,1.6835e-05,1,20315.5,100,1506.78230627,3114567.61946,330,151.515151515,1.53198e-08,24.837,33344.6,,768207.0,7.93833764128
50000,4328.27,1872.2997957,nan,nan,0.5,,1872.2997957,960.143,3511805.89464,0.00142682,2.08855e-05,1,16569.4,100,1872.2997957,3511805.89464,266,187.969924812,6.07224e-09,14.0544,2749.69,,798294.0,4.66173034698
50000,4339.31,1778.22229738,nan,nan,0.5,,1778.22229738,1893.87,3485557.0193,0.00231807,1.98413e-05,1,19531.2,100,1778.22229738,3485557.0193,280,178.571428571,6.81085e-09,16.2104,4546.2,,806437.0,4.9828413996
50000,4245.49,821.481337475,nan,nan,0.5,,821.481337475,1.51315e+07,1853772.13875,0.0148903,9.2285e-06,1,25769.4,100,821.481337475,1853772.13875,602,83.0564784053,4.29876e-08,9378.0,4.43916e+10,,681275.0,9.32694944288
50000,4165.87,824.100760268,nan,nan,0.5,,824.100760268,2.20532e+07,1651562.89248,0.00658656,9.25926e-06,1,22237.1,100,824.100760268,1651562.89248,600,83.3333333333,2.20481e-08,31001.9,2.4717e+11,,657806.0,11.3603427662
50000,nan,974.911326003,nan,nan,0.5,,974.911326003,8.24982e+07,1660740.32054,0.0237615,1.09361e-05,1,nan,100,974.911326003,1660740.32054,508,98.4251968504,1.2322e-07,37969.5,1.48533e+12,,nan,7.33377988473
50000,4052.67,604.638807127,nan,nan,0.5,,604.638807127,2.36107e+10,1134843.07925,0.056738,6.82501e-06,1,33919.3,100,604.638807127,1134843.07925,814,61.4250614251,2.75575e-07,2.84012e+06,4.77209e+16,,575072.0,11.4909103316
50000,3800.0,1015.04293719,nan,nan,0.5,,1015.04293719,2.37278e+11,1208987.62832,0.0797343,1.13843e-05,1,30006.6,100,1015.04293719,1208987.62832,488,102.459016393,8.69245e-07,3.38781e+07,7.69779e+18,,647301.0,11.9883207732
50000,4216.72,1583.82875652,nan,nan,0.5,,1583.82875652,4859.16,3091551.13707,0.00366187,1.76929e-05,1,19688.0,100,1583.82875652,3091551.13707,314,159.23566879,1.20111e-08,23.4777,21149.5,,758172.0,5.55445369007
50000,4141.89,841.100712704,nan,nan,0.5,,841.100712704,5.15469e+07,1584672.59118,0.00885402,9.44822e-06,1,28196.6,100,841.100712704,1584672.59118,588,85.0340136054,4.53291e-08,55006.3,1.53639e+12,,618096.0,11.729493367
50000,4242.68,1461.97519143,nan,nan,0.5,,1461.97519143,10972.2,2672895.85009,0.00254156,1.63399e-05,1,23488.1,100,1461.97519143,2672895.85009,340,147.058823529,1.18806e-08,70.5408,221422.0,,714041.0,6.31637892505
50000,3556.11,1395.17278305,nan,nan,0.5,,1395.17278305,3.15042e+24,1331071.36714,0.0454765,1.56055e-05,1,19771.9,100,1395.17278305,1331071.36714,356,140.449438202,5.98664e-07,1.08108e+21,inf,,665610.0,7.75997716403
50000,nan,1027.7834476,nan,nan,0.5,,1027.7834476,4.6229e+25,1016978.08341,0.0833226,1.1526e-05,1,nan,100,1027.7834476,1016978.08341,482,103.734439834,9.60134e-07,6.39488e+21,inf,,nan,12.0000033128
50000,4241.69,1704.24997411,nan,nan,0.5,,1704.24997411,5235.86,2994973.21301,0.00410791,1.90259e-05,1,19832.7,100,1704.24997411,2994973.21301,292,171.232876712,1.1665e-08,24.25,18950.4,,729913.0,5.94601075702
50000,4243.4,1930.1957903,nan,nan,0.5,,1930.1957903,846.03,3102994.24228,0.0011833,2.15332e-05,1,21498.3,100,1930.1957903,3102994.24228,258,193.798449612,7.26392e-09,15.3956,3713.22,,748705.0,7.5968522192
50000,4019.89,1077.61408008,nan,nan,0.5,,1077.61408008,2.56429e+07,1850925.08449,0.0529716,1.20773e-05,1,28909.9,100,1077.61408008,1850925.08449,460,108.695652174,3.67714e-07,5846.46,8.61702e+10,,624892.0,9.63266496062
50000,4166.04,1210.62519182,nan,nan,0.5,,1210.62519182,1.89451e+07,2392099.2955,0.0881572,1.35501e-05,1,25666.4,100,1210.62519182,2392099.2955,410,121.951219512,1.05327e-06,2911.94,4.86424e+10,,632547.0,10.0000054813
50000,4203.36,1534.54379587,nan,nan,0.5,,1534.54379587,10185.2,2964411.53511,0.0071436,1.71468e-05,1,23537.0,100,1534.54379587,2964411.53511,324,154.320987654,1.60835e-08,24.4475,32695.3,,692588.0,11.1807007943
50000,4047.09,1159.01604607,nan,nan,0.5,,1159.01604607,668870.0,2523436.95289,0.0186254,1.29803e-05,1,28005.0,100,1159.01604607,2523436.95289,428,116.822429907,1.1092e-07,466.143,1.43047e+08,,633306.0,12.4277436073
50000,4381.39,2308.43367976,nan,nan,0.5,,2308.43367976,5286.32,3876665.41785,0.0139712,2.57202e-05,1,18268.2,100,2308.43367976,3876665.41785,216,231.481481481,9.07533e-08,9.7318,12992.8,,792421.0,11.873335708
50000,4308.05,1740.66692386,nan,nan,0.5,,1740.66692386,1008.61,3409174.07943,0.00184147,1.9425e-05,1,24914.4,100,1740.66692386,3409174.07943,286,174.825174825,7.62882e-09,10.6394,2288.61,,736273.0,8.4066442098
50000,4230.9,2040.97041715,nan,nan,0.5,,2040.97041715,1141.4,2576776.73977,0.0015621,2.27687e-05,1,19119.1,100,2040.97041715,2576776.73977,244,204.918032787,7.93666e-09,16.6367,4237.35,,759984.0,2.6445887088
50000,4158.35,2165.81539532,nan,nan,0.5,,2165.81539532,569.605,2967239.04599,0.00158895,2.41546e-05,1,18615.7,100,2165.81539532,2967239.04599,230,217.391304348,8.052e-09,8.65889,1034.74,,731232.0,3.08870582951
50000,4435.04,3200.98830826,nan,nan,0.5,,3200.98830826,25.3726,4587661.2338,0.000351527,3.56125e-05,1,15270.5,100,3200.98830826,4587661.2338,156,320.512820513,3.07236e-09,2.57045,16.006,,817092.0,3.50715400734
50000,4284.79,1871.82046509,nan,nan,0.5,,1871.82046509,357.467,3478049.16024,0.000586985,2.08855e-05,1,20292.1,100,1871.82046509,3478049.16024,266,187.969924812,5.21847e-09,12.7191,1935.35,,715319.0,3.59702309657
50000,4138.71,2396.10799746,nan,nan,0.5,,2396.10799746,476.83,3099485.15024,0.0010978,2.67094e-05,1,16570.1,100,2396.10799746,3099485.15024,208,240.384615385,1.06407e-08,11.6013,2007.48,,735373.0,3.33282179628
