SamplesThisIter,Bound,AvgRet,ESSRenyi,renyi2,delta,MinNormIw,AvgDiscRet,MaxVanillaIw,VarRet,MaxNormIw,AvgNormIw,IterType,VarJ,BatchSize,VanillaAvgRet,VarDiscRet,EpsThisIter,AvgEpLen,VarNormIw,AvgVanillaIw,VarVanillaIw,MinVanillaIw,J,ESSClassic
50000,4317.05,2286.66546141,nan,nan,0.5,,2286.66546141,1152.4,3192744.59583,0.00289336,2.54842e-05,1,18960.2,100,2286.66546141,3192744.59583,218,229.357798165,8.86931e-09,10.1501,1406.98,,740980.0,4.9076500273
50000,4314.04,2802.23606074,nan,nan,0.5,,2802.23606074,4887.55,3444976.95845,0.0183524,3.1211e-05,1,15908.2,100,2802.23606074,3444976.95845,178,280.898876404,1.29751e-07,8.31202,9202.57,,774918.0,11.9022436876
50000,4357.67,1992.69197687,nan,nan,0.5,,1992.69197687,656.097,4278504.78171,0.00187297,2.22222e-05,1,22681.3,100,1992.69197687,4278504.78171,250,200.0,4.90841e-09,7.7844,602.305,,723052.0,6.38849227059
50000,4380.72,2352.20443354,nan,nan,0.5,,2352.20443354,1403.5,3506575.52398,0.00471178,2.62055e-05,1,17851.1,100,2352.20443354,3506575.52398,212,235.849056604,1.12529e-08,7.80582,998.434,,768316.0,8.20923657975
50000,4316.68,2374.1655433,nan,nan,0.5,,2374.1655433,293918.0,3588934.42302,0.0766817,2.6455e-05,1,17739.2,100,2374.1655433,3588934.42302,210,238.095238095,1.86609e-06,101.401,2.74159e+07,,760720.0,12.0002160262
50000,3958.04,253.325401627,nan,nan,0.5,,253.325401627,5.3343e+11,560882.043777,0.0561706,2.92398e-06,1,49136.6,100,253.325401627,560882.043777,1900,26.3157894737,1.1818e-07,2.77679e+07,1.06582e+19,,458535.0,11.2774210869
50000,4059.98,1533.95839346,nan,nan,0.5,,1533.95839346,17742.2,3403107.87424,0.0165235,1.71468e-05,1,25094.6,100,1533.95839346,3403107.87424,324,154.320987654,6.09819e-08,18.4114,70308.9,,632150.0,11.9955910729
50000,4327.35,1437.05469561,nan,nan,0.5,,1437.05469561,2999.57,3271104.31899,0.00141215,1.60565e-05,1,26119.1,100,1437.05469561,3271104.31899,346,144.50867052,6.01748e-09,34.1059,27150.1,,680031.0,12.178803048
50000,4244.09,1266.6311404,nan,nan,0.5,,1266.6311404,38008.4,2855798.39918,0.004603,1.41723e-05,1,30629.1,100,1266.6311404,2855798.39918,392,127.551020408,2.31253e-08,117.026,1.57676e+06,,640698.0,19.6182222615
50000,4190.29,1388.26487855,nan,nan,0.5,,1388.26487855,6.06311e+07,3285975.46938,0.0828083,1.55183e-05,1,31877.7,100,1388.26487855,3285975.46938,358,139.664804469,1.27673e-06,11362.3,6.8445e+11,,609999.0,11.9999964913
50000,4268.42,1615.21382415,nan,nan,0.5,,1615.21382415,14304.3,3684090.02607,0.0144408,1.80375e-05,1,25014.5,100,1615.21382415,3684090.02607,308,162.337662338,5.10484e-08,17.8669,50087.4,,687095.0,17.6098093964
50000,4327.27,2493.44940856,nan,nan,0.5,,2493.44940856,1811.16,3314214.03774,0.00520849,2.77778e-05,1,17512.3,100,2493.44940856,3314214.03774,200,250.0,2.42787e-08,9.65924,2935.72,,750060.0,6.40583516322
50000,4219.55,1914.86196132,nan,nan,0.5,,1914.86196132,2.59484e+07,2765771.06024,0.0830589,2.13675e-05,1,17951.7,100,1914.86196132,2765771.06024,260,192.307692308,1.7685e-06,6675.42,1.72605e+11,,693913.0,12.0000036781
50000,4314.19,2373.63234498,nan,nan,0.5,,2373.63234498,5817.58,3174902.03821,0.0140901,2.6455e-05,1,19157.4,100,2373.63234498,3174902.03821,210,238.095238095,5.78281e-08,10.9228,9858.11,,747644.0,9.81814866075
50000,4272.33,2652.67150606,nan,nan,0.5,,2652.67150606,218.109,2815956.13867,0.000873058,2.95508e-05,1,16484.6,100,2652.67150606,2815956.13867,188,265.957446809,6.67694e-09,7.38244,416.714,,765902.0,3.62379268334
50000,4328.58,1945.79957489,nan,nan,0.5,,1945.79957489,359.672,3595437.34632,0.000656814,2.17014e-05,1,20355.0,100,1945.79957489,3595437.34632,256,195.3125,5.20181e-09,11.8837,1559.85,,722436.0,5.03533774267
50000,4291.75,1790.57782983,nan,nan,0.5,,1790.57782983,1052.57,3467858.37316,0.0015207,1.9984e-05,1,21027.9,100,1790.57782983,3467858.37316,278,179.856115108,5.43342e-09,13.8322,2603.09,,678947.0,4.77382514879
50000,4391.68,3159.56200598,nan,nan,0.5,,3159.56200598,117.743,4196945.05968,0.00127684,3.51617e-05,1,15079.2,100,3159.56200598,4196945.05968,158,316.455696203,5.45666e-09,3.2424,46.4002,,804314.0,6.79296475648
50000,4261.3,1235.20990233,nan,nan,0.5,,1235.20990233,61660.8,2988633.98523,0.0060619,1.38198e-05,1,34060.1,100,1235.20990233,2988633.98523,402,124.378109453,2.8659e-08,140.573,2.96526e+06,,628882.0,18.8070408922
50000,3881.08,151.46282821,nan,nan,0.5,,151.46282821,8.95891e+12,232953.077448,0.0966242,1.79327e-06,1,66227.6,100,151.46282821,232953.077448,3098,16.1394448031,1.6753e-07,1.66271e+08,1.44022e+21,,470725.0,9.99408426854
50000,4432.18,364.927068057,nan,nan,0.5,,364.927068057,1.5892e+07,1480645.82696,0.0155945,4.15835e-06,1,44775.4,100,364.927068057,1480645.82696,1336,37.4251497006,3.58406e-08,4237.7,3.72215e+10,,507206.0,25.1959588691
50000,4330.69,415.022877008,nan,nan,0.5,,415.022877008,7.60737e+08,1328613.56743,0.056431,4.71609e-06,1,40546.1,100,415.022877008,1328613.56743,1178,42.4448217317,1.90675e-07,63576.9,3.46519e+13,,493696.0,11.6732511961
50000,4244.53,250.151082525,nan,nan,0.5,,250.151082525,4.38276e+11,723114.084572,0.0767346,2.8875e-06,1,49088.4,100,250.151082525,723114.084572,1924,25.9875259875,2.04493e-07,1.64922e+07,6.67101e+18,,457347.0,12.0000055915
50000,4167.52,562.588755208,nan,nan,0.5,,562.588755208,5.73326e+07,1541060.28443,0.0110865,6.35647e-06,1,43127.5,100,562.588755208,1541060.28443,874,57.2082379863,3.15852e-08,32871.7,8.44687e+11,,531991.0,6.32921991795
50000,4188.39,335.60723052,nan,nan,0.5,,335.60723052,9.57315e+10,949058.731116,0.0679265,3.83671e-06,1,42411.8,100,335.60723052,949058.731116,1448,34.5303867403,2.16573e-07,5.40723e+06,4.30165e+17,,465168.0,13.546102662
50000,4249.69,268.690757088,nan,nan,0.5,,268.690757088,9.57892e+10,808731.030042,0.0493289,3.09329e-06,1,44059.6,100,268.690757088,808731.030042,1796,27.8396436526,1.12197e-07,6.00671e+06,4.23069e+17,,475498.0,11.6940771496
50000,4301.16,325.035074743,nan,nan,0.5,,325.035074743,1.81312e+09,976520.922377,0.0226849,3.71858e-06,1,45144.3,100,325.035074743,976520.922377,1494,33.4672021419,5.5864e-08,297211.0,3.56869e+14,,468058.0,22.7241676206
50000,3418.38,109.934182524,nan,nan,0.5,,109.934182524,2.97507e+17,122989.167705,0.0394042,1.33227e-06,1,61519.3,100,109.934182524,122989.167705,4170,11.9904076739,3.3869e-08,1.00588e+13,1.93069e+30,,408703.0,7.67247431378
50000,4141.86,153.74000569,nan,nan,0.5,,153.74000569,2.78106e+15,331256.587739,0.0832304,1.81792e-06,1,70380.0,100,153.74000569,331256.587739,3056,16.3612565445,1.51116e-07,6.07438e+10,1.6872e+26,,470898.0,11.9999982311
50000,3555.94,120.241662841,nan,nan,0.5,,120.241662841,2.5164e+18,149305.691198,0.0541425,1.44676e-06,1,49480.6,100,120.241662841,149305.691198,3840,13.0208333333,6.04058e-08,6.72416e+13,1.30485e+32,,263424.0,10.1097936526
50000,3937.42,97.4004178683,nan,nan,0.5,,97.4004178683,1.07479e+12,201510.997591,0.0527565,1.19269e-06,1,61928.7,100,97.4004178683,201510.997591,4658,10.7342206956,4.83223e-08,2.42982e+07,2.00558e+19,,447352.0,12.0080129504
50000,4316.94,486.671988568,nan,nan,0.5,,486.671988568,5.34102e+09,1374941.24437,0.0656429,5.51146e-06,1,34841.7,100,486.671988568,1374941.24437,1008,49.6031746032,2.9492e-07,448438.0,1.95243e+15,,508306.0,11.9995270216
50000,4245.59,737.11636062,nan,nan,0.5,,737.11636062,5.03162e+08,1639757.87621,0.0417085,8.29188e-06,1,33656.2,100,737.11636062,1639757.87621,670,74.6268656716,1.91701e-07,100031.0,2.78993e+13,,528875.0,11.9610274777
50000,4382.39,1437.39738454,nan,nan,0.5,,1437.39738454,2.52442e+06,3216677.70482,0.0770749,1.60565e-05,1,28760.3,100,1437.39738454,3216677.70482,346,144.50867052,1.14441e-06,525.895,1.22766e+09,,658765.0,11.9998946836
50000,4013.88,1553.64317883,nan,nan,0.5,,1553.64317883,11867.5,2409782.116,0.00506771,1.73611e-05,1,22544.0,100,1553.64317883,2409782.116,320,156.25,2.15036e-08,40.6561,117926.0,,616433.0,3.64405785239
50000,4245.41,1328.44848328,nan,nan,0.5,,1328.44848328,328515.0,2174054.99519,0.00726781,1.48544e-05,1,27614.9,100,1328.44848328,2174054.99519,374,133.689839572,3.80181e-08,671.441,7.76774e+07,,643256.0,12.6058774369
50000,4382.52,1526.19982473,nan,nan,0.5,,1526.19982473,7313.1,3304968.56903,0.00490692,1.70416e-05,1,26633.0,100,1526.19982473,3304968.56903,326,153.374233129,1.14572e-08,25.3982,25448.4,,672494.0,11.2083791745
50000,3933.45,1427.82774444,nan,nan,0.5,,1427.82774444,3.32536e+06,1245712.66878,0.00881334,1.59642e-05,1,24838.1,100,1427.82774444,1245712.66878,348,143.67816092,5.75347e-08,6023.47,8.19082e+09,,627160.0,3.30418033311
50000,4403.45,1931.20384632,nan,nan,0.5,,1931.20384632,302.267,4222014.01764,0.000877056,2.15332e-05,1,25095.1,100,1931.20384632,4222014.01764,258,193.798449612,3.53478e-09,7.42114,419.844,,692469.0,6.01303541104
50000,4259.06,1960.89629762,nan,nan,0.5,,1960.89629762,710.168,2923144.08627,0.00103417,2.18723e-05,1,20531.7,100,1960.89629762,2923144.08627,254,196.850393701,6.56907e-09,15.0198,3097.73,,681720.0,2.89494201565
50000,4327.34,2681.98212198,nan,nan,0.5,,2681.98212198,131.217,3376709.89056,0.000603558,2.98686e-05,1,18774.1,100,2681.98212198,3376709.89056,186,268.817204301,5.90321e-09,6.49361,279.017,,743885.0,2.6446565818
50000,4223.69,2111.05199468,nan,nan,0.5,,2111.05199468,43127.5,2990451.6239,0.0455904,2.35405e-05,1,21080.3,100,2111.05199468,2990451.6239,236,211.86440678,4.91091e-07,22.2688,439464.0,,707242.0,9.99064559935
50000,4328.99,2025.40646423,nan,nan,0.5,,2025.40646423,7877.48,2993926.64725,0.0102855,2.25836e-05,1,22442.2,100,2025.40646423,2993926.64725,246,203.25203252,4.3153e-08,17.2963,25312.4,,700260.0,9.63131480105
50000,4316.71,2493.45926899,nan,nan,0.5,,2493.45926899,10665.6,2889356.97206,0.0248893,2.77778e-05,1,18450.8,100,2493.45926899,2889356.97206,200,250.0,2.09581e-07,11.9034,38485.5,,757584.0,11.9296735799
50000,4261.75,1728.14731695,nan,nan,0.5,,1728.14731695,9065.75,2778034.625,0.007415,1.92901e-05,1,24541.8,100,1728.14731695,2778034.625,288,173.611111111,2.60808e-08,23.5845,38985.8,,665265.0,10.3810361751
50000,4327.4,1670.23252973,nan,nan,0.5,,1670.23252973,1.66531e+06,3027772.8518,0.0785066,1.86428e-05,1,27470.4,100,1670.23252973,3027772.8518,298,167.785234899,1.37852e-06,395.457,6.20282e+08,,660406.0,11.9999498347
50000,4326.37,2166.99163106,nan,nan,0.5,,2166.99163106,638.278,3159509.50781,0.00132244,2.41546e-05,1,20970.6,100,2166.99163106,3159509.50781,230,217.391304348,5.8366e-09,11.6583,1359.65,,712094.0,3.66811981214
50000,4381.59,2374.81614898,nan,nan,0.5,,2374.81614898,172.627,3864799.36139,0.00067336,2.6455e-05,1,21082.4,100,2374.81614898,3864799.36139,210,238.095238095,4.95031e-09,6.78216,325.352,,725628.0,7.71232653698
50000,4391.69,2374.89444935,nan,nan,0.5,,2374.89444935,378.25,3710560.4867,0.00134608,2.6455e-05,1,21953.6,100,2374.89444935,3710560.4867,210,238.095238095,5.21696e-09,7.43391,411.942,,714762.0,5.08482075693
50000,4379.1,2245.88729544,nan,nan,0.5,,2245.88729544,124.681,3962854.16634,0.00043402,2.5025e-05,1,21658.9,100,2245.88729544,3962854.16634,222,225.225225225,4.4754e-09,7.18895,369.329,,718300.0,3.69200002574
50000,4328.79,2397.261598,nan,nan,0.5,,2397.261598,2.56239e+07,2667474.47306,0.0831439,2.67094e-05,1,18987.3,100,2397.261598,2667474.47306,208,240.384615385,2.21502e-06,8231.5,2.10382e+11,,733619.0,11.9999997925
50000,4381.31,2571.50354986,nan,nan,0.5,,2571.50354986,216204.0,3923761.43159,0.0917797,2.86369e-05,1,18431.4,100,2571.50354986,3923761.43159,194,257.731958763,2.4117e-06,67.4594,1.33831e+07,,745678.0,10.0002703185
50000,4429.78,2226.29454715,nan,nan,0.5,,2226.29454715,1.60252e+09,4454068.02306,0.0833323,2.48016e-05,1,21835.5,100,2226.29454715,4454068.02306,224,223.214285714,2.06618e-06,476946.0,7.64098e+14,,734628.0,11.99999968
50000,4430.75,3007.66610002,nan,nan,0.5,,3007.66610002,39.8608,4457516.95269,0.000378679,3.34672e-05,1,17836.3,100,3007.66610002,4457516.95269,166,301.204819277,4.02059e-09,3.52285,44.5492,,784005.0,5.72398962311
50000,4431.55,2936.66297333,nan,nan,0.5,,2936.66297333,125.576,4545675.59522,0.0013465,3.26797e-05,1,17654.6,100,2936.66297333,4545675.59522,170,294.117647059,3.91789e-09,3.04775,34.0764,,781720.0,4.48032980052
50000,4381.95,2625.8465177,nan,nan,0.5,,2625.8465177,1076.1,3195081.18193,0.00459598,2.92398e-05,1,18057.5,100,2625.8465177,3195081.18193,190,263.157894737,1.20163e-08,6.84618,658.751,,748812.0,9.76984583657
50000,4390.61,3242.15450533,nan,nan,0.5,,3242.15450533,171.249,3434275.72567,0.00152358,3.6075e-05,1,15145.3,100,3242.15450533,3434275.72567,154,324.675324675,5.7205e-09,4.0548,72.2704,,801756.0,4.57209233587
50000,4260.34,2681.45870917,nan,nan,0.5,,2681.45870917,277.205,2526793.82711,0.000920407,2.98686e-05,1,17871.6,100,2681.45870917,2526793.82711,186,268.817204301,8.43977e-09,8.9957,765.546,,753434.0,5.72943567031
50000,4381.49,2901.6965585,nan,nan,0.5,,2901.6965585,5.34975e+07,4050824.64569,0.0963537,3.22997e-05,1,17746.8,100,2901.6965585,4050824.64569,172,290.697674419,3.00198e-06,17933.5,9.25419e+11,,761360.0,9.98596612968
50000,4328.25,3241.40344164,nan,nan,0.5,,3241.40344164,126.219,2047562.40098,0.000860723,3.6075e-05,1,14461.9,100,3241.40344164,2047562.40098,154,324.675324675,6.84224e-09,5.29016,147.137,,776142.0,3.20091262231
50000,4327.71,2042.08554544,nan,nan,0.5,,2042.08554544,50809.9,3083541.74918,0.0471766,2.27687e-05,1,22804.8,100,2042.08554544,3083541.74918,244,204.918032787,5.08024e-07,24.5222,589287.0,,698052.0,9.99468345284
50000,4381.42,2625.85671222,nan,nan,0.5,,2625.85671222,79.1488,3357744.06196,0.000389689,2.92398e-05,1,18176.1,100,2625.85671222,3357744.06196,190,263.157894737,4.81469e-09,5.93883,198.619,,731009.0,3.42065844042
50000,4425.08,4461.5486661,nan,nan,0.5,5.07276e-19,4461.5486661,5.67118,817986.188956,0.000194741,4.96032e-05,1,6870.15,100,4461.5486661,817986.188956,112,446.428571429,2.04329e-09,1.44453,1.73286,1.47727e-14,864321.0,2.50056032859
