VanillaAvgRet,VarRet,Bound,J,MaxVanillaIw,VarVanillaIw,IterType,MinVanillaIw,VarDiscRet,MaxNormIw,eRenyi2,VarJ,AvgDiscRet,Delta,EpsThisIter,BatchSize,ESSClassic,AvgNormIw,AvgRet,MinNormIw,AvgEpLen,AvgVanillaIw,ESSRenyi,VarNormIw
-123.056239525,2372.74114048,-141.69,-109.878,3.74148,0.143372,1,,2372.74114048,0.857624,1.0,2.0298,-123.056239525,0.7,100,100,1.32315033364,0.01,-123.056239525,,38.29,0.0436261,100.0,0.00753305
-108.063471192,9.16639240073,-114.12,-106.598,43.4778,23.3672,1,2.41476e-06,9.16639240073,0.318147,1.0,4.82837,-108.063471192,0.7,100,100,7.47000976836,0.01,-108.063471192,1.76699e-08,16.88,1.3666,99.9995112443,0.0012512
-107.853838047,8.84333459071,-115.35,-107.778,1.23295,0.0101452,1,0.799049,8.84333459071,0.0123937,1.00968,2.91349,-107.853838047,0.7,100,100,98.9953566168,0.01,-107.853838047,0.00803206,16.1,0.994825,99.0412771951,1.0251e-06
-107.969181851,8.15740456792,-115.428,-107.806,1.30698,0.0332746,1,0.429801,8.15740456792,0.0131267,1.02365,2.71062,-107.969181851,0.7,100,100,96.7839861534,0.01,-107.969181851,0.00431671,16.38,0.995669,97.6891801703,3.35648e-06
-108.04141685,7.46477626738,-115.558,-107.996,1.2026,0.00468668,1,0.789429,7.46477626738,0.0119164,1.00663,2.72624,-108.04141685,0.7,100,100,99.5465310883,0.01,-108.04141685,0.00782235,16.25,1.0092,99.3415605111,4.60164e-07
-107.603798951,7.31932229963,-115.117,-107.559,1.4118,0.0079766,1,0.73803,7.31932229963,0.0139825,1.00618,2.67157,-107.603798951,0.7,100,100,99.2313628084,0.01,-107.603798951,0.00730945,15.8,1.00969,99.3857203924,7.8242e-07
-108.127395612,7.29068056869,-115.545,-108.068,1.62013,0.0122814,1,0.820543,7.29068056869,0.0163298,1.00851,2.67429,-108.127395612,0.7,100,100,98.7798844261,0.01,-108.127395612,0.0082705,16.0,0.992132,99.1565214328,1.2477e-06
-107.841570276,8.05270022077,-115.376,-107.771,1.24312,0.00737971,1,0.733559,8.05270022077,0.012677,1.00908,2.77881,-107.841570276,0.7,100,100,99.2459540805,0.01,-107.841570276,0.00748068,16.04,0.980605,99.1001653085,7.67452e-07
-109.037121548,10.4741269975,-116.643,-108.929,1.48953,0.018013,1,0.684305,10.4741269975,0.0148347,1.01478,3.17682,-109.037121548,0.7,100,100,98.2619335821,0.01,-109.037121548,0.00681523,16.76,1.00408,98.5439043653,1.78668e-06
-107.961335205,8.20490767713,-115.392,-107.866,1.48208,0.0151109,1,0.862147,8.20490767713,0.0145255,1.01194,2.81379,-107.961335205,0.7,100,100,98.5834000583,0.01,-107.961335205,0.00844972,16.33,1.02033,98.8203673005,1.45148e-06
-108.024669519,8.07642871295,-115.498,-107.988,1.13519,0.0047268,1,0.815026,8.07642871295,0.0113125,1.00494,2.793,-108.024669519,0.7,100,100,99.5374467976,0.01,-108.024669519,0.00812195,15.95,1.00349,99.5089208715,4.69402e-07
-107.941099099,8.8946272819,-115.386,-107.764,1.37957,0.0269639,1,0.457757,8.8946272819,0.0137002,1.02253,2.84967,-107.941099099,0.7,100,100,97.4349136105,0.01,-107.941099099,0.00454589,16.51,1.00697,97.7968507453,2.6592e-06
-107.579602303,6.21872186958,-115.005,-107.522,1.18771,0.00696988,1,0.820011,6.21872186958,0.0118478,1.00746,2.43245,-107.579602303,0.7,100,100,99.3180747878,0.01,-107.579602303,0.00817991,15.78,1.00247,99.2593831952,6.93557e-07
-108.343068172,8.42984793717,-115.784,-108.265,1.46986,0.0125738,1,0.871297,8.42984793717,0.0148245,1.01047,2.85591,-108.343068172,0.7,100,100,98.7496377411,0.01,-108.343068172,0.00878757,16.6,0.99151,98.9639970818,1.279e-06
-108.432650701,10.571203279,-115.926,-108.321,1.27378,0.0126902,1,0.553666,10.571203279,0.0124631,1.01463,3.25236,-108.432650701,0.7,100,100,98.8115626327,0.01,-108.432650701,0.00541727,16.46,1.02204,98.5578673567,1.21488e-06
-107.6985345,7.02915685058,-115.132,-107.636,1.12822,0.0100795,1,0.571072,7.02915685058,0.0114602,1.0077,2.56581,-107.6985345,0.7,100,100,98.9808696398,0.01,-107.6985345,0.00580086,16.46,0.984461,99.2354526438,1.04003e-06
-107.576834628,7.3736209285,-115.059,-107.438,2.09207,0.0415481,1,0.799788,7.3736209285,0.0203201,1.01985,2.67418,-107.576834628,0.7,100,100,96.2644449274,0.01,-107.576834628,0.0077683,16.34,1.02955,98.0536452962,3.9197e-06
-107.657064351,6.96400020211,-115.095,-107.61,1.38765,0.00550948,1,0.860131,6.96400020211,0.0139945,1.00611,2.59451,-107.657064351,0.7,100,100,99.4483171924,0.01,-107.657064351,0.00867445,16.16,0.991568,99.3931155943,5.60358e-07
-107.914677855,7.68684084776,-115.41,-107.821,1.27265,0.011262,1,0.719468,7.68684084776,0.0130018,1.01232,2.66945,-107.914677855,0.7,100,100,98.8496897203,0.01,-107.914677855,0.00735027,16.07,0.978832,98.7826288476,1.17543e-06
-108.337065276,13.4872421104,-116.722,-107.991,2.56352,0.0660748,1,0.260623,13.4872421104,0.0250586,1.03171,2.99232,-108.337065276,0.7,100,100,94.1172412834,0.01,-108.337065276,0.0025476,16.53,1.02301,96.9268959805,6.31358e-06
-107.999941611,13.6882063826,-115.495,-107.888,1.4956,0.0142412,1,0.778413,13.6882063826,0.0148039,1.01437,4.01763,-107.999941611,0.7,100,100,98.6374500927,0.01,-107.999941611,0.00770496,16.96,1.01027,98.5836849951,1.39531e-06
-108.057617833,7.4988891516,-115.583,-108.007,1.13479,0.00766564,1,0.764687,7.4988891516,0.0114358,1.00668,2.6971,-108.057617833,0.7,100,100,99.2351745706,0.01,-108.057617833,0.00770613,16.13,0.992309,99.3360315219,7.78493e-07
-107.944072027,8.1360542476,-115.421,-107.891,1.19745,0.00742409,1,0.720676,8.1360542476,0.0121651,1.00731,2.83419,-107.944072027,0.7,100,100,99.2471662383,0.01,-107.944072027,0.00732145,16.42,0.984334,99.2747245438,7.66227e-07
-108.228663422,7.67165922333,-115.765,-108.055,1.85247,0.0264273,1,0.606369,7.67165922333,0.0182881,1.02226,2.76522,-108.228663422,0.7,100,100,97.5135441593,0.01,-108.228663422,0.00598622,16.57,1.01294,97.8227845031,2.57563e-06
-108.171200833,7.76265426008,-115.621,-108.048,1.67333,0.0250473,1,0.578491,7.76265426008,0.0160879,1.01685,2.77087,-108.171200833,0.7,100,100,97.7592689465,0.01,-108.171200833,0.0055618,16.25,1.04012,98.3428646391,2.31525e-06
-107.45108482,6.52522900823,-114.909,-107.413,1.14104,0.00389155,1,0.830377,6.52522900823,0.0112867,1.00513,2.50903,-107.45108482,0.7,100,100,99.6244460519,0.01,-107.45108482,0.0082137,16.19,1.01097,99.4893416662,3.80758e-07
-108.261535383,7.7809948972,-115.796,-108.23,1.3302,0.00523033,1,0.84155,7.7809948972,0.013161,1.00426,2.76709,-108.261535383,0.7,100,100,99.4956689183,0.01,-108.261535383,0.00832631,16.21,1.01071,99.5756589584,5.12006e-07
-108.085156063,7.46710620755,-115.569,-107.965,1.1958,0.0197131,1,0.528495,7.46710620755,0.0119856,1.01567,2.57676,-108.085156063,0.7,100,100,98.0771017242,0.01,-108.085156063,0.00529714,16.37,0.9977,98.4575514743,1.98041e-06
-107.450118074,6.92863021972,-114.98,-107.393,1.29612,0.0093169,1,0.761425,6.92863021972,0.0129613,1.00764,2.56142,-107.450118074,0.7,100,100,99.0860540881,0.01,-107.450118074,0.0076143,16.45,0.999995,99.2414752925,9.317e-07
