Bound,MinNormIw,ESSClassic,eRenyi2,AvgRet,BatchSize,AvgDiscRet,J,VarRet,MinVanillaIw,VarNormIw,VarDiscRet,AvgEpLen,AvgVanillaIw,AvgNormIw,ESSRenyi,MaxNormIw,VarVanillaIw,MaxVanillaIw,VarJ
-347.7805,0.0041979584,25.687078265321002,nan,-4066.23450637783,100,-4066.23450637783,-3568.7524,4392402.075036766,1.07302256e-13,0.00029222303,4392402.075036766,200.0,2.5560579e-13,0.01,nan,0.124571286,1.909219e-25,3.1841142e-12,5660.709
-268.37006,0.0036585305,9.156574529600874,nan,-4763.100641764696,100,-4763.100641764696,-4363.3228,932347.0722620463,1.0155944e-08,0.001002133,932347.0722620463,200.0,2.7759624e-08,0.009999999,nan,0.3178317,7.722404e-15,8.822889e-07,2544.5676
