AvgEpLen,MinNormIw,MaxVanillaIw,J,VanillaAvgRet,VarDiscRet,VarNormIw,eRenyi2,AvgNormIw,VarRet,AvgRet,ESSRenyi,VarVanillaIw,MinVanillaIw,MaxNormIw,VarJ,Delta,Bound,EpsThisIter,IterType,AvgVanillaIw,BatchSize,AvgDiscRet,ESSClassic
500.0,0.01,1.0,4999.7,4999.700456184213,0.09648313259672495,3.5044917e-18,1.0,0.009999998,0.09648313259672495,4999.700456184213,500.0,,1.0,0.01,0.30903336,0.85,4789.658,100,2,1.0,500,4999.700456184213,100.0
495.01,0.005,1.0,4974.7207,4949.741292822798,249973.9299115953,2.179301e-19,1.0,0.0049999994,249973.9299115953,4949.741292822798,500.0,,1.0,0.005,352.6487,0.85,4826.1987,100,2,1.0,500,4949.741292822798,200.00000010221265
500.0,0.0033333334,1.0,4983.0464,4999.697932963952,0.07511389961767867,5.4391416e-20,1.0,0.0033333336,0.07511389961767867,4999.697932963952,500.0,,1.0,0.0033333334,288.1772,0.85,4861.779,100,2,1.0,500,4999.697932963952,299.999969473632
500.0,0.0025,1.0,4987.2153,4999.72129525583,0.08610165485514333,5.434597e-20,1.0,0.0024999997,0.08610165485514333,4999.72129525583,500.0,,1.0,0.0025,249.6732,0.85,4882.1943,100,2,1.0,500,4999.72129525583,400.0
495.01,0.00018110743,1.4912419,4996.983,4949.72173603435,249971.96861153492,3.1205636e-07,1.0886724,0.002,249971.96861153492,4949.72173603435,459.27498503686746,0.08309704,0.09345716,0.0028898267,43.51806,0.85,4898.973,100,1,1.0320632,500,4949.72173603435,463.8830280188597
500.0,0.01,1.0,4999.693,4999.692917711034,0.12745794124452647,3.5044917e-18,1.0,0.009999998,0.12745794124452647,4999.692917711034,500.0,,1.0,0.01,0.35523835,0.85,4789.651,100,2,1.0,500,4999.692917711034,100.0
500.0,0.005,1.0,4999.701,4999.708936545266,0.07234727559238589,2.179301e-19,1.0,0.0049999994,0.07234727559238589,4999.708936545266,500.0,,1.0,0.005,0.31460547,0.85,4851.179,100,2,1.0,500,4999.708936545266,200.00000010221265
500.0,0.0033333334,1.0,4999.7134,4999.738354062115,0.07062040286650814,5.4391416e-20,1.0,0.0033333336,0.07062040286650814,4999.738354062115,500.0,,1.0,0.0033333334,0.2993358,0.85,4878.446,100,2,1.0,500,4999.738354062115,299.999969473632
500.0,0.0025,1.0,4999.723,4999.752415183411,0.04399932641298134,5.434597e-20,1.0,0.0024999997,0.04399932641298134,4999.752415183411,500.0,,1.0,0.0025,0.27995798,0.85,4894.702,100,2,1.0,500,4999.752415183411,400.0
500.0,0.0019821813,1.0022415,4999.733,4999.768792693666,0.0565199562869714,4.9178136e-12,1.0000006,0.002,0.0565199562869714,4999.768792693666,499.99970197695376,1.2293048e-06,0.99102944,0.0020046069,0.27199277,0.85,4905.7993,100,1,0.99993825,500,4999.768792693666,499.9993985714734
500.0,0.01,1.0,4999.6646,4999.664507566204,0.09193488672833201,3.5044917e-18,1.0,0.009999998,0.09193488672833201,4999.664507566204,500.0,,1.0,0.01,0.30167648,0.85,4789.6226,100,2,1.0,500,4999.664507566204,100.0
500.0,0.005,1.0,4999.6787,4999.69222953217,0.10130310772557885,2.179301e-19,1.0,0.0049999994,0.10130310772557885,4999.69222953217,500.0,,1.0,0.005,0.3095926,0.85,4851.1567,100,2,1.0,500,4999.69222953217,200.00000010221265
500.0,0.0033333334,1.0,4999.701,4999.74576318599,0.05190440490733074,5.4391416e-20,1.0,0.0033333336,0.05190440490733074,4999.74576318599,500.0,,1.0,0.0033333334,0.2864149,0.85,4878.4336,100,2,1.0,500,4999.74576318599,299.999969473632
500.0,0.0025,1.0,4999.705,4999.718192259383,0.061928163114727174,5.434597e-20,1.0,0.0024999997,0.061928163114727174,4999.718192259383,500.0,,1.0,0.0025,0.2773176,0.85,4894.684,100,2,1.0,500,4999.718192259383,400.0
500.0,0.0019911411,1.0044429,4999.708,4999.7146245203285,0.0923768314597424,7.045328e-12,1.0000031,0.0019999999,0.0923768314597424,4999.7146245203285,499.9984502840391,1.7614054e-06,0.99559194,0.0020088428,0.28231522,0.85,4905.7744,100,1,1.0000215,500,4999.7146245203285,499.9991426404358
500.0,0.01,1.0,4999.75,4999.750110029771,0.06076652438571117,3.5044917e-18,1.0,0.009999998,0.06076652438571117,4999.750110029771,500.0,,1.0,0.01,0.24527523,0.85,4789.708,100,2,1.0,500,4999.750110029771,100.0
500.0,0.005,1.0,4999.7363,4999.722666735806,0.07817048718537813,2.179301e-19,1.0,0.0049999994,0.07817048718537813,4999.722666735806,500.0,,1.0,0.005,0.26261553,0.85,4851.2144,100,2,1.0,500,4999.722666735806,200.00000010221265
490.02,0.0033333334,1.0,4966.404,4899.735728404124,494896.1779644183,5.4391416e-20,1.0,0.0033333336,494896.1779644183,4899.735728404124,500.0,,1.0,0.0033333334,406.86365,0.85,4845.136,100,2,1.0,500,4899.735728404124,299.999969473632
500.0,0.0025,1.0,4974.739,4999.746392624931,0.07473678176594807,5.434597e-20,1.0,0.0024999997,0.07473678176594807,4999.746392624931,500.0,,1.0,0.0025,352.65002,0.85,4869.718,100,2,1.0,500,4999.746392624931,400.0
500.0,0.0006910814,1.7728033,4987.4087,4999.755942318618,0.05545435730724199,2.7615994e-07,1.0701699,0.0019999999,0.05545435730724199,4999.755942318618,467.21552157033636,0.06959537,0.34692776,0.0035314308,204.23386,0.85,4890.2354,100,1,1.0040141,500,4999.755942318618,467.769799321976
500.0,0.01,1.0,4999.722,4999.722194295388,0.05785658211228317,3.5044917e-18,1.0,0.009999998,0.05785658211228317,4999.722194295388,500.0,,1.0,0.01,0.23930655,0.85,4789.68,100,2,1.0,500,4999.722194295388,100.0
500.0,0.005,1.0,4999.734,4999.745844224983,0.05593337034859659,2.179301e-19,1.0,0.0049999994,0.05593337034859659,4999.745844224983,500.0,,1.0,0.005,0.23760945,0.85,4851.212,100,2,1.0,500,4999.745844224983,200.00000010221265
500.0,0.0033333334,1.0,4999.7354,4999.738784215089,0.06466087436471935,5.4391416e-20,1.0,0.0033333336,0.06466087436471935,4999.738784215089,500.0,,1.0,0.0033333334,0.24285987,0.85,4878.468,100,2,1.0,500,4999.738784215089,299.999969473632
499.87,0.0025,1.0,4999.3857,4998.33720244106,196.2374604735112,5.434597e-20,1.0,0.0024999997,196.2374604735112,4998.33720244106,500.0,,1.0,0.0025,6.998543,0.85,4894.3647,100,2,1.0,500,4998.33720244106,400.0
500.0,0.0018059231,1.0245632,4999.483,4999.730493822432,0.07882636869409305,1.4562915e-09,1.0002918,0.002,0.07882636869409305,4999.730493822432,499.85413039789034,0.0003633195,0.90202683,0.0020512498,5.6568813,0.85,4905.5356,100,1,0.99896485,500,4999.730493822432,499.8183011258394
500.0,0.01,1.0,4999.752,4999.752197774296,0.05455934318583034,3.5044917e-18,1.0,0.009999998,0.05455934318583034,4999.752197774296,500.0,,1.0,0.01,0.2324099,0.85,4789.71,100,2,1.0,500,4999.752197774296,100.0
500.0,0.005,1.0,4999.725,4999.6985631603475,0.0731356803797792,2.179301e-19,1.0,0.0049999994,0.0731356803797792,4999.6985631603475,500.0,,1.0,0.005,0.2528464,0.85,4851.203,100,2,1.0,500,4999.6985631603475,200.00000010221265
500.0,0.0033333334,1.0,4999.7393,4999.765581339586,0.05584208533855828,5.4391416e-20,1.0,0.0033333336,0.05584208533855828,4999.765581339586,500.0,,1.0,0.0033333334,0.2478112,0.85,4878.4717,100,2,1.0,500,4999.765581339586,299.999969473632
500.0,0.0025,1.0,4999.7324,4999.712087144328,0.08736046808506441,5.434597e-20,1.0,0.0024999997,0.08736046808506441,4999.712087144328,500.0,,1.0,0.0025,0.26040676,0.85,4894.7114,100,2,1.0,500,4999.712087144328,400.0
500.0,0.002,1.0,4999.7246,4999.692195956532,0.09033667684051054,5.431875e-20,1.0,0.0020000003,0.09033667684051054,4999.692195956532,500.0,,1.0,0.002,0.26905322,0.85,4905.791,100,1,1.0,500,4999.692195956532,500.00000664260017
495.01,0.01,1.0,4949.74,4949.740197217328,249973.83329818104,3.5044917e-18,1.0,0.009999998,249973.83329818104,4949.740197217328,500.0,,1.0,0.01,497.46765,0.85,4739.698,100,2,1.0,500,4949.740197217328,100.0
500.0,0.005,1.0,4974.724,4999.708349472746,0.0589260107931589,2.179301e-19,1.0,0.0049999994,0.0589260107931589,4999.708349472746,500.0,,1.0,0.005,352.64893,0.85,4826.202,100,2,1.0,500,4999.708349472746,200.00000010221265
500.0,0.0033333334,1.0,4983.047,4999.690738099507,0.07668149692490861,5.4391416e-20,1.0,0.0033333336,0.07668149692490861,4999.690738099507,500.0,,1.0,0.0033333334,288.17712,0.85,4861.7793,100,2,1.0,500,4999.690738099507,299.999969473632
500.0,0.0025,1.0,4987.219,4999.7381424076775,0.05763112043470636,5.434597e-20,1.0,0.0024999997,0.05763112043470636,4999.7381424076775,500.0,,1.0,0.0025,249.6734,0.85,4882.198,100,2,1.0,500,4999.7381424076775,400.0
500.0,0.00022657112,1.3384373,4996.904,4999.708655935064,0.07446750816577323,1.7694833e-07,1.0531923,0.002,0.07446750816577323,4999.708655935064,474.7471283219562,0.045878813,0.11536854,0.0026285436,62.939285,0.85,4900.5044,100,1,1.018387,500,4999.708655935064,478.85897399557933
500.0,0.01,1.0,4999.7437,4999.743756521472,0.054117896323522305,3.5044917e-18,1.0,0.009999998,0.054117896323522305,4999.743756521472,500.0,,1.0,0.01,0.23147221,0.85,4789.7017,100,2,1.0,500,4999.743756521472,100.0
499.49,0.005,1.0,4997.1304,4994.5178906578,2704.273413963812,2.179301e-19,1.0,0.0049999994,2704.273413963812,4994.5178906578,500.0,,1.0,0.005,36.680637,0.85,4848.6084,100,2,1.0,500,4994.5178906578,200.00000010221265
500.0,0.0033333334,1.0,4997.999,4999.73562527018,0.07349158760101103,5.4391416e-20,1.0,0.0033333336,0.07349158760101103,4999.73562527018,500.0,,1.0,0.0033333334,29.97518,0.85,4876.7314,100,2,1.0,500,4999.73562527018,299.999969473632
500.0,0.0025,1.0,4998.438,4999.7537227675975,0.053603452647258056,5.434597e-20,1.0,0.0024999997,0.053603452647258056,4999.7537227675975,500.0,,1.0,0.0025,25.97064,0.85,4893.417,100,2,1.0,500,4999.7537227675975,400.0
500.0,0.0010642783,1.0859134,4999.184,4999.73193580975,0.060952943039090005,1.5534606e-08,1.0041615,0.002,0.060952943039090005,4999.73193580975,497.92788451664546,0.003909753,0.53392434,0.0021645653,12.377649,0.85,4905.055,100,1,1.0033548,500,4999.73193580975,498.06959313174275
500.0,0.01,1.0,4999.7954,4999.795071339111,0.042450445946896696,3.5044917e-18,1.0,0.009999998,0.042450445946896696,4999.795071339111,500.0,,1.0,0.01,0.20501636,0.85,4789.7534,100,2,1.0,500,4999.795071339111,100.0
500.0,0.005,1.0,4999.7656,4999.736940928811,0.06576865054799848,2.179301e-19,1.0,0.0049999994,0.06576865054799848,4999.736940928811,500.0,,1.0,0.005,0.23328337,0.85,4851.2437,100,2,1.0,500,4999.736940928811,200.00000010221265
500.0,0.0033333334,1.0,4999.735,4999.673574668472,0.09479402499519997,5.4391416e-20,1.0,0.0033333336,0.09479402499519997,4999.673574668472,500.0,,1.0,0.0033333334,0.26355615,0.85,4878.4673,100,2,1.0,500,4999.673574668472,299.999969473632
495.01,0.0025,1.0,4987.2324,4949.724627043907,249972.25970707627,5.434597e-20,1.0,0.0024999997,249972.25970707627,4949.724627043907,500.0,,1.0,0.0025,249.67404,0.85,4882.2114,100,2,1.0,500,4949.724627043907,400.0
500.0,0.00025797976,1.2568281,4997.9814,4999.698676724135,0.07913353726877473,2.0609073e-07,1.0432847,0.002,0.07913353726877473,4999.698676724135,479.2555874248975,0.049295828,0.12617156,0.0025698042,39.002342,0.85,4902.0366,100,1,0.9781509,500,4999.698676724135,475.5474978297823
500.0,0.01,1.0,4999.756,4999.75655613527,0.054381075077887336,3.5044917e-18,1.0,0.009999998,0.054381075077887336,4999.75655613527,500.0,,1.0,0.01,0.23203765,0.85,4789.714,100,2,1.0,500,4999.75655613527,100.0
495.01,0.005,1.0,4974.77,4949.783500864861,249978.1975475259,2.179301e-19,1.0,0.0049999994,249978.1975475259,4949.783500864861,500.0,,1.0,0.005,352.65216,0.85,4826.248,100,2,1.0,500,4949.783500864861,200.00000010221265
500.0,0.0033333334,1.0,4983.077,4999.689554618556,0.06636754385831076,5.4391416e-20,1.0,0.0033333336,0.06636754385831076,4999.689554618556,500.0,,1.0,0.0033333334,288.17883,0.85,4861.8096,100,2,1.0,500,4999.689554618556,299.999969473632
500.0,0.0025,1.0,4987.236,4999.713212778072,0.08279433718743627,5.434597e-20,1.0,0.0024999997,0.08279433718743627,4999.713212778072,500.0,,1.0,0.0025,249.67427,0.85,4882.215,100,2,1.0,500,4999.713212778072,400.0
500.0,0.0009620753,1.582877,4992.4536,4999.758418275006,0.07052284276665172,1.0467619e-07,1.0265057,0.002,0.07052284276665172,4999.758418275006,487.0893515399107,0.026702674,0.48591745,0.0031339622,162.66545,0.85,4897.283,100,1,1.0101442,500,4999.758418275006,487.2740090192038
500.0,0.01,1.0,4999.764,4999.764061729665,0.06661531323305449,3.5044917e-18,1.0,0.009999998,0.06661531323305449,4999.764061729665,500.0,,1.0,0.01,0.256816,0.85,4789.722,100,2,1.0,500,4999.764061729665,100.0
495.01,0.005,1.0,4974.746,4949.7281680362985,249972.63160304137,2.179301e-19,1.0,0.0049999994,249972.63160304137,4949.7281680362985,500.0,,1.0,0.005,352.6505,0.85,4826.224,100,2,1.0,500,4949.7281680362985,200.00000010221265
500.0,0.0033333334,1.0,4983.0684,4999.713986854668,0.06386169120334684,5.4391416e-20,1.0,0.0033333336,0.06386169120334684,4999.713986854668,500.0,,1.0,0.0033333334,288.1784,0.85,4861.801,100,2,1.0,500,4999.713986854668,299.999969473632
500.0,0.0025,1.0,4987.2397,4999.7529609309995,0.060172322599969984,5.434597e-20,1.0,0.0024999997,0.060172322599969984,4999.7529609309995,500.0,,1.0,0.0025,249.67442,0.85,4882.2188,100,2,1.0,500,4999.7529609309995,400.0
500.0,0.00040964974,1.4302497,4995.646,4999.724932002511,0.0782234428214658,1.817515e-07,1.0481836,0.002,0.0782234428214658,4999.724932002511,477.01568590031775,0.04648197,0.2071648,0.00282819,91.51455,0.85,4899.476,100,1,1.0114241,500,4999.724932002511,478.3101558049616
500.0,0.01,1.0,4999.7183,4999.718463513356,0.0883077877468422,3.5044917e-18,1.0,0.009999998,0.0883077877468422,4999.718463513356,500.0,,1.0,0.01,0.29568207,0.85,4789.6763,100,2,1.0,500,4999.718463513356,100.0
500.0,0.005,1.0,4999.7197,4999.72173885178,0.07545845812289352,2.179301e-19,1.0,0.0049999994,0.07545845812289352,4999.72173885178,500.0,,1.0,0.005,0.28473213,0.85,4851.1978,100,2,1.0,500,4999.72173885178,200.00000010221265
500.0,0.0033333334,1.0,4999.74,4999.780042786015,0.05813498827876274,5.4391416e-20,1.0,0.0033333336,0.05813498827876274,4999.780042786015,500.0,,1.0,0.0033333334,0.2720897,0.85,4878.4727,100,2,1.0,500,4999.780042786015,299.999969473632
500.0,0.0025,1.0,4999.736,4999.724538022223,0.0555878024380435,5.434597e-20,1.0,0.0024999997,0.0555878024380435,4999.724538022223,500.0,,1.0,0.0025,0.26330587,0.85,4894.715,100,2,1.0,500,4999.724538022223,400.0
500.0,0.002,1.0,4999.7397,4999.750944190279,0.05684446306440752,5.431875e-20,1.0,0.0020000003,0.05684446306440752,4999.750944190279,500.0,,1.0,0.002,0.25836545,0.85,4905.806,100,1,1.0,500,4999.750944190279,500.00000664260017
500.0,0.01,1.0,4999.6714,4999.671737731182,0.0920331421756053,3.5044917e-18,1.0,0.009999998,0.0920331421756053,4999.671737731182,500.0,,1.0,0.01,0.30184054,0.85,4789.6294,100,2,1.0,500,4999.671737731182,100.0
500.0,0.005,1.0,4999.6924,4999.713865712711,0.07371250232734948,2.179301e-19,1.0,0.0049999994,0.07371250232734948,4999.713865712711,500.0,,1.0,0.005,0.28720084,0.85,4851.1704,100,2,1.0,500,4999.713865712711,200.00000010221265
500.0,0.0033333334,1.0,4999.697,4999.704516786663,0.07912992531295068,5.4391416e-20,1.0,0.0033333336,0.07912992531295068,4999.704516786663,500.0,,1.0,0.0033333334,0.2848404,0.85,4878.429,100,2,1.0,500,4999.704516786663,299.999969473632
500.0,0.0025,1.0,4999.6973,4999.699883373692,0.057599603494174055,5.434597e-20,1.0,0.0024999997,0.057599603494174055,4999.699883373692,500.0,,1.0,0.0025,0.2740566,0.85,4894.6763,100,2,1.0,500,4999.699883373692,400.0
500.0,0.0019987556,1.0006491,4999.6963,4999.688587055436,0.08284697828615918,1.7751348e-13,1.0,0.002,0.08284697828615918,4999.688587055436,500.0,4.4379973e-08,0.9993817,0.0020012904,0.2765691,0.85,4905.7627,100,1,1.0000039,500,4999.688587055436,499.99998912833894
500.0,0.01,1.0,4999.711,4999.711300074974,0.07565568916862268,3.5044917e-18,1.0,0.009999998,0.07565568916862268,4999.711300074974,500.0,,1.0,0.01,0.27369273,0.85,4789.669,100,2,1.0,500,4999.711300074974,100.0
500.0,0.005,1.0,4999.6855,4999.65961944778,0.08959281342513536,2.179301e-19,1.0,0.0049999994,0.08959281342513536,4999.65961944778,500.0,,1.0,0.005,0.28718212,0.85,4851.1636,100,2,1.0,500,4999.65961944778,200.00000010221265
490.02,0.0033333334,1.0,4966.3574,4899.701635362964,494889.2779380099,5.4391416e-20,1.0,0.0033333336,494889.2779380099,4899.701635362964,500.0,,1.0,0.0033333334,406.85995,0.85,4845.09,100,2,1.0,500,4899.701635362964,299.999969473632
500.0,0.0025,1.0,4974.6973,4999.71922719535,0.08381951021417179,5.434597e-20,1.0,0.0024999997,0.08381951021417179,4999.71922719535,500.0,,1.0,0.0025,352.64713,0.85,4869.6763,100,2,1.0,500,4999.71922719535,400.0
500.0,5.914222e-05,1.6871111,4992.612,4999.7448691729005,0.06520050616564473,5.5029744e-07,1.1274585,0.0019999999,0.06520050616564473,4999.7448691729005,443.4753214989479,0.13613427,0.029415932,0.0033920226,113.55852,0.85,4892.8716,100,1,0.99475235,500,4999.7448691729005,439.63810522162544
500.0,0.01,1.0,4999.7236,4999.723490588006,0.08178505045010342,3.5044917e-18,1.0,0.009999998,0.08178505045010342,4999.723490588006,500.0,,1.0,0.01,0.2845373,0.85,4789.6816,100,2,1.0,500,4999.723490588006,100.0
500.0,0.005,1.0,4999.719,4999.715428837238,0.07162137236610401,2.179301e-19,1.0,0.0049999994,0.07162137236610401,4999.715428837238,500.0,,1.0,0.005,0.27559665,0.85,4851.1973,100,2,1.0,500,4999.715428837238,200.00000010221265
500.0,0.0033333334,1.0,4999.7256,4999.738105221364,0.05262246719566421,5.4391416e-20,1.0,0.0033333336,0.05262246719566421,4999.738105221364,500.0,,1.0,0.0033333334,0.2609087,0.85,4878.458,100,2,1.0,500,4999.738105221364,299.999969473632
500.0,0.0025,1.0,4999.7275,4999.734224807983,0.07188624075567025,5.434597e-20,1.0,0.0024999997,0.07188624075567025,4999.734224807983,500.0,,1.0,0.0025,0.2624093,0.85,4894.7065,100,2,1.0,500,4999.734224807983,400.0
500.0,0.0019961076,1.0015626,4999.723,4999.698619401069,0.07599798049302034,1.3474958e-12,1.0000002,0.002,0.07599798049302034,4999.698619401069,499.99988079073887,3.368651e-07,0.9980389,0.0020031552,0.26502985,0.85,4905.7896,100,1,0.999985,500,4999.698619401069,499.99983405668746
500.0,0.01,1.0,4999.7437,4999.743826176618,0.07681761104382868,3.5044917e-18,1.0,0.009999998,0.07681761104382868,4999.743826176618,500.0,,1.0,0.01,0.27575347,0.85,4789.7017,100,2,1.0,500,4999.743826176618,100.0
500.0,0.005,1.0,4999.716,4999.687204296031,0.07978333875648666,2.179301e-19,1.0,0.0049999994,0.07978333875648666,4999.687204296031,500.0,,1.0,0.005,0.27984527,0.85,4851.194,100,2,1.0,500,4999.687204296031,200.00000010221265
500.0,0.0033333334,1.0,4999.734,4999.770168320419,0.05489024821387935,5.4391416e-20,1.0,0.0033333336,0.05489024821387935,4999.770168320419,500.0,,1.0,0.0033333334,0.26644173,0.85,4878.4663,100,2,1.0,500,4999.770168320419,299.999969473632
500.0,0.0025,1.0,4999.7383,4999.753127777986,0.06397843110016888,5.434597e-20,1.0,0.0024999997,0.06397843110016888,4999.753127777986,500.0,,1.0,0.0025,0.26295948,0.85,4894.7173,100,2,1.0,500,4999.753127777986,400.0
500.0,0.002,1.0,4999.74,4999.742903973512,0.0769543440864565,5.431875e-20,1.0,0.0020000003,0.0769543440864565,4999.742903973512,500.0,,1.0,0.002,0.26563314,0.85,4905.8066,100,1,1.0,500,4999.742903973512,500.00000664260017
500.0,0.01,1.0,4999.7065,4999.706617492196,0.07153635816703595,3.5044917e-18,1.0,0.009999998,0.07153635816703595,4999.706617492196,500.0,,1.0,0.01,0.26610965,0.85,4789.6646,100,2,1.0,500,4999.706617492196,100.0
500.0,0.005,1.0,4999.7285,4999.7507171754805,0.06505353760154474,2.179301e-19,1.0,0.0049999994,0.06505353760154474,4999.7507171754805,500.0,,1.0,0.005,0.2609397,0.85,4851.2065,100,2,1.0,500,4999.7507171754805,200.00000010221265
500.0,0.0033333334,1.0,4999.722,4999.708681717605,0.08905486455469408,5.4391416e-20,1.0,0.0033333336,0.08905486455469408,4999.708681717605,500.0,,1.0,0.0033333334,0.27362344,0.85,4878.4546,100,2,1.0,500,4999.708681717605,299.999969473632
495.01,0.0025,1.0,4987.226,4949.739787443433,249973.79467778484,5.434597e-20,1.0,0.0024999997,249973.79467778484,4949.739787443433,500.0,,1.0,0.0025,249.67377,0.85,4882.205,100,2,1.0,500,4949.739787443433,400.0
500.0,0.0015434255,1.8115151,4991.5146,4999.746987569418,0.05288077906415653,7.2888774e-08,1.0171788,0.002,0.05288077906415653,4999.746987569418,491.55567618931093,0.018308768,0.7735438,0.0036144543,183.65436,0.85,4896.778,100,1,1.0023726,500,4999.746987569418,491.0695556694337
500.0,0.01,1.0,4999.7485,4999.7482113158385,0.10330837805473368,3.5044917e-18,1.0,0.009999998,0.10330837805473368,4999.7482113158385,500.0,,1.0,0.01,0.31980875,0.85,4789.7065,100,2,1.0,500,4999.7482113158385,100.0
500.0,0.005,1.0,4999.752,4999.75647981905,0.06431890199813055,2.179301e-19,1.0,0.0049999994,0.06431890199813055,4999.75647981905,500.0,,1.0,0.005,0.28807935,0.85,4851.23,100,2,1.0,500,4999.75647981905,200.00000010221265
500.0,0.0033333334,1.0,4999.741,4999.717939164755,0.07735733206522741,5.4391416e-20,1.0,0.0033333336,0.07735733206522741,4999.717939164755,500.0,,1.0,0.0033333334,0.28480995,0.85,4878.4736,100,2,1.0,500,4999.717939164755,299.999969473632
500.0,0.0025,1.0,4999.742,4999.746856394512,0.06343555106112657,5.434597e-20,1.0,0.0024999997,0.06343555106112657,4999.746856394512,500.0,,1.0,0.0025,0.27666655,0.85,4894.721,100,2,1.0,500,4999.746856394512,400.0
500.0,0.0019958795,1.0007117,4999.744,4999.747079242804,0.08481294847881163,6.475276e-13,1.0000001,0.002,0.08481294847881163,4999.747079242804,499.99994039536233,1.6188287e-07,0.99794424,0.0020014143,0.27923015,0.85,4905.8105,100,1,1.0000045,500,4999.747079242804,499.99991708645166
500.0,0.01,1.0,4999.72,4999.720413314795,0.05775996017294115,3.5044917e-18,1.0,0.009999998,0.05775996017294115,4999.720413314795,500.0,,1.0,0.01,0.23913115,0.85,4789.678,100,2,1.0,500,4999.720413314795,100.0
500.0,0.005,1.0,4999.708,4999.696700697072,0.06279190178920348,2.179301e-19,1.0,0.0049999994,0.06279190178920348,4999.696700697072,500.0,,1.0,0.005,0.2445688,0.85,4851.186,100,2,1.0,500,4999.696700697072,200.00000010221265
500.0,0.0033333334,1.0,4999.7285,4999.767537414858,0.06093931388856803,5.4391416e-20,1.0,0.0033333336,0.06093931388856803,4999.767537414858,500.0,,1.0,0.0033333334,0.24648629,0.85,4878.461,100,2,1.0,500,4999.767537414858,299.999969473632
500.0,0.0025,1.0,4999.742,4999.78440952208,0.04740118276641719,5.434597e-20,1.0,0.0024999997,0.04740118276641719,4999.78440952208,500.0,,1.0,0.0025,0.24060869,0.85,4894.721,100,2,1.0,500,4999.78440952208,400.0
500.0,0.002,1.0,4999.7417,4999.735432132697,0.0714990845636328,5.431875e-20,1.0,0.0020000003,0.0714990845636328,4999.735432132697,500.0,,1.0,0.002,0.24591863,0.85,4905.808,100,1,1.0,500,4999.735432132697,500.00000664260017
500.0,0.01,1.0,4999.7144,4999.714739315782,0.08696572571452413,3.5044917e-18,1.0,0.009999998,0.08696572571452413,4999.714739315782,500.0,,1.0,0.01,0.29342735,0.85,4789.6724,100,2,1.0,500,4999.714739315782,100.0
500.0,0.005,1.0,4999.7295,4999.744070937428,0.059659925661124553,2.179301e-19,1.0,0.0049999994,0.059659925661124553,4999.744070937428,500.0,,1.0,0.005,0.2698113,0.85,4851.2075,100,2,1.0,500,4999.744070937428,200.00000010221265
500.0,0.0033333334,1.0,4999.732,4999.7371082172995,0.0767587690621518,5.4391416e-20,1.0,0.0033333336,0.0767587690621518,4999.7371082172995,500.0,,1.0,0.0033333334,0.2718078,0.85,4878.4644,100,2,1.0,500,4999.7371082172995,299.999969473632
500.0,0.0025,1.0,4999.728,4999.716017777268,0.09218947245364952,5.434597e-20,1.0,0.0024999997,0.09218947245364952,4999.716017777268,500.0,,1.0,0.0025,0.27976975,0.85,4894.707,100,2,1.0,500,4999.716017777268,400.0
500.0,0.0019837152,1.003435,4999.7236,4999.703381466644,0.07687452553967172,1.1060527e-11,1.0000024,0.002,0.07687452553967172,4999.703381466644,499.99880790994666,2.7652018e-06,0.99187,0.002006845,0.27889544,0.85,4905.79,100,1,1.0000124,500,4999.703381466644,499.9985540621036
500.0,0.01,1.0,4999.704,4999.704534833138,0.08996772059029563,3.5044917e-18,1.0,0.009999998,0.08996772059029563,4999.704534833138,500.0,,1.0,0.01,0.2984579,0.85,4789.662,100,2,1.0,500,4999.704534833138,100.0
500.0,0.005,1.0,4999.7275,4999.750876649336,0.0765661786461417,2.179301e-19,1.0,0.0049999994,0.0765661786461417,4999.750876649336,500.0,,1.0,0.005,0.28805447,0.85,4851.2056,100,2,1.0,500,4999.750876649336,200.00000010221265
500.0,0.0033333334,1.0,4999.7183,4999.70099874386,0.07617974908806018,5.4391416e-20,1.0,0.0033333336,0.07617974908806018,4999.70099874386,500.0,,1.0,0.0033333334,0.2839349,0.85,4878.4507,100,2,1.0,500,4999.70099874386,299.999969473632
500.0,0.0025,1.0,4999.7163,4999.709650628111,0.07016632452165368,5.434597e-20,1.0,0.0024999997,0.07016632452165368,4999.709650628111,500.0,,1.0,0.0025,0.27901223,0.85,4894.6953,100,2,1.0,500,4999.709650628111,400.0
500.0,0.0019752926,1.00489,4999.7246,4999.752206259771,0.08065868764065658,3.228451e-11,1.0000098,0.002,0.08065868764065658,4999.752206259771,499.99511246690486,8.069743e-06,0.98756176,0.002009952,0.27966523,0.85,4905.7905,100,1,0.99991435,500,4999.752206259771,499.9959200521123
500.0,0.01,1.0,4999.6772,4999.67732287306,0.08366879030551921,3.5044917e-18,1.0,0.009999998,0.08366879030551921,4999.67732287306,500.0,,1.0,0.01,0.28780484,0.85,4789.6353,100,2,1.0,500,4999.67732287306,100.0
500.0,0.005,1.0,4999.6895,4999.7015757676245,0.074081028294476,2.179301e-19,1.0,0.0049999994,0.074081028294476,4999.7015757676245,500.0,,1.0,0.005,0.27969936,0.85,4851.1675,100,2,1.0,500,4999.7015757676245,200.00000010221265
