AvgRet,Delta,MinVanillaIw,ESSClassic,Bound,AvgDiscRet,VarNormIw,BatchSize,VarJ,MinNormIw,MaxNormIw,AvgVanillaIw,ESSRenyi,EpsThisIter,VanillaAvgRet,IterType,VarVanillaIw,VarRet,J,AvgEpLen,eRenyi2,MaxVanillaIw,AvgNormIw,VarDiscRet
-434.199997489,0.2,0.299524,93.6290413695,-543.209,-434.199997489,6.87323e-06,100,45.0176,0.00300626,0.0161222,0.996334,94.9598300809,100,-434.199997489,1,0.0682293,1975.72647973,-428.391,500.0,1.05308,1.60631,0.01,1975.72647973
-431.083874752,0.2,0.499325,95.0068031049,-540.716,-431.083874752,5.30867e-06,100,49.1327,0.0049098,0.0158628,1.017,95.8619066932,100,-431.083874752,1,0.0549066,2309.73674088,-426.488,500.0,1.04317,1.61324,0.01,2309.73674088
-432.00634282,0.2,0.527855,94.2375385979,-538.787,-432.00634282,6.17656e-06,100,44.0685,0.00508596,0.0188494,1.03787,95.9817917843,100,-432.00634282,1,0.0665319,1825.02648972,-427.594,500.0,1.04186,1.95631,0.01,1825.02648972
-431.826373908,0.2,0.615057,97.6010336611,-535.716,-431.826373908,2.48277e-06,100,37.6918,0.00616015,0.0158449,0.998444,98.1277648342,100,-431.826373908,1,0.0247505,1311.13323693,-429.905,500.0,1.01908,1.58203,0.01,1311.13323693
-419.293150573,0.2,0.444503,96.4578371085,-518.339,-419.293150573,3.70933e-06,100,37.9133,0.00437082,0.0148958,1.01698,96.8325425184,100,-419.293150573,1,0.0383635,1386.54668311,-416.008,500.0,1.03271,1.51487,0.01,1386.54668311
-423.505645876,0.2,0.769037,99.0409581106,-540.942,-423.505645876,9.78136e-07,100,42.0466,0.00765582,0.0129046,1.00451,98.8189587183,100,-423.505645876,1,0.00986986,1893.43902065,-422.086,500.0,1.01195,1.29629,0.01,1893.43902065
-418.032926233,0.2,0.554551,96.3655692831,-520.301,-418.032926233,3.80962e-06,100,41.1218,0.00530538,0.015728,1.04526,96.3398340015,100,-418.032926233,1,0.0416229,1605.56952111,-414.032,500.0,1.03799,1.64399,0.01,1605.56952111
-426.082338877,0.2,0.208971,93.9690408014,-528.441,-426.082338877,6.48284e-06,100,33.8131,0.00210419,0.0136915,0.993115,96.1884478112,100,-426.082338877,1,0.0639387,1204.96582717,-421.664,500.0,1.03963,1.35972,0.01,1204.96582717
-423.397016041,0.2,0.349871,94.7496296884,-538.858,-423.397016041,5.59729e-06,100,47.5059,0.00354174,0.0134433,0.987851,95.8542061269,100,-423.397016041,1,0.0546211,2360.50783408,-418.371,500.0,1.04325,1.328,0.01,2360.50783408
-418.463281156,0.2,0.514478,96.4272817024,-529.072,-418.463281156,3.74255e-06,100,39.6098,0.00514292,0.0151433,1.00036,96.7068783488,100,-418.463281156,1,0.0374527,1654.86544004,-414.81,500.0,1.03405,1.51488,0.01,1654.86544004
-419.939141158,0.2,0.585403,98.1806428332,-533.132,-419.939141158,1.87178e-06,100,43.4324,0.00587018,0.0137951,0.99725,98.2403625027,100,-419.939141158,1,0.018615,1837.89649267,-417.905,500.0,1.01791,1.37572,0.01,1837.89649267
-420.30179762,0.2,0.486918,96.6475747072,-526.15,-420.30179762,3.50374e-06,100,40.1718,0.00484075,0.0144928,1.00587,96.6820788183,100,-420.30179762,1,0.0354501,1759.64540714,-416.635,500.0,1.03432,1.45779,0.01,1759.64540714
-416.27817574,0.2,0.527645,97.7002882668,-518.112,-416.27817574,2.37762e-06,100,31.8915,0.00533005,0.0129536,0.989942,98.2201062171,100,-416.27817574,1,0.0233003,1061.88709563,-414.406,500.0,1.01812,1.28233,0.01,1061.88709563
-412.010504579,0.2,0.564909,97.0068378389,-515.257,-412.010504579,3.11669e-06,100,43.0893,0.00580487,0.0152988,0.973163,97.5795783584,100,-412.010504579,1,0.0295165,1752.07548648,-409.42,500.0,1.0248,1.48883,0.01,1752.07548648
-411.660960555,0.2,0.531643,95.6912718969,-515.262,-411.660960555,4.54825e-06,100,40.1793,0.00529986,0.0145877,1.00313,96.7278870916,100,-411.660960555,1,0.0457675,1671.60549929,-408.145,500.0,1.03383,1.46334,0.01,1671.60549929
-418.979059683,0.2,0.488775,97.782112946,-523.833,-418.979059683,2.2911e-06,100,42.2175,0.00492135,0.0131741,0.993173,98.1492692107,100,-418.979059683,1,0.0225993,1771.93386829,-417.053,500.0,1.01886,1.30842,0.01,1771.93386829
-412.674664475,0.2,0.599908,99.1890028408,-522.546,-412.674664475,8.25864e-07,100,37.7689,0.00601502,0.0121192,0.997349,99.1299226351,100,-412.674664475,1,0.00821492,1469.15743613,-411.728,500.0,1.00878,1.20871,0.01,1469.15743613
-419.068744925,0.2,0.668383,97.1425203681,-526.613,-419.068744925,2.97127e-06,100,45.1907,0.00660291,0.0157296,1.01225,96.9934442826,100,-419.068744925,1,0.0304454,1978.2058032,-415.763,500.0,1.031,1.59224,0.01,1978.2058032
-403.825511644,0.2,0.605667,96.3797463274,-509.795,-403.825511644,3.79417e-06,100,37.7959,0.00612945,0.0145153,0.988125,97.0100114986,100,-403.825511644,1,0.037046,1552.16773232,-400.634,500.0,1.03082,1.4343,0.01,1552.16773232
-416.367847033,0.2,0.745823,97.4611981588,-526.117,-416.367847033,2.63121e-06,100,42.5043,0.00751799,0.0181719,0.992051,98.0981701129,100,-416.367847033,1,0.0258955,1810.36362597,-414.31,500.0,1.01939,1.80274,0.01,1810.36362597
-402.491196041,0.2,0.735953,98.4328049847,-506.76,-402.491196041,1.60824e-06,100,39.6625,0.00737659,0.0156855,0.997687,98.3540260849,100,-402.491196041,1,0.0160081,1600.19699889,-400.728,500.0,1.01674,1.56492,0.01,1600.19699889
-403.441594514,0.2,0.44778,96.414203774,-502.489,-403.441594514,3.75672e-06,100,42.5428,0.00447016,0.0135171,1.00171,96.7270171218,100,-403.441594514,1,0.0376957,1838.94395087,-400.023,500.0,1.03384,1.35403,0.01,1838.94395087
-397.923644473,0.2,0.673514,98.3013635096,-504.147,-397.923644473,1.74546e-06,100,39.3873,0.00663426,0.0135532,1.01521,98.1526685224,100,-397.923644473,1,0.0179894,1616.6668146,-395.873,500.0,1.01882,1.37592,0.01,1616.6668146
-404.87813531,0.2,0.656487,97.792565307,-502.39,-404.87813531,2.28005e-06,100,34.6722,0.00648846,0.0141491,1.01178,97.765210578,100,-404.87813531,1,0.0233407,1287.64542735,-402.671,500.0,1.02286,1.43157,0.01,1287.64542735
-407.271023578,0.2,0.32685,95.4830030593,-525.14,-407.271023578,4.77846e-06,100,45.6636,0.00333397,0.0135374,0.980363,96.5915043175,100,-407.271023578,1,0.0459263,2372.17128343,-403.25,500.0,1.03529,1.32716,0.01,2372.17128343
-407.65942304,0.2,0.565813,95.0113124729,-507.23,-407.65942304,5.3037e-06,100,40.3875,0.00544482,0.0193008,1.03918,96.8932419667,100,-407.65942304,1,0.057274,1499.98064529,-404.4,500.0,1.03206,2.00569,0.01,1499.98064529
-411.760125997,0.2,0.444206,96.9554786638,-514.508,-411.760125997,3.17187e-06,100,41.6836,0.00448894,0.0128397,0.989558,97.4070786636,100,-411.760125997,1,0.0310597,1887.03215383,-408.885,500.0,1.02662,1.27056,0.01,1887.03215383
-394.834713407,0.2,0.445502,95.6361172845,-496.292,-394.834713407,4.6091e-06,100,36.3841,0.00451438,0.0141647,0.986852,96.899386614,100,-394.834713407,1,0.044887,1223.39853989,-391.772,500.0,1.032,1.39784,0.01,1223.39853989
-409.261864242,0.2,0.564501,97.4951385095,-510.348,-409.261864242,2.59514e-06,100,39.9611,0.00573115,0.0134354,0.98497,96.8527336689,100,-409.261864242,1,0.0251772,1679.55625605,-406.035,500.0,1.0325,1.32334,0.01,1679.55625605
-403.570992489,0.2,0.785946,99.1786439388,-506.33,-403.570992489,8.36526e-07,100,36.5746,0.00786916,0.0121838,0.998767,99.0622713824,100,-403.570992489,1,0.00834465,1376.55217918,-402.581,500.0,1.00947,1.21688,0.01,1376.55217918
-403.827294083,0.2,0.302992,95.3126130869,-509.483,-403.827294083,4.96758e-06,100,35.3518,0.0030713,0.013743,0.986527,96.2763228599,100,-403.827294083,1,0.0483462,1409.15198717,-399.517,500.0,1.03868,1.35578,0.01,1409.15198717
-396.374252186,0.2,0.586662,93.0880534625,-494.073,-396.374252186,7.50015e-06,100,42.0261,0.00588722,0.0304201,0.9965,96.2374547887,100,-396.374252186,1,0.0744774,1612.93401524,-393.102,500.0,1.0391,3.03136,0.01,1612.93401524
-393.981476872,0.2,0.547073,95.5769338896,-489.627,-393.981476872,4.67449e-06,100,46.0762,0.0054087,0.01557,1.01147,95.9129720324,100,-393.981476872,1,0.0478234,1812.16776965,-390.467,500.0,1.04261,1.57486,0.01,1812.16776965
-400.83717396,0.2,0.709761,98.2089393205,-504.538,-400.83717396,1.84217e-06,100,37.823,0.00704387,0.0136502,1.00763,98.1512214893,100,-400.83717396,1,0.0187038,1502.93781921,-398.805,500.0,1.01884,1.37544,0.01,1502.93781921
-401.011151293,0.2,0.507655,96.3200250333,-503.329,-401.011151293,3.85918e-06,100,42.4396,0.00509759,0.0142175,0.995874,96.8467514703,100,-401.011151293,1,0.0382739,1718.49204956,-397.888,500.0,1.03256,1.41589,0.01,1718.49204956
-401.947941939,0.2,0.673208,96.9443376825,-500.816,-401.947941939,3.1838e-06,100,40.1972,0.00703836,0.0149631,0.956484,97.5058763141,100,-401.947941939,1,0.0291273,1509.79024807,-399.568,500.0,1.02558,1.4312,0.01,1509.79024807
-396.154782045,0.2,0.386387,96.5382953233,-496.804,-396.154782045,3.62207e-06,100,39.2368,0.00390665,0.0134874,0.989049,97.1037895746,100,-396.154782045,1,0.0354318,1575.27346105,-393.162,500.0,1.02983,1.33397,0.01,1575.27346105
-397.59682656,0.2,0.439271,95.8429885017,-499.117,-397.59682656,4.38112e-06,100,38.25,0.00445439,0.015129,0.986153,97.3845302628,100,-397.59682656,1,0.0426064,1648.1119589,-394.448,500.0,1.02686,1.49195,0.01,1648.1119589
-398.335569583,0.2,0.509276,98.460686085,-507.248,-398.335569583,1.57918e-06,100,40.6139,0.00509069,0.0122518,1.00041,98.8294600247,100,-398.335569583,1,0.0158047,1722.96159582,-396.893,500.0,1.01184,1.22568,0.01,1722.96159582
-398.969396576,0.2,0.385675,95.6132475968,-501.636,-398.969396576,4.63435e-06,100,38.5668,0.00386128,0.014079,0.998827,96.6911389248,100,-398.969396576,1,0.0462349,1683.39663635,-395.076,500.0,1.03422,1.40625,0.01,1683.39663635
-391.720416027,0.2,0.632965,97.7548877932,-489.473,-391.720416027,2.31992e-06,100,39.1802,0.0062395,0.0142032,1.01445,97.963870208,100,-391.720416027,1,0.0238744,1534.56985123,-389.73,500.0,1.02078,1.44084,0.01,1534.56985123
-385.28648409,0.2,0.655122,97.9374493947,-479.03,-385.28648409,2.12727e-06,100,36.3474,0.00644273,0.0137756,1.01684,98.3100176483,100,-385.28648409,1,0.0219952,1315.12917752,-383.689,500.0,1.01719,1.40076,0.01,1315.12917752
-389.909469203,0.2,0.590606,97.2359483757,-489.675,-389.909469203,2.87135e-06,100,39.1238,0.00603304,0.0143188,0.978953,97.3576757853,100,-389.909469203,1,0.0275175,1562.53536206,-387.199,500.0,1.02714,1.40174,0.01,1562.53536206
-389.968187126,0.2,0.547008,97.4187945189,-493.187,-389.968187126,2.67638e-06,100,40.1095,0.00551158,0.0142736,0.992471,97.4971841418,100,-389.968187126,1,0.0263623,1602.47795847,-387.365,500.0,1.02567,1.41662,0.01,1602.47795847
-397.371767055,0.2,0.450905,96.2186881045,-506.389,-397.371767055,3.9696e-06,100,40.7197,0.00463487,0.0170558,0.972853,97.3297858726,100,-397.371767055,1,0.03757,1485.968654,-394.576,500.0,1.02743,1.65928,0.01,1485.968654
-387.525573269,0.2,0.790536,99.0343913421,-489.317,-387.525573269,9.84867e-07,100,36.4922,0.00771911,0.0132208,1.02413,98.9469542164,100,-387.525573269,1,0.0103297,1355.13605248,-386.43,500.0,1.01064,1.35398,0.01,1355.13605248
-384.041958893,0.2,0.781854,98.3407953344,-481.93,-384.041958893,1.70424e-06,100,35.728,0.00769795,0.014909,1.01567,98.1402552842,100,-384.041958893,1,0.0175806,1331.00187128,-382.054,500.0,1.01895,1.51426,0.01,1331.00187128
-385.551455293,0.2,0.457252,97.0449238612,-484.548,-385.551455293,3.07581e-06,100,39.1829,0.00458057,0.0131083,0.998241,97.5131757628,100,-385.551455293,1,0.0306501,1488.99443622,-383.067,500.0,1.0255,1.30852,0.01,1488.99443622
-384.35067313,0.2,0.644555,92.3532071405,-475.182,-384.35067313,8.36361e-06,100,39.3762,0.00603088,0.0253714,1.06876,95.3619569747,100,-384.35067313,1,0.0955327,1218.68697343,-380.068,500.0,1.04864,2.71159,0.01,1218.68697343
-383.993007117,0.2,0.510637,97.6378126316,-481.51,-383.993007117,2.44379e-06,100,32.339,0.00515515,0.012581,0.990538,98.0493016188,100,-383.993007117,1,0.0239776,1177.40121783,-381.942,500.0,1.0199,1.24619,0.01,1177.40121783
-380.578262064,0.2,0.466741,97.1380253974,-473.187,-380.578262064,2.97609e-06,100,35.9404,0.00474069,0.0129065,0.984543,97.5653010918,100,-380.578262064,1,0.028848,1345.18587473,-378.299,500.0,1.02495,1.2707,0.01,1345.18587473
-379.892753329,0.2,0.775621,99.3748724847,-476.445,-379.892753329,6.354e-07,100,36.3597,0.0077578,0.0117357,0.999795,99.2695671602,100,-379.892753329,1,0.00635139,1324.29141937,-379.178,500.0,1.00736,1.17333,0.01,1324.29141937
-385.442062292,0.2,0.418849,96.9744740572,-485.193,-385.442062292,3.15141e-06,100,42.8949,0.00407811,0.0131969,1.02707,96.9246673309,100,-385.442062292,1,0.0332432,1858.14806411,-382.382,500.0,1.03173,1.35541,0.01,1858.14806411
-386.055676279,0.2,0.515351,95.6920084937,-483.494,-386.055676279,4.54742e-06,100,38.231,0.00510542,0.0137703,1.00942,96.4957266235,100,-386.055676279,1,0.0463349,1522.15431696,-382.385,500.0,1.03632,1.39,0.01,1522.15431696
-383.740270738,0.2,0.693937,99.0335284334,-483.121,-383.740270738,9.85764e-07,100,37.9476,0.00695868,0.0118602,0.997225,98.977308607,100,-383.740270738,1,0.00980301,1498.90393951,-382.693,500.0,1.01033,1.18273,0.01,1498.90393951
-382.071057972,0.2,0.476653,97.1605260268,-485.749,-382.071057972,2.95198e-06,100,43.3545,0.0047322,0.0145629,1.00726,97.5081317724,100,-382.071057972,1,0.0299498,2041.20785573,-379.151,500.0,1.02556,1.46686,0.01,2041.20785573
-384.904715546,0.2,0.587136,96.3255818894,-483.391,-384.904715546,3.85311e-06,100,35.5763,0.00574497,0.0166259,1.022,96.5790157806,100,-384.904715546,1,0.0402452,1406.20780936,-381.195,500.0,1.03542,1.69917,0.01,1406.20780936
-382.613161238,0.2,0.711743,98.112648724,-481.707,-382.613161238,1.94309e-06,100,35.7653,0.00728587,0.0152225,0.97688,98.1611218858,100,-382.613161238,1,0.0185428,1361.23697579,-380.718,500.0,1.01873,1.48705,0.01,1361.23697579
-386.681886023,0.2,0.611349,97.4872652699,-488.005,-386.681886023,2.60354e-06,100,39.4044,0.00605249,0.0136013,1.01008,97.7553329197,100,-386.681886023,1,0.0265628,1615.85694614,-384.34,500.0,1.02296,1.37383,0.01,1615.85694614
-381.528163236,0.2,0.607114,98.4604667172,-476.439,-381.528163236,1.57942e-06,100,37.0625,0.00619242,0.0144475,0.980414,98.6750761036,100,-381.528163236,1,0.0151815,1418.58760349,-380.202,500.0,1.01343,1.41645,0.01,1418.58760349
-391.307754154,0.2,0.631297,98.4492316152,-492.14,-391.307754154,1.59109e-06,100,41.9507,0.00630646,0.0128641,1.00103,98.4917807357,100,-391.307754154,1,0.0159438,1746.59832047,-389.76,500.0,1.01531,1.28774,0.01,1746.59832047
-386.96280588,0.2,0.444097,97.0495435395,-488.672,-386.96280588,3.07081e-06,100,43.6424,0.00448394,0.0133674,0.990416,97.3511452437,100,-386.96280588,1,0.0301223,1894.83284837,-384.21,500.0,1.02721,1.32393,0.01,1894.83284837
-373.933349921,0.2,0.582524,97.7754072896,-468.293,-373.933349921,2.29823e-06,100,35.7052,0.00583714,0.0160787,0.997961,98.2899859981,100,-373.933349921,1,0.0228887,1363.32291019,-372.232,500.0,1.0174,1.60459,0.01,1363.32291019
-374.258169715,0.2,0.465751,96.525107838,-469.287,-374.258169715,3.63634e-06,100,38.389,0.00470112,0.0136232,0.990724,96.6425039516,100,-374.258169715,1,0.0356919,1500.75507631,-370.946,500.0,1.03474,1.34968,0.01,1500.75507631
-377.845131936,0.2,0.593627,98.8242150094,-470.651,-377.845131936,1.20176e-06,100,38.9269,0.00590673,0.0131557,1.005,98.7331691745,100,-377.845131936,1,0.0121381,1571.27527125,-376.557,500.0,1.01283,1.32215,0.01,1571.27527125
-377.956791625,0.2,0.487205,96.886328618,-476.975,-377.956791625,3.24624e-06,100,39.7585,0.00484871,0.0173727,1.00481,97.6476286605,100,-377.956791625,1,0.0327758,1585.60211232,-375.703,500.0,1.02409,1.74564,0.01,1585.60211232
-381.920353721,0.2,0.430111,96.8262775757,-479.089,-381.920353721,3.31086e-06,100,38.3276,0.00445068,0.0152195,0.966395,97.4230520518,100,-381.920353721,1,0.0309207,1441.54577709,-379.37,500.0,1.02645,1.4708,0.01,1441.54577709
-377.815739571,0.2,0.579455,97.4089868884,-481.674,-377.815739571,2.6868e-06,100,42.4741,0.00587656,0.0151171,0.986044,97.596584879,100,-377.815739571,1,0.0261233,1999.09140371,-375.324,500.0,1.02463,1.49061,0.01,1999.09140371
-370.332802541,0.2,0.486589,96.0874602509,-463.096,-370.332802541,4.11299e-06,100,33.9946,0.00478904,0.019054,1.01605,96.9745396702,100,-370.332802541,1,0.0424604,1160.1706949,-367.435,500.0,1.0312,1.93598,0.01,1160.1706949
-377.081001932,0.2,0.717852,98.2409987496,-475.932,-377.081001932,1.80859e-06,100,40.5292,0.00718242,0.0134193,0.999458,97.8871194065,100,-377.081001932,1,0.0180663,1678.91772532,-375.02,500.0,1.02158,1.3412,0.01,1678.91772532
-381.344292777,0.2,0.619441,98.4225316362,-481.217,-381.344292777,1.61893e-06,100,35.3611,0.00612819,0.0151363,1.01081,98.5621404059,100,-381.344292777,1,0.0165412,1342.62679871,-379.9,500.0,1.01459,1.52999,0.01,1342.62679871
-379.443168009,0.2,0.593984,97.1843046089,-474.801,-379.443168009,2.92656e-06,100,36.712,0.00584625,0.0147575,1.01601,97.0166870948,100,-379.443168009,1,0.0302101,1424.09401772,-376.485,500.0,1.03075,1.49937,0.01,1424.09401772
-379.104188745,0.2,0.740115,97.6747992824,-478.518,-379.104188745,2.4046e-06,100,40.3908,0.00722434,0.0155399,1.02447,98.2647363286,100,-379.104188745,1,0.0252374,1605.59669945,-377.356,500.0,1.01766,1.59202,0.01,1605.59669945
-371.93215076,0.2,0.298146,95.1620788773,-464.834,-371.93215076,5.13524e-06,100,36.3435,0.00300997,0.0141038,0.990528,96.3046183144,100,-371.93215076,1,0.0503842,1381.4291966,-368.137,500.0,1.03837,1.39702,0.01,1381.4291966
-374.633326167,0.2,0.465659,92.9912644346,-473.781,-374.633326167,7.6131e-06,100,43.6415,0.00457439,0.0225044,1.01797,95.4308022114,100,-374.633326167,1,0.0788919,1851.42287454,-370.128,500.0,1.04788,2.29088,0.01,1851.42287454
-378.351095337,0.2,0.452471,95.3152810022,-477.509,-378.351095337,4.96462e-06,100,35.5299,0.00452423,0.0168306,1.00011,96.3318241523,100,-378.351095337,1,0.0496568,1363.91464819,-374.439,500.0,1.03808,1.68324,0.01,1363.91464819
-370.881335498,0.2,0.609354,98.9346287127,-462.52,-370.881335498,1.08771e-06,100,34.4968,0.00599571,0.0122123,1.01632,98.9966049977,100,-370.881335498,1,0.0112349,1166.5019075,-369.973,500.0,1.01014,1.24116,0.01,1166.5019075
-371.371105903,0.2,0.444108,96.9958170752,-462.26,-371.371105903,3.12853e-06,100,39.7064,0.00437508,0.0145904,1.01509,97.8420897873,100,-371.371105903,1,0.0322364,1552.1498093,-369.36,500.0,1.02206,1.48105,0.01,1552.1498093
-379.978506437,0.2,0.737808,98.8370897989,-485.163,-379.978506437,1.18847e-06,100,41.6806,0.00736792,0.0123911,1.00138,99.0382837631,100,-379.978506437,1,0.0119175,1669.23198585,-378.965,500.0,1.00971,1.24082,0.01,1669.23198585
-370.371124748,0.2,0.334434,95.1163771586,-465.165,-370.371124748,5.18625e-06,100,32.5175,0.00338721,0.0204352,0.987344,96.4591989798,100,-370.371124748,1,0.050558,1184.5558773,-366.813,500.0,1.03671,2.01765,0.01,1184.5558773
-373.451719102,0.2,0.77936,97.1015846928,-470.934,-373.451719102,3.01507e-06,100,40.5456,0.00770919,0.0229963,1.01095,98.1022771925,100,-373.451719102,1,0.0308146,1453.44047431,-371.811,500.0,1.01934,2.32481,0.01,1453.44047431
-371.459639316,0.2,0.784429,98.7531313498,-470.363,-371.459639316,1.27538e-06,100,41.7649,0.00776104,0.0142202,1.01073,98.7427572705,100,-371.459639316,1,0.0130288,1839.79723468,-370.15,500.0,1.01273,1.43728,0.01,1839.79723468
-374.638996733,0.2,0.684636,98.8417590397,-467.547,-374.638996733,1.18363e-06,100,37.2691,0.00678441,0.012038,1.00913,98.917621555,100,-374.638996733,1,0.0120534,1362.54084088,-373.686,500.0,1.01094,1.21479,0.01,1362.54084088
-372.506777536,0.2,0.526986,98.2868514207,-463.915,-372.506777536,1.76062e-06,100,34.5514,0.00520444,0.0130606,1.01257,98.2301125372,100,-372.506777536,1,0.0180516,1253.39730153,-370.861,500.0,1.01802,1.32248,0.01,1253.39730153
-369.42858794,0.2,0.438346,96.5621181247,-459.693,-369.42858794,3.59626e-06,100,37.6987,0.00443174,0.0149995,0.989105,96.7593950046,100,-369.42858794,1,0.0351832,1393.26567308,-366.66,500.0,1.03349,1.4836,0.01,1393.26567308
-369.703107283,0.2,0.553998,97.3351072211,-459.905,-369.703107283,2.76552e-06,100,32.3928,0.00563251,0.0138295,0.983571,97.7990512734,100,-369.703107283,1,0.026754,1075.17656295,-367.736,500.0,1.0225,1.36023,0.01,1075.17656295
-370.737978923,0.2,0.749852,99.4646988136,-462.38,-370.737978923,5.43622e-07,100,29.8992,0.00745791,0.0120341,1.00544,99.48702902,100,-370.737978923,1,0.00549558,877.943460156,-370.291,500.0,1.00516,1.20996,0.01,877.943460156
-366.232194866,0.2,0.785483,97.7491809668,-466.444,-366.232194866,2.32593e-06,100,40.6301,0.00771559,0.0166943,1.01805,98.2140919045,100,-366.232194866,1,0.0241063,1681.01652682,-364.405,500.0,1.01818,1.69956,0.01,1681.01652682
-372.578922638,0.2,0.599845,97.2467058408,-477.591,-372.578922638,2.85984e-06,100,40.7066,0.00592861,0.0144125,1.01178,97.7016161061,100,-372.578922638,1,0.0292761,1537.2025134,-370.184,500.0,1.02352,1.45823,0.01,1537.2025134
-370.922845335,0.2,0.534078,97.1924357846,-465.122,-370.922845335,2.91787e-06,100,38.1015,0.00551707,0.0148282,0.968047,97.9373013201,100,-370.922845335,1,0.0273438,1591.97896145,-368.832,500.0,1.02106,1.43544,0.01,1591.97896145
-369.10063503,0.2,0.480832,96.8817550394,-460.147,-369.10063503,3.25114e-06,100,36.9253,0.00483603,0.0137311,0.99427,97.3429663548,100,-369.10063503,1,0.0321399,1392.63219618,-366.73,500.0,1.0273,1.36524,0.01,1392.63219618
-374.579249359,0.2,0.636559,96.5637923864,-469.468,-374.579249359,3.59443e-06,100,36.6868,0.00637361,0.0235416,0.998742,97.9204501866,100,-374.579249359,1,0.035854,1288.72309048,-372.716,500.0,1.02124,2.3512,0.01,1288.72309048
-368.243143243,0.2,0.499313,87.5817094253,-458.155,-368.243143243,1.43223e-05,100,41.9488,0.00487685,0.0382227,1.02384,93.6624755337,100,-368.243143243,1,0.150135,1402.55812481,-362.533,500.0,1.06766,3.91341,0.01,1402.55812481
-368.225265008,0.2,0.521728,97.0254473329,-463.628,-368.225265008,3.09671e-06,100,38.8521,0.00528023,0.0135228,0.988078,97.6800344394,100,-368.225265008,1,0.0302332,1566.12573741,-365.895,500.0,1.02375,1.33616,0.01,1566.12573741
-372.73946285,0.2,0.754519,97.3660988372,-476.895,-372.73946285,2.73245e-06,100,38.5728,0.0073505,0.0186847,1.02649,98.4130924507,100,-372.73946285,1,0.0287912,1516.97912731,-371.042,500.0,1.01612,1.91796,0.01,1516.97912731
-368.029658354,0.2,0.676592,96.0936281884,-465.78,-368.029658354,4.10622e-06,100,40.8089,0.00658721,0.0264847,1.02713,97.9353689758,100,-368.029658354,1,0.0433204,1547.3584629,-366.355,500.0,1.02108,2.72033,0.01,1547.3584629
-369.625791653,0.2,0.644322,97.2861140705,-470.103,-369.625791653,2.81777e-06,100,41.3501,0.00625252,0.0179867,1.0305,97.8897009598,100,-369.625791653,1,0.0299229,1779.28540981,-367.423,500.0,1.02156,1.85354,0.01,1779.28540981
-366.300828822,0.2,0.604766,97.097671915,-462.409,-366.300828822,3.01927e-06,100,36.5717,0.00609057,0.0151714,0.992954,97.5288211192,100,-366.300828822,1,0.0297688,1331.18267358,-363.94,500.0,1.02534,1.50645,0.01,1331.18267358
-371.933699762,0.2,0.662896,97.5878295726,-467.14,-371.933699762,2.49678e-06,100,35.7671,0.00649898,0.0177955,1.02,97.9450314597,100,-371.933699762,1,0.0259765,1301.26532189,-370.004,500.0,1.02098,1.81514,0.01,1301.26532189
-367.675926145,0.2,0.538136,98.6350779324,-462.311,-367.675926145,1.39778e-06,100,36.2802,0.00520276,0.0128216,1.03433,98.0834539898,100,-367.675926145,1,0.0149539,1429.65881675,-365.799,500.0,1.01954,1.32617,0.01,1429.65881675
-369.170883277,0.2,0.60156,98.4436046083,-461.62,-369.170883277,1.597e-06,100,37.124,0.00589579,0.0138549,1.02032,98.3801177732,100,-369.170883277,1,0.0166256,1429.28651094,-367.594,500.0,1.01647,1.41364,0.01,1429.28651094
-366.678773971,0.2,0.642152,97.9884941716,-459.21,-366.678773971,2.07352e-06,100,33.1084,0.0063893,0.0136684,1.00504,98.127248294,100,-366.678773971,1,0.0209449,1201.69045803,-364.816,500.0,1.01908,1.37373,0.01,1201.69045803
-367.696655672,0.2,0.283767,95.3742033059,-458.765,-367.696655672,4.89914e-06,100,32.7419,0.00290731,0.0136958,0.976049,96.4629148364,100,-367.696655672,1,0.0466727,1184.42387537,-364.123,500.0,1.03667,1.33678,0.01,1184.42387537
-365.04581592,0.2,0.26717,93.937963312,-456.215,-365.04581592,6.51843e-06,100,37.6173,0.00269187,0.0145004,0.992508,95.5201038848,100,-365.04581592,1,0.0642113,1506.5920855,-360.665,500.0,1.0469,1.43918,0.01,1506.5920855
-369.354688697,0.2,0.453581,95.2640562152,-464.736,-369.354688697,5.02161e-06,100,41.3098,0.00457825,0.0145832,0.990731,95.6717160594,100,-369.354688697,1,0.0492895,1787.02898867,-365.414,500.0,1.04524,1.4448,0.01,1787.02898867
-371.15543587,0.2,0.586506,98.2185242313,-473.518,-371.15543587,1.83211e-06,100,36.6681,0.00586736,0.0131747,0.999607,98.606606728,100,-371.15543587,1,0.0183067,1395.93425289,-369.641,500.0,1.01413,1.31695,0.01,1395.93425289
-365.39088855,0.2,0.732013,98.5672018471,-459.321,-365.39088855,1.46832e-06,100,34.1144,0.00733345,0.0134218,0.998184,98.7361209475,100,-365.39088855,1,0.01463,1133.781459,-364.183,500.0,1.0128,1.33974,0.01,1133.781459
-359.409338416,0.2,0.595708,97.6998366985,-458.129,-359.409338416,2.3781e-06,100,36.1236,0.00592559,0.0134471,1.00532,97.9665587805,100,-359.409338416,1,0.0240345,1533.80738671,-357.246,500.0,1.02076,1.35185,0.01,1533.80738671
