MaxNormIw,VarNormIw,VarVanillaIw,MinNormIw,ESSClassic,AvgNormIw,AvgDiscRet,AvgRet,VarRet,Delta,AvgVanillaIw,Bound,eRenyi2,MaxVanillaIw,BatchSize,AvgEpLen,VarDiscRet,IterType,J,ESSRenyi,MinVanillaIw,EpsThisIter,VarJ,VanillaAvgRet
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-107.196355194,-107.196355194,3.42359564441,1.0,1.0,-106.782,1.0,1.0,500,15.53,3.42359564441,2,-106.782,500.0,1.0,100,1.87898,-107.196355194
0.002,5.43187e-20,,0.002,500.000006643,0.002,-106.602291227,-106.602291227,3.99697109831,1.0,1.0,-106.746,1.0,1.0,500,14.92,3.99697109831,1,-106.746,500.0,1.0,100,1.90289,-106.602291227
0.01,3.50449e-18,,0.01,100.0,0.01,-106.700109779,-106.700109779,3.83136736197,1.0,1.0,-106.7,1.0,1.0,500,15.32,3.83136736197,2,-106.7,500.0,1.0,100,1.94758,-106.700109779
0.005,2.1793e-19,,0.005,200.000000102,0.005,-106.773716885,-106.773716885,4.39463178923,1.0,1.0,-106.737,1.0,1.0,500,15.72,4.39463178923,2,-106.737,500.0,1.0,100,2.01822,-106.773716885
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-106.744218816,-106.744218816,3.59304248371,1.0,1.0,-106.739,1.0,1.0,500,15.17,3.59304248371,2,-106.739,500.0,1.0,100,1.97515,-106.744218816
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-106.497882481,-106.497882481,3.32617625089,1.0,1.0,-106.679,1.0,1.0,500,14.57,3.32617625089,2,-106.679,500.0,1.0,100,1.93909,-106.497882481
0.002,5.43187e-20,,0.002,500.000006643,0.002,-106.593646644,-106.593646644,2.9879156634,1.0,1.0,-106.662,1.0,1.0,500,15.28,2.9879156634,1,-106.662,500.0,1.0,100,1.89758,-106.593646644
0.01,3.50449e-18,,0.01,100.0,0.01,-106.585734886,-106.585734886,3.76713198423,1.0,1.0,-106.586,1.0,1.0,500,15.24,3.76713198423,2,-106.586,500.0,1.0,100,1.93118,-106.585734886
0.005,2.1793e-19,,0.005,200.000000102,0.005,-106.495665373,-106.495665373,4.18449413112,1.0,1.0,-106.541,1.0,1.0,500,15.25,4.18449413112,2,-106.541,500.0,1.0,100,1.98446,-106.495665373
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-106.819816531,-106.819816531,4.47152117218,1.0,1.0,-106.634,1.0,1.0,500,15.37,4.47152117218,2,-106.634,500.0,1.0,100,2.02936,-106.819816531
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-106.559598096,-106.559598096,4.07382760064,1.0,1.0,-106.615,1.0,1.0,500,15.42,4.07382760064,2,-106.615,500.0,1.0,100,2.02436,-106.559598096
0.002,5.43187e-20,,0.002,500.000006643,0.002,-106.353821657,-106.353821657,3.32489581342,1.0,1.0,-106.563,1.0,1.0,500,14.68,3.32489581342,1,-106.563,500.0,1.0,100,1.98688,-106.353821657
0.01,3.50449e-18,,0.01,100.0,0.01,-106.506419927,-106.506419927,3.53466506154,1.0,1.0,-106.506,1.0,1.0,500,15.94,3.53466506154,2,-106.506,500.0,1.0,100,1.87065,-106.506419927
0.005,2.1793e-19,,0.005,200.000000102,0.005,-106.782448393,-106.782448393,3.21215703753,1.0,1.0,-106.644,1.0,1.0,500,15.11,3.21215703753,2,-106.644,500.0,1.0,100,1.83268,-106.782448393
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-106.731224071,-106.731224071,3.5283971154,1.0,1.0,-106.673,1.0,1.0,500,15.06,3.5283971154,2,-106.673,500.0,1.0,100,1.84532,-106.731224071
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-106.459674225,-106.459674225,2.97808580424,1.0,1.0,-106.62,1.0,1.0,500,14.91,2.97808580424,2,-106.62,500.0,1.0,100,1.81646,-106.459674225
0.002,5.43187e-20,,0.002,500.000006643,0.002,-106.814237975,-106.814237975,3.70571039486,1.0,1.0,-106.659,1.0,1.0,500,15.02,3.70571039486,1,-106.659,500.0,1.0,100,1.83831,-106.814237975
0.01,3.50449e-18,,0.01,100.0,0.01,-106.722288783,-106.722288783,3.86843966797,1.0,1.0,-106.722,1.0,1.0,500,15.33,3.86843966797,2,-106.722,500.0,1.0,100,1.95698,-106.722288783
0.005,2.1793e-19,,0.005,200.000000102,0.005,-106.671339464,-106.671339464,3.84136985307,1.0,1.0,-106.697,1.0,1.0,500,14.66,3.84136985307,2,-106.697,500.0,1.0,100,1.95372,-106.671339464
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-106.63551094,-106.63551094,4.28247359703,1.0,1.0,-106.676,1.0,1.0,500,15.35,4.28247359703,2,-106.676,500.0,1.0,100,1.98965,-106.63551094
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-106.838802522,-106.838802522,3.92546990485,1.0,1.0,-106.717,1.0,1.0,500,15.32,3.92546990485,2,-106.717,500.0,1.0,100,1.98634,-106.838802522
0.002,5.43187e-20,,0.002,500.000006643,0.002,-106.681056925,-106.681056925,3.48942553796,1.0,1.0,-106.71,1.0,1.0,500,15.28,3.48942553796,1,-106.71,500.0,1.0,100,1.96152,-106.681056925
0.01,3.50449e-18,,0.01,100.0,0.01,-106.679473968,-106.679473968,3.78446456594,1.0,1.0,-106.679,1.0,1.0,500,14.85,3.78446456594,2,-106.679,500.0,1.0,100,1.93562,-106.679473968
0.005,2.1793e-19,,0.005,200.000000102,0.005,-106.525484726,-106.525484726,3.75735778476,1.0,1.0,-106.602,1.0,1.0,500,15.52,3.75735778476,2,-106.602,500.0,1.0,100,1.93368,-106.525484726
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-106.617640041,-106.617640041,3.46474068562,1.0,1.0,-106.608,1.0,1.0,500,15.35,3.46474068562,2,-106.608,500.0,1.0,100,1.90687,-106.617640041
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-106.718658964,-106.718658964,3.35930999227,1.0,1.0,-106.635,1.0,1.0,500,15.09,3.35930999227,2,-106.635,500.0,1.0,100,1.88703,-106.718658964
0.002,5.43187e-20,,0.002,500.000006643,0.002,-106.779612663,-106.779612663,4.064790679,1.0,1.0,-106.664,1.0,1.0,500,15.68,4.064790679,1,-106.664,500.0,1.0,100,1.91229,-106.779612663
0.01,3.50449e-18,,0.01,100.0,0.01,-106.817559384,-106.817559384,3.85460696378,1.0,1.0,-106.818,1.0,1.0,500,14.48,3.85460696378,2,-106.818,500.0,1.0,100,1.95347,-106.817559384
0.005,2.1793e-19,,0.005,200.000000102,0.005,-106.491830553,-106.491830553,3.05889370233,1.0,1.0,-106.655,1.0,1.0,500,15.02,3.05889370233,2,-106.655,500.0,1.0,100,1.85707,-106.491830553
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-106.868836129,-106.868836129,3.44048448252,1.0,1.0,-106.726,1.0,1.0,500,14.8,3.44048448252,2,-106.726,500.0,1.0,100,1.85599,-106.868836129
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-106.675370479,-106.675370479,4.30252401566,1.0,1.0,-106.713,1.0,1.0,500,14.93,4.30252401566,2,-106.713,500.0,1.0,100,1.9102,-106.675370479
0.002,5.43187e-20,,0.002,500.000006643,0.002,-106.853177335,-106.853177335,3.10641625976,1.0,1.0,-106.741,1.0,1.0,500,15.4,3.10641625976,1,-106.741,500.0,1.0,100,1.88077,-106.853177335
0.01,3.50449e-18,,0.01,100.0,0.01,-106.447602779,-106.447602779,2.94958733801,1.0,1.0,-106.448,1.0,1.0,500,15.47,2.94958733801,2,-106.448,500.0,1.0,100,1.70883,-106.447602779
0.005,2.1793e-19,,0.005,200.000000102,0.005,-106.299488246,-106.299488246,2.80852624628,1.0,1.0,-106.374,1.0,1.0,500,15.66,2.80852624628,2,-106.374,500.0,1.0,100,1.6899,-106.299488246
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-107.039024332,-107.039024332,3.54613284646,1.0,1.0,-106.595,1.0,1.0,500,15.26,3.54613284646,2,-106.595,500.0,1.0,100,1.78114,-107.039024332
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-106.837253516,-106.837253516,3.90262877973,1.0,1.0,-106.656,1.0,1.0,500,15.36,3.90262877973,2,-106.656,500.0,1.0,100,1.832,-106.837253516
0.002,5.43187e-20,,0.002,500.000006643,0.002,-106.683582302,-106.683582302,4.37010668524,1.0,1.0,-106.661,1.0,1.0,500,14.86,4.37010668524,1,-106.661,500.0,1.0,100,1.88425,-106.683582302
0.01,3.50449e-18,,0.01,100.0,0.01,-106.601541351,-106.601541351,4.32626242838,1.0,1.0,-106.602,1.0,1.0,500,15.1,4.32626242838,2,-106.602,500.0,1.0,100,2.06954,-106.601541351
0.005,2.1793e-19,,0.005,200.000000102,0.005,-106.645777954,-106.645777954,4.18246944906,1.0,1.0,-106.624,1.0,1.0,500,15.26,4.18246944906,2,-106.624,500.0,1.0,100,2.05239,-106.645777954
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-106.925034299,-106.925034299,3.80800321323,1.0,1.0,-106.724,1.0,1.0,500,15.05,3.80800321323,2,-106.724,500.0,1.0,100,2.02115,-106.925034299
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-106.558055779,-106.558055779,2.8191306841,1.0,1.0,-106.683,1.0,1.0,500,14.76,2.8191306841,2,-106.683,500.0,1.0,100,1.94079,-106.558055779
0.002,5.43187e-20,,0.002,500.000006643,0.002,-106.181460759,-106.181460759,3.76832491864,1.0,1.0,-106.582,1.0,1.0,500,15.15,3.76832491864,1,-106.582,500.0,1.0,100,1.94927,-106.181460759
0.01,3.50449e-18,,0.01,100.0,0.01,-106.604754222,-106.604754222,3.17657203605,1.0,1.0,-106.605,1.0,1.0,500,14.84,3.17657203605,2,-106.605,500.0,1.0,100,1.77336,-106.604754222
0.005,2.1793e-19,,0.005,200.000000102,0.005,-106.522481472,-106.522481472,3.11879153994,1.0,1.0,-106.564,1.0,1.0,500,15.26,3.11879153994,2,-106.564,500.0,1.0,100,1.76576,-106.522481472
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-106.787643453,-106.787643453,3.15452192877,1.0,1.0,-106.638,1.0,1.0,500,15.17,3.15452192877,2,-106.638,500.0,1.0,100,1.76939,-106.787643453
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-106.587709093,-106.587709093,3.26617321032,1.0,1.0,-106.626,1.0,1.0,500,15.3,3.26617321032,2,-106.626,500.0,1.0,100,1.77677,-106.587709093
0.00200065,7.33434e-15,1.83352e-09,0.00199957,500.000309059,0.002,-106.714325261,-106.714325261,3.14533208746,1.0,1.00001,-106.643,1.0,1.00033,500,15.44,3.14533208746,1,-106.643,500.0,0.999792,100,1.7747,-106.714325261
0.01,3.50449e-18,,0.01,100.0,0.01,-106.575073461,-106.575073461,3.68349572183,1.0,1.0,-106.575,1.0,1.0,500,16.54,3.68349572183,2,-106.575,500.0,1.0,100,1.90962,-106.575073461
0.005,2.1793e-19,,0.005,200.000000102,0.005,-106.743069347,-106.743069347,3.55685192247,1.0,1.0,-106.659,1.0,1.0,500,14.89,3.55685192247,2,-106.659,500.0,1.0,100,1.895,-106.743069347
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-106.853111,-106.853111,3.96407494545,1.0,1.0,-106.724,1.0,1.0,500,14.81,3.96407494545,2,-106.724,500.0,1.0,100,1.92627,-106.853111
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-106.739960005,-106.739960005,3.68397152077,1.0,1.0,-106.728,1.0,1.0,500,15.26,3.68397152077,2,-106.728,500.0,1.0,100,1.92217,-106.739960005
0.002,5.43187e-20,,0.002,500.000006643,0.002,-106.698047347,-106.698047347,4.02213864149,1.0,1.0,-106.722,1.0,1.0,500,14.83,4.02213864149,1,-106.722,500.0,1.0,100,1.93709,-106.698047347
0.01,3.50449e-18,,0.01,100.0,0.01,-106.9201477,-106.9201477,3.90456287387,1.0,1.0,-106.92,1.0,1.0,500,15.88,3.90456287387,2,-106.92,500.0,1.0,100,1.96609,-106.9201477
0.005,2.1793e-19,,0.005,200.000000102,0.005,-106.430403498,-106.430403498,2.71866509186,1.0,1.0,-106.675,1.0,1.0,500,14.99,2.71866509186,2,-106.675,500.0,1.0,100,1.82715,-106.430403498
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-106.408965953,-106.408965953,3.32418319027,1.0,1.0,-106.587,1.0,1.0,500,15.25,3.32418319027,2,-106.587,500.0,1.0,100,1.82712,-106.408965953
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-106.633569542,-106.633569542,3.79883967082,1.0,1.0,-106.598,1.0,1.0,500,15.72,3.79883967082,2,-106.598,500.0,1.0,100,1.85591,-106.633569542
0.002,5.43187e-20,,0.002,500.000006643,0.002,-106.803369605,-106.803369605,4.05784546455,1.0,1.0,-106.639,1.0,1.0,500,14.81,4.05784546455,1,-106.639,500.0,1.0,100,1.88831,-106.803369605
0.01,3.50449e-18,,0.01,100.0,0.01,-106.260229387,-106.260229387,2.97004197552,1.0,1.0,-106.26,1.0,1.0,500,14.61,2.97004197552,2,-106.26,500.0,1.0,100,1.71474,-106.260229387
0.005,2.1793e-19,,0.005,200.000000102,0.005,-106.909899144,-106.909899144,4.06990705894,1.0,1.0,-106.585,1.0,1.0,500,15.29,4.06990705894,2,-106.585,500.0,1.0,100,1.89481,-106.909899144
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-106.555057369,-106.555057369,3.36045806892,1.0,1.0,-106.575,1.0,1.0,500,15.71,3.36045806892,2,-106.575,500.0,1.0,100,1.87154,-106.555057369
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-106.644422504,-106.644422504,3.04122547001,1.0,1.0,-106.592,1.0,1.0,500,15.04,3.04122547001,2,-106.592,500.0,1.0,100,1.83864,-106.644422504
0.002,5.43187e-20,,0.002,500.000006643,0.002,-107.03567114,-107.03567114,3.96610069699,1.0,1.0,-106.681,1.0,1.0,500,15.45,3.96610069699,1,-106.681,500.0,1.0,100,1.87649,-107.03567114
0.01,3.50449e-18,,0.01,100.0,0.01,-106.809593587,-106.809593587,3.47033754197,1.0,1.0,-106.81,1.0,1.0,500,14.91,3.47033754197,2,-106.81,500.0,1.0,100,1.85355,-106.809593587
0.005,2.1793e-19,,0.005,200.000000102,0.005,-106.756454914,-106.756454914,3.13560653525,1.0,1.0,-106.783,1.0,1.0,500,15.28,3.13560653525,2,-106.783,500.0,1.0,100,1.80849,-106.756454914
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-106.963520404,-106.963520404,5.52679004857,1.0,1.0,-106.843,1.0,1.0,500,16.0,5.52679004857,2,-106.843,500.0,1.0,100,2.00288,-106.963520404
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-106.912780373,-106.912780373,4.47834425496,1.0,1.0,-106.861,1.0,1.0,500,15.53,4.47834425496,2,-106.861,500.0,1.0,100,2.02927,-106.912780373
0.002,5.43187e-20,,0.002,500.000006643,0.002,-107.03233998,-107.03233998,4.4599180247,1.0,1.0,-106.895,1.0,1.0,500,14.96,4.4599180247,1,-106.895,500.0,1.0,100,2.04503,-107.03233998
0.01,3.50449e-18,,0.01,100.0,0.01,-106.989714972,-106.989714972,3.39874912271,1.0,1.0,-106.99,1.0,1.0,500,15.16,3.39874912271,2,-106.99,500.0,1.0,100,1.83433,-106.989714972
0.005,2.1793e-19,,0.005,200.000000102,0.005,-106.610991944,-106.610991944,3.9772259269,1.0,1.0,-106.8,1.0,1.0,500,15.3,3.9772259269,2,-106.8,500.0,1.0,100,1.92015,-106.610991944
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-106.956798863,-106.956798863,3.27991513275,1.0,1.0,-106.853,1.0,1.0,500,15.19,3.27991513275,2,-106.853,500.0,1.0,100,1.88303,-106.956798863
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-106.708027381,-106.708027381,3.44144194505,1.0,1.0,-106.816,1.0,1.0,500,15.43,3.44144194505,2,-106.816,500.0,1.0,100,1.87484,-106.708027381
0.002,5.43187e-20,,0.002,500.000006643,0.002,-106.724798244,-106.724798244,4.0033067684,1.0,1.0,-106.798,1.0,1.0,500,15.14,4.0033067684,1,-106.798,500.0,1.0,100,1.89895,-106.724798244
0.01,3.50449e-18,,0.01,100.0,0.01,-106.977811448,-106.977811448,4.55310536664,1.0,1.0,-106.978,1.0,1.0,500,15.49,4.55310536664,2,-106.978,500.0,1.0,100,2.12311,-106.977811448
0.005,2.1793e-19,,0.005,200.000000102,0.005,-106.970597857,-106.970597857,4.11413716372,1.0,1.0,-106.974,1.0,1.0,500,15.22,4.11413716372,2,-106.974,500.0,1.0,100,2.0713,-106.970597857
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-106.701159468,-106.701159468,3.95343323535,1.0,1.0,-106.883,1.0,1.0,500,16.58,3.95343323535,2,-106.883,500.0,1.0,100,2.04485,-106.701159468
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-106.432402358,-106.432402358,4.33433294222,1.0,1.0,-106.77,1.0,1.0,500,14.75,4.33433294222,2,-106.77,500.0,1.0,100,2.0608,-106.432402358
0.002,5.43187e-20,,0.002,500.000006643,0.002,-107.064849939,-107.064849939,3.19527278449,1.0,1.0,-106.829,1.0,1.0,500,15.49,3.19527278449,1,-106.829,500.0,1.0,100,2.01098,-107.064849939
0.01,3.50449e-18,,0.01,100.0,0.01,-106.706287472,-106.706287472,3.95687405245,1.0,1.0,-106.706,1.0,1.0,500,14.93,3.95687405245,2,-106.706,500.0,1.0,100,1.97922,-106.706287472
0.005,2.1793e-19,,0.005,200.000000102,0.005,-106.935786608,-106.935786608,3.67380227884,1.0,1.0,-106.821,1.0,1.0,500,15.4,3.67380227884,2,-106.821,500.0,1.0,100,1.94688,-106.935786608
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-107.023655198,-107.023655198,3.99921705829,1.0,1.0,-106.889,1.0,1.0,500,14.9,3.99921705829,2,-106.889,500.0,1.0,100,1.96361,-107.023655198
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-106.557350164,-106.557350164,3.64103718249,1.0,1.0,-106.806,1.0,1.0,500,14.96,3.64103718249,2,-106.806,500.0,1.0,100,1.95283,-106.557350164
0.245746,0.000217495,52.6237,7.57914e-08,9.04732111302,0.002,-107.120942779,-107.120942779,4.61775637535,1.0,0.983775,-106.355,4.14325e+11,120.879,500,15.05,4.61775637535,1,-106.355,1.20678264582e-09,3.72808e-05,100,6.59402,-107.120942779
0.01,3.50449e-18,,0.01,100.0,0.01,-106.850662637,-106.850662637,3.4616296845,1.0,1.0,-106.851,1.0,1.0,500,14.74,3.4616296845,2,-106.851,500.0,1.0,100,1.85122,-106.850662637
0.005,2.1793e-19,,0.005,200.000000102,0.005,-106.870888457,-106.870888457,2.96646914056,1.0,1.0,-106.861,1.0,1.0,500,14.98,2.96646914056,2,-106.861,500.0,1.0,100,1.78382,-106.870888457
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-106.776157471,-106.776157471,3.53884437173,1.0,1.0,-106.833,1.0,1.0,500,15.22,3.53884437173,2,-106.833,500.0,1.0,100,1.81404,-106.776157471
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-106.396204217,-106.396204217,3.09510201938,1.0,1.0,-106.723,1.0,1.0,500,15.11,3.09510201938,2,-106.723,500.0,1.0,100,1.80826,-106.396204217
0.0680563,1.47834e-05,7.06613,5.21121e-12,106.644757733,0.002,-106.895210515,-106.895210515,3.50372826311,1.0,1.38272,-106.426,10.4311,47.0513,500,15.13,3.50372826311,1,-106.426,47.9337677855,3.60281e-09,100,2.88315,-106.895210515
0.01,3.50449e-18,,0.01,100.0,0.01,-106.692788671,-106.692788671,4.88853182015,1.0,1.0,-106.693,1.0,1.0,500,15.24,4.88853182015,2,-106.693,500.0,1.0,100,2.19992,-106.692788671
0.005,2.1793e-19,,0.005,200.000000102,0.005,-106.507239749,-106.507239749,3.83983079629,1.0,1.0,-106.6,1.0,1.0,500,14.86,3.83983079629,2,-106.6,500.0,1.0,100,2.08066,-106.507239749
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-106.952506323,-106.952506323,3.77820892627,1.0,1.0,-106.718,1.0,1.0,500,15.16,3.77820892627,2,-106.718,500.0,1.0,100,2.03973,-106.952506323
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-106.99645118,-106.99645118,3.18571255282,1.0,1.0,-106.787,1.0,1.0,500,15.14,3.18571255282,2,-106.787,500.0,1.0,100,1.98077,-106.99645118
0.229437,0.000328116,0.0712026,,6.03391284169,0.002,-106.712941441,-106.712941441,3.85006101788,1.0,0.0294621,-105.31,7418.34,3.37985,500,15.16,3.85006101788,1,-105.31,0.0674005116778,,100,11.6428,-106.712941441
0.01,3.50449e-18,,0.01,100.0,0.01,-106.867644953,-106.867644953,4.05910165615,1.0,1.0,-106.868,1.0,1.0,500,15.56,4.05910165615,2,-106.868,500.0,1.0,100,2.00462,-106.867644953
0.005,2.1793e-19,,0.005,200.000000102,0.005,-106.298008014,-106.298008014,3.68764862564,1.0,1.0,-106.583,1.0,1.0,500,16.5,3.68764862564,2,-106.583,500.0,1.0,100,1.97883,-106.298008014
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-106.810604722,-106.810604722,2.84856734334,1.0,1.0,-106.659,1.0,1.0,500,15.06,2.84856734334,2,-106.659,500.0,1.0,100,1.88734,-106.810604722
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-106.818451215,-106.818451215,3.9963268157,1.0,1.0,-106.699,1.0,1.0,500,15.07,3.9963268157,2,-106.699,500.0,1.0,100,1.91453,-106.818451215
0.002,5.43187e-20,,0.002,500.000006643,0.002,-106.468054457,-106.468054457,3.70605044863,1.0,1.0,-106.653,1.0,1.0,500,15.24,3.70605044863,1,-106.653,500.0,1.0,100,1.91694,-106.468054457
0.01,3.50449e-18,,0.01,100.0,0.01,-106.543967649,-106.543967649,4.18997571485,1.0,1.0,-106.544,1.0,1.0,500,14.58,4.18997571485,2,-106.544,500.0,1.0,100,2.03668,-106.543967649
0.005,2.1793e-19,,0.005,200.000000102,0.005,-106.578416666,-106.578416666,3.83887528291,1.0,1.0,-106.561,1.0,1.0,500,15.38,3.83887528291,2,-106.561,500.0,1.0,100,1.99363,-106.578416666
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-106.620414405,-106.620414405,4.24324348637,1.0,1.0,-106.581,1.0,1.0,500,15.67,4.24324348637,2,-106.581,500.0,1.0,100,2.01265,-106.620414405
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-106.692917137,-106.692917137,3.93036523626,1.0,1.0,-106.609,1.0,1.0,500,15.08,3.93036523626,2,-106.609,500.0,1.0,100,2.0033,-106.692917137
0.002,5.43187e-20,,0.002,500.000006643,0.002,-106.664434474,-106.664434474,3.08744695275,1.0,1.0,-106.62,1.0,1.0,500,15.2,3.08744695275,1,-106.62,500.0,1.0,100,1.95509,-106.664434474
0.01,3.50449e-18,,0.01,100.0,0.01,-106.399637193,-106.399637193,3.09634337883,1.0,1.0,-106.4,1.0,1.0,500,15.57,3.09634337883,2,-106.4,500.0,1.0,100,1.75082,-106.399637193
0.005,2.1793e-19,,0.005,200.000000102,0.005,-106.387441502,-106.387441502,2.82928067969,1.0,1.0,-106.394,1.0,1.0,500,14.96,2.82928067969,2,-106.394,500.0,1.0,100,1.71266,-106.387441502
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-106.616540594,-106.616540594,3.22971552547,1.0,1.0,-106.468,1.0,1.0,500,15.0,3.22971552547,2,-106.468,500.0,1.0,100,1.74136,-106.616540594
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-106.943352312,-106.943352312,3.86015792774,1.0,1.0,-106.587,1.0,1.0,500,15.15,3.86015792774,2,-106.587,500.0,1.0,100,1.80888,-106.943352312
1.0,0.002,2.06666e+14,3.01797e-17,1.0,0.002,-106.812322766,-106.812322766,3.68917300147,1.0,642910.0,-105.886,924.78,3.21455e+08,500,15.06,3.68917300147,1,-105.886,0.540669329094,9.70141e-09,100,2.38192e-07,-106.812322766
0.01,3.50449e-18,,0.01,100.0,0.01,-106.754999794,-106.754999794,3.98220597533,1.0,1.0,-106.755,1.0,1.0,500,14.68,3.98220597533,2,-106.755,500.0,1.0,100,1.98554,-106.754999794
0.005,2.1793e-19,,0.005,200.000000102,0.005,-106.530684473,-106.530684473,3.48489225117,1.0,1.0,-106.643,1.0,1.0,500,15.28,3.48489225117,2,-106.643,500.0,1.0,100,1.92582,-106.530684473
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-106.295870954,-106.295870954,3.03635007935,1.0,1.0,-106.527,1.0,1.0,500,14.93,3.03635007935,2,-106.527,500.0,1.0,100,1.87117,-106.295870954
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-106.595440164,-106.595440164,3.73575766689,1.0,1.0,-106.544,1.0,1.0,500,15.34,3.73575766689,2,-106.544,500.0,1.0,100,1.88452,-106.595440164
0.115219,7.1819e-05,8.82412,2.4718e-14,26.4287022423,0.002,-106.742080069,-106.742080069,3.61662042534,1.0,0.701045,-105.722,inf,40.387,500,15.32,3.61662042534,1,-105.722,,8.66421e-12,100,7.97424,-106.742080069
0.01,3.50449e-18,,0.01,100.0,0.01,-106.884641481,-106.884641481,3.65767581568,1.0,1.0,-106.885,1.0,1.0,500,14.82,3.65767581568,2,-106.885,500.0,1.0,100,1.90292,-106.884641481
0.005,2.1793e-19,,0.005,200.000000102,0.005,-106.825340351,-106.825340351,3.19146222872,1.0,1.0,-106.855,1.0,1.0,500,15.17,3.19146222872,2,-106.855,500.0,1.0,100,1.84152,-106.825340351
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-106.682836651,-106.682836651,3.17437212438,1.0,1.0,-106.798,1.0,1.0,500,15.06,3.17437212438,2,-106.798,500.0,1.0,100,1.8207,-106.682836651
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-106.512816863,-106.512816863,4.46651157186,1.0,1.0,-106.726,1.0,1.0,500,15.4,4.46651157186,2,-106.726,500.0,1.0,100,1.89918,-106.512816863
0.685489,0.00110284,1079.79,,1.81055350384,0.002,-106.59262229,-106.59262229,3.61690889355,1.0,1.97899,-104.379,13587.5,678.287,500,15.08,3.61690889355,1,-104.379,0.0367984487154,,100,1.78448,-106.59262229
0.01,3.50449e-18,,0.01,100.0,0.01,-106.309144799,-106.309144799,3.42498428813,1.0,1.0,-106.309,1.0,1.0,500,15.23,3.42498428813,2,-106.309,500.0,1.0,100,1.84139,-106.309144799
0.005,2.1793e-19,,0.005,200.000000102,0.005,-106.607136643,-106.607136643,3.83250192538,1.0,1.0,-106.458,1.0,1.0,500,15.57,3.83250192538,2,-106.458,500.0,1.0,100,1.90122,-106.607136643
0.00333333,5.43914e-20,,0.00333333,299.999969474,0.00333333,-106.681052563,-106.681052563,3.0668865418,1.0,1.0,-106.532,1.0,1.0,500,14.91,3.0668865418,2,-106.532,500.0,1.0,100,1.8528,-106.681052563
0.0025,5.4346e-20,,0.0025,400.0,0.0025,-106.316042736,-106.316042736,3.39995590954,1.0,1.0,-106.478,1.0,1.0,500,14.95,3.39995590954,2,-106.478,500.0,1.0,100,1.85066,-106.316042736
0.00200165,2.83273e-13,7.08183e-08,0.00199804,499.999955864,0.002,-106.6480424,-106.6480424,3.42827579748,1.0,0.999999,-106.512,1.0,1.00082,500,14.95,3.42827579748,1,-106.512,500.0,0.999019,100,1.8502,-106.6480424
