AvgEpLen,ESSClassic,VarRet,ESSRenyi,Delta,AvgRet,VanillaAvgRet,AvgVanillaIw,VarNormIw,VarDiscRet,VarVanillaIw,MinNormIw,EpsThisIter,MinVanillaIw,MaxVanillaIw,BatchSize,J,IterType,VarJ,AvgDiscRet,Bound,MaxNormIw,eRenyi2,AvgNormIw
11.3,12.043577868917103,9939.829202451854,13.171128541965029,0.4,102.94063818376618,102.94063818376618,1.1401478,0.000737695,9939.829202451854,9.589571,7.994779e-15,100,9.11523e-13,24.868088,100,313.01062,1,850.06366,102.94063818376618,80.19751,0.21811283,7.592364,0.01
32.55,8.12419978883621,271990.4590353281,16.17643859978504,0.4,315.4719861214301,315.4719861214301,0.76950705,0.0011423136,271990.4590353281,6.764109,1.7220716e-13,100,1.3251463e-11,24.76575,100,1915.0825,1,10127.783,315.4719861214301,392.54688,0.32183915,6.1818304,0.01
57.29,2.9861087985166637,567101.7804865282,6.088101477957329,0.4,562.9452050729691,562.9452050729691,0.9049805,0.0032816562,567101.7804865282,26.876432,8.69345e-19,100,7.867402e-17,46.713623,100,4055.8665,1,5832.064,562.9452050729691,1574.0911,0.5161838,16.425482,0.010000002
277.66,23.11536792460481,3661769.1217109836,29.31387305343153,0.4,2769.9505184169566,2769.9505184169566,0.79837143,0.00033597235,3661769.1217109836,2.1414776,7.1918613e-09,100,5.7417765e-07,6.5595503,100,4765.865,1,751.7682,2769.9505184169566,3634.8225,0.082161635,3.411354,0.01
461.77,76.14803032387982,1267189.1424280903,76.19842819885984,0.4,4616.305542773646,4616.305542773646,1.052811,3.163953e-05,1267189.1424280903,0.3506961,0.00036097315,100,0.038003653,2.0733726,100,4931.309,1,226.2037,4616.305542773646,4229.785,0.019693682,1.312363,0.01
473.29,79.64212218693548,862855.8863903129,82.55559747989453,0.4,4731.816331739624,4731.816331739624,0.9889334,2.581989e-05,862855.8863903129,0.2525158,0.00016688094,100,0.016503414,1.7877051,100,4950.3384,1,217.00026,4731.816331739624,4276.3657,0.018077103,1.2113049,0.01
499.98,99.99941251652989,8.97992186558888,99.99911785903912,0.4,4999.614414362532,4999.614414362532,0.9999614,5.84749e-10,8.97992186558888,5.8470578e-06,0.00986362,100,0.9863239,1.0034312,100,4999.6196,1,2.9414165,4999.614414362532,4387.2446,0.010034699,1.0000088,0.010000002
500.0,100.0,0.03136769664002892,100.0,0.4,4999.901679202831,4999.901679202831,1.0,3.5044917e-18,0.03136769664002892,,0.01,100,1.0,1.0,100,4999.902,1,0.1762409,4999.901679202831,4387.5293,0.01,1.0,0.009999998
495.02,98.71351532302212,248992.50784732302,98.91577863526872,0.4,4949.9955865094,4949.9955865094,0.99820143,1.3163933e-06,248992.50784732302,0.013116622,0.008376939,100,0.8361873,1.3847829,100,4957.3535,1,423.92282,4949.9955865094,4341.6343,0.01387278,1.010961,0.01
496.61,97.7341760804835,115646.48977534655,97.76925563921517,0.4,4965.900803659432,4965.900803659432,0.99773216,2.3417792e-06,115646.48977534655,0.023311703,0.002122229,100,0.21174161,1.140815,100,4992.7017,1,72.387054,4965.900803659432,4373.383,0.011434081,1.0228164,0.01
500.0,99.99990462845273,0.01521104221564398,99.99996423722592,0.4,4999.918054680056,4999.918054680056,0.99995613,8.561644e-11,0.01521104221564398,8.560879e-07,0.009960454,100,0.99600166,1.0014632,100,4999.9185,1,0.122387074,4999.918054680056,4387.546,0.010015071,1.0000004,0.01
496.59,97.2796564337872,117012.86810239826,97.70860346460684,0.4,4965.630145794573,4965.630145794573,0.99689955,2.824655e-06,117012.86810239826,0.02807166,0.0024489649,100,0.24413721,1.1981357,100,4991.479,1,83.999344,4965.630145794573,4371.968,0.01201862,1.0234513,0.01
500.0,99.99993896345605,0.021192231090403312,99.99997615814777,0.4,4999.904213780059,4999.904213780059,0.9999768,4.380862e-11,0.021192231090403312,4.3806637e-07,0.009975827,100,0.99755955,1.0008246,100,4999.905,1,0.14465192,4999.904213780059,4387.532,0.010008478,1.0000002,0.010000002
495.99,96.58955171583987,161658.08258913763,97.22145054136068,0.4,4959.713670668937,4959.713670668937,0.9847158,3.5665407e-06,161658.08258913763,0.0345835,0.0044662515,100,0.43979883,1.2705939,100,4981.9663,1,179.70116,4959.713670668937,4360.905,0.012903153,1.0285796,0.01
500.0,99.99991608517668,0.004921344253837841,99.99991655356695,0.4,4999.937718059919,4999.937718059919,1.0001009,7.7816135e-11,0.004921344253837841,7.7832055e-07,0.009969525,100,0.9970531,1.0018225,100,4999.9385,1,0.06975801,4999.937718059919,4387.566,0.010017214,1.0000008,0.01
498.58,98.54212326926222,20446.805245512922,99.0088969357622,0.4,4985.616864377715,4985.616864377715,0.98639303,1.4943847e-06,20446.805245512922,0.014539933,0.003380926,100,0.3334922,1.1152344,100,4995.083,1,48.42652,4985.616864377715,4379.6533,0.011306186,1.0100102,0.01
500.0,100.0,0.010021616588902446,100.0,0.4,4999.932239866399,4999.932239866399,1.0,3.5044917e-18,0.010021616588902446,,0.01,100,1.0,1.0,100,4999.932,1,0.09960097,4999.932239866399,4387.5596,0.01,1.0,0.009999998
500.0,100.0,0.006570981356896956,100.0,0.4,4999.918049645377,4999.918049645377,1.0,3.5044917e-18,0.006570981356896956,,0.01,100,1.0,1.0,100,4999.9185,1,0.08066868,4999.918049645377,4387.546,0.01,1.0,0.009999998
498.08,98.18074931182844,37247.31344479447,98.6554987516068,0.4,4980.610514122058,4980.610514122058,0.9937437,1.871689e-06,37247.31344479447,0.01848343,0.003437801,100,0.34162933,1.1537353,100,4993.2754,1,66.457855,4980.610514122058,4376.7446,0.011609988,1.0136282,0.009999999
500.0,99.99991989764521,0.027992802510073463,99.99996423722592,0.4,4999.9156046448325,4999.9156046448325,1.0000778,4.9697874e-11,0.027992802510073463,4.970534e-07,0.009967383,100,0.996816,1.0010407,100,4999.916,1,0.16605754,4999.9156046448325,4387.5435,0.010009627,1.0000004,0.010000003
500.0,99.99990844449253,0.0062488605554050355,99.99992847447743,0.4,4999.920546423727,4999.920546423727,0.999969,1.1056263e-10,0.0062488605554050355,1.1055596e-06,0.009967907,100,0.9967599,1.0018904,100,4999.921,1,0.078593574,4999.920546423727,4387.5483,0.010019215,1.0000007,0.01
498.0,98.3267146127414,40400.46146433752,98.64109051416176,0.4,4979.786435944133,4979.786435944133,0.99686325,1.7189446e-06,40400.46146433752,0.017081777,0.0036224467,100,0.3611084,1.1450745,100,4992.604,1,72.91746,4979.786435944133,4376.028,0.011486776,1.0137763,0.01
500.0,100.0,0.009293252510941602,100.0,0.4,4999.91836099825,4999.91836099825,1.0,3.5044917e-18,0.009293252510941602,,0.01,100,1.0,1.0,100,4999.9185,1,0.09591456,4999.91836099825,4387.546,0.01,1.0,0.009999998
500.0,99.99998474115331,0.009290702164688818,100.0,0.4,4999.90739298471,4999.90739298471,0.9999961,4.7832924e-13,0.009290702164688818,4.783625e-09,0.009998318,100,0.99982786,1.0001606,100,4999.9077,1,0.095893264,4999.90739298471,4387.535,0.0100016445,1.0,0.01
500.0,99.99972909702382,0.010208070491418518,99.99988079085256,0.4,4999.909863169727,4999.909863169727,0.99977845,2.78496e-10,0.010208070491418518,2.783726e-06,0.009934983,100,0.9932782,1.0020044,100,4999.9106,1,0.10035571,4999.909863169727,4387.538,0.010022264,1.0000012,0.01
500.0,100.00002288839882,0.012662094799767402,100.0,0.4,4999.901678023208,4999.901678023208,0.99999076,1.7352873e-12,0.012662094799767402,1.735289e-08,0.009994685,100,0.99945927,1.0001918,100,4999.902,1,0.11196189,4999.901678023208,4387.5293,0.0100020105,1.0,0.009999998
500.0,100.0,0.005863268291861709,100.0,0.4,4999.9284237658285,4999.9284237658285,1.0,3.5044917e-18,0.005863268291861709,,0.01,100,1.0,1.0,100,4999.928,1,0.076205075,4999.9284237658285,4387.5557,0.01,1.0,0.009999998
500.0,100.0,0.008274357099187219,100.0,0.4,4999.920534166542,4999.920534166542,1.0,3.5044917e-18,0.008274357099187219,,0.01,100,1.0,1.0,100,4999.9204,1,0.090520814,4999.920534166542,4387.548,0.01,1.0,0.009999998
500.0,99.999721452196,0.01799718566217912,99.99977350286287,0.4,4999.889178568991,4999.889178568991,0.999729,2.8192182e-10,0.01799718566217912,2.8176755e-06,0.009893771,100,0.98910904,1.0010056,100,4999.89,1,0.1329294,4999.889178568991,4387.517,0.01001277,1.0000023,0.01
497.19,97.72951664809484,79603.77190610446,98.04177272576929,0.4,4971.698748188173,4971.698748188173,0.97708505,2.346712e-06,79603.77190610446,0.022403944,0.0030106264,100,0.2941638,1.1503165,100,4991.419,1,85.12089,4971.698748188173,4372.961,0.011772941,1.0199734,0.01
500.0,100.0,0.0347126093500716,100.0,0.4,4999.913446036049,4999.913446036049,1.0,3.5044917e-18,0.0347126093500716,,0.01,100,1.0,1.0,100,4999.9136,1,0.18536617,4999.913446036049,4387.541,0.01,1.0,0.009999998
500.0,100.0,0.009221153681347679,100.0,0.4,4999.918177736936,4999.918177736936,1.0,3.5044917e-18,0.009221153681347679,,0.01,100,1.0,1.0,100,4999.9185,1,0.09554838,4999.918177736936,4387.546,0.01,1.0,0.009999998
496.69,97.66431379140445,59004.67060326046,97.81231354713127,0.4,4966.570589732924,4966.570589732924,0.9895414,2.4156952e-06,59004.67060326046,0.023654303,0.0045984327,100,0.45503393,1.1980582,100,4984.5195,1,112.629074,4966.570589732924,4365.337,0.0121072065,1.0223662,0.01
497.49,97.99591973859424,63540.57097677806,98.35340337554712,0.4,4974.729724306693,4974.729724306693,0.993507,2.0657124e-06,63540.57097677806,0.02038974,0.0022393405,100,0.22248004,1.150817,100,4994.291,1,56.608833,4974.729724306693,4376.814,0.011583381,1.0167416,0.01
