VarRet,Bound,VarJ,VarVanillaIw,ESSRenyi,AvgRet,VanillaAvgRet,Delta,AvgVanillaIw,AvgEpLen,AvgDiscRet,BatchSize,ESSClassic,MaxNormIw,MinVanillaIw,MaxVanillaIw,VarNormIw,IterType,eRenyi2,MinNormIw,J,AvgNormIw,VarDiscRet,EpsThisIter
83958.67826312238,545.7212,2576.688,67.93408,8.294363461060964,148.23435896617477,148.23435896617477,0.5,1.9573092,15.83,148.23435896617477,100,5.389344093950263,0.3349565,2.264607e-05,65.56135,0.0017732455,1,12.05638,1.1570001e-07,1163.6617,0.01,83958.67826312238,100
83958.67826312238,-inf,1525.0945,25002644.0,nan,148.23435896617477,148.23435896617477,0.5,942.97797,15.83,397.84352425992904,200,3.4678003875091314,0.46828002,0.01525289,44157.773,0.0028117904,,nan,1.6175235e-07,670.8406,0.010000002,377784.6991432622,100
28648.196926845874,540.9624,3600.084,106.687546,8.21502131363438,106.84619105232254,106.84619105232254,0.5,1.7347636,11.69,106.84619105232254,200,5.513573394237817,0.32771662,9.986464e-09,113.70217,0.0008862845,1,24.345646,2.8783356e-11,1161.8799,0.005,28648.196926845874,100
619505.4961761512,37.62329,783.1414,,200.0,537.6230585448504,537.6230585448504,0.5,1.0,54.77,537.6230585448504,200,100.0,0.01,1.0,1.0,3.5044917e-18,2,1.0,0.01,537.62305,0.009999998,619505.4961761512,100
912845.6879622544,1911.3103,7000.177,53.43225,7.853679442407454,633.0390854909144,633.0390854909144,0.5,0.97793627,64.29,633.0390854909144,200,3.5341235070440526,0.46492618,,90.93363,0.001396762,1,25.46577,,3695.4678,0.005,912845.6879622544,100
4048629.794017712,1603.2012,2002.0348,,200.0,2103.201029089739,2103.201029089739,0.5,1.0,211.09,2103.201029089739,200,100.0,0.01,1.0,1.0,3.5044917e-18,2,1.0,0.01,2103.2012,0.009999998,4048629.794017712,100
3707865.023546597,3709.9746,1287.4117,5.356073,27.6949147528583,2547.144689848901,2547.144689848901,0.5,0.89658475,255.43,2547.144689848901,200,26.21372117051913,0.083871655,4.2657558e-10,15.03961,0.00016657269,1,7.2215424,2.3788916e-12,4660.076,0.005000001,3707865.023546597,100
1033281.3338594155,4181.254,1011.4091,,200.0,4681.254002111923,4681.254002111923,0.5,1.0,468.28,4681.254002111923,200,100.0,0.01,1.0,1.0,3.5044917e-18,2,1.0,0.01,4681.254,0.009999998,1033281.3338594155,100
1384853.4208598011,4501.351,217.41443,0.5783131,131.9029680891227,4499.922532435502,4499.922532435502,0.5,1.0462505,450.26,4499.922532435502,200,131.0897655930286,0.013639594,0.0045244675,2.8540864,1.32078385e-05,1,1.5162661,2.1622296e-05,4936.705,0.005,1384853.4208598011,100
88493.7998436016,4468.2646,295.98795,,200.0,4968.264936750592,4968.264936750592,0.5,1.0,496.88,4968.264936750592,200,100.0,0.01,1.0,1.0,3.5044917e-18,2,1.0,0.01,4968.2646,0.009999998,88493.7998436016,100
258528.16269732322,4617.4043,149.43271,0.06500455,188.40768080733622,4937.3377876072045,4937.3377876072045,0.5,1.0091602,493.79,4937.3377876072045,200,188.05643056867441,0.006949219,0.29849148,1.402575,1.5957452e-06,1,1.0615278,0.0014789103,4981.672,0.005,258528.16269732322,100
0.09447119148852237,4499.749,0.305814,,200.0,4999.74912224452,4999.74912224452,0.5,1.0,500.0,4999.74912224452,200,100.0,0.01,1.0,1.0,3.5044917e-18,2,1.0,0.01,4999.749,0.009999998,0.09447119148852237,100
189705.85653200568,4626.2573,106.982216,0.04951032,190.95308114314514,4927.17549372974,4927.17549372974,0.5,1.0088524,492.78,4927.17549372974,200,190.7665167141515,0.006441509,0.19411916,1.2997063,1.2161313e-06,1,1.0473777,0.0009620791,4988.089,0.005,189705.85653200568,100
88303.7670797245,4456.5986,295.66995,,200.0,4956.598460227873,4956.598460227873,0.5,1.0,495.72,4956.598460227873,200,100.0,0.01,1.0,1.0,3.5044917e-18,2,1.0,0.01,4956.5986,0.009999998,88303.7670797245,100
139934.43475979517,4624.72,99.96702,0.054513548,190.16472153757482,4962.315980055941,4962.315980055941,0.5,0.9844222,496.27,4962.315980055941,200,189.39910918538283,0.006722889,0.23832056,1.3236322,1.4063119e-06,1,1.0517198,0.001210459,4987.3013,0.005,139934.43475979517,100
0.16881991407141558,4499.69,0.4088033,,200.0,4999.68960710966,4999.68960710966,0.5,1.0,500.0,4999.68960710966,200,100.0,0.01,1.0,1.0,3.5044917e-18,2,1.0,0.01,4999.69,0.009999998,0.16881991407141558,100
249980.5183116061,4627.0903,199.69646,0.029234385,194.47790477996588,4949.806547300268,4949.806547300268,0.5,1.0086648,495.01,4949.806547300268,200,194.44083330088398,0.0068685994,0.30252454,1.385623,7.183568e-07,1,1.0283945,0.0014996286,4985.628,0.005,249980.5183116061,100
0.1274308423911221,4499.7715,0.35521385,,200.0,4999.771500530475,4999.771500530475,0.5,1.0,500.0,4999.771500530475,200,100.0,0.01,1.0,1.0,3.5044917e-18,2,1.0,0.01,4999.7715,0.009999998,0.1274308423911221,100
83018.9506418201,4637.142,84.936325,0.01936432,196.5927103091318,4970.892130553511,4970.892130553511,0.5,0.9899388,497.13,4970.892130553511,200,196.1435668547947,0.00601395,0.39122996,1.1906885,4.939984e-07,1,1.0173317,0.001976031,4993.746,0.005,83018.9506418201,100
249978.44719216242,4449.786,497.47226,,200.0,4949.786039146521,4949.786039146521,0.5,1.0,495.01,4949.786039146521,200,100.0,0.01,1.0,1.0,3.5044917e-18,2,1.0,0.01,4949.786,0.009999998,249978.44719216242,100
284047.6810543912,4612.6807,182.28969,0.08549964,184.64168945906195,4926.08077615142,4926.08077615142,0.5,1.0107092,492.66,4926.08077615142,200,184.62465146088047,0.007686779,0.12611015,1.5538195,2.0924344e-06,1,1.083179,0.00062386965,4980.6445,0.005,284047.6810543912,100
0.06604059457934933,4499.7793,0.25568703,,200.0,4999.779354152861,4999.779354152861,0.5,1.0,500.0,4999.779354152861,200,100.0,0.01,1.0,1.0,3.5044917e-18,2,1.0,0.01,4999.7793,0.009999998,0.06604059457934933,100
0.0634952127873126,4646.2163,0.25340295,,200.0,4999.7599045389725,4999.7599045389725,0.5,1.0,500.0,4999.7599045389725,200,200.00000010221265,0.005,1.0,1.0,2.179301e-19,1,1.0,0.005,4999.7695,0.0049999994,0.0634952127873126,100
0.07027508828023799,4499.7915,0.26377705,,200.0,4999.79173082347,4999.79173082347,0.5,1.0,500.0,4999.79173082347,200,100.0,0.01,1.0,1.0,3.5044917e-18,2,1.0,0.01,4999.7915,0.009999998,0.07027508828023799,100
0.09800001614196119,4646.227,0.28884953,,200.0,4999.768511844085,4999.768511844085,0.5,1.0,500.0,4999.768511844085,200,200.00000010221265,0.005,1.0,1.0,2.179301e-19,1,1.0,0.005,4999.7803,0.0049999994,0.09800001614196119,100
494902.7421833317,4399.768,699.967,,200.0,4899.768199059091,4899.768199059091,0.5,1.0,490.02,4899.768199059091,200,100.0,0.01,1.0,1.0,3.5044917e-18,2,1.0,0.01,4899.768,0.009999998,494902.7421833317,100
443.1839258149875,4600.31,399.5871,0.024514748,195.00545129517658,4997.642015920399,4997.642015920399,0.5,1.0054886,499.8,4997.642015920399,200,195.28837463694722,0.007672091,0.494426,1.5428401,6.06196e-07,1,1.0256124,0.0024586355,4958.3623,0.005,443.1839258149875,100
0.04203902608570092,4499.7725,0.20400953,,200.0,4999.772188876019,4999.772188876019,0.5,1.0,500.0,4999.772188876019,200,100.0,0.01,1.0,1.0,3.5044917e-18,2,1.0,0.01,4999.7725,0.009999998,0.04203902608570092,100
