Delta,Bound,VanillaAvgRet,ESSClassic,AvgVanillaIw,AvgEpLen,MinNormIw,BatchSize,ESSRenyi,EpsThisIter,VarRet,VarJ,IterType,VarDiscRet,MaxNormIw,eRenyi2,VarNormIw,AvgRet,AvgDiscRet,MaxVanillaIw,AvgNormIw,VarVanillaIw,J,MinVanillaIw
0.35,4318.4575,4999.8427105805495,100.0,1.0,500.0,0.01,200,200.0,100,0.03419056980025107,0.18397188,2,0.03419056980025107,0.01,1.0,3.5044917e-18,4999.8427105805495,4999.8427105805495,1.0,0.009999998,,4999.843,1.0
0.35,4518.0083,4999.796288949891,199.99997936245475,1.0000118,500.0,0.0049980683,200,200.0,100,0.03771898560776643,0.19007719,1,0.03771898560776643,0.0050021107,1.0,5.286436e-13,4999.796288949891,4999.796288949891,1.0004339,0.005,2.114686e-08,4999.8203,0.9996254
0.35,4318.41,4999.795334912414,100.0,1.0,500.0,0.01,200,200.0,100,0.040833788404903024,0.20106444,2,0.040833788404903024,0.01,1.0,3.5044917e-18,4999.795334912414,4999.795334912414,1.0,0.009999998,,4999.7954,1.0
0.35,4517.997,4999.822309315513,199.99997026092484,1.0000197,500.0,0.0049947067,200,200.0,100,0.03722331146686671,0.19699791,1,0.03722331146686671,0.005002395,1.0,1.5674542e-12,4999.822309315513,4999.822309315513,1.0004987,0.005,6.2701545e-08,4999.809,0.99896103
0.35,4318.395,4999.780523980516,100.0,1.0,500.0,0.01,200,200.0,100,0.04261341825660296,0.20539154,2,0.04261341825660296,0.01,1.0,3.5044917e-18,4999.780523980516,4999.780523980516,1.0,0.009999998,,4999.7803,1.0
0.35,4517.9824,4999.80776703092,199.99998159021266,1.0000007,500.0,0.0049989363,200,200.0,100,0.036440541047025495,0.19827582,1,0.036440541047025495,0.00500056,1.0,5.4893363e-14,4999.80776703092,4999.80776703092,1.0001128,0.005,2.1954552e-09,4999.7944,0.99978805
0.35,4318.421,4999.806253030777,100.0,1.0,500.0,0.01,200,200.0,100,0.033567469265285185,0.18229607,2,0.033567469265285185,0.01,1.0,3.5044917e-18,4999.806253030777,4999.806253030777,1.0,0.009999998,,4999.806,1.0
0.35,4517.9966,4999.810224826988,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.030301885945197997,0.17781684,1,0.030301885945197997,0.005,1.0,2.179301e-19,4999.810224826988,4999.810224826988,1.0,0.0049999994,,4999.8086,1.0
0.35,4318.4214,4999.806664606703,100.0,1.0,500.0,0.01,200,200.0,100,0.040064289882610675,0.19915639,2,0.040064289882610675,0.01,1.0,3.5044917e-18,4999.806664606703,4999.806664606703,1.0,0.009999998,,4999.8066,1.0
0.35,4517.9946,4999.80566596025,199.99998042866972,0.99999726,500.0,0.00499844,200,200.0,100,0.03479776453087052,0.19248725,1,0.03479776453087052,0.00500045,1.0,8.955469e-14,4999.80566596025,4999.80566596025,1.0000873,0.005,3.5820718e-09,4999.8066,0.9996852
0.35,4318.4116,4999.796842402323,100.0,1.0,500.0,0.01,200,200.0,100,0.03758939939792117,0.19289254,2,0.03758939939792117,0.01,1.0,3.5044917e-18,4999.796842402323,4999.796842402323,1.0,0.009999998,,4999.797,1.0
0.35,4517.995,4999.817114549482,199.9999310519397,0.9999544,500.0,0.0049922518,200,199.99995231629555,100,0.034794246285543826,0.18949549,1,0.034794246285543826,0.005007978,1.0000002,8.881577e-12,4999.817114549482,4999.817114549482,1.00155,0.005,3.552303e-07,4999.807,0.9984048
0.35,4318.408,4999.793407856662,100.0,1.0,500.0,0.01,200,200.0,100,0.038030574752507706,0.19401129,2,0.038030574752507706,0.01,1.0,3.5044917e-18,4999.793407856662,4999.793407856662,1.0,0.009999998,,4999.7935,1.0
0.35,4517.9746,4999.7785815439,199.99979146998334,0.99995077,500.0,0.0049791904,200,199.9998807907815,100,0.031130175033994827,0.18508638,1,0.031130175033994827,0.005019441,1.0000006,2.4137855e-11,4999.7785815439,4999.7785815439,1.0038388,0.005,9.654188e-07,4999.7866,0.9957891
0.35,4318.402,4999.787150942458,100.0,1.0,500.0,0.01,200,200.0,100,0.039435320527672305,0.19757363,2,0.039435320527672305,0.01,1.0,3.5044917e-18,4999.787150942458,4999.787150942458,1.0,0.009999998,,4999.787,1.0
0.35,4517.977,4999.791036032567,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.03872838047698626,0.19670615,1,0.03872838047698626,0.005,1.0,2.179301e-19,4999.791036032567,4999.791036032567,1.0,0.0049999994,,4999.789,1.0
0.35,4318.424,4999.809511265102,100.0,1.0,500.0,0.01,200,200.0,100,0.03369304488608825,0.18263353,2,0.03369304488608825,0.01,1.0,3.5044917e-18,4999.809511265102,4999.809511265102,1.0,0.009999998,,4999.809,1.0
0.35,4517.992,4999.798557482271,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.030088725007550464,0.17776498,1,0.030088725007550464,0.005,1.0,2.179301e-19,4999.798557482271,4999.798557482271,1.0,0.0049999994,,4999.804,1.0
0.35,4318.417,4999.801856514793,100.0,1.0,500.0,0.01,200,200.0,100,0.035768338283385354,0.18817367,2,0.035768338283385354,0.01,1.0,3.5044917e-18,4999.801856514793,4999.801856514793,1.0,0.009999998,,4999.802,1.0
0.35,4494.112,4949.783980251439,198.9614728746389,0.99847907,495.01,0.004576021,200,199.19815966399025,100,249978.22246260513,323.12686,1,249978.22246260513,0.007396146,1.0040253,1.311498e-07,4949.783980251439,4949.783980251439,1.4769795,0.005,0.005230047,4976.8926,0.9138122
0.35,4318.439,4999.8237327947645,100.0,1.0,500.0,0.01,200,200.0,100,0.026657186632805103,0.16247942,2,0.026657186632805103,0.01,1.0,3.5044917e-18,4999.8237327947645,4999.8237327947645,1.0,0.009999998,,4999.824,1.0
0.35,4518.024,4999.84683200087,199.99967386653393,1.0000348,500.0,0.004958996,200,199.9998807907815,100,0.033339033901725566,0.1725439,1,0.033339033901725566,0.00501303,1.0000006,4.4421047e-11,4999.84683200087,4999.84683200087,1.0026408,0.005,1.7769675e-06,4999.836,0.9918337
0.35,4318.4375,4999.822611865967,100.0,1.0,500.0,0.01,200,200.0,100,0.03767455461655819,0.19313079,2,0.03767455461655819,0.01,1.0,3.5044917e-18,4999.822611865967,4999.822611865967,1.0,0.009999998,,4999.8228,1.0
0.35,4518.0044,4999.808805890303,199.999882524446,1.0000062,500.0,0.0049844324,200,199.99992847445185,100,0.03227378082594771,0.18611789,1,0.03227378082594771,0.0050114994,1.0000004,1.6125372e-11,4999.808805890303,4999.808805890303,1.0023061,0.005,6.450238e-07,4999.8164,0.99689263
0.35,4318.4355,4999.820755130423,100.0,1.0,500.0,0.01,200,200.0,100,0.028965812078205075,0.16935052,2,0.028965812078205075,0.01,1.0,3.5044917e-18,4999.820755130423,4999.820755130423,1.0,0.009999998,,4999.821,1.0
0.35,4518.019,4999.839830132789,199.99984279146324,1.0000349,500.0,0.0049782386,200,199.99992847445185,100,0.031376830164596796,0.17301661,1,0.031376830164596796,0.005005966,1.0000004,1.5371348e-11,4999.839830132789,4999.839830132789,1.0012282,0.005,6.148965e-07,4999.831,0.99568254
0.35,4268.45,4949.835315333376,100.0,1.0,495.01,0.01,200,200.0,100,249983.38858410856,497.47717,2,249983.38858410856,0.01,1.0,3.5044917e-18,4949.835315333376,4949.835315333376,1.0,0.009999998,,4949.8354,1.0
0.35,4494.4014,4999.803737724319,198.84168444156995,1.0007895,500.0,0.0042315433,200,198.94963723019944,100,0.03213130168894996,315.27127,1,0.03213130168894996,0.0062302165,1.0052795,1.4636304e-07,4999.803737724319,4999.803737724319,1.2470272,0.005,0.005863771,4977.4834,0.8469769
0.35,4268.406,4949.791050183717,100.0,1.0,495.01,0.01,200,200.0,100,249978.93562604688,497.47278,2,249978.93562604688,0.01,1.0,3.5044917e-18,4949.791050183717,4949.791050183717,1.0,0.009999998,,4949.791,1.0
0.35,4451.6245,4899.81611862699,195.03246655580486,1.0074434,490.02,0.0035170987,200,194.5194838140586,100,494912.38256623654,485.566,1,494912.38256623654,0.008462283,1.0281746,6.3996026e-07,4899.81611862699,4899.81611862699,1.7050542,0.005,0.025980907,4940.177,0.7086556
0.35,4318.393,4999.778623600016,100.0,1.0,500.0,0.01,200,200.0,100,0.037446997971358274,0.19255696,2,0.037446997971358274,0.01,1.0,3.5044917e-18,4999.778623600016,4999.778623600016,1.0,0.009999998,,4999.7783,1.0
0.35,4517.983,4999.80995278184,199.99984408582574,0.99997866,500.0,0.004987278,200,199.99985694895486,100,0.03605651912838103,0.19130191,1,0.03605651912838103,0.0050108014,1.0000007,1.8034414e-11,4999.80995278184,4999.80995278184,1.0021389,0.005,7.213427e-07,4999.795,0.9974343
0.35,4318.409,4999.794498400338,100.0,1.0,500.0,0.01,200,200.0,100,0.05541494556439233,0.2342197,2,0.05541494556439233,0.01,1.0,3.5044917e-18,4999.794498400338,4999.794498400338,1.0,0.009999998,,4999.7944,1.0
0.35,4517.9976,4999.82467253018,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.045794912188647334,0.2243248,1,0.045794912188647334,0.005,1.0,2.179301e-19,4999.82467253018,4999.82467253018,1.0,0.0049999994,,4999.8096,1.0
0.35,4318.4307,4999.816400854904,100.0,1.0,500.0,0.01,200,200.0,100,0.03249308885728455,0.1793638,2,0.03249308885728455,0.01,1.0,3.5044917e-18,4999.816400854904,4999.816400854904,1.0,0.009999998,,4999.816,1.0
0.35,4518.0005,4999.807245691936,199.99969801254298,0.9999378,500.0,0.0049660383,200,199.9998807907815,100,0.0349852973535849,0.18268678,1,0.0349852973535849,0.0050145523,1.0000006,3.9352886e-11,4999.807245691936,4999.807245691936,1.002848,0.005,1.5739172e-06,4999.8125,0.9931458
0.35,4318.4077,4999.793107196841,100.0,1.0,500.0,0.01,200,200.0,100,0.03345890147509954,0.18200052,2,0.03345890147509954,0.01,1.0,3.5044917e-18,4999.793107196841,4999.793107196841,1.0,0.009999998,,4999.793,1.0
0.35,4497.636,4949.807794293901,197.3767879541391,1.0160489,495.01,0.0023545756,200,196.71529436153008,100,249980.61591405276,231.01085,1,249980.61591405276,0.006158075,1.0166978,3.3392647e-07,4949.807794293901,4949.807794293901,1.2513812,0.005000001,0.013789232,4983.454,0.4784728
0.35,4318.4014,4999.786571076746,100.0,1.0,500.0,0.01,200,200.0,100,0.03688103268539794,0.19109336,2,0.03688103268539794,0.01,1.0,3.5044917e-18,4999.786571076746,4999.786571076746,1.0,0.009999998,,4999.7866,1.0
0.35,4517.98,4999.795505251819,199.99985791027828,0.9999354,500.0,0.0049835695,200,199.99992847445185,100,0.053119231478238854,0.21095121,1,0.053119231478238854,0.0050094724,1.0000004,1.5960802e-11,4999.795505251819,4999.795505251819,1.0018297,0.005,6.383476e-07,4999.792,0.9966495
0.35,4318.3867,4999.772194393554,100.0,1.0,500.0,0.01,200,200.0,100,0.03279231931559904,0.18017866,2,0.03279231931559904,0.01,1.0,3.5044917e-18,4999.772194393554,4999.772194393554,1.0,0.009999998,,4999.772,1.0
0.35,4517.977,4999.80514864888,199.99997163569236,1.0000203,500.0,0.004996797,200,200.0,100,0.04028261961562115,0.19086702,1,0.04028261961562115,0.005002299,1.0,9.347009e-13,4999.80514864888,4999.80514864888,1.00048,0.005,3.7388972e-08,4999.789,0.9993797
0.35,4318.4087,4999.794053427642,100.0,1.0,500.0,0.01,200,200.0,100,0.03134168851473544,0.17614573,2,0.03134168851473544,0.01,1.0,3.5044917e-18,4999.794053427642,4999.794053427642,1.0,0.009999998,,4999.794,1.0
0.35,4499.247,4949.813589569348,195.52440494685166,0.99654174,495.01,0.0025457798,200,196.03483549211916,100,249981.20468163904,196.49828,1,249981.20468163904,0.0064685373,1.0202268,5.751278e-07,4949.813589569348,4949.813589569348,1.2892334,0.005000001,0.02284627,4985.907,0.50739515
0.35,4318.4087,4999.794162446366,100.0,1.0,500.0,0.01,200,200.0,100,0.03823492481788006,0.19452189,2,0.03823492481788006,0.01,1.0,3.5044917e-18,4999.794162446366,4999.794162446366,1.0,0.009999998,,4999.794,1.0
0.35,4497.45,4949.787150306183,197.02337913734007,1.0032115,495.01,0.0026393079,200,197.007039297214,100,249978.5355303868,238.58583,1,249978.5355303868,0.006229535,1.0151922,3.7960072e-07,4949.787150306183,4949.787150306183,1.2499082,0.005,0.01528171,4982.908,0.52955675
0.35,4318.418,4999.803582771749,100.0,1.0,500.0,0.01,200,200.0,100,0.039582736077720136,0.19795057,2,0.039582736077720136,0.01,1.0,3.5044917e-18,4999.803582771749,4999.803582771749,1.0,0.009999998,,4999.803,1.0
0.35,4518.0063,4999.832133917363,199.99999619116423,0.9999953,500.0,0.0049985233,200,200.0,100,0.03297209824522153,0.19004354,1,0.03297209824522153,0.005001063,1.0,1.6804326e-13,4999.832133917363,4999.832133917363,1.0002079,0.005,6.7223866e-09,4999.8184,0.9996999
0.35,4318.434,4999.819555033313,100.0,1.0,500.0,0.01,200,200.0,100,0.03396213768876326,0.18336633,2,0.03396213768876326,0.01,1.0,3.5044917e-18,4999.819555033313,4999.819555033313,1.0,0.009999998,,4999.8193,1.0
0.35,4518.0215,4999.847016565678,199.99999576458225,1.0000011,500.0,0.0049987384,200,200.0,100,0.024689111140960698,0.17093836,1,0.024689111140960698,0.005000495,1.0,5.5289307e-14,4999.847016565678,4999.847016565678,1.0001,0.005,2.2117348e-09,4999.8335,0.99974877
0.35,4318.4453,4999.831062364116,100.0,1.0,500.0,0.01,200,200.0,100,0.023505319452684335,0.15255845,2,0.023505319452684335,0.01,1.0,3.5044917e-18,4999.831062364116,4999.831062364116,1.0,0.009999998,,4999.8306,1.0
0.35,4517.9946,4999.781219302224,199.99991555831346,1.0000492,500.0,0.004990011,200,199.99992847445185,100,0.05046557862127228,0.19304729,1,0.05046557862127228,0.0050118826,1.0000004,1.16019e-11,4999.781219302224,4999.781219302224,1.0024259,0.005,4.6411913e-07,4999.8066,0.9980514
0.35,4318.4272,4999.81288202123,100.0,1.0,500.0,0.01,200,200.0,100,0.03469779828226161,0.18537465,2,0.03469779828226161,0.01,1.0,3.5044917e-18,4999.81288202123,4999.81288202123,1.0,0.009999998,,4999.8125,1.0
0.35,4517.9897,4999.789116137487,199.99980951599878,0.99992734,500.0,0.004983934,200,199.99985694895486,100,0.03699856633787472,0.18887325,1,0.03699856633787472,0.005015194,1.0000007,2.1081097e-11,4999.789116137487,4999.789116137487,1.0029659,0.005,8.4311984e-07,4999.802,0.9967144
0.35,4318.403,4999.788125870644,100.0,1.0,500.0,0.01,200,200.0,100,0.03786181458492764,0.19362725,2,0.03786181458492764,0.01,1.0,3.5044917e-18,4999.788125870644,4999.788125870644,1.0,0.009999998,,4999.788,1.0
0.35,4517.9907,4999.817749024752,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.026665816950756833,0.17934099,1,0.026665816950756833,0.005,1.0,2.179301e-19,4999.817749024752,4999.817749024752,1.0,0.0049999994,,4999.8027,1.0
0.35,4318.418,4999.803364051182,100.0,1.0,500.0,0.01,200,200.0,100,0.03816736612472267,0.1943766,2,0.03816736612472267,0.01,1.0,3.5044917e-18,4999.803364051182,4999.803364051182,1.0,0.009999998,,4999.803,1.0
0.35,4517.978,4999.775581175926,199.99998972078527,1.0000253,500.0,0.0049964157,200,200.0,100,0.03217610219839027,0.1870925,1,0.03217610219839027,0.005002671,1.0,1.1078161e-12,4999.775581175926,4999.775581175926,1.0005596,0.005,4.4315495e-08,4999.79,0.99930847
0.35,4318.429,4999.814906214035,100.0,1.0,500.0,0.01,200,200.0,100,0.043320223657064644,0.2070933,2,0.043320223657064644,0.01,1.0,3.5044917e-18,4999.814906214035,4999.814906214035,1.0,0.009999998,,4999.8145,1.0
0.35,4502.3813,4949.841156156713,195.29474064698937,0.99281466,495.01,0.002032209,200,195.53199354986987,100,249983.98093980257,143.76987,1,249983.98093980257,0.0062239124,1.0228505,6.0535933e-07,4949.841156156713,4949.841156156713,1.2358383,0.005,0.023867648,4989.667,0.40352136
0.35,4318.4233,4999.808287383779,100.0,1.0,500.0,0.01,200,200.0,100,0.04695991112917096,0.21563618,2,0.04695991112917096,0.01,1.0,3.5044917e-18,4999.808287383779,4999.808287383779,1.0,0.009999998,,4999.8086,1.0
0.35,4517.9917,4999.7987300383165,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.07803968154523427,0.2488141,1,0.07803968154523427,0.005,1.0,2.179301e-19,4999.7987300383165,4999.7987300383165,1.0,0.0049999994,,4999.8037,1.0
0.35,4318.4316,4999.817378100917,100.0,1.0,500.0,0.01,200,200.0,100,0.03096733344103868,0.17511183,2,0.03096733344103868,0.01,1.0,3.5044917e-18,4999.817378100917,4999.817378100917,1.0,0.009999998,,4999.817,1.0
0.35,4518.015,4999.836853657825,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.02463660589274677,0.16619432,1,0.02463660589274677,0.005,1.0,2.179301e-19,4999.836853657825,4999.836853657825,1.0,0.0049999994,,4999.827,1.0
0.35,4318.417,4999.8025171571035,100.0,1.0,500.0,0.01,200,200.0,100,0.02744174629392158,0.16478737,2,0.02744174629392158,0.01,1.0,3.5044917e-18,4999.8025171571035,4999.8025171571035,1.0,0.009999998,,4999.8022,1.0
0.35,4517.982,4999.784594386551,199.99981905094907,1.0000199,500.0,0.0049784165,200,199.99985694895486,100,0.038125522889527634,0.1802251,1,0.038125522889527634,0.0050073783,1.0000007,2.36275e-11,4999.784594386551,4999.784594386551,1.0014956,0.005,9.451349e-07,4999.794,0.99570316
0.35,4318.474,4999.859264963179,100.0,1.0,500.0,0.01,200,200.0,100,0.02499748771991463,0.15729919,2,0.02499748771991463,0.01,1.0,3.5044917e-18,4999.859264963179,4999.859264963179,1.0,0.009999998,,4999.8594,1.0
0.35,4518.0195,4999.803287440297,199.99999142696123,1.0000021,500.0,0.0049983207,200,200.0,100,0.04560120078799015,0.18900499,1,0.04560120078799015,0.0050005363,1.0,8.650595e-14,4999.803287440297,4999.803287440297,1.0001094,0.005,3.4601115e-09,4999.8315,0.9996663
0.35,4318.4473,4999.833116619915,100.0,1.0,500.0,0.01,200,200.0,100,0.027138011046526668,0.16390789,2,0.027138011046526668,0.01,1.0,3.5044917e-18,4999.833116619915,4999.833116619915,1.0,0.009999998,,4999.8325,1.0
0.35,4518.0063,4999.803756697342,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.03568509800914627,0.17694761,1,0.03568509800914627,0.005,1.0,2.179301e-19,4999.803756697342,4999.803756697342,1.0,0.0049999994,,4999.8184,1.0
0.35,4318.415,4999.800250948451,100.0,1.0,500.0,0.01,200,200.0,100,0.03443894646091655,0.18464991,2,0.03443894646091655,0.01,1.0,3.5044917e-18,4999.800250948451,4999.800250948451,1.0,0.009999998,,4999.8,1.0
0.35,4518.0024,4999.827964597657,199.99996212982944,0.9999951,500.0,0.0049979948,200,200.0,100,0.024678748931354605,0.17161624,1,0.024678748931354605,0.0050031026,1.0,6.2818446e-13,4999.827964597657,4999.827964597657,1.0006156,0.005,2.5127598e-08,4999.8145,0.99959403
0.35,4318.4214,4999.80609263539,100.0,1.0,500.0,0.01,200,200.0,100,0.05643810914484744,0.2363843,2,0.05643810914484744,0.01,1.0,3.5044917e-18,4999.80609263539,4999.80609263539,1.0,0.009999998,,4999.806,1.0
0.35,4517.9946,4999.80700381753,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.02486651960483438,0.20062047,1,0.02486651960483438,0.005,1.0,2.179301e-19,4999.80700381753,4999.80700381753,1.0,0.0049999994,,4999.8066,1.0
0.35,4318.3945,4999.779344505802,100.0,1.0,500.0,0.01,200,200.0,100,0.02896471532010071,0.16935302,2,0.02896471532010071,0.01,1.0,3.5044917e-18,4999.779344505802,4999.779344505802,1.0,0.009999998,,4999.78,1.0
0.35,4517.985,4999.814817806102,200.00000010221265,1.0,500.0,0.005,200,200.0,100,0.032337571550727806,0.17509748,1,0.032337571550727806,0.005,1.0,2.179301e-19,4999.814817806102,4999.814817806102,1.0,0.0049999994,,4999.797,1.0
0.35,4268.463,4949.848420841352,100.0,1.0,495.01,0.01,200,200.0,100,249984.7152143053,497.47855,2,249984.7152143053,0.01,1.0,3.5044917e-18,4949.848420841352,4949.848420841352,1.0,0.009999998,,4949.848,1.0
0.35,4498.585,4999.791553160218,195.63938819480384,0.99132705,500.0,0.0025350899,200,196.36797083814582,100,0.03043448758318524,211.9058,1,0.03043448758318524,0.0061812834,1.018496,5.600226e-07,4999.791553160218,4999.791553160218,1.2255347,0.005,0.022014026,4984.8325,0.50262064
