MaxVanillaIw,ESSClassic,AvgVanillaIw,J,AvgEpLen,MaxNormIw,eRenyi2,Delta,MinVanillaIw,VanillaAvgRet,EpsThisIter,BatchSize,ESSRenyi,VarVanillaIw,IterType,AvgRet,Bound,VarJ,VarNormIw,VarDiscRet,AvgNormIw,MinNormIw,AvgDiscRet,VarRet
1.09708,99.9332482009,0.997695,-1131.55,500.0,0.0109962,1.00077,0.1,0.956303,-1131.81246646,100,100,99.9229191292,0.000671742,1,-1131.81246646,-1488.29,34.5434,6.74849e-08,1006.22499182,0.01,0.00958512,-1131.81246646,1006.22499182
1.04882,99.981932439,0.996634,-1132.95,500.0,0.0105237,1.0003,0.1,0.960467,-1133.06514811,100,100,99.9695274732,0.000181429,1,-1133.06514811,-1509.06,31.2507,1.82656e-08,928.709480522,0.01,0.00963711,-1133.06514811,928.709480522
1.06981,99.7536592707,1.00548,-1136.06,500.0,0.0106398,1.00221,0.1,0.648976,-1137.19343441,100,100,99.7794377667,0.00252214,1,-1137.19343441,-1571.69,20.4493,2.49471e-07,1003.72846093,0.01,0.00645437,-1137.19343441,1003.72846093
1.00863,99.9980089715,1.00011,-1134.46,500.0,0.0100852,1.00003,0.1,0.984011,-1134.47126257,100,100,99.9973774644,2.02369e-05,1,-1134.47126257,-1484.49,3.75365,2.02325e-09,14.6440015877,0.01,0.00983905,-1134.47126257,14.6440015877
1.18071,99.7559103517,0.989189,-1130.15,500.0,0.0119361,1.00243,0.1,0.863668,-1131.14005679,100,100,99.7572013402,0.00241869,1,-1131.14005679,-1565.68,65.2631,2.47185e-07,3380.45379796,0.01,0.00873107,-1131.14005679,3380.45379796
1.0689,99.6663862062,0.99816,-1136.31,500.0,0.0107087,1.00288,0.1,0.708378,-1138.11360489,100,100,99.7124737468,0.00336886,1,-1138.11360489,-1684.28,53.4167,3.38129e-07,5340.28897275,0.01,0.00709683,-1138.11360489,5340.28897275
1.08399,99.6280233931,1.0049,-1139.34,500.0,0.0107871,1.00337,0.1,0.714622,-1141.3517476,100,100,99.6640088356,0.00380888,1,-1141.3517476,-1683.67,54.3099,3.77186e-07,5567.8177122,0.01,0.00711141,-1141.3517476,5567.8177122
1.04449,99.8073117074,0.996378,-1134.9,500.0,0.0104828,1.00114,0.1,0.717502,-1135.45822849,100,100,99.8862251185,0.00193644,1,-1135.45822849,-1557.74,23.901,1.95055e-07,1008.61162367,0.01,0.0072011,-1135.45822849,1008.61162367
1.13607,99.8709790469,0.995545,-1132.82,500.0,0.0114115,1.00101,0.1,0.917754,-1133.21989333,100,100,99.8987151894,0.00129374,1,-1133.21989333,-1547.91,38.9839,1.30535e-07,1342.15098868,0.01,0.00921861,-1133.21989333,1342.15098868
1.10151,99.5969858243,1.00011,-1141.32,500.0,0.0110139,1.00375,0.1,0.706347,-1143.87933219,100,100,99.626013854,0.00408828,1,-1143.87933219,-1740.26,61.1317,4.08736e-07,7440.93434197,0.01,0.00706268,-1143.87933219,7440.93434197
1.22856,99.7351222422,0.998744,-1129.67,500.0,0.012301,1.00249,0.1,0.893362,-1130.47121346,100,100,99.7513650308,0.0026758,1,-1130.47121346,-1471.89,42.5547,2.68254e-07,1214.68753562,0.01,0.00894485,-1130.47121346,1214.68753562
1.63618,99.1643363686,1.00163,-1128.71,500.0,0.0163352,1.00529,0.1,0.870301,-1130.46316866,100,100,99.4739103279,0.00853988,1,-1130.46316866,-1506.54,54.6614,8.51211e-07,1629.86584386,0.01,0.00868885,-1130.46316866,1629.86584386
1.07216,99.9506639153,0.996603,-1133.74,500.0,0.0107582,1.00041,0.1,0.924415,-1133.89889159,100,100,99.9592470378,0.000495442,1,-1133.89889159,-1517.6,18.0867,4.98825e-08,347.868352703,0.01,0.00927566,-1133.89889159,347.868352703
1.13933,99.847883242,0.999648,-1130.74,500.0,0.0113973,1.00205,0.1,0.877633,-1131.53031156,100,100,99.7951183881,0.00153769,1,-1131.53031156,-1533.77,56.1036,1.53877e-07,2612.35513557,0.01,0.00877942,-1131.53031156,2612.35513557
1.10034,99.9299798568,0.998366,-1131.11,500.0,0.0110214,1.0009,0.1,0.936361,-1131.42148504,100,100,99.9105420016,0.000705444,1,-1131.42148504,-1488.59,35.2197,7.07755e-08,1038.08573243,0.01,0.00937894,-1131.42148504,1038.08573243
1.05827,99.9713396289,0.999234,-1132.43,500.0,0.0105908,1.00029,0.1,0.963631,-1132.52325396,100,100,99.971326469,0.00028916,1,-1132.52325396,-1474.96,17.1443,2.89604e-08,265.178820285,0.01,0.0096437,-1132.52325396,265.178820285
1.12995,99.9196010785,0.992517,-1130.92,500.0,0.0113847,1.00124,0.1,0.934347,-1131.3853033,100,100,99.8765325972,0.000800729,1,-1131.3853033,-1528.53,45.0266,8.12849e-08,1681.75471273,0.01,0.00941391,-1131.3853033,1681.75471273
1.35323,99.5817511058,0.993885,-1132.01,500.0,0.0136156,1.00375,0.1,0.849787,-1133.28132281,100,100,99.6264398053,0.00419077,1,-1133.28132281,-1511.61,46.3933,4.24249e-07,1307.03216109,0.01,0.00855015,-1133.28132281,1307.03216109
2.99851,90.5858252089,1.00639,-1105.2,500.0,0.0297948,1.06009,0.1,0.656325,-1122.68748702,100,100,94.3314166297,0.10632,1,-1122.68748702,-1477.57,180.772,1.04975e-05,5748.62384788,0.01,0.00652161,-1122.68748702,5748.62384788
1.08815,99.8322091714,0.996395,-1139.97,500.0,0.0109208,1.0018,0.1,0.870409,-1140.74963701,100,100,99.8201392407,0.00168548,1,-1140.74963701,-1564.93,34.738,1.6977e-07,1510.5473899,0.01,0.00873558,-1140.74963701,1510.5473899
1.0365,99.9455393844,1.00019,-1133.45,500.0,0.010363,1.00043,0.1,0.863763,-1133.59753814,100,100,99.9568886729,0.000550611,1,-1133.59753814,-1508.77,26.9872,5.50408e-08,707.539822454,0.01,0.00863604,-1133.59753814,707.539822454
1.18384,99.7022440463,1.00146,-1124.55,500.0,0.0118212,1.00432,0.1,0.840415,-1126.68033487,100,100,99.5702457051,0.0030256,1,-1126.68033487,-1630.5,90.6348,3.01678e-07,7745.63582673,0.01,0.00839189,-1126.68033487,7745.63582673
1.26521,99.3575937729,0.98625,-1122.15,500.0,0.0128284,1.00686,0.1,0.858573,-1124.37150666,100,100,99.318919084,0.00635257,1,-1124.37150666,-1467.98,53.9312,6.53093e-07,1976.20322744,0.01,0.00870543,-1124.37150666,1976.20322744
1.23578,98.6095470124,0.996561,-1141.07,500.0,0.0124004,1.0098,0.1,0.535268,-1147.76552338,100,100,99.0294331495,0.0141455,1,-1147.76552338,-1730.45,63.7101,1.42432e-06,10466.0803785,0.01,0.00537115,-1147.76552338,10466.0803785
1.13082,99.439416231,0.988877,-1133.69,500.0,0.0114354,1.00351,0.1,0.647337,-1135.70534594,100,100,99.6506421881,0.00556848,1,-1135.70534594,-1625.59,62.1475,5.69445e-07,5231.51627625,0.01,0.00654618,-1135.70534594,5231.51627625
1.92609,97.9097555598,0.996155,-1119.89,500.0,0.0193353,1.02142,0.1,0.805574,-1126.70130217,100,100,97.9026793256,0.021399,1,-1126.70130217,-1491.32,107.715,2.15645e-06,3623.39627942,0.01,0.00808683,-1126.70130217,3623.39627942
1.40874,98.9596111164,0.999282,-1124.34,500.0,0.0140975,1.01029,0.1,0.605467,-1130.72441139,100,100,98.9815013112,0.010604,1,-1130.72441139,-1716.16,98.5012,1.06192e-06,11686.4213471,0.01,0.00605902,-1130.72441139,11686.4213471
3.00676,94.2061078868,0.98538,-1105.97,500.0,0.0305137,1.03873,0.1,0.65301,-1118.23455348,100,100,96.2718479538,0.0603201,1,-1118.23455348,-1495.8,151.207,6.21232e-06,5879.72897636,0.01,0.00662698,-1118.23455348,5879.72897636
1.3917,98.7083231007,1.00091,-1105.05,500.0,0.0139045,1.01356,0.1,0.776495,-1112.88810674,100,100,98.6619733881,0.0132418,1,-1112.88810674,-1696.91,144.553,1.32179e-06,17645.099355,0.01,0.00775792,-1112.88810674,17645.099355
3.87792,76.6489240291,0.970993,-1032.89,500.0,0.0399377,1.20874,0.1,0.245058,-1092.47682768,100,100,82.7304758936,0.290134,1,-1092.47682768,-1436.42,306.649,3.07728e-05,17800.2717283,0.01,0.00252379,-1092.47682768,17800.2717283
2.20541,95.1582912182,1.00607,-1074.16,500.0,0.0219209,1.0366,0.1,0.544985,-1093.37523778,100,100,96.469071587,0.0520209,1,-1093.37523778,-1672.86,214.958,5.13946e-06,29839.2253181,0.01,0.00541694,-1093.37523778,29839.2253181
2.24695,94.8099694077,0.987289,-1090.05,500.0,0.0227588,1.03685,0.1,0.513035,-1110.34204911,100,100,96.4463343449,0.053898,1,-1110.34204911,-1688.72,202.25,5.52948e-06,42572.0600957,0.01,0.0051964,-1110.34204911,42572.0600957
1.70507,96.8823424271,1.00114,-1079.76,500.0,0.0170313,1.02709,0.1,0.574154,-1093.85285007,100,100,97.3621053018,0.0325786,1,-1093.85285007,-1674.99,209.186,3.25047e-06,32082.6339226,0.01,0.00573502,-1093.85285007,32082.6339226
1.40679,97.0093596693,0.995879,-1056.76,500.0,0.0141261,1.03039,0.1,0.569087,-1073.52866724,100,100,97.0507188614,0.0308836,1,-1073.52866724,-1655.82,216.472,3.11397e-06,38288.5579615,0.01,0.00571441,-1073.52866724,38288.5579615
1.53332,96.6991374824,1.02161,-1066.79,500.0,0.0150089,1.02932,0.1,0.466972,-1082.92374187,100,100,97.1519111585,0.0359864,1,-1082.92374187,-1663.48,239.231,3.44804e-06,52733.7712589,0.01,0.00457097,-1082.92374187,52733.7712589
1.29828,98.2077955316,0.98879,-1120.73,500.0,0.01313,1.02109,0.1,0.717946,-1133.54592764,100,100,97.9347972909,0.0180228,1,-1133.54592764,-1714.89,245.832,1.84338e-06,77211.1432501,0.01,0.00726085,-1133.54592764,77211.1432501
2.2557,92.7323287151,1.01584,-1035.16,500.0,0.0222052,1.06687,0.1,0.263996,-1072.15873728,100,100,93.7322602654,0.0816924,1,-1072.15873728,-1642.35,242.146,7.9164e-06,52713.1870284,0.01,0.00259878,-1072.15873728,52713.1870284
1.47442,95.9703068623,0.953098,-1083.38,500.0,0.0154698,1.03002,0.1,0.447049,-1100.10371993,100,100,97.0857408188,0.0385277,1,-1100.10371993,-1680.39,238.344,4.24129e-06,56347.7647832,0.01,0.00469049,-1100.10371993,56347.7647832
1.65828,91.7707599208,1.02656,-1010.88,500.0,0.0161537,1.08039,0.1,0.14099,-1053.99591304,100,100,92.5587517347,0.0954535,1,-1053.99591304,-1622.13,281.309,9.0578e-06,66265.9404036,0.01,0.00137342,-1053.99591304,66265.9404036
1.54719,91.2425413431,0.977511,-1009.1,500.0,0.0158279,1.08234,0.1,0.295389,-1049.33497071,100,100,92.3922562221,0.0926379,1,-1049.33497071,-1620.83,246.366,9.69496e-06,60229.8791264,0.01,0.00302185,-1049.33497071,60229.8791264
1.6699,93.5582298638,0.994833,-991.106,500.0,0.0167857,1.05576,0.1,0.356766,-1021.27347105,100,100,94.7182269238,0.0688317,1,-1021.27347105,-1595.46,251.293,6.95486e-06,54411.0812838,0.01,0.0035862,-1021.27347105,54411.0812838
1.87241,91.089477768,1.00945,-937.168,500.0,0.0185488,1.08501,0.1,0.0573774,-984.301419697,100,100,92.16503465,0.100686,1,-984.301419697,-1550.11,257.757,9.88098e-06,71797.3394941,0.01,0.000568403,-984.301419697,71797.3394941
2.81418,84.3590599296,0.992368,-881.412,500.0,0.0283582,1.14073,0.1,0.235425,-957.621176829,100,100,87.663087977,0.184434,1,-957.621176829,-1509.75,237.456,1.87282e-05,76537.3460047,0.01,0.00237236,-957.621176829,76537.3460047
1.76976,92.0251276783,0.986329,-858.426,500.0,0.0179429,1.06764,0.1,0.347117,-895.578254238,100,100,93.6645462288,0.0851579,1,-895.578254238,-1466.25,273.701,8.75349e-06,81290.2614765,0.01,0.00351929,-895.578254238,81290.2614765
1.71065,94.8088456093,1.01075,-828.108,500.0,0.0169245,1.05645,0.1,0.423753,-858.319538831,100,100,94.6562370306,0.0565026,1,-858.319538831,-1432.4,282.41,5.53069e-06,91765.9697739,0.01,0.00419245,-858.319538831,91765.9697739
1.55939,92.0112845698,0.983837,-772.561,500.0,0.0158501,1.08329,0.1,0.275025,-822.662982985,100,100,92.3111933845,0.0848881,1,-822.662982985,-1385.2,192.139,8.77001e-06,63834.2183126,0.01,0.00279544,-822.662982985,63834.2183126
1.95422,91.42806638,1.01672,-769.955,500.0,0.0192208,1.08462,0.1,0.383766,-817.966352808,100,100,92.1978549176,0.0978958,1,-817.966352808,-1383.94,238.012,9.47031e-06,94363.8786725,0.01,0.00377457,-817.966352808,94363.8786725
1.50481,95.3229943571,1.01042,-705.831,500.0,0.0148929,1.04449,0.1,0.422253,-732.008328654,100,100,95.7407144059,0.0505982,1,-732.008328654,-1306.48,154.571,4.95602e-06,37661.1070857,0.01,0.00417899,-732.008328654,37661.1070857
1.72083,94.2784638431,1.02921,-706.389,500.0,0.01672,1.05149,0.1,0.157781,-743.529240787,100,100,95.1032841133,0.0649341,1,-743.529240787,-1309.64,153.404,6.13012e-06,56601.6802131,0.01,0.00153304,-743.529240787,56601.6802131
1.64642,92.7897637761,1.01203,-668.543,500.0,0.0162685,1.06234,0.1,0.382848,-695.26649797,100,100,94.13221116,0.0803892,1,-695.26649797,-1094.86,121.332,7.84901e-06,23908.6225307,0.01,0.00378299,-695.26649797,23908.6225307
1.58039,96.3083462619,1.00254,-669.597,500.0,0.0157639,1.0392,0.1,0.240354,-695.088059575,100,100,96.2283139206,0.0389154,1,-695.088059575,-1268.47,123.89,3.87188e-06,34527.3380706,0.01,0.00239746,-695.088059575,34527.3380706
1.57433,93.5620485002,1.0134,-649.664,500.0,0.0155351,1.05341,0.1,0.304216,-672.964013216,100,100,94.9295582746,0.0713793,1,-672.964013216,-1057.71,94.4452,6.95044e-06,19103.4910356,0.01,0.00300194,-672.964013216,19103.4910356
1.41006,93.9870326788,0.991588,-697.074,500.0,0.0142202,1.05256,0.1,0.154238,-734.219392317,100,100,95.0060648617,0.0635402,1,-734.219392317,-1300.2,253.742,6.46229e-06,104533.181597,0.01,0.00155547,-734.219392317,104533.181597
1.59923,95.3605700968,0.999134,-652.814,500.0,0.0160061,1.03238,0.1,0.449501,-672.565054064,100,100,96.8638614056,0.0490577,1,-672.565054064,-1250.21,151.919,4.91428e-06,36153.0925899,0.01,0.0044989,-672.565054064,36153.0925899
1.33318,96.4329232264,1.00594,-620.055,500.0,0.013253,1.03079,0.1,0.403606,-633.134874489,100,100,97.0129284528,0.0378092,1,-633.134874489,-1011.1,87.0715,3.73637e-06,13010.4887449,0.01,0.00401221,-633.134874489,13010.4887449
1.33116,96.3460013282,0.991647,-630.868,500.0,0.0134238,1.02629,0.1,0.369731,-648.226068331,100,100,97.4385213649,0.0376714,1,-648.226068331,-1225.94,104.852,3.83087e-06,29271.7630338,0.01,0.00372845,-648.226068331,29271.7630338
1.26119,98.8675301808,1.02886,-629.823,500.0,0.0122582,1.01212,0.1,0.599051,-637.61391847,100,100,98.8029898341,0.0122475,1,-637.61391847,-1221.65,155.871,1.15701e-06,29774.8240043,0.01,0.00582247,-637.61391847,29774.8240043
1.37431,96.9773583283,1.00535,-645.075,500.0,0.0136699,1.02739,0.1,0.53201,-662.567424562,100,100,97.3338288629,0.0318213,1,-662.567424562,-1241.62,137.646,3.14836e-06,43300.5208407,0.01,0.0052918,-662.567424562,43300.5208407
1.40375,96.9335889366,0.994014,-604.385,500.0,0.014122,1.02606,0.1,0.456531,-614.191066409,100,100,97.4601323075,0.0315723,1,-614.191066409,-945.883,64.3111,3.19537e-06,7593.68561228,0.01,0.0045928,-614.191066409,7593.68561228
1.29427,97.7670964618,0.998569,-597.341,500.0,0.0129612,1.01737,0.1,0.438988,-604.409019324,100,100,98.2922893952,0.0230035,1,-604.409019324,-951.629,61.2372,2.30694e-06,6550.89305208,0.01,0.00439617,-604.409019324,6550.89305208
1.2222,98.6882526027,1.00575,-607.781,500.0,0.0121522,1.01181,0.1,0.569187,-615.766830104,100,100,98.8330463479,0.0135807,1,-615.766830104,-1199.63,94.6587,1.3426e-06,21778.1121651,0.01,0.00565934,-615.766830104,21778.1121651
1.54321,95.1299227622,0.950977,-600.623,500.0,0.0162277,1.03387,0.1,0.336452,-610.724348296,100,100,96.7237939084,0.0467653,1,-610.724348296,-896.8,68.9275,5.1711e-06,5990.53420227,0.01,0.00353796,-610.724348296,5990.53420227
1.38707,96.5066687598,0.991501,-590.417,500.0,0.0139896,1.03112,0.1,0.563329,-597.163723,100,100,96.9820176601,0.0359444,1,-597.163723,-826.913,64.6617,3.65633e-06,4185.6060539,0.01,0.00568157,-597.163723,4185.6060539
2.29789,96.056386616,1.01887,-577.239,500.0,0.0225533,1.0288,0.1,0.669666,-583.499375602,100,100,97.2005872863,0.04305,1,-583.499375602,-809.433,55.8299,4.14701e-06,2886.27763424,0.01,0.00657263,-583.499375602,2886.27763424
1.59393,93.6252763254,0.955844,-581.102,500.0,0.0166756,1.03806,0.1,0.237152,-590.988587311,100,100,96.3332844122,0.0628361,1,-590.988587311,-822.816,51.4909,6.87757e-06,3783.90232784,0.01,0.00248107,-590.988587311,3783.90232784
1.37221,97.9082537204,1.00943,-572.421,500.0,0.0135939,1.01835,0.1,0.555867,-576.746511579,100,100,98.197892574,0.0219892,1,-576.746511579,-809.421,52.4434,2.15804e-06,2851.92515044,0.01,0.00550675,-576.746511579,2851.92515044
1.1523,98.7288494133,0.983063,-589.108,500.0,0.0117215,1.0089,0.1,0.652482,-594.563538374,100,100,99.1177528794,0.0125686,1,-594.563538374,-1179.85,113.249,1.30055e-06,21493.0252968,0.01,0.00663723,-594.563538374,21493.0252968
1.39304,99.0681845573,1.00402,-575.941,500.0,0.0138747,1.01121,0.1,0.836496,-578.298222178,100,100,98.8911507559,0.00957685,1,-578.298222178,-789.643,50.3675,9.5004e-07,2554.16806756,0.01,0.00833151,-578.298222178,2554.16806756
1.28798,97.7457666527,0.99012,-568.476,500.0,0.0130083,1.01909,0.1,0.597368,-572.830420723,100,100,98.1267202807,0.0228372,1,-572.830420723,-798.993,53.865,2.32952e-06,3009.88579666,0.01,0.00603329,-572.830420723,3009.88579666
1.28091,98.5513080847,0.982024,-579.271,500.0,0.0130435,1.01316,0.1,0.712852,-583.783168274,100,100,98.701477791,0.0143193,1,-583.783168274,-924.777,66.1917,1.48483e-06,6062.33193844,0.01,0.007259,-583.783168274,6062.33193844
1.81785,94.6939894814,0.988436,-572.491,500.0,0.0183912,1.03172,0.1,0.0998059,-582.749419844,100,100,96.9257760433,0.0552975,1,-582.749419844,-849.143,64.0296,5.65989e-06,5362.32808105,0.01,0.00100974,-582.749419844,5362.32808105
1.27638,97.915350523,0.988428,-562.269,500.0,0.0129132,1.01866,0.1,0.558853,-566.657594413,100,100,98.1681521501,0.0210101,1,-566.657594413,-792.04,49.7143,2.15049e-06,2900.30334001,0.01,0.00565396,-566.657594413,2900.30334001
1.21955,99.1091133685,0.998121,-569.248,500.0,0.0122184,1.01108,0.1,0.76927,-571.660943241,100,100,98.9042094674,0.00904589,1,-571.660943241,-792.677,54.1264,9.07997e-07,2924.29956086,0.01,0.00770718,-571.660943241,2924.29956086
1.50204,96.9438538055,1.02072,-556.502,500.0,0.0147155,1.02278,0.1,0.703734,-561.122730871,100,100,97.7730731167,0.0331769,1,-561.122730871,-769.368,52.2927,3.18434e-06,2610.46312938,0.01,0.00689446,-561.122730871,2610.46312938
1.37749,99.3248391053,0.996725,-554.316,500.0,0.0138202,1.00618,0.1,0.809129,-555.527670384,100,100,99.3854848945,0.00682128,1,-555.527670384,-753.911,43.4893,6.86619e-07,1949.11641665,0.01,0.00811788,-555.527670384,1949.11641665
1.30333,98.2392346912,0.976808,-565.193,500.0,0.0133427,1.01625,0.1,0.576911,-568.278245764,100,100,98.4005901731,0.0172743,1,-568.278245764,-768.461,46.928,1.81043e-06,2100.99378593,0.01,0.00590609,-568.278245764,2100.99378593
1.17285,98.1807827243,0.996015,-567.277,500.0,0.0117754,1.01556,0.1,0.392524,-571.824694463,100,100,98.4676987027,0.0185676,1,-571.824694463,-851.278,55.9362,1.87164e-06,4153.73959642,0.01,0.00394095,-571.824694463,4153.73959642
1.34124,95.7021785041,0.967094,-539.773,500.0,0.0138687,1.03187,0.1,0.374212,-546.907362915,100,100,96.9111856261,0.0424256,1,-546.907362915,-764.012,51.0049,4.53619e-06,3055.39025866,0.01,0.00386944,-546.907362915,3055.39025866
1.37014,97.1796688414,0.982954,-553.278,500.0,0.013939,1.02482,0.1,0.597799,-558.549187999,100,100,97.5785000405,0.0283242,1,-558.549187999,-774.216,51.0463,2.93151e-06,2815.20705496,0.01,0.00608165,-558.549187999,2815.20705496
1.23749,98.9360496082,1.00196,-539.646,500.0,0.0123507,1.01146,0.1,0.695885,-541.908153218,100,100,98.8670128804,0.0109051,1,-541.908153218,-741.938,40.395,1.08625e-06,1797.11726065,0.01,0.00694526,-541.908153218,1797.11726065
1.43136,98.24255648,0.986561,-549.3,500.0,0.0145086,1.01443,0.1,0.612005,-552.448266732,100,100,98.5772553818,0.0175868,1,-552.448266732,-766.294,50.1564,1.80692e-06,2518.38271629,0.01,0.00620342,-552.448266732,2518.38271629
1.20307,99.1645009277,1.00126,-547.553,500.0,0.0120156,1.00886,0.1,0.756751,-549.260962503,100,100,99.1219457783,0.00853249,1,-549.260962503,-745.281,43.5308,8.51109e-07,1882.08522297,0.01,0.00755802,-549.260962503,1882.08522297
1.35139,95.8849087168,0.969839,-537.593,500.0,0.0139341,1.03191,0.1,0.30106,-544.750834371,100,100,96.9074239592,0.0407751,1,-544.750834371,-752.367,54.3296,4.33507e-06,3436.01822542,0.01,0.00310423,-544.750834371,3436.01822542
1.17505,98.8344543708,1.00246,-537.52,500.0,0.0117216,1.01111,0.1,0.599264,-540.902182908,100,100,98.9013175983,0.0119708,1,-540.902182908,-824.027,53.8356,1.19121e-06,3915.36653632,0.01,0.00597793,-540.902182908,3915.36653632
1.73596,97.6648158038,1.00528,-535.777,500.0,0.0172683,1.01724,0.1,0.775819,-539.050792555,100,100,98.3047756861,0.0244078,1,-539.050792555,-734.221,43.8443,2.41519e-06,1773.42040401,0.01,0.00771741,-539.050792555,1773.42040401
1.43803,97.8732880199,1.00759,-533.021,500.0,0.014272,1.01444,0.1,0.572317,-535.993766351,100,100,98.5765140028,0.0222831,1,-535.993766351,-740.328,44.8227,2.19487e-06,1972.81546634,0.01,0.00568007,-535.993766351,1972.81546634
1.58203,98.5541751897,1.01534,-531.135,500.0,0.0155813,1.01294,0.1,0.774821,-533.68107555,100,100,98.7230020162,0.0152769,1,-533.68107555,-727.97,44.5425,1.48186e-06,1985.43718673,0.01,0.00763111,-533.68107555,1985.43718673
1.35251,98.8830563514,0.9989,-544.053,500.0,0.01354,1.00988,0.1,0.750804,-546.050150026,100,100,99.0212153041,0.0113849,1,-546.050150026,-757.975,52.1198,1.141e-06,2625.38712582,0.01,0.00751632,-546.050150026,2625.38712582
1.2356,98.8577578158,1.00123,-533.658,500.0,0.0123408,1.01122,0.1,0.739858,-535.907024804,100,100,98.8906494634,0.0116997,1,-535.907024804,-734.217,42.8265,1.16711e-06,1967.18866848,0.01,0.00738953,-535.907024804,1967.18866848
