VarRet,ESSRenyi,VarDiscRet,VarJ,AvgEpLen,AvgVanillaIw,ESSClassic,AvgRet,J,VarVanillaIw,BatchSize,AvgNormIw,MaxVanillaIw,eRenyi2,MinVanillaIw,Bound,VarNormIw,MaxNormIw,MinNormIw,AvgDiscRet
5068.280106981779,3.457772813952805e-05,5068.28010698178,,12.62,11230.166,1.0,116.11656713830943,253.70937,12611661000.0,100,0.01,1123016.6,2892035.0,,2792850.8,0.010000003,1.0,,-2.9416469260468145e-14
6638.380067667815,2.326382103607753e-06,6638.380067667816,,20.35,175697.34,1.0,193.3425252062473,156.49135,3086955600000.0,100,0.01,17569734.0,42985200.0,,27348064.0,0.010000003,1.0,,1.3500311979441903e-14
8956.31480093659,0.00012834461041274264,8956.31480093659,,24.34,19213.018,1.0,233.23277809064132,156.6064,36914004000.0,100,0.01,1921301.8,779152.3,,2984619.0,0.010000002,1.0,,3.922195901395753e-14
10435.437417592584,1.2561912642650567e-06,10435.437417592584,1.7028433e-05,24.47,7869.058,1.0,234.53293308946493,125.30536,6192207400.0,100,0.01,786905.8,79605710.0,,711745.2,0.010000001,1.0,,2.0321522242738864e-14
7908.937177921759,0.23090325183343932,7908.937177921761,120.21074,23.22,7.7066045,2.1515564229220243,222.03120552665666,100.91964,2728.3005,100,0.01,475.2472,433.08182,,291.2296,0.0045937346,0.6166752,,1.3926637620897963e-14
8914.285567650208,46.80371849458727,8914.285567650208,138.37817,24.22,0.8686525,45.3897640726585,232.03240583703052,35.919483,0.9170078,100,0.010000002,3.5939386,2.1365824,0.0018288759,-1.7425995,0.00012152927,0.041373722,2.1054171e-05,-1.2221335055073723e-14
8594.586968371064,89.66752839452991,8594.586968371063,103.4641,23.6,1.0510131,90.93995294424248,225.83228596189173,12.673096,0.111162014,100,0.01,1.983713,1.1152309,0.23360112,-9.253724,1.0063293e-05,0.018874293,0.002222628,-1.0800249583553523e-14
9995.57875934774,100.0,9995.57875934774,99.47674,24.36,1.0,100.0,233.43292789094764,,,100,0.009999998,1.0,1.0,1.0,-24.944326,3.5044917e-18,0.01,0.01,-1.4779288903810084e-14
9363.821868527422,100.0,9363.821868527422,96.2818,25.11,1.0,100.0,240.9353169298304,1.1920929e-07,,100,0.009999998,1.0,1.0,1.0,-25.155949,3.5044917e-18,0.01,0.01,-3.0269120543380266e-14
8332.402308165882,100.0,8332.402308165882,90.82443,23.25,1.0,100.0,222.332859329446,-1.4305115e-06,,100,0.009999998,1.0,1.0,1.0,-29.245861,3.5044917e-18,0.01,0.01,
8586.926350613621,100.0,8586.926350613621,92.20117,23.15,1.0,100.0,221.33103465393174,-7.1525574e-07,,100,0.009999998,1.0,1.0,1.0,-35.218876,3.5044917e-18,0.01,0.01,-3.311129148642067e-14
6700.393322459377,100.0,6700.393322459377,81.44562,23.47,1.0,100.0,224.5343355770274,1.013279e-06,,100,0.009999998,1.0,1.0,1.0,-28.21894,3.5044917e-18,0.01,0.01,3.3253400033572687e-14
8349.29559037009,100.0,8349.295590370088,90.91646,21.69,1.0,100.0,206.72954777826223,-2.3841858e-07,,100,0.009999998,1.0,1.0,1.0,-25.51051,3.5044917e-18,0.01,0.01,-1.8474111129762605e-14
6469.49006254936,100.0,6469.490062549358,80.02996,23.2,1.0,100.0,221.83384988335598,-7.1525574e-07,,100,0.009999998,1.0,1.0,1.0,-23.39647,3.5044917e-18,0.01,0.01,5.115907697472721e-15
9402.962741834659,100.0,9402.962741834659,96.48282,24.9,1.0,100.0,238.83428223682026,2.9802322e-07,,100,0.009999998,1.0,1.0,1.0,-33.745956,3.5044917e-18,0.01,0.01,2.5011104298755527e-14
6164.422587129271,100.0,6164.422587129271,78.12028,21.76,1.0,100.0,207.43321941709144,2.9802322e-07,,100,0.009999998,1.0,1.0,1.0,-22.926502,3.5044917e-18,0.01,0.01,1.9184653865522706e-14
6841.616708051574,100.0,6841.616708051574,82.29945,23.93,1.0,100.0,229.13493314037814,2.3841858e-07,,100,0.009999998,1.0,1.0,1.0,-22.780973,3.5044917e-18,0.01,0.01,2.3590018827235325e-14
9708.056252090748,100.0,9708.056252090746,98.03558,23.45,1.0,100.0,224.33376525161904,9.536743e-07,,100,0.009999998,1.0,1.0,1.0,-24.027645,3.5044917e-18,0.01,0.01,-2.2168933355715127e-14
8351.291989778309,100.0,8351.29198977831,90.92732,23.87,1.0,100.0,228.53188497049945,5.9604645e-08,,100,0.009999998,1.0,1.0,1.0,-22.830824,3.5044917e-18,0.01,0.01,-2.9132252166164105e-14
10857.724183182969,100.0,10857.724183182969,103.67809,23.51,1.0,100.0,224.93392231949224,-1.4305115e-06,,100,0.009999998,1.0,1.0,1.0,-41.64746,3.5044917e-18,0.01,0.01,1.4210854715202005e-15
5784.478273771855,100.0,5784.478273771856,75.67452,23.42,1.0,100.0,224.03274037194132,-2.9802322e-08,,100,0.009999998,1.0,1.0,1.0,-25.73638,3.5044917e-18,0.01,0.01,1.5631940186722205e-14
10774.228892895473,100.0,10774.228892895473,103.27868,25.33,1.0,100.0,243.13185438306394,-4.172325e-07,,100,0.009999998,1.0,1.0,1.0,-26.653107,3.5044917e-18,0.01,0.01,1.7337242752546444e-14
9060.500888307344,100.0,9060.500888307344,94.70953,24.62,1.0,100.0,236.03365359055823,-8.34465e-07,,100,0.009999998,1.0,1.0,1.0,-23.883604,3.5044917e-18,0.01,0.01,2.899014361901209e-14
8128.547626667953,100.0,8128.547626667953,89.70653,22.46,1.0,100.0,214.4328872677562,8.34465e-07,,100,0.009999998,1.0,1.0,1.0,-29.069214,3.5044917e-18,0.01,0.01,-3.012701199622825e-14
8734.178267437544,100.0,8734.178267437543,92.98837,23.79,1.0,100.0,227.73259996249453,-1.7881393e-07,,100,0.009999998,1.0,1.0,1.0,-28.789003,3.5044917e-18,0.01,0.01,1.7621459846850484e-14
8775.777797775225,100.0,8775.777797775225,93.20955,22.62,1.0,100.0,216.03453460909185,-7.1525574e-07,,100,0.009999998,1.0,1.0,1.0,-25.56861,3.5044917e-18,0.01,0.01,1.9326762412674726e-14
7250.299209022803,100.0,7250.299209022803,84.72188,22.27,1.0,100.0,212.5317044982433,8.34465e-07,,100,0.009999998,1.0,1.0,1.0,-28.386208,3.5044917e-18,0.01,0.01,-3.382183422218077e-14
