AvgEpLen,VarJ,VarVanillaIw,eRenyi2,IterType,VarDiscRet,EpsThisIter,MinNormIw,BatchSize,AvgDiscRet,VarRet,AvgNormIw,ESSRenyi,AvgVanillaIw,VarNormIw,AvgRet,Bound,MaxNormIw,ESSClassic,VanillaAvgRet,MaxVanillaIw,Delta,MinVanillaIw,J
209.02,72.274,,1.0,2,5453.71293522,100,0.0025,500,-46.1099881651,5453.71293522,0.0025,500.0,1.0,5.4346e-20,-46.1099881651,-53.7152,0.0025,400.0,-46.1099881651,1.0,0.8,1.0,-50.81
239.78,73.2359,3.08109e-10,1.0,1,5762.21092381,100,0.00199979,500,-34.2741004863,5762.21092381,0.002,500.0,1.0,1.23195e-15,-34.2741004863,-50.1013,0.00200014,500.000298562,-34.2741004863,1.00007,0.8,0.999892,-47.5027
245.71,74.5682,,1.0,2,5616.57655477,100,0.01,500,-33.8617226826,5616.57655477,0.01,500.0,1.0,3.50449e-18,-33.8617226826,-39.5683,0.01,100.0,-33.8617226826,1.0,0.8,1.0,-33.8617
216.83,74.2632,,1.0,2,5478.58993518,100,0.005,500,-43.4351841674,5478.58993518,0.005,500.0,1.0,2.1793e-19,-43.4351841674,-42.6836,0.005,200.000000102,-43.4351841674,1.0,0.8,1.0,-38.6485
223.48,74.3707,,1.0,2,5608.12691175,100,0.00333333,500,-42.6974033794,5608.12691175,0.00333333,500.0,1.0,5.43914e-20,-42.6974033794,-43.3576,0.00333333,299.999969474,-42.6974033794,1.0,0.8,1.0,-39.9981
248.61,74.832,,1.0,2,5831.07891477,100,0.0025,500,-33.3135144107,5831.07891477,0.0025,500.0,1.0,5.4346e-20,-33.3135144107,-41.2364,0.0025,400.0,-33.3135144107,1.0,0.8,1.0,-38.327
214.6,74.7983,4.37011e-12,1.0,1,5600.5057026,100,0.00199998,500,-44.4647481753,5600.5057026,0.002,500.0,1.0,1.77054e-17,-44.4647481753,-42.1567,0.00200002,499.999884572,-44.4647481753,1.00001,0.8,0.999991,-39.5545
183.4,68.5735,,1.0,2,4749.81654068,100,0.01,500,-55.1475301751,4749.81654068,0.01,500.0,1.0,3.50449e-18,-55.1475301751,-60.8299,0.01,100.0,-55.1475301751,1.0,0.8,1.0,-55.1475
222.45,71.8473,,1.0,2,5599.83568448,100,0.005,500,-42.6642457459,5599.83568448,0.005,500.0,1.0,2.1793e-19,-42.6642457459,-53.0635,0.005,200.000000102,-42.6642457459,1.0,0.8,1.0,-48.9059
226.07,72.5603,,1.0,2,5484.0522702,100,0.00333333,500,-40.9974014407,5484.0522702,0.00333333,500.0,1.0,5.43914e-20,-40.9974014407,-49.6644,0.00333333,299.999969474,-40.9974014407,1.0,0.8,1.0,-46.2697
222.17,73.1291,,1.0,2,5642.31991829,100,0.0025,500,-42.5079352741,5642.31991829,0.0025,500.0,1.0,5.4346e-20,-42.5079352741,-48.2692,0.0025,400.0,-42.5079352741,1.0,0.8,1.0,-45.3293
253.61,73.7631,6.89772e-11,1.00001,1,5692.00425229,100,0.00199991,500,-30.3986985523,5692.00425229,0.002,499.996185332,0.999999,2.75895e-16,-30.3986985523,-44.9726,0.00200008,500.000041914,-30.3986985523,1.00004,0.8,0.999954,-42.3431
204.85,73.4223,,1.0,2,5445.28054762,100,0.01,500,-48.4851816462,5445.28054762,0.01,500.0,1.0,3.50449e-18,-48.4851816462,-54.6143,0.01,100.0,-48.4851816462,1.0,0.8,1.0,-48.4852
195.71,72.7771,,1.0,2,5250.50250703,100,0.005,500,-51.3831563034,5250.50250703,0.005,500.0,1.0,2.1793e-19,-51.3831563034,-54.2681,0.005,200.000000102,-51.3831563034,1.0,0.8,1.0,-49.9342
235.97,74.4348,,1.0,2,5949.79203545,100,0.00333333,500,-35.5310230328,5949.79203545,0.00333333,500.0,1.0,5.43914e-20,-35.5310230328,-48.6717,0.00333333,299.999969474,-35.5310230328,1.0,0.8,1.0,-45.1331
224.43,74.634,,1.0,2,5696.77589031,100,0.0025,500,-40.029943236,5696.77589031,0.0025,500.0,1.0,5.4346e-20,-40.029943236,-46.9219,0.0025,400.0,-40.029943236,1.0,0.8,1.0,-43.8573
227.09,74.7073,,1.0,1,5678.59572776,100,0.002,500,-41.8811159862,5678.59572776,0.002,500.0,1.0,5.43187e-20,-41.8811159862,-46.2031,0.002,500.000006643,-41.8811159862,1.0,0.8,1.0,-43.4621
245.39,75.8527,,1.0,2,5811.75244417,100,0.01,500,-33.429676441,5811.75244417,0.01,500.0,1.0,3.50449e-18,-33.429676441,-39.0098,0.01,100.0,-33.429676441,1.0,0.8,1.0,-33.4297
222.41,75.0116,,1.0,2,5517.38229796,100,0.005,500,-42.106894591,5517.38229796,0.005,500.0,1.0,2.1793e-19,-42.106894591,-41.7427,0.005,200.000000102,-42.106894591,1.0,0.8,1.0,-37.7683
200.2,74.6375,,1.0,2,5417.06958205,100,0.00333333,500,-49.760839146,5417.06958205,0.00333333,500.0,1.0,5.43914e-20,-49.760839146,-45.0998,0.00333333,299.999969474,-49.760839146,1.0,0.8,1.0,-41.7658
227.03,74.6961,,1.0,2,5661.59491347,100,0.0025,500,-40.7563213586,5661.59491347,0.0025,500.0,1.0,5.4346e-20,-40.7563213586,-44.4397,0.0025,400.0,-40.7563213586,1.0,0.8,1.0,-41.5134
200.41,74.3838,,1.0,1,5349.50526664,100,0.002,500,-49.4786067039,5349.50526664,0.002,500.0,1.0,5.43187e-20,-49.4786067039,-45.8047,0.002,500.000006643,-49.4786067039,1.0,0.8,1.0,-43.1065
218.67,73.441,,1.0,2,5448.0678721,100,0.01,500,-44.6705266116,5448.0678721,0.01,500.0,1.0,3.50449e-18,-44.6705266116,-50.3997,0.01,100.0,-44.6705266116,1.0,0.8,1.0,-44.6705
235.03,73.941,,1.0,2,5581.72322795,100,0.005,500,-39.1815099289,5581.72322795,0.005,500.0,1.0,2.1793e-19,-39.1815099289,-45.9772,0.005,200.000000102,-39.1815099289,1.0,0.8,1.0,-41.926
235.53,74.4674,,1.0,2,5729.76555109,100,0.00333333,500,-35.311809021,5729.76555109,0.00333333,500.0,1.0,5.43914e-20,-35.311809021,-43.029,0.00333333,299.999969474,-35.311809021,1.0,0.8,1.0,-39.7213
240.7,74.7716,,1.0,2,5776.19975436,100,0.0025,500,-36.34678151,5776.19975436,0.0025,500.0,1.0,5.4346e-20,-36.34678151,-41.7423,0.0025,400.0,-36.34678151,1.0,0.8,1.0,-38.8777
204.81,74.6395,8.00535e-12,1.0,1,5488.97580645,100,0.00199997,500,-47.3922989572,5488.97580645,0.002,500.0,1.0,3.20163e-17,-47.3922989572,-43.2308,0.00200002,500.000152977,-47.3922989572,1.00001,0.8,0.999985,-40.5806
218.5,74.11,,1.0,2,5547.77255759,100,0.01,500,-43.4414891246,5547.77255759,0.01,500.0,1.0,3.50449e-18,-43.4414891246,-49.1969,0.01,100.0,-43.4414891246,1.0,0.8,1.0,-43.4415
227.77,74.9496,,1.0,2,5796.77002073,100,0.005,500,-40.6838878777,5796.77002073,0.005,500.0,1.0,2.1793e-19,-40.6838878777,-46.1324,0.005,200.000000102,-40.6838878777,1.0,0.8,1.0,-42.0627
211.14,74.4999,,1.0,2,5458.06666021,100,0.00333333,500,-46.3646244521,5458.06666021,0.00333333,500.0,1.0,5.43914e-20,-46.3646244521,-46.8196,0.00333333,299.999969474,-46.3646244521,1.0,0.8,1.0,-43.4967
218.17,74.4641,,1.0,2,5584.74156563,100,0.0025,500,-43.6571671871,5584.74156563,0.0025,500.0,1.0,5.4346e-20,-43.6571671871,-46.4151,0.0025,400.0,-43.6571671871,1.0,0.8,1.0,-43.5368
214.33,74.2737,,1.0,1,5455.71820459,100,0.002,500,-45.1567240116,5455.71820459,0.002,500.0,1.0,5.43187e-20,-45.1567240116,-46.4949,0.002,500.000006643,-45.1567240116,1.0,0.8,1.0,-43.8608
226.31,75.7047,,1.0,2,5789.090435,100,0.01,500,-39.7959024758,5789.090435,0.01,500.0,1.0,3.50449e-18,-39.7959024758,-45.5721,0.01,100.0,-39.7959024758,1.0,0.8,1.0,-39.7959
217.19,75.387,,1.0,2,5688.75506475,100,0.005,500,-42.3825336866,5688.75506475,0.005,500.0,1.0,2.1793e-19,-42.3825336866,-45.1736,0.005,200.000000102,-42.3825336866,1.0,0.8,1.0,-41.0892
199.37,74.2463,,1.0,2,5170.17946607,100,0.00333333,500,-49.9775347583,5170.17946607,0.00333333,500.0,1.0,5.43914e-20,-49.9775347583,-47.4487,0.00333333,299.999969474,-49.9775347583,1.0,0.8,1.0,-44.052
160.06,72.3732,,1.0,2,4199.96414516,100,0.0025,500,-62.5271199829,4199.96414516,0.0025,500.0,1.0,5.4346e-20,-62.5271199829,-51.6256,0.0025,400.0,-62.5271199829,1.0,0.8,1.0,-48.6708
186.89,72.1414,,1.0,1,5085.55243422,100,0.002,500,-55.3526258984,5085.55243422,0.002,500.0,1.0,5.43187e-20,-55.3526258984,-52.6501,0.002,500.000006643,-55.3526258984,1.0,0.8,1.0,-50.0071
224.24,73.4036,,1.0,2,5442.50978985,100,0.01,500,-42.1469786882,5442.50978985,0.01,500.0,1.0,3.50449e-18,-42.1469786882,-47.906,0.01,100.0,-42.1469786882,1.0,0.8,1.0,-42.147
199.15,73.7342,,1.0,2,5521.16592151,100,0.005,500,-48.3795206931,5521.16592151,0.005,500.0,1.0,2.1793e-19,-48.3795206931,-49.4064,0.005,200.000000102,-48.3795206931,1.0,0.8,1.0,-45.2632
231.06,74.4402,,1.0,2,5779.34357402,100,0.00333333,500,-38.6643779091,5779.34357402,0.00333333,500.0,1.0,5.43914e-20,-38.6643779091,-46.4465,0.00333333,299.999969474,-38.6643779091,1.0,0.8,1.0,-43.0636
173.17,73.0558,,1.0,2,4595.79044061,100,0.0025,500,-58.3261383738,4595.79044061,0.0025,500.0,1.0,5.4346e-20,-58.3261383738,-49.8089,0.0025,400.0,-58.3261383738,1.0,0.8,1.0,-46.8793
241.47,73.4659,,1.0,1,5594.33846998,100,0.002,500,-35.741425696,5594.33846998,0.002,500.0,1.0,5.43187e-20,-35.741425696,-47.272,0.002,500.000006643,-35.741425696,1.0,0.8,1.0,-44.6517
228.55,74.9267,,1.0,2,5670.72029055,100,0.01,500,-40.901363571,5670.72029055,0.01,500.0,1.0,3.50449e-18,-40.901363571,-46.863,0.01,100.0,-40.901363571,1.0,0.8,1.0,-40.9014
208.57,74.2203,,1.0,2,5445.11489082,100,0.005,500,-45.9246896658,5445.11489082,0.005,500.0,1.0,2.1793e-19,-45.9246896658,-47.6434,0.005,200.000000102,-45.9246896658,1.0,0.8,1.0,-43.413
245.13,74.8419,,1.0,2,5767.22814388,100,0.00333333,500,-32.6590330036,5767.22814388,0.00333333,500.0,1.0,5.43914e-20,-32.6590330036,-43.2824,0.00333333,299.999969474,-32.6590330036,1.0,0.8,1.0,-39.8284
245.67,75.16,,1.0,2,5835.62229798,100,0.0025,500,-35.3696963076,5835.62229798,0.0025,500.0,1.0,5.4346e-20,-35.3696963076,-41.705,0.0025,400.0,-35.3696963076,1.0,0.8,1.0,-38.7137
212.6,75.0279,3.66703e-12,1.0,1,5578.52503045,100,0.00199998,500,-44.5312272403,5578.52503045,0.002,500.0,1.0,1.46853e-17,-44.5312272403,-42.5527,0.00200002,499.999897079,-44.5312272403,1.00001,0.8,0.99999,-39.8772
231.29,77.3051,,1.0,2,6036.43752159,100,0.01,500,-39.1316252203,6036.43752159,0.01,500.0,1.0,3.50449e-18,-39.1316252203,-45.0575,0.01,100.0,-39.1316252203,1.0,0.8,1.0,-39.1316
250.11,76.9631,,1.0,2,5908.41697335,100,0.005,500,-32.6145159291,5908.41697335,0.005,500.0,1.0,2.1793e-19,-32.6145159291,-40.0633,0.005,200.000000102,-32.6145159291,1.0,0.8,1.0,-35.8731
222.82,75.5553,,1.0,2,5312.21648383,100,0.00333333,500,-41.358954734,5312.21648383,0.00333333,500.0,1.0,5.43914e-20,-41.358954734,-41.123,0.00333333,299.999969474,-41.358954734,1.0,0.8,1.0,-37.7017
215.78,75.2035,,1.0,2,5518.32738812,100,0.0025,500,-44.3692074222,5518.32738812,0.0025,500.0,1.0,5.4346e-20,-44.3692074222,-42.3315,0.0025,400.0,-44.3692074222,1.0,0.8,1.0,-39.3686
253.45,75.6054,,1.0,1,5971.22184765,100,0.002,500,-31.6984798552,5971.22184765,0.002,500.0,1.0,5.43187e-20,-31.6984798552,-40.4847,0.002,500.000006643,-31.6984798552,1.0,0.8,1.0,-37.8346
231.18,75.4827,,1.0,2,5755.19431517,100,0.01,500,-39.2567753664,5755.19431517,0.01,500.0,1.0,3.50449e-18,-39.2567753664,-45.277,0.01,100.0,-39.2567753664,1.0,0.8,1.0,-39.2568
217.58,74.9529,,1.0,2,5580.73233152,100,0.005,500,-44.4130173099,5580.73233152,0.005,500.0,1.0,2.1793e-19,-44.4130173099,-46.2258,0.005,200.000000102,-44.4130173099,1.0,0.8,1.0,-41.8349
209.38,74.1297,,1.0,2,5286.41790961,100,0.00333333,500,-46.7667799299,5286.41790961,0.00333333,500.0,1.0,5.43914e-20,-46.7667799299,-47.064,0.00333333,299.999969474,-46.7667799299,1.0,0.8,1.0,-43.4789
237.21,74.312,,1.0,2,5631.31547242,100,0.0025,500,-37.3164683638,5631.31547242,0.0025,500.0,1.0,5.4346e-20,-37.3164683638,-45.0431,0.0025,400.0,-37.3164683638,1.0,0.8,1.0,-41.9383
209.31,74.3447,,1.0,1,5579.59880928,100,0.002,500,-47.2737474398,5579.59880928,0.002,500.0,1.0,5.43187e-20,-47.2737474398,-45.7824,0.002,500.000006643,-47.2737474398,1.0,0.8,1.0,-43.0054
263.27,77.3375,,1.0,2,6041.51058037,100,0.01,500,-29.068077611,6041.51058037,0.01,500.0,1.0,3.50449e-18,-29.068077611,-34.8957,0.01,100.0,-29.068077611,1.0,0.8,1.0,-29.0681
223.46,76.2219,,1.0,2,5608.95051231,100,0.005,500,-42.1526975717,5608.95051231,0.005,500.0,1.0,2.1793e-19,-42.1526975717,-39.7311,0.005,200.000000102,-42.1526975717,1.0,0.8,1.0,-35.6104
231.38,75.9682,,1.0,2,5745.15766249,100,0.00333333,500,-38.6648006532,5745.15766249,0.00333333,500.0,1.0,5.43914e-20,-38.6648006532,-39.9931,0.00333333,299.999969474,-38.6648006532,1.0,0.8,1.0,-36.6285
242.02,75.6193,,1.0,2,5612.76157824,100,0.0025,500,-34.6197959588,5612.76157824,0.0025,500.0,1.0,5.4346e-20,-34.6197959588,-39.0425,0.0025,400.0,-34.6197959588,1.0,0.8,1.0,-36.1263
244.63,75.6124,,1.0,1,5768.70288477,100,0.002,500,-34.5348685504,5768.70288477,0.002,500.0,1.0,5.43187e-20,-34.5348685504,-38.4163,0.002,500.000006643,-34.5348685504,1.0,0.8,1.0,-35.8081
228.02,74.5781,,1.0,2,5618.06783482,100,0.01,500,-39.7203747856,5618.06783482,0.01,500.0,1.0,3.50449e-18,-39.7203747856,-45.5452,0.01,100.0,-39.7203747856,1.0,0.8,1.0,-39.7204
246.73,75.4103,,1.0,2,5856.36320995,100,0.005,500,-34.4771926332,5856.36320995,0.005,500.0,1.0,2.1793e-19,-34.4771926332,-41.2176,0.005,200.000000102,-34.4771926332,1.0,0.8,1.0,-37.0988
195.69,74.6706,,1.0,2,5285.64166137,100,0.00333333,500,-50.5642952688,5285.64166137,0.00333333,500.0,1.0,5.43914e-20,-50.5642952688,-44.9515,0.00333333,299.999969474,-50.5642952688,1.0,0.8,1.0,-41.5873
205.24,74.3008,,1.0,2,5381.32558202,100,0.0025,500,-47.6795267245,5381.32558202,0.0025,500.0,1.0,5.4346e-20,-47.6795267245,-46.0238,0.0025,400.0,-47.6795267245,1.0,0.8,1.0,-43.1104
208.27,73.9937,2.57024e-08,1.0,1,5338.19653389,100,0.00199881,500,-46.1887259161,5338.19653389,0.002,500.0,1.0,1.02806e-13,-46.1887259161,-46.3307,0.00200125,499.999910336,-46.1887259161,1.00063,0.8,0.999407,-43.7248
212.76,74.2846,,1.0,2,5573.94468818,100,0.01,500,-44.7244450691,5573.94468818,0.01,500.0,1.0,3.50449e-18,-44.7244450691,-50.686,0.01,100.0,-44.7244450691,1.0,0.8,1.0,-44.7244
232.31,74.6399,,1.0,2,5663.29342026,100,0.005,500,-38.8327229957,5663.29342026,0.005,500.0,1.0,2.1793e-19,-38.8327229957,-45.9941,0.005,200.000000102,-38.8327229957,1.0,0.8,1.0,-41.7786
259.66,75.4696,,1.0,2,5880.43155598,100,0.00333333,500,-28.188768962,5880.43155598,0.00333333,500.0,1.0,5.43914e-20,-28.188768962,-40.6906,0.00333333,299.999969474,-28.188768962,1.0,0.8,1.0,-37.2486
249.67,75.5531,,1.0,2,5795.02284207,100,0.0025,500,-33.7716964938,5795.02284207,0.0025,500.0,1.0,5.4346e-20,-33.7716964938,-39.3602,0.0025,400.0,-33.7716964938,1.0,0.8,1.0,-36.3794
217.66,75.5516,,1.0,1,5713.18723964,100,0.002,500,-44.3646410866,5713.18723964,0.002,500.0,1.0,5.43187e-20,-44.3646410866,-40.6426,0.002,500.000006643,-44.3646410866,1.0,0.8,1.0,-37.9765
192.91,71.4045,,1.0,2,5150.10763653,100,0.01,500,-53.7826464582,5150.10763653,0.01,500.0,1.0,3.50449e-18,-53.7826464582,-59.4886,0.01,100.0,-53.7826464582,1.0,0.8,1.0,-53.7826
215.46,72.4779,,1.0,2,5405.21498349,100,0.005,500,-43.1697832615,5405.21498349,0.005,500.0,1.0,2.1793e-19,-43.1697832615,-52.5259,0.005,200.000000102,-43.1697832615,1.0,0.8,1.0,-48.4762
235.81,73.7268,,1.0,2,5779.81405477,100,0.00333333,500,-37.6042113638,5779.81405477,0.00333333,500.0,1.0,5.43914e-20,-37.6042113638,-48.1588,0.00333333,299.999969474,-37.6042113638,1.0,0.8,1.0,-44.8522
164.92,72.0516,,1.0,2,4304.44933334,100,0.0025,500,-61.077788581,4304.44933334,0.0025,500.0,1.0,5.4346e-20,-61.077788581,-51.802,0.0025,400.0,-61.077788581,1.0,0.8,1.0,-48.9086
211.91,72.436,4.24811e-12,1.0,1,5520.56207792,100,0.00199998,500,-46.7548800113,5520.56207792,0.002,500.0,1.0,1.71664e-17,-46.7548800113,-51.0658,0.00200002,500.000091942,-46.7548800113,1.00001,0.8,0.999992,-48.4778
222.68,74.9873,,1.0,2,5679.89930908,100,0.01,500,-41.3356964923,5679.89930908,0.01,500.0,1.0,3.50449e-18,-41.3356964923,-46.9391,0.01,100.0,-41.3356964923,1.0,0.8,1.0,-41.3357
240.92,76.4621,,1.0,2,6115.93188748,100,0.005,500,-35.852641212,6115.93188748,0.005,500.0,1.0,2.1793e-19,-35.852641212,-42.8645,0.005,200.000000102,-35.852641212,1.0,0.8,1.0,-38.5942
213.37,75.5254,,1.0,2,5455.3259716,100,0.00333333,500,-43.8702842649,5455.3259716,0.00333333,500.0,1.0,5.43914e-20,-43.8702842649,-43.8396,0.00333333,299.999969474,-43.8702842649,1.0,0.8,1.0,-40.3529
217.61,75.098,,1.0,2,5500.74425868,100,0.0025,500,-41.4411461765,5500.74425868,0.0025,500.0,1.0,5.4346e-20,-41.4411461765,-43.694,0.0025,400.0,-41.4411461765,1.0,0.8,1.0,-40.6249
241.19,75.3266,,1.0,1,5854.68998397,100,0.002,500,-36.2300899802,5854.68998397,0.002,500.0,1.0,5.43187e-20,-36.2300899802,-42.491,0.002,500.000006643,-36.2300899802,1.0,0.8,1.0,-39.746
215.3,72.5064,,1.0,2,5310.28310395,100,0.01,500,-44.8771749616,5310.28310395,0.01,500.0,1.0,3.50449e-18,-44.8771749616,-50.4854,0.01,100.0,-44.8771749616,1.0,0.8,1.0,-44.8772
228.18,73.631,,1.0,2,5634.38855327,100,0.005,500,-40.9218449131,5634.38855327,0.005,500.0,1.0,2.1793e-19,-40.9218449131,-47.0007,0.005,200.000000102,-40.9218449131,1.0,0.8,1.0,-42.8995
217.85,73.3171,,1.0,2,5335.86449405,100,0.00333333,500,-43.8838933509,5335.86449405,0.00333333,500.0,1.0,5.43914e-20,-43.8838933509,-46.5763,0.00333333,299.999969474,-43.8838933509,1.0,0.8,1.0,-43.2276
251.06,74.3664,,1.0,2,5957.0827313,100,0.0025,500,-31.8105720817,5957.0827313,0.0025,500.0,1.0,5.4346e-20,-31.8105720817,-43.2734,0.0025,400.0,-31.8105720817,1.0,0.8,1.0,-40.3734
196.64,74.1037,,1.0,1,5294.99178457,100,0.002,500,-51.1720644769,5294.99178457,0.002,500.0,1.0,5.43187e-20,-51.1720644769,-45.1675,0.002,500.000006643,-51.1720644769,1.0,0.8,1.0,-42.5331
231.65,75.6875,,1.0,2,5786.46298147,100,0.01,500,-39.1821072474,5786.46298147,0.01,500.0,1.0,3.50449e-18,-39.1821072474,-45.1044,0.01,100.0,-39.1821072474,1.0,0.8,1.0,-39.1821
235.5,75.3254,,1.0,2,5671.98953598,100,0.005,500,-36.3648325682,5671.98953598,0.005,500.0,1.0,2.1793e-19,-36.3648325682,-41.9611,0.005,200.000000102,-36.3648325682,1.0,0.8,1.0,-37.7735
209.89,75.1403,,1.0,2,5590.69303461,100,0.00333333,500,-46.9051068184,5590.69303461,0.00333333,500.0,1.0,5.43914e-20,-46.9051068184,-44.2366,0.00333333,299.999969474,-46.9051068184,1.0,0.8,1.0,-40.8174
240.77,75.3462,,1.0,2,5813.79303346,100,0.0025,500,-36.4503628584,5813.79303346,0.0025,500.0,1.0,5.4346e-20,-36.4503628584,-42.6867,0.0025,400.0,-36.4503628584,1.0,0.8,1.0,-39.7256
244.23,75.5542,5.01361e-12,1.0,1,5865.63735807,100,0.00199998,500,-33.9155222673,5865.63735807,0.002,500.0,1.0,2.01701e-17,-33.9155222673,-41.2121,0.00200003,499.999847801,-33.9155222673,1.00001,0.8,0.999988,-38.5636
253.74,76.2231,,1.0,2,5868.6495999,100,0.01,500,-30.73693819,5868.6495999,0.01,500.0,1.0,3.50449e-18,-30.73693819,-36.383,0.01,100.0,-30.73693819,1.0,0.8,1.0,-30.7369
244.68,76.3599,,1.0,2,5906.2001958,100,0.005,500,-33.7558689176,5906.2001958,0.005,500.0,1.0,2.1793e-19,-33.7558689176,-36.4078,0.005,200.000000102,-33.7558689176,1.0,0.8,1.0,-32.2464
249.29,76.1602,,1.0,2,5795.56699404,100,0.00333333,500,-33.914193955,5795.56699404,0.00333333,500.0,1.0,5.43914e-20,-33.914193955,-36.2001,0.00333333,299.999969474,-33.914193955,1.0,0.8,1.0,-32.8023
186.26,75.2028,,1.0,2,4958.58409438,100,0.0025,500,-53.1895916902,4958.58409438,0.0025,500.0,1.0,5.4346e-20,-53.1895916902,-40.8417,0.0025,400.0,-53.1895916902,1.0,0.8,1.0,-37.8991
204.38,74.7131,,1.0,1,5246.59942194,100,0.002,500,-48.752131619,5246.59942194,0.002,500.0,1.0,5.43187e-20,-48.752131619,-42.7016,0.002,500.000006643,-48.752131619,1.0,0.8,1.0,-40.0697
226.81,74.3124,,1.0,2,5578.12000965,100,0.01,500,-40.1952839613,5578.12000965,0.01,500.0,1.0,3.50449e-18,-40.1952839613,-45.9425,0.01,100.0,-40.1952839613,1.0,0.8,1.0,-40.1953
244.96,75.7737,,1.0,2,5999.96609183,100,0.005,500,-33.7150612551,5999.96609183,0.005,500.0,1.0,2.1793e-19,-33.7150612551,-41.0191,0.005,200.000000102,-33.7150612551,1.0,0.8,1.0,-36.9552
204.16,74.7086,,1.0,2,5254.0876961,100,0.00333333,500,-46.3847470636,5254.0876961,0.00333333,500.0,1.0,5.43914e-20,-46.3847470636,-43.6051,0.00333333,299.999969474,-46.3847470636,1.0,0.8,1.0,-40.0984
197.02,74.2577,,1.0,2,5274.16457286,100,0.0025,500,-51.1300812345,5274.16457286,0.0025,500.0,1.0,5.4346e-20,-51.1300812345,-45.8932,0.0025,400.0,-51.1300812345,1.0,0.8,1.0,-42.8563
240.23,74.706,,1.0,1,5884.340319,100,0.002,500,-37.5405745111,5884.340319,0.002,500.0,1.0,5.43187e-20,-37.5405745111,-44.5094,0.002,500.000006643,-37.5405745111,1.0,0.8,1.0,-41.7932
200.29,73.1335,,1.0,2,5402.5412017,100,0.01,500,-50.4372838099,5402.5412017,0.01,500.0,1.0,3.50449e-18,-50.4372838099,-56.2228,0.01,100.0,-50.4372838099,1.0,0.8,1.0,-50.4373
200.3,72.2773,,1.0,2,5150.50648609,100,0.005,500,-49.4395222702,5150.50648609,0.005,500.0,1.0,2.1793e-19,-49.4395222702,-54.0294,0.005,200.000000102,-49.4395222702,1.0,0.8,1.0,-49.9384
231.21,73.5852,,1.0,2,5750.27302234,100,0.00333333,500,-37.4741803444,5750.27302234,0.00333333,500.0,1.0,5.43914e-20,-37.4741803444,-49.1239,0.00333333,299.999969474,-37.4741803444,1.0,0.8,1.0,-45.7837
227.55,74.2406,,1.0,2,5841.94283611,100,0.0025,500,-40.7749566035,5841.94283611,0.0025,500.0,1.0,5.4346e-20,-40.7749566035,-47.443,0.0025,400.0,-40.7749566035,1.0,0.8,1.0,-44.5315
181.9,73.3676,,1.0,1,4821.89752758,100,0.002,500,-55.3488643459,4821.89752758,0.002,500.0,1.0,5.43187e-20,-55.3488643459,-49.2991,0.002,500.000006643,-55.3488643459,1.0,0.8,1.0,-46.695
205.38,73.0413,,1.0,2,5388.91585616,100,0.01,500,-48.8618889439,5388.91585616,0.01,500.0,1.0,3.50449e-18,-48.8618889439,-54.8562,0.01,100.0,-48.8618889439,1.0,0.8,1.0,-48.8619
239.08,74.8521,,1.0,2,5843.1936705,100,0.005,500,-35.7549361979,5843.1936705,0.005,500.0,1.0,2.1793e-19,-35.7549361979,-46.5471,0.005,200.000000102,-35.7549361979,1.0,0.8,1.0,-42.3084
222.65,74.4796,,1.0,2,5490.80407878,100,0.00333333,500,-42.0777805727,5490.80407878,0.00333333,500.0,1.0,5.43914e-20,-42.0777805727,-45.6924,0.00333333,299.999969474,-42.0777805727,1.0,0.8,1.0,-42.2315
221.83,74.5292,,1.0,2,5633.09035658,100,0.0025,500,-42.4035941644,5633.09035658,0.0025,500.0,1.0,5.4346e-20,-42.4035941644,-45.2717,0.0025,400.0,-42.4035941644,1.0,0.8,1.0,-42.2746
181.59,73.8975,,1.0,1,4988.14846551,100,0.002,500,-55.8542828477,4988.14846551,0.002,500.0,1.0,5.43187e-20,-55.8542828477,-47.6713,0.002,500.000006643,-55.8542828477,1.0,0.8,1.0,-44.9905
195.12,71.1209,,1.0,2,5109.27697075,100,0.01,500,-51.1502593306,5109.27697075,0.01,500.0,1.0,3.50449e-18,-51.1502593306,-57.028,0.01,100.0,-51.1502593306,1.0,0.8,1.0,-51.1503
257.86,75.3529,,1.0,2,6124.96114581,100,0.005,500,-29.5072673086,6124.96114581,0.005,500.0,1.0,2.1793e-19,-29.5072673086,-44.4849,0.005,200.000000102,-29.5072673086,1.0,0.8,1.0,-40.3288
231.94,75.3602,,1.0,2,5738.38698283,100,0.00333333,500,-39.5719591889,5738.38698283,0.00333333,500.0,1.0,5.43914e-20,-39.5719591889,-43.47,0.00333333,299.999969474,-39.5719591889,1.0,0.8,1.0,-40.0765
236.11,75.6156,,1.0,2,5885.10546309,100,0.0025,500,-36.9970964448,5885.10546309,0.0025,500.0,1.0,5.4346e-20,-36.9970964448,-42.2455,0.0025,400.0,-36.9970964448,1.0,0.8,1.0,-39.3066
225.94,75.2851,1.26223e-10,1.0,1,5523.43803031,100,0.00199977,500,-39.7335264536,5523.43803031,0.002,500.0,0.999999,5.04827e-16,-39.7335264536,-42.0205,0.00200009,500.000334583,-39.7335264536,1.00005,0.8,0.999885,-39.3919
