VarVanillaIw,AvgVanillaIw,AvgNormIw,MinVanillaIw,eRenyi2,MaxNormIw,AvgEpLen,MaxVanillaIw,VanillaAvgRet,MinNormIw,ESSClassic,VarJ,VarDiscRet,AvgDiscRet,ESSRenyi,VarNormIw,BatchSize,Bound,J,AvgRet,VarRet
38.578876,1.1934382,0.01,4.406839e-31,22.302177,0.41892168,11.8,49.995712,107.93890164360731,3.6925573e-33,3.5951256939117293,445.38895,10227.808512365953,107.93890164360731,4.4838671164491135,0.0027086302,100,171.3636,362.09647,107.93890164360731,10227.808512365953
152.39842,1.5732912,0.010000002,2.012244e-35,16.492348,0.7788856,39.46,122.54138,384.43641460778935,1.2790029e-37,1.6141184897868193,1349.3157,105379.45527920524,384.43641460778935,6.063418120586487,0.0061569023,100,938.78687,1512.8877,384.43641460778935,105379.45527920524
12.506599,0.48563758,0.01,3.2638703e-32,27.072254,0.7210091,64.13,35.01491,631.1119493867826,6.7207944e-34,1.8691985492772754,3376.695,483239.86048050126,631.1119493867826,3.6938187463724996,0.005302915,100,1487.1394,2989.1353,631.1119493867826,483239.86048050126
26.472788,0.5942614,0.009999999,,16.654179,0.8657031,113.14,51.445396,1121.1435451958935,,1.3295575516624887,1251.2236,303686.8765771993,1121.1435451958935,6.004499068095991,0.007496264,100,1702.3663,2664.0356,1121.1435451958935,303686.8765771993
455.70856,2.8099804,0.010000002,1.405688e-07,8.51594,0.7606412,119.79,213.7387,1187.6781531261556,5.0024834e-10,1.7200810830631807,3291.0867,200818.45219199773,1187.6781531261556,11.74268529084697,0.005771393,100,1695.4321,2429.7705,1187.6781531261556,200818.45219199773
14.078651,0.8436751,0.01,4.667016e-22,10.884573,0.3486314,114.79,29.413164,1137.6741255450286,5.5317696e-24,4.858734018267163,1312.6917,149015.16602437635,1137.6741255450286,9.18731494181088,0.001977929,100,1207.3479,1873.7318,1137.6741255450286,149015.16602437635
1.6803646,0.96265364,0.010000002,0.0012645855,2.5900428,0.059355322,126.97,5.713862,1259.4668939364842,1.3136454e-05,35.77637137347914,585.45764,121367.96842026139,1259.4668939364842,38.60940014601285,0.00018132737,100,1143.9893,1467.7029,1259.4668939364842,121367.96842026139
0.7951684,1.1134713,0.01,0.0028520387,1.7227851,0.030929692,151.37,3.4439325,1503.454380915289,2.561394e-05,61.16413684388183,672.23206,212239.2514974504,1503.454380915289,58.0455444589517,6.413587e-05,100,1286.8411,1629.2844,1503.454380915289,212239.2514974504
0.28341892,1.0125576,0.010000002,0.1570475,1.2071697,0.03306376,150.85,3.3478963,1498.2133796897865,0.0015509981,78.5133709192998,429.01813,138813.17399272707,1498.2133796897865,82.83839792986166,2.764326e-05,100,1269.5386,1546.02,1498.2133796897865,138813.17399272707
2.3231282,1.1247878,0.01,0.047721513,2.0825417,0.11740126,155.37,13.205151,1543.3824365523644,0.00042427125,35.48756510199156,1167.9181,165299.3363020049,1543.3824365523644,48.01824606891985,0.00018362507,100,1357.3828,1690.164,1543.3824365523644,165299.3363020049
0.024553942,0.98297775,0.01,0.8033839,1.0316005,0.016001612,159.16,1.5729228,1581.305953864856,0.008172961,97.54596856304032,439.9254,184941.1549081999,1581.305953864856,96.9367525444631,2.5411707e-06,100,1260.8585,1592.5238,1581.305953864856,184941.1549081999
70.158264,1.2927485,0.01,5.3185484e-10,13.441654,0.6428424,162.06,83.10335,1610.351891300275,4.1141405e-12,2.349568635352133,4242.0933,204471.61841552844,1610.351891300275,7.439560523763859,0.0041980823,100,1938.7554,3086.5942,1610.351891300275,204471.61841552844
48.549126,0.91482407,0.01,1.4649323e-38,25.07707,0.75993174,168.33,69.520386,1673.0083279621676,1.60132e-40,1.7114395275622063,2807.5671,243235.3075911042,1673.0083279621676,3.9877066602310216,0.005801047,100,1786.937,3346.3145,1673.0083279621676,243235.3075911042
0.53136116,0.92798936,0.009999999,0.019659765,1.4805056,0.04655073,171.11,4.319858,1700.746866126916,0.00021185334,62.078790135633724,669.9606,329721.79381155863,1700.746866126916,67.54449356211876,6.1702645e-05,100,1454.5239,1791.4329,1700.746866126916,329721.79381155863
