VarJ,VarVanillaIw,MaxVanillaIw,AvgNormIw,eRenyi2,MinVanillaIw,MinNormIw,AvgVanillaIw,VarNormIw,VarRet,ESSClassic,VarDiscRet,ESSRenyi,BatchSize,AvgDiscRet,J,VanillaAvgRet,AvgRet,EpsThisIter,AvgEpLen,MaxNormIw,IterType,Bound
408.78824,5.6037316,12.697574,0.01,4.291682,1.0660497e-06,7.916963e-09,1.3465387,0.00030905774,19627.149800525836,24.632535129038047,19627.149800525836,23.300888891703607,100,125.02885165204749,285.2342,125.02885165204749,125.02885165204749,100,13.51,0.09429787,1,147.51761
11095.183,66.90027,81.77965,0.01,10.843899,1.6268411e-09,1.1624931e-11,1.3994415,0.0034160046,347284.67773657065,2.8720409919982037,347284.67773657065,9.221775497130684,100,280.98410933783833,3134.9175,280.98410933783833,280.98410933783833,100,29.1,0.5843735,1,1749.2308
0.99838626,3778412400000000.0,614688200.0,0.010000002,2.3312693,0.012227981,1.9891921e-11,6147209.5,0.009998925,347284.67773657065,1.000106619498569,767180.6713062562,85.79017579370615,200,602.6215494381172,519.8286,280.98410933783833,280.98410933783833,100,29.1,0.9999467,,-122.68341
14217.965,207.6637,201.62582,0.005,29.267418,4.0685337e-14,1.3217497e-16,1.5390712,0.0021917105,54107.94638003901,2.266800547906959,54107.94638003901,6.833537575150431,200,209.38021678777466,3522.3848,209.38021678777466,209.38021678777466,100,21.95,0.65502435,1,1912.668
1172.6493,,1.0,0.009999998,1.0,1.0,0.01,1.0,3.5044917e-18,1388996.4977145921,100.0,1388996.4977145921,200.0,200,984.1848657706252,984.1849,984.1848657706252,984.1848657706252,100,99.39,0.01,2,563.3749
126.167175,3.0725741e+24,24578880000000.0,0.0049999994,6618.8193,0.004959682,1.7758137e-16,139645340000.0,0.0039390316,54107.94638003901,1.267640316531083,1593879.257590402,0.045325304223235385,300,970.961990106225,232.55704,209.38021678777466,209.38021678777466,100,21.95,0.88004655,,-23975.611
16996.908,293.8848,292.78683,0.0033333334,43.08709,2.9429983e-24,6.676408e-27,1.4693521,0.0015124565,207367.49605363415,2.19511081763126,207367.49605363415,6.962642480908847,300,233.0998243178456,3591.6355,233.0998243178456,233.0998243178456,100,24.32,0.6642085,1,1996.9126
1315.1716,,1.0,0.009999998,1.0,1.0,0.01,1.0,3.5044917e-18,1747148.1176018303,100.0,1747148.1176018303,300.0,300,1165.0423128901496,1165.0424,1165.0423128901496,1165.0423128901496,100,117.44,0.01,2,744.23193
1491.3036,,1.0,0.0049999994,1.0,1.0,0.005,1.0,2.179301e-19,2717659.5743965553,200.00000010221265,2717659.5743965553,300.0,300,1400.896791704384,1282.9695,1400.896791704384,1400.896791704384,100,140.98,0.005,2,985.4115
4856.672,inf,3.3978953e+23,0.0033333334,9.0895105e+19,0.0034154542,9.239258e-27,1.2322252e+21,0.0028363848,207367.49605363415,,1725074.8841836434,4.400677044226449e-18,400,1146.7656098496145,2545.6702,233.0998243178456,233.0998243178456,100,24.32,0.9191759,,-2316307800000.0
11597.141,1169.8801,683.3623,0.0025000004,101.89446,,,2.0262403,0.0017808999,122900.89863800301,1.4023691999058636,122900.89863800301,3.9256304008135667,400,262.1804670676009,4336.9795,262.1804670676009,262.1804670676009,100,27.23,0.8431407,1,2213.1602
1738.552,,1.0,0.009999998,1.0,1.0,0.01,1.0,3.5044917e-18,3053094.2035980816,100.0,3053094.2035980816,400.0,400,1786.5367524817127,1786.5366,1786.5367524817127,1786.5367524817127,100,179.49,0.01,2,1365.7261
1711.5149,,1.0,0.0049999994,1.0,1.0,0.005,1.0,2.179301e-19,2832500.023840388,200.00000010221265,2832500.023840388,400.0,400,1534.2323700731167,1660.3845,1534.2323700731167,1534.2323700731167,100,154.3,0.005,2,1362.8265
1740.6648,,1.0,0.0033333336,1.0,1.0,0.0033333334,1.0,5.4391416e-20,3197976.0844296245,299.999969473632,3197976.0844296245,400.0,400,1973.0639650352732,1764.6111,1973.0639650352732,1973.0639650352732,100,198.14,0.0033333334,2,1521.656
nan,nan,inf,nan,nan,0.0014633525,nan,inf,nan,122900.89863800301,nan,3007246.441400704,nan,500,1773.5528053915539,nan,262.1804670676009,262.1804670676009,100,27.23,nan,,nan
21560.574,436.27536,461.5083,0.0019999999,69.81705,2.4220489e-21,3.3324782e-24,1.4536022,0.0008259041,124615.74271098299,2.4147235204641757,124615.74271098299,7.161574724676704,500,261.7932285032835,3529.8735,261.7932285032835,261.7932285032835,100,27.19,0.6349857,1,1957.4554
1682.2312,,1.0,0.009999998,1.0,1.0,0.01,1.0,3.5044917e-18,2858486.703575147,100.0,2858486.703575147,500.0,500,1726.4893665211566,1726.4893,1726.4893665211566,1726.4893665211566,100,173.51,0.01,2,1305.6788
1678.7441,,1.0,0.0049999994,1.0,1.0,0.005,1.0,2.179301e-19,2834754.4149142983,200.00000010221265,2834754.4149142983,500.0,500,1716.02169951535,1721.2555,1716.02169951535,1716.02169951535,100,172.46,0.005,2,1423.6975
1758.9027,,1.0,0.0033333336,1.0,1.0,0.0033333334,1.0,5.4391416e-20,3597493.923938123,299.999969473632,3597493.923938123,500.0,500,2074.8098243120344,1839.107,2074.8098243120344,2074.8098243120344,100,208.28,0.0033333334,2,1596.1521
1720.0017,,1.0,0.0024999997,1.0,1.0,0.0025,1.0,5.434597e-20,2506404.48980555,400.0,2506404.48980555,500.0,500,1531.283234504548,1762.1509,1531.283234504548,1531.283234504548,100,154.04,0.0025,2,1551.7456
1130.7292,14.643099,37.587776,0.002,14.339818,,,1.0587817,5.224925e-05,3507339.691795538,35.62220915879054,3507339.691795538,34.86794602081657,500,1871.9861664664068,4802.366,1871.9861664664068,1871.9861664664068,100,187.99,0.07100193,1,4089.7207
