AvgEpLen,ESSClassic,MaxNormIw,MinNormIw,MaxVanillaIw,VarJ,AvgNormIw,BatchSize,AvgRet,AvgVanillaIw,eRenyi2,VarVanillaIw,MinVanillaIw,AvgDiscRet,VarNormIw,ESSRenyi,Bound,VarRet,VarDiscRet,J
200.0,100.0,0.01,0.01,1.0,6.888932,0.009999998,100,-7.022335168213114,1.0,1.0,,1.0,-7.022335168213114,3.5044917e-18,100.0,-7.604634,47.936753677726266,47.936753677726266,-7.022335
200.0,100.0,0.01,0.01,1.0,6.0940223,0.009999998,100,-6.361320505083142,1.0,1.0,,1.0,-6.361320505083142,3.5044917e-18,100.0,-6.876428,37.51223259594339,37.51223259594339,-6.3613205
200.0,100.0,0.01,0.01,1.0,7.1974783,0.009999998,100,-8.470072009187277,1.0,1.0,,1.0,-8.470072009187277,3.5044917e-18,100.0,-9.07845,52.3269655116665,52.3269655116665,-8.470071
200.0,100.0,0.01,0.01,1.0,6.835775,0.009999998,100,-7.245500486156426,1.0,1.0,,1.0,-7.245500486156426,3.5044917e-18,100.0,-7.823306,47.19981856998082,47.19981856998082,-7.2455006
200.0,100.0,0.01,0.01,1.0,6.326037,0.009999998,100,-7.013674035479308,1.0,1.0,,1.0,-7.013674035479308,3.5044917e-18,100.0,-7.548393,40.4229722787609,40.4229722787609,-7.013674
200.0,100.0,0.01,0.01,1.0,7.101422,0.009999998,100,-8.332465964730288,1.0,1.0,,1.0,-8.332465964730288,3.5044917e-18,100.0,-8.932726,50.93958847886447,50.93958847886447,-8.332466
200.0,100.0,0.01,0.01,1.0,6.7378316,0.009999998,100,-7.502629702518999,1.0,1.0,,1.0,-7.502629702518999,3.5044917e-18,100.0,-8.072156,45.8569484315608,45.8569484315608,-7.5026293
200.0,100.0,0.01,0.01,1.0,7.2389464,0.009999998,100,-6.797373667681484,1.0,1.0,,1.0,-6.797373667681484,3.5044917e-18,100.0,-7.4092574,52.93166646516705,52.93166646516705,-6.7973733
200.0,100.0,0.01,0.01,1.0,6.900884,0.009999998,100,-7.147801710309568,1.0,1.0,,1.0,-7.147801710309568,3.5044917e-18,100.0,-7.7311106,48.10323889201104,48.10323889201104,-7.1478014
200.0,100.0,0.01,0.01,1.0,6.908749,0.009999998,100,-7.373855064998885,1.0,1.0,,1.0,-7.373855064998885,3.5044917e-18,100.0,-7.9578295,48.2129452845453,48.2129452845453,-7.3738556
200.0,100.0,0.01,0.01,1.0,7.0123663,0.009999998,100,-7.747606251983982,1.0,1.0,,1.0,-7.747606251983982,3.5044917e-18,100.0,-8.340339,49.66998362775957,49.66998362775957,-7.7476063
200.0,100.0,0.01,0.01,1.0,6.645595,0.009999998,100,-7.497609168286641,1.0,1.0,,1.0,-7.497609168286641,3.5044917e-18,100.0,-8.05934,44.61003425071063,44.61003425071063,-7.497609
200.0,100.0,0.01,0.01,1.0,6.930621,0.009999998,100,-7.418433684938634,1.0,1.0,,1.0,-7.418433684938634,3.5044917e-18,100.0,-8.004256,48.51870449927951,48.51870449927951,-7.4184337
200.0,100.0,0.01,0.01,1.0,6.6433673,0.009999998,100,-7.88296832066533,1.0,1.0,,1.0,-7.88296832066533,3.5044917e-18,100.0,-8.4445095,44.58013198566529,44.58013198566529,-7.882968
200.0,100.0,0.01,0.01,1.0,6.511452,0.009999998,100,-8.376217124149774,1.0,1.0,,1.0,-8.376217124149774,3.5044917e-18,100.0,-8.926608,42.82728325966278,42.82728325966278,-8.376217
200.0,100.0,0.01,0.01,1.0,6.497239,0.009999998,100,-7.0334922358862135,1.0,1.0,,1.0,-7.0334922358862135,3.5044917e-18,100.0,-7.582682,42.64052397850427,42.64052397850427,-7.033492
200.0,100.0,0.01,0.01,1.0,7.128551,0.009999998,100,-8.094981320252769,1.0,1.0,,1.0,-8.094981320252769,3.5044917e-18,100.0,-8.697535,51.32954251725798,51.32954251725798,-8.094981
200.0,100.0,0.01,0.01,1.0,7.038903,0.009999998,100,-8.892480857595379,1.0,1.0,,1.0,-8.892480857595379,3.5044917e-18,100.0,-9.487456,50.04663110797324,50.04663110797324,-8.892481
200.0,100.0,0.01,0.01,1.0,7.312343,0.009999998,100,-8.111541307297127,1.0,1.0,,1.0,-8.111541307297127,3.5044917e-18,100.0,-8.7296295,54.010466577033654,54.010466577033654,-8.111541
200.0,100.0,0.01,0.01,1.0,6.614007,0.009999998,100,-7.829066973644976,1.0,1.0,,1.0,-7.829066973644976,3.5044917e-18,100.0,-8.388127,44.18695912211475,44.18695912211475,-7.829067
200.0,100.0,0.01,0.01,1.0,6.7576227,0.009999998,100,-8.071188895764848,1.0,1.0,,1.0,-8.071188895764848,3.5044917e-18,100.0,-8.642388,46.12672929993338,46.12672929993338,-8.071189
200.0,100.0,0.01,0.01,1.0,6.55788,0.009999998,100,-6.599409166076314,1.0,1.0,,1.0,-6.599409166076314,3.5044917e-18,100.0,-7.153725,43.44018868618915,43.44018868618915,-6.599409
200.0,100.0,0.01,0.01,1.0,6.648925,0.009999998,100,-7.705862601302729,1.0,1.0,,1.0,-7.705862601302729,3.5044917e-18,100.0,-8.267874,44.65475257022301,44.65475257022301,-7.7058625
200.0,100.0,0.01,0.01,1.0,6.239134,0.009999998,100,-6.281365039009707,1.0,1.0,,1.0,-6.281365039009707,3.5044917e-18,100.0,-6.808738,39.31998632103298,39.31998632103298,-6.281365
200.0,100.0,0.01,0.01,1.0,6.8562713,0.009999998,100,-7.701682180462906,1.0,1.0,,1.0,-7.701682180462906,3.5044917e-18,100.0,-8.28122,47.48329403549771,47.48329403549771,-7.701682
200.0,100.0,0.01,0.01,1.0,6.630896,0.009999998,100,-7.811041102178536,1.0,1.0,,1.0,-7.811041102178536,3.5044917e-18,100.0,-8.371529,44.41291235760353,44.41291235760353,-7.811041
200.0,100.0,0.01,0.01,1.0,6.946345,0.009999998,100,-7.286318101993628,1.0,1.0,,1.0,-7.286318101993628,3.5044917e-18,100.0,-7.8734694,48.7390999362944,48.7390999362944,-7.286318
200.0,100.0,0.01,0.01,1.0,7.026027,0.009999998,100,-7.912269076161379,1.0,1.0,,1.0,-7.912269076161379,3.5044917e-18,100.0,-8.506156,49.86369496137227,49.86369496137227,-7.9122686
200.0,100.0,0.01,0.01,1.0,6.7848024,0.009999998,100,-7.427961055545264,1.0,1.0,,1.0,-7.427961055545264,3.5044917e-18,100.0,-8.001458,46.49852822038131,46.49852822038131,-7.427961
200.0,100.0,0.01,0.01,1.0,7.3374705,0.009999998,100,-8.562617216750386,1.0,1.0,,1.0,-8.562617216750386,3.5044917e-18,100.0,-9.182829,54.38229788331403,54.38229788331403,-8.562616
200.0,100.0,0.01,0.01,1.0,7.4810524,0.009999998,100,-7.782083619364545,1.0,1.0,,1.0,-7.782083619364545,3.5044917e-18,100.0,-8.414433,56.53145961666163,56.53145961666163,-7.7820835
200.0,100.0,0.01,0.01,1.0,6.717203,0.009999998,100,-7.858717352642719,1.0,1.0,,1.0,-7.858717352642719,3.5044917e-18,100.0,-8.4265,45.576576882388096,45.576576882388096,-7.8587174
