AvgEpLen,ESSClassic,MaxNormIw,MinNormIw,MaxVanillaIw,VarJ,AvgNormIw,BatchSize,AvgRet,AvgVanillaIw,eRenyi2,VarVanillaIw,MinVanillaIw,AvgDiscRet,VarNormIw,ESSRenyi,Bound,VarRet,VarDiscRet,J
200.0,38.3795491179931,0.037835263,1.19153695e-20,4.178462,55.3776,0.01,100,-1704.5819581729843,1.104383,2.980897,1.9780138,1.315913e-18,-1704.5819581729843,0.00016217725,33.54694968834151,-318.08453,4553425.762000742,4553425.762000742,-28.396366
200.0,2.997765624234131,0.43350515,,8.08868,4.9732313,0.01,100,-11.68595762350523,0.18658787,21.962242,1.1379306,,-11.68595762350523,0.0032685036,4.553269170978607,-7.2610865,135.88699286469893,135.88699286469893,-1.5986716
200.0,3.535246165772413,0.37828442,,52.5048,7.1002817,0.01,100,-8.39598634413985,1.3879715,39.728046,53.097607,,-8.39598634413985,0.0027562196,2.5171134505273383,-4.928996,53.5262566042272,53.5262566042272,-1.656455
200.0,3.3546010783628355,0.372461,,54.24621,7.2248273,0.009999999,100,-7.267234971058514,1.4564265,38.915596,61.728024,,-7.267234971058514,0.0029100818,2.5696638432229015,-5.598162,43.09869229540191,43.09869229540191,-2.5836074
200.0,1.0,1.0,,23.460445,5.4513293e-11,0.01,100,-8.475776638717761,0.23460445,135.9723,5.503926,,-8.475776638717761,0.010000002,0.7354438816121187,-6.0305204,50.27089789579421,50.27089789579421,-0.0674516
200.0,2.248865375095211,0.6479986,,49.17685,17.1853,0.01,100,-8.565949574021186,0.7589037,34.780586,25.286951,,-8.565949574021186,0.0043905918,2.875167178099488,-6.6875834,52.773930322467805,52.773930322467805,-2.6134105
200.0,99.99883197821495,0.010023218,0.009948319,1.0016913,7.2312913,0.01,100,-7.9277766426769904,0.99937105,1.0000038,1.2105526e-05,0.99420613,-7.9277766426769904,1.2120642e-09,99.99961853172863,-8.538913,52.802612661331416,52.802612661331416,-7.9277716
200.0,59.19652913320017,0.022682033,0.004564841,2.624265,10.158945,0.01,100,-9.136981278019105,1.1569796,nan,0.9320029,0.52814275,-9.136981278019105,6.9625115e-05,nan,-9.625175,55.898768115497035,55.898768115497035,-8.807907
200.0,32.5749063399977,0.035280116,5.9525553e-16,3.5744057,9.886024,0.009999999,100,-7.629927821092934,1.0131502,2.9949431,2.1461043,6.0308326e-14,-7.629927821092934,0.00020907552,33.389615515477125,-7.1556377,51.047240425684855,51.047240425684855,-6.1028132
200.0,16.0,0.0625,,1.2632963e-19,16.054781,0.01,100,-7.964687517398661,2.0212741e-20,3.834908e+20,2.16658e-39,,-7.964687517398661,0.0005303031,2.6076245061595697e-19,-6.504361,49.46409715540915,49.46409715540915,-5.0256047
200.0,93.81526798878839,0.017702729,0.009144141,1.8071381,7.594505,0.01,100,-8.629778022799673,1.0208246,1.0110816,0.06939271,0.9334564,-8.629778022799673,6.6590374e-06,98.90398790695163,-9.246103,57.3287327882433,57.3287327882433,-8.588656
200.0,10.00000191133985,0.099999994,,206.61404,21.07699,0.01,100,-7.913291429147446,20.661406,238.512,3880.8513,,-7.913291429147446,0.0009090908,0.41926612817685127,-8.270244,58.33695764906609,58.33695764906609,-6.2389
200.0,100.0,0.01,0.01,1.0,7.1114874,0.009999998,100,-8.233921044135094,1.0,1.0,,1.0,-8.233921044135094,3.5044917e-18,100.0,-8.8350315,51.08410139015429,51.08410139015429,-8.233921
200.0,100.0,0.01,0.01,1.0,7.2086363,0.009999998,100,-7.902265581974067,1.0,1.0,,1.0,-7.902265581974067,3.5044917e-18,100.0,-8.511587,52.48933817103319,52.48933817103319,-7.902265
200.0,100.0,0.01,0.01,1.0,7.187732,0.009999998,100,-7.91751597402262,1.0,1.0,,1.0,-7.91751597402262,3.5044917e-18,100.0,-8.525071,52.185352285754774,52.185352285754774,-7.917516
200.0,100.0,0.01,0.01,1.0,7.1631327,0.009999998,100,-7.673752029368494,1.0,1.0,,1.0,-7.673752029368494,3.5044917e-18,100.0,-8.279228,51.82875421822433,51.82875421822433,-7.673752
200.0,100.0,0.01,0.01,1.0,6.705967,0.009999998,100,-8.107297084533885,1.0,1.0,,1.0,-8.107297084533885,3.5044917e-18,100.0,-8.6741295,45.42423729035043,45.42423729035043,-8.107296
200.0,100.0,0.01,0.01,1.0,7.225476,0.009999998,100,-8.003025364905357,1.0,1.0,,1.0,-8.003025364905357,3.5044917e-18,100.0,-8.613771,52.73485093847768,52.73485093847768,-8.003026
200.0,100.0,0.01,0.01,1.0,7.0657396,0.009999998,100,-8.369661077894083,1.0,1.0,,1.0,-8.369661077894083,3.5044917e-18,100.0,-8.966904,50.42897046652304,50.42897046652304,-8.36966
200.0,100.0,0.01,0.01,1.0,7.17957,0.009999998,100,-6.937633035945163,1.0,1.0,,1.0,-6.937633035945163,3.5044917e-18,100.0,-7.5444984,52.06690153686919,52.06690153686919,-6.937633
200.0,100.0,0.01,0.01,1.0,7.2398195,0.009999998,100,-8.874124930442582,1.0,1.0,,1.0,-8.874124930442582,3.5044917e-18,100.0,-9.486082,52.94443096636994,52.94443096636994,-8.874125
200.0,100.0,0.01,0.01,1.0,7.030457,0.009999998,100,-8.892497671867487,1.0,1.0,,1.0,-8.892497671867487,3.5044917e-18,100.0,-9.486759,49.92659549329178,49.92659549329178,-8.892498
200.0,100.0,0.01,0.01,1.0,6.253953,0.009999998,100,-6.515087557233748,1.0,1.0,,1.0,-6.515087557233748,3.5044917e-18,100.0,-7.0437136,39.5069989142261,39.5069989142261,-6.5150876
200.0,100.0,0.01,0.01,1.0,7.185927,0.009999998,100,-7.869711773771888,1.0,1.0,,1.0,-7.869711773771888,3.5044917e-18,100.0,-8.477114,52.159139967589184,52.159139967589184,-7.8697114
200.0,100.0,0.01,0.01,1.0,6.5499086,0.009999998,100,-7.783362314137204,1.0,1.0,,1.0,-7.783362314137204,3.5044917e-18,100.0,-8.337005,43.33464642812788,43.33464642812788,-7.7833624
200.0,100.0,0.01,0.01,1.0,6.4900403,0.009999998,100,-6.392180026863798,1.0,1.0,,1.0,-6.392180026863798,3.5044917e-18,100.0,-6.940761,42.546083650552674,42.546083650552674,-6.3921795
200.0,100.0,0.01,0.01,1.0,6.991654,0.009999998,100,-8.033787768560474,1.0,1.0,,1.0,-8.033787768560474,3.5044917e-18,100.0,-8.624769,49.37699313478022,49.37699313478022,-8.033788
200.0,100.0,0.01,0.01,1.0,6.994666,0.009999998,100,-7.516838343198507,1.0,1.0,,1.0,-7.516838343198507,3.5044917e-18,100.0,-8.108074,49.41954876284688,49.41954876284688,-7.516838
200.0,100.0,0.01,0.01,1.0,6.6177073,0.009999998,100,-7.913259766786639,1.0,1.0,,1.0,-7.913259766786639,3.5044917e-18,100.0,-8.472633,44.236412111129574,44.236412111129574,-7.91326
200.0,100.0,0.01,0.01,1.0,6.464006,0.009999998,100,-7.220206363696825,1.0,1.0,,1.0,-7.220206363696825,3.5044917e-18,100.0,-7.766587,42.205423890390456,42.205423890390456,-7.220206
200.0,100.0,0.01,0.01,1.0,7.48926,0.009999998,100,-8.895322908870272,1.0,1.0,,1.0,-8.895322908870272,3.5044917e-18,100.0,-9.528365,56.65557172168801,56.65557172168801,-8.895323
200.0,100.0,0.01,0.01,1.0,7.383848,0.009999998,100,-9.126106189856767,1.0,1.0,,1.0,-9.126106189856767,3.5044917e-18,100.0,-9.750237,55.07193355277986,55.07193355277986,-9.126105
200.0,100.0,0.01,0.01,1.0,7.0755057,0.009999998,100,-7.4359266129282995,1.0,1.0,,1.0,-7.4359266129282995,3.5044917e-18,100.0,-8.033995,50.56847045645085,50.56847045645085,-7.435926
200.0,100.0,0.01,0.01,1.0,6.824684,0.009999998,100,-8.504269818628494,1.0,1.0,,1.0,-8.504269818628494,3.5044917e-18,100.0,-9.081138,47.04679511366495,47.04679511366495,-8.50427
200.0,100.0,0.01,0.01,1.0,7.092142,0.009999998,100,-7.678677284205588,1.0,1.0,,1.0,-7.678677284205588,3.5044917e-18,100.0,-8.278152,50.80654632872832,50.80654632872832,-7.678677
200.0,100.0,0.01,0.01,1.0,6.635123,0.009999998,100,-7.797420821457257,1.0,1.0,,1.0,-7.797420821457257,3.5044917e-18,100.0,-8.358266,44.469554604140086,44.469554604140086,-7.7974205
200.0,100.0,0.01,0.01,1.0,7.05618,0.009999998,100,-7.513619687700847,1.0,1.0,,1.0,-7.513619687700847,3.5044917e-18,100.0,-8.110055,50.292603755742455,50.292603755742455,-7.5136194
200.0,100.0,0.01,0.01,1.0,6.8981824,0.009999998,100,-8.030971854407227,1.0,1.0,,1.0,-8.030971854407227,3.5044917e-18,100.0,-8.614052,48.065575804268015,48.065575804268015,-8.030972
200.0,100.0,0.01,0.01,1.0,7.085741,0.009999998,100,-7.943228828216511,1.0,1.0,,1.0,-7.943228828216511,3.5044917e-18,100.0,-8.542163,50.714875359692876,50.714875359692876,-7.9432282
200.0,100.0,0.01,0.01,1.0,5.935216,0.009999998,100,-6.236421685385385,1.0,1.0,,1.0,-6.236421685385385,3.5044917e-18,100.0,-6.738106,35.58261204623115,35.58261204623115,-6.2364216
200.0,1.0,1.0,3.77284e-10,941555600.0,2.8564068e-06,0.01,100,-7.705284151847752,9415556.0,nan,8865268300000000.0,0.35523388,-7.705284151847752,0.010000002,nan,-5.874128,45.12529119185568,45.12529119185568,-0.22447792
200.0,25.67496366210972,0.049571786,0.0017244646,0.28951016,7.1375237,0.01,100,-7.3380317786323985,0.058402203,nan,0.009973525,0.010071253,-7.3380317786323985,0.0002924086,nan,-7.510548,36.873936669318155,36.873936669318155,-6.5026507
200.0,3.505751562898955,0.37287143,,17.780567,8.785371,0.009999999,100,-6.498701289915736,0.47685516,12.583042,6.3220544,,-6.498701289915736,0.0027802573,7.947203772302474,-4.7220883,42.121902450673296,42.121902450673296,-1.806844
200.0,77.99999443722679,0.012820513,,7.1408224,7.709975,0.010000002,100,-8.012511519081295,5.5698414,5.0742555,8.838497,,-8.012511519081295,2.8490034e-05,19.70732468259834,-8.185398,44.736450944827176,44.736450944827176,-7.548464
200.0,100.0,0.01,0.01,1.0,7.3422313,0.009999998,100,-7.797728722868962,1.0,1.0,,1.0,-7.797728722868962,3.5044917e-18,100.0,-8.418344,54.45289199699565,54.45289199699565,-7.7977285
200.0,100.0,0.01,0.01,1.0,7.1970897,0.009999998,100,-7.067296956804541,1.0,1.0,,1.0,-7.067296956804541,3.5044917e-18,100.0,-7.675643,52.32131759351654,52.32131759351654,-7.0672965
200.0,100.0,0.01,0.01,1.0,6.736152,0.009999998,100,-7.673836406070433,1.0,1.0,,1.0,-7.673836406070433,3.5044917e-18,100.0,-8.243221,45.83408245662091,45.83408245662091,-7.673836
200.0,100.0,0.01,0.01,1.0,6.5773587,0.009999998,100,-6.97768851095292,1.0,1.0,,1.0,-6.97768851095292,3.5044917e-18,100.0,-7.533651,43.69863468175341,43.69863468175341,-6.9776883
200.0,100.0,0.01,0.01,1.0,7.182405,0.009999998,100,-7.726416292512073,1.0,1.0,,1.0,-7.726416292512073,3.5044917e-18,100.0,-8.333522,52.10802751791318,52.10802751791318,-7.7264166
200.0,100.0,0.01,0.01,1.0,7.733664,0.009999998,100,-9.019064877006837,1.0,1.0,,1.0,-9.019064877006837,3.5044917e-18,100.0,-9.672766,60.41369556108479,60.41369556108479,-9.019065
200.0,100.0,0.01,0.01,1.0,6.467071,0.009999998,100,-7.13134277637824,1.0,1.0,,1.0,-7.13134277637824,3.5044917e-18,100.0,-7.6779833,42.24545596448598,42.24545596448598,-7.131343
200.0,100.0,0.01,0.01,1.0,7.3622494,0.009999998,100,-8.286114472174084,1.0,1.0,,1.0,-8.286114472174084,3.5044917e-18,100.0,-8.908421,54.75022484646864,54.75022484646864,-8.286114
200.0,100.0,0.01,0.01,1.0,6.1078606,0.009999998,100,-7.397173579191345,1.0,1.0,,1.0,-7.397173579191345,3.5044917e-18,100.0,-7.9134507,37.68278638109438,37.68278638109438,-7.3971734
200.0,100.0,0.01,0.01,1.0,7.2845283,0.009999998,100,-9.248377315781124,1.0,1.0,,1.0,-9.248377315781124,3.5044917e-18,100.0,-9.864114,53.60035826744812,53.60035826744812,-9.248377
200.0,100.0,0.01,0.01,1.0,7.5317297,0.009999998,100,-8.60798768406494,1.0,1.0,,1.0,-8.60798768406494,3.5044917e-18,100.0,-9.244619,57.299959904073155,57.299959904073155,-8.607987
200.0,100.0,0.01,0.01,1.0,6.917458,0.009999998,100,-7.407332881257215,1.0,1.0,,1.0,-7.407332881257215,3.5044917e-18,100.0,-7.9920425,48.33457770231895,48.33457770231895,-7.4073324
200.0,100.0,0.01,0.01,1.0,6.4677486,0.009999998,100,-7.446397676748502,1.0,1.0,,1.0,-7.446397676748502,3.5044917e-18,100.0,-7.9930954,42.25431310997552,42.25431310997552,-7.446398
200.0,100.0,0.01,0.01,1.0,6.7282023,0.009999998,100,-7.356947507664591,1.0,1.0,,1.0,-7.356947507664591,3.5044917e-18,100.0,-7.92566,45.72596405722944,45.72596405722944,-7.3569474
200.0,100.0,0.01,0.01,1.0,7.0332274,0.009999998,100,-8.290651161792308,1.0,1.0,,1.0,-8.290651161792308,3.5044917e-18,100.0,-8.885147,49.965947279533516,49.965947279533516,-8.290651
200.0,100.0,0.01,0.01,1.0,6.846644,0.009999998,100,-8.16043202735812,1.0,1.0,,1.0,-8.16043202735812,3.5044917e-18,100.0,-8.739156,47.35003006495102,47.35003006495102,-8.160432
200.0,100.0,0.01,0.01,1.0,6.886718,0.009999998,100,-7.546960235819424,1.0,1.0,,1.0,-7.546960235819424,3.5044917e-18,100.0,-8.129071,47.90594534623898,47.90594534623898,-7.5469594
200.0,100.0,0.01,0.01,1.0,6.687087,0.009999998,100,-8.297297895603734,1.0,1.0,,1.0,-8.297297895603734,3.5044917e-18,100.0,-8.8625345,45.16882597707109,45.16882597707109,-8.2972975
200.0,100.0,0.01,0.01,1.0,6.8935933,0.009999998,100,-8.339024202910148,1.0,1.0,,1.0,-8.339024202910148,3.5044917e-18,100.0,-8.921718,48.00164716982947,48.00164716982947,-8.339025
200.0,100.0,0.01,0.01,1.0,7.10094,0.009999998,100,-8.551485503561617,1.0,1.0,,1.0,-8.551485503561617,3.5044917e-18,100.0,-9.151705,50.93268193609208,50.93268193609208,-8.551486
200.0,100.0,0.01,0.01,1.0,6.303989,0.009999998,100,-6.426528541763203,1.0,1.0,,1.0,-6.426528541763203,3.5044917e-18,100.0,-6.959384,40.14169594471786,40.14169594471786,-6.4265285
200.0,100.0,0.01,0.01,1.0,6.9303374,0.009999998,100,-8.37876165173815,1.0,1.0,,1.0,-8.37876165173815,3.5044917e-18,100.0,-8.964559,48.51472700863199,48.51472700863199,-8.37876
200.0,100.0,0.01,0.01,1.0,6.9323807,0.009999998,100,-7.921770899210489,1.0,1.0,,1.0,-7.921770899210489,3.5044917e-18,100.0,-8.507742,48.54333839369393,48.54333839369393,-7.9217706
200.0,100.0,0.01,0.01,1.0,6.9690576,0.009999998,100,-8.108655592602666,1.0,1.0,,1.0,-8.108655592602666,3.5044917e-18,100.0,-8.697726,49.058353566628405,49.058353566628405,-8.108655
