MaxNormIw,VarVanillaIw,MinVanillaIw,ESSRenyi,AvgDiscRet,eRenyi2,AvgRet,BatchSize,VarNormIw,VarJ,AvgNormIw,VarDiscRet,MinNormIw,EpsThisIter,AvgEpLen,IterType,Bound,MaxVanillaIw,Delta,VanillaAvgRet,ESSClassic,J,VarRet,AvgVanillaIw
0.0107118,0.000700601,0.900713,99.9418715964,-106.330419841,1.00058,-106.330419841,100,7.02167e-08,1.74673,0.01,3.1052887858,0.00901719,100,16.68,1,-117.412,1.06999,0.5,-106.330419841,99.9305159328,-106.324,3.1052887858,0.998884
0.0109241,0.00204733,0.8549,99.7714628388,-106.713357131,1.00229,-106.713357131,100,2.05769e-07,2.09667,0.01,4.39573830345,0.0085706,100,16.45,1,-117.905,1.08966,0.5,-106.713357131,99.7966837865,-106.688,4.39573830345,0.99748
0.0115284,0.00250728,0.82579,99.7659214894,-106.777250487,1.00235,-106.777250487,100,2.49142e-07,1.92937,0.01,3.91742164337,0.00823174,100,15.45,1,-118.075,1.1565,0.5,-106.777250487,99.7540000141,-106.751,3.91742164337,1.00318
0.0121067,0.00620929,0.645872,99.5514102806,-106.744475723,1.00451,-106.744475723,100,6.27216e-07,2.01407,0.01,4.25858860934,0.00649133,100,16.67,1,-117.972,1.20458,0.5,-106.744475723,99.3828813021,-106.691,4.25858860934,0.994976
0.0125389,0.00610677,0.911162,99.6093336253,-106.3564415,1.00392,-106.3564415,100,5.93884e-07,2.23545,0.01,4.47365484142,0.00898546,100,16.4,1,-117.52,1.27149,0.5,-106.3564415,99.4155220484,-106.314,4.47365484142,1.01404
0.0119847,0.00383427,0.846728,99.5788268119,-106.241132141,1.00423,-106.241132141,100,3.81356e-07,2.43182,0.01,6.04306017425,0.00844438,100,19.16,1,-117.438,1.20172,0.5,-106.241132141,99.6238599978,-106.194,6.04306017425,1.00271
0.0106619,0.00133684,0.855831,99.8682567919,-107.149543572,1.00132,-107.149543572,100,1.34648e-07,2.02206,0.01,4.17552813548,0.00858913,100,15.96,1,-118.382,1.06237,0.5,-107.149543572,99.8668730165,-107.135,4.17552813548,0.996413
0.0115183,0.00123317,0.960583,99.9117200769,-106.805279661,1.00088,-106.805279661,100,1.22312e-07,2.13561,0.01,4.65064273933,0.0095666,100,17.4,1,-118.121,1.15655,0.5,-106.805279661,99.8790358035,-106.795,4.65064273933,1.0041
0.0110481,0.00458129,0.760072,99.6886559609,-106.51947234,1.00312,-106.51947234,100,4.65824e-07,2.06591,0.01,4.43711356797,0.00766429,100,16.61,1,-117.825,1.09564,0.5,-106.51947234,99.5409672319,-106.483,4.43711356797,0.991705
0.0116504,0.00196044,0.850249,99.8049613557,-106.876664997,1.00195,-106.876664997,100,1.94472e-07,2.1086,0.01,4.57250182749,0.00846832,100,17.83,1,-118.095,1.16974,0.5,-106.876664997,99.8078241789,-106.854,4.57250182749,1.00403
0.0114606,0.0019516,0.88404,99.8183694373,-107.048242859,1.00182,-107.048242859,100,1.96436e-07,2.14139,0.01,4.71140324589,0.00886924,100,17.38,1,-118.367,1.14233,0.5,-107.048242859,99.8059520441,-107.028,4.71140324589,0.996748
0.0124783,0.00442116,0.91811,99.6869737416,-106.668783185,1.00314,-106.668783185,100,4.31809e-07,1.66657,0.01,2.8565014193,0.00907345,100,16.22,1,-117.76,1.26263,0.5,-106.668783185,99.574353935,-106.635,2.8565014193,1.01186
0.0111587,0.00307492,0.777799,99.8059231974,-106.384639453,1.00194,-106.384639453,100,3.11822e-07,1.52903,0.01,2.40990101145,0.00783256,100,16.37,1,-117.427,1.10809,0.5,-106.384639453,99.6922389205,-106.363,2.40990101145,0.993033
0.0121434,0.00250748,0.881431,99.6516484096,-106.02310752,1.0035,-106.02310752,100,2.50764e-07,2.13738,0.01,4.21019173418,0.00881458,100,16.65,1,-117.155,1.2143,0.5,-106.02310752,99.7523871592,-105.987,4.21019173418,0.999969
0.0131967,0.00460112,0.8827,99.5827041606,-106.931832459,1.00419,-106.931832459,100,4.55787e-07,2.21864,0.01,4.79799894127,0.00878542,100,17.95,1,-118.104,1.32592,0.5,-106.931832459,99.550813334,-106.886,4.79799894127,1.00473
0.0105634,0.00129089,0.858055,99.8992029603,-106.529575455,1.00101,-106.529575455,100,1.30049e-07,2.16928,0.01,4.81031071991,0.00861239,100,16.72,1,-117.669,1.05243,0.5,-106.529575455,99.8714019344,-106.518,4.81031071991,0.996303
0.0115813,0.00347692,0.792296,99.7265801885,-106.632115436,1.00274,-106.632115436,100,3.52025e-07,1.79297,0.01,3.26432320078,0.00797217,100,17.63,1,-117.872,1.15098,0.5,-106.632115436,99.652711196,-106.602,3.26432320078,0.993827
0.0122363,0.00649195,0.777349,99.2954299596,-106.492190236,1.0071,-106.492190236,100,6.41649e-07,3.07772,0.01,8.37692739118,0.00772819,100,19.42,1,-117.722,1.23081,0.5,-106.492190236,99.3687867364,-106.416,8.37692739118,1.00586
0.0111895,0.00584414,0.66848,99.5510794837,-106.533789363,1.00451,-106.533789363,100,5.88322e-07,2.36566,0.01,5.75086098809,0.00670711,100,16.94,1,-117.662,1.11523,0.5,-106.533789363,99.4209224346,-106.48,5.75086098809,0.996673
0.011735,0.00794366,0.669283,99.2503638502,-106.136345924,1.00755,-106.136345924,100,7.81129e-07,2.4189,0.01,5.75957303575,0.00663683,100,18.92,1,-117.266,1.1834,0.5,-106.136345924,99.2326360234,-106.052,5.75957303575,1.00844
0.0112877,0.00360885,0.831005,99.5466375659,-106.347141092,1.00455,-106.347141092,100,3.49567e-07,2.00039,0.01,4.20188903622,0.00817871,100,18.78,1,-117.539,1.1469,0.5,-106.347141092,99.6551402047,-106.296,4.20188903622,1.01606
0.0104811,0.0014966,0.847503,99.853230675,-106.706337835,1.00147,-106.706337835,100,1.50201e-07,1.96409,0.01,3.97039571355,0.00849035,100,16.38,1,-117.946,1.04622,0.5,-106.706337835,99.8515093708,-106.689,3.97039571355,0.998195
0.0116438,0.00240553,0.887858,99.8108039387,-107.062434819,1.0019,-107.062434819,100,2.40958e-07,1.93921,0.01,3.82614397144,0.00888604,100,17.49,1,-118.208,1.1634,0.5,-107.062434819,99.7619824155,-107.041,3.82614397144,0.99916
0.0123272,0.00342778,0.840259,99.6835383998,-106.648577924,1.00317,-106.648577924,100,3.42947e-07,1.96782,0.01,3.92549147823,0.00840467,100,16.65,1,-117.92,1.23241,0.5,-106.648577924,99.6616204291,-106.612,3.92549147823,0.999753
0.0110067,0.00148471,0.923754,99.8543360817,-106.520140181,1.00146,-106.520140181,100,1.49175e-07,1.98673,0.01,4.00853864179,0.0092594,100,17.9,1,-117.877,1.09808,0.5,-106.520140181,99.8525407632,-106.504,4.00853864179,0.997639
0.0142831,0.00684033,0.84789,99.4231669767,-106.303263286,1.0058,-106.303263286,100,6.76081e-07,2.51324,0.01,6.05386525332,0.00842948,100,17.82,1,-117.559,1.43669,0.5,-106.303263286,99.3351101155,-106.24,6.05386525332,1.00586
0.0115333,0.00317401,0.768448,99.6996273182,-106.834119782,1.00301,-106.834119782,100,3.12763e-07,2.00357,0.01,4.08216070764,0.00762813,100,17.82,1,-117.991,1.16185,0.5,-106.834119782,99.6913334013,-106.801,4.08216070764,1.00739
0.0112247,0.00463539,0.747927,99.5245874235,-106.846186726,1.00478,-106.846186726,100,4.68798e-07,1.95008,0.01,4.01260709974,0.00752157,100,17.47,1,-118.016,1.11615,0.5,-106.846186726,99.5379933558,-106.793,4.01260709974,0.994376
0.0108382,0.000941563,0.903982,99.898524841,-106.584140171,1.00102,-106.584140171,100,9.4426e-08,2.06989,0.01,4.35758423886,0.00905276,100,15.68,1,-117.846,1.08227,0.5,-106.584140171,99.9066053127,-106.572,4.35758423886,0.998571
0.0107713,0.00338641,0.800575,99.737868216,-106.41850011,1.00263,-106.41850011,100,3.43214e-07,2.70304,0.01,7.27136793915,0.00805962,100,18.08,1,-117.634,1.06993,0.5,-106.41850011,99.6613394801,-106.389,7.27136793915,0.993315
0.0107747,0.00277354,0.865537,99.6930394749,-106.702546262,1.00308,-106.702546262,100,2.77309e-07,1.83485,0.01,3.50057946749,0.00865467,100,18.55,1,-117.912,1.07756,0.5,-106.702546262,99.7261984531,-106.676,3.50057946749,1.00008
0.0136094,0.00367164,0.898426,99.6527256811,-106.368438791,1.00348,-106.368438791,100,3.67764e-07,2.35798,0.01,5.7259252169,0.0089916,100,17.42,1,-117.635,1.35983,0.5,-106.368438791,99.6372475529,-106.327,5.7259252169,0.999183
0.0124562,0.0027649,0.927719,99.7934444456,-106.620466778,1.00207,-106.620466778,100,2.76762e-07,1.63647,0.01,2.71754708236,0.00928174,100,16.59,1,-117.722,1.24501,0.5,-106.620466778,99.7267795311,-106.598,2.71754708236,0.999509
0.0112837,0.00334698,0.811744,99.6717889516,-106.764741569,1.00329,-106.764741569,100,3.33399e-07,1.89088,0.01,3.61366672697,0.00810167,100,16.62,1,-117.802,1.13056,0.5,-106.764741569,99.6710495125,-106.725,3.61366672697,1.00195
0.0114208,0.00339878,0.7804,99.6604329949,-106.682873529,1.00341,-106.682873529,100,3.42331e-07,1.98746,0.01,3.94042333823,0.00783211,100,17.42,1,-117.815,1.13798,0.5,-106.682873529,99.6622288992,-106.645,3.94042333823,0.996411
0.0109543,0.00394667,0.739781,99.7562997519,-106.474884841,1.00244,-106.474884841,100,3.98543e-07,2.19566,0.01,4.78828124615,0.00743405,100,18.39,1,-117.683,1.09009,0.5,-106.474884841,99.6070058134,-106.447,4.78828124615,0.995125
0.0115412,0.00321761,0.874291,99.7072826327,-106.403041957,1.00294,-106.403041957,100,3.24824e-07,1.77616,0.01,3.39337789877,0.00878442,100,16.48,1,-117.629,1.14867,0.5,-106.403041957,99.6794223295,-106.375,3.39337789877,0.995274
0.0110744,0.00324372,0.811554,99.6540397471,-106.669595379,1.00347,-106.669595379,100,3.30548e-07,1.91968,0.01,3.87195246648,0.00819244,100,18.75,1,-117.796,1.09704,0.5,-106.669595379,99.6738133513,-106.631,3.87195246648,0.990613
0.0124466,0.00201904,0.908953,99.854585693,-106.795094861,1.00146,-106.795094861,100,2.01296e-07,2.11465,0.01,4.56958715993,0.00907584,100,17.68,1,-118.139,1.24653,0.5,-106.795094861,99.8011118099,-106.779,4.56958715993,1.00151
0.0111286,0.00136147,0.885245,99.894515798,-106.215286307,1.00106,-106.215286307,100,1.35959e-07,1.77368,0.01,3.18556639542,0.00884634,100,17.86,1,-117.231,1.11363,0.5,-106.215286307,99.8656116762,-106.203,3.18556639542,1.00069
0.0115189,0.00281337,0.85072,99.7596214737,-106.664353077,1.00241,-106.664353077,100,2.82605e-07,2.01883,0.01,4.16127420296,0.00852634,100,16.0,1,-117.842,1.14931,0.5,-106.664353077,99.7210267975,-106.638,4.16127420296,0.997755
0.0118135,0.00156071,0.957753,99.8704564051,-106.385382694,1.0013,-106.385382694,100,1.55298e-07,1.76429,0.01,3.14187141681,0.0095538,100,16.41,1,-117.512,1.18428,0.5,-106.385382694,99.8464755271,-106.37,3.14187141681,1.00248
0.0116224,0.00225922,0.910128,99.7725901694,-106.324996797,1.00228,-106.324996797,100,2.24839e-07,1.90947,0.01,3.43213862429,0.00907944,100,16.49,1,-117.381,1.16504,0.5,-106.324996797,99.7778796544,-106.299,3.43213862429,1.00241
0.0111066,0.00142093,0.904808,99.8465749798,-106.724785891,1.00154,-106.724785891,100,1.43032e-07,2.26295,0.01,5.26683506823,0.00907792,100,17.99,1,-117.901,1.10701,0.5,-106.724785891,99.8585906956,-106.708,5.26683506823,0.996713
0.0125003,0.00489814,0.889705,99.5708602807,-106.758099325,1.00431,-106.758099325,100,4.97021e-07,2.10367,0.01,4.56442351475,0.00896227,100,17.58,1,-117.944,1.24093,0.5,-106.758099325,99.5104019997,-106.711,4.56442351475,0.992723
0.0115414,0.00362778,0.879252,99.7246358704,-106.58314626,1.00276,-106.58314626,100,3.56761e-07,2.18166,0.01,4.96489786424,0.0087193,100,18.14,1,-117.891,1.16383,0.5,-106.58314626,99.6480412215,-106.552,4.96489786424,1.0084
0.0120839,0.00338215,0.915357,99.6828987416,-106.819214827,1.00318,-106.819214827,100,3.37578e-07,1.95971,0.01,3.67104988609,0.00914495,100,16.89,1,-118.015,1.20953,0.5,-106.819214827,99.6669281746,-106.783,3.67104988609,1.00094
0.0115143,0.00486844,0.789352,99.539325804,-106.115167612,1.00463,-106.115167612,100,4.87145e-07,2.5255,0.01,5.89640336765,0.00789596,100,18.55,1,-117.242,1.15108,0.5,-106.115167612,99.5200562799,-106.064,5.89640336765,0.999691
0.0105718,0.00160707,0.84996,99.8561784806,-106.312846413,1.00144,-106.312846413,100,1.63265e-07,1.81105,0.01,3.37988290095,0.00856697,100,17.85,1,-117.507,1.04887,0.5,-106.312846413,99.8386162115,-106.296,3.37988290095,0.992137
0.0114843,0.0018933,0.937595,99.7787731407,-106.432970378,1.00222,-106.432970378,100,1.89483e-07,1.84412,0.01,3.46112675523,0.00937974,100,17.4,1,-117.494,1.14796,0.5,-106.432970378,99.8128020449,-106.412,3.46112675523,0.999597
0.0110025,0.00104702,0.915346,99.9019988122,-106.292521191,1.00098,-106.292521191,100,1.04253e-07,2.02139,0.01,4.11112571802,0.00913381,100,19.1,1,-117.486,1.10261,0.5,-106.292521191,99.8969537406,-106.281,4.11112571802,1.00215
0.0117179,0.00327906,0.83589,99.6521456089,-106.693471162,1.00349,-106.693471162,100,3.33608e-07,2.34966,0.01,5.46206023468,0.00843126,100,17.29,1,-117.923,1.16173,0.5,-106.693471162,99.6708076792,-106.654,5.46206023468,0.991418
0.0128045,0.00324598,0.903488,99.7508075329,-106.779215605,1.0025,-106.779215605,100,3.23331e-07,1.91118,0.01,3.78713586077,0.00901722,100,16.34,1,-117.945,1.28296,0.5,-106.779215605,99.6809155556,-106.75,3.78713586077,1.00196
0.0109316,0.00221406,0.772231,99.7940261639,-106.754862353,1.00206,-106.754862353,100,2.21886e-07,2.0359,0.01,4.1783411801,0.00773067,100,17.41,1,-117.984,1.09198,0.5,-106.754862353,99.7808166775,-106.731,4.1783411801,0.998919
0.0116789,0.0063317,0.685733,99.5863690056,-106.702636147,1.00415,-106.702636147,100,6.35697e-07,2.09625,0.01,4.53069215402,0.006871,100,15.57,1,-117.963,1.16557,0.5,-106.702636147,99.3746121619,-106.657,4.53069215402,0.998011
0.0104487,0.00137594,0.883122,99.8803618103,-106.521516272,1.0012,-106.521516272,100,1.3702e-07,1.92872,0.01,3.72076521614,0.00881278,100,15.41,1,-117.709,1.04706,0.5,-106.521516272,99.8645495998,-106.508,3.72076521614,1.00209
0.010786,0.00108,0.879676,99.8820386699,-106.81048272,1.00118,-106.81048272,100,1.08838e-07,1.98987,0.01,4.06860753011,0.00883086,100,15.9,1,-117.998,1.07444,0.5,-106.81048272,99.8923941934,-106.797,4.06860753011,0.996139
0.0108745,0.00395963,0.767379,99.6116283041,-106.608845125,1.0039,-106.608845125,100,3.96651e-07,2.24217,0.01,5.09324870318,0.00768045,100,18.02,1,-117.873,1.08651,0.5,-106.608845125,99.6088473181,-106.566,5.09324870318,0.999133
0.012482,0.00428856,0.851246,99.6186667671,-106.990933676,1.00383,-106.990933676,100,4.23783e-07,1.89772,0.01,3.63303223945,0.00846196,100,16.33,1,-118.17,1.25565,0.5,-106.990933676,99.5822368032,-106.947,3.63303223945,1.00597
0.0111334,0.00219361,0.872974,99.7978134347,-106.590150959,1.00203,-106.590150959,100,2.17167e-07,2.32074,0.01,5.20383679366,0.00868598,100,17.55,1,-117.831,1.11895,0.5,-106.590150959,99.7854594348,-106.567,5.20383679366,1.00504
0.0105629,0.000691152,0.887992,99.9440030081,-106.795456207,1.00056,-106.795456207,100,6.9607e-08,1.89931,0.01,3.62653450793,0.00891146,100,17.32,1,-118.004,1.05255,0.5,-106.795456207,99.9311424358,-106.789,3.62653450793,0.99646
0.0107297,0.00113222,0.916043,99.8300584275,-106.601725799,1.0017,-106.601725799,100,1.13194e-07,2.03591,0.01,4.24216429783,0.00915931,100,17.78,1,-117.791,1.0731,0.5,-106.601725799,99.8880623823,-106.583,4.24216429783,1.00012
0.0111915,0.00208881,0.881204,99.8069088074,-106.830945825,1.00193,-106.830945825,100,2.10495e-07,1.98051,0.01,3.91565520681,0.00884602,100,18.33,1,-117.992,1.11485,0.5,-106.830945825,99.7920664788,-106.81,3.91565520681,0.996159
0.0118195,0.00116092,0.962861,99.8712887165,-106.509054314,1.00129,-106.509054314,100,1.17608e-07,2.36951,0.01,5.74357376956,0.00969127,100,16.66,1,-118.12,1.17431,0.5,-106.509054314,99.8836833935,-106.495,5.74357376956,0.993534
0.0128312,0.00566812,0.621621,99.668662549,-106.576503847,1.00332,-106.576503847,100,5.59238e-07,1.83222,0.01,3.39227245681,0.00617453,100,16.61,1,-117.742,1.29178,0.5,-106.576503847,99.4494129071,-106.537,3.39227245681,1.00675
0.0109738,0.00404283,0.658636,99.7559794547,-106.610910285,1.00245,-106.610910285,100,4.1163e-07,1.88924,0.01,3.64298444799,0.00664594,100,16.8,1,-117.708,1.08755,0.5,-106.610910285,99.5941441515,-106.582,3.64298444799,0.991036
0.0133758,0.00459435,0.918885,99.7375361787,-106.586674577,1.00263,-106.586674577,100,4.47675e-07,1.77978,0.01,3.23527592291,0.00907048,100,16.48,1,-117.687,1.35504,0.5,-106.586674577,99.558805295,-106.557,3.23527592291,1.01305
0.0113276,0.00280494,0.84975,99.7123907796,-106.365977063,1.00288,-106.365977063,100,2.77948e-07,1.9676,0.01,4.0686810121,0.00845884,100,18.83,1,-117.585,1.13793,0.5,-106.365977063,99.725604135,-106.334,4.0686810121,1.00457
0.011033,0.0010329,0.928247,99.9028316494,-106.753619218,1.00097,-106.753619218,100,1.02982e-07,1.91475,0.01,3.72641681597,0.00926863,100,16.2,1,-117.854,1.10495,0.5,-106.753619218,99.8981259848,-106.743,3.72641681597,1.00149
0.0105374,0.00127718,0.896949,99.8424988047,-106.317866316,1.00158,-106.317866316,100,1.26175e-07,1.89936,0.01,3.65426765718,0.00891514,100,19.88,1,-117.407,1.06017,0.5,-106.317866316,99.8752638239,-106.299,3.65426765718,1.0061
0.0109698,0.00113739,0.948641,99.853206903,-106.702735522,1.00147,-106.702735522,100,1.14808e-07,1.73909,0.01,3.06487961129,0.00953086,100,17.37,1,-117.875,1.09186,0.5,-106.702735522,99.886483925,-106.686,3.06487961129,0.995336
0.0117552,0.00341387,0.869731,99.7392319637,-106.807915205,1.00261,-106.807915205,100,3.4717e-07,1.9166,0.01,3.9077121245,0.00877067,100,18.87,1,-118.063,1.16569,0.5,-106.807915205,99.6574683134,-106.779,3.9077121245,0.991636
0.0102924,0.000119816,0.970548,99.9853036547,-106.315438109,1.00015,-106.315438109,100,1.1989e-08,1.77765,0.01,3.19251042087,0.00970846,100,17.26,1,-117.408,1.02893,0.5,-106.315438109,99.9881413275,-106.313,3.19251042087,0.999692
0.0104056,0.000298014,0.946184,99.9632493662,-106.513321471,1.00037,-106.513321471,100,2.97753e-08,2.01149,0.01,4.09342060259,0.00945769,100,17.17,1,-117.768,1.04101,0.5,-106.513321471,99.9705356551,-106.507,4.09342060259,1.00044
0.0126622,0.00388443,0.912509,99.6978143896,-106.668022877,1.00303,-106.668022877,100,3.83567e-07,2.12636,0.01,4.1985205222,0.00906764,100,16.98,1,-117.872,1.27424,0.5,-106.668022877,99.6217016849,-106.635,4.1985205222,1.00634
0.0111686,0.00737851,0.736336,99.422589574,-106.404520348,1.00581,-106.404520348,100,7.55562e-07,3.17106,0.01,9.0998179272,0.00745121,100,17.92,1,-117.561,1.10369,0.5,-106.404520348,99.257587165,-106.343,9.0998179272,0.98821
0.0121532,0.00267366,0.909012,99.7092025708,-106.615239168,1.00292,-106.615239168,100,2.6765e-07,2.20637,0.01,4.87512142863,0.00909495,100,20.32,1,-117.803,1.21468,0.5,-106.615239168,99.7357207748,-106.586,4.87512142863,0.999469
0.0122254,0.0024428,0.942203,99.799440031,-106.490670577,1.00201,-106.490670577,100,2.41032e-07,1.94614,0.01,3.79852514212,0.00935919,100,16.91,1,-117.61,1.23074,0.5,-106.490670577,99.7619113194,-106.467,3.79852514212,1.00671
0.0108086,0.00122566,0.906646,99.8370089724,-106.706750455,1.00163,-106.706750455,100,1.23516e-07,1.99902,0.01,4.10738344844,0.00910152,100,19.18,1,-117.902,1.07669,0.5,-106.706750455,99.8778758779,-106.688,4.10738344844,0.996147
0.0115485,0.00375785,0.69337,99.6831356511,-106.632373443,1.00318,-106.632373443,100,3.77415e-07,2.06199,0.01,4.52920382739,0.00694872,100,17.43,1,-117.865,1.15236,0.5,-106.632373443,99.6277608795,-106.593,4.52920382739,0.997838
0.0118309,0.00481516,0.813925,99.554434812,-106.739066316,1.00448,-106.739066316,100,4.82588e-07,2.19716,0.01,4.91268917621,0.00814831,100,17.73,1,-117.92,1.18177,0.5,-106.739066316,99.5244802147,-106.692,4.91268917621,0.998889
0.0135328,0.00617691,0.89043,99.6306048546,-106.57191061,1.00371,-106.57191061,100,6.03489e-07,2.28327,0.01,5.20307219718,0.00880134,100,19.0,1,-117.784,1.36911,0.5,-106.57191061,99.406106249,-106.53,5.20307219718,1.0117
0.0112662,0.00288023,0.808741,99.6308296825,-106.623324843,1.00371,-106.623324843,100,2.85902e-07,1.98041,0.01,4.12820492072,0.00805758,100,20.46,1,-117.815,1.13079,0.5,-106.623324843,99.717767412,-106.584,4.12820492072,1.0037
0.0113978,0.00298512,0.78149,99.738366276,-106.609036977,1.00262,-106.609036977,100,2.98787e-07,1.79033,0.01,3.25553492762,0.0078185,100,16.76,1,-117.726,1.13925,0.5,-106.609036977,99.7050734763,-106.58,3.25553492762,0.99954
0.0110564,0.00152351,0.888016,99.8278605934,-106.563125711,1.00172,-106.563125711,100,1.50773e-07,1.8107,0.01,3.32120634973,0.00883404,100,17.68,1,-117.591,1.11141,0.5,-106.563125711,99.8509292388,-106.543,3.32120634973,1.00522
0.0106975,0.00131442,0.809817,99.8810515755,-106.760086753,1.00119,-106.760086753,100,1.32506e-07,1.9445,0.01,3.79352289588,0.00813088,100,15.9,1,-117.933,1.06544,0.5,-106.760086753,99.8690089317,-106.747,3.79352289588,0.995977
0.0104302,0.000704593,0.915121,99.9348588219,-106.436896099,1.00065,-106.436896099,100,7.06686e-08,1.78799,0.01,3.26134278918,0.00916479,100,17.36,1,-117.518,1.04148,0.5,-106.436896099,99.9301164481,-106.43,3.26134278918,0.998518
0.010629,0.00255374,0.810024,99.7745482252,-106.540905853,1.00226,-106.540905853,100,2.5847e-07,1.86817,0.01,3.57640277113,0.00814919,100,17.14,1,-117.703,1.05651,0.5,-106.540905853,99.7447497182,-106.516,3.57640277113,0.993993
0.0108115,0.000656967,0.926862,99.9459439817,-106.371505936,1.00054,-106.371505936,100,6.59401e-08,1.98603,0.01,3.98901101675,0.00928577,100,19.08,1,-117.476,1.07915,0.5,-106.371505936,99.9347296284,-106.365,3.98901101675,0.998153
0.0109103,0.000952386,0.923201,99.9017727588,-106.44598834,1.00098,-106.44598834,100,9.5127e-08,2.00079,0.01,4.08920115298,0.0092266,100,19.36,1,-117.564,1.09167,0.5,-106.44598834,99.9059176904,-106.435,4.08920115298,1.00059
0.0106699,0.00115589,0.825553,99.893159696,-106.455348587,1.00107,-106.455348587,100,1.16138e-07,2.17883,0.01,4.83318498026,0.00827512,100,17.87,1,-117.659,1.06446,0.5,-106.455348587,99.8851609503,-106.443,4.83318498026,0.997633
0.0126706,0.0102586,0.608215,98.8941702764,-106.906778347,1.01118,-106.906778347,100,1.04281e-06,2.12879,0.01,4.60177532095,0.00613218,100,16.85,1,-118.167,1.25672,0.5,-106.906778347,98.9781652111,-106.844,4.60177532095,0.991841
0.0123194,0.0040045,0.826243,99.6439069459,-106.532054618,1.00357,-106.532054618,100,4.04335e-07,2.13618,0.01,4.678239437,0.00830241,100,18.27,1,-117.771,1.22601,0.5,-106.532054618,99.6012947162,-106.493,4.678239437,0.995185
0.0112933,0.00333512,0.799367,99.6775093551,-106.530287558,1.00324,-106.530287558,100,3.35481e-07,2.13652,0.01,4.62691434696,0.00801723,100,18.8,1,-117.657,1.12601,0.5,-106.530287558,99.6689126238,-106.494,4.62691434696,0.997061
0.0114045,0.00337,0.844951,99.7244461849,-107.025616186,1.00276,-107.025616186,100,3.33441e-07,2.14624,0.01,4.6779766814,0.00840478,100,18.54,1,-118.382,1.14652,0.5,-107.025616186,99.6710072056,-106.996,4.6779766814,1.00532
0.0109159,0.00055645,0.965568,99.934501661,-106.106559713,1.00066,-106.106559713,100,5.53476e-08,1.6808,0.01,2.86724576104,0.00962984,100,18.82,1,-117.159,1.09452,0.5,-106.106559713,99.9452264711,-106.099,2.86724576104,1.00268
0.0119102,0.00311265,0.785363,99.6931579536,-106.833641626,1.00308,-106.833641626,100,3.12496e-07,1.93885,0.01,3.94056719524,0.00786915,100,17.9,1,-118.144,1.18867,0.5,-106.833641626,99.6915578818,-106.798,3.94056719524,0.998029
0.0112773,0.00718871,0.710868,99.4516329965,-106.937947188,1.00551,-106.937947188,100,7.32316e-07,2.4395,0.01,5.51864002657,0.00717484,100,18.22,1,-118.178,1.11733,0.5,-106.937947188,99.2802056469,-106.879,5.51864002657,0.990778
0.0118064,0.00592537,0.725585,99.5124504327,-106.806691211,1.0049,-106.806691211,100,6.01156e-07,2.20669,0.01,4.83513915325,0.00730843,100,19.33,1,-118.002,1.17215,0.5,-106.806691211,99.4083816331,-106.753,4.83513915325,0.992805
0.0116875,0.00239314,0.895579,99.7393624111,-106.76460669,1.00261,-106.76460669,100,2.37843e-07,2.05863,0.01,4.34670932936,0.00892822,100,19.45,1,-117.929,1.17236,0.5,-106.76460669,99.7651029981,-106.735,4.34670932936,1.00309
0.0109919,0.00101429,0.914202,99.8703137246,-106.641057078,1.0013,-106.641057078,100,1.02915e-07,2.18985,0.01,4.7632691831,0.00920877,100,18.18,1,-117.774,1.09122,0.5,-106.641057078,99.8982270683,-106.626,4.7632691831,0.992751
0.0121858,0.0106947,0.594815,99.3525615007,-106.234335977,1.00652,-106.234335977,100,1.09733e-06,1.90714,0.01,3.91033370961,0.00602513,100,18.34,1,-117.404,1.20301,0.5,-106.234335977,98.9253173828,-106.163,3.91033370961,0.987223
0.0108886,0.00131158,0.92318,99.8739759879,-106.348884821,1.00126,-106.348884821,100,1.32439e-07,2.1553,0.01,4.7131282093,0.00927676,100,18.61,1,-117.478,1.08358,0.5,-106.348884821,99.8690766539,-106.335,4.7131282093,0.995153
0.0122966,0.00564135,0.703463,99.5185185581,-106.468407498,1.00484,-106.468407498,100,5.66108e-07,1.97343,0.01,3.99333812204,0.00704692,100,18.22,1,-117.655,1.22751,0.5,-106.468407498,99.4426638677,-106.416,3.99333812204,0.998256
0.01035,0.000151563,0.964585,99.9732327603,-106.507205585,1.00027,-106.507205585,100,1.5267e-08,1.93389,0.01,3.7694007513,0.009681,100,16.62,1,-117.719,1.03124,0.5,-106.507205585,99.9849017057,-106.504,3.7694007513,0.996368
0.0117347,0.00232358,0.912031,99.7689353376,-106.601247337,1.00232,-106.601247337,100,2.298e-07,2.12396,0.01,4.38607148866,0.00906998,100,18.54,1,-117.655,1.17999,0.5,-106.601247337,99.7730075696,-106.576,4.38607148866,1.00555
0.0116572,0.00445526,0.889262,99.6352554489,-106.543425241,1.00366,-106.543425241,100,4.45399e-07,2.18487,0.01,4.93811027523,0.00889135,100,18.8,1,-117.747,1.16589,0.5,-106.543425241,99.560992366,-106.502,4.93811027523,1.00014
0.0132344,0.00471575,0.91246,99.4713271084,-106.452103375,1.00531,-106.452103375,100,4.69658e-07,2.48842,0.01,5.1417049366,0.00910603,100,19.12,1,-117.708,1.32614,0.5,-106.452103375,99.5372009855,-106.394,5.1417049366,1.00204
