eRenyi2,MinNormIw,AvgDiscRet,VanillaAvgRet,ESSClassic,MinVanillaIw,VarJ,VarVanillaIw,ESSRenyi,MaxVanillaIw,MaxNormIw,AvgNormIw,BatchSize,IterType,EpsThisIter,Delta,VarDiscRet,AvgEpLen,VarNormIw,Bound,J,VarRet,AvgVanillaIw,AvgRet
1.0,0.00333333,-40.1135711959,-40.1135711959,299.999969474,1.0,73.6552,,500.0,1.0,0.00333333,0.00333333,500,2,100,0.6,5258.92237786,236.41,5.43914e-20,-42.1998,-36.2365,5258.92237786,1.0,-40.1135711959
1.0,0.0025,-38.0787098112,-38.0787098112,400.0,1.0,73.2042,,500.0,1.0,0.0025,0.0025,500,2,100,0.6,5209.73111,231.36,5.4346e-20,-41.8614,-36.6971,5209.73111,1.0,-38.0787098112
5.18418,6.47434e-06,-35.0747582999,-35.0747582999,104.469270766,0.00344931,146.549,4.30719,96.447210362,24.6027,0.0461793,0.002,500,1,100,0.6,5497.1005339,246.28,1.51747e-05,-29.7989,-19.2817,5497.1005339,1.06553,-35.0747582999
1.0,0.01,-40.0893745524,-40.0893745524,100.0,1.0,72.0106,,500.0,1.0,0.01,0.01,500,2,100,0.6,5237.9052815,246.03,3.50449e-18,-50.3788,-40.0894,5237.9052815,1.0,-40.0893745524
1.0,0.005,-41.4678731533,-41.4678731533,200.000000102,1.0,71.7236,,500.0,1.0,0.005,0.005,500,2,100,0.6,5153.62097965,241.15,2.1793e-19,-48.0543,-40.7786,5153.62097965,1.0,-41.4678731533
1.0,0.00333333,-29.749769666,-29.749769666,299.999969474,1.0,71.6138,,500.0,1.0,0.00333333,0.00333333,500,2,100,0.6,5066.60723104,276.9,5.43914e-20,-43.0429,-37.1023,5066.60723104,1.0,-29.749769666
1.0,0.0025,-37.2772992963,-37.2772992963,400.0,1.0,71.3214,,500.0,1.0,0.0025,0.0025,500,2,100,0.6,5011.47056357,249.69,5.4346e-20,-42.2908,-37.1461,5011.47056357,1.0,-37.2772992963
4.61102,1.47702e-09,-33.8299853317,-33.8299853317,115.763227989,6.92893e-07,140.149,2.92763,108.435808172,22.0342,0.0469697,0.002,500,1,100,0.6,5129.12297198,264.47,1.33032e-05,-32.0086,-22.1276,5129.12297198,0.93823,-33.8299853317
1.0,0.01,-28.9804825622,-28.9804825622,100.0,1.0,69.7903,,500.0,1.0,0.01,0.01,500,2,100,0.6,4919.88304519,281.06,3.50449e-18,-38.4489,-28.9805,4919.88304519,1.0,-28.9804825622
1.0,0.005,-39.0052023613,-39.0052023613,200.000000102,1.0,69.7228,,500.0,1.0,0.005,0.005,500,2,100,0.6,4850.10812367,251.36,2.1793e-19,-40.688,-33.9928,4850.10812367,1.0,-39.0052023613
1.0,0.00333333,-33.2035490929,-33.2035490929,299.999969474,1.0,69.9232,,500.0,1.0,0.00333333,0.00333333,500,2,100,0.6,4994.75296476,267.26,5.43914e-20,-39.1963,-33.7297,4994.75296476,1.0,-33.2035490929
1.0,0.0025,-37.8344483371,-37.8344483371,400.0,1.0,69.8277,,500.0,1.0,0.0025,0.0025,500,2,100,0.6,4871.94919976,249.12,5.4346e-20,-39.4901,-34.7559,4871.94919976,1.0,-37.8344483371
1.0,0.00035998,-37.3686822534,-37.3686822534,32.7023080011,0.211264,273.889,19.7261,499.99839068,95.033,0.161929,0.002,500,1,100,0.6,5179.39609701,259.43,5.72723e-05,-13.5664,-9.12399,5179.39609701,1.17376,-37.3686822534
1.0,0.01,-27.5459235793,-27.5459235793,100.0,1.0,70.5134,,500.0,1.0,0.01,0.01,500,2,100,0.6,5022.3647271,287.05,3.50449e-18,-37.0132,-27.5459,5022.3647271,1.0,-27.5459235793
1.0,0.005,-33.1036228096,-33.1036228096,200.000000102,1.0,70.8585,,500.0,1.0,0.005,0.005,500,2,100,0.6,5105.31367549,264.64,2.1793e-19,-37.2385,-30.3248,5105.31367549,1.0,-33.1036228096
1.0,0.00333333,-39.6847898304,-39.6847898304,299.999969474,1.0,70.643,,500.0,1.0,0.00333333,0.00333333,500,2,100,0.6,4920.2702544,250.02,5.43914e-20,-39.0898,-33.4448,4920.2702544,1.0,-39.6847898304
1.0,0.0025,-44.6205323799,-44.6205323799,400.0,1.0,70.091,,500.0,1.0,0.0025,0.0025,500,2,100,0.6,4632.33767585,232.65,5.4346e-20,-41.1834,-36.2387,4632.33767585,1.0,-44.6205323799
32.3268,2.28239e-39,-31.4842829641,-31.4842829641,12.0485863864,1.29184e-36,122.558,52.0008,15.4670495038,100.832,0.178147,0.002,500,1,100,0.6,4991.8768393,272.05,0.000162319,-9.21318,15.9327,4991.8768393,1.13201,-31.4842829641
1.0,0.01,-42.2885341663,-42.2885341663,100.0,1.0,69.6346,,500.0,1.0,0.01,0.01,500,2,100,0.6,4897.96208765,237.61,3.50449e-18,-51.3912,-42.2885,4897.96208765,1.0,-42.2885341663
1.0,0.005,-37.148395923,-37.148395923,200.000000102,1.0,69.595,,500.0,1.0,0.005,0.005,500,2,100,0.6,4873.45993725,247.7,2.1793e-19,-46.7469,-39.7185,4873.45993725,1.0,-37.148395923
1.0,0.00333333,-37.0341248103,-37.0341248103,299.999969474,1.0,70.1925,,500.0,1.0,0.00333333,0.00333333,500,2,100,0.6,5140.6286207,254.09,5.43914e-20,-44.5624,-38.8237,5140.6286207,1.0,-37.0341248103
1.0,0.0025,-43.5945798843,-43.5945798843,400.0,1.0,70.1041,,500.0,1.0,0.0025,0.0025,500,2,100,0.6,4909.4259576,236.82,5.4346e-20,-44.9862,-40.0164,4909.4259576,1.0,-43.5945798843
70.6583,5.02162e-39,-35.2935510437,-35.2935510437,4.97747543943,2.85342e-36,99.8837,128.703,7.07631385983,171.063,0.301047,0.002,500,1,100,0.6,5212.02759073,251.71,0.000398607,0.6152,37.9805,5212.02759073,1.13645,-35.2935510437
1.0,0.01,-38.4362763649,-38.4362763649,100.0,1.0,73.5136,,500.0,1.0,0.01,0.01,500,2,100,0.6,5458.83439406,237.43,3.50449e-18,-47.3533,-38.4363,5458.83439406,1.0,-38.4362763649
1.0,0.005,-37.4072686224,-37.4072686224,200.000000102,1.0,73.1974,,500.0,1.0,0.005,0.005,500,2,100,0.6,5364.5985184,237.06,2.1793e-19,-44.5683,-37.9218,5364.5985184,1.0,-37.4072686224
1.0,0.00333333,-27.0440041372,-27.0440041372,299.999969474,1.0,74.2303,,500.0,1.0,0.00333333,0.00333333,500,2,100,0.6,5793.71810681,272.03,5.43914e-20,-39.9058,-34.2958,5793.71810681,1.0,-27.0440041372
1.0,0.0025,-25.2534362347,-25.2534362347,400.0,1.0,74.5307,,500.0,1.0,0.0025,0.0025,500,2,100,0.6,5684.41695802,282.24,5.4346e-20,-36.8936,-32.0352,5684.41695802,1.0,-25.2534362347
8.97128,5.60993e-10,-23.7665247634,-23.7665247634,64.2701536205,3.10372e-07,206.78,8.31739,55.73343014,34.573,0.0624903,0.002,500,1,100,0.6,5372.0941097,282.05,2.7173e-05,-25.0717,-12.0561,5372.0941097,1.10651,-23.7665247634
1.0,0.01,-26.0427880309,-26.0427880309,100.0,1.0,76.3946,,500.0,1.0,0.01,0.01,500,2,100,0.6,5895.0912019,276.85,3.50449e-18,-35.5405,-26.0428,5895.0912019,1.0,-26.0427880309
1.0,0.005,-30.6902391189,-30.6902391189,200.000000102,1.0,76.3776,,500.0,1.0,0.005,0.005,500,2,100,0.6,5878.94022732,255.3,2.1793e-19,-35.1835,-28.3665,5878.94022732,1.0,-30.6902391189
1.0,0.00333333,-41.6198164228,-41.6198164228,299.999969474,1.0,76.7721,,500.0,1.0,0.00333333,0.00333333,500,2,100,0.6,5957.22838697,233.37,5.43914e-20,-38.5666,-32.7843,5957.22838697,1.0,-41.6198164228
1.0,0.0025,-29.6082300781,-29.6082300781,400.0,1.0,76.846,,500.0,1.0,0.0025,0.0025,500,2,100,0.6,5991.70916509,264.55,5.4346e-20,-36.9979,-31.9903,5991.70916509,1.0,-29.6082300781
4.92158,1.51607e-05,-24.7675547576,-24.7675547576,90.8571400716,0.00715608,161.41,4.0212,101.593344873,33.6537,0.071298,0.002,500,1,100,0.6,5963.28478163,280.68,1.80487e-05,-23.0771,-13.1408,5963.28478163,0.944029,-24.7675547576
1.0,0.01,-37.226137263,-37.226137263,100.0,1.0,73.6491,,500.0,1.0,0.01,0.01,500,2,100,0.6,5478.98720076,240.62,3.50449e-18,-47.0499,-37.2261,5478.98720076,1.0,-37.226137263
1.0,0.005,-38.2148624956,-38.2148624956,200.000000102,1.0,73.8955,,500.0,1.0,0.005,0.005,500,2,100,0.6,5551.93659387,242.6,2.1793e-19,-44.667,-37.7205,5551.93659387,1.0,-38.2148624956
1.0,0.00333333,-27.2800780035,-27.2800780035,299.999969474,1.0,74.276,,500.0,1.0,0.00333333,0.00333333,500,2,100,0.6,5613.14458533,272.29,5.43914e-20,-39.9121,-34.2404,5613.14458533,1.0,-27.2800780035
1.0,0.0025,-31.8418036195,-31.8418036195,400.0,1.0,74.5731,,500.0,1.0,0.0025,0.0025,500,2,100,0.6,5746.93700834,264.06,5.4346e-20,-38.6246,-33.6407,5746.93700834,1.0,-31.8418036195
2.98931,6.66202e-06,-33.3392640575,-33.3392640575,180.109475626,0.00347845,120.661,1.94068,167.26291801,14.5304,0.027829,0.002,500,1,100,0.6,5644.75550144,254.67,7.1186e-06,-24.4386,-16.7313,5644.75550144,1.04426,-33.3392640575
1.0,0.01,-25.6870347125,-25.6870347125,100.0,1.0,74.801,,500.0,1.0,0.01,0.01,500,2,100,0.6,5651.70674086,272.53,3.50449e-18,-35.0921,-25.687,5651.70674086,1.0,-25.6870347125
1.0,0.005,-40.9891004443,-40.9891004443,200.000000102,1.0,75.2422,,500.0,1.0,0.005,0.005,500,2,100,0.6,5667.18419736,231.78,2.1793e-19,-40.011,-33.3381,5667.18419736,1.0,-40.9891004443
1.0,0.00333333,-33.1788651481,-33.1788651481,299.999969474,1.0,74.942,,500.0,1.0,0.00333333,0.00333333,500,2,100,0.6,5581.94635714,259.37,5.43914e-20,-38.7334,-33.285,5581.94635714,1.0,-33.1788651481
1.0,0.0025,-25.0934746078,-25.0934746078,400.0,1.0,75.0935,,500.0,1.0,0.0025,0.0025,500,2,100,0.6,5714.03899861,279.02,5.4346e-20,-35.9556,-31.2371,5714.03899861,1.0,-25.0934746078
6.27173,2.44759e-29,-25.8354874507,-25.8354874507,67.8826269277,1.23613e-26,186.124,6.50767,79.7227779561,42.0752,0.0833105,0.002,500,1,100,0.6,5669.66525402,272.54,2.55137e-05,-16.6626,-6.09348,5669.66525402,1.01008,-25.8354874507
1.0,0.01,-33.5183245962,-33.5183245962,100.0,1.0,74.8897,,500.0,1.0,0.01,0.01,500,2,100,0.6,5665.12161013,254.76,3.50449e-18,-43.0079,-33.5183,5665.12161013,1.0,-33.5183245962
1.0,0.005,-51.4322299891,-51.4322299891,200.000000102,1.0,73.6968,,500.0,1.0,0.005,0.005,500,2,100,0.6,5144.96019862,201.91,2.1793e-19,-49.3816,-42.4753,5144.96019862,1.0,-51.4322299891
1.0,0.00333333,-20.1999496345,-20.1999496345,299.999969474,1.0,74.7031,,500.0,1.0,0.00333333,0.00333333,500,2,100,0.6,5604.4789065,294.44,5.43914e-20,-40.7141,-35.0502,5604.4789065,1.0,-20.1999496345
1.0,0.0025,-28.4902925784,-28.4902925784,400.0,1.0,75.1253,,500.0,1.0,0.0025,0.0025,500,2,100,0.6,5859.90154409,268.83,5.4346e-20,-38.3153,-33.4102,5859.90154409,1.0,-28.4902925784
66.4839,1.79544e-38,-38.4164424117,-38.4164424117,3.94747192367,1.22025e-35,161.316,232.646,7.52061323477,271.666,0.39972,0.002,500,1,100,0.6,5415.81960238,237.51,0.000503661,11.1165,46.8892,5415.81960238,1.35928,-38.4164424117
1.0,0.01,-32.8817312292,-32.8817312292,100.0,1.0,76.9543,,500.0,1.0,0.01,0.01,500,2,100,0.6,5981.77633186,250.16,3.50449e-18,-42.8673,-32.8817,5981.77633186,1.0,-32.8817312292
1.0,0.005,-25.2067544322,-25.2067544322,200.000000102,1.0,77.5578,,500.0,1.0,0.005,0.005,500,2,100,0.6,6140.41459142,272.08,2.1793e-19,-36.1051,-29.0442,6140.41459142,1.0,-25.2067544322
1.0,0.00333333,-26.3154334275,-26.3154334275,299.999969474,1.0,76.7294,,500.0,1.0,0.00333333,0.00333333,500,2,100,0.6,5683.63636953,269.27,5.43914e-20,-33.8998,-28.1346,5683.63636953,1.0,-26.3154334275
1.0,0.0025,-27.0947928467,-27.0947928467,400.0,1.0,76.319,,500.0,1.0,0.0025,0.0025,500,2,100,0.6,5692.30465694,263.31,5.4346e-20,-32.8674,-27.8747,5692.30465694,1.0,-27.0947928467
6.47712,9.65817e-06,-26.266894481,-26.266894481,31.6483147052,0.00564028,261.165,20.2284,77.1948205993,97.3172,0.166642,0.002,500,1,100,0.6,6059.78348495,277.36,5.93131e-05,-16.7406,-5.37535,6059.78348495,1.16798,-26.266894481
1.0,0.01,-38.2652764147,-38.2652764147,100.0,1.0,77.781,,500.0,1.0,0.01,0.01,500,2,100,0.6,6110.9994731,232.06,3.50449e-18,-47.7031,-38.2653,6110.9994731,1.0,-38.2652764147
1.0,0.005,-35.9037481351,-35.9037481351,200.000000102,1.0,76.8897,,500.0,1.0,0.005,0.005,500,2,100,0.6,5829.68429595,240.9,2.1793e-19,-43.758,-37.0845,5829.68429595,1.0,-35.9037481351
1.0,0.00333333,-38.7246562432,-38.7246562432,299.999969474,1.0,76.6364,,500.0,1.0,0.00333333,0.00333333,500,2,100,0.6,5852.05885318,232.36,5.43914e-20,-43.1756,-37.6312,5852.05885318,1.0,-38.7246562432
1.0,0.0025,-22.5504890843,-22.5504890843,400.0,1.0,76.8223,,500.0,1.0,0.0025,0.0025,500,2,100,0.6,5875.4538639,281.63,5.4346e-20,-38.6787,-33.861,5875.4538639,1.0,-22.5504890843
24.007,2.12868e-08,-30.8249126526,-30.8249126526,3.89099810574,1.72547e-05,341.24,335.767,20.8272190295,408.255,0.503657,0.002,500,1,100,0.6,6037.16360365,259.47,0.000511029,-8.11215,13.0008,6037.16360365,1.62116,-30.8249126526
1.0,0.01,-28.6951482624,-28.6951482624,100.0,1.0,79.4186,,500.0,1.0,0.01,0.01,500,2,100,0.6,6371.02009031,259.74,3.50449e-18,-38.2588,-28.6951,6371.02009031,1.0,-28.6951482624
1.0,0.005,-41.8808454981,-41.8808454981,200.000000102,1.0,77.9519,,500.0,1.0,0.005,0.005,500,2,100,0.6,5816.91061185,223.51,2.1793e-19,-42.0505,-35.288,5816.91061185,1.0,-41.8808454981
1.0,0.00333333,-20.1358300138,-20.1358300138,299.999969474,1.0,78.1129,,500.0,1.0,0.00333333,0.00333333,500,2,100,0.6,6059.44883149,285.36,5.43914e-20,-35.7588,-30.2373,6059.44883149,1.0,-20.1358300138
1.0,0.0025,-25.8274460008,-25.8274460008,400.0,1.0,77.6971,,500.0,1.0,0.0025,0.0025,500,2,100,0.6,5886.77333396,267.38,5.4346e-20,-34.026,-29.1348,5886.77333396,1.0,-25.8274460008
6.58788,4.60403e-05,-35.4672185245,-35.4672185245,66.0963386996,0.0277322,179.915,9.54634,75.8968936716,55.5345,0.0921971,0.002,500,1,100,0.6,5879.12636941,242.16,2.63115e-05,-17.837,-6.60816,5879.12636941,1.20469,-35.4672185245
1.0,0.01,-21.1237448058,-21.1237448058,100.0,1.0,78.0592,,500.0,1.0,0.01,0.01,500,2,100,0.6,6154.7953223,281.79,3.50449e-18,-31.5331,-21.1237,6154.7953223,1.0,-21.1237448058
1.0,0.005,-32.4265204168,-32.4265204168,200.000000102,1.0,77.9904,,500.0,1.0,0.005,0.005,500,2,100,0.6,6068.56774698,245.64,2.1793e-19,-34.1357,-26.7751,6068.56774698,1.0,-32.4265204168
1.0,0.00333333,-25.4896856313,-25.4896856313,299.999969474,1.0,78.1419,,500.0,1.0,0.00333333,0.00333333,500,2,100,0.6,6214.52389495,268.15,5.43914e-20,-32.3565,-26.3467,6214.52389495,1.0,-25.4896856313
1.0,0.0025,-26.160898355,-26.160898355,400.0,1.0,78.0806,,500.0,1.0,0.0025,0.0025,500,2,100,0.6,6129.12732685,263.94,5.4346e-20,-31.5049,-26.3002,6129.12732685,1.0,-26.160898355
4.07941,7.16722e-06,-26.4300119227,-26.4300119227,174.567277498,0.00356525,126.448,1.84887,122.566827393,14.3739,0.0288959,0.002,500,1,100,0.6,5945.73448543,263.71,7.47185e-06,-20.1346,-10.7322,5945.73448543,0.994878,-26.4300119227
1.0,0.01,-26.5444816755,-26.5444816755,100.0,1.0,79.0657,,500.0,1.0,0.01,0.01,500,2,100,0.6,6314.53590115,263.62,3.50449e-18,-36.7124,-26.5445,6314.53590115,1.0,-26.5444816755
1.0,0.005,-24.2676676361,-24.2676676361,200.000000102,1.0,78.9677,,500.0,1.0,0.005,0.005,500,2,100,0.6,6280.61934418,272.64,2.1793e-19,-32.5959,-25.4061,6280.61934418,1.0,-24.2676676361
1.0,0.00333333,-28.9682421183,-28.9682421183,299.999969474,1.0,78.7266,,500.0,1.0,0.00333333,0.00333333,500,2,100,0.6,6175.10822963,255.32,5.43914e-20,-32.4639,-26.5935,6175.10822963,1.0,-28.9682421183
1.0,0.0025,-37.0685497862,-37.0685497862,400.0,1.0,78.603,,500.0,1.0,0.0025,0.0025,500,2,100,0.6,6098.78971462,232.27,5.4346e-20,-34.2962,-29.2122,6098.78971462,1.0,-37.0685497862
35.0757,3.27068e-10,-34.3499538715,-34.3499538715,3.83012743234,4.08716e-07,325.885,810.803,14.2548772753,615.97,0.492919,0.002,500,1,100,0.6,6031.00293606,246.2,0.000519214,-6.52792,21.2863,6031.00293606,2.49928,-34.3499538715
1.0,0.01,-19.3162389324,-19.3162389324,100.0,1.0,79.1855,,500.0,1.0,0.01,0.01,500,2,100,0.6,6333.6791907,281.36,3.50449e-18,-28.1787,-19.3162,6333.6791907,1.0,-19.3162389324
1.0,0.005,-23.9766274362,-23.9766274362,200.000000102,1.0,78.9841,,500.0,1.0,0.005,0.005,500,2,100,0.6,6258.37071896,271.15,2.1793e-19,-28.6377,-21.6464,6258.37071896,1.0,-23.9766274362
1.0,0.00333333,-39.0660819479,-39.0660819479,299.999969474,1.0,78.4431,,500.0,1.0,0.00333333,0.00333333,500,2,100,0.6,5839.05963215,227.98,5.43914e-20,-33.1894,-27.453,5839.05963215,1.0,-39.0660819479
1.0,0.0025,-45.747874873,-45.747874873,400.0,1.0,78.3262,,500.0,1.0,0.0025,0.0025,500,2,100,0.6,5887.89781374,214.62,5.4346e-20,-37.1236,-32.0267,5887.89781374,1.0,-45.747874873
7.3084,2.06382e-05,-39.7318096102,-39.7318096102,28.0572021765,0.0131318,319.723,27.2949,68.4144079369,105.467,0.165754,0.002,500,1,100,0.6,6059.85583906,227.62,6.74178e-05,-28.2189,-15.8947,6059.85583906,1.27257,-39.7318096102
1.0,0.01,-34.7106479866,-34.7106479866,100.0,1.0,77.5055,,500.0,1.0,0.01,0.01,500,2,100,0.6,6067.7751647,236.31,3.50449e-18,-43.9803,-34.7106,6067.7751647,1.0,-34.7106479866
1.0,0.005,-29.9434131715,-29.9434131715,200.000000102,1.0,78.4808,,500.0,1.0,0.005,0.005,500,2,100,0.6,6363.65166512,250.12,2.1793e-19,-39.0398,-32.327,6363.65166512,1.0,-29.9434131715
1.0,0.00333333,-42.6291599411,-42.6291599411,299.999969474,1.0,78.2054,,500.0,1.0,0.00333333,0.00333333,500,2,100,0.6,6019.20557566,218.49,5.43914e-20,-41.2421,-35.7611,6019.20557566,1.0,-42.6291599411
1.0,0.0025,-24.2157416695,-24.2157416695,400.0,1.0,78.6479,,500.0,1.0,0.0025,0.0025,500,2,100,0.6,6357.29197472,272.8,5.4346e-20,-37.8018,-32.8747,6357.29197472,1.0,-24.2157416695
4.50033,4.14289e-10,-37.4899982712,-37.4899982712,105.629072461,2.03924e-07,156.174,3.6256,111.102870092,22.9884,0.0467029,0.002,500,1,100,0.6,6037.77639692,231.33,1.49641e-05,-23.2509,-13.902,6037.77639692,0.984452,-37.4899982712
1.0,0.01,-21.0769986507,-21.0769986507,100.0,1.0,79.2738,,500.0,1.0,0.01,0.01,500,2,100,0.6,6347.80953771,281.01,3.50449e-18,-30.8706,-21.077,6347.80953771,1.0,-21.0769986507
1.0,0.005,-34.8539897001,-34.8539897001,200.000000102,1.0,79.3962,,500.0,1.0,0.005,0.005,500,2,100,0.6,6291.20700632,241.13,2.1793e-19,-34.8906,-27.9655,6291.20700632,1.0,-34.8539897001
1.0,0.00333333,-44.3887771634,-44.3887771634,299.999969474,1.0,78.3613,,500.0,1.0,0.00333333,0.00333333,500,2,100,0.6,5691.05473645,215.48,5.43914e-20,-39.0943,-33.4399,5691.05473645,1.0,-44.3887771634
1.0,0.0025,-38.8547505246,-38.8547505246,400.0,1.0,78.1693,,500.0,1.0,0.0025,0.0025,500,2,100,0.6,6058.89555479,237.45,5.4346e-20,-39.6904,-34.7936,6058.89555479,1.0,-38.8547505246
76.0229,,-39.1311021329,-39.1311021329,4.03883657509,,174.154,35.927,6.57696202682,113.168,0.418866,0.002,500,1,100,0.6,5926.04116035,233.18,0.000492177,4.47394,42.6623,5926.04116035,0.540356,-39.1311021329
1.0,0.01,-31.1228679525,-31.1228679525,100.0,1.0,77.3034,,500.0,1.0,0.01,0.01,500,2,100,0.6,6036.18418832,249.98,3.50449e-18,-40.3304,-31.1229,6036.18418832,1.0,-31.1228679525
1.0,0.005,-42.8399165529,-42.8399165529,200.000000102,1.0,76.3762,,500.0,1.0,0.005,0.005,500,2,100,0.6,5678.98112302,219.7,2.1793e-19,-43.7236,-36.9814,5678.98112302,1.0,-42.8399165529
1.0,0.00333333,-20.168404254,-20.168404254,299.999969474,1.0,77.1848,,500.0,1.0,0.00333333,0.00333333,500,2,100,0.6,6078.15762895,284.97,5.43914e-20,-37.0469,-31.3771,6078.15762895,1.0,-20.168404254
1.0,0.0025,-38.6831509031,-38.6831509031,400.0,1.0,77.1337,,500.0,1.0,0.0025,0.0025,500,2,100,0.6,5945.38053704,227.3,5.4346e-20,-38.9837,-33.2036,5945.38053704,1.0,-38.6831509031
15.2212,7.57473e-18,-40.9133336785,-40.9133336785,18.4290262596,3.78316e-15,271.099,26.1253,32.8488986251,94.4039,0.189018,0.002,500,1,100,0.6,5804.95956678,224.76,0.000104734,-14.0529,6.11698,5804.95956678,0.998888,-40.9133336785
1.0,0.01,-26.6600289182,-26.6600289182,100.0,1.0,78.6779,,500.0,1.0,0.01,0.01,500,2,100,0.6,6252.74130811,268.31,3.50449e-18,-35.9537,-26.66,6252.74130811,1.0,-26.6600289182
1.0,0.005,-39.4010564363,-39.4010564363,200.000000102,1.0,77.0522,,500.0,1.0,0.005,0.005,500,2,100,0.6,5659.28436221,232.56,2.1793e-19,-39.8458,-33.0305,5659.28436221,1.0,-39.4010564363
1.0,0.00333333,-38.1699211671,-38.1699211671,299.999969474,1.0,76.433,,500.0,1.0,0.00333333,0.00333333,500,2,100,0.6,5691.22704153,237.31,5.43914e-20,-40.3083,-34.7437,5691.22704153,1.0,-38.1699211671
1.0,0.0025,-26.4088409896,-26.4088409896,400.0,1.0,76.7544,,500.0,1.0,0.0025,0.0025,500,2,100,0.6,6047.34263807,263.06,5.4346e-20,-37.6883,-32.66,6047.34263807,1.0,-26.4088409896
6.9728,5.05839e-07,-22.2945520214,-22.2945520214,35.8217992804,0.000296593,238.633,17.8552,71.7072564604,80.526,0.137337,0.002,500,1,100,0.6,6005.0828986,281.07,5.19358e-05,-17.489,-5.59351,6005.0828986,1.17268,-22.2945520214
1.0,0.01,-32.877091894,-32.877091894,100.0,1.0,75.0634,,500.0,1.0,0.01,0.01,500,2,100,0.6,5691.42379028,248.98,3.50449e-18,-42.1618,-32.8771,5691.42379028,1.0,-32.877091894
1.0,0.005,-22.717954269,-22.717954269,200.000000102,1.0,76.2237,,500.0,1.0,0.005,0.005,500,2,100,0.6,5993.92056719,281.33,2.1793e-19,-34.3772,-27.7975,5993.92056719,1.0,-22.717954269
1.0,0.00333333,-33.8263357062,-33.8263357062,299.999969474,1.0,76.5637,,500.0,1.0,0.00333333,0.00333333,500,2,100,0.6,6001.69168629,250.25,5.43914e-20,-35.5408,-29.8071,6001.69168629,1.0,-33.8263357062
1.0,0.0025,-33.6629199386,-33.6629199386,400.0,1.0,76.7228,,500.0,1.0,0.0025,0.0025,500,2,100,0.6,6008.47780496,246.51,5.4346e-20,-35.7365,-30.7711,6008.47780496,1.0,-33.6629199386
7.90196,1.10258e-10,-42.1887232419,-42.1887232419,31.6071388459,6.16618e-08,236.745,18.5768,63.2754604472,88.3804,0.158033,0.002,500,1,100,0.6,5661.93491402,228.96,5.93957e-05,-14.8104,-2.3258,5661.93491402,1.1185,-42.1887232419
1.0,0.01,-28.1558769979,-28.1558769979,100.0,1.0,76.6129,,500.0,1.0,0.01,0.01,500,2,100,0.6,5928.82273522,268.77,3.50449e-18,-37.9691,-28.1559,5928.82273522,1.0,-28.1558769979
1.0,0.005,-35.5262065937,-35.5262065937,200.000000102,1.0,75.6205,,500.0,1.0,0.005,0.005,500,2,100,0.6,5596.18590055,245.28,2.1793e-19,-38.7801,-31.841,5596.18590055,1.0,-35.5262065937
1.0,0.00333333,-29.880425316,-29.880425316,299.999969474,1.0,75.6814,,500.0,1.0,0.00333333,0.00333333,500,2,100,0.6,5801.56436244,263.95,5.43914e-20,-36.8532,-31.1875,5801.56436244,1.0,-29.880425316
1.0,0.0025,-20.5416382773,-20.5416382773,400.0,1.0,76.1151,,500.0,1.0,0.0025,0.0025,500,2,100,0.6,5965.6290043,290.54,5.4346e-20,-33.5888,-28.526,5965.6290043,1.0,-20.5416382773
2.88735,3.96942e-10,-28.3660645342,-28.3660645342,148.82733398,1.88872e-07,128.659,2.14115,173.169421405,23.8575,0.0501401,0.002,500,1,100,0.6,5652.86503986,267.36,9.45731e-06,-21.4239,-13.7293,5652.86503986,0.951634,-28.3660645342
1.0,0.01,-30.9503148486,-30.9503148486,100.0,1.0,76.5699,,500.0,1.0,0.01,0.01,500,2,100,0.6,5922.17089598,254.56,3.50449e-18,-40.1717,-30.9503,5922.17089598,1.0,-30.9503148486
1.0,0.005,-22.3312006364,-22.3312006364,200.000000102,1.0,76.9392,,500.0,1.0,0.005,0.005,500,2,100,0.6,5999.1920511,280.92,2.1793e-19,-33.33,-26.6408,5999.1920511,1.0,-22.3312006364
1.0,0.00333333,-27.9045392151,-27.9045392151,299.999969474,1.0,76.5282,,500.0,1.0,0.00333333,0.00333333,500,2,100,0.6,5787.20356168,268.16,5.43914e-20,-32.6994,-27.062,5787.20356168,1.0,-27.9045392151
1.0,0.0025,-32.6440120314,-32.6440120314,400.0,1.0,76.3943,,500.0,1.0,0.0025,0.0025,500,2,100,0.6,5809.41579491,254.37,5.4346e-20,-33.3396,-28.4575,5809.41579491,1.0,-32.6440120314
41.4242,1.13297e-33,-19.3307145071,-19.3307145071,6.80215387556,6.24501e-31,139.726,88.294,12.0702363399,180.674,0.327779,0.002,500,1,100,0.6,5807.54146152,286.99,0.000290606,14.9269,43.0316,5807.54146152,1.10241,-19.3307145071
1.0,0.01,-27.2297023013,-27.2297023013,100.0,1.0,77.6381,,500.0,1.0,0.01,0.01,500,2,100,0.6,6088.56268493,267.22,3.50449e-18,-36.9613,-27.2297,6088.56268493,1.0,-27.2297023013
1.0,0.005,-45.7214131894,-45.7214131894,200.000000102,1.0,76.2523,,500.0,1.0,0.005,0.005,500,2,100,0.6,5485.0275594,213.57,2.1793e-19,-43.3569,-36.4756,5485.0275594,1.0,-45.7214131894
