VarRet,ESSClassic,BatchSize,MaxVanillaIw,ESSRenyi,MinNormIw,VarJ,AvgNormIw,VarVanillaIw,Bound,J,MinVanillaIw,AvgVanillaIw,EpsThisIter,Delta,VanillaAvgRet,AvgDiscRet,AvgEpLen,AvgRet,VarDiscRet,MaxNormIw,eRenyi2,VarNormIw,IterType
1143.02971371,22.0169690997,100,1918.18,96.7607454836,3.17413e-06,106.97,0.01,637624.0,48.8964,53.9697,0.133999,422.161,100,0.8,12.782170309,12.782170309,41.84,12.782170309,1143.02971371,0.045437,1.03348,0.000357773,1
1143.02971371,70.4961166031,200,7.46272,193.639849061,1.22713e-06,14.7104,0.01,7.62989,-6.22174,-4.68901,0.000521328,4.24835,100,0.8,12.782170309,-4.60182438047,41.84,12.782170309,158.814909713,0.0175662,1.03285,4.22745e-05,
1180.57085021,10.0042499003,200,34589.8,187.628279133,8.35258e-07,0.0966562,0.005,5.7116e+07,101.003,104.83,0.288976,1729.86,100,0.8,8.43889604242,8.43889604242,35.08,8.43889604242,1180.57085021,0.0999788,1.06594,0.000477174,1
1872.97397724,100.0,200,1.0,200.0,0.01,43.0609,0.01,,-8.09678,-1.75444,1.0,1.0,100,0.8,-1.75444022901,-1.75444022901,40.32,-1.75444022901,1872.97397724,0.01,1.0,3.50449e-18,2
1180.57085021,183.441905689,300,3.4605,281.935015799,5.66983e-08,43.3927,0.005,0.589646,-15.0514,-10.4253,2.89102e-05,2.54948,100,0.8,8.43889604242,-14.8208947499,35.08,8.43889604242,1032.0313039,0.00678667,1.06407,2.26792e-06,
604.703500076,10.003794766,300,81613.2,278.815203257,4.12804e-07,0.099215,0.00333333,2.15338e+08,101.694,104.833,0.336966,2720.95,100,0.8,12.5331411246,12.5331411246,48.14,12.5331411246,604.703500076,0.099981,1.07598,0.000323173,1
1076.26584627,100.0,300,1.0,300.0,0.01,32.642,0.01,,-3.27196,0.936891,1.0,1.0,100,0.8,0.936889586908,0.936889586908,42.42,0.936889586908,1076.26584627,0.01,1.0,3.50449e-18,2
394.865973589,200.000000102,300,1.0,300.0,0.005,27.092,0.005,,-4.44031,-1.4642,1.0,1.0,100,0.8,-3.86529303147,-3.86529303147,53.88,-3.86529303147,394.865973589,0.005,1.0,2.1793e-19,2
604.703500076,269.904894469,400,2.96766,372.574168553,2.08361e-08,37.3451,0.00333333,0.429875,1.52849,4.49668,1.22529e-05,1.96021,100,0.8,12.5331411246,12.3710386732,48.14,12.5331411246,1778.39156509,0.00504649,1.07361,1.24306e-06,
2168.44752955,10.0017214219,400,305943.0,360.954623078,8.38307e-08,0.0655149,0.0025,2.28724e+09,138.559,142.305,0.256497,7649.24,100,0.8,6.96233420292,6.96233420292,42.66,6.96233420292,2168.44752955,0.0999914,1.10817,0.000244318,1
207.842807993,100.0,400,1.0,400.0,0.01,14.3445,0.01,,13.3697,15.4161,1.0,1.0,100,0.8,15.4161380275,15.4161380275,44.7,15.4161380275,207.842807993,0.01,1.0,3.50449e-18,2
3291.5416963,200.000000102,400,1.0,400.0,0.005,41.6443,0.005,,11.035,16.8477,1.0,1.0,100,0.8,18.2792385153,18.2792385153,91.42,18.2792385153,3291.5416963,0.005,1.0,2.1793e-19,2
108.876077627,299.999969474,400,1.0,400.0,0.00333333,35.3158,0.00333333,,6.85205,11.5981,1.0,1.0,100,0.8,1.09900907243,1.09900907243,36.62,1.09900907243,108.876077627,0.00333333,1.0,5.43914e-20,2
2168.44752955,317.550360929,500,3.89869,452.259071968,4.13993e-09,42.4092,0.0025,1.01408,7.6666,11.9883,3.26858e-06,1.97381,100,0.8,6.96233420292,3.4181516265,42.66,6.96233420292,607.023889322,0.00493802,1.10556,1.62683e-06,
395.151549203,10.0020907379,500,400471.0,447.506510993,6.21473e-08,0.0863577,0.002,3.14968e+09,138.939,142.303,0.248908,8010.26,100,0.8,4.18450558236,4.18450558236,38.16,4.18450558236,395.151549203,0.0999895,1.1173,0.000196351,1
1930.40406158,100.0,500,1.0,500.0,0.01,43.7161,0.01,,-19.9122,-14.4319,1.0,1.0,100,0.8,-14.4318627767,-14.4318627767,48.16,-14.4318627767,1930.40406158,0.01,1.0,3.50449e-18,2
1779.28610122,200.000000102,500,1.0,500.0,0.005,42.9997,0.005,,-14.7461,-10.8709,1.0,1.0,100,0.8,-7.30997490158,-7.30997490158,105.82,-7.30997490158,1779.28610122,0.005,1.0,2.1793e-19,2
821.528266403,299.999969474,500,1.0,500.0,0.00333333,39.3973,0.00333333,,-9.11604,-5.95198,1.0,1.0,100,0.8,3.88588870775,3.88588870775,41.98,3.88588870775,821.528266403,0.00333333,1.0,5.43914e-20,2
488.559262705,400.0,500,1.0,500.0,0.0025,35.8486,0.0025,,-8.86498,-6.12483,1.0,1.0,100,0.8,-6.64335001726,-6.64335001726,58.94,-6.64335001726,488.559262705,0.0025,1.0,5.4346e-20,2
676.038261967,12.0030769072,500,245943.0,462.569236986,5.02992e-08,0.056642,0.002,1.4197e+09,69.4557,72.0038,0.148468,5903.38,100,0.8,7.77161607266,7.77161607266,60.92,7.77161607266,676.038261967,0.0833227,1.08092,0.00016295,1
638.820358017,100.0,500,1.0,500.0,0.01,25.1482,0.01,,-16.5033,-13.2185,1.0,1.0,100,0.8,-13.2185262843,-13.2185262843,37.72,-13.2185262843,638.820358017,0.01,1.0,3.50449e-18,2
358.263401118,200.000000102,500,1.0,500.0,0.005,23.112,0.005,,-9.16876,-6.84606,1.0,1.0,100,0.8,-0.47359467661,-0.47359467661,51.84,-0.47359467661,358.263401118,0.005,1.0,2.1793e-19,2
1746.27054974,299.999969474,500,1.0,500.0,0.00333333,32.8456,0.00333333,,-18.7669,-15.4033,1.0,1.0,100,0.8,-32.5177023191,-32.5177023191,58.38,-32.5177023191,1746.27054974,0.00333333,1.0,5.43914e-20,2
184.391330737,400.0,500,1.0,500.0,0.0025,29.6248,0.0025,,-15.5552,-12.6422,1.0,1.0,100,0.8,-4.35886478078,-4.35886478078,99.42,-4.35886478078,184.391330737,0.0025,1.0,5.4346e-20,2
619.627572289,10.0013245664,500,587520.0,452.575294805,3.33082e-08,0.0203731,0.002,6.77906e+09,36.9335,39.672,0.195705,11751.2,100,0.8,-4.69967941016,-4.69967941016,31.72,-4.69967941016,619.627572289,0.0999934,1.10479,0.000196366,1
93.0603329823,100.0,500,1.0,500.0,0.01,9.59842,0.01,,-1.7857,-0.77039,1.0,1.0,100,0.8,-0.770390524081,-0.770390524081,30.02,-0.770390524081,93.0603329823,0.01,1.0,3.50449e-18,2
673.740937253,200.000000102,500,1.0,500.0,0.005,19.5242,0.005,,-4.35459,-2.04653,1.0,1.0,100,0.8,-3.32266891767,-3.32266891767,37.86,-3.32266891767,673.740937253,0.005,1.0,2.1793e-19,2
791.880231314,299.999969474,500,1.0,500.0,0.00333333,23.6478,0.00333333,,0.061528,2.63148,1.0,1.0,100,0.8,11.9875135298,11.9875135298,37.68,11.9875135298,791.880231314,0.00333333,1.0,5.43914e-20,2
600.430797251,400.0,500,1.0,500.0,0.0025,23.9036,0.0025,,1.46469,3.69034,1.0,1.0,100,0.8,6.86691313634,6.86691313634,42.24,6.86691313634,600.430797251,0.0025,1.0,5.4346e-20,2
553.949869776,10.0017555054,500,392715.0,450.554962056,1.44112e-08,0.0527735,0.002,3.02885e+09,86.9215,89.0185,0.0565998,7854.98,100,0.8,-12.6399047988,-12.6399047988,43.74,-12.6399047988,553.949869776,0.0999912,1.10974,0.000196358,1
6469.1205674,100.0,500,1.0,500.0,0.01,80.0277,0.01,,12.0667,24.8971,1.0,1.0,100,0.8,24.8970605984,24.8970605984,62.88,24.8970605984,6469.1205674,0.01,1.0,3.50449e-18,2
1506.7795209,200.000000102,500,1.0,500.0,0.005,63.959,0.005,,3.8794,12.9519,1.0,1.0,100,0.8,1.00664783673,1.00664783673,44.96,1.00664783673,1506.7795209,0.005,1.0,2.1793e-19,2
225.144678607,299.999969474,500,1.0,500.0,0.00333333,52.948,0.00333333,,4.54024,11.9479,1.0,1.0,100,0.8,9.9398983128,9.9398983128,44.44,9.9398983128,225.144678607,0.00333333,1.0,5.43914e-20,2
593.90499378,400.0,500,1.0,500.0,0.0025,48.2449,0.0025,,0.434784,6.84998,1.0,1.0,100,0.8,-8.44369223815,-8.44369223815,60.84,-8.44369223815,593.90499378,0.0025,1.0,5.4346e-20,2
277.594885615,10.0037235099,500,183024.0,460.802542514,1.54709e-07,0.336473,0.002,6.57866e+08,250.584,256.561,0.283206,3661.16,100,0.8,-1.73309652987,-1.73309652987,38.88,-1.73309652987,277.594885615,0.0999814,1.08506,0.000196318,1
227.638540392,100.0,500,1.0,500.0,0.01,15.0121,0.01,,11.7295,13.7231,1.0,1.0,100,0.8,13.723058086,13.723058086,34.2,13.723058086,227.638540392,0.01,1.0,3.50449e-18,2
286.043042769,200.000000102,500,1.0,500.0,0.005,19.1207,0.005,,1.76208,3.17175,1.0,1.0,100,0.8,-7.37955609572,-7.37955609572,46.38,-7.37955609572,286.043042769,0.005,1.0,2.1793e-19,2
586.019971937,299.999969474,500,1.0,500.0,0.00333333,20.9562,0.00333333,,2.65665,4.18195,1.0,1.0,100,0.8,6.20234238217,6.20234238217,35.64,6.20234238217,586.019971937,0.00333333,1.0,5.43914e-20,2
1274.29035029,400.0,500,1.0,500.0,0.0025,27.0725,0.0025,,6.70466,9.60297,1.0,1.0,100,0.8,25.8660329899,25.8660329899,37.24,25.8660329899,1274.29035029,0.0025,1.0,5.4346e-20,2
1846.46462454,10.0017566549,500,427156.0,453.065483093,4.32557e-08,0.0591779,0.002,3.58341e+09,116.604,119.409,0.184786,8543.86,100,0.8,17.546433541,17.546433541,44.72,17.546433541,1846.46462454,0.0999912,1.10359,0.000196358,1
486.676341128,100.0,500,1.0,500.0,0.01,21.9502,0.01,,-2.21424,-0.120659,1.0,1.0,100,0.8,-0.120658803252,-0.120658803252,34.4,-0.120658803252,486.676341128,0.01,1.0,3.50449e-18,2
698.401268201,200.000000102,500,1.0,500.0,0.005,24.8224,0.005,,-8.60674,-5.55576,1.0,1.0,100,0.8,-10.9908597736,-10.9908597736,28.04,-10.9908597736,698.401268201,0.005,1.0,2.1793e-19,2
699.090971381,299.999969474,500,1.0,500.0,0.00333333,25.3285,0.00333333,,-8.22763,-5.73651,1.0,1.0,100,0.8,-6.09800316564,-6.09800316564,41.8,-6.09800316564,699.090971381,0.00333333,1.0,5.43914e-20,2
556.418339173,400.0,500,1.0,500.0,0.0025,25.6573,0.0025,,-4.26828,-2.11091,1.0,1.0,100,0.8,8.76587853055,8.76587853055,34.44,8.76587853055,556.418339173,0.0025,1.0,5.4346e-20,2
1864.76019593,12.0019702726,500,416910.0,452.07427665,1.67698e-08,0.0318963,0.002,4.07956e+09,63.2255,65.9703,0.0839047,10006.7,100,0.8,-4.40059802982,-4.40059802982,40.02,-4.40059802982,1864.76019593,0.0833265,1.10601,0.000162965,1
3955.39055596,100.0,500,1.0,500.0,0.01,62.5766,0.01,,17.3683,23.3784,1.0,1.0,100,0.8,23.3784040452,23.3784040452,97.06,23.3784040452,3955.39055596,0.01,1.0,3.50449e-18,2
3794.23140351,200.000000102,500,1.0,500.0,0.005,61.9373,0.005,,17.7261,22.9763,1.0,1.0,100,0.8,22.5742796942,22.5742796942,51.88,22.5742796942,3794.23140351,0.005,1.0,2.1793e-19,2
165.117008257,299.999969474,500,1.0,500.0,0.00333333,52.1376,0.00333333,,11.3973,15.6841,1.0,1.0,100,0.8,1.09961583055,1.09961583055,40.92,1.09961583055,165.117008257,0.00333333,1.0,5.43914e-20,2
