J,BatchSize,VarNormIw,AvgNormIw,ESSClassic,MaxNormIw,VarDiscRet,VarVanillaIw,VanillaAvgRet,VarJ,MinNormIw,MinVanillaIw,MaxVanillaIw,AvgDiscRet,AvgEpLen,AvgVanillaIw,AvgRet,Bound,VarRet,ESSRenyi,eRenyi2
4999.8823,100,5.5140614e-11,0.01,99.99995422823018,0.010014713,0.018845088708434075,5.515133e-07,4999.881793804542,0.13627012,0.00994827,0.99492663,1.0015715,4999.881793804542,500.0,1.0001001,4999.881793804542,4579.072,0.018845088708434075,99.99997615814777,1.0000002
4999.8774,100,3.5044917e-18,0.009999998,100.0,0.01,0.04105221455402707,,4999.87729175317,0.20158678,0.01,1.0,1.0,4999.87729175317,500.0,1.0,4999.87729175317,4579.067,0.04105221455402707,100.0,1.0
4999.8647,100,9.548389e-11,0.009999998,99.99993133919337,0.010015564,0.05668883343456183,9.549401e-07,4999.864138942069,0.23619683,0.009961752,0.99622905,1.0016105,4999.864138942069,500.0,1.000054,4999.864138942069,4579.054,0.05668883343456183,99.99994039539075,1.0000006
4999.876,100,3.5044917e-18,0.009999998,100.0,0.01,0.02054266139166906,,4999.876058104779,0.14260791,0.01,1.0,1.0,4999.876058104779,500.0,1.0,4999.876058104779,4579.0654,0.02054266139166906,100.0,1.0
4993.93,100,4.9537753e-06,0.009999999,95.32504151076677,0.012124816,233291.28773451722,0.047766395,4951.58806976971,59.837303,0.0012339178,0.121165596,1.1906065,4951.58806976971,495.18,0.9819584,4951.58806976971,4564.9946,233291.28773451722,96.24754708737457,1.0389875
4992.9517,100,7.642372e-06,0.01,92.96622039621246,0.013098947,208099.15643876858,0.07031755,4935.047670319606,62.750504,0.00021361026,0.020489901,1.2564758,4935.047670319606,493.54,0.959219,4935.047670319606,4564.0605,208099.15643876858,96.26749498757897,1.0387722
4999.876,100,9.6163445e-11,0.01,99.9999084377861,0.010015207,0.02116844884236929,9.614344e-07,4999.875223081751,0.14458781,0.00996609,0.99650514,1.0014163,4999.875223081751,500.0,0.9998958,4999.875223081751,4579.065,0.02116844884236929,99.9997377402508,1.0000026
4999.873,100,3.5044917e-18,0.009999998,100.0,0.01,0.020668815370012403,,4999.872669645413,0.14305095,0.01,1.0,1.0,4999.872669645413,500.0,1.0,4999.872669645413,4579.0625,0.020668815370012403,100.0,1.0
4999.8535,100,4.8901445e-11,0.01,99.99996185258715,0.0100144055,0.028006209806198702,4.890021e-07,4999.852889281174,0.16628642,0.009969032,0.99689144,1.0014287,4999.852889281174,500.0,0.9999882,4999.852889281174,4579.043,0.028006209806198702,99.99996423722592,1.0000004
4999.89,100,1.3939715e-10,0.010000003,99.99981691060913,0.010025336,0.011809469209819694,1.3942073e-06,4999.889122793434,0.10805645,0.009960447,0.9961308,1.0026203,4999.889122793434,500.0,1.0000864,4999.889122793434,4579.0796,0.011809469209819694,99.99992847447743,1.0000007
4999.889,100,3.5044917e-18,0.009999998,100.0,0.01,0.017663222918667402,,4999.888767789869,0.13223448,0.01,1.0,1.0,4999.888767789869,500.0,1.0,4999.888767789869,4579.0786,0.017663222918667402,100.0,1.0
4999.8623,100,1.03794855e-11,0.01,99.99997711332374,0.010007376,0.024206945576823197,1.03807245e-07,4999.861933790531,0.15474257,0.009990058,0.9990714,1.0008034,4999.861933790531,500.0,1.0000657,4999.861933790531,4579.052,0.024206945576823197,99.99998807907247,1.0000001
4999.89,100,2.7733948e-10,0.010000002,99.99970243595654,0.010031105,0.03133790894900377,2.7730673e-06,4999.889624753703,0.1753353,0.009935473,0.9934861,1.0030488,4999.889624753703,500.0,0.9999384,4999.889624753703,4579.079,0.03133790894900377,99.99966621510339,1.0000033
4999.8765,100,5.3637574e-13,0.01,99.99998855596856,0.010001568,0.015798984528102945,5.363827e-09,4999.876150645493,0.12503831,0.009997805,0.99978566,1.000162,4999.876150645493,500.0,1.0000052,4999.876150645493,4579.066,0.015798984528102945,100.0,1.0
4996.7295,100,1.5236792e-06,0.01,98.51395017158099,0.011068438,19599.12372112863,0.015305148,4985.860864068158,31.41499,0.0022375952,0.22426087,1.1093239,4985.860864068158,498.61,1.0022407,4985.860864068158,4573.121,19599.12372112863,98.68339912141907,1.0133417
4999.889,100,2.3743583e-12,0.010000002,99.99998092626902,0.01000493,0.013900295220706264,2.3743231e-08,4999.888276479117,0.117317855,0.00999554,0.99954104,1.00048,4999.888276479117,500.0,0.999987,4999.888276479117,4579.0786,0.013900295220706264,100.0,1.0
4999.9097,100,6.800946e-12,0.010000002,99.99998474145599,0.010004733,0.01105646293626468,6.800959e-08,4999.909255177345,0.104567766,0.009984436,0.9984596,1.0004892,4999.909255177345,500.0,1.000016,4999.909255177345,4579.099,0.01105646293626468,100.0,1.0
4999.877,100,2.3236572e-11,0.010000002,99.9999504106111,0.010010287,0.01705584606030531,2.3237658e-07,4999.876504695783,0.12986377,0.009985246,0.998558,1.0010622,4999.876504695783,500.0,1.0000334,4999.876504695783,4579.0664,0.01705584606030531,99.99997615814777,1.0000002
4999.874,100,1.178599e-10,0.010000002,99.99986266806425,0.010018726,0.02754081309756096,1.178547e-06,4999.872804422783,0.16476706,0.009956805,0.99565893,1.0018508,4999.872804422783,500.0,0.9999783,4999.872804422783,4579.0635,0.02754081309756096,99.99991655356695,1.0000008
4999.851,100,2.443289e-11,0.01,99.99998092602162,0.010009951,0.0583584938250191,2.443142e-07,4999.850305789012,0.24004509,0.00997765,0.99773914,1.0009692,4999.850305789012,500.0,0.9999741,4999.850305789012,4579.0405,0.0583584938250191,99.99997615814777,1.0000002
4999.8613,100,2.0190113e-14,0.01,99.99998474119406,0.010000095,0.03938584021183144,2.0184607e-10,4999.860697185835,0.19746915,0.009999122,0.99991095,1.0000082,4999.860697185835,500.0,0.9999988,4999.860697185835,4579.051,0.03938584021183144,100.0,1.0
4999.8687,100,1.5978776e-11,0.01,99.99998855597728,0.010006134,0.02288620853281627,1.5979127e-07,4999.868253173266,0.15047455,0.009983393,0.9983453,1.0006194,4999.868253173266,500.0,1.000006,4999.868253173266,4579.058,0.02288620853281627,99.99998807907247,1.0000001
4999.8975,100,3.5044917e-18,0.009999998,100.0,0.01,0.011887639358794284,,4999.897515199408,0.1084741,0.01,1.0,1.0,4999.897515199408,500.0,1.0,4999.897515199408,4579.087,0.011887639358794284,100.0,1.0
4999.8755,100,3.5044917e-18,0.009999998,100.0,0.01,0.015524519113067601,,4999.875292649804,0.1239598,0.01,1.0,1.0,4999.875292649804,500.0,1.0,4999.875292649804,4579.065,0.015524519113067601,100.0,1.0
4999.876,100,2.6875389e-11,0.010000002,99.99995422657153,0.010010644,0.026842197619572458,2.6879013e-07,4999.875038247508,0.16286418,0.0099808965,0.9981534,1.0011283,4999.875038247508,500.0,1.0000639,4999.875038247508,4579.0654,0.026842197619572458,99.99997615814777,1.0000002
4999.878,100,5.7592642e-11,0.010000002,99.99990843555041,0.0100097405,0.029910659317693385,5.757818e-07,4999.877253877194,0.17180526,0.009972536,0.9971253,1.0008453,4999.877253877194,500.0,0.9998714,4999.877253877194,4579.0674,0.029910659317693385,99.99998807907247,1.0000001
4999.877,100,3.5044917e-18,0.009999998,100.0,0.01,0.017319124145244776,,4999.876961056174,0.13096318,0.01,1.0,1.0,4999.876961056174,500.0,1.0,4999.876961056174,4579.0664,0.017319124145244776,100.0,1.0
4999.8955,100,7.085993e-11,0.01,99.99993133505501,0.010014709,0.01164603797772442,7.085884e-07,4999.89478565405,0.10735008,0.009970833,0.997077,1.0014646,4999.89478565405,500.0,0.99999374,4999.89478565405,4579.085,0.01164603797772442,99.99994039539075,1.0000006
4999.889,100,3.5044917e-18,0.009999998,100.0,0.01,0.015823089389936134,,4999.88903304427,0.12515831,0.01,1.0,1.0,4999.88903304427,500.0,1.0,4999.88903304427,4579.0786,0.015823089389936134,100.0,1.0
4999.8726,100,4.7033007e-12,0.01,100.00001144397316,0.010006977,0.02263920592578152,4.7035932e-08,4999.871902029715,0.14962836,0.009990477,0.9990582,1.0007082,4999.871902029715,500.0,1.0000105,4999.871902029715,4579.062,0.02263920592578152,100.0,1.0
4999.883,100,3.5044917e-18,0.009999998,100.0,0.01,0.01803717636724094,,4999.882524014721,0.13362761,0.01,1.0,1.0,4999.882524014721,500.0,1.0,4999.882524014721,4579.0723,0.01803717636724094,100.0,1.0
4999.8794,100,3.5044917e-18,0.009999998,100.0,0.01,0.013917635860131946,,4999.879394362483,0.117404565,0.01,1.0,1.0,4999.879394362483,500.0,1.0,4999.879394362483,4579.069,0.013917635860131946,100.0,1.0
4999.8774,100,3.2668063e-11,0.010000002,99.99993133288085,0.010009148,0.02056709491262924,3.2665974e-07,4999.876655659096,0.14261535,0.009984485,0.99841064,1.0008769,4999.876655659096,500.0,0.9999621,4999.876655659096,4579.067,0.02056709491262924,99.99997615814777,1.0000002
4999.854,100,3.5044917e-18,0.009999998,100.0,0.01,0.036078919107923615,,4999.853800047615,0.1890188,0.01,1.0,1.0,4999.853800047615,500.0,1.0,4999.853800047615,4579.0435,0.036078919107923615,100.0,1.0
4999.863,100,6.86515e-11,0.010000002,99.99990463583788,0.010023412,0.02832622071878247,6.8656004e-07,4999.862375720837,0.16731325,0.009982542,0.99828774,1.0023749,4999.862375720837,500.0,1.0000336,4999.862375720837,4579.0522,0.02832622071878247,99.99995231630692,1.0000005
4999.865,100,3.761835e-11,0.010000002,99.99996185306736,0.010012819,0.022558439137420033,3.7618236e-07,4999.864639899004,0.1493661,0.009981345,0.99813527,1.0012827,4999.864639899004,500.0,1.0000007,4999.864639899004,4579.0547,0.022558439137420033,99.99996423722592,1.0000004
4999.868,100,1.1215626e-10,0.010000002,99.99989319412765,0.010021892,0.019623234300872462,1.1216866e-06,4999.86759584677,0.13925806,0.009954458,0.99549764,1.0022415,4999.86759584677,500.0,1.0000521,4999.86759584677,4579.0576,0.019623234300872462,99.99992847447743,1.0000007
4999.872,100,3.5044917e-18,0.009999998,100.0,0.01,0.032104584391712224,,4999.871795789991,0.1782816,0.01,1.0,1.0,4999.871795789991,500.0,1.0,4999.871795789991,4579.0615,0.032104584391712224,100.0,1.0
4999.872,100,1.3921601e-10,0.01,99.99986268100312,0.010013592,0.04223979251162582,1.3923628e-06,4999.871614414113,0.20395854,0.009938367,0.9939088,1.001432,4999.871614414113,500.0,1.0000726,4999.871614414113,4579.0615,0.04223979251162582,99.99994039539075,1.0000006
4999.856,100,9.661618e-11,0.01,99.99989699313126,0.010014601,0.045053471988987924,9.659661e-07,4999.855556373801,0.21063222,0.009958201,0.9957223,1.0013617,4999.855556373801,500.0,0.9999017,4999.855556373801,4579.0454,0.045053471988987924,99.99996423722592,1.0000004
4999.87,100,3.5044917e-18,0.009999998,100.0,0.01,0.015732557879635494,,4999.869923913892,0.12477573,0.01,1.0,1.0,4999.869923913892,500.0,1.0,4999.869923913892,4579.0596,0.015732557879635494,100.0,1.0
4999.878,100,1.2037496e-10,0.010000002,99.99985122684778,0.010027263,0.018202351608322818,1.203747e-06,4999.877523146202,0.13409664,0.009968292,0.9968284,1.0027255,4999.877523146202,500.0,0.99999917,4999.877523146202,4579.0674,0.018202351608322818,99.99990463265931,1.000001
4999.834,100,3.422371e-10,0.010000002,99.99964905565645,0.010023445,0.08550697128983505,3.4225075e-06,4999.832978081601,0.288883,0.009906403,0.9906597,1.0023642,4999.832978081601,500.0,1.0000196,4999.832978081601,4579.023,0.08550697128983505,99.99983310727316,1.0000017
4999.88,100,3.5044917e-18,0.009999998,100.0,0.01,0.014432950017883436,,4999.879833654855,0.11951971,0.01,1.0,1.0,4999.879833654855,500.0,1.0,4999.879833654855,4579.0693,0.014432950017883436,100.0,1.0
4999.8735,100,3.5044917e-18,0.009999998,100.0,0.01,0.019699182547971327,,4999.873797423884,0.13965037,0.01,1.0,1.0,4999.873797423884,500.0,1.0,4999.873797423884,4579.063,0.019699182547971327,100.0,1.0
4999.8887,100,3.5044917e-18,0.009999998,100.0,0.01,0.011175096293433634,,4999.888985235673,0.10518987,0.01,1.0,1.0,4999.888985235673,500.0,1.0,4999.888985235673,4579.078,0.011175096293433634,100.0,1.0
4999.8335,100,3.5044917e-18,0.009999998,100.0,0.01,0.055561471149632384,,4999.833205734538,0.23454295,0.01,1.0,1.0,4999.833205734538,500.0,1.0,4999.833205734538,4579.023,0.055561471149632384,100.0,1.0
4999.873,100,1.5854075e-10,0.010000002,99.99983216619545,0.01002073,0.023567357749486446,1.5856383e-06,4999.872385923729,0.15241668,0.009938036,0.9938786,1.0021486,4999.872385923729,500.0,1.0000755,4999.872385923729,4579.062,0.023567357749486446,99.9997377402508,1.0000026
4999.8936,100,4.6693805e-11,0.010000002,99.99995040866266,0.010009079,0.022105915874305042,4.669356e-07,4999.8927941232405,0.14769349,0.009964107,0.9964048,1.000902,4999.8927941232405,500.0,0.9999941,4999.8927941232405,4579.083,0.022105915874305042,99.99997615814777,1.0000002
4999.869,100,3.5044917e-18,0.009999998,100.0,0.01,0.016362213879443054,,4999.868933866867,0.12727846,0.01,1.0,1.0,4999.868933866867,500.0,1.0,4999.868933866867,4579.0586,0.016362213879443054,100.0,1.0
4999.88,100,1.0238221e-12,0.010000002,100.0,0.010002936,0.016573050631434848,1.0237258e-08,4999.879458599507,0.12805028,0.009996821,0.9996802,1.0002917,4999.879458599507,500.0,0.9999981,4999.879458599507,4579.0693,0.016573050631434848,100.0,1.0
4999.862,100,3.9003235e-11,0.010000002,99.99995803565712,0.010005918,0.024771181120989,3.8998203e-07,4999.860951781905,0.15640616,0.009958258,0.99576205,1.0005277,4999.860951781905,500.0,0.999936,4999.860951781905,4579.0513,0.024771181120989,99.99998807907247,1.0000001
4999.8535,100,2.6449762e-10,0.010000002,99.99971766149623,0.0100275995,0.0191079224312373,2.644012e-06,4999.852803639794,0.13734514,0.009954598,0.9952782,1.0025771,4999.852803639794,500.0,0.9998176,4999.852803639794,4579.043,0.0191079224312373,99.99997615814777,1.0000002
4999.875,100,4.511303e-12,0.01,100.0,0.010007794,0.01870794058612046,4.511606e-08,4999.874690595721,0.13604389,0.009992063,0.9992303,1.0008035,4999.874690595721,500.0,1.0000241,4999.874690595721,4579.0645,0.01870794058612046,100.0,1.0
4999.889,100,6.5005236e-12,0.01,99.99999237049938,0.0100043975,0.014426458764199521,6.500345e-08,4999.888837728617,0.11949625,0.009991294,0.9991154,1.0004258,4999.888837728617,500.0,0.99998605,4999.888837728617,4579.0786,0.014426458764199521,100.0,1.0
4999.884,100,4.574009e-11,0.01,99.99999237079334,0.0100146895,0.015328027878026762,4.5742686e-07,4999.883408522825,0.12311077,0.009986377,0.9986623,1.0014936,4999.883408522825,500.0,1.0000246,4999.883408522825,4579.073,0.015328027878026762,99.99995231630692,1.0000005
4999.8687,100,5.4868585e-11,0.01,99.99995421626778,0.010010512,0.03037334044624736,5.4851324e-07,4999.868125269121,0.1732108,0.009978602,0.99769926,1.0008898,4999.868125269121,500.0,0.99983877,4999.868125269121,4579.058,0.03037334044624736,99.99997615814777,1.0000002
4999.872,100,2.2743652e-11,0.010000003,99.99993896336291,0.0100089125,0.016913263849282812,2.2742829e-07,4999.871439393465,0.12935357,0.009983436,0.9983189,1.0008665,4999.871439393465,500.0,0.99997526,4999.871439393465,4579.0615,0.016913263849282812,99.99997615814777,1.0000002
4999.906,100,7.1750466e-12,0.010000002,99.99996185440608,0.010009692,0.01062220247399354,7.175642e-08,4999.9055601293985,0.102511,0.009993831,0.9994189,1.001005,4999.9055601293985,500.0,1.0000359,4999.9055601293985,4579.095,0.01062220247399354,100.0,1.0
4999.869,100,3.5044917e-18,0.009999998,100.0,0.01,0.06765660083937569,,4999.868924421968,0.25880754,0.01,1.0,1.0,4999.868924421968,500.0,1.0,4999.868924421968,4579.0586,0.06765660083937569,100.0,1.0
4999.84,100,3.0785915e-10,0.01,99.99969481874713,0.010035281,0.023080797716110452,3.0784624e-06,4999.838911402635,0.15080337,0.009935755,0.9935554,1.0035079,4999.838911402635,500.0,0.9999798,4999.838911402635,4579.029,0.023080797716110452,99.99978542373924,1.0000021
4999.861,100,6.599572e-11,0.010000002,99.99991225792378,0.010019089,0.024576657985498497,6.5989946e-07,4999.860083214912,0.15583089,0.009976583,0.99761164,1.0018622,4999.860083214912,500.0,0.9999533,4999.860083214912,4579.0503,0.024576657985498497,99.99995231630692,1.0000005
4999.867,100,3.5044917e-18,0.009999998,100.0,0.01,0.0237718999657824,,4999.866799789432,0.15340017,0.01,1.0,1.0,4999.866799789432,500.0,1.0,4999.866799789432,4579.0566,0.0237718999657824,100.0,1.0
4999.8633,100,1.3519338e-11,0.009999999,99.99999618522601,0.010008233,0.029921513948082748,1.3518881e-07,4999.863122295058,0.17203964,0.00998897,0.99887687,1.0008031,4999.863122295058,500.0,0.99997985,4999.863122295058,4579.0527,0.029921513948082748,99.99998807907247,1.0000001
4999.8735,100,3.5044917e-18,0.009999998,100.0,0.01,0.02082856474450682,,4999.873570092142,0.14358102,0.01,1.0,1.0,4999.873570092142,500.0,1.0,4999.873570092142,4579.063,0.02082856474450682,100.0,1.0
4999.897,100,3.5044917e-18,0.009999998,100.0,0.01,0.011458980265129249,,4999.897125109753,0.10652692,0.01,1.0,1.0,4999.897125109753,500.0,1.0,4999.897125109753,4579.0864,0.011458980265129249,100.0,1.0
4999.8857,100,3.5044917e-18,0.009999998,100.0,0.01,0.01330468043249787,,4999.885571550148,0.11476422,0.01,1.0,1.0,4999.885571550148,500.0,1.0,4999.885571550148,4579.075,0.01330468043249787,100.0,1.0
4999.8794,100,7.163425e-12,0.01,100.0,0.010003408,0.018307341102942788,7.1636705e-08,4999.878843520834,0.13458651,0.009987031,0.99870044,1.0003382,4999.878843520834,500.0,0.9999973,4999.878843520834,4579.069,0.018307341102942788,100.0,1.0
4999.8936,100,9.623769e-11,0.01,99.99989699077334,0.010023409,0.014266571767240274,9.621544e-07,4999.892604377917,0.11877955,0.009971422,0.9970214,1.0022194,4999.892604377917,500.0,0.9998788,4999.892604377917,4579.0825,0.014266571767240274,99.99972581938579,1.0000027
4999.833,100,3.971213e-12,0.009999999,100.00002288851232,0.010002967,0.06925975419430343,3.971141e-08,4999.832514791862,0.2617309,0.009992147,0.9992005,1.0002825,4999.832514791862,500.0,0.9999858,4999.832514791862,4579.0225,0.06925975419430343,100.0,1.0
4989.815,100,3.6528668e-06,0.01,96.5098773803047,0.012948841,72978.10540074308,0.036781114,4972.859136265862,100.79726,0.002517917,0.25266024,1.2993507,4972.859136265862,497.31,1.0034494,4972.859136265862,4563.2227,72978.10540074308,97.30761186635301,1.0276688
4999.8984,100,3.5044917e-18,0.009999998,100.0,0.01,0.010363570788647023,,4999.898389030417,0.101278916,0.01,1.0,1.0,4999.898389030417,500.0,1.0,4999.898389030417,4579.088,0.010363570788647023,100.0,1.0
4999.89,100,3.5044917e-18,0.009999998,100.0,0.01,0.009461710117391036,,4999.89032277232,0.096771196,0.01,1.0,1.0,4999.89032277232,500.0,1.0,4999.89032277232,4579.0796,0.009461710117391036,100.0,1.0
4999.8784,100,5.5320127e-11,0.01,99.99994658783744,0.010009603,0.030814982520367067,5.530726e-07,4999.877865672158,0.17424156,0.009965709,0.99645114,1.00084,4999.877865672158,500.0,0.9998798,4999.877865672158,4579.068,0.030814982520367067,99.99997615814777,1.0000002
4999.8906,100,8.8821416e-11,0.010000002,99.99990845269957,0.010046126,0.010512315266010316,8.8832087e-07,4999.890273091653,0.101992,0.009991476,0.99920624,1.0046716,4999.890273091653,500.0,1.0000587,4999.890273091653,4579.08,0.010512315266010316,99.99997615814777,1.0000002
4999.8916,100,2.1924897e-10,0.010000003,99.99973684190202,0.010044272,0.010349147349205307,2.1934377e-06,4999.890966471155,0.101146065,0.00995277,0.9954868,1.004639,4999.890966471155,500.0,1.0002109,4999.890966471155,4579.081,0.010349147349205307,99.99994039539075,1.0000006
4999.8813,100,6.2811887e-12,0.01,99.99998855568043,0.0100064315,0.015466958052389953,6.280749e-08,4999.880640011683,0.12369453,0.009985796,0.99855965,1.0006231,4999.880640011683,500.0,0.99998003,4999.880640011683,4579.071,0.015466958052389953,100.0,1.0
4999.885,100,8.043647e-11,0.01,99.99993133649564,0.010014328,0.02659469648593628,8.0440094e-07,4999.883910011148,0.16191125,0.009966553,0.99666995,1.0014476,4999.883910011148,500.0,1.0000148,4999.883910011148,4579.074,0.02659469648593628,99.99995231630692,1.0000005
4999.8857,100,1.2063037e-10,0.010000002,99.99986648695175,0.010027159,0.01438528078994236,1.2063266e-06,4999.885493321904,0.119240165,0.00995962,0.99597114,1.0027251,4999.885493321904,500.0,1.0000092,4999.885493321904,4579.075,0.01438528078994236,99.99991655356695,1.0000008
4999.893,100,3.5044917e-18,0.009999998,100.0,0.01,0.01056633663079182,,4999.8931725415305,0.10226989,0.01,1.0,1.0,4999.8931725415305,500.0,1.0,4999.8931725415305,4579.0825,0.01056633663079182,100.0,1.0
4999.8926,100,3.5686889e-13,0.01,99.9999961852944,0.010001577,0.012782641360007169,3.5681396e-09,4999.892173822336,0.11250341,0.0099980775,0.99980557,1.0001556,4999.892173822336,500.0,0.9999978,4999.892173822336,4579.082,0.012782641360007169,100.0,1.0
4999.899,100,3.8684837e-11,0.01,99.99995422685089,0.010010912,0.019576232403902646,3.8689782e-07,4999.898080070398,0.13905948,0.009981292,0.99819905,1.0011612,4999.898080070398,500.0,1.00007,4999.898080070398,4579.0884,0.019576232403902646,99.99996423722592,1.0000004
4999.885,100,3.5044917e-18,0.009999998,100.0,0.01,0.014532825066361988,,4999.884790103129,0.119935475,0.01,1.0,1.0,4999.884790103129,500.0,1.0,4999.884790103129,4579.074,0.014532825066361988,100.0,1.0
4999.8906,100,3.5044917e-18,0.009999998,100.0,0.01,0.011017211702118926,,4999.890770717409,0.10443399,0.01,1.0,1.0,4999.890770717409,500.0,1.0,4999.890770717409,4579.08,0.011017211702118926,100.0,1.0
4999.897,100,3.5044917e-18,0.009999998,100.0,0.01,0.015112445077094637,,4999.897074025772,0.12235734,0.01,1.0,1.0,4999.897074025772,500.0,1.0,4999.897074025772,4579.0864,0.015112445077094637,100.0,1.0
4999.8853,100,7.3610736e-12,0.01,99.9999809265455,0.010004589,0.015027638437421328,7.361422e-08,4999.884951025111,0.121963635,0.009987787,0.99878025,1.0004605,4999.884951025111,500.0,1.0000015,4999.884951025111,4579.0747,0.015027638437421328,100.0,1.0
4999.8774,100,6.0095234e-11,0.010000002,99.99991606039538,0.010017252,0.027603328132297027,6.007134e-07,4999.876731652781,0.16509764,0.00997731,0.9975371,1.0015304,4999.876731652781,500.0,0.9998056,4999.876731652781,4579.0664,0.027603328132297027,99.99977350286287,1.0000023
4999.8857,100,3.8467393e-12,0.01,100.0,0.010006252,0.013056198077474518,3.8470585e-08,4999.885105331128,0.1136552,0.009993373,0.99939185,1.0006797,4999.885105331128,500.0,1.0000546,4999.885105331128,4579.075,0.013056198077474518,100.0,1.0
4999.8667,100,2.8539307e-10,0.01,99.99972149661652,0.010023155,0.03750638537803073,2.8532995e-06,4999.865812887135,0.19193953,0.00992595,0.99248433,1.0022037,4999.865812887135,500.0,0.9998885,4999.865812887135,4579.0557,0.03750638537803073,99.9997019776643,1.000003
4999.8696,100,8.747047e-11,0.01,99.99991225276872,0.0100186635,0.01674195126163927,8.7451946e-07,4999.8692414902935,0.12862347,0.009963861,0.996281,1.0017607,4999.8692414902935,500.0,0.99989456,4999.8692414902935,4579.059,0.01674195126163927,99.99991655356695,1.0000008
4999.9,100,3.5044917e-18,0.009999998,100.0,0.01,0.0156548202933641,,4999.899599038455,0.12447917,0.01,1.0,1.0,4999.899599038455,500.0,1.0,4999.899599038455,4579.0894,0.0156548202933641,100.0,1.0
4999.8804,100,3.5044917e-18,0.009999998,100.0,0.01,0.01793861314615622,,4999.880140968535,0.1332464,0.01,1.0,1.0,4999.880140968535,500.0,1.0,4999.880140968535,4579.07,0.01793861314615622,100.0,1.0
