eRenyi2,VanillaAvgRet,AvgEpLen,VarNormIw,VarJ,VarDiscRet,VarRet,MinVanillaIw,AvgVanillaIw,Delta,ESSClassic,VarVanillaIw,AvgRet,ESSRenyi,AvgNormIw,IterType,MaxNormIw,EpsThisIter,MaxVanillaIw,J,AvgDiscRet,MinNormIw,BatchSize,Bound
2.49859,1295.62563251,141.01,0.00368114,1820.67,108567.488358,108567.488358,0.129203,2.1923,0.2,2.67070757381,176.922,1295.62563251,40.0225155658,0.01,1,0.609775,100,133.681,1767.19,1295.62563251,0.00058935,100,1026.62
1.07605,1364.21107047,148.41,6.88165e-06,411.315,154413.049397,154413.049397,0.605813,1.02916,0.2,93.6217043961,0.0728877,1364.21107047,92.9322852141,0.01,1,0.0204864,100,2.10837,1401.19,1364.21107047,0.00588651,100,852.279
1.83323,1316.39600688,143.48,0.000223843,1784.42,144508.606268,144508.606268,0.0141433,1.12219,0.2,31.0941034804,2.81889,1316.39600688,54.5484576026,0.01,1,0.145032,100,16.2754,1581.07,1316.39600688,0.000126033,100,827.013
1.18376,1377.09936393,150.11,2.72297e-05,685.76,152302.216388,152302.216388,0.224129,0.943584,0.2,78.7666135406,0.24244,1377.09936393,84.4764521334,0.01,1,0.036985,100,3.48985,1449.61,1377.09936393,0.00237529,100,803.596
2.41426,1332.33245211,145.08,0.000849943,1894.29,117352.926381,117352.926381,0.032394,1.20675,0.2,10.6219854382,12.3772,1332.33245211,41.4206101286,0.01,1,0.283785,100,34.2456,1716.97,1332.33245211,0.00026844,100,978.701
3.46166,1309.10004574,142.89,0.00234641,3690.31,130447.755458,130447.755458,0.00108716,1.53191,0.2,4.12720096732,55.0647,1309.10004574,28.8878574622,0.01,1,0.484724,100,74.2555,2075.32,1309.10004574,7.09675e-06,100,1024.0
1.1638,1397.45953177,152.21,1.82141e-05,526.659,153307.759383,153307.759383,0.24397,1.04962,0.2,84.7228683084,0.200664,1397.45953177,85.9256718961,0.01,1,0.0243832,100,2.55931,1477.22,1397.45953177,0.00232437,100,872.006
3.00179,1350.04994391,147.6,0.00235034,2739.26,95397.713561,95397.713561,0.00848854,1.58031,0.2,4.12059121076,58.6972,1350.04994391,33.3134795997,0.01,1,0.487094,100,76.9761,1898.13,1350.04994391,5.37143e-05,100,1037.8
1.03728,1348.2953892,146.95,4.17685e-06,313.67,98227.3844889,98227.3844889,0.479318,1.02135,0.2,96.0291192944,0.0435714,1348.2953892,96.4056337355,0.01,1,0.0153745,100,1.57028,1373.47,1348.2953892,0.00469296,100,733.135
2.0117,1377.99860403,150.58,0.00251254,2616.12,137755.617376,137755.617376,0.0131357,2.10343,0.2,3.86486272219,111.166,1377.99860403,49.7090795574,0.01,1,0.503844,100,105.98,1925.37,1377.99860403,6.2449e-05,100,1100.11
1.18082,1447.81756905,157.46,4.29524e-05,727.378,147019.282622,147019.282622,0.269311,1.06759,0.2,70.164182585,0.489553,1447.81756905,84.6869902731,0.01,1,0.0630951,100,6.73599,1536.09,1447.81756905,0.0025226,100,941.632
2.22964,1369.37225071,149.24,0.00264646,2213.67,88667.4045797,88667.4045797,0.0590195,1.90629,0.2,3.67647522829,96.1713,1369.37225071,44.8502704081,0.01,1,0.517114,100,98.5772,1839.54,1369.37225071,0.000309603,100,1033.8
1.10059,1397.67252686,152.42,2.42319e-05,400.088,82802.7720377,82802.7720377,0.478597,1.02081,0.2,80.6519429459,0.252508,1397.67252686,90.8600917742,0.01,1,0.0417659,100,4.26349,1442.59,1397.67252686,0.00468841,100,888.226
2.0229,1440.94377268,157.0,0.0024391,1587.16,169590.471132,169590.471132,0.0235177,2.04068,0.2,3.97661002047,101.573,1440.94377268,49.4339608854,0.01,1,0.49738,100,101.5,1812.63,1440.94377268,0.000115244,100,1015.81
2.48909,1405.02587927,152.96,0.00121889,3112.2,120381.126193,120381.126193,0.0104622,1.41551,0.2,7.65285446559,24.4225,1405.02587927,40.1753949384,0.01,1,0.348003,100,49.2601,1909.64,1405.02587927,7.39112e-05,100,1028.92
1.33443,1395.75855918,152.14,0.000443283,680.512,75888.6663326,75888.6663326,0.170677,1.20011,0.2,18.5580338302,6.38442,1395.75855918,74.9383978299,0.01,1,0.212291,100,25.4772,1509.8,1395.75855918,0.00142218,100,879.243
3.55919,1429.81003975,155.55,0.00210853,4109.74,131469.041039,131469.041039,0.00116536,1.65376,0.2,4.57154570056,57.6667,1429.81003975,28.0962894686,0.01,1,0.458765,100,75.8688,2262.97,1429.81003975,7.0467e-06,100,1076.04
1.07126,1423.03150312,155.07,1.04874e-05,575.16,200893.709546,200893.709546,0.328485,0.991768,0.2,90.5940139228,0.103155,1423.03150312,93.3479495152,0.01,1,0.0217232,100,2.15444,1462.53,1423.03150312,0.00331212,100,777.7
1.08363,1381.23244647,150.58,8.62709e-06,477.923,162174.1553,162174.1553,0.213019,0.989679,0.2,92.1312445517,0.0844993,1381.23244647,92.2822108458,0.01,1,0.0198117,100,1.96072,1423.35,1381.23244647,0.00215241,100,803.295
1.32562,1363.5279878,148.91,6.817e-05,962.807,109691.274234,109691.274234,0.155681,1.02268,0.2,59.7056686755,0.71297,1363.5279878,75.4366067282,0.01,1,0.0600051,100,6.13659,1491.39,1363.5279878,0.00152228,100,812.361
3.98099,1377.95326354,150.3,0.00367525,3210.52,122498.840722,122498.840722,0.00144848,2.12858,0.2,2.67486851879,166.52,1377.95326354,25.119398328,0.01,1,0.608143,100,129.448,2229.58,1377.95326354,6.8049e-06,100,1131.91
2.79416,1363.71103024,148.97,0.00357427,2130.97,135439.071714,135439.071714,0.0535343,2.45014,0.2,2.74836576086,214.57,1363.71103024,35.7889020805,0.01,1,0.600528,100,147.138,1970.47,1363.71103024,0.000218495,100,1124.87
1.09045,1360.99344164,148.49,1.03892e-05,433.731,152499.771522,152499.771522,0.18123,1.01584,0.2,90.6738844659,0.107211,1360.99344164,91.7051950704,0.01,1,0.0210045,100,2.13373,1401.9,1360.99344164,0.00178403,100,865.833
1.09788,1407.81264988,153.73,1.67946e-05,497.11,140477.634161,140477.634161,0.188252,1.07242,0.2,85.743716908,0.193153,1407.81264988,91.0845463487,0.01,1,0.0260427,100,2.79288,1454.5,1407.81264988,0.00175539,100,838.206
1.0,1395.27604118,152.11,3.50449e-18,433.617,189922.85683,189922.85683,1.0,1.0,0.2,100.0,,1395.27604118,100.0,0.01,1,0.01,100,1.0,1395.28,1395.27604118,0.01,100,792.583
1.0,1436.18587342,156.39,3.50449e-18,424.485,182007.432503,182007.432503,1.0,1.0,0.2,100.0,,1436.18587342,100.0,0.01,1,0.01,100,1.0,1436.19,1436.18587342,0.01,100,878.429
1.0,1334.11925454,145.86,3.50449e-18,443.544,198718.238248,198718.238248,1.0,1.0,0.2,100.0,,1334.11925454,100.0,0.01,1,0.01,100,1.0,1334.12,1334.11925454,0.01,100,637.363
1.0,1348.84567581,147.5,3.50449e-18,391.234,154609.903685,154609.903685,1.0,1.0,0.2,100.0,,1348.84567581,100.0,0.01,1,0.01,100,1.0,1348.85,1348.84567581,0.01,100,790.602
1.0,1396.75327874,152.05,3.50449e-18,428.802,185728.211094,185728.211094,1.0,1.0,0.2,100.0,,1396.75327874,100.0,0.01,1,0.01,100,1.0,1396.75,1396.75327874,0.01,100,842.503
1.0,1304.58794872,142.88,3.50449e-18,362.807,132958.713846,132958.713846,1.0,1.0,0.2,100.0,,1304.58794872,100.0,0.01,1,0.01,100,1.0,1304.59,1304.58794872,0.01,100,681.174
1.0,1380.62186373,150.73,3.50449e-18,397.654,159725.836861,159725.836861,1.0,1.0,0.2,100.0,,1380.62186373,100.0,0.01,1,0.01,100,1.0,1380.62,1380.62186373,0.01,100,835.917
1.0,1431.96427466,156.12,3.50449e-18,452.891,207182.197542,207182.197542,1.0,1.0,0.2,100.0,,1431.96427466,100.0,0.01,1,0.01,100,1.0,1431.96,1431.96427466,0.01,100,671.745
1.0,1290.24387395,141.26,3.50449e-18,384.795,149562.848243,149562.848243,1.0,1.0,0.2,100.0,,1290.24387395,100.0,0.01,1,0.01,100,1.0,1290.24,1290.24387395,0.01,100,754.536
1.0,1329.57000044,145.3,3.50449e-18,354.338,126823.516474,126823.516474,1.0,1.0,0.2,100.0,,1329.57000044,100.0,0.01,1,0.01,100,1.0,1329.57,1329.57000044,0.01,100,866.985
1.0,1345.40240906,146.86,3.50449e-18,378.027,144347.729919,144347.729919,1.0,1.0,0.2,100.0,,1345.40240906,100.0,0.01,1,0.01,100,1.0,1345.4,1345.40240906,0.01,100,850.168
1.0,1344.52001422,146.88,3.50449e-18,445.359,200348.081608,200348.081608,1.0,1.0,0.2,100.0,,1344.52001422,100.0,0.01,1,0.01,100,1.0,1344.52,1344.52001422,0.01,100,724.647
1.0,1422.81702393,154.97,3.50449e-18,395.674,158139.506293,158139.506293,1.0,1.0,0.2,100.0,,1422.81702393,100.0,0.01,1,0.01,100,1.0,1422.82,1422.81702393,0.01,100,768.676
1.0,1349.02710291,147.2,3.50449e-18,416.411,175149.626587,175149.626587,1.0,1.0,0.2,100.0,,1349.02710291,100.0,0.01,1,0.01,100,1.0,1349.03,1349.02710291,0.01,100,723.837
1.0,1293.96534641,141.45,3.50449e-18,348.069,122375.564194,122375.564194,1.0,1.0,0.2,100.0,,1293.96534641,100.0,0.01,1,0.01,100,1.0,1293.97,1293.96534641,0.01,100,851.726
1.0,1341.81046421,146.54,3.50449e-18,395.7,158160.458725,158160.458725,1.0,1.0,0.2,100.0,,1341.81046421,100.0,0.01,1,0.01,100,1.0,1341.81,1341.81046421,0.01,100,809.658
1.0,1283.90408356,140.19,3.50449e-18,416.809,175484.324531,175484.324531,1.0,1.0,0.2,100.0,,1283.90408356,100.0,0.01,1,0.01,100,1.0,1283.9,1283.90408356,0.01,100,715.651
1.0,1346.86803665,146.93,3.50449e-18,418.008,176495.257893,176495.257893,1.0,1.0,0.2,100.0,,1346.86803665,100.0,0.01,1,0.01,100,1.0,1346.87,1346.86803665,0.01,100,753.586
1.0,1436.71892932,156.4,3.50449e-18,502.3,254854.222416,254854.222416,1.0,1.0,0.2,100.0,,1436.71892932,100.0,0.01,1,0.01,100,1.0,1436.72,1436.71892932,0.01,100,826.544
1.0,1442.89501642,157.16,3.50449e-18,381.455,146977.462671,146977.462671,1.0,1.0,0.2,100.0,,1442.89501642,100.0,0.01,1,0.01,100,1.0,1442.9,1442.89501642,0.01,100,860.34
1.0,1394.25309592,152.16,3.50449e-18,377.387,143859.521841,143859.521841,1.0,1.0,0.2,100.0,,1394.25309592,100.0,0.01,1,0.01,100,1.0,1394.25,1394.25309592,0.01,100,807.964
1.0,1411.91706386,153.67,3.50449e-18,462.712,216264.935819,216264.935819,1.0,1.0,0.2,100.0,,1411.91706386,100.0,0.01,1,0.01,100,1.0,1411.92,1411.91706386,0.01,100,829.509
1.0,1350.34816811,147.27,3.50449e-18,384.671,149466.723749,149466.723749,1.0,1.0,0.2,100.0,,1350.34816811,100.0,0.01,1,0.01,100,1.0,1350.35,1350.34816811,0.01,100,850.038
1.0,1388.57117883,151.57,3.50449e-18,375.272,142251.842193,142251.842193,1.0,1.0,0.2,100.0,,1388.57117883,100.0,0.01,1,0.01,100,1.0,1388.57,1388.57117883,0.01,100,917.262
1.0,1409.44866298,153.61,3.50449e-18,497.549,250055.645483,250055.645483,1.0,1.0,0.2,100.0,,1409.44866298,100.0,0.01,1,0.01,100,1.0,1409.45,1409.44866298,0.01,100,776.194
1.0,1357.27346344,148.17,3.50449e-18,439.912,195477.633738,195477.633738,1.0,1.0,0.2,100.0,,1357.27346344,100.0,0.01,1,0.01,100,1.0,1357.27,1357.27346344,0.01,100,760.571
1.0,1312.85287354,143.4,3.50449e-18,375.527,142445.004371,142445.004371,1.0,1.0,0.2,100.0,,1312.85287354,100.0,0.01,1,0.01,100,1.0,1312.85,1312.85287354,0.01,100,859.305
1.0,1372.62741327,149.51,3.50449e-18,423.834,181449.887228,181449.887228,1.0,1.0,0.2,100.0,,1372.62741327,100.0,0.01,1,0.01,100,1.0,1372.63,1372.62741327,0.01,100,753.433
1.0,1354.62187112,148.12,3.50449e-18,346.109,121001.588528,121001.588528,1.0,1.0,0.2,100.0,,1354.62187112,100.0,0.01,1,0.01,100,1.0,1354.62,1354.62187112,0.01,100,798.519
1.0,1414.18528028,154.5,3.50449e-18,400.507,162025.88607,162025.88607,1.0,1.0,0.2,100.0,,1414.18528028,100.0,0.01,1,0.01,100,1.0,1414.19,1414.18528028,0.01,100,804.605
1.0,1410.9571504,153.88,3.50449e-18,366.931,135998.171263,135998.171263,1.0,1.0,0.2,100.0,,1410.9571504,100.0,0.01,1,0.01,100,1.0,1410.96,1410.9571504,0.01,100,825.202
1.0,1267.32256341,138.81,3.50449e-18,371.911,139714.575294,139714.575294,1.0,1.0,0.2,100.0,,1267.32256341,100.0,0.01,1,0.01,100,1.0,1267.32,1267.32256341,0.01,100,727.953
1.0,1375.51084432,150.01,3.50449e-18,384.104,149026.368753,149026.368753,1.0,1.0,0.2,100.0,,1375.51084432,100.0,0.01,1,0.01,100,1.0,1375.51,1375.51084432,0.01,100,899.737
1.0,1386.58372411,151.33,3.50449e-18,355.098,127367.901202,127367.901202,1.0,1.0,0.2,100.0,,1386.58372411,100.0,0.01,1,0.01,100,1.0,1386.58,1386.58372411,0.01,100,890.505
1.0,1366.27783149,149.01,3.50449e-18,400.877,162325.711471,162325.711471,1.0,1.0,0.2,100.0,,1366.27783149,100.0,0.01,1,0.01,100,1.0,1366.28,1366.27783149,0.01,100,857.575
1.0,1378.25108329,150.38,3.50449e-18,396.935,159149.204873,159149.204873,1.0,1.0,0.2,100.0,,1378.25108329,100.0,0.01,1,0.01,100,1.0,1378.25,1378.25108329,0.01,100,791.016
1.0,1362.4564267,148.92,3.50449e-18,400.394,161934.415215,161934.415215,1.0,1.0,0.2,100.0,,1362.4564267,100.0,0.01,1,0.01,100,1.0,1362.46,1362.4564267,0.01,100,736.156
1.0,1424.63627546,155.26,3.50449e-18,459.785,213537.472575,213537.472575,1.0,1.0,0.2,100.0,,1424.63627546,100.0,0.01,1,0.01,100,1.0,1424.64,1424.63627546,0.01,100,774.932
1.0,1381.23011753,150.58,3.50449e-18,461.379,215020.794482,215020.794482,1.0,1.0,0.2,100.0,,1381.23011753,100.0,0.01,1,0.01,100,1.0,1381.23,1381.23011753,0.01,100,770.111
1.0,1373.87687172,150.14,3.50449e-18,504.049,256631.925615,256631.925615,1.0,1.0,0.2,100.0,,1373.87687172,100.0,0.01,1,0.01,100,1.0,1373.88,1373.87687172,0.01,100,672.446
1.0,1369.59050107,149.65,3.50449e-18,389.25,153046.210029,153046.210029,1.0,1.0,0.2,100.0,,1369.59050107,100.0,0.01,1,0.01,100,1.0,1369.59,1369.59050107,0.01,100,776.19
1.0,1353.88625273,148.06,3.50449e-18,376.549,143221.239715,143221.239715,1.0,1.0,0.2,100.0,,1353.88625273,100.0,0.01,1,0.01,100,1.0,1353.89,1353.88625273,0.01,100,815.042
1.0,1350.13255634,147.33,3.50449e-18,400.458,161986.504994,161986.504994,1.0,1.0,0.2,100.0,,1350.13255634,100.0,0.01,1,0.01,100,1.0,1350.13,1350.13255634,0.01,100,746.931
1.0,1407.88787009,153.95,3.50449e-18,435.696,191748.488205,191748.488205,1.0,1.0,0.2,100.0,,1407.88787009,100.0,0.01,1,0.01,100,1.0,1407.89,1407.88787009,0.01,100,751.213
1.0,1358.53424512,148.28,3.50449e-18,483.743,236370.778313,236370.778313,1.0,1.0,0.2,100.0,,1358.53424512,100.0,0.01,1,0.01,100,1.0,1358.53,1358.53424512,0.01,100,695.044
1.0,1400.35157543,152.68,3.50449e-18,441.413,196813.130224,196813.130224,1.0,1.0,0.2,100.0,,1400.35157543,100.0,0.01,1,0.01,100,1.0,1400.35,1400.35157543,0.01,100,888.075
1.0,1334.14180319,145.71,3.50449e-18,422.287,180127.761852,180127.761852,1.0,1.0,0.2,100.0,,1334.14180319,100.0,0.01,1,0.01,100,1.0,1334.14,1334.14180319,0.01,100,729.069
1.0,1395.31740643,152.57,3.50449e-18,363.918,133773.91315,133773.91315,1.0,1.0,0.2,100.0,,1395.31740643,100.0,0.01,1,0.01,100,1.0,1395.32,1395.31740643,0.01,100,783.016
1.0,1366.46300386,149.44,3.50449e-18,384.919,149658.993897,149658.993897,1.0,1.0,0.2,100.0,,1366.46300386,100.0,0.01,1,0.01,100,1.0,1366.46,1366.46300386,0.01,100,820.727
1.0,1341.41842242,146.44,3.50449e-18,379.906,145786.259874,145786.259874,1.0,1.0,0.2,100.0,,1341.41842242,100.0,0.01,1,0.01,100,1.0,1341.42,1341.41842242,0.01,100,761.963
1.0,1404.46804663,153.31,3.50449e-18,408.011,168154.337454,168154.337454,1.0,1.0,0.2,100.0,,1404.46804663,100.0,0.01,1,0.01,100,1.0,1404.47,1404.46804663,0.01,100,798.912
1.0,1383.93875487,150.99,3.50449e-18,395.216,157773.108153,157773.108153,1.0,1.0,0.2,100.0,,1383.93875487,100.0,0.01,1,0.01,100,1.0,1383.94,1383.93875487,0.01,100,751.078
1.0,1367.94054622,149.47,3.50449e-18,364.112,133916.66258,133916.66258,1.0,1.0,0.2,100.0,,1367.94054622,100.0,0.01,1,0.01,100,1.0,1367.94,1367.94054622,0.01,100,850.81
1.0,1373.34124168,149.77,3.50449e-18,453.159,207427.17046,207427.17046,1.0,1.0,0.2,100.0,,1373.34124168,100.0,0.01,1,0.01,100,1.0,1373.34,1373.34124168,0.01,100,785.331
1.0,1319.1905563,144.31,3.50449e-18,372.194,139927.577359,139927.577359,1.0,1.0,0.2,100.0,,1319.1905563,100.0,0.01,1,0.01,100,1.0,1319.19,1319.1905563,0.01,100,713.946
1.0,1398.46004354,152.49,3.50449e-18,447.586,202356.6353,202356.6353,1.0,1.0,0.2,100.0,,1398.46004354,100.0,0.01,1,0.01,100,1.0,1398.46,1398.46004354,0.01,100,713.517
1.0,1322.95105824,144.45,3.50449e-18,433.258,189608.952377,189608.952377,1.0,1.0,0.2,100.0,,1322.95105824,100.0,0.01,1,0.01,100,1.0,1322.95,1322.95105824,0.01,100,734.699
1.0,1346.24330625,147.12,3.50449e-18,406.726,167096.856658,167096.856658,1.0,1.0,0.2,100.0,,1346.24330625,100.0,0.01,1,0.01,100,1.0,1346.24,1346.24330625,0.01,100,844.113
1.0,1442.02921391,157.01,3.50449e-18,453.704,207926.386636,207926.386636,1.0,1.0,0.2,100.0,,1442.02921391,100.0,0.01,1,0.01,100,1.0,1442.03,1442.02921391,0.01,100,857.686
