MaxNormIw,IterType,VarNormIw,MaxVanillaIw,EpsThisIter,AvgRet,AvgVanillaIw,MinVanillaIw,MinNormIw,VanillaAvgRet,AvgEpLen,VarVanillaIw,ESSClassic,Bound,AvgDiscRet,VarDiscRet,eRenyi2,ESSRenyi,Delta,VarRet,BatchSize,J,VarJ,AvgNormIw
0.01,2,3.50449e-18,1.0,100,1291.35099264,1.0,1.0,0.01,1291.35099264,139.76,,100.0,1020.81,1291.35099264,65887.3464456,1.0,500.0,0.4,65887.3464456,500,1291.35,255.399,0.01
0.005,2,2.1793e-19,1.0,100,1295.76675855,1.0,1.0,0.005,1295.76675855,140.06,,200.000000102,1091.57,1295.76675855,72254.1387023,1.0,500.0,0.4,72254.1387023,500,1293.56,261.505,0.005
0.00333333,2,5.43914e-20,1.0,100,1298.12511204,1.0,1.0,0.00333333,1298.12511204,140.59,,299.999969474,1108.73,1298.12511204,118325.650869,1.0,500.0,0.4,118325.650869,500,1295.08,290.933,0.00333333
0.0025,2,5.4346e-20,1.0,100,1353.69954459,1.0,1.0,0.0025,1353.69954459,146.3,,400.0,1148.35,1353.69954459,131978.016603,1.0,500.0,0.4,131978.016603,500,1309.74,311.111,0.0025
0.351989,1,0.000247874,245.135,100,1303.73941034,1.39285,0.0780679,0.000112098,1303.73941034,141.03,120.222,7.95613997464,1418.12,1303.73941034,97944.2537237,6.35698,78.6536491373,0.4,97944.2537237,500,1782.07,6363.56,0.002
0.01,2,3.50449e-18,1.0,100,1268.004158,1.0,1.0,0.01,1268.004158,137.16,,100.0,1007.99,1268.004158,62930.9810286,1.0,500.0,0.4,62930.9810286,500,1268.0,249.603,0.01
0.005,2,2.1793e-19,1.0,100,1368.33577934,1.0,1.0,0.005,1368.33577934,147.84,,200.000000102,1050.48,1368.33577934,174819.647515,1.0,500.0,0.4,174819.647515,500,1318.17,346.703,0.005
0.00333333,2,5.43914e-20,1.0,100,1287.54905595,1.0,1.0,0.00333333,1287.54905595,139.06,,299.999969474,1089.39,1287.54905595,97236.3393976,1.0,500.0,0.4,97236.3393976,500,1307.96,335.309,0.00333333
0.0025,2,5.4346e-20,1.0,100,1265.56233222,1.0,1.0,0.0025,1265.56233222,137.04,,400.0,1108.08,1265.56233222,86610.54486,1.0,500.0,0.4,86610.54486,500,1297.36,325.725,0.0025
0.0423025,1,1.24485e-05,23.5711,100,1347.89700857,1.11441,0.000923416,1.65723e-06,1347.89700857,145.56,3.86497,121.775667132,1182.37,1347.89700857,131178.745489,2.59671,192.551204854,0.4,131178.745489,500,1455.19,1338.44,0.002
0.01,2,3.50449e-18,1.0,100,1353.09743056,1.0,1.0,0.01,1353.09743056,146.27,,100.0,1033.19,1353.09743056,107318.30887,1.0,500.0,0.4,107318.30887,500,1353.1,325.953,0.01
0.005,2,2.1793e-19,1.0,100,1301.94955237,1.0,1.0,0.005,1301.94955237,140.77,,200.000000102,1076.78,1301.94955237,73582.6272317,1.0,500.0,0.4,73582.6272317,500,1327.52,300.333,0.005
0.00333333,2,5.43914e-20,1.0,100,1334.74226056,1.0,1.0,0.00333333,1334.74226056,144.3,,299.999969474,1125.2,1334.74226056,99743.6378778,1.0,500.0,0.4,99743.6378778,500,1329.93,305.058,0.00333333
0.0025,2,5.4346e-20,1.0,100,1358.5361659,1.0,1.0,0.0025,1358.5361659,146.91,,400.0,1157.77,1358.5361659,136620.68999,1.0,500.0,0.4,136620.68999,500,1337.08,322.122,0.0025
0.00646052,1,7.39747e-07,3.33063,100,1269.06881369,1.03107,0.0999632,0.000193901,1269.06881369,137.32,0.196608,422.095434388,1172.1,1269.06881369,81960.2554002,1.17329,426.15201043,0.4,81960.2554002,500,1346.61,397.445,0.002
0.01,2,3.50449e-18,1.0,100,1318.6498399,1.0,1.0,0.01,1318.6498399,142.68,,100.0,978.304,1318.6498399,104354.723365,1.0,500.0,0.4,104354.723365,500,1318.65,321.421,0.01
0.005,2,2.1793e-19,1.0,100,1383.41939748,1.0,1.0,0.005,1383.41939748,149.54,,200.000000102,1110.37,1383.41939748,138154.533005,1.0,500.0,0.4,138154.533005,500,1351.03,347.981,0.005
0.00333333,2,5.43914e-20,1.0,100,1309.85967139,1.0,1.0,0.00333333,1309.85967139,141.67,,299.999969474,1140.81,1309.85967139,98862.1022738,1.0,500.0,0.4,98862.1022738,500,1337.31,337.237,0.00333333
0.0025,2,5.4346e-20,1.0,100,1375.59261548,1.0,1.0,0.0025,1375.59261548,148.74,,400.0,1171.93,1375.59261548,112830.998111,1.0,500.0,0.4,112830.998111,500,1346.88,336.893,0.0025
0.002,1,5.43187e-20,1.0,100,1325.81103466,1.0,1.0,0.002,1325.81103466,143.4,,500.000006643,1186.18,1325.81103466,82615.8501837,1.0,500.0,0.4,82615.8501837,500,1342.67,327.454,0.002
0.01,2,3.50449e-18,1.0,100,1401.08058234,1.0,1.0,0.01,1401.08058234,151.42,,100.0,1049.47,1401.08058234,131509.628099,1.0,500.0,0.4,131509.628099,500,1401.08,360.825,0.01
0.005,2,2.1793e-19,1.0,100,1324.70726234,1.0,1.0,0.005,1324.70726234,143.32,,200.000000102,1114.27,1324.70726234,103865.109395,1.0,500.0,0.4,103865.109395,500,1362.89,343.466,0.005
0.00333333,2,5.43914e-20,1.0,100,1338.10435897,1.0,1.0,0.00333333,1338.10435897,144.63,,299.999969474,1147.75,1338.10435897,76651.9759452,1.0,500.0,0.4,76651.9759452,500,1354.63,322.61,0.00333333
0.0025,2,5.4346e-20,1.0,100,1356.2786345,1.0,1.0,0.0025,1356.2786345,146.63,,400.0,1161.14,1356.2786345,90534.5753665,1.0,500.0,0.4,90534.5753665,500,1355.04,316.964,0.0025
0.002,1,5.43187e-20,1.0,100,1315.00300451,1.0,1.0,0.002,1315.00300451,142.29,,500.000006643,1173.6,1315.00300451,99186.9256388,1.0,500.0,0.4,99186.9256388,500,1347.03,316.652,0.002
0.01,2,3.50449e-18,1.0,100,1286.53343895,1.0,1.0,0.01,1286.53343895,139.2,,100.0,1054.77,1286.53343895,47994.720972,1.0,500.0,0.4,47994.720972,500,1286.53,217.979,0.01
0.005,2,2.1793e-19,1.0,100,1351.30579635,1.0,1.0,0.005,1351.30579635,146.01,,200.000000102,1078.99,1351.30579635,68261.0154432,1.0,500.0,0.4,68261.0154432,500,1318.92,242.065,0.005
0.00333333,2,5.43914e-20,1.0,100,1296.70315151,1.0,1.0,0.00333333,1296.70315151,140.26,,299.999969474,1115.62,1296.70315151,52521.3155856,1.0,500.0,0.4,52521.3155856,500,1311.51,237.709,0.00333333
0.0025,2,5.4346e-20,1.0,100,1307.1578083,1.0,1.0,0.0025,1307.1578083,141.43,,400.0,1140.77,1307.1578083,51988.4371703,1.0,500.0,0.4,51988.4371703,500,1310.43,235.053,0.0025
0.002,1,5.43187e-20,1.0,100,1343.16604627,1.0,1.0,0.002,1343.16604627,145.22,,500.000006643,1165.23,1343.16604627,85893.0746384,1.0,500.0,0.4,85893.0746384,500,1316.97,247.746,0.002
0.01,2,3.50449e-18,1.0,100,1317.62376085,1.0,1.0,0.01,1317.62376085,142.58,,100.0,999.115,1317.62376085,89770.5072122,1.0,500.0,0.4,89770.5072122,500,1317.62,298.115,0.01
0.005,2,2.1793e-19,1.0,100,1344.92425029,1.0,1.0,0.005,1344.92425029,145.62,,200.000000102,1085.42,1344.92425029,83445.5422243,1.0,500.0,0.4,83445.5422243,500,1331.27,293.135,0.005
0.00333333,2,5.43914e-20,1.0,100,1349.25291571,1.0,1.0,0.00333333,1349.25291571,145.83,,299.999969474,1136.53,1349.25291571,62859.7608616,1.0,500.0,0.4,62859.7608616,500,1337.27,279.466,0.00333333
0.0025,2,5.4346e-20,1.0,100,1265.79963169,1.0,1.0,0.0025,1265.79963169,136.96,,400.0,1139.81,1265.79963169,100277.88486,1.0,500.0,0.4,100277.88486,500,1319.4,290.435,0.0025
0.002,1,5.43187e-20,1.0,100,1309.06031665,1.0,1.0,0.002,1309.06031665,141.78,,500.000006643,1156.7,1309.06031665,77051.1485315,1.0,500.0,0.4,77051.1485315,500,1317.33,287.672,0.002
0.01,2,3.50449e-18,1.0,100,1330.23421208,1.0,1.0,0.01,1330.23421208,143.88,,100.0,1007.59,1330.23421208,97931.565796,1.0,500.0,0.4,97931.565796,500,1330.23,311.372,0.01
0.005,2,2.1793e-19,1.0,100,1333.55173977,1.0,1.0,0.005,1333.55173977,144.22,,200.000000102,1078.75,1333.55173977,133113.734907,1.0,500.0,0.4,133113.734907,500,1331.89,338.187,0.005
0.00333333,2,5.43914e-20,1.0,100,1315.52243394,1.0,1.0,0.00333333,1315.52243394,142.25,,299.999969474,1119.74,1315.52243394,88746.6240824,1.0,500.0,0.4,88746.6240824,500,1326.44,324.95,0.00333333
0.0025,2,5.4346e-20,1.0,100,1266.31173222,1.0,1.0,0.0025,1266.31173222,137.13,,400.0,1131.88,1266.31173222,79864.6224189,1.0,500.0,0.4,79864.6224189,500,1311.41,315.656,0.0025
0.002,1,5.43187e-20,1.0,100,1341.16280182,1.0,1.0,0.002,1341.16280182,145.1,,500.000006643,1156.79,1341.16280182,91336.3493735,1.0,500.0,0.4,91336.3493735,500,1317.36,312.949,0.002
0.01,2,3.50449e-18,1.0,100,1362.3820757,1.0,1.0,0.01,1362.3820757,147.41,,100.0,1023.55,1362.3820757,119751.619227,1.0,500.0,0.4,119751.619227,500,1362.38,344.317,0.01
0.005,2,2.1793e-19,1.0,100,1371.16221753,1.0,1.0,0.005,1371.16221753,148.21,,200.000000102,1104.06,1371.16221753,155811.44257,1.0,500.0,0.4,155811.44257,500,1366.77,369.355,0.005
0.00333333,2,5.43914e-20,1.0,100,1318.17785569,1.0,1.0,0.00333333,1318.17785569,142.68,,299.999969474,1136.07,1318.17785569,90925.9078679,1.0,500.0,0.4,90925.9078679,500,1350.57,348.538,0.00333333
0.0025,2,5.4346e-20,1.0,100,1378.44191636,1.0,1.0,0.0025,1378.44191636,148.85,,400.0,1171.78,1378.44191636,105767.6813,1.0,500.0,0.4,105767.6813,500,1357.54,342.684,0.0025
0.002,1,5.43187e-20,1.0,100,1316.92429707,1.0,1.0,0.002,1316.92429707,142.52,,500.000006643,1183.27,1316.92429707,102001.704197,1.0,500.0,0.4,102001.704197,500,1349.42,338.24,0.002
0.01,2,3.50449e-18,1.0,100,1311.79190643,1.0,1.0,0.01,1311.79190643,142.04,,100.0,783.573,1311.79190643,169204.838228,1.0,500.0,0.4,169204.838228,500,1311.79,409.283,0.01
0.005,2,2.1793e-19,1.0,100,1244.43317245,1.0,1.0,0.005,1244.43317245,134.83,,200.000000102,904.606,1244.43317245,72133.1543904,1.0,500.0,0.4,72133.1543904,500,1278.11,347.27,0.005
0.00333333,2,5.43914e-20,1.0,100,1313.56316289,1.0,1.0,0.00333333,1313.56316289,142.16,,299.999969474,984.962,1313.56316289,63094.159004,1.0,500.0,0.4,63094.159004,500,1289.93,318.588,0.00333333
0.0025,2,5.4346e-20,1.0,100,1326.02680969,1.0,1.0,0.0025,1326.02680969,143.3,,400.0,1034.84,1326.02680969,91022.6114416,1.0,500.0,0.4,91022.6114416,500,1298.95,314.477,0.0025
0.002,1,5.43187e-20,1.0,100,1252.88731222,1.0,1.0,0.002,1252.88731222,135.59,,500.000006643,1053.51,1252.88731222,56344.8785168,1.0,500.0,0.4,56344.8785168,500,1289.74,301.019,0.002
0.01,2,3.50449e-18,1.0,100,1339.54269245,1.0,1.0,0.01,1339.54269245,144.83,,100.0,982.845,1339.54269245,132605.701608,1.0,500.0,0.4,132605.701608,500,1339.54,362.325,0.01
0.005,2,2.1793e-19,1.0,100,1330.63224072,1.0,1.0,0.005,1330.63224072,143.81,,200.000000102,1082.86,1330.63224072,77021.4340988,1.0,500.0,0.4,77021.4340988,500,1335.09,322.157,0.005
0.00333333,2,5.43914e-20,1.0,100,1323.66188155,1.0,1.0,0.00333333,1323.66188155,143.15,,299.999969474,1125.34,1323.66188155,88761.3143744,1.0,500.0,0.4,88761.3143744,500,1331.28,313.864,0.00333333
0.0025,2,5.4346e-20,1.0,100,1346.73641173,1.0,1.0,0.0025,1346.73641173,145.72,,400.0,1140.86,1346.73641173,163619.541587,1.0,500.0,0.4,163619.541587,500,1335.14,338.265,0.0025
0.002,1,5.43187e-20,1.0,100,1399.63050015,1.0,1.0,0.002,1399.63050015,151.15,,500.000006643,1133.25,1399.63050015,207084.963651,1.0,500.0,0.4,207084.963651,500,1348.04,364.975,0.002
0.01,2,3.50449e-18,1.0,100,1324.77454663,1.0,1.0,0.01,1324.77454663,143.33,,100.0,1002.77,1324.77454663,87062.950342,1.0,500.0,0.4,87062.950342,500,1324.77,293.585,0.01
0.005,2,2.1793e-19,1.0,100,1332.81601504,1.0,1.0,0.005,1332.81601504,144.1,,200.000000102,1101.1,1332.81601504,93737.8432963,1.0,500.0,0.4,93737.8432963,500,1328.8,299.186,0.005
0.00333333,2,5.43914e-20,1.0,100,1280.57283866,1.0,1.0,0.00333333,1280.57283866,138.54,,299.999969474,1126.81,1280.57283866,78759.4399143,1.0,500.0,0.4,78759.4399143,500,1312.72,293.568,0.00333333
0.0025,2,5.4346e-20,1.0,100,1387.99368578,1.0,1.0,0.0025,1387.99368578,149.98,,400.0,1170.54,1387.99368578,124254.338013,1.0,500.0,0.4,124254.338013,500,1331.54,310.567,0.0025
0.002,1,5.43187e-20,1.0,100,1326.94897312,1.0,1.0,0.002,1326.94897312,143.44,,500.000006643,1164.76,1326.94897312,112311.436596,1.0,500.0,0.4,112311.436596,500,1330.62,315.282,0.002
0.01,2,3.50449e-18,1.0,100,1336.28822636,1.0,1.0,0.01,1336.28822636,144.58,,100.0,980.749,1336.28822636,99714.6363817,1.0,500.0,0.4,99714.6363817,500,1336.29,314.193,0.01
0.005,2,2.1793e-19,1.0,100,1383.73480564,1.0,1.0,0.005,1383.73480564,149.64,,200.000000102,1104.48,1383.73480564,173345.611384,1.0,500.0,0.4,173345.611384,500,1360.01,368.412,0.005
0.00333333,2,5.43914e-20,1.0,100,1325.91798658,1.0,1.0,0.00333333,1325.91798658,143.46,,299.999969474,1140.01,1325.91798658,91598.8038967,1.0,500.0,0.4,91598.8038967,500,1348.65,347.809,0.00333333
0.0025,2,5.4346e-20,1.0,100,1395.16341006,1.0,1.0,0.0025,1395.16341006,150.79,,400.0,1167.16,1395.16341006,137414.268212,1.0,500.0,0.4,137414.268212,500,1360.28,353.757,0.0025
0.002,1,5.43187e-20,1.0,100,1329.76250579,1.0,1.0,0.002,1329.76250579,143.75,,500.000006643,1178.33,1329.76250579,106455.933708,1.0,500.0,0.4,106455.933708,500,1354.17,348.342,0.002
0.01,2,3.50449e-18,1.0,100,1295.74393545,1.0,1.0,0.01,1295.74393545,140.07,,100.0,1061.53,1295.74393545,49014.9425836,1.0,500.0,0.4,49014.9425836,500,1295.74,220.283,0.01
0.005,2,2.1793e-19,1.0,100,1342.27411618,1.0,1.0,0.005,1342.27411618,145.05,,200.000000102,1099.3,1342.27411618,86647.2431165,1.0,500.0,0.4,86647.2431165,500,1319.01,260.181,0.005
0.00333333,2,5.43914e-20,1.0,100,1277.04203569,1.0,1.0,0.00333333,1277.04203569,138.19,,299.999969474,1125.63,1277.04203569,75674.6657588,1.0,500.0,0.4,75674.6657588,500,1305.02,265.506,0.00333333
0.0025,2,5.4346e-20,1.0,100,1315.60209103,1.0,1.0,0.0025,1315.60209103,142.48,,400.0,1090.42,1315.60209103,111116.500214,1.0,500.0,0.4,111116.500214,500,1307.67,283.535,0.0025
0.002,1,5.43187e-20,1.0,100,1338.59046959,1.0,1.0,0.002,1338.59046959,144.56,,500.000006643,1119.54,1338.59046959,76327.7267757,1.0,500.0,0.4,76327.7267757,500,1313.85,282.099,0.002
0.01,2,3.50449e-18,1.0,100,1370.31880035,1.0,1.0,0.01,1370.31880035,148.21,,100.0,1028.37,1370.31880035,116855.509617,1.0,500.0,0.4,116855.509617,500,1370.32,340.128,0.01
0.005,2,2.1793e-19,1.0,100,1355.67820388,1.0,1.0,0.005,1355.67820388,146.61,,200.000000102,1110.96,1355.67820388,146594.057177,1.0,500.0,0.4,146594.057177,500,1363.0,361.194,0.005
0.00333333,2,5.43914e-20,1.0,100,1313.17919317,1.0,1.0,0.00333333,1313.17919317,142.03,,299.999969474,1140.6,1313.17919317,84559.5356217,1.0,500.0,0.4,84559.5356217,500,1346.39,339.75,0.00333333
0.0025,2,5.4346e-20,1.0,100,1315.91184717,1.0,1.0,0.0025,1315.91184717,142.36,,400.0,1160.55,1315.91184717,89651.170136,1.0,500.0,0.4,89651.170136,500,1338.77,330.054,0.0025
0.002,1,5.43187e-20,1.0,100,1347.77667266,1.0,1.0,0.002,1347.77667266,145.67,,500.000006643,1181.17,1347.77667266,136358.297704,1.0,500.0,0.4,136358.297704,500,1340.57,337.876,0.002
0.01,2,3.50449e-18,1.0,100,1365.35153725,1.0,1.0,0.01,1365.35153725,147.6,,100.0,964.61,1365.35153725,144732.13119,1.0,500.0,0.4,144732.13119,500,1365.35,378.53,0.01
0.005,2,2.1793e-19,1.0,100,1385.44899166,1.0,1.0,0.005,1385.44899166,149.77,,200.000000102,1092.03,1385.44899166,123150.813265,1.0,500.0,0.4,123150.813265,500,1375.4,364.284,0.005
0.00333333,2,5.43914e-20,1.0,100,1339.42502397,1.0,1.0,0.00333333,1339.42502397,144.91,,299.999969474,1132.04,1339.42502397,110176.862527,1.0,500.0,0.4,110176.862527,500,1363.41,353.716,0.00333333
0.0025,2,5.4346e-20,1.0,100,1360.9278252,1.0,1.0,0.0025,1360.9278252,147.0,,400.0,1162.42,1360.9278252,120005.10548,1.0,500.0,0.4,120005.10548,500,1362.79,351.48,0.0025
0.002,1,5.43187e-20,1.0,100,1332.83939896,1.0,1.0,0.002,1332.83939896,144.06,,500.000006643,1177.58,1332.83939896,104779.662931,1.0,500.0,0.4,104779.662931,500,1356.8,346.007,0.002
0.01,2,3.50449e-18,1.0,100,1352.3650223,1.0,1.0,0.01,1352.3650223,146.18,,100.0,995.512,1352.3650223,123104.769396,1.0,500.0,0.4,123104.769396,500,1352.36,349.104,0.01
0.005,2,2.1793e-19,1.0,100,1287.58708463,1.0,1.0,0.005,1287.58708463,139.56,,200.000000102,1053.92,1287.58708463,72653.8963916,1.0,500.0,0.4,72653.8963916,500,1319.98,312.969,0.005
0.00333333,2,5.43914e-20,1.0,100,1358.88644544,1.0,1.0,0.00333333,1358.88644544,146.83,,299.999969474,1115.71,1358.88644544,131235.067092,1.0,500.0,0.4,131235.067092,500,1332.95,330.066,0.00333333
0.0025,2,5.4346e-20,1.0,100,1349.13903318,1.0,1.0,0.0025,1349.13903318,145.87,,400.0,1148.86,1349.13903318,96037.0691087,1.0,500.0,0.4,96037.0691087,500,1336.99,324.848,0.0025
0.002,1,5.43187e-20,1.0,100,1277.67503031,1.0,1.0,0.002,1277.67503031,138.35,,500.000006643,1156.86,1277.67503031,54126.0026716,1.0,500.0,0.4,54126.0026716,500,1325.13,309.356,0.002
0.01,2,3.50449e-18,1.0,100,1352.44848609,1.0,1.0,0.01,1352.44848609,146.17,,100.0,996.105,1352.44848609,122176.094165,1.0,500.0,0.4,122176.094165,500,1352.45,347.785,0.01
0.005,2,2.1793e-19,1.0,100,1311.85401889,1.0,1.0,0.005,1311.85401889,142.0,,200.000000102,1080.18,1311.85401889,83487.3063049,1.0,500.0,0.4,83487.3063049,500,1332.15,319.711,0.005
0.00333333,2,5.43914e-20,1.0,100,1327.49020359,1.0,1.0,0.00333333,1327.49020359,143.42,,299.999969474,1124.86,1327.49020359,68925.6640234,1.0,500.0,0.4,68925.6640234,500,1330.6,301.486,0.00333333
0.0025,2,5.4346e-20,1.0,100,1329.37006745,1.0,1.0,0.0025,1329.37006745,143.94,,400.0,1152.12,1329.37006745,90223.1991823,1.0,500.0,0.4,90223.1991823,500,1330.29,300.834,0.0025
0.002,1,5.43187e-20,1.0,100,1319.87358521,1.0,1.0,0.002,1319.87358521,142.66,,500.000006643,1168.85,1319.87358521,71066.390043,1.0,500.0,0.4,71066.390043,500,1328.21,294.091,0.002
0.01,2,3.50449e-18,1.0,100,1308.64238485,1.0,1.0,0.01,1308.64238485,141.62,,100.0,994.929,1308.64238485,66294.5535968,1.0,500.0,0.4,66294.5535968,500,1308.64,256.187,0.01
0.005,2,2.1793e-19,1.0,100,1320.1384831,1.0,1.0,0.005,1320.1384831,142.7,,200.000000102,1086.34,1320.1384831,63122.8478578,1.0,500.0,0.4,63122.8478578,500,1314.39,253.169,0.005
0.00333333,2,5.43914e-20,1.0,100,1351.03739284,1.0,1.0,0.00333333,1351.03739284,146.07,,299.999969474,1140.4,1351.03739284,102910.115315,1.0,500.0,0.4,102910.115315,500,1326.61,277.468,0.00333333
0.0025,2,5.4346e-20,1.0,100,1361.16836129,1.0,1.0,0.0025,1361.16836129,147.19,,400.0,1162.66,1361.16836129,102409.006735,1.0,500.0,0.4,102409.006735,500,1335.25,288.638,0.0025
0.002,1,5.43187e-20,1.0,100,1317.35689429,1.0,1.0,0.002,1317.35689429,142.69,,500.000006643,1177.3,1317.35689429,85512.4744411,1.0,500.0,0.4,85512.4744411,500,1331.67,289.192,0.002
0.01,2,3.50449e-18,1.0,100,1326.33787065,1.0,1.0,0.01,1326.33787065,143.43,,100.0,1024.16,1326.33787065,69107.8733977,1.0,500.0,0.4,69107.8733977,500,1326.34,261.566,0.01
0.005,2,2.1793e-19,1.0,100,1312.78876822,1.0,1.0,0.005,1312.78876822,142.16,,200.000000102,1058.19,1312.78876822,93628.2164139,1.0,500.0,0.4,93628.2164139,500,1319.56,283.902,0.005
0.00333333,2,5.43914e-20,1.0,100,1331.05154163,1.0,1.0,0.00333333,1331.05154163,144.01,,299.999969474,1109.98,1331.05154163,94758.191293,1.0,500.0,0.4,94758.191293,500,1323.39,291.604,0.00333333
0.0025,2,5.4346e-20,1.0,100,1309.2896531,1.0,1.0,0.0025,1309.2896531,141.59,,400.0,1135.05,1309.2896531,69541.6321698,1.0,500.0,0.4,69541.6321698,500,1319.87,284.646,0.0025
0.002,1,5.43187e-20,1.0,100,1312.09893509,1.0,1.0,0.002,1312.09893509,141.84,,500.000006643,1153.01,1312.09893509,81477.7493381,1.0,500.0,0.4,81477.7493381,500,1318.31,284.537,0.002
0.01,2,3.50449e-18,1.0,100,1334.14001126,1.0,1.0,0.01,1334.14001126,144.32,,100.0,991.356,1334.14001126,128984.373313,1.0,500.0,0.4,128984.373313,500,1334.14,357.344,0.01
0.005,2,2.1793e-19,1.0,100,1292.95250954,1.0,1.0,0.005,1292.95250954,139.78,,200.000000102,1071.16,1292.95250954,78534.612336,1.0,500.0,0.4,78534.612336,500,1313.55,321.164,0.005
0.00333333,2,5.43914e-20,1.0,100,1362.19018607,1.0,1.0,0.00333333,1362.19018607,147.26,,299.999969474,1115.67,1362.19018607,90546.6157626,1.0,500.0,0.4,90546.6157626,500,1329.76,314.913,0.00333333
0.0025,2,5.4346e-20,1.0,100,1330.97012175,1.0,1.0,0.0025,1330.97012175,144.06,,400.0,1144.65,1330.97012175,69027.7725171,1.0,500.0,0.4,69027.7725171,500,1330.06,302.427,0.0025
0.002,1,5.43187e-20,1.0,100,1337.4944561,1.0,1.0,0.002,1337.4944561,144.57,,500.000006643,1165.71,1337.4944561,76764.1769824,1.0,500.0,0.4,76764.1769824,500,1331.55,297.284,0.002
0.01,2,3.50449e-18,1.0,100,1323.23728332,1.0,1.0,0.01,1323.23728332,143.27,,100.0,1039.79,1323.23728332,78440.5168438,1.0,500.0,0.4,78440.5168438,500,1323.24,278.668,0.01
0.005,2,2.1793e-19,1.0,100,1426.44340271,1.0,1.0,0.005,1426.44340271,154.25,,200.000000102,1085.27,1426.44340271,224301.021005,1.0,500.0,0.4,224301.021005,500,1374.84,390.538,0.005
0.00333333,2,5.43914e-20,1.0,100,1281.56962647,1.0,1.0,0.00333333,1281.56962647,138.75,,299.999969474,1107.32,1281.56962647,40868.9938018,1.0,500.0,0.4,40868.9938018,500,1343.75,342.199,0.00333333
0.0025,2,5.4346e-20,1.0,100,1379.12453666,1.0,1.0,0.0025,1379.12453666,149.1,,400.0,1147.84,1379.12453666,104578.860917,1.0,500.0,0.4,104578.860917,500,1352.59,337.554,0.0025
0.002,1,5.43187e-20,1.0,100,1333.10260242,1.0,1.0,0.002,1333.10260242,144.06,,500.000006643,1165.56,1333.10260242,103164.167507,1.0,500.0,0.4,103164.167507,500,1348.7,334.128,0.002
0.01,2,3.50449e-18,1.0,100,1308.09078198,1.0,1.0,0.01,1308.09078198,141.5,,100.0,969.745,1308.09078198,74517.1505581,1.0,500.0,0.4,74517.1505581,500,1308.09,271.61,0.01
0.005,2,2.1793e-19,1.0,100,1378.48150917,1.0,1.0,0.005,1378.48150917,149.02,,200.000000102,1064.3,1378.48150917,156305.569601,1.0,500.0,0.4,156305.569601,500,1343.29,339.847,0.005
0.00333333,2,5.43914e-20,1.0,100,1317.79554967,1.0,1.0,0.00333333,1317.79554967,142.52,,299.999969474,1107.0,1317.79554967,64889.5225403,1.0,500.0,0.4,64889.5225403,500,1334.79,313.935,0.00333333
0.0025,2,5.4346e-20,1.0,100,1369.30525569,1.0,1.0,0.0025,1369.30525569,148.12,,400.0,1146.15,1369.30525569,144790.682558,1.0,500.0,0.4,144790.682558,500,1343.42,331.626,0.0025
0.002,1,5.43187e-20,1.0,100,1340.40617062,1.0,1.0,0.002,1340.40617062,144.89,,500.000006643,1166.37,1340.40617062,131034.021317,1.0,500.0,0.4,131034.021317,500,1342.82,337.53,0.002
0.01,2,3.50449e-18,1.0,100,1275.47990517,1.0,1.0,0.01,1275.47990517,138.04,,100.0,997.949,1275.47990517,71245.7165678,1.0,500.0,0.4,71245.7165678,500,1275.48,265.581,0.01
0.005,2,2.1793e-19,1.0,100,1307.45373008,1.0,1.0,0.005,1307.45373008,141.59,,200.000000102,1069.26,1307.45373008,70005.462419,1.0,500.0,0.4,70005.462419,500,1291.47,264.905,0.005
0.00333333,2,5.43914e-20,1.0,100,1438.22905743,1.0,1.0,0.00333333,1438.22905743,155.53,,299.999969474,1099.3,1438.22905743,169876.723546,1.0,500.0,0.4,169876.723546,500,1340.39,328.069,0.00333333
0.0025,2,5.4346e-20,1.0,100,1308.58420742,1.0,1.0,0.0025,1308.58420742,141.82,,400.0,1123.65,1308.58420742,92724.9651609,1.0,500.0,0.4,92724.9651609,500,1332.44,322.275,0.0025
0.002,1,5.43187e-20,1.0,100,1298.2432335,1.0,1.0,0.002,1298.2432335,140.37,,500.000006643,1138.85,1298.2432335,36345.9630757,1.0,500.0,0.4,36345.9630757,500,1325.6,300.786,0.002
0.01,2,3.50449e-18,1.0,100,1310.9035205,1.0,1.0,0.01,1310.9035205,141.85,,100.0,1002.3,1310.9035205,79320.9971043,1.0,500.0,0.4,79320.9971043,500,1310.9,280.228,0.01
0.005,2,2.1793e-19,1.0,100,1351.49249443,1.0,1.0,0.005,1351.49249443,146.2,,200.000000102,1061.88,1351.49249443,126677.229746,1.0,500.0,0.4,126677.229746,500,1331.2,319.97,0.005
0.00333333,2,5.43914e-20,1.0,100,1365.47393499,1.0,1.0,0.00333333,1365.47393499,147.37,,299.999969474,1122.72,1365.47393499,123587.868455,1.0,500.0,0.4,123587.868455,500,1342.62,330.604,0.00333333
0.0025,2,5.4346e-20,1.0,100,1310.65456967,1.0,1.0,0.0025,1310.65456967,141.82,,400.0,1144.19,1310.65456967,130514.227608,1.0,500.0,0.4,130514.227608,500,1334.63,338.331,0.0025
0.002,1,5.43187e-20,1.0,100,1339.20474274,1.0,1.0,0.002,1339.20474274,144.89,,500.000006643,1160.65,1339.20474274,94391.7040493,1.0,500.0,0.4,94391.7040493,500,1335.55,332.065,0.002
