ESSClassic,eRenyi2,MaxVanillaIw,AvgNormIw,AvgVanillaIw,MaxNormIw,VarNormIw,VarRet,J,VanillaAvgRet,BatchSize,ESSRenyi,MinNormIw,VarJ,VarDiscRet,AvgDiscRet,VarVanillaIw,MinVanillaIw,AvgRet,AvgEpLen,Bound
1.1951968355485192,31.45004,64.58807,0.010000002,0.70654124,0.91414446,0.008350326,14821.116721301396,885.09375,100.4460880242465,100,3.1796461117823718,,731.4424,14821.116721301396,100.4460880242465,41.684853,,100.4460880242465,11.05,432.04916
2.679762776496986,19.058554,45.26557,0.010000002,1.0262071,0.4410959,0.0036683574,51303.745719127044,1221.661,158.8223777686853,100,5.246987866800918,1.6521327e-29,1042.9789,51303.745719127044,158.8223777686853,38.631508,1.6954302e-27,158.8223777686853,16.89,696.51
1.290216227014745,31.967333,80.07549,0.01,0.9113859,0.8786124,0.0077279196,362775.9108296275,4469.4956,555.1802999087071,100,3.128193412338085,,5161.1084,362775.9108296275,555.1802999087071,64.189964,,555.1802999087071,56.53,2090.249
1.3414499395737094,18.406872,72.96434,0.010000002,0.84671247,0.8617369,0.0074289106,976362.1470473967,4650.8413,1229.6841652944504,100,5.432753653644132,5.320782e-32,3178.2844,976362.1470473967,1229.6841652944504,53.259495,4.5051722e-30,1229.6841652944504,123.99,2845.6035
4.18734413269793,16.22828,43.634438,0.009999999,1.0914099,0.3997988,0.0023112614,1752796.4476351927,4239.215,1634.465434762715,100,6.162082824613917,,4256.1245,1752796.4476351927,1634.465434762715,27.53118,,1634.465434762715,164.45,2544.0278
2.328572472610038,13.080092,32.80464,0.010000002,0.55813086,0.587759,0.004236845,1957768.1092200782,4401.885,1671.5289742512005,100,7.645205913818053,1.337779e-37,1960.8043,1957768.1092200782,1671.5289742512005,13.1981945,7.4665566e-36,1671.5289742512005,168.16,2879.978
1.49200249655208,20.850807,80.03022,0.01,0.9813725,0.8154928,0.0066690925,1874860.7027314962,4371.6377,1595.2342749088984,100,4.795977397375809,6.733006e-31,5516.041,1874860.7027314962,1595.2342749088984,64.2295,6.6075864e-29,1595.2342749088984,160.51,2450.1409
1.2678999951248942,24.41601,52.813904,0.01,0.5951475,0.8874086,0.007865716,1812005.7771397643,4567.5986,1675.718962397964,100,4.095673306058947,,3511.797,1812005.7771397643,1675.718962397964,27.860409,,1675.718962397964,168.58,2488.2776
1.555511432809466,11.852603,81.566505,0.010000002,1.0187985,0.8006147,0.006392681,1768359.5017151453,3433.9944,1561.6347918567146,100,8.436965310372933,2.0048144e-11,3111.754,1768359.5017151453,1561.6347918567146,66.352844,2.0425017e-09,1561.6347918567146,157.19,1985.255
1.467695659758105,20.119038,65.86862,0.01,0.79959124,0.8237787,0.0067812162,2473825.023662824,4503.957,1867.6317197962192,100,4.970416669431759,4.3442826e-30,3554.4312,2473825.023662824,1867.6317197962192,43.355415,3.47365e-28,1867.6317197962192,187.75,2616.4634
