AvgEpLen,MinVanillaIw,AvgDiscRet,VarDiscRet,VarVanillaIw,AvgRet,eRenyi2,Delta,EpsThisIter,MaxNormIw,VarNormIw,AvgVanillaIw,ESSClassic,VarJ,MinNormIw,J,ESSRenyi,Bound,VanillaAvgRet,MaxVanillaIw,IterType,VarRet,BatchSize,AvgNormIw
116.26,0.149554,-83.6405222197,6073.99761366,0.0959971,-83.6405222197,1.0917,0.5,100,0.0144974,9.37718e-06,1.0118,91.5051719927,62.0533,0.0014781,-78.988,91.6006000999,-122.573,-83.6405222197,1.46684,1,6073.99761366,100,0.01
118.01,0.763933,-85.1079979759,6021.64104046,0.0137715,-85.1079979759,1.01678,0.5,100,0.0148185,1.40506e-06,0.99002,98.6281034631,75.2947,0.00771634,-84.4372,98.3492637119,-126.5,-85.1079979759,1.46706,1,6021.64104046,100,0.01
114.06,0.073752,-81.1647757575,4865.75562816,0.162026,-81.1647757575,1.15449,0.5,100,0.0172841,1.51567e-05,1.03393,86.9526789836,40.4053,0.000713319,-72.7611,86.6185487385,-117.582,-81.1647757575,1.78705,1,4865.75562816,100,0.01
142.84,0.378858,-106.200830508,12200.0115693,0.363525,-106.200830508,1.23306,0.5,100,0.0334297,2.87834e-05,1.12382,77.823698386,90.9349,0.00337117,-96.6167,81.0993678517,-142.937,-106.200830508,3.7569,1,12200.0115693,100,0.01
145.65,0.416714,-108.800177401,13198.4875187,0.250396,-108.800177401,1.19324,0.5,100,0.0291726,2.13792e-05,1.08223,82.5318020595,97.9449,0.00385053,-100.436,83.8055093833,-146.002,-108.800177401,3.15713,1,13198.4875187,100,0.01
117.66,0.403286,-84.3318581221,6019.6896025,0.0977768,-84.3318581221,1.07302,0.5,100,0.0207033,9.00895e-06,1.04179,91.8114780538,65.0521,0.00387108,-81.3321,93.1946609596,-124.542,-84.3318581221,2.15685,1,6019.6896025,100,0.01
111.93,0.713052,-79.4514011933,4902.22600651,0.0517892,-79.4514011933,1.03601,0.5,100,0.0236194,5.0853e-06,1.00916,95.2068424731,63.2018,0.00706577,-77.7944,96.5237846916,-120.253,-79.4514011933,2.38358,1,4902.22600651,100,0.01
113.46,0.282296,-80.5492726058,4900.61998076,0.074231,-80.5492726058,1.08121,0.5,100,0.016044,7.8364e-06,0.973272,92.8005355112,56.9649,0.00290048,-77.2657,92.4888672445,-120.64,-80.5492726058,1.56152,1,4900.61998076,100,0.01
116.76,0.0889097,-84.0187227926,6001.7487921,0.0864362,-84.0187227926,1.07916,0.5,100,0.0182061,9.64268e-06,0.94678,91.2856410794,69.279,0.000939075,-80.6953,92.6646672521,-124.024,-84.0187227926,1.72372,1,6001.7487921,100,0.01
131.12,0.022875,-95.9112698247,9186.85027295,0.265533,-95.9112698247,1.25743,0.5,100,0.0233932,2.86605e-05,0.962537,77.8974606416,75.3231,0.000237653,-86.1298,79.527081379,-132.906,-95.9112698247,2.25169,1,9186.85027295,100,0.01
124.79,0.0539937,-90.9109043236,8204.2987038,0.238919,-90.9109043236,1.24446,0.5,100,0.0181934,2.04531e-05,1.0808,83.1610742405,69.4994,0.000499571,-81.8358,80.3560084082,-128.37,-90.9109043236,1.96635,1,8204.2987038,100,0.01
131.26,0.363195,-96.7124695094,10379.7179781,0.0587651,-96.7124695094,1.07834,0.5,100,0.0146837,5.96325e-06,0.992701,94.4254597965,94.5649,0.00365865,-93.0979,92.7349510363,-136.415,-96.7124695094,1.45765,1,10379.7179781,100,0.01
134.42,0.721477,-99.9349302298,11414.8366267,0.235741,-99.9349302298,1.13053,0.5,100,0.0422056,2.30343e-05,1.01165,81.4306105374,92.5608,0.00713168,-94.2344,88.4542558144,-138.588,-99.9349302298,4.26973,1,11414.8366267,100,0.01
122.24,0.315476,-88.3178388892,7072.06873883,0.0776852,-88.3178388892,1.08632,0.5,100,0.0147723,8.18248e-06,0.974376,92.5063586431,75.0402,0.00323773,-85.3432,92.0540445811,-128.821,-88.3178388892,1.43938,1,7072.06873883,100,0.01
121.06,0.568865,-87.6133671451,7132.08331158,0.198109,-87.6133671451,1.13696,0.5,100,0.0346209,1.97064e-05,1.00265,83.675497226,66.4278,0.00567361,-81.6812,87.9537842026,-126.16,-87.6133671451,3.47127,1,7132.08331158,100,0.01
130.36,0.713511,-94.9243877581,9233.80100208,0.087573,-94.9243877581,1.06123,0.5,100,0.0321077,8.77949e-06,0.998735,92.0033510215,85.8752,0.00714414,-91.9254,94.2306553869,-134.897,-94.9243877581,3.20671,1,9233.80100208,100,0.01
127.93,0.313256,-93.8185942009,9306.11492577,0.220842,-93.8185942009,1.18173,0.5,100,0.0337332,1.8653e-05,1.0881,84.4120644709,74.644,0.00287893,-86.4359,84.6215768978,-131.782,-93.8185942009,3.67049,1,9306.11492577,100,0.01
130.64,0.449163,-95.8483196226,9243.06323426,0.0641988,-95.8483196226,1.07075,0.5,100,0.0167494,6.20128e-06,1.01747,94.215862182,89.2148,0.0044145,-93.0477,93.3927524105,-136.212,-95.8483196226,1.70421,1,9243.06323426,100,0.01
129.55,0.0455567,-93.9902085945,8094.10648227,0.22232,-93.9902085945,1.23788,0.5,100,0.0172064,2.28692e-05,0.985969,81.5391079754,72.259,0.00046205,-86.9755,80.7832596244,-133.386,-93.9902085945,1.6965,1,8094.10648227,100,0.01
114.98,0.2202,-82.3547599314,4911.01441695,0.093334,-82.3547599314,1.08628,0.5,100,0.0171455,9.45172e-06,0.993721,91.443462745,55.4713,0.00221591,-79.1418,92.0576611433,-122.618,-82.3547599314,1.70378,1,4911.01441695,100,0.01
114.94,0.816061,-82.6029574509,6080.27716848,0.0355029,-82.6029574509,1.04517,0.5,100,0.0168155,3.65559e-06,0.985493,96.5073758085,69.3301,0.00828074,-80.4641,95.6777613118,-123.11,-82.6029574509,1.65715,1,6080.27716848,100,0.01
131.07,0.546299,-96.1512642916,9166.87900994,1.86502,-96.1512642916,1.2114,0.5,100,0.113241,0.000130558,1.1952,43.6200516949,77.0977,0.00457078,-87.2223,82.5494475994,-133.133,-96.1512642916,13.5345,1,9166.87900994,100,0.01
118.36,0.812826,-85.1898442477,5976.37863876,0.0536062,-85.1898442477,1.04277,0.5,100,0.0218736,5.31102e-06,1.00466,95.0047039323,67.7688,0.00809057,-83.1423,95.8987068446,-125.734,-85.1898442477,2.19755,1,5976.37863876,100,0.01
104.99,0.638252,-73.9204391676,2597.84889437,0.0617918,-73.9204391676,1.03971,0.5,100,0.020316,5.66057e-06,1.04481,94.6933713308,41.6129,0.00610881,-72.1516,96.1806616126,-114.686,-73.9204391676,2.12263,1,2597.84889437,100,0.01
104.62,0.107479,-73.4590425286,2574.96798469,0.0864367,-73.4590425286,1.09839,0.5,100,0.0141041,8.87488e-06,0.986888,91.9234954208,23.1151,0.00108907,-68.7506,91.0423649503,-112.466,-73.4590425286,1.39192,1,2574.96798469,100,0.01
132.32,0.639364,-97.3584113987,10295.2272231,0.313808,-97.3584113987,1.15043,0.5,100,0.0443727,2.83567e-05,1.05197,78.0804254342,89.5579,0.00607776,-91.6586,86.9243106608,-136.4,-97.3584113987,4.66789,1,10295.2272231,100,0.01
123.81,0.0020167,-90.157678922,8226.15218251,0.451501,-90.157678922,1.45998,0.5,100,0.0190943,4.1216e-05,1.04664,71.0207974606,40.292,1.92684e-05,-73.2845,68.4938647401,-123.687,-90.157678922,1.99848,1,8226.15218251,100,0.01
122.6,0.832924,-88.6297938712,7091.95971549,0.0295657,-88.6297938712,1.04595,0.5,100,0.0176291,2.98167e-06,0.995782,97.1328010831,78.1354,0.00836452,-86.3972,95.6072300178,-129.059,-88.6297938712,1.75548,1,7091.95971549,100,0.01
127.74,3.04294e-05,-92.8352885056,8118.15492184,0.572739,-92.8352885056,1.56703,0.5,100,0.0235556,6.82239e-05,0.916241,59.6866196468,29.997,3.32112e-07,-72.7876,63.8148438635,-125.006,-92.8352885056,2.15826,1,8118.15492184,100,0.01
124.62,0.788466,-90.8293786855,8207.87834596,0.0725873,-90.8293786855,1.07016,0.5,100,0.0232988,7.28828e-06,0.997971,93.2701795316,81.1294,0.00790069,-87.6152,93.4441139878,-130.767,-90.8293786855,2.32515,1,8207.87834596,100,0.01
104.75,0.908811,-73.1765228765,2558.70854884,0.00876508,-73.1765228765,1.00936,0.5,100,0.0143248,8.86277e-07,0.994474,99.1302335732,47.5771,0.00913861,-72.756,99.0721926236,-114.663,-73.1765228765,1.42456,1,2558.70854884,100,0.01
109.14,0.228888,-77.3004282601,3740.18229105,0.0768387,-77.3004282601,1.08512,0.5,100,0.0158427,7.47681e-06,1.01375,93.1080775438,46.1322,0.00225783,-74.3243,92.1558309386,-117.778,-77.3004282601,1.60606,1,3740.18229105,100,0.01
130.96,0.221506,-95.9122571154,9155.67104494,0.0651915,-95.9122571154,1.06116,0.5,100,0.0136806,6.94908e-06,0.968572,93.5632346076,90.8462,0.00228693,-92.8663,94.2362128865,-135.837,-95.9122571154,1.32507,1,9155.67104494,100,0.01
135.17,0.313109,-100.593090107,11394.2331453,0.0748144,-100.593090107,1.07285,0.5,100,0.0239395,7.38839e-06,1.00628,93.1840277377,99.8998,0.00311156,-96.8678,93.2093964885,-140.075,-100.593090107,2.40898,1,11394.2331453,100,0.01
123.91,0.571996,-89.5111946018,7068.27373753,0.0794687,-89.5111946018,1.06096,0.5,100,0.0250346,7.49733e-06,1.02954,93.0904999748,74.4575,0.00555582,-86.9589,94.2540436526,-129.926,-89.5111946018,2.57742,1,7068.27373753,100,0.01
110.52,0.641952,-78.288665781,3731.67050032,0.0235814,-78.288665781,1.02615,0.5,100,0.01455,2.33065e-06,1.00588,97.7446951265,56.7536,0.00638199,-77.1744,97.4514822518,-119.43,-78.288665781,1.46355,1,3731.67050032,100,0.01
117.86,0.587024,-84.6755465713,6034.60271997,0.0585798,-84.6755465713,1.0537,0.5,100,0.0214255,5.9259e-06,0.994253,94.4584501308,70.6311,0.00590417,-82.5233,94.9036217679,-125.339,-84.6755465713,2.13023,1,6034.60271997,100,0.01
122.03,0.0813728,-88.1867877802,7096.80714865,0.215716,-88.1867877802,1.18919,0.5,100,0.017931,2.39783e-05,0.948488,80.8155347301,57.3459,0.000857921,-78.2763,84.090959213,-123.766,-88.1867877802,1.70073,1,7096.80714865,100,0.01
116.52,0.0436143,-83.2871267779,6018.86984379,0.185971,-83.2871267779,1.20301,0.5,100,0.0200158,1.88431e-05,0.993452,84.2782077852,54.4815,0.000439017,-76.4615,83.1245263395,-122.215,-83.2871267779,1.98847,1,6018.86984379,100,0.01
122.07,0.686892,-88.4921348378,7087.8958142,0.034931,-88.4921348378,1.04446,0.5,100,0.0148155,3.50728e-06,0.997976,96.6443063003,77.2447,0.00688285,-86.4937,95.7432276962,-129.125,-88.4921348378,1.47855,1,7087.8958142,100,0.01
149.94,0.0163903,-111.956217544,12975.6517787,0.595099,-111.956217544,1.57557,0.5,100,0.032203,5.81153e-05,1.01193,63.4782910183,83.3288,0.000161971,-92.6467,63.469238301,-145.006,-111.956217544,3.25871,1,12975.6517787,100,0.01
115.69,0.266604,-82.4870251372,4837.37952246,0.0487719,-82.4870251372,1.03711,0.5,100,0.0122083,5.01816e-06,0.985854,95.2671413804,62.1057,0.00270429,-80.941,96.42161283,-123.422,-82.4870251372,1.20356,1,4837.37952246,100,0.01
120.41,0.832225,-86.2320694505,5960.06081884,0.0556545,-86.2320694505,1.04684,0.5,100,0.0243197,5.39061e-06,1.01609,94.9336366337,70.8513,0.00819048,-84.0979,95.5254120402,-126.778,-86.2320694505,2.4711,1,5960.06081884,100,0.01
124.5,0.673582,-91.2823246032,8258.66623742,0.0360779,-91.2823246032,1.02785,0.5,100,0.0158267,3.44402e-06,1.0235,96.7028333908,88.8245,0.00658117,-90.2756,97.2899950268,-132.567,-91.2823246032,1.61986,1,8258.66623742,100,0.01
142.23,0.000533837,-106.299006988,12241.8963194,0.514217,-106.299006988,1.47455,0.5,100,0.0245666,5.45878e-05,0.970567,64.917388672,88.7632,5.50026e-06,-89.9721,67.8174258911,-140.625,-106.299006988,2.38435,1,12241.8963194,100,0.01
100.42,0.441292,-68.8083119796,157.198820307,0.0464833,-68.8083119796,1.05557,0.5,100,0.0165322,5.35252e-06,0.9319,94.967657184,13.0558,0.0047354,-68.2821,94.7357270327,-79.4835,-68.8083119796,1.54063,1,157.198820307,100,0.01
105.31,0.436088,-73.9564269352,2583.04486523,0.0498407,-73.9564269352,1.04807,0.5,100,0.0176136,4.75057e-06,1.02428,95.5081844261,40.5837,0.0042575,-71.6332,95.4138583248,-114.333,-73.9564269352,1.80413,1,2583.04486523,100,0.01
110.76,0.0806021,-78.3996711572,3757.74629212,0.138732,-78.3996711572,1.13838,0.5,100,0.0152684,1.30883e-05,1.02955,88.5289446681,33.8185,0.000782886,-72.281,87.84402428,-116.786,-78.3996711572,1.57196,1,3757.74629212,100,0.01
120.01,0.874813,-86.6979552874,7157.33540222,0.0520517,-86.6979552874,1.03059,0.5,100,0.0214668,4.81192e-06,1.04006,95.4528367721,79.6693,0.00841118,-85.2843,97.0320949606,-127.632,-86.6979552874,2.23267,1,7157.33540222,100,0.01
125.76,9.86892e-05,-92.3523092923,8166.00335481,0.414901,-92.3523092923,1.4138,0.5,100,0.0212348,4.21945e-05,0.991618,70.5354904343,38.2956,9.95234e-07,-74.7635,70.7314039765,-124.363,-92.3523092923,2.10568,1,8166.00335481,100,0.01
116.87,0.231363,-83.63162935,6015.07147542,0.113738,-83.63162935,1.08578,0.5,100,0.0216352,1.11757e-05,1.00882,90.0382588954,63.8523,0.0022934,-79.7095,92.0993933826,-123.176,-83.63162935,2.18261,1,6015.07147542,100,0.01
133.33,0.000677899,-98.2378713019,10310.5766811,0.749577,-98.2378713019,1.60272,0.5,100,0.0233721,5.86141e-05,1.13086,63.2799561852,42.0097,5.99457e-06,-74.7313,62.3937716667,-127.541,-98.2378713019,2.64305,1,10310.5766811,100,0.01
108.13,0.5606,-75.5461416975,2581.7898456,0.0343011,-75.5461416975,1.03382,0.5,100,0.0143907,3.28497e-06,1.02185,96.8503035342,43.7043,0.00548612,-74.2416,96.7284001581,-116.655,-75.5461416975,1.47052,1,2581.7898456,100,0.01
120.42,0.846892,-87.1678157264,7142.4059347,0.0579732,-87.1678157264,1.04165,0.5,100,0.0278999,5.77819e-06,1.00165,94.5891172731,79.2166,0.00845493,-85.4651,96.0012451333,-128.039,-87.1678157264,2.7946,1,7142.4059347,100,0.01
105.09,0.427408,-73.4037410648,1402.25408612,0.0281482,-73.4037410648,1.03218,0.5,100,0.0116576,2.64714e-06,1.03118,97.446259147,25.266,0.00414483,-71.9851,96.8821298572,-114.363,-73.4037410648,1.20212,1,1402.25408612,100,0.01
113.89,0.307568,-81.6296169434,4889.10030831,0.115313,-81.6296169434,1.07155,0.5,100,0.022459,1.07381e-05,1.03628,90.3907319949,54.3656,0.00296801,-77.5759,93.3228076515,-120.756,-81.6296169434,2.32737,1,4889.10030831,100,0.01
125.47,0.490182,-91.222964406,8183.29881926,0.0505863,-91.222964406,1.06569,0.5,100,0.0161034,5.17385e-06,0.988803,95.1274684422,81.224,0.00495732,-88.4016,93.8361143747,-131.464,-91.222964406,1.59231,1,8183.29881926,100,0.01
125.82,0.689263,-91.3360727809,8201.5012827,0.0395287,-91.3360727809,1.04568,0.5,100,0.0203828,4.18574e-06,0.971785,96.0209997345,84.286,0.00709275,-89.5086,95.6312412874,-132.165,-91.3360727809,1.98077,1,8201.5012827,100,0.01
118.39,0.766362,-85.6519148573,7212.83924366,0.334618,-85.6519148573,1.09747,0.5,100,0.0387377,2.54358e-05,1.14697,79.8840576438,69.4543,0.00668162,-81.1117,91.1189372226,-124.811,-85.6519148573,4.4431,1,7212.83924366,100,0.01
112.34,0.819789,-80.2863410336,4928.05412042,0.015657,-80.2863410336,1.02609,0.5,100,0.0159295,1.60838e-06,0.986643,98.432634713,64.9535,0.00830887,-79.0329,97.4570185635,-121.288,-80.2863410336,1.57168,1,4928.05412042,100,0.01
121.21,0.0481984,-88.1727309567,7097.96010463,0.189063,-88.1727309567,1.19857,0.5,100,0.0180923,2.13323e-05,0.941422,82.5634263824,63.9649,0.000511974,-80.7326,83.4327813556,-126.401,-88.1727309567,1.70324,1,7097.96010463,100,0.01
114.99,0.275947,-82.4828584471,6054.73050815,0.0906668,-82.4828584471,1.10134,0.5,100,0.0170108,9.21569e-06,0.991882,91.6392710525,63.8095,0.00278206,-78.2952,90.7985067607,-122.072,-82.4828584471,1.68727,1,6054.73050815,100,0.01
130.16,0.783848,-95.1704979338,9237.38464945,0.0869758,-95.1704979338,1.08202,0.5,100,0.0244654,8.28302e-06,1.02472,92.421301986,84.9398,0.00764939,-91.1519,92.4200962342,-134.543,-95.1704979338,2.50702,1,9237.38464945,100,0.01
125.65,0.0442559,-91.6413308534,8242.01861368,0.0937173,-91.6413308534,1.09131,0.5,100,0.0132148,8.65081e-06,1.04083,92.1113074637,81.9837,0.000425196,-86.4177,91.6332297346,-129.995,-91.6413308534,1.37544,1,8242.01861368,100,0.01
133.63,0.00764453,-98.3917311577,10279.6642787,0.377269,-98.3917311577,1.32458,0.5,100,0.0208144,3.70325e-05,1.00933,73.1731401212,82.4192,7.57385e-05,-86.2665,75.4953868174,-134.276,-98.3917311577,2.10086,1,10279.6642787,100,0.01
138.0,0.000651562,-102.188706349,11241.8143212,0.524724,-102.188706349,1.53443,0.5,100,0.0286529,4.94746e-05,1.02985,67.1231315773,73.7582,6.32677e-06,-82.2309,65.1709358382,-133.903,-102.188706349,2.95082,1,11241.8143212,100,0.01
126.04,0.248902,-91.7570844558,8211.61338133,0.050788,-91.7570844558,1.05364,0.5,100,0.0171796,5.19736e-06,0.988529,95.1064061038,85.195,0.0025179,-90.1035,94.9094844338,-132.922,-91.7570844558,1.69825,1,8211.61338133,100,0.01
109.71,0.80534,-78.490138029,4947.72272454,0.115788,-78.490138029,1.06222,0.5,100,0.0345808,1.09042e-05,1.03047,90.2566363811,59.7895,0.00781529,-75.6064,94.1421414124,-118.599,-78.490138029,3.56343,1,4947.72272454,100,0.01
108.69,0.656376,-77.0697100368,3737.28699668,0.209721,-77.0697100368,1.04913,0.5,100,0.0413793,1.94118e-05,1.03941,83.8801810954,53.0652,0.00631487,-75.3555,95.316653219,-118.082,-77.0697100368,4.30102,1,3737.28699668,100,0.01
119.01,0.463844,-86.4126890771,7198.0870841,0.0903344,-86.4126890771,1.07106,0.5,100,0.0259285,9.03467e-06,0.999932,91.7900111494,76.6331,0.00463876,-83.2675,93.3651235529,-126.438,-86.4126890771,2.59267,1,7198.0870841,100,0.01
119.06,0.788518,-85.0261878981,5985.30963802,0.0144907,-85.0261878981,1.01783,0.5,100,0.0144567,1.44432e-06,1.00164,98.5902775096,75.0015,0.00787226,-84.3664,98.2481520661,-126.45,-85.0261878981,1.44804,1,5985.30963802,100,0.01
126.05,0.0916504,-92.0007381819,8165.13476434,0.111456,-92.0007381819,1.09029,0.5,100,0.0281013,1.24463e-05,0.946308,89.0299100758,82.365,0.000968504,-87.9472,91.7183100563,-131.504,-92.0007381819,2.65925,1,8165.13476434,100,0.01
119.79,0.642372,-85.6091307203,5970.12003866,0.0680151,-85.6091307203,1.04836,0.5,100,0.0234153,6.74801e-06,1.00396,93.7378031669,71.0784,0.0063984,-83.6374,95.3868755899,-126.342,-85.6091307203,2.3508,1,5970.12003866,100,0.01
118.8,0.667038,-86.2163216236,7174.05717545,0.0423786,-86.2163216236,1.0518,0.5,100,0.0173175,4.30859e-06,0.991758,95.9089839352,78.3552,0.00672581,-84.0008,95.0751081985,-126.782,-86.2163216236,1.71748,1,7174.05717545,100,0.01
111.53,0.17825,-79.4612924497,4902.18848574,0.0753711,-79.4612924497,1.06924,0.5,100,0.014364,8.09205e-06,0.965102,92.5830569209,59.0218,0.00184696,-76.7724,93.5242391728,-119.907,-79.4612924497,1.38628,1,4902.18848574,100,0.01
128.6,0.340876,-94.2410879801,9263.15430281,0.132017,-94.2410879801,1.12422,0.5,100,0.0194074,1.26183e-05,1.02286,88.8950715321,83.4077,0.00333259,-88.3051,88.9509374853,-132.534,-94.2410879801,1.9851,1,9263.15430281,100,0.01
117.9,0.258137,-85.2781681737,7216.32579476,0.0904777,-85.2781681737,1.0847,0.5,100,0.0150255,9.28615e-06,0.987081,91.5807112688,76.9872,0.00261515,-81.8008,92.191096489,-125.246,-85.2781681737,1.48314,1,7216.32579476,100,0.01
125.76,0.823466,-91.1665347673,8200.86180618,0.0519709,-91.1665347673,1.04594,0.5,100,0.0185092,5.13415e-06,1.00611,95.1630428898,85.2827,0.00818465,-89.3004,95.6074152606,-131.961,-91.1665347673,1.86223,1,8200.86180618,100,0.01
117.27,0.531048,-84.1545078711,6028.41768328,0.0568646,-84.1545078711,1.06809,0.5,100,0.0167528,5.67145e-06,1.00132,94.6837920591,66.1057,0.00530346,-81.3393,93.6248529405,-124.45,-84.1545078711,1.67749,1,6028.41768328,100,0.01
118.32,0.826244,-84.7368854046,5996.69710961,0.0644425,-84.7368854046,1.04031,0.5,100,0.025427,6.06351e-06,1.03092,94.3370637692,71.4621,0.00801465,-82.9534,96.1252682271,-125.499,-84.7368854046,2.62132,1,5996.69710961,100,0.01
138.33,0.150832,-102.690551154,11196.8555108,0.102975,-102.690551154,1.15033,0.5,100,0.0193335,1.01662e-05,1.00644,90.8558083484,96.5244,0.00149867,-97.6713,86.9317512929,-142.411,-102.690551154,1.9458,1,11196.8555108,100,0.01
105.15,0.605068,-73.5252258889,2553.52167301,0.0195453,-73.5252258889,1.0227,0.5,100,0.0128102,1.86646e-06,1.02332,98.185734024,43.8058,0.00591279,-72.5639,97.780708966,-114.748,-73.5252258889,1.31089,1,2553.52167301,100,0.01
133.19,0.0402453,-98.423360713,10260.7809336,0.28466,-98.423360713,1.20975,0.5,100,0.0360832,2.67798e-05,1.031,79.0438764119,82.2028,0.000390352,-87.025,82.661646101,-132.906,-98.423360713,3.72019,1,10260.7809336,100,0.01
129.95,0.630662,-94.9564220317,9241.61571669,0.0201207,-94.9564220317,1.0449,0.5,100,0.0155658,2.15154e-06,0.967045,97.9144338489,89.8636,0.00652153,-92.8151,95.7031291446,-135.454,-94.9564220317,1.50528,1,9241.61571669,100,0.01
109.42,0.191338,-76.7856396277,2552.68502655,0.0536729,-76.7856396277,1.0533,0.5,100,0.0134641,5.48719e-06,0.989014,94.8476064099,40.2642,0.00193464,-74.8905,94.9395070475,-117.7,-76.7856396277,1.33162,1,2552.68502655,100,0.01
112.78,0.743692,-80.9495755801,4961.02856628,0.0341304,-80.9495755801,1.02815,0.5,100,0.0177265,3.40374e-06,1.00136,96.7401704257,65.5375,0.00742679,-79.7916,97.2617266207,-122.088,-80.9495755801,1.77507,1,4961.02856628,100,0.01
124.57,0.0861111,-90.1661831743,7027.22492161,0.110581,-90.1661831743,1.11129,0.5,100,0.0187773,1.16135e-05,0.975794,89.6881888838,66.5403,0.000882472,-83.0318,89.985436889,-127.006,-90.1661831743,1.83228,1,7027.22492161,100,0.01
122.9,0.0556815,-89.3284783651,7075.59043424,0.167651,-89.3284783651,1.15023,0.5,100,0.0174464,1.85837e-05,0.949811,84.4610131805,74.1452,0.000586237,-81.8713,86.9393193439,-126.607,-89.3284783651,1.65708,1,7075.59043424,100,0.01
116.68,0.444231,-84.1181544107,6040.69183,0.0917453,-84.1181544107,1.08734,0.5,100,0.0193033,9.08137e-06,1.00512,91.7510653808,63.4498,0.0044197,-80.3902,91.9677859801,-123.888,-84.1181544107,1.94021,1,6040.69183,100,0.01
106.51,0.6287,-74.4765902773,2539.75098235,0.0192749,-74.4765902773,1.02048,0.5,100,0.0139842,2.00985e-06,0.979296,98.0490946162,46.402,0.00641992,-73.6938,97.9928688137,-115.831,-74.4765902773,1.36947,1,2539.75098235,100,0.01
122.74,0.845263,-89.0447945894,7069.51772648,0.020109,-89.0447945894,1.03716,0.5,100,0.0161667,2.08363e-06,0.982393,97.9789365068,77.3745,0.00860413,-87.2418,96.4170800799,-129.724,-89.0447945894,1.5882,1,7069.51772648,100,0.01
116.32,0.200378,-83.3601918213,6053.51388611,0.122285,-83.3601918213,1.13091,0.5,100,0.0174087,1.21287e-05,1.00411,89.2797842534,56.7,0.00199558,-75.6871,88.424139474,-120.048,-83.3601918213,1.74802,1,6053.51388611,100,0.01
136.76,0.218307,-101.287109852,11301.3194196,0.131929,-101.287109852,1.1569,0.5,100,0.0214017,1.22494e-05,1.0378,89.1846898115,91.4812,0.00210356,-93.8719,86.4381312499,-138.739,-101.287109852,2.22106,1,11301.3194196,100,0.01
130.4,0.68425,-96.7933094098,10378.288222,0.0561071,-96.7933094098,1.08913,0.5,100,0.0182561,5.57159e-06,1.0035,94.7724684432,89.6633,0.00681861,-92.4039,91.8166514526,-135.937,-96.7933094098,1.83201,1,10378.288222,100,0.01
127.73,0.124479,-93.6441115972,9304.15806452,0.140302,-93.6441115972,1.11419,0.5,100,0.0201376,1.51334e-05,0.962861,86.9700641793,85.2934,0.00129281,-87.9887,89.7515406338,-132.02,-93.6441115972,1.93897,1,9304.15806452,100,0.01
125.93,0.247854,-91.836311736,8231.26555402,0.120772,-91.836311736,1.1257,0.5,100,0.017644,1.32493e-05,0.954745,88.4041823206,80.9408,0.00259602,-86.2587,88.833304441,-130.517,-91.836311736,1.68455,1,8231.26555402,100,0.01
132.19,0.237264,-97.8240593505,10309.4868317,0.108536,-97.8240593505,1.10626,0.5,100,0.0196243,1.07315e-05,1.00567,90.3961890155,93.7806,0.00235925,-93.2206,90.3950672095,-137.095,-97.8240593505,1.97356,1,10309.4868317,100,0.01
117.82,0.00129118,-84.7931003895,6026.73970289,0.213915,-84.7931003895,1.21409,0.5,100,0.0199053,2.14612e-05,0.998375,82.4765366308,53.887,1.29328e-05,-78.1892,82.3661445875,-124.152,-84.7931003895,1.9873,1,6026.73970289,100,0.01
127.27,0.251919,-93.0317778054,8159.54469178,0.117925,-93.0317778054,1.10445,0.5,100,0.0163591,1.08337e-05,1.04331,90.3134803008,79.445,0.00241461,-88.6607,90.5428051426,-132.499,-93.0317778054,1.70677,1,8159.54469178,100,0.01
129.34,0.433089,-94.8917067163,9230.85238449,0.0742208,-94.8917067163,1.09905,0.5,100,0.0172805,6.79124e-06,1.04541,93.7002244788,85.3587,0.00414276,-90.679,90.9878549563,-134.41,-94.8917067163,1.80653,1,9230.85238449,100,0.01
115.91,0.120609,-82.4294196208,4883.46668414,0.196799,-82.4294196208,1.18888,0.5,100,0.0197211,1.8868e-05,1.02129,84.2607040465,33.1422,0.00118095,-73.7854,84.113067524,-119.266,-82.4294196208,2.0141,1,4883.46668414,100,0.01
121.51,0.205722,-87.8005767991,7133.12997495,0.0975022,-87.8005767991,1.09036,0.5,100,0.0138754,9.55257e-06,1.01029,91.3600537884,73.2576,0.00203626,-82.2059,91.7130956983,-125.764,-87.8005767991,1.40182,1,7133.12997495,100,0.01
127.86,2.35003e-05,-94.1298083985,9316.39538095,0.66561,-94.1298083985,1.63889,0.5,100,0.0259102,6.9292e-05,0.980095,59.312298943,56.7094,2.39776e-07,-76.5734,61.0169733163,-129.98,-94.1298083985,2.53944,1,9316.39538095,100,0.01
126.12,0.0428337,-92.374468936,8139.77284436,0.151109,-92.374468936,1.15663,0.5,100,0.021581,1.53486e-05,0.992226,86.8092501237,77.5269,0.000431693,-86.223,86.457962296,-131.085,-92.374468936,2.14132,1,8139.77284436,100,0.01
116.03,0.524507,-83.0036057428,4848.87568778,0.0709297,-83.0036057428,1.06914,0.5,100,0.0183146,7.00339e-06,1.00638,93.5161754427,56.553,0.00521184,-79.9955,93.5334783882,-123.127,-83.0036057428,1.84314,1,4848.87568778,100,0.01
