Bound,VarJ,AvgRet,J,VanillaAvgRet,AvgVanillaIw,AvgNormIw,ESSRenyi,IterType,EpsThisIter,MaxVanillaIw,VarDiscRet,MaxNormIw,AvgEpLen,VarRet,ESSClassic,VarNormIw,BatchSize,eRenyi2,MinNormIw,VarVanillaIw,AvgDiscRet,MinVanillaIw
80.51187,23738.297,49.77585249902475,14057.356,49.77585249902475,1.026918,6.6454015e-07,,1,8360,821.40295,3754.6674206144385,0.00053154706,5.980861244019139,3754.6674206144385,15.317866054304792,3.5621935e-12,100,inf,8.033064e-12,8.506419,49.77585249902475,1.2413544e-05
48.119736,23752.074,48.04112615480003,12270.172,48.04112615480003,1.009957,6.452443e-07,,1,8610,323.87738,3502.293616485802,0.00020691982,5.807200929152149,3502.293616485802,24.894932404963086,9.845063e-13,100,inf,3.9396295e-10,2.4119895,48.04112615480003,0.0006166431
170.42499,60938.812,48.93084445343649,24444.848,48.93084445343649,1.1277767,6.551361e-07,,1,8480,6050.8984,3893.542556686425,0.0035150244,5.89622641509434,3893.542556686425,2.987461176534463,8.632171e-11,100,inf,2.248923e-12,255.80147,48.93084445343649,3.871383e-06
49.328346,17524.95,48.709232254182844,11824.5625,48.709232254182844,1.0096368,6.526734e-07,,1,8512,308.27356,3399.5971001473818,0.00019928152,5.87406015037594,3399.5971001473818,28.541759122814053,9.656569e-13,100,inf,8.870132e-11,2.3107948,48.709232254182844,0.00013721429
70.78351,25274.988,50.81704446081155,13846.604,50.81704446081155,1.0177277,6.761048e-07,,1,8217,496.49097,4213.223714258482,0.0003298329,6.084945843981989,4213.223714258482,18.747437364651827,2.1634571e-12,100,inf,7.9925155e-12,4.9021115,50.81704446081155,1.2030977e-05
149.32599,39143.242,50.64605772275861,21187.33,50.64605772275861,1.1340017,6.742178e-07,nan,1,8240,2670.2385,3988.111408481299,0.0015875837,6.067961165048544,3988.111408481299,4.175123358036606,4.6558743e-11,100,nan,3.860308e-12,131.71274,50.64605772275861,6.49285e-06
137.5173,30816.418,49.89707838950148,19864.725,49.89707838950148,1.1439837,6.658942e-07,nan,1,8343,2671.665,3297.1241975493454,0.0015551326,5.9930480642454755,3297.1241975493454,3.938477317088707,5.0721552e-11,100,nan,8.533676e-14,149.69987,49.89707838950148,1.4660566e-07
56.350655,21448.107,49.393019705887674,12782.267,49.393019705887674,1.0133244,6.602753e-07,,1,8414,338.4225,3836.427128646338,0.00022051377,5.942476824340385,3836.427128646338,24.07936696154305,1.425379e-12,100,inf,1.2697249e-10,3.3572023,49.393019705887674,0.00019486467
66.641556,20810.238,51.323175639813165,13514.34,51.323175639813165,1.0179867,6.8174717e-07,,1,8149,369.44525,3870.731306550135,0.00024741792,6.135722174499938,3870.731306550135,19.593660995209287,1.9878144e-12,100,inf,1.5199382e-10,4.4321427,51.323175639813165,0.00022695767
85.60245,23636.203,50.230566469583614,13955.943,50.230566469583614,1.020216,6.695858e-07,,1,8297,613.64606,3680.114847666836,0.00040274693,6.02627455706882,3680.114847666836,14.390818822004,2.8908811e-12,100,inf,2.1689308e-11,6.7112236,50.230566469583614,3.3046952e-05
152.08716,35678.93,49.98467586591066,19692.264,49.98467586591066,1.1003581,6.6685334e-07,,1,8331,2391.0493,3761.7348032681634,0.0014490549,6.001680470531749,3761.7348032681634,3.9323700751000934,3.2136595e-11,100,inf,4.612518e-13,87.49985,49.98467586591066,7.6110007e-07
136.68723,34669.59,50.950433169628894,20097.062,50.950433169628894,1.1265306,6.7758936e-07,nan,1,8199,4446.022,3691.8604348020904,0.002674208,6.098304671301379,3691.8604348020904,4.867566778275222,5.6435447e-11,100,nan,2.7637384e-13,155.99286,50.950433169628894,4.5948713e-07
122.06058,39244.7,50.853539884911754,19715.31,50.853539884911754,1.0910941,6.765166e-07,,1,8212,3768.9453,3850.049563982915,0.0023368786,6.088650754992694,3850.049563982915,6.031520502949572,3.6269286e-11,100,inf,2.9409434e-13,94.34229,50.853539884911754,4.7431882e-07
126.80966,32356.844,50.15084251538653,16821.621,50.15084251538653,1.050163,6.686992e-07,nan,1,8308,1786.4873,3904.2918585410293,0.0011375597,6.018295618680789,3904.2918585410293,8.2372312637361,1.18854015e-11,100,nan,1.6938404e-11,29.313335,50.15084251538653,2.6601016e-05
34.296837,23199.371,49.697994800219654,12270.391,49.697994800219654,1.005704,6.636672e-07,,1,8371,174.28073,4269.197046982068,0.00011500834,5.97300203082069,4269.197046982068,32.82317090733276,5.251383e-13,100,inf,2.8298144e-09,1.205907,49.697994800219654,0.004288229
40.260635,18680.082,51.14478476477261,12101.719,51.14478476477261,1.0057185,6.797448e-07,,1,8173,192.40996,4125.935167174597,0.00013004604,6.117704637220115,4125.935167174597,33.17759969654157,5.986999e-13,100,inf,1.7897135e-09,1.3105994,51.14478476477261,0.0026479752
