EpsThisIter,IterType,MaxVanillaIw,BatchSize,MinVanillaIw,AvgVanillaIw,VarNormIw,Bound,AvgRet,ESSClassic,ESSRenyi,AvgNormIw,VarRet,MinNormIw,VanillaAvgRet,VarVanillaIw,MaxNormIw,VarJ,eRenyi2,AvgDiscRet,J,SamplesThisIter,VarDiscRet,AvgEpLen
4102,1,1.3386026e-37,100,,7.17924e-40,1.1024326e-05,693.66846,111.88326360165946,21.999995815373623,4.299357431425769e-13,0.00024378355,17410.476528651903,,111.88326360165946,,0.04545455,0.0016668502,232592900000000.0,111.88326360165946,1019.80225,50000,17410.476528651903,12.189176011701608
1482,1,1.8463984,100,2.9634973e-12,0.08939014,3.7102345e-06,361.29193,327.3406677459706,162.08451974360773,nan,0.0006747638,15764.908904426122,2.2370038e-14,327.3406677459706,0.06511439,0.013937588,198.29443,nan,327.3406677459706,427.25162,50000,15764.908904426122,33.738191632928476
1502,1,8.5647135,100,1.1015336e-21,0.488806,3.3984777e-06,355.5739,322.8091503927027,173.40356504765265,0.0741000310619515,0.00066577893,25368.169526363527,1.5003454e-24,322.8091503927027,1.8318816,0.011665581,180.45137,1349.5271,322.8091503927027,439.8027,50000,25368.169526363527,33.28894806924101
1292,1,8.903452,100,,0.20676434,1.35808605e-05,420.4226,376.9544169650325,54.624265376079435,nan,0.0007739938,20353.69906457619,,376.9544169650325,0.96917814,0.033328846,458.35587,nan,376.9544169650325,554.33344,50000,20353.69906457619,38.69969040247678
1446,1,24.626358,100,6.057522e-06,0.62956744,1.0284499e-05,401.77924,335.6941189695225,64.29767363654072,nan,0.000691563,27060.74200014737,6.6540258e-09,335.6941189695225,8.52323,0.027051395,432.86514,nan,335.6941189695225,534.54395,50000,27060.74200014737,34.57814661134163
1322,1,50.110443,100,,1.6266243,1.1423142e-05,440.5605,368.16288008262006,63.1058103167009,0.00021360627943719818,0.00075642957,21161.245618308527,,368.16288008262006,52.823,0.023302875,282.57028,468151.03,368.16288008262006,565.14777,50000,21161.245618308527,37.821482602118
1338,1,26.63717,100,4.6543527e-24,0.44225973,2.7015922e-05,483.55438,363.63239762031594,27.124038654778794,1.0485454604215796e-08,0.00074738427,27762.76613438236,7.86549e-27,363.63239762031594,9.459906,0.045014724,340.87823,9537021000.0,363.63239762031594,696.6177,50000,27762.76613438236,37.369207772795214
1372,1,21.17617,100,5.049904e-23,0.8910041,6.6119514e-06,382.5389,354.36368912125636,102.10490129566404,nan,0.000728863,28600.17398416331,4.130944e-26,354.36368912125636,9.880918,0.01732262,193.72375,nan,354.36368912125636,471.57437,50000,28600.17398416331,36.44314868804665
1374,1,17.70895,100,,0.5857438,7.4336567e-06,431.2257,353.83315072098117,91.45605434183068,nan,0.00072780205,29599.06587123735,,353.83315072098117,4.8149457,0.022003835,425.94855,nan,353.83315072098117,534.7079,50000,29599.06587123735,36.3901018922853
1296,1,78.07991,100,,0.8576287,4.684462e-05,463.96838,375.73932969778804,16.277267221148332,nan,0.00077160494,27428.15524884413,,375.73932969778804,57.871967,0.070248164,559.41284,nan,375.73932969778804,765.04834,50000,27428.15524884413,38.58024691358025
1368,1,22.910048,100,1.564513e-15,1.1810255,4.2491542e-06,359.12555,355.4432788976895,152.91481737257507,2.9205910318451604e-11,0.00073099416,31743.200603493042,9.683533e-19,355.4432788976895,11.091578,0.014180142,368.5304,3423964500000.0,355.4432788976895,448.8674,50000,31743.200603493042,36.54970760233918
1290,1,4.2388787,100,1.4790175e-27,0.1185159,1.1542488e-05,431.12854,377.55011195925664,63.883637390915816,1.8097693678564204e-08,0.0007751938,23919.45011389266,9.67402e-30,377.55011195925664,0.2697939,0.027725836,329.98712,5525566000.0,377.55011195925664,551.1904,50000,23919.45011389266,38.75968992248062
1370,1,16.813461,100,,0.2241121,2.8387041e-05,454.6517,354.89948957689296,25.257764794185768,nan,0.000729927,28704.23235324067,,354.89948957689296,2.6760356,0.05476099,668.60767,nan,354.89948957689296,684.3998,50000,28704.23235324067,36.496350364963504
1376,1,12.555383,100,6.107912e-16,0.37365234,1.003723e-05,417.3527,353.3000559538852,68.83290228718143,nan,0.0007267442,28219.49374744846,1.1879732e-18,353.3000559538852,2.653299,0.024419896,275.532,nan,353.3000559538852,534.80786,50000,28219.49374744846,36.33720930232558
1256,1,12.126947,100,,0.46487486,1.230126e-05,447.6679,388.03217092400314,61.59812441305455,nan,0.0007961783,23096.90174084467,,388.03217092400314,4.1937346,0.020769488,176.85449,nan,388.03217092400314,568.0219,50000,23096.90174084467,39.80891719745223
1344,1,5.222584,100,2.8148914e-11,0.3586659,3.2803914e-06,377.78992,361.97492587132615,194.18936036257497,1.5869688268898533e-14,0.00074404763,31321.048182413313,5.839454e-14,361.97492587132615,0.7622622,0.01083418,298.9276,6301321000000000.0,361.97492587132615,463.88202,50000,31321.048182413313,37.20238095238095
1276,1,7.985544,100,1.3034551e-15,0.5307347,3.2307187e-06,406.6555,381.78738370838556,203.9623870530383,nan,0.00078369904,23084.06973707792,1.9247215e-18,381.78738370838556,1.4816837,0.011791698,229.78638,nan,381.78738370838556,472.80295,50000,23084.06973707792,39.18495297805643
1336,1,22.231178,100,1.8613202e-27,0.6357628,7.5049643e-06,375.76083,364.1777194598199,92.8709498656112,nan,0.000748503,24071.9448649498,2.1913891e-30,364.1777194598199,5.414418,0.026173444,565.8385,nan,364.1777194598199,489.35596,50000,24071.9448649498,37.4251497005988
1238,1,102.90421,100,1.5895307e-06,2.8304005,1.7461243e-05,442.07825,393.83443210714324,44.628287773092225,3.2124966734597103e-15,0.00080775435,29371.74739927625,4.5362855e-10,393.83443210714324,214.39384,0.02936734,190.3211,3.1128437e+16,393.83443210714324,592.46686,50000,29371.74739927625,40.38772213247173
1242,1,30.252426,100,6.4135077e-37,0.53716826,2.200297e-05,462.60742,392.5209239919402,35.573466775385576,1.595581667876579e-15,0.000805153,26599.992335490428,9.6131e-40,392.5209239919402,9.793664,0.04534488,715.17975,6.267307e+16,392.5209239919402,661.2272,50000,26599.992335490428,40.25764895330113
1300,1,4.7566953,100,0.0002774185,0.4039774,1.7902989e-06,376.23013,374.5570468176877,323.1196174892123,4.1603875263286726e-12,0.00076923077,26908.675891769646,5.282445e-07,374.5570468176877,0.49377188,0.009057429,277.80707,24036222000000.0,374.5570468176877,431.29147,50000,26908.675891769646,38.46153846153846
1286,1,10.588312,100,,0.22008973,1.8963154e-05,422.3402,378.64635603123855,39.76892992936794,6.5709712506443e-17,0.0007776049,24255.303357476012,,378.64635603123855,1.5191201,0.03740985,330.70526,1.521845e+18,378.64635603123855,574.51324,50000,24255.303357476012,38.88024883359253
1382,1,9.802735,100,2.6959544e-12,0.5029012,4.0972145e-06,394.3692,351.7275992495445,156.6945618720953,nan,0.000723589,28707.700822502702,3.8790183e-15,351.7275992495445,1.9791111,0.014104463,321.348,nan,351.7275992495445,475.832,50000,28707.700822502702,36.1794500723589
1280,1,14.675454,100,,0.5173687,9.186411e-06,440.1918,380.56256433183,79.8041992702456,,0.00078124995,26317.233036117035,,380.56256433183,4.0287113,0.022160595,284.61685,inf,380.56256433183,552.6643,50000,26317.233036117035,39.0625
1292,1,6.6442204,100,5.635878e-22,0.080736436,3.9272403e-05,446.13373,376.93455983069356,19.427023746381817,1.959131705385269e-19,0.0007739938,25156.971660814143,5.4029316e-24,376.93455983069356,0.42731866,0.06369597,666.36865,5.104302e+20,376.93455983069356,711.4995,50000,25156.971660814143,38.69969040247678
1298,1,48.015728,100,1.3140601e-36,1.6339781,1.0864195e-05,446.95984,375.1407373250191,67.28897012304981,7.215726501926545e-17,0.00077041605,25368.241905032224,6.19576e-40,375.1407373250191,48.86967,0.022639278,286.31268,1.3858618e+18,375.1407373250191,571.2644,50000,25368.241905032224,38.52080123266564
1250,1,31.095562,100,2.7445253e-06,1.0934656,9.2982755e-06,406.9892,389.9355934452508,80.55716671313318,nan,0.0008,22120.11081183876,2.0079463e-09,389.9355934452508,17.371313,0.022750098,463.72046,nan,389.9355934452508,535.62463,50000,22120.11081183876,40.0
1304,1,11.706274,100,5.290985e-07,0.71141696,3.2634064e-06,390.99332,373.36889044425186,199.239313331316,,0.00076687115,24068.529119726496,5.7034116e-10,373.36889044425186,2.8085027,0.012618765,246.08234,inf,373.36889044425186,464.28906,50000,24068.529119726496,38.34355828220859
1266,1,2.0930626,100,,0.08727133,9.23547e-06,452.0026,384.8813349358207,80.1747215934074,,0.0007898894,20522.728297030135,,384.8813349358207,0.11273782,0.018944228,268.37564,inf,384.8813349358207,560.8595,50000,20522.728297030135,39.494470774091624
1244,1,8.577539,100,8.575194e-35,0.25307137,1.233253e-05,441.12677,391.87576678765004,61.9840106053746,,0.0008038586,23466.173524502876,2.7238336e-37,391.87576678765004,1.2223033,0.027245786,424.3729,inf,391.87576678765004,568.74414,50000,23466.173524502876,40.19292604501608
1298,1,17.699614,100,0.00017764437,0.8338727,5.1739194e-06,385.06787,375.1496987912749,133.6721461552745,,0.0007704161,27945.27839269214,1.6412586e-07,375.1496987912749,6.0613384,0.016352696,210.77942,inf,375.1496987912749,474.55417,50000,27945.27839269214,38.52080123266564
1260,1,12.295947,100,1.6984836e-07,0.8124016,2.9744251e-06,381.12573,386.759247563177,220.33946304277185,,0.0007936508,20832.549844002348,1.6592813e-10,386.759247563177,3.116633,0.012012147,150.35526,inf,386.759247563177,448.8063,50000,20832.549844002348,39.682539682539684
1286,1,0.004873011,100,3.6932136e-35,7.519794e-05,3.111768e-05,425.7629,378.7520350955414,24.53155265313632,,0.00077760493,27845.685339581003,3.819069e-34,378.7520350955414,2.9100542e-07,0.05039071,334.157,inf,378.7520350955414,634.6816,50000,27845.685339581003,38.88024883359253
1280,1,4.655511,100,1.2249688e-22,0.17315885,8.520747e-06,415.4513,380.5536999344811,85.62168484518581,,0.00078125,21498.479914323634,5.5267565e-25,380.5536999344811,0.41858822,0.021004515,254.49492,inf,380.5536999344811,525.6553,50000,21498.479914323634,39.0625
1260,1,6.412821,100,,0.31301346,5.885816e-06,394.58398,386.76994081478824,121.89335405547806,,0.0007936508,23518.57469851529,,386.76994081478824,0.91553247,0.016259812,275.0229,inf,386.76994081478824,486.94653,50000,23518.57469851529,39.682539682539684
1268,1,6.5559874,100,0.00021105209,0.8730095,1.2140209e-06,379.2308,384.26552041739745,429.77334313489393,,0.00078864355,24275.503547467975,1.9065641e-07,384.26552041739745,1.4876564,0.0059224293,173.28627,inf,384.26552041739745,424.7955,50000,24275.503547467975,39.43217665615142
1240,1,0.009558378,100,,0.00019694035,2.1205155e-05,450.14255,393.17623826837786,36.92811554689142,,0.00080645154,24204.09627742252,,393.17623826837786,1.2646032e-06,0.039140627,381.49948,inf,393.17623826837786,620.4038,50000,24204.09627742252,40.32258064516129
1256,1,24.826843,100,8.7847306e-16,0.77559495,7.812877e-06,404.3474,388.0279785545325,94.32769530414163,,0.00079617836,23656.369259944157,9.017867e-19,388.0279785545325,7.4141316,0.025485719,523.15173,inf,388.0279785545325,523.2154,50000,23656.369259944157,39.80891719745223
1230,1,1.3853364,100,,0.04840599,7.957072e-06,424.6471,396.44793356858685,94.40864779679373,,0.0008130081,25218.860350459046,,396.44793356858685,0.028207311,0.023267569,474.29147,inf,396.44793356858685,529.5878,50000,25218.860350459046,40.65040650406504
1444,1,4.5568523,100,6.009213e-06,1.2057264,3.3290854e-07,349.05908,336.18730679706704,852.5819844548022,,0.00069252076,30841.50735300926,3.4514505e-09,336.18730679706704,1.0091525,0.002617273,191.85129,inf,336.18730679706704,382.4406,50000,30841.50735300926,34.62603878116344
1214,1,0.09717428,100,3.8959034e-20,0.0017362945,2.6350284e-05,422.79517,401.8143972680118,30.500247086482016,,0.00082372315,23876.770665528766,1.8482729e-20,401.8143972680118,0.00011707642,0.046100885,439.9593,inf,401.8143972680118,612.861,50000,23876.770665528766,41.18616144975288
1248,1,7.5764694,100,0.0002544444,0.6649122,1.853825e-06,383.80832,390.5773896654772,321.2333055735522,,0.00080128206,21792.42933046225,3.0662954e-07,390.5773896654772,1.2765169,0.0091303615,201.75964,inf,390.5773896654772,438.19458,50000,21792.42933046225,40.06410256410256
1316,1,23.285679,100,,1.5684508,4.3501236e-06,401.38214,369.8842447189836,154.31408116394772,,0.0007598784,29449.67902206231,,369.8842447189836,18.533401,0.011281377,478.23883,inf,369.8842447189836,512.44977,50000,29449.67902206231,37.993920972644375
1310,1,3.6162949,100,0.001562453,1.0269068,3.1905566e-07,347.36304,371.6165970340956,846.7380539254987,,0.0007633588,23410.379929118695,1.1614609e-06,371.6165970340956,0.57739264,0.0026881993,162.14514,inf,371.6165970340956,382.40692,50000,23410.379929118695,38.16793893129771
1254,1,0.03029742,100,,0.00065667223,1.6711185e-05,382.16162,388.67609582360336,46.00544121086271,,0.0007974481,24614.886775644398,,388.67609582360336,1.1331816e-05,0.036792517,682.291,inf,388.67609582360336,543.5514,50000,24614.886775644398,39.87240829346093
1270,1,6.288954,100,7.3608586e-32,3.2317522,3.6783925e-07,379.71597,383.6385313410059,797.3276468172733,,0.0007874015,23404.881174656497,1.7934395e-35,383.6385313410059,6.19643,0.0015322748,188.12724,inf,383.6385313410059,412.6411,50000,23404.881174656497,39.37007874015748
1324,1,1.7696701,100,0.03716836,1.0140218,1.5026244e-07,335.77103,367.57800700306393,1048.1255200629273,,0.0007552871,27775.540669365022,2.7684593e-05,367.57800700306393,0.27084506,0.0013181265,190.56944,inf,367.57800700306393,374.217,50000,27775.540669365022,37.764350453172206
1288,1,2.7425816,100,0.03287387,0.91498095,3.0602644e-07,353.39838,378.13573749322086,854.5157671287327,,0.0007763974,21466.456951186894,2.7894777e-05,378.13573749322086,0.42502534,0.0023271888,147.57272,inf,378.13573749322086,387.76562,50000,21466.456951186894,38.81987577639752
1288,1,5.1902304,100,0.5263763,0.81628174,4.6834245e-07,362.3731,378.14384000040883,725.082059377728,,0.00077639753,25483.78091121005,0.00050065713,378.14384000040883,0.5176967,0.0049366313,180.55667,inf,378.14384000040883,396.89832,50000,25483.78091121005,38.81987577639752
1282,1,32.122932,100,6.3995562e-06,1.2663202,5.154837e-06,387.10123,379.95429867023273,135.43938621675332,,0.0007800313,24625.38902064936,3.942015e-09,379.95429867023273,13.585578,0.019787166,432.50745,inf,379.95429867023273,478.58594,50000,24625.38902064936,39.0015600624025
1320,1,1.0905575,100,0.98170626,0.9978554,3.16038e-10,340.2309,368.6978662058251,1319.2740056169703,,0.00075757573,19006.408380371464,0.0007453152,368.6978662058251,0.00054830505,0.0008279555,138.15266,inf,368.6978662058251,368.7163,50000,19006.408380371464,37.878787878787875
1272,1,2.4555006,100,0.6050517,0.86166054,1.5423707e-07,349.44113,383.0178748734327,1018.1238966104914,,0.0007861635,26284.738603937574,0.00055203825,383.0178748734327,0.18528293,0.0022403544,156.46468,inf,383.0178748734327,388.44458,50000,26284.738603937574,39.308176100628934
1270,1,3.3035693,100,0.3432102,0.63575774,4.7586437e-07,365.9317,383.65473368819033,718.7659226513957,,0.0007874016,27459.239253423813,0.00042507425,383.65473368819033,0.310223,0.0040915515,161.07878,inf,383.65473368819033,403.9673,50000,27459.239253423813,39.37007874015748
1248,1,10.355569,100,3.861264e-14,1.3434738,2.5862248e-06,374.78317,390.4975805978498,248.3666948378627,,0.000801282,27443.510091989563,2.3029565e-17,390.4975805978498,7.270325,0.0061763255,242.20355,inf,390.4975805978498,447.09863,50000,27443.510091989563,40.06410256410256
1324,1,12.996872,100,0.56238896,1.1539785,8.5996817e-07,357.8362,367.57181931880046,528.2550760322492,,0.000755287,27962.70028052937,0.0003680875,367.57181931880046,2.007492,0.008506544,168.86382,inf,367.57181931880046,400.24496,50000,27962.70028052937,37.764350453172206
