AvgRet,AvgVanillaIw,ESSClassic,Bound,VarDiscRet,eRenyi2,VarRet,MaxVanillaIw,AvgDiscRet,ESSRenyi,MaxNormIw,J,BatchSize,VanillaAvgRet,MinNormIw,MinVanillaIw,VarJ,VarVanillaIw,AvgNormIw,AvgEpLen,VarNormIw
121.04126748048131,1.6106302,1.3604993257031524,485.20508,33107.69869884443,40.381573,33107.69869884443,137.85059,121.04126748048131,2.4763770516070274,0.8558798,1249.9369,100,121.04126748048131,,,1638.8983,189.98051,0.009999999,13.11,0.0073234774
449.16477475711525,1.074694,2.5180939061244008,2380.8418,605149.4798787151,24.892206,605149.4798787151,56.805317,449.16477475711525,4.017321696140854,0.528572,4480.345,100,449.16477475711525,8.0934215e-29,8.697951e-27,3703.666,45.163383,0.01,45.91,0.0039103613
2098.283697990072,1.1106389,13.119117526374936,3538.9077,3905881.276646141,6.7507415,3905881.276646141,17.15019,2098.283697990072,14.813187598707694,0.15441735,4632.2656,100,2098.283697990072,1.6105999e-15,1.7887948e-13,1235.9097,8.251446,0.01,210.6,0.00066893577
4328.905831390276,1.020996,61.382351878344465,4348.8677,2050281.5055141386,1.7146337,2050281.5055141386,2.805275,4328.905831390276,58.3214944460242,0.027475866,4899.894,100,4328.905831390276,2.756898e-05,0.0028147819,329.50366,0.66245323,0.01,433.14,6.354876e-05
4928.786022673919,1.0457824,95.27107495944217,4522.8413,156366.98985842295,1.0586553,156366.98985842295,1.4730601,4928.786022673919,94.45945586829063,0.014085723,4955.8174,100,4928.786022673919,0.0045179897,0.4724834,237.01094,0.054833952,0.01,492.96,5.013799e-06
4946.395695971199,1.0029753,95.9781224536697,4548.4585,95421.42087044417,1.0497618,95421.42087044417,1.3019958,4946.395695971199,95.25970810943397,0.012981334,4979.6123,100,4946.395695971199,0.001925787,0.19315168,102.21159,0.042579845,0.01,494.7,4.2327592e-06
4874.571812336933,1.0051947,88.47004964516627,4529.413,429869.612008355,1.1171378,429869.612008355,1.7350295,4874.571812336933,89.51447253834635,0.017260632,4974.1875,100,4874.571812336933,9.1742324e-05,0.009221889,163.18158,0.13301358,0.01,487.51,1.3164236e-05
4999.892911508258,0.99995226,99.99990844295573,4579.083,0.044980353488248075,1.0000005,0.044980353488248075,1.0011626,4999.892911508258,99.99995231630692,0.010012105,4999.8936,100,4999.892911508258,0.00993977,0.9939295,0.21008931,1.2459394e-06,0.009999999,500.0,1.2460429e-10
4999.918329072636,1.0,100.0,4579.108,0.006593068765813483,1.0,0.006593068765813483,1.0,4999.918329072636,100.0,0.01,4999.9185,100,4999.918329072636,0.01,1.0,0.08077655,,0.009999998,500.0,3.5044917e-18
4887.199665129679,0.97258484,86.93575592925062,4529.5117,288269.7659388468,1.1195724,288269.7659388468,1.557531,4887.199665129679,89.31981523169401,0.016014345,4974.7705,100,4887.199665129679,0.000914188,0.08891254,147.46025,0.1435839,0.010000002,488.79,1.5179262e-05
4995.190533518929,0.9911358,99.69154021895272,4574.974,2209.822227739814,1.0024216,2209.822227739814,1.0721165,4995.190533518929,99.7584232556801,0.01081705,4996.294,100,4995.190533518929,0.007654863,0.75870085,35.889633,0.0030701333,0.01,499.54,3.1252944e-07
4999.892236767813,0.99973595,99.99977487379601,4579.0825,0.02234707154157078,1.0000005,0.02234707154157078,1.0013325,4999.892236767813,99.99995231630692,0.01001597,4999.893,100,4999.892236767813,0.009935617,0.99329937,0.14839491,2.1935293e-06,0.010000002,500.0,2.1946807e-10
4954.695284480791,1.0416981,96.65322003038013,4564.125,204328.11608580104,1.0393467,204328.11608580104,1.2817944,4954.695284480791,96.21428584536727,0.012304855,4993.1343,100,4954.695284480791,0.0014963468,0.15587416,67.88723,0.0379542,0.01,495.49,3.497648e-06
4999.905213364619,1.0,100.0,4579.0947,0.010337840814182356,1.0,0.010337840814182356,1.0,4999.905213364619,100.0,0.01,4999.9053,100,4999.905213364619,0.01,1.0,0.10116623,,0.009999998,500.0,3.5044917e-18
4999.9194145582,1.0000238,100.00001144382037,4579.109,0.011212592219765524,1.0,0.011212592219765524,1.0007305,4999.9194145582,100.0,0.010007067,4999.9194,100,4999.9194145582,0.009992383,0.99926215,0.10534399,3.8855635e-08,0.01,500.0,3.8853833e-12
4989.504539243145,1.0065571,99.0815542679068,4572.017,10816.507905198308,1.0099488,10816.507905198308,1.1276736,4989.504539243145,99.01491548990712,0.011203275,4994.9155,100,4989.504539243145,0.004797182,0.48286378,49.904278,0.009486298,0.010000002,498.97,9.363105e-07
4999.890985223889,1.0,100.0,4579.0806,0.013003520907201986,1.0,0.013003520907201986,1.0,4999.890985223889,100.0,0.01,4999.891,100,4999.890985223889,0.01,1.0,0.113452666,,0.009999998,500.0,3.5044917e-18
4999.890815425345,1.0,100.0,4579.0806,0.0667415701882492,1.0,0.0667415701882492,1.0,4999.890815425345,100.0,0.01,4999.891,100,4999.890815425345,0.01,1.0,0.25702652,,0.009999998,500.0,3.5044917e-18
4999.904038674157,1.0,100.0,4579.0938,0.008347459487538544,1.0,0.008347459487538544,1.0,4999.904038674157,100.0,0.01,4999.9043,100,4999.904038674157,0.01,1.0,0.09087689,,0.009999998,500.0,3.5044917e-18
4993.391811142141,0.9981926,99.39196081567638,4574.073,4234.308054516834,1.0049791,4234.308054516834,1.0936269,4993.391811142141,99.50455353355532,0.01095607,4995.93,100,4993.391811142141,0.006103397,0.60923654,39.673515,0.0061567873,0.010000002,499.36,6.1791025e-07
