MinNormIw,EpsThisIter,VarRet,Bound,AvgEpLen,eRenyi2,MaxVanillaIw,AvgNormIw,J,MinVanillaIw,ESSClassic,VanillaAvgRet,VarNormIw,BatchSize,VarJ,AvgRet,VarDiscRet,AvgVanillaIw,Delta,IterType,MaxNormIw,ESSRenyi,AvgDiscRet,VarVanillaIw
7.416816e-12,100,5156160.471291107,-864.795,200.0,2.8649795,4.0110035,0.01,-68.93075,5.6160604e-10,29.195447880510024,-2329.9978008527473,0.0002449688,100,172.38684,-2329.9978008527473,5156160.471291107,0.7572063,0.6,1,0.052971076,34.904263645400384,-2329.9978008527473,1.4045566
0.0003221838,100,238473.60181490786,-306.45572,200.0,1.0763348,1.260307,0.01,-16.058788,0.03137642,91.70840231367612,-92.3627493418177,9.132592e-06,100,41.694607,-92.3627493418177,238473.60181490786,0.9738671,0.6,1,0.012941262,92.90789151475072,-92.3627493418177,0.08661507
1.8876394e-25,100,92.02163460013703,-10.557242,200.0,2.592843,3.592535,0.010000002,-6.529928,2.119739e-23,41.3924557117393,-9.96943717907185,0.00014302012,100,11.271525,-9.96943717907185,92.02163460013703,1.1229576,0.6,1,0.031991724,38.567702653346544,-9.96943717907185,1.8035322
2.9143985e-09,100,63.084741060008945,-10.696897,200.0,1.7661996,2.3855405,0.010000002,-7.773386,2.823452e-07,54.58119745228253,-9.308887112658944,8.40538e-05,100,9.972875,-9.308887112658944,63.084741060008945,0.9687941,0.6,1,0.024623813,56.61874265825303,-9.308887112658944,0.788897
0.0017652477,100,56.50946291123213,-10.704941,200.0,1.0694208,1.244578,0.010000002,-8.695451,0.16761544,92.13055003192032,-8.832483856098113,8.627906e-06,100,7.6712,-8.832483856098113,56.50946291123213,0.94952935,0.6,1,0.013107315,93.50855962667062,-8.832483856098113,0.07778971
0.0072575375,100,48.709049109268555,-9.681373,200.0,1.2229992,5.611113,0.01,-7.5078225,0.79664683,75.04503277612183,-8.070809208021165,3.358922e-05,100,7.441304,-8.070809208021165,48.709049109268555,1.097682,0.6,1,0.051117837,81.76620128876729,-8.070809208021165,0.40471843
0.007776367,100,55.428628745585456,-10.727298,200.0,1.279322,6.5742836,0.010000002,-8.4681225,0.78343034,69.1968817668791,-8.932133755028621,4.4964814e-05,100,8.616129,-8.932133755028621,55.428628745585456,1.0074503,0.6,1,0.065256655,78.1664020464173,-8.932133755028621,0.45637318
0.007096515,100,61.84046734212132,-9.882103,200.0,1.1746662,4.243357,0.010000002,-7.5001345,0.70277226,82.0052236463849,-7.826213240991386,2.21651e-05,100,7.7764506,-7.826213240991386,61.84046734212132,0.99030614,0.6,1,0.04284894,85.13056974690207,-7.826213240991386,0.21737455
0.0016471032,100,47.660423651863056,-9.35744,200.0,1.0797067,1.3806219,0.010000002,-6.9660344,0.16201356,90.8581935355723,-7.253592154365864,1.0163257e-05,100,6.837595,-7.253592154365864,47.660423651863056,0.98362726,0.6,1,0.014036028,92.61774784271934,-7.253592154365864,0.09833179
0.00030653633,100,53.14767935287966,-9.507626,200.0,1.2185167,1.5443174,0.010000002,-7.261057,0.029824924,78.72290826950042,-7.65019491624232,2.7300832e-05,100,7.9794245,-7.65019491624232,53.14767935287966,0.9729654,0.6,1,0.015872274,82.06699127803032,-7.65019491624232,0.25844648
0.008215501,100,46.92511599785305,-9.345094,200.0,1.0428659,1.9933525,0.010000002,-7.4344378,0.8436835,95.21013162227953,-7.507171233341052,5.0816448e-06,100,6.8396974,-7.507171233341052,46.92511599785305,1.026941,0.6,1,0.019410584,95.88960828824878,-7.507171233341052,0.053591426
0.008762414,100,44.424682484855026,-8.56535,200.0,1.0403013,1.8587421,0.01,-6.583933,0.8842779,96.28327607971606,-6.662160915207127,3.8992052e-06,100,6.658208,-6.662160915207127,44.424682484855026,1.0091716,0.6,1,0.018418495,96.12599522384228,-6.662160915207127,0.039710566
0.0052860226,100,44.424682484855026,-11.96097,200.0,1.0244237,1.1308663,0.01,-9.908977,0.53799826,98.1363147205171,-6.662160915207127,1.9182623e-06,200,7.84987,-6.662160915207127,61.11470833994762,1.0177752,0.6,,0.01111116,195.2317155465027,-9.961410357606628,0.019870637
0.004069002,100,56.719214646446,-9.231094,200.0,1.1011102,3.4654622,0.005,-7.7896547,0.83575284,182.43001697760204,-9.165198786906242,2.419874e-06,200,7.5817924,-9.165198786906242,56.719214646446,1.0269753,0.6,1,0.01687218,181.63485941315926,-9.165198786906242,0.10208753
0.01,100,46.0757557178695,-8.81449,200.0,1.0,1.0,0.009999998,-7.0012965,1.0,100.0,-7.001296659326754,3.5044917e-18,200,6.753887,-7.001296659326754,46.0757557178695,1.0,0.6,2,0.01,200.0,-7.001296659326754,
4.2081508e-32,100,50.75792246981313,-8.365656,200.0,3.162559,4.454448,0.005,-5.8193836,8.165347e-30,63.770846051801975,-8.580047858803004,5.36741e-05,200,10.259376,-8.580047858803004,50.75792246981313,0.97018236,0.6,1,0.022956759,63.23992625860421,-8.580047858803004,2.020838
0.01,100,56.16054408147559,-11.103594,200.0,1.0,1.0,0.009999998,-9.047157,1.0,100.0,-9.047157868491388,3.5044917e-18,200,7.456469,-9.047157868491388,56.16054408147559,1.0,0.6,2,0.01,200.0,-9.047157868491388,
1.8330774e-30,100,50.75792246981313,-inf,200.0,nan,1.2246876e+29,0.005,-18.971697,0.2244947,,-8.580047858803004,0.0049999985,300,3.947223e-11,-8.580047858803004,58.64019097895568,6.123438e+26,0.6,,1.0,nan,-8.417774820951296,inf
1.0327473e-18,100,55.811633293721634,-9.034504,200.0,2.6584249,3.7998557,0.0033333334,-7.128376,3.0614725e-16,111.70403306306628,-9.16954924028918,1.8792294e-05,300,11.012425,-9.16954924028918,55.811633293721634,0.9881321,0.6,1,0.012818312,112.84877942559453,-9.16954924028918,1.6514001
0.01,100,62.75076934819867,-11.414524,200.0,1.0,1.0,0.009999998,-9.3542385,1.0,100.0,-9.354238615710498,3.5044917e-18,300,7.8818307,-9.354238615710498,62.75076934819867,1.0,0.6,2,0.01,300.0,-9.354238615710498,
0.005,100,49.41947202001327,-10.302718,200.0,1.0,1.0,0.0049999994,-8.845877,1.0,200.00000010221265,-8.337516301687092,2.179301e-19,300,7.4687815,-8.337516301687092,49.41947202001327,1.0,0.6,2,0.005,300.0,-8.337516301687092,
8.05191e-17,100,55.811633293721634,-inf,200.0,nan,3266402000000000.0,0.0033333332,-13.902281,0.2631679,1.0012177963373738,-9.16954924028918,0.0033292652,400,0.15860786,-9.16954924028918,56.20112435134835,10894636000000.0,0.6,,0.9993915,nan,-9.622503385818895,3.556447e+28
6.7404246e-16,100,42.99863512012372,-8.892754,200.0,2.2233388,3.1271698,0.0025,-7.383114,2.744882e-13,180.70389645865828,-7.655054471642236,7.6037973e-06,400,10.436183,-7.655054471642236,42.99863512012372,1.0180671,0.6,1,0.0076791835,179.90959919076573,-7.655054471642236,1.260966
0.01,100,49.15223984841773,-9.941012,200.0,1.0,1.0,0.009999998,-8.039412,1.0,100.0,-8.039411271984763,3.5044917e-18,400,6.9757233,-8.039411271984763,49.15223984841773,1.0,0.6,2,0.01,400.0,-8.039411271984763,
0.005,100,56.54480087860148,-9.797898,200.0,1.0,1.0,0.0049999994,-8.376718,1.0,200.00000010221265,-8.714023820209832,2.179301e-19,400,7.2411194,-8.714023820209832,56.54480087860148,1.0,0.6,2,0.005,400.0,-8.714023820209832,
0.0033333334,100,54.20764725633737,-9.307416,200.0,1.0,1.0,0.0033333336,-8.12121,1.0,299.999969473632,-7.610193682797505,5.4391416e-20,400,7.2783904,-7.610193682797505,54.20764725633737,1.0,0.6,2,0.0033333334,400.0,-7.610193682797505,
0.0010896283,100,59.60653278929861,-9.306425,200.0,1.1302477,2.408382,0.0025000004,-8.214287,0.42846516,361.6642434372195,-8.9830600036133,6.641489e-07,400,7.767051,-8.9830600036133,59.60653278929861,0.9830535,0.6,1,0.006124748,353.9047199169304,-8.9830600036133,0.10269275
0.01,100,66.50595749457668,-12.21246,200.0,1.0,1.0,0.009999998,-10.205584,1.0,100.0,-10.205583085893679,3.5044917e-18,400,8.114241,-10.205583085893679,66.50595749457668,1.0,0.6,2,0.01,400.0,-10.205583085893679,
0.005,100,57.09941137405734,-10.751181,200.0,1.0,1.0,0.0049999994,-9.304898,1.0,200.00000010221265,-8.404214647589448,2.179301e-19,400,7.873747,-8.404214647589448,57.09941137405734,1.0,0.6,2,0.005,400.0,-8.404214647589448,
0.0033333334,100,56.907311374426364,-10.39715,200.0,1.0,1.0,0.0033333336,-9.216265,1.0,299.999969473632,-9.03900021771253,5.4391416e-20,400,7.7540774,-9.03900021771253,56.907311374426364,1.0,0.6,2,0.0033333334,400.0,-9.03900021771253,
0.00124819,100,60.33629352629333,-9.802233,200.0,1.1477827,2.6366832,0.0025,-8.703187,0.49359253,353.3761477695014,-7.792348436334812,8.2668146e-07,400,8.038778,-7.792348436334812,60.33629352629333,0.98861665,0.6,1,0.006667608,348.4980264946072,-7.792348436334812,0.12927483
0.01,100,54.69956164594087,-8.864919,200.0,1.0,1.0,0.009999998,-6.9003916,1.0,100.0,-6.90039182556645,3.5044917e-18,400,7.358843,-6.90039182556645,54.69956164594087,1.0,0.6,2,0.01,400.0,-6.90039182556645,
0.005,100,46.35452411836318,-9.407249,200.0,1.0,1.0,0.0049999994,-7.9702578,1.0,200.00000010221265,-9.040122757014695,2.179301e-19,400,7.1530676,-9.040122757014695,46.35452411836318,1.0,0.6,2,0.005,400.0,-9.040122757014695,
0.0033333334,100,53.19771285479895,-9.685851,200.0,1.0,1.0,0.0033333336,-8.512552,1.0,299.999969473632,-9.59713814237206,5.4391416e-20,400,7.2287164,-9.59713814237206,53.19771285479895,1.0,0.6,2,0.0033333334,400.0,-9.59713814237206,
2.1443057e-05,100,53.05950701887455,-9.38408,200.0,1.3606043,2.0428295,0.0025,-8.198843,0.008438529,295.41994931250673,-8.383055573701599,2.2180739e-06,400,8.415318,-8.383055573701599,53.05950701887455,0.98383003,0.6,1,0.0051910123,293.9870203694267,-8.383055573701599,0.34350747
0.01,100,45.43369256792891,-9.731522,200.0,1.0,1.0,0.009999998,-7.8961596,1.0,100.0,-7.896159916260933,3.5044917e-18,400,6.7066646,-7.896159916260933,45.43369256792891,1.0,0.6,2,0.01,400.0,-7.896159916260933,
0.005,100,51.621354504645346,-9.430407,200.0,1.0,1.0,0.0049999994,-7.9813337,1.0,200.00000010221265,-8.066508560978289,2.179301e-19,400,6.9317746,-8.066508560978289,51.621354504645346,1.0,0.6,2,0.005,400.0,-8.066508560978289,
0.0033333334,100,57.244609046738454,-9.38721,200.0,1.0,1.0,0.0033333336,-8.204047,1.0,299.999969473632,-8.64947449916451,5.4391416e-20,400,7.1430335,-8.64947449916451,57.244609046738454,1.0,0.6,2,0.0033333334,400.0,-8.64947449916451,
