J,VanillaAvgRet,VarVanillaIw,VarNormIw,AvgNormIw,ESSClassic,VarJ,AvgVanillaIw,MaxNormIw,ESSRenyi,BatchSize,AvgEpLen,MinVanillaIw,eRenyi2,MaxVanillaIw,VarDiscRet,AvgRet,Bound,VarRet,MinNormIw,AvgDiscRet
30.974308,-4.690202822393174,56891740.0,0.0099948775,0.01,1.0005075929085245,0.1029315,754.45935,0.9997463,100.0,100,500.0,6.7906335e-08,1.0,75426.8,232.01787465508272,-4.690202822393174,25.933046,232.01787465508272,9.0006615e-13,-4.690202822393174
55.52864,-5.5009663612914155,270134800.0,0.009999938,0.01,1.0000062744313643,0.0025184678,1643.583,0.99999684,99.99976158198933,100,500.0,,1.0000024,164357.78,358.19901342579726,-5.5009663612914155,49.47697,358.19901342579726,,-5.5009663612914155
49.188755,-1.0907059641444754,11580901.0,0.009989176,0.010000002,1.0010728421683242,0.13022888,340.49152,0.99946404,99.99995231630692,100,500.0,1.5303488e-14,1.0000005,34030.902,591.3719140049756,-1.0907059641444754,43.063538,591.3719140049756,4.494528e-19,-1.0907059641444754
53.085922,-12.339012466437405,2875515000000.0,0.009999904,0.01,1.0000096713492705,0.00011395523,169574.27,0.9999952,99.99947548187718,100,500.0,2.1471434e-13,1.0000052,16957344.0,1350.7059127920413,-12.339012466437405,44.978477,1350.7059127920413,1.26619654e-20,-12.339012466437405
58.22183,-27.597525326016534,20427.658,0.009152659,0.01,1.09156813287729,32.977283,14.9394865,0.95711344,20.15885022329331,100,500.0,0.0068131243,4.9606004,1429.8783,1253.5050331611928,-27.597525326016534,42.633644,1253.5050331611928,4.560481e-06,-27.597525326016534
68.598236,-13.972494771252066,34251496.0,0.009990989,0.01,1.0008929794119141,0.13064742,585.5117,0.99955374,100.0,100,500.0,3.934249e-12,1.0,58525.043,1512.5941843267515,-13.972494771252066,60.459305,1512.5941843267515,6.7193344e-17,-13.972494771252066
53.947697,-18.45799468478416,43677385000.0,0.009999988,0.01,1.0000014354665383,0.0004987794,20899.15,0.9999993,99.99990463265931,100,500.0,6.0815914e-13,1.000001,2089913.6,1508.7167070254611,-18.45799468478416,45.46953,1508.7167070254611,2.9099705e-19,-18.45799468478416
60.835167,-10.721778924123537,5882017.5,0.009991544,0.01,1.0008380238892824,0.28820103,242.6313,0.9995813,99.99996423722592,100,500.0,3.8150443e-09,1.0000004,24252.97,1546.551967754906,-10.721778924123537,53.925877,1546.551967754906,1.5723627e-13,-10.721778924123537
56.393547,-9.243403367611924,1437381100.0,0.009999605,0.009999999,1.000039070280631,0.009121915,3791.356,0.99998045,100.0,100,500.0,3.2306011e-06,1.0,379128.2,1562.1473023817769,-9.243403367611924,49.781826,1562.1473023817769,8.520965e-12,-9.243403367611924
48.483555,0.5447229365059125,11211.358,0.008676022,0.01,1.1508456272065057,16.204075,11.3676,0.93207926,32.13792838174885,100,500.0,0.0059989328,3.1115882,1059.5504,1672.9033567069775,0.5447229365059125,38.456947,1672.9033567069775,5.27722e-06,0.5447229365059125
58.644753,20.134016895392822,1878.6125,0.0075449063,0.010000002,1.3210986702942633,24.523094,4.989898,0.86966705,23.963354379639778,100,500.0,0.00097144063,4.1730385,433.955,1326.8333165734734,20.134016895392822,45.730484,1326.8333165734734,1.9468146e-06,20.134016895392822
55.5403,37.40160035915338,8292351500.0,0.009998217,0.010000003,1.0001766723148255,0.0050443644,9107.048,0.99991167,99.99997615814777,100,500.0,0.003522735,1.0000002,910624.3,783.4342372105065,37.40160035915338,47.80528,783.4342372105065,3.868142e-09,37.40160035915338
72.57604,33.7325459981159,69326.04,0.009308786,0.01,1.073456873216169,12.07445,27.289883,0.9651661,48.41720461585453,100,500.0,0.12917836,2.0653815,2633.927,895.203874857576,33.7325459981159,63.330776,895.203874857576,4.7335623e-05,33.7325459981159
63.518276,39.70836960877656,2098003000.0,0.009999968,0.01,1.0000032748289687,0.0002402864,4580.4033,0.9999984,99.99998807907247,100,500.0,5.2182916e-19,1.0000001,458039.56,769.8618720805067,39.70836960877656,57.107815,769.8618720805067,1.1392647e-24,39.70836960877656
59.85938,20.555737746355817,118211750000.0,0.00999963,0.01,1.000036792904987,0.004314926,34382.58,0.9999816,99.99881984196134,100,500.0,4.8010843e-06,1.0000118,3438194.5,1089.1606123148924,20.555737746355817,53.25091,1089.1606123148924,1.3963713e-12,20.555737746355817
57.17907,11.040282676520576,358098.62,0.009382546,0.01,1.0651081500459014,13.576898,61.779015,0.9689385,42.951898486848954,100,500.0,0.038454592,2.3281858,5986.007,1175.7574578311066,11.040282676520576,48.42701,1175.7574578311066,6.22454e-06,11.040282676520576
65.27062,12.91587110582768,4607609700000.0,0.01,0.01,1.0000001863468768,7.6788914e-05,214653.48,0.9999999,100.0,100,500.0,1.3504023e-17,1.0,21465346.0,1217.2088096175753,12.91587110582768,59.45917,1217.2088096175753,6.2910804e-25,12.91587110582768
51.899937,16.040226219999898,288174370.0,0.009296458,0.010000002,1.0748653467358464,1.0387043,1760.6335,0.9638885,90.77457193336366,100,500.0,0.00015008828,1.1016301,169705.45,1020.9552488558949,16.040226219999898,46.121113,1020.9552488558949,8.5246743e-10,16.040226219999898
53.632812,8.421419538188035,1195065400000000.0,0.009992539,0.010000002,1.0007393703794611,0.2849853,3458262.8,0.9996305,97.15976538335424,100,500.0,0.24387059,1.0292326,345698500.0,754.2356692260882,8.421419538188035,47.896835,754.2356692260882,7.0518236e-10,8.421419538188035
56.235374,11.085900383166768,4377115000.0,0.009964071,0.009999999,1.003569671645628,0.4537117,6627.8936,0.99821955,95.1478671941841,100,500.0,1.2578439e-05,1.0509957,661609.3,977.5166268932722,11.085900383166768,49.92115,977.5166268932722,1.8978034e-11,11.085900383166768
