AvgRet,BatchSize,VarDiscRet,AvgEpLen,IterType,AvgDiscRet,MaxNormIw,AvgVanillaIw,MinNormIw,MinVanillaIw,ESSClassic,VarRet,Bound,eRenyi2,VarVanillaIw,AvgNormIw,VarNormIw,J,EpsThisIter,VarJ,Delta,ESSRenyi,VanillaAvgRet,MaxVanillaIw
132.93902769122084,100,42196.53670637394,14.3,1,132.93902769122084,0.4911893,2.2980578,5.2144495e-24,1.1983107e-21,3.0604383017488703,42196.53670637394,601.5685,26.68842,168.9679,0.01,0.0031995017,1139.2764,100,2393.4941,0.7,3.74694352327096,132.93902769122084,112.87814
132.93902769122084,200,785578.6627314086,14.3,,510.95746904443405,0.9911728,8.4194014e+18,1.05222575e-23,0.008859111,,42196.53670637394,-inf,1.3e-43,inf,0.010000002,0.009822983,142.15524,100,32.01609,0.7,1.534674938393505e+45,132.93902769122084,8.3450814e+20
97.44430227272662,200,8079.9425151875585,10.75,1,97.44430227272662,0.5781644,1.6276381,,,2.5173483747407452,8079.9425151875585,732.176,45.658504,208.87102,0.005,0.0019710723,1229.4902,100,3135.4634,0.7,4.380344959852046,97.44430227272662,188.20848
482.2446451845447,200,311847.7375906374,49.24,2,482.2446451845447,0.01,1.0,0.01,1.0,100.0,311847.7375906374,212.61804,1.0,,0.009999998,3.5044917e-18,482.24463,100,555.63416,0.7,200.0,482.2446451845447,1.0
97.44430227272662,300,151636.19597398842,10.75,,402.3559167579567,nan,inf,nan,0.0053132568,nan,8079.9425151875585,nan,nan,nan,nan,nan,nan,100,nan,0.7,nan,97.44430227272662,inf
114.34556908029927,300,52217.43939144107,12.44,1,114.34556908029927,0.46155274,2.0110855,8.3967655e-23,5.0659843e-20,3.2345329216935013,52217.43939144107,974.48096,57.89795,372.3171,0.0033333332,0.0010228438,1612.9364,100,5085.775,0.7,5.181530676786844,114.34556908029927,278.4666
719.1738541838298,300,687336.3161113248,72.94,2,719.1738541838298,0.01,1.0,0.01,1.0,100.0,687336.3161113248,393.93445,1.0,,0.009999998,3.5044917e-18,719.1738,100,824.90173,0.7,300.0,719.1738541838298,1.0
824.9761015561985,300,906169.8669198252,83.5,2,824.9761015561985,0.005,1.0,0.005,1.0,200.00000010221265,906169.8669198252,540.62573,1.0,,0.0049999994,2.179301e-19,772.07495,100,889.7101,0.7,300.0,824.9761015561985,1.0
114.34556908029927,400,1235223.1700405632,12.44,,904.8717347787956,0.4331178,1.5191787e+17,7.8794646e-23,0.0035910946,,52217.43939144107,-inf,7.1418556e-23,inf,0.0033333334,0.0011953819,377.39713,100,1138.9166,0.7,5.600785281410241e+24,114.34556908029927,1.9739501e+19
98.93745101343447,400,9180.673741062566,10.9,1,98.93745101343447,0.4931155,2.1286564,3.1357262e-30,2.6699533e-27,2.8408605466024115,9180.673741062566,987.844,93.21061,635.0572,0.0025,0.00087595487,1689.3999,100,5463.998,0.7,4.2913569862934535,98.93745101343447,419.8694
1006.615223621776,400,1200471.380649329,101.66,2,1006.615223621776,0.01,1.0,0.01,1.0,100.0,1200471.380649329,679.3097,1.0,,0.009999998,3.5044917e-18,1006.61523,100,1090.1682,0.7,400.0,1006.615223621776,1.0
923.6292956035463,400,929032.2088377295,93.37,2,923.6292956035463,0.005,1.0,0.005,1.0,200.00000010221265,929032.2088377295,733.6675,1.0,,0.0049999994,2.179301e-19,965.1222,100,1027.5339,0.7,400.0,923.6292956035463,1.0
994.2654996110964,400,1109399.3816418163,100.43,2,994.2654996110964,0.0033333334,1.0,0.0033333334,1.0,299.999969473632,1109399.3816418163,785.8547,1.0,,0.0033333336,5.4391416e-20,974.83673,100,1034.4924,0.7,400.0,994.2654996110964,1.0
98.93745101343447,500,1502401.9068214286,10.9,,993.573606514886,0.9999689,9.363751e+23,6.358811e-30,0.002381693,,9180.673741062566,-inf,3.3356716e-07,inf,0.0025000004,0.0024998442,539.80084,100,0.025989396,0.7,1498948527.0520625,98.93745101343447,3.7453838e+26
111.13671885105396,500,15105.432015143288,12.12,1,111.13671885105396,0.49404103,1.7465818,2.8267154e-34,2.4685447e-31,2.8041418991109825,15105.432015143288,1043.0778,102.48661,541.9694,0.002,0.000710652,1701.0509,100,5961.501,0.7,4.8786860838412505,111.13671885105396,431.44153
1133.417326604239,500,1692494.0135648218,114.31,2,1133.417326604239,0.01,1.0,0.01,1.0,100.0,1692494.0135648218,806.0906,1.0,,0.009999998,3.5044917e-18,1133.4174,100,1294.4377,0.7,500.0,1133.417326604239,1.0
840.3520961281129,500,678487.0416117354,85.04,2,840.3520961281129,0.005,1.0,0.005,1.0,200.00000010221265,678487.0416117354,755.4297,1.0,,0.0049999994,2.179301e-19,986.8847,100,1093.2097,0.7,500.0,840.3520961281129,1.0
912.0941542197208,500,993904.9941930971,92.21,2,912.0941542197208,0.0033333334,1.0,0.0033333334,1.0,299.999969473632,993904.9941930971,772.9723,1.0,,0.0033333336,5.4391416e-20,961.9545,100,1061.1173,0.7,500.0,912.0941542197208,1.0
1019.8486190387224,500,1313831.7377323974,102.96,2,1019.8486190387224,0.0025,1.0,0.0025,1.0,400.0,1313831.7377323974,812.7646,1.0,,0.0024999997,5.434597e-20,976.428,100,1081.7944,0.7,500.0,1019.8486190387224,1.0
1060.847928623874,500,1046331.2938639335,107.09,1,1060.847928623874,0.26032713,1.3388796,,,9.489052900693718,1046331.2938639335,3303.6226,37.967697,92.84924,0.0020000003,0.00020718356,4205.6167,100,6019.747,0.7,13.169089452792344,1060.847928623874,174.27335
3626.660742044347,500,2598281.3680268666,363.22,2,3626.660742044347,0.01,1.0,0.01,1.0,100.0,2598281.3680268666,3299.3337,1.0,,0.009999998,3.5044917e-18,3626.6606,100,1603.8386,0.7,500.0,3626.660742044347,1.0
3796.657404722593,500,2211310.7008765168,380.21,2,3796.657404722593,0.005,1.0,0.005,1.0,200.00000010221265,2211310.7008765168,3480.2039,1.0,,0.0049999994,2.179301e-19,3711.659,100,1545.3066,0.7,500.0,3796.657404722593,1.0
3663.705999212779,500,2351360.3253793567,366.97,2,3663.705999212779,0.0033333334,1.0,0.0033333334,1.0,299.999969473632,2351360.3253793567,3506.6924,1.0,,0.0033333336,5.4391416e-20,3695.6746,100,1538.9742,0.7,500.0,3663.705999212779,1.0
3671.4351628885756,500,2833161.8695777114,367.68,2,3671.4351628885756,0.0025,1.0,0.0025,1.0,400.0,2833161.8695777114,3525.9512,1.0,,0.0024999997,5.434597e-20,3689.6145,100,1574.0549,0.7,500.0,3671.4351628885756,1.0
3758.3518166071835,500,2760112.0768694878,376.38,1,3758.3518166071835,0.019234354,0.9714796,2.0843431e-17,1.0124484e-14,107.93979311451076,2760112.0768694878,4629.4785,4.530009,3.4348524,0.0019999999,1.4557964e-05,4941.0415,100,259.19138,0.7,110.37506169660858,3758.3518166071835,9.342892
4939.561255920295,500,180788.55973394637,494.0,2,4939.561255920295,0.01,1.0,0.01,1.0,100.0,180788.55973394637,4612.235,1.0,,0.009999998,3.5044917e-18,4939.5615,100,423.06107,0.7,500.0,4939.561255920295,1.0
4920.637545149151,500,180510.20818277157,492.13,2,4920.637545149151,0.005,1.0,0.005,1.0,200.00000010221265,180510.20818277157,4698.6445,1.0,,0.0049999994,2.179301e-19,4930.0996,100,423.004,0.7,500.0,4920.637545149151,1.0
4976.189766249826,500,34964.546836292575,497.67,2,4976.189766249826,0.0033333334,1.0,0.0033333334,1.0,299.999969473632,34964.546836292575,4756.481,1.0,,0.0033333336,5.4391416e-20,4945.4634,100,362.35153,0.7,500.0,4976.189766249826,1.0
4874.850966693988,500,356798.43853988015,487.57,2,4874.850966693988,0.0025,1.0,0.0025,1.0,400.0,356798.43853988015,4764.146,1.0,,0.0024999997,5.434597e-20,4927.8096,100,433.26257,0.7,500.0,4874.850966693988,1.0
4894.706107378956,500,403122.1067068534,489.54,1,4894.706107378956,0.0041566654,1.0178533,2.0144016e-05,0.010251827,404.05512192229156,403122.1067068534,4820.8755,1.2517484,0.2465021,0.0020000003,9.517223e-07,4984.6533,100,99.73386,0.7,399.44127986414264,4894.706107378956,2.1154377
4994.15293897352,500,3135.7974089563845,499.45,2,4994.15293897352,0.01,1.0,0.01,1.0,100.0,3135.7974089563845,4666.8267,1.0,,0.009999998,3.5044917e-18,4994.1533,100,55.71748,0.7,500.0,4994.15293897352,1.0
4953.214236030447,500,216222.7690352732,495.36,2,4953.214236030447,0.005,1.0,0.005,1.0,200.00000010221265,216222.7690352732,4742.2285,1.0,,0.0049999994,2.179301e-19,4973.6836,100,330.15375,0.7,500.0,4953.214236030447,1.0
4999.770228929203,500,0.05887977448515765,500.0,2,4999.770228929203,0.0033333334,1.0,0.0033333334,1.0,299.999969473632,0.05887977448515765,4793.3975,1.0,,0.0033333336,5.4391416e-20,4982.38,100,269.8498,0.7,500.0,4999.770228929203,1.0
4999.751952925768,500,0.12505274724984558,500.0,2,4999.751952925768,0.0025,1.0,0.0025,1.0,400.0,0.12505274724984558,4823.059,1.0,,0.0024999997,5.434597e-20,4986.7227,100,233.81786,0.7,500.0,4999.751952925768,1.0
4986.4655150106955,500,17420.21615102005,498.69,1,4986.4655150106955,0.0024932036,1.0099704,0.00024351849,0.12297324,485.1573490939137,17420.21615102005,4845.742,1.033668,0.031269033,0.002,1.226188e-07,4994.571,100,70.46067,0.7,483.7142874277076,4986.4655150106955,1.259031
4999.737078093125,500,0.0721979137174173,500.0,2,4999.737078093125,0.01,1.0,0.01,1.0,100.0,0.0721979137174173,4672.4106,1.0,,0.009999998,3.5044917e-18,4999.7373,100,0.26733914,0.7,500.0,4999.737078093125,1.0
4999.745255766749,500,0.10626373343927212,500.0,2,4999.745255766749,0.005,1.0,0.005,1.0,200.00000010221265,0.10626373343927212,4768.286,1.0,,0.0049999994,2.179301e-19,4999.741,100,0.29724348,0.7,500.0,4999.745255766749,1.0
4998.962469385503,500,49.30101033526236,499.94,2,4998.962469385503,0.0033333334,1.0,0.0033333334,1.0,299.999969473632,49.30101033526236,4810.4995,1.0,,0.0033333336,5.4391416e-20,4999.482,100,4.057464,0.7,500.0,4998.962469385503,1.0
4999.7690974237175,500,0.07752933140111694,500.0,2,4999.7690974237175,0.0025,1.0,0.0025,1.0,400.0,0.07752933140111694,4835.89,1.0,,0.0024999997,5.434597e-20,4999.5537,100,3.5187986,0.7,500.0,4999.7690974237175,1.0
4999.747285091155,500,0.13733466189436191,500.0,1,4999.747285091155,0.002014339,1.0001945,0.0019443131,0.9723457,499.9954992380703,0.13733466189436191,4853.209,1.0000105,8.979189e-06,0.002,3.5902777e-11,4999.5947,100,3.1080623,0.7,499.9947548462836,4999.747285091155,1.0073655
