AvgDiscRet,MinVanillaIw,VanillaAvgRet,VarNormIw,AvgRet,MinNormIw,VarVanillaIw,J,eRenyi2,MaxNormIw,ESSRenyi,IterType,ESSClassic,VarJ,EpsThisIter,BatchSize,AvgVanillaIw,Delta,MaxVanillaIw,AvgEpLen,AvgNormIw,Bound,VarRet,VarDiscRet
107.9389303763378,8.392824e-14,107.9389303763378,0.0013599637,107.9389303763378,7.3193504e-16,17.881279,328.72458,9.7881155,0.25196537,10.216471187498557,1,6.913887648984693,331.65356,100,100,1.1466625,0.55,28.891924,11.8,0.01,184.43436,10041.270214612372,10041.270214612372
252.66646143810095,8.5924704e-08,252.66646143810095,0.0010014236,252.66646143810095,8.870546e-10,9.39622,544.2342,6.3180847,0.27055082,15.82758137670204,1,9.162465275569419,790.0471,100,100,0.96865183,0.55,26.206955,26.28,0.01,307.8567,34672.73612789486,34672.73612789486
775.5835717680691,9.196402e-35,775.5835717680691,0.008114606,775.5835717680691,1.0035713e-36,68.14073,4632.3516,25.336956,0.9012194,3.9468040243116045,1,1.2294894640254759,3510.174,100,100,0.9163676,0.55,82.58482,78.56,0.010000002,2355.9158,611314.5363032646,611314.5363032646
2341.8693311630013,0.012108762,775.5835717680691,0.009956544,775.5835717680691,1.1111698e-36,inf,4990.65,nan,0.9978442,nan,,,98.83206,100,200,1.0897311e+32,0.55,1.0873818e+34,78.56,0.01,-inf,611314.5363032646,2871033.230530976
749.0948089836605,,749.0948089836605,0.00350875,749.0948089836605,,92.42831,4627.7275,43.895035,0.83521694,4.556323988730162,1,1.4219872118047296,4633.121,100,200,0.81151444,0.55,135.55812,75.93,0.005000001,2509.0205,365319.48843970714,365319.48843970714
2761.4246488379636,1.0,2761.4246488379636,3.5044917e-18,2761.4246488379636,0.01,,2761.4246,1.0,0.01,200.0,2,100.0,1731.6907,100,200,1.0,0.55,1.0,276.95,0.009999998,2309.1575,3029042.995585312,3029042.995585312
2533.5113091301187,1.1395422e-15,2533.5113091301187,0.00012513298,2533.5113091301187,4.198869e-18,9.216543,4565.555,7.5490155,0.06866231,26.49352083288986,1,33.44317785775862,1358.1163,100,200,1.3569634,0.55,18.634447,254.22,0.005,3686.8867,2845825.691092404,2845825.691092404
4163.2304442134655,1.0,4163.2304442134655,3.5044917e-18,4163.2304442134655,0.01,,4163.2305,1.0,0.01,200.0,2,100.0,1183.7694,100,200,1.0,0.55,1.0,416.82,0.009999998,3710.9636,1415464.6399721985,1415464.6399721985
4353.691327559138,4.5205056e-06,4353.691327559138,3.5242418e-05,4353.691327559138,2.1671417e-08,1.5334338,4828.7227,2.3909214,0.024775308,83.6497610600293,1,83.24148604469293,552.05005,100,200,1.0429649,0.55,5.1679554,435.8,0.005,4334.227,1224710.394467646,1224710.394467646
4861.160948174068,1.0,4861.160948174068,3.5044917e-18,4861.160948174068,0.01,,4861.161,1.0,0.01,200.0,2,100.0,589.3985,100,200,1.0,0.55,1.0,486.26,0.009999998,4408.894,350899.52460193203,350899.52460193203
4739.991721453946,0.0052573485,4739.991721453946,8.238316e-06,4739.991721453946,2.7068025e-05,0.3107841,4932.186,1.2806758,0.011508948,156.16755221287886,1,150.61543080847963,283.9939,100,200,0.97113633,0.55,2.2353516,474.24,0.005,4570.277,651027.2285390099,651027.2285390099
4964.859815359509,1.0,4964.859815359509,3.5044917e-18,4964.859815359509,0.01,,4964.8594,1.0,0.01,200.0,2,100.0,191.26854,100,200,1.0,0.55,1.0,496.57,0.009999998,4512.5923,36953.184686549845,36953.184686549845
4928.879457589338,0.2716664,4928.879457589338,1.1548028e-06,4928.879457589338,0.0013086784,0.049763836,4970.4688,1.0594729,0.006789561,188.7731120878384,1,191.21171335620986,144.53839,100,200,1.0379418,0.55,1.4094338,493.03,0.005,4641.2954,124764.22386110606,124764.22386110606
4899.518564910253,1.0,4899.518564910253,3.5044917e-18,4899.518564910253,0.01,,4899.518,1.0,0.01,200.0,2,100.0,593.6827,100,200,1.0,0.55,1.0,490.05,0.009999998,4447.251,356019.2966822322,356019.2966822322
4963.795656643558,0.15838255,4963.795656643558,2.390579e-06,4963.795656643558,0.000801827,0.093273096,4973.6895,1.0882909,0.0075478307,183.77438837774773,1,182.62421822945672,154.03972,100,200,0.98763543,0.55,1.490901,496.47,0.005,4640.0693,35589.664699484216,35589.664699484216
4921.18383836761,1.0,4921.18383836761,3.5044917e-18,4921.18383836761,0.01,,4921.1836,1.0,0.01,200.0,2,100.0,375.52158,100,200,1.0,0.55,1.0,492.25,0.009999998,4468.9165,142440.8777002671,142440.8777002671
4955.779551759553,0.091849074,4955.779551759553,2.031048e-06,4955.779551759553,0.00046089652,0.08066087,4969.752,1.0821679,0.007351809,184.81421106817646,1,185.0420029434541,145.62439,100,200,0.9964175,0.55,1.4650943,495.69,0.005,4637.072,43238.647496056125,43238.647496056125
4999.530738813161,1.0,4999.530738813161,3.5044917e-18,4999.530738813161,0.01,,4999.5303,1.0,0.01,200.0,2,100.0,0.5077789,100,200,1.0,0.55,1.0,500.0,0.009999998,4547.263,0.26044019356731707,0.26044019356731707
4961.08144661228,0.398944,4961.08144661228,7.1109287e-07,4961.08144661228,0.0020472778,0.027002048,4989.51,1.0238452,0.006198054,195.34203102797696,1,194.4955034959908,115.24147,100,200,0.974328,0.55,1.2077875,496.17,0.0049999994,4665.9185,113309.45027678304,113309.45027678304
4996.642024492191,1.0,4996.642024492191,3.5044917e-18,4996.642024492191,0.01,,4996.642,1.0,0.01,200.0,2,100.0,28.844397,100,200,1.0,0.55,1.0,499.72,0.009999998,4544.375,840.4042761775878,840.4042761775878
4999.4970840030455,0.91678077,4999.4970840030455,7.4324804e-09,4999.4970840030455,0.0045770393,0.00029819174,4998.1914,1.0003477,0.005105856,199.93047747578657,1,199.94085327839144,18.728151,100,200,1.0014998,0.55,1.0227027,500.0,0.005,4678.335,0.2618981484220935,0.2618981484220935
4999.634736271734,1.0,4999.634736271734,3.5044917e-18,4999.634736271734,0.01,,4999.6343,1.0,0.01,200.0,2,100.0,0.4052347,100,200,1.0,0.55,1.0,500.0,0.009999998,4547.367,0.1658955644102943,0.1658955644102943
4979.907058762108,0.75761044,4979.907058762108,1.2524931e-07,4979.907058762108,0.0037877318,0.005010821,4991.45,1.0049655,0.005946623,199.01179820983026,1,199.00795637791876,67.28899,100,200,1.0000846,0.55,1.1894252,498.07,0.005,4670.856,13506.996259178546,13506.996259178546
4992.853315504785,1.0,4992.853315504785,3.5044917e-18,4992.853315504785,0.01,,4992.8535,1.0,0.01,200.0,2,100.0,66.68869,100,200,1.0,0.55,1.0,499.34,0.009999998,4540.5864,4492.300936567058,4492.300936567058
4992.79444713118,0.6631868,4992.79444713118,9.685475e-08,4992.79444713118,0.003328793,0.0038443157,4994.022,1.003549,0.005424616,199.29271419117623,1,199.23200379949475,55.368668,100,200,0.996137,0.55,1.0807321,499.33,0.005,4673.654,4626.660830749173,4626.660830749173
4999.554769950842,1.0,4999.554769950842,3.5044917e-18,4999.554769950842,0.01,,4999.5547,1.0,0.01,200.0,2,100.0,0.473568,100,200,1.0,0.55,1.0,500.0,0.009999998,4547.2876,0.22652529641847682,0.22652529641847682
4988.516584409747,0.6936935,4988.516584409747,1.0713625e-07,4988.516584409747,0.0034763485,0.004266042,4995.2197,1.0035697,0.0054258835,199.28859508278916,1,199.1508174904087,37.797943,100,200,0.997733,0.55,1.0827166,498.92,0.005,4674.8486,4577.863797997519,4577.863797997519
4999.544958100757,1.0,4999.544958100757,3.5044917e-18,4999.544958100757,0.01,,4999.545,1.0,0.01,200.0,2,100.0,0.46959803,100,200,1.0,0.55,1.0,500.0,0.009999998,4547.278,0.22276181396466627,0.22276181396466627
4992.266752868775,0.8130938,4992.266752868775,4.169856e-08,4992.266752868775,0.004062976,0.0016699899,4996.5186,1.0018351,0.0052766413,199.63365072973568,1,199.66863328336214,35.847527,100,200,1.0006136,0.55,1.0559758,499.29,0.005,4676.4243,3851.5545557758683,3851.5545557758683
4991.006263297692,1.0,4991.006263297692,3.5044917e-18,4991.006263297692,0.01,,4991.006,1.0,0.01,200.0,2,100.0,85.56609,100,200,1.0,0.55,1.0,499.15,0.009999998,4538.739,7395.51587120607,7395.51587120607
4999.52260636838,0.579391,4999.52260636838,1.237526e-07,4999.52260636838,0.0028871773,0.0049836882,4997.077,1.0045576,0.005348933,199.0926136013025,1,199.0197408404818,35.101173,100,200,1.0033866,0.55,1.0734096,500.0,0.005,4676.5483,0.3140637185929798,0.3140637185929798
4999.503471078072,1.0,4999.503471078072,3.5044917e-18,4999.503471078072,0.01,,4999.503,1.0,0.01,200.0,2,100.0,0.49882752,100,200,1.0,0.55,1.0,500.0,0.009999998,4547.2363,0.25133781595809274,0.25133781595809274
4973.413920983293,0.2600807,4973.413920983293,7.488668e-07,4973.413920983293,0.0013240321,0.028895076,4996.089,1.0177169,0.005866219,196.51830781607333,1,194.21150916905077,48.963573,100,200,0.9821541,0.55,1.1523062,497.4,0.005,4673.4673,68197.69525432587,68197.69525432587
