Delta,ESSClassic,MaxVanillaIw,J,VarVanillaIw,VarRet,MinVanillaIw,MinNormIw,IterType,VarDiscRet,VarNormIw,EpsThisIter,AvgVanillaIw,Bound,BatchSize,ESSRenyi,eRenyi2,AvgEpLen,AvgNormIw,MaxNormIw,VarJ,VanillaAvgRet,AvgDiscRet,AvgRet
0.3,499.770381686,1.06953,4658.59,0.000461202,202.461699703,0.925907,0.00185069,1,202.461699703,1.84258e-09,100,1.0006,4338.81,500,499.784383811,1.00043,500.0,0.002,0.00213777,19.7432,4659.79565677,4659.79565677,4659.79565677
0.3,100.0,1.0,4657.75,,455.141893202,1.0,0.01,2,455.141893202,3.50449e-18,100,1.0,3942.91,500,500.0,1.0,500.0,0.01,0.01,21.2271,4657.74537592,4657.74537592,4657.74537592
0.3,200.000000102,1.0,4658.35,,286.102974143,1.0,0.005,2,286.102974143,2.1793e-19,100,1.0,4152.88,500,500.0,1.0,500.0,0.005,0.005,19.1646,4658.95534482,4658.95534482,4658.95534482
0.3,299.999969474,1.0,4658.93,,274.113057906,1.0,0.00333333,2,274.113057906,5.43914e-20,100,1.0,4246.21,500,500.0,1.0,500.0,0.00333333,0.00333333,18.3297,4660.08071699,4660.08071699,4660.08071699
0.3,400.0,1.0,4658.83,,244.526959964,1.0,0.0025,2,244.526959964,5.4346e-20,100,1.0,4301.41,500,500.0,1.0,500.0,0.0025,0.0025,17.6785,4658.55786877,4658.55786877,4658.55786877
0.3,499.759288781,1.04483,4659.8,0.000483299,182.303644532,0.906559,0.00181254,1,182.303644532,1.93196e-09,100,1.00032,4340.04,500,499.788671682,1.00042,500.0,0.002,0.00208899,16.7617,4663.04420569,4663.04420569,4663.04420569
0.3,100.0,1.0,4650.69,,5968.6319175,1.0,0.01,2,5968.6319175,3.50449e-18,100,1.0,3935.81,500,500.0,1.0,499.19,0.01,0.01,76.8697,4650.6891979,4650.6891979,4650.6891979
0.3,200.000000102,1.0,4655.95,,264.208291082,1.0,0.005,2,264.208291082,2.1793e-19,100,1.0,4150.46,500,500.0,1.0,500.0,0.005,0.005,55.7938,4661.21305828,4661.21305828,4661.21305828
0.3,299.999969474,1.0,4656.9,,298.847707329,1.0,0.00333333,2,298.847707329,5.43914e-20,100,1.0,4244.17,500,500.0,1.0,500.0,0.00333333,0.00333333,46.6446,4658.79619035,4658.79619035,4658.79619035
0.3,400.0,1.0,4658.18,,222.393090642,1.0,0.0025,2,222.393090642,5.4346e-20,100,1.0,4300.74,500,500.0,1.0,500.0,0.0025,0.0025,41.1309,4662.02432036,4662.02432036,4662.02432036
0.3,499.532461512,1.06256,4658.62,0.000939761,432.381928515,0.864322,0.00172683,1,432.381928515,3.75117e-09,100,1.00105,4338.77,500,499.549973113,1.0009,500.0,0.002,0.0021229,33.7814,4658.81268716,4658.81268716,4658.81268716
0.3,100.0,1.0,4661.71,,253.753763332,1.0,0.01,2,253.753763332,3.50449e-18,100,1.0,3946.9,500,500.0,1.0,500.0,0.01,0.01,15.8498,4661.71511882,4661.71511882,4661.71511882
0.3,200.000000102,1.0,4658.41,,303.897474144,1.0,0.005,2,303.897474144,2.1793e-19,100,1.0,4152.92,500,500.0,1.0,500.0,0.005,0.005,16.9394,4655.11029334,4655.11029334,4655.11029334
0.3,299.999969474,1.0,4659.01,,271.889395403,1.0,0.00333333,2,271.889395403,5.43914e-20,100,1.0,4246.28,500,500.0,1.0,500.0,0.00333333,0.00333333,16.7851,4660.21394108,4660.21394108,4660.21394108
0.3,400.0,1.0,4659.88,,198.376416446,1.0,0.0025,2,198.376416446,5.4346e-20,100,1.0,4302.44,500,500.0,1.0,500.0,0.0025,0.0025,16.2067,4662.47903267,4662.47903267,4662.47903267
0.3,499.885298835,1.02649,4660.52,0.00023056,203.262011309,0.935401,0.00187008,1,203.262011309,9.21532e-10,100,1.00038,4340.78,500,499.897322287,1.00021,500.0,0.002,0.00205218,15.767,4662.7520731,4662.7520731,4662.7520731
0.3,100.0,1.0,4658.47,,298.515371012,1.0,0.01,2,298.515371012,3.50449e-18,100,1.0,3943.6,500,500.0,1.0,500.0,0.01,0.01,17.191,4658.46926994,4658.46926994,4658.46926994
0.3,200.000000102,1.0,4660.23,,267.548312868,1.0,0.005,2,267.548312868,2.1793e-19,100,1.0,4154.74,500,500.0,1.0,500.0,0.005,0.005,16.8319,4661.9968209,4661.9968209,4661.9968209
0.3,299.999969474,1.0,4660.57,,194.45508269,1.0,0.00333333,2,194.45508269,5.43914e-20,100,1.0,4247.84,500,500.0,1.0,500.0,0.00333333,0.00333333,15.9146,4661.2505072,4661.2505072,4661.2505072
0.3,400.0,1.0,4660.16,,265.714162417,1.0,0.0025,2,265.714162417,5.4346e-20,100,1.0,4302.73,500,500.0,1.0,500.0,0.0025,0.0025,16.0069,4658.94147885,4658.94147885,4658.94147885
0.3,499.876534943,1.05476,4659.64,0.000247644,325.47141717,0.952515,0.00190431,1,325.47141717,9.89826e-10,100,1.00038,4339.9,500,499.887491753,1.00023,500.0,0.002,0.00210873,16.3599,4657.18077226,4657.18077226,4657.18077226
0.3,100.0,1.0,4660.12,,199.203942217,1.0,0.01,2,199.203942217,3.50449e-18,100,1.0,3945.24,500,500.0,1.0,500.0,0.01,0.01,14.0432,4660.12048292,4660.12048292,4660.12048292
0.3,200.000000102,1.0,4661.49,,204.194206069,1.0,0.005,2,204.194206069,2.1793e-19,100,1.0,4155.99,500,500.0,1.0,500.0,0.005,0.005,14.1968,4662.85264043,4662.85264043,4662.85264043
0.3,299.999969474,1.0,4661.04,,271.135421763,1.0,0.00333333,2,271.135421763,5.43914e-20,100,1.0,4248.3,500,500.0,1.0,500.0,0.00333333,0.00333333,14.9747,4660.14306025,4660.14306025,4660.14306025
0.3,400.0,1.0,4659.68,,278.213022262,1.0,0.0025,2,278.213022262,5.4346e-20,100,1.0,4302.24,500,500.0,1.0,500.0,0.0025,0.0025,15.5743,4655.61281181,4655.61281181,4655.61281181
0.3,499.695629656,1.04519,4659.64,0.000607908,447.005517045,0.887424,0.00177858,1,447.005517045,2.44187e-09,100,0.997901,4339.86,500,499.746748992,1.00051,500.0,0.002,0.00209478,16.5619,4658.73133142,4658.73133142,4658.73133142
0.3,100.0,1.0,4659.19,,251.523405503,1.0,0.01,2,251.523405503,3.50449e-18,100,1.0,3944.39,500,500.0,1.0,500.0,0.01,0.01,15.78,4659.19469341,4659.19469341,4659.19469341
0.3,200.000000102,1.0,4658.8,,301.334331474,1.0,0.005,2,301.334331474,2.1793e-19,100,1.0,4153.36,500,500.0,1.0,500.0,0.005,0.005,16.5475,4658.40599757,4658.40599757,4658.40599757
0.3,299.999969474,1.0,4658.61,,282.945163723,1.0,0.00333333,2,282.945163723,5.43914e-20,100,1.0,4245.92,500,500.0,1.0,500.0,0.00333333,0.00333333,16.6129,4658.23873969,4658.23873969,4658.23873969
0.3,400.0,1.0,4658.67,,284.468631076,1.0,0.0025,2,284.468631076,5.4346e-20,100,1.0,4301.23,500,500.0,1.0,500.0,0.0025,0.0025,16.6555,4658.82765306,4658.82765306,4658.82765306
0.3,499.881629339,1.03606,4658.47,0.000237072,254.727581033,0.946688,0.00189295,1,254.727581033,9.47859e-10,100,1.00023,4338.74,500,499.894819932,1.00021,500.0,0.002,0.00207166,16.3786,4657.30699403,4657.30699403,4657.30699403
0.3,100.0,1.0,4661.79,,166.858325647,1.0,0.01,2,166.858325647,3.50449e-18,100,1.0,3946.98,500,500.0,1.0,500.0,0.01,0.01,12.8526,4661.78549663,4661.78549663,4661.78549663
0.3,200.000000102,1.0,4655.68,,11538.9606041,1.0,0.005,2,11538.9606041,2.1793e-19,100,1.0,4150.23,500,500.0,1.0,498.89,0.005,0.005,76.3652,4649.5761928,4649.5761928,4649.5761928
0.3,299.999969474,1.0,4656.24,,261.798990153,1.0,0.00333333,2,261.798990153,5.43914e-20,100,1.0,4243.55,500,500.0,1.0,500.0,0.00333333,0.00333333,63.0459,4657.36778228,4657.36778228,4657.36778228
0.3,400.0,1.0,4657.92,,182.339383971,1.0,0.0025,2,182.339383971,5.4346e-20,100,1.0,4300.52,500,500.0,1.0,500.0,0.0025,0.0025,55.0881,4662.96872665,4662.96872665,4662.96872665
0.3,499.111822405,1.10231,4658.56,0.00178309,1015.8320528,0.761809,0.00152341,1,1015.8320528,7.1304e-09,100,1.00014,4338.58,500,499.108298294,1.00179,499.77,0.002,0.00220432,40.6487,4657.85017783,4657.85017783,4657.85017783
0.3,100.0,1.0,4658.1,,295.601012204,1.0,0.01,2,295.601012204,3.50449e-18,100,1.0,3943.27,500,500.0,1.0,500.0,0.01,0.01,17.1069,4658.0982507,4658.0982507,4658.0982507
0.3,200.000000102,1.0,4654.87,,5153.48723529,1.0,0.005,2,5153.48723529,2.1793e-19,100,1.0,4149.41,500,500.0,1.0,499.42,0.005,0.005,52.036,4651.63527625,4651.63527625,4651.63527625
0.3,299.999969474,1.0,4656.98,,323.388137579,1.0,0.00333333,2,323.388137579,5.43914e-20,100,1.0,4244.26,500,500.0,1.0,500.0,0.00333333,0.00333333,43.8268,4661.19785584,4661.19785584,4661.19785584
0.3,400.0,1.0,4655.71,,8227.37427734,1.0,0.0025,2,8227.37427734,5.4346e-20,100,1.0,4298.28,500,500.0,1.0,499.08,0.0025,0.0025,59.0057,4651.91504897,4651.91504897,4651.91504897
0.3,498.653370517,1.12232,4657.35,0.00271189,249.630014955,0.748271,0.00149494,1,249.630014955,1.08244e-08,100,1.00107,4337.28,500,498.801607181,1.0024,500.0,0.002,0.00224224,43.0499,4659.68137978,4659.68137978,4659.68137978
0.3,100.0,1.0,4658.76,,258.79787936,1.0,0.01,2,258.79787936,3.50449e-18,100,1.0,3943.92,500,500.0,1.0,500.0,0.01,0.01,16.0065,4658.76000821,4658.76000821,4658.76000821
0.3,200.000000102,1.0,4659.8,,335.129040949,1.0,0.005,2,335.129040949,2.1793e-19,100,1.0,4154.31,500,500.0,1.0,500.0,0.005,0.005,17.1776,4660.83432428,4660.83432428,4660.83432428
0.3,299.999969474,1.0,4660.25,,311.097500613,1.0,0.00333333,2,311.097500613,5.43914e-20,100,1.0,4247.52,500,500.0,1.0,500.0,0.00333333,0.00333333,17.3141,4661.14610642,4661.14610642,4661.14610642
0.3,400.0,1.0,4660.15,,216.897912031,1.0,0.0025,2,216.897912031,5.4346e-20,100,1.0,4302.72,500,500.0,1.0,500.0,0.0025,0.0025,16.6896,4659.86383362,4659.86383362,4659.86383362
0.3,499.803897338,1.04638,4659.55,0.000393322,251.091090416,0.913409,0.00182665,1,251.091090416,1.573e-09,100,1.00009,4339.8,500,499.837213127,1.00033,500.0,0.002,0.00209257,16.3365,4656.58490631,4656.58490631,4656.58490631
0.3,100.0,1.0,4659.51,,268.859574824,1.0,0.01,2,268.859574824,3.50449e-18,100,1.0,3944.64,500,500.0,1.0,500.0,0.01,0.01,16.3147,4659.51453977,4659.51453977,4659.51453977
0.3,200.000000102,1.0,4660.86,,184.094587498,1.0,0.005,2,184.094587498,2.1793e-19,100,1.0,4155.37,500,500.0,1.0,500.0,0.005,0.005,15.034,4662.20398172,4662.20398172,4662.20398172
0.3,299.999969474,1.0,4660.82,,253.008913894,1.0,0.00333333,2,253.008913894,5.43914e-20,100,1.0,4248.08,500,500.0,1.0,500.0,0.00333333,0.00333333,15.3028,4660.73109228,4660.73109228,4660.73109228
0.3,400.0,1.0,4661.07,,136.768393635,1.0,0.0025,2,136.768393635,5.4346e-20,100,1.0,4303.63,500,500.0,1.0,500.0,0.0025,0.0025,14.4802,4661.83082422,4661.83082422,4661.83082422
0.3,499.959714457,1.02278,4660.75,8.06842e-05,289.267616393,0.959514,0.00191775,1,289.267616393,3.22307e-10,100,1.00067,4341.03,500,499.954942949,1.00009,500.0,0.002,0.00204419,14.9601,4659.27549285,4659.27549285,4659.27549285
0.3,100.0,1.0,4661.6,,190.297961052,1.0,0.01,2,190.297961052,3.50449e-18,100,1.0,3946.94,500,500.0,1.0,500.0,0.01,0.01,13.7257,4661.59974069,4661.59974069,4661.59974069
0.3,200.000000102,1.0,4662.06,,241.635850926,1.0,0.005,2,241.635850926,2.1793e-19,100,1.0,4156.56,500,500.0,1.0,500.0,0.005,0.005,14.6292,4662.51176978,4662.51176978,4662.51176978
0.3,299.999969474,1.0,4661.95,,223.545898975,1.0,0.00333333,2,223.545898975,5.43914e-20,100,1.0,4249.22,500,500.0,1.0,500.0,0.00333333,0.00333333,14.7129,4661.7393874,4661.7393874,4661.7393874
0.3,400.0,1.0,4661.64,,209.35448658,1.0,0.0025,2,209.35448658,5.4346e-20,100,1.0,4304.21,500,500.0,1.0,500.0,0.0025,0.0025,14.644,4660.72704582,4660.72704582,4660.72704582
0.3,499.931670902,1.03705,4661.18,0.000136498,246.021257377,0.953611,0.00190739,1,246.021257377,5.46089e-10,100,0.99991,4341.45,500,499.931344878,1.00014,500.0,0.002,0.00207428,14.8147,4659.071935,4659.071935,4659.071935
0.3,100.0,1.0,4661.41,,229.178828912,1.0,0.01,2,229.178828912,3.50449e-18,100,1.0,3946.58,500,500.0,1.0,500.0,0.01,0.01,15.0628,4661.40562522,4661.40562522,4661.40562522
0.3,200.000000102,1.0,4661.59,,215.185568166,1.0,0.005,2,215.185568166,2.1793e-19,100,1.0,4156.13,500,500.0,1.0,500.0,0.005,0.005,14.8322,4661.77055179,4661.77055179,4661.77055179
0.3,299.999969474,1.0,4660.74,,261.28899105,1.0,0.00333333,2,261.28899105,5.43914e-20,100,1.0,4248.03,500,500.0,1.0,500.0,0.00333333,0.00333333,15.3082,4659.02973386,4659.02973386,4659.02973386
0.3,400.0,1.0,4661.12,,207.137960555,1.0,0.0025,2,207.137960555,5.4346e-20,100,1.0,4303.68,500,500.0,1.0,500.0,0.0025,0.0025,15.0817,4662.25428061,4662.25428061,4662.25428061
0.3,499.838791267,1.05723,4660.98,0.000324004,301.620868039,0.925787,0.00184951,1,301.620868039,1.29312e-09,100,1.00112,4341.23,500,499.850854076,1.0003,500.0,0.002,0.0021121,15.4294,4659.97534765,4659.97534765,4659.97534765
0.3,100.0,1.0,4658.92,,246.414720611,1.0,0.01,2,246.414720611,3.50449e-18,100,1.0,3944.22,500,500.0,1.0,500.0,0.01,0.01,15.6189,4658.92503348,4658.92503348,4658.92503348
0.3,200.000000102,1.0,4658.79,,298.50975526,1.0,0.005,2,298.50975526,2.1793e-19,100,1.0,4153.3,500,500.0,1.0,500.0,0.005,0.005,16.4243,4658.65041454,4658.65041454,4658.65041454
0.3,299.999969474,1.0,4659.87,,206.986618156,1.0,0.00333333,2,206.986618156,5.43914e-20,100,1.0,4247.14,500,500.0,1.0,500.0,0.00333333,0.00333333,15.826,4662.01851366,4662.01851366,4662.01851366
0.3,400.0,1.0,4654.77,,38093.1837254,1.0,0.0025,2,38093.1837254,5.4346e-20,100,1.0,4297.34,500,500.0,1.0,497.93,0.0025,0.0025,98.4565,4639.49765892,4639.49765892,4639.49765892
0.3,497.098216046,1.12396,4657.65,0.00577713,254.354568169,0.555593,0.00111815,1,254.354568169,2.33989e-08,100,0.993776,4337.2,500,497.685880925,1.00465,500.0,0.002,0.002262,51.1746,4660.15887866,4660.15887866,4660.15887866
0.3,100.0,1.0,4657.88,,321.146094202,1.0,0.01,2,321.146094202,3.50449e-18,100,1.0,3943.01,500,500.0,1.0,500.0,0.01,0.01,17.8307,4657.88400692,4657.88400692,4657.88400692
0.3,200.000000102,1.0,4659.36,,219.257692824,1.0,0.005,2,219.257692824,2.1793e-19,100,1.0,4153.87,500,500.0,1.0,500.0,0.005,0.005,16.4219,4660.83586947,4660.83586947,4660.83586947
0.3,299.999969474,1.0,4659.29,,265.351333044,1.0,0.00333333,2,265.351333044,5.43914e-20,100,1.0,4246.55,500,500.0,1.0,500.0,0.00333333,0.00333333,16.3512,4659.14244915,4659.14244915,4659.14244915
0.3,400.0,1.0,4659.99,,175.354730493,1.0,0.0025,2,175.354730493,5.4346e-20,100,1.0,4302.55,500,500.0,1.0,500.0,0.0025,0.0025,15.6647,4662.07846719,4662.07846719,4662.07846719
0.3,498.599727831,1.09668,4658.91,0.00280466,17463.1992062,0.631196,0.00126452,1,17463.1992062,1.12565e-08,100,0.99832,4338.78,500,498.671850386,1.00266,498.59,0.002,0.00219706,40.1215,4649.45610394,4649.45610394,4649.45610394
0.3,100.0,1.0,4660.7,,174.200444922,1.0,0.01,2,174.200444922,3.50449e-18,100,1.0,3945.83,500,500.0,1.0,500.0,0.01,0.01,13.1323,4660.69976318,4660.69976318,4660.69976318
0.3,200.000000102,1.0,4659.32,,279.751628607,1.0,0.005,2,279.751628607,2.1793e-19,100,1.0,4153.83,500,500.0,1.0,500.0,0.005,0.005,15.0534,4657.94434916,4657.94434916,4657.94434916
0.3,299.999969474,1.0,4659.5,,227.703851218,1.0,0.00333333,2,227.703851218,5.43914e-20,100,1.0,4246.77,500,500.0,1.0,500.0,0.00333333,0.00333333,15.0425,4659.85926158,4659.85926158,4659.85926158
0.3,400.0,1.0,4660.08,,225.696757503,1.0,0.0025,2,225.696757503,5.4346e-20,100,1.0,4302.65,500,500.0,1.0,500.0,0.0025,0.0025,15.0528,4661.83212632,4661.83212632,4661.83212632
0.3,499.836181019,1.03834,4660.34,0.000327059,279.997737196,0.859805,0.00172221,1,279.997737196,1.31219e-09,100,0.998492,4340.59,500,499.859491744,1.00028,500.0,0.002,0.00207982,15.2421,4660.92814689,4660.92814689,4660.92814689
0.3,100.0,1.0,4659.69,,184.577967736,1.0,0.01,2,184.577967736,3.50449e-18,100,1.0,3944.81,500,500.0,1.0,500.0,0.01,0.01,13.5178,4659.69455253,4659.69455253,4659.69455253
0.3,200.000000102,1.0,4661.36,,187.371087374,1.0,0.005,2,187.371087374,2.1793e-19,100,1.0,4155.86,500,500.0,1.0,500.0,0.005,0.005,13.6705,4663.02159899,4663.02159899,4663.02159899
0.3,299.999969474,1.0,4661.58,,221.218422125,1.0,0.00333333,2,221.218422125,5.43914e-20,100,1.0,4248.84,500,500.0,1.0,500.0,0.00333333,0.00333333,14.0602,4662.02530035,4662.02530035,4662.02530035
0.3,400.0,1.0,4661.03,,276.082581746,1.0,0.0025,2,276.082581746,5.4346e-20,100,1.0,4303.58,500,500.0,1.0,500.0,0.0025,0.0025,14.7486,4659.36043112,4659.36043112,4659.36043112
0.3,499.948401834,1.02433,4660.91,0.000102979,281.776711033,0.962562,0.00192472,1,281.776711033,4.11747e-10,100,1.00021,4341.19,500,499.952261238,1.0001,500.0,0.002,0.00204823,15.1195,4660.28650182,4660.28650182,4660.28650182
0.3,100.0,1.0,4662.15,,239.596293398,1.0,0.01,2,239.596293398,3.50449e-18,100,1.0,3947.28,500,500.0,1.0,500.0,0.01,0.01,15.4013,4662.15281239,4662.15281239,4662.15281239
0.3,200.000000102,1.0,4660.7,,273.27937027,1.0,0.005,2,273.27937027,2.1793e-19,100,1.0,4155.21,500,500.0,1.0,500.0,0.005,0.005,15.9992,4659.25355467,4659.25355467,4659.25355467
0.3,299.999969474,1.0,4661.52,,209.812786335,1.0,0.00333333,2,209.812786335,5.43914e-20,100,1.0,4248.78,500,500.0,1.0,500.0,0.00333333,0.00333333,15.5309,4663.14045666,4663.14045666,4663.14045666
0.3,400.0,1.0,4660.9,,281.076217289,1.0,0.0025,2,281.076217289,5.4346e-20,100,1.0,4303.46,500,500.0,1.0,500.0,0.0025,0.0025,15.8619,4659.06531481,4659.06531481,4659.06531481
0.3,499.851805627,1.05512,4661.34,0.000297727,179.705951871,0.938519,0.00187658,1,179.705951871,1.19032e-09,100,1.00025,4341.6,500,499.868665869,1.00026,500.0,0.002,0.00210972,15.2619,4662.69418369,4662.69418369,4662.69418369
0.3,100.0,1.0,4660.34,,172.932879489,1.0,0.01,2,172.932879489,3.50449e-18,100,1.0,3945.49,500,500.0,1.0,500.0,0.01,0.01,13.0845,4660.34230526,4660.34230526,4660.34230526
0.3,200.000000102,1.0,4660.2,,272.899365959,1.0,0.005,2,272.899365959,2.1793e-19,100,1.0,4154.72,500,500.0,1.0,500.0,0.005,0.005,14.8563,4660.05239935,4660.05239935,4660.05239935
0.3,299.999969474,1.0,4660.53,,199.309290615,1.0,0.00333333,2,199.309290615,5.43914e-20,100,1.0,4247.81,500,500.0,1.0,500.0,0.00333333,0.00333333,14.5991,4661.19826015,4661.19826015,4661.19826015
0.3,400.0,1.0,4661.08,,200.896887529,1.0,0.0025,2,200.896887529,5.4346e-20,100,1.0,4303.64,500,500.0,1.0,500.0,0.0025,0.0025,14.5078,4662.72870441,4662.72870441,4662.72870441
0.3,499.944626383,1.03044,4660.44,0.00011136,264.627830356,0.946662,0.00189383,1,264.627830356,4.45679e-10,100,0.99973,4340.72,500,499.94946037,1.0001,500.0,0.002,0.00206143,14.861,4657.69935195,4657.69935195,4657.69935195
0.3,100.0,1.0,4662.0,,199.37268491,1.0,0.01,2,199.37268491,3.50449e-18,100,1.0,3947.21,500,500.0,1.0,500.0,0.01,0.01,14.0492,4662.00084752,4662.00084752,4662.00084752
0.3,200.000000102,1.0,4660.79,,287.333043451,1.0,0.005,2,287.333043451,2.1793e-19,100,1.0,4155.35,500,500.0,1.0,500.0,0.005,0.005,15.5689,4659.57346308,4659.57346308,4659.57346308
0.3,299.999969474,1.0,4660.41,,283.785779192,1.0,0.00333333,2,283.785779192,5.43914e-20,100,1.0,4247.68,500,500.0,1.0,500.0,0.00333333,0.00333333,15.9854,4659.64508882,4659.64508882,4659.64508882
0.3,400.0,1.0,4660.51,,318.516716956,1.0,0.0025,2,318.516716956,5.4346e-20,100,1.0,4303.08,500,500.0,1.0,500.0,0.0025,0.0025,16.4474,4660.82319989,4660.82319989,4660.82319989
0.3,499.747752577,1.04728,4660.85,0.000506873,196.830550936,0.881457,0.00176178,1,196.830550936,2.02488e-09,100,1.00064,4341.08,500,499.789267225,1.00042,500.0,0.002,0.0020932,15.5752,4661.49813854,4661.49813854,4661.49813854
0.3,100.0,1.0,4660.94,,285.331245479,1.0,0.01,2,285.331245479,3.50449e-18,100,1.0,3946.07,500,500.0,1.0,500.0,0.01,0.01,16.8071,4660.94189258,4660.94189258,4660.94189258
0.3,200.000000102,1.0,4662.2,,147.298031282,1.0,0.005,2,147.298031282,2.1793e-19,100,1.0,4156.71,500,500.0,1.0,500.0,0.005,0.005,14.6876,4663.45132684,4663.45132684,4663.45132684
0.3,299.999969474,1.0,4662.23,,220.156616067,1.0,0.00333333,2,220.156616067,5.43914e-20,100,1.0,4249.5,500,500.0,1.0,500.0,0.00333333,0.00333333,14.713,4662.3082466,4662.3082466,4662.3082466
0.3,400.0,1.0,4662.24,,270.603272141,1.0,0.0025,2,270.603272141,5.4346e-20,100,1.0,4304.8,500,500.0,1.0,500.0,0.0025,0.0025,15.1436,4662.26323743,4662.26323743,4662.26323743
0.3,499.933516969,1.03642,4661.95,0.000132917,234.336547306,0.951481,0.00190226,1,234.336547306,5.31277e-10,100,1.00037,4342.23,500,499.937601725,1.00012,500.0,0.002,0.00207207,15.0737,4660.56216327,4660.56216327,4660.56216327
0.3,100.0,1.0,4663.97,,189.429543764,1.0,0.01,2,189.429543764,3.50449e-18,100,1.0,3949.11,500,500.0,1.0,500.0,0.01,0.01,13.6944,4663.97057451,4663.97057451,4663.97057451
0.3,200.000000102,1.0,4660.38,,339.830644107,1.0,0.005,2,339.830644107,2.1793e-19,100,1.0,4154.9,500,500.0,1.0,500.0,0.005,0.005,16.5786,4656.79689751,4656.79689751,4656.79689751
0.3,299.999969474,1.0,4660.46,,272.39228228,1.0,0.00333333,2,272.39228228,5.43914e-20,100,1.0,4247.73,500,500.0,1.0,500.0,0.00333333,0.00333333,16.5267,4660.59899504,4660.59899504,4660.59899504
0.3,400.0,1.0,4660.47,,256.433230752,1.0,0.0025,2,256.433230752,5.4346e-20,100,1.0,4303.04,500,500.0,1.0,500.0,0.0025,0.0025,16.3804,4660.52510534,4660.52510534,4660.52510534
0.3,499.850772634,1.05936,4660.58,0.00030021,225.795134644,0.948973,0.00189516,1,225.795134644,1.19732e-09,100,1.00147,4340.85,500,499.859015175,1.00028,500.0,0.002,0.00211561,15.989,4660.59319288,4660.59319288,4660.59319288
0.3,100.0,1.0,4660.85,,301.110048436,1.0,0.01,2,301.110048436,3.50449e-18,100,1.0,3946.0,500,500.0,1.0,500.0,0.01,0.01,17.2656,4660.84595564,4660.84595564,4660.84595564
0.3,200.000000102,1.0,4659.97,,352.145450999,1.0,0.005,2,352.145450999,2.1793e-19,100,1.0,4154.5,500,500.0,1.0,500.0,0.005,0.005,18.0036,4659.09536725,4659.09536725,4659.09536725
0.3,299.999969474,1.0,4659.7,,254.127605028,1.0,0.00333333,2,254.127605028,5.43914e-20,100,1.0,4246.99,500,500.0,1.0,500.0,0.00333333,0.00333333,17.3232,4659.16573334,4659.16573334,4659.16573334
0.3,400.0,1.0,4660.07,,247.133491033,1.0,0.0025,2,247.133491033,5.4346e-20,100,1.0,4302.65,500,500.0,1.0,500.0,0.0025,0.0025,16.9302,4661.16052354,4661.16052354,4661.16052354
0.3,499.7734827,1.06031,4660.23,0.000453555,254.967196736,0.937925,0.00187701,1,254.967196736,1.81647e-09,100,0.99938,4340.46,500,499.790458317,1.00042,500.0,0.002,0.00212193,16.5434,4660.23075106,4660.23075106,4660.23075106
0.3,100.0,1.0,4659.88,,240.093610165,1.0,0.01,2,240.093610165,3.50449e-18,100,1.0,3945.04,500,500.0,1.0,500.0,0.01,0.01,15.4173,4659.87917102,4659.87917102,4659.87917102
0.3,200.000000102,1.0,4660.15,,316.220751733,1.0,0.005,2,316.220751733,2.1793e-19,100,1.0,4154.69,500,500.0,1.0,500.0,0.005,0.005,16.5967,4660.42979957,4660.42979957,4660.42979957
0.3,299.999969474,1.0,4660.79,,214.574413113,1.0,0.00333333,2,214.574413113,5.43914e-20,100,1.0,4248.07,500,500.0,1.0,500.0,0.00333333,0.00333333,15.9769,4662.07497785,4662.07497785,4662.07497785
0.3,400.0,1.0,4661.06,,253.176426051,1.0,0.0025,2,253.176426051,5.4346e-20,100,1.0,4303.63,500,500.0,1.0,500.0,0.0025,0.0025,15.9474,4661.8576481,4661.8576481,4661.8576481
0.3,499.886773965,1.0389,4661.0,0.000226587,241.563270571,0.937713,0.00187648,1,241.563270571,9.07365e-10,100,0.99944,4341.27,500,499.897798929,1.0002,500.0,0.002,0.00207897,15.6904,4660.38892328,4660.38892328,4660.38892328
0.3,100.0,1.0,4659.04,,250.958256106,1.0,0.01,2,250.958256106,3.50449e-18,100,1.0,3944.19,500,500.0,1.0,500.0,0.01,0.01,15.7623,4659.0369021,4659.0369021,4659.0369021
0.3,200.000000102,1.0,4657.81,,367.994764837,1.0,0.005,2,367.994764837,2.1793e-19,100,1.0,4152.34,500,500.0,1.0,500.0,0.005,0.005,17.5469,4656.57672186,4656.57672186,4656.57672186
0.3,299.999969474,1.0,4657.58,,271.258712089,1.0,0.00333333,2,271.258712089,5.43914e-20,100,1.0,4244.86,500,500.0,1.0,500.0,0.00333333,0.00333333,17.1722,4657.12076374,4657.12076374,4657.12076374
0.3,400.0,1.0,4658.89,,164.276007645,1.0,0.0025,2,164.276007645,5.4346e-20,100,1.0,4301.46,500,500.0,1.0,500.0,0.0025,0.0025,16.3396,4662.82454224,4662.82454224,4662.82454224
0.3,499.903434507,1.04106,4659.72,0.000193691,181.745060057,0.933146,0.00186572,1,181.745060057,7.74286e-10,100,1.00031,4340.0,500,499.902565396,1.00019,500.0,0.002,0.00208148,15.7942,4662.7446832,4662.7446832,4662.7446832
0.3,100.0,1.0,4663.4,,283.875949537,1.0,0.01,2,283.875949537,3.50449e-18,100,1.0,3948.57,500,500.0,1.0,500.0,0.01,0.01,16.7642,4663.40034909,4663.40034909,4663.40034909
