MinVanillaIw,MaxVanillaIw,ESSClassic,IterType,Bound,VarRet,VanillaAvgRet,MinNormIw,AvgRet,BatchSize,ESSRenyi,AvgEpLen,AvgNormIw,delta,SamplesThisIter,AvgDiscRet,renyi2,VarNormIw,VarVanillaIw,VarDiscRet,J,AvgVanillaIw,MaxNormIw,VarJ,EpsThisIter
0.831897,1.17686,0.597082325874,1,-442.334,3.36151414967,-408.838941175,4.59858e-05,-408.838941175,100,1.32546217166e-13,500.0,5.55556e-05,0.6,50000,-408.838941175,34.257,6.06121e-12,0.00198358,3.36151414967,-73579.8,1.00502,6.50548e-05,26.2923,100
0.960919,1.04628,0.564994406626,1,-443.304,0.287197421059,-409.798563299,5.36325e-05,-409.798563299,100,1.30699019438e-13,500.0,5.55556e-05,0.6,50000,-409.798563299,34.271,4.98527e-13,0.000160031,0.287197421059,-73762.9,0.995373,5.83971e-05,7.18456,100
0.659052,1.2854,0.605265242338,1,-439.834,8.44705827771,-406.425813457,3.60155e-05,-406.425813457,100,1.29564217272e-13,500.0,5.55556e-05,0.6,50000,-406.425813457,34.2798,1.60415e-11,0.00537163,8.44705827771,-73128.7,1.01662,7.02436e-05,38.5373,100
0.949907,1.06847,0.562068443992,1,-442.841,0.250656233803,-409.311780179,5.27516e-05,-409.311780179,100,1.25223482917e-13,500.0,5.55556e-05,0.6,50000,-409.311780179,34.3138,4.0161e-13,0.000130225,0.250656233803,-73675.4,1.0004,5.93357e-05,6.66278,100
0.948801,1.18932,0.56900298246,1,-442.826,0.811757663909,-409.325471734,5.29155e-05,-409.325471734,100,1.25622033044e-13,500.0,5.55556e-05,0.6,50000,-409.325471734,34.3107,1.22562e-12,0.000394041,0.811757663909,-73676.3,0.996139,6.63294e-05,12.374,100
0.851373,1.20291,0.578154300636,1,-442.453,3.70506741939,-408.961512858,4.71013e-05,-408.961512858,100,1.25333874727e-13,500.0,5.55556e-05,0.6,50000,-408.961512858,34.313,7.05839e-12,0.0023061,3.70506741939,-73600.3,1.00419,6.65496e-05,27.6435,100
0.959915,1.04915,0.56167363967,1,-442.915,0.298765275125,-409.416083946,5.32532e-05,-409.416083946,100,1.26589422501e-13,500.0,5.55556e-05,0.6,50000,-409.416083946,34.303,4.681e-13,0.000152094,0.298765275125,-73694.0,1.00142,5.82038e-05,7.29766,100
0.838044,1.17668,0.58397302665,1,-442.472,3.36870802003,-408.976208181,4.6458e-05,-408.976208181,100,1.26161814843e-13,500.0,5.55556e-05,0.6,50000,-408.976208181,34.3064,6.03538e-12,0.00196389,3.36870802003,-73604.4,1.00215,6.5231e-05,26.3223,100
0.810009,1.2057,0.587654617495,1,-442.659,4.29248028959,-409.179705094,4.51679e-05,-409.179705094,100,1.25540592905e-13,500.0,5.55556e-05,0.6,50000,-409.179705094,34.3113,7.91788e-12,0.00254641,4.29248028959,-73637.5,0.996293,6.72326e-05,30.0109,100
0.876429,1.20234,0.585688420459,1,-442.589,3.22495518932,-409.132945728,4.86624e-05,-409.132945728,100,1.25948799749e-13,500.0,5.55556e-05,0.6,50000,-409.132945728,34.3081,5.71721e-12,0.00185451,3.22495518932,-73633.4,1.00058,6.67583e-05,25.8386,100
0.790148,1.25909,0.620981668044,1,-441.003,8.52950296477,-407.632112053,4.39656e-05,-407.632112053,100,1.26041079033e-13,500.0,5.55556e-05,0.6,50000,-407.632112053,34.3073,1.52792e-11,0.00493507,8.52950296477,-73345.7,0.998443,7.00588e-05,40.3123,100
0.756045,1.29971,0.586258537831,1,-441.927,6.35650726618,-408.471051887,4.16536e-05,-408.471051887,100,1.22881104757e-13,500.0,5.55556e-05,0.6,50000,-408.471051887,34.3327,1.20383e-11,0.00396603,6.35650726618,-73503.0,1.00838,7.16065e-05,35.6682,100
0.803651,1.26962,0.583645278413,1,-442.216,3.81013193023,-408.760527095,4.46223e-05,-408.760527095,100,1.25929097926e-13,500.0,5.55556e-05,0.6,50000,-408.760527095,34.3082,7.27579e-12,0.00236,3.81013193023,-73564.1,1.00056,7.04952e-05,28.0263,100
0.945536,1.18891,0.570670196491,1,-443.205,0.628362034155,-409.676658238,5.27849e-05,-409.676658238,100,1.25923330109e-13,500.0,5.55556e-05,0.6,50000,-409.676658238,34.3083,9.39593e-13,0.000301492,0.628362034155,-73740.1,0.995166,6.63713e-05,11.1591,100
0.956872,1.05424,0.562364045546,1,-443.045,0.442179455312,-409.547703597,5.31118e-05,-409.547703597,100,1.2341853292e-13,500.0,5.55556e-05,0.6,50000,-409.547703597,34.3284,7.32648e-13,0.000237805,0.442179455312,-73717.2,1.0009,5.85164e-05,8.90278,100
0.794921,1.21385,0.608151235305,1,-441.609,5.83632446951,-408.189840791,4.40424e-05,-408.189840791,100,1.22794414936e-13,500.0,5.55556e-05,0.6,50000,-408.189840791,34.3334,1.07315e-11,0.00349596,5.83632446951,-73454.4,1.00272,6.72531e-05,34.0331,100
0.854991,1.18449,0.586447996486,1,-442.395,4.08737628741,-408.86916666,4.72356e-05,-408.86916666,100,1.2358766434e-13,500.0,5.55556e-05,0.6,50000,-408.86916666,34.327,7.47627e-12,0.00244945,4.08737628741,-73582.8,1.00559,6.54394e-05,28.5609,100
0.901616,1.17626,0.578993334622,1,-442.247,3.23213399424,-408.797094948,4.98721e-05,-408.797094948,100,1.2487715387e-13,500.0,5.55556e-05,0.6,50000,-408.797094948,34.3166,5.93489e-12,0.00193973,3.23213399424,-73572.3,1.00436,6.50637e-05,26.0469,100
0.951611,1.05231,0.569791350187,1,-442.65,0.414871731742,-409.140525119,5.26019e-05,-409.140525119,100,1.26306759393e-13,500.0,5.55556e-05,0.6,50000,-409.140525119,34.3052,7.44919e-13,0.000243795,0.414871731742,-73644.0,1.00504,5.81681e-05,8.55954,100
0.828437,1.1957,0.587446707222,1,-442.505,3.99867478933,-409.026223577,4.58941e-05,-409.026223577,100,1.25980030879e-13,500.0,5.55556e-05,0.6,50000,-409.026223577,34.3078,7.33024e-12,0.0023885,3.99867478933,-73611.0,1.00284,6.62401e-05,28.7549,100
0.933522,1.17896,0.568915093012,1,-442.645,0.884673193785,-409.140351092,5.21424e-05,-409.140351092,100,1.25584660126e-13,500.0,5.55556e-05,0.6,50000,-409.140351092,34.311,1.26291e-12,0.000404798,0.884673193785,-73643.0,0.994628,6.58516e-05,13.2309,100
0.948288,1.18862,0.566183920341,1,-442.956,0.442470539459,-409.458391768,5.29087e-05,-409.458391768,100,1.23001159454e-13,500.0,5.55556e-05,0.6,50000,-409.458391768,34.3318,6.34257e-13,0.000203748,0.442470539459,-73701.4,0.995728,6.63176e-05,9.41579,100
0.767191,1.20063,0.58617265456,1,-441.693,6.44036845054,-408.263909816,4.24113e-05,-408.263909816,100,1.22408107171e-13,500.0,5.55556e-05,0.6,50000,-408.263909816,34.3366,1.18275e-11,0.00387024,6.44036845054,-73465.6,1.00496,6.63722e-05,35.9065,100
0.864426,1.18368,0.572443271888,1,-442.213,3.30388678179,-408.766464332,4.76806e-05,-408.766464332,100,1.21911342294e-13,500.0,5.55556e-05,0.6,50000,-408.766464332,34.3407,5.91654e-12,0.00194464,3.30388678179,-73567.0,1.00719,6.529e-05,26.0943,100
0.860001,1.19809,0.577624920784,1,-442.177,3.53660504909,-408.73704177,4.77003e-05,-408.73704177,100,1.23476918567e-13,500.0,5.55556e-05,0.6,50000,-408.73704177,34.3279,6.07288e-12,0.00197401,3.53660504909,-73561.1,1.00162,6.64529e-05,27.0096,100
0.846076,1.20572,0.58753363551,1,-442.226,3.70725065822,-408.789979909,4.69671e-05,-408.789979909,100,1.26527627268e-13,500.0,5.55556e-05,0.6,50000,-408.789979909,34.3035,6.90067e-12,0.00223935,3.70725065822,-73569.5,1.00079,6.69317e-05,27.9489,100
0.841175,1.19226,0.580524758757,1,-442.544,3.91422578391,-409.078968901,4.66623e-05,-409.078968901,100,1.26812241396e-13,500.0,5.55556e-05,0.6,50000,-409.078968901,34.3012,7.07009e-12,0.00229755,3.91422578391,-73621.0,1.00149,6.61379e-05,28.6494,100
0.91655,1.20019,0.574584063578,1,-443.089,0.937955911184,-409.564739015,5.1039e-05,-409.564739015,100,1.26099753328e-13,500.0,5.55556e-05,0.6,50000,-409.564739015,34.3069,1.42291e-12,0.000458865,0.937955911184,-73718.9,0.997658,6.6834e-05,13.2681,100
0.9627,1.05822,0.56197849176,1,-443.223,0.32179672324,-409.699724876,5.34231e-05,-409.699724876,100,1.26257626606e-13,500.0,5.55556e-05,0.6,50000,-409.699724876,34.3056,5.22714e-13,0.000169741,0.32179672324,-73745.0,1.00113,5.87237e-05,7.6127,100
0.918804,1.21219,0.573613489809,1,-442.754,0.878177109882,-409.218246636,5.13276e-05,-409.218246636,100,1.25993963701e-13,500.0,5.55556e-05,0.6,50000,-409.218246636,34.3077,1.24277e-12,0.000398233,0.878177109882,-73657.1,0.994488,6.77169e-05,13.4743,100
0.873384,1.25167,0.592607224949,1,-442.374,4.64652365027,-408.920435236,4.87437e-05,-408.920435236,100,1.23994247397e-13,500.0,5.55556e-05,0.6,50000,-408.920435236,34.3237,7.60332e-12,0.00244105,4.64652365027,-73591.2,0.995439,6.98557e-05,31.0708,100
0.94437,1.08009,0.569865340352,1,-443.185,0.476941218822,-409.639369825,5.24877e-05,-409.639369825,100,1.22849233722e-13,500.0,5.55556e-05,0.6,50000,-409.639369825,34.333,7.94544e-13,0.00025721,0.476941218822,-73733.6,0.999568,6.00309e-05,9.15434,100
0.947346,1.07213,0.564036550498,1,-443.458,0.490311051843,-409.908367513,5.26358e-05,-409.908367513,100,1.23168313278e-13,500.0,5.55556e-05,0.6,50000,-409.908367513,34.3304,8.13104e-13,0.000263392,0.490311051843,-73781.9,0.999897,5.95691e-05,9.35027,100
0.836913,1.23447,0.593006601767,1,-442.408,3.72632087819,-408.936826121,4.64152e-05,-408.936826121,100,1.22237323184e-13,500.0,5.55556e-05,0.6,50000,-408.936826121,34.338,6.64173e-12,0.00215934,3.72632087819,-73596.1,1.00172,6.84636e-05,27.7448,100
0.840751,1.24055,0.587730771242,1,-442.348,3.58422117549,-408.885430587,4.69509e-05,-408.885430587,100,1.20617962613e-13,500.0,5.55556e-05,0.6,50000,-408.885430587,34.3513,6.12312e-12,0.00196345,3.58422117549,-73587.8,0.994835,6.92771e-05,27.0439,100
0.927766,1.18552,0.57094578378,1,-442.868,0.988576215983,-409.33769636,5.17201e-05,-409.33769636,100,1.2123194268e-13,500.0,5.55556e-05,0.6,50000,-409.33769636,34.3462,1.5607e-12,0.000502201,0.988576215983,-73677.9,0.996567,6.60891e-05,13.5325,100
0.910465,1.18633,0.569646192512,1,-442.984,0.797566750497,-409.414267939,5.08326e-05,-409.414267939,100,1.20721994083e-13,500.0,5.55556e-05,0.6,50000,-409.414267939,34.3505,1.07504e-12,0.000344879,0.797566750497,-73692.6,0.995058,6.62348e-05,12.6879,100
0.957616,1.06469,0.565653178868,1,-443.29,0.401098461102,-409.762501062,5.3285e-05,-409.762501062,100,1.21041558564e-13,500.0,5.55556e-05,0.6,50000,-409.762501062,34.3478,6.48686e-13,0.000209511,0.401098461102,-73756.0,0.998421,5.92427e-05,8.47823,100
0.957025,1.05718,0.566677871448,1,-443.006,0.334098883797,-409.47858447,5.31768e-05,-409.47858447,100,1.21093740655e-13,500.0,5.55556e-05,0.6,50000,-409.47858447,34.3474,5.37444e-13,0.000174075,0.334098883797,-73705.1,0.999836,5.8742e-05,7.71526,100
0.955134,1.0548,0.562830198818,1,-443.035,0.197442417855,-409.541280802,5.31402e-05,-409.541280802,100,1.21391134965e-13,500.0,5.55556e-05,0.6,50000,-409.541280802,34.3449,3.28365e-13,0.000106081,0.197442417855,-73716.8,0.998547,5.8685e-05,5.90873,100
0.866459,1.18496,0.593776492899,1,-442.382,3.47217348107,-408.942280329,4.79441e-05,-408.942280329,100,1.21269868347e-13,500.0,5.55556e-05,0.6,50000,-408.942280329,34.3459,6.26994e-12,0.00204781,3.47217348107,-73597.9,1.00402,6.55677e-05,27.0712,100
0.841958,1.20825,0.576711696517,1,-442.559,3.97173824715,-409.103807573,4.66682e-05,-409.103807573,100,1.21691573743e-13,500.0,5.55556e-05,0.6,50000,-409.103807573,34.3425,7.43161e-12,0.00241893,3.97173824715,-73624.8,1.0023,6.6971e-05,29.1318,100
0.867461,1.22918,0.594102251308,1,-442.457,3.73234413859,-408.975876924,4.80014e-05,-408.975876924,100,1.21610831056e-13,500.0,5.55556e-05,0.6,50000,-408.975876924,34.3431,6.94804e-12,0.0022691,3.73234413859,-73602.9,1.00398,6.80175e-05,27.7704,100
0.851746,1.18723,0.582871608486,1,-442.528,3.75879291144,-409.077139686,4.72192e-05,-409.077139686,100,1.21143180519e-13,500.0,5.55556e-05,0.6,50000,-409.077139686,34.347,6.6589e-12,0.00216663,3.75879291144,-73621.5,1.00212,6.58179e-05,27.9932,100
0.847216,1.25112,0.588935234436,1,-442.361,4.07771537984,-408.8981365,4.73815e-05,-408.8981365,100,1.21106682478e-13,500.0,5.55556e-05,0.6,50000,-408.8981365,34.3473,7.50785e-12,0.00240041,4.07771537984,-73588.0,0.993373,6.99706e-05,29.0707,100
0.915258,1.2011,0.568155719589,1,-442.84,0.90849374232,-409.333440256,5.1134e-05,-409.333440256,100,1.20331190183e-13,500.0,5.55556e-05,0.6,50000,-409.333440256,34.3537,1.32142e-12,0.00042336,0.90849374232,-73677.6,0.9944,6.71034e-05,13.5721,100
0.786676,1.2378,0.608244588149,1,-441.82,6.06784283591,-408.38106488,4.36325e-05,-408.38106488,100,1.1721774137e-13,500.0,5.55556e-05,0.6,50000,-408.38106488,34.3799,1.12188e-11,0.00364684,6.06784283591,-73487.7,1.00164,6.86538e-05,34.8815,100
0.817972,1.21294,0.581440642113,1,-442.462,3.36946414868,-409.009640078,4.54777e-05,-409.009640078,100,1.17492165057e-13,500.0,5.55556e-05,0.6,50000,-409.009640078,34.3776,5.93444e-12,0.00191982,3.36946414868,-73610.4,0.999235,6.74374e-05,26.3306,100
0.913405,1.21164,0.574222933022,1,-442.993,1.4508936993,-409.451747188,5.13213e-05,-409.451747188,100,1.17421819465e-13,500.0,5.55556e-05,0.6,50000,-409.451747188,34.3782,2.24699e-12,0.000711757,1.4508936993,-73697.5,0.988765,6.80785e-05,17.2785,100
0.862019,1.29643,0.589923934942,1,-442.503,4.66559538885,-409.058743674,4.82908e-05,-409.058743674,100,1.17487681461e-13,500.0,5.55556e-05,0.6,50000,-409.058743674,34.3776,8.06135e-12,0.00256869,4.66559538885,-73615.5,0.991698,7.2627e-05,31.0883,100
0.796842,1.19276,0.595374457726,1,-441.628,5.70522143194,-408.203361948,4.39097e-05,-408.203361948,100,1.18966493214e-13,500.0,5.55556e-05,0.6,50000,-408.203361948,34.3651,1.00136e-11,0.00329772,5.70522143194,-73458.0,1.00818,6.57265e-05,33.6578,100
0.955533,1.1814,0.568288398345,1,-442.867,0.489724377236,-409.389391584,5.34205e-05,-409.389391584,100,1.1622615468e-13,500.0,5.55556e-05,0.6,50000,-409.389391584,34.3884,7.35272e-13,0.000235247,0.489724377236,-73688.8,0.993723,6.60481e-05,9.91424,100
0.933729,1.18506,0.573514401751,1,-442.905,1.15338216534,-409.420265445,5.23565e-05,-409.420265445,100,1.16392097966e-13,500.0,5.55556e-05,0.6,50000,-409.420265445,34.387,1.86679e-12,0.000593737,1.15338216534,-73692.4,0.99078,6.64495e-05,15.1341,100
0.875312,1.22639,0.586789791882,1,-441.875,3.25701465517,-408.441003449,4.87507e-05,-408.441003449,100,1.16695738039e-13,500.0,5.55556e-05,0.6,50000,-408.441003449,34.3844,5.62417e-12,0.00181311,3.25701465517,-73508.8,0.997492,6.83039e-05,25.7509,100
0.959444,1.05651,0.561492187288,1,-443.114,0.268337415016,-409.60261361,5.33535e-05,-409.60261361,100,1.16998394293e-13,500.0,5.55556e-05,0.6,50000,-409.60261361,34.3818,4.22508e-13,0.000136631,0.268337415016,-73727.7,0.999043,5.87512e-05,6.92921,100
0.844117,1.18651,0.587724486995,1,-442.207,3.36280425253,-408.757254143,4.66542e-05,-408.757254143,100,1.17381509204e-13,500.0,5.55556e-05,0.6,50000,-408.757254143,34.3785,6.02017e-12,0.00197075,3.36280425253,-73565.2,1.00517,6.55783e-05,26.3987,100
0.948864,1.17498,0.565947392943,1,-442.706,0.45682364665,-409.219157818,5.28617e-05,-409.219157818,100,1.1811951887e-13,500.0,5.55556e-05,0.6,50000,-409.219157818,34.3722,6.21989e-13,0.000200405,0.45682364665,-73658.3,0.997218,6.5459e-05,9.41103,100
0.94362,1.17077,0.569550415843,1,-442.84,0.832288726452,-409.354892954,5.28202e-05,-409.354892954,100,1.18317037111e-13,500.0,5.55556e-05,0.6,50000,-409.354892954,34.3706,1.27527e-12,0.000407003,0.832288726452,-73681.7,0.992487,6.55349e-05,12.9067,100
0.735081,1.21386,0.612490519516,1,-441.063,8.04875858642,-407.662289017,4.02934e-05,-407.662289017,100,1.15111148487e-13,500.0,5.55556e-05,0.6,50000,-407.662289017,34.398,1.56104e-11,0.00519535,8.04875858642,-73351.7,1.01351,6.65377e-05,39.3549,100
0.775258,1.20487,0.61757859465,1,-441.909,6.47523718641,-408.484776659,4.27381e-05,-408.484776659,100,1.13293234662e-13,500.0,5.55556e-05,0.6,50000,-408.484776659,34.414,1.2151e-11,0.00399827,6.47523718641,-73505.4,1.00776,6.64214e-05,36.0459,100
0.887014,1.18528,0.59281273617,1,-442.453,3.27284919289,-409.009291961,4.90535e-05,-409.009291961,100,1.12563912388e-13,500.0,5.55556e-05,0.6,50000,-409.009291961,34.4204,5.99898e-12,0.00196154,3.27284919289,-73610.4,1.00459,6.55481e-05,26.1935,100
0.971691,1.043,0.560834695922,1,-443.177,0.139932695761,-409.677670521,5.40144e-05,-409.677670521,100,1.13156313902e-13,500.0,5.55556e-05,0.6,50000,-409.677670521,34.4152,2.08005e-13,6.73148e-05,0.139932695761,-73741.6,0.999416,5.79782e-05,5.01781,100
