MaxD2w0t,InitialReturnMax,J_sample_variance,StdD2w0t,MinIW,MeanIW,ReturnMeanIW,Weights,EpLenMean,EpisodesSoFar,MinD2w0t,ReturnStepMaxmin,EmpiricalD2,InitialReturnMin,TimestepsSoFar,StdIW,InitialBound,EpThisIter,MeanEntropy,Iteration,InitialReturnMean,MaxIW,Bound,TimeElapsed,ReturnStepMax,MeanD2w0t,EpRewMean,InitialReturnStd
1.0,0.10626221,0.035623975,0.020971647,1.0,1.0,-0.05497773,[ 0.016  0.481 -3.068 -2.067 -1.01 ],499.78,8200,,9.997932,1.0,-1.7704468,3375812,,-121.724754,100,0.4086719,82,4.5166016e-05,1.0,-121.724754,5230.394546031952,10.0,0.99956,4997.156477690851,0.18779394
1.0131124,19.957153,19236.445,0.14047424,0.72663265,0.99711585,-19.735867,[ 0.016  0.481 -3.068 -2.067 -1.01 ],490.02,8300,,9.997522,1.0078429,-973.41846,3424814,0.064648986,-141.55777,100,0.40724507,83,,1.2577132,-141.46747,5300.095146656036,10.0,0.9841792,4899.470388677764,139.0598
1.0596483,19.646729,16449.492,0.14345984,0.5529265,1.0112278,-18.177376,[ 0.016  0.477 -3.068 -2.06  -1.012],490.05,8400,,9.997597,1.0444249,-973.7303,3473819,0.16088259,-141.24963,100,0.4016125,84,1.0375977e-05,1.7375715,-140.14954,5370.231747627258,10.0,1.0026475,4899.788453340137,137.00278
1.0,0.07244873,0.0021543605,,1.0,1.0,-0.055744227,[ 0.015  0.477 -3.109 -2.062 -1.017],500.0,8500,1.0,0.014620781,1.0,-0.12536621,3523819,,-121.725525,100,0.4016125,85,-4.699707e-05,1.0,-121.725525,5442.348019599915,10.0,1.0,4999.492117758168,0.0461896
1.0,0.09033203,0.004005931,,1.0,1.0,-0.058733303,[ 0.015  0.477 -3.109 -2.062 -1.017],500.0,8600,1.0,0.014731407,1.0,-0.27960205,3573819,,-121.72851,100,0.4016125,86,-2.6245118e-05,1.0,-121.72851,5513.248120069504,10.0,1.0,4999.467294927202,0.06296573
1.0147561,9.91272,9298.446,0.10001014,0.7125895,0.9973866,-9.675448,[ 0.015  0.477 -3.109 -2.062 -1.017],495.02,8700,,9.997978,1.0127423,-973.4824,3623321,0.07864998,-131.53629,100,0.40024608,87,6.1035157e-06,1.2958161,-131.42366,5583.241997003555,10.0,0.9964168,4949.577066930214,97.83868
1.0,0.07006836,0.0025542427,,1.0,1.0,-0.05130112,[ 0.015  0.478 -3.121 -2.069 -1.019],500.0,8800,1.0,0.017260551,1.0,-0.16656494,3673321,,-121.72108,100,0.40024608,88,-2.0751953e-05,1.0,-121.72108,5656.326578617096,10.0,1.0,4999.496671315661,0.05028609
1.0563986,10.007263,8653.089,0.10293555,0.5002812,1.0034673,-9.334384,[ 0.015  0.478 -3.121 -2.069 -1.019],495.01,8900,,9.998064,1.0500789,-983.36664,3722822,0.15636499,-131.6365,100,0.39363095,89,-1.8310546e-06,1.6119514,-131.30849,5726.192144155502,10.0,1.0149696,4949.492638822639,98.832085
1.0242261,29.884949,28407.467,0.17220058,0.63564765,0.99831057,-29.489506,[ 0.014  0.474 -3.121 -2.063 -1.025],485.03,9000,,9.997261,1.0188043,-963.4963,3771325,0.10711685,-151.46696,100,0.3912792,90,1.5258789e-05,1.6685113,-151.2913,5795.1406400203705,10.0,0.9796735,4849.512182950409,169.44347
1.0,0.09350586,0.023142394,0.01949023,1.0,1.0,-0.056864798,[ 0.013  0.468 -3.122 -2.053 -1.028],499.81,9100,,9.998119,1.0,-1.3848877,3821306,,-121.72664,100,0.3912792,91,-5.1879884e-05,1.0,-121.72664,5867.755712270737,10.0,0.99962,4997.499881246582,0.151365
1.0,0.072509766,0.002948827,,1.0,1.0,-0.05425053,[ 0.013  0.468 -3.122 -2.053 -1.028],500.0,9200,1.0,0.015836716,1.0,-0.15093994,3871306,,-121.72403,100,0.3912792,92,4.760742e-05,1.0,-121.72403,5938.193436384201,10.0,1.0,4999.5019677206,0.054035723
1.0,0.09765625,0.050356228,0.023657693,1.0,1.0,-0.058232497,[ 0.013  0.468 -3.122 -2.053 -1.028],499.72,9300,,9.9980545,1.0,-2.1569824,3921278,,-121.72801,100,0.3912792,93,,1.0,-121.72801,6008.790910959244,10.0,0.99944,4996.586877571578,0.2232746
1.19075,1.0415039,2.4928944,0.079007275,0.15239587,1.0182483,-0.18865757,[ 0.013  0.468 -3.122 -2.053 -1.028],497.27,9400,,9.998148,1.0452346,-95.706665,3971005,0.13651152,-122.666046,100,0.39101726,94,-4.5166016e-05,1.6574175,-122.0034,6079.945061445236,10.0,1.01346,4972.113124506642,9.618981
1.0568757,9.907288,8463.777,0.103030376,0.52602315,1.0100433,-9.234114,[ 0.02   0.467 -3.122 -2.053 -1.028],495.02,9500,,9.998108,1.0523251,-973.487,4020507,0.15249969,-131.53824,100,0.38381386,95,-2.2583008e-05,1.7867029,-131.21413,6150.413093805313,10.0,1.0159855,4949.60447795117,97.839134
1.0,0.08508301,0.0033122324,,1.0,1.0,-0.06063184,[ 0.019  0.467 -3.122 -2.054 -1.035],500.0,9600,1.0,0.017533302,1.0,-0.16601562,4070507,,-121.73041,100,0.38381386,96,6.164551e-05,1.0,-121.73041,6221.316405534744,10.0,1.0,4999.49106408479,0.05726615
1.0194488,19.837952,19024.777,0.14053376,0.750955,1.0036303,-19.617859,[ 0.019  0.467 -3.122 -2.054 -1.035],490.03,9700,,9.99773,1.009326,-973.53705,4119510,0.064769685,-141.44955,100,0.3818347,97,-4.699707e-05,1.2849779,-141.36295,6290.309899806976,10.0,0.98500705,4899.619406426202,138.36565
1.0,0.08288574,0.002305565,,1.0,1.0,-0.05456135,[ 0.019  0.462 -3.126 -2.05  -1.037],500.0,9800,1.0,0.017705917,1.0,-0.152771,4169510,,-121.724335,100,0.3818347,98,-5.126953e-05,1.0,-121.724335,6361.874808311462,10.0,1.0,4999.512004688894,0.047774237
1.0,0.07501221,0.0026885397,,1.0,1.0,-0.048345678,[ 0.019  0.462 -3.126 -2.05  -1.037],500.0,9900,1.0,0.016417503,1.0,-0.23547363,4219510,,-121.718124,100,0.3818347,99,3.540039e-05,1.0,-121.718124,6432.280914545059,10.0,1.0,4999.489393177817,0.051600825
1.0372671,19.644836,17446.08,0.14127146,0.50544465,1.0000155,-18.784565,[ 0.019  0.462 -3.126 -2.05  -1.037],490.05,10000,,9.997662,1.0199836,-963.7523,4268515,0.114378326,-141.25122,100,0.3813473,100,-4.272461e-06,1.5305243,-140.60957,6500.601143360138,10.0,0.99037033,4899.800210526726,136.97495
1.0041335,10.007507,9770.035,0.09955229,0.8819275,1.0084537,-9.917391,[ 0.02   0.461 -3.173 -2.053 -1.038],495.01,10100,,9.998165,1.0028238,-983.3722,4318016,0.040834367,-131.6359,100,0.3810835,101,6.7749024e-05,1.2068837,-131.60805,6572.552574872971,10.0,0.9914948,4949.520942355329,98.83264
1.0179925,9.901978,9174.986,0.10018275,0.71523905,1.0008736,-9.614895,[ 0.02   0.458 -3.173 -2.049 -1.038],495.02,10200,,9.998232,1.0152534,-973.49066,4367518,0.075621426,-131.53996,100,0.37977874,102,1.0986329e-05,1.3203776,-131.38701,6643.720240831375,10.0,0.99784803,4949.633559677471,97.839516
1.0,0.06896973,0.002567778,,1.0,1.0,-0.05007724,[ 0.02   0.456 -3.183 -2.054 -1.039],500.0,10300,1.0,0.016515732,1.0,-0.18035889,4417518,,-121.71986,100,0.37977874,103,5.859375e-05,1.0,-121.71986,6715.86506819725,10.0,1.0,4999.521937538501,0.05042931
1.0,0.07092285,0.0021421271,,1.0,1.0,-0.053219404,[ 0.02   0.456 -3.183 -2.054 -1.039],500.0,10400,1.0,0.018564224,1.0,-0.16253662,4467518,,-121.723,100,0.37977874,104,-5.2490235e-05,1.0,-121.723,6786.78707408905,10.0,1.0,4999.516865482527,0.046048887
1.0038009,19.93042,19422.35,0.14006355,0.876103,1.0010446,-19.81989,[ 0.02   0.456 -3.183 -2.054 -1.039],490.02,10500,,9.997803,1.0026712,-973.4436,4516520,0.039579004,-141.54651,100,0.37998188,105,4.3945314e-05,1.1474266,-141.50934,6856.015342235565,10.0,0.9814286,4899.533572850173,139.06339
1.0000001,19.934326,19533.74,0.13985883,0.9996756,1.0000194,-19.878353,[ 0.02   0.453 -3.183 -2.049 -1.039],490.02,10600,,9.997797,1.0,-973.44165,4565522,0.00012440112,-141.5482,100,0.37998188,106,2.3193359e-05,1.0007688,-141.54813,6926.532833576202,10.0,0.98004,4899.5346697508185,139.0631
1.0,0.07006836,0.0032591221,,1.0,1.0,-0.060509205,[ 0.02   0.453 -3.183 -2.049 -1.039],500.0,10700,1.0,0.017008781,1.0,-0.24072266,4615522,,-121.730286,100,0.37998188,107,-1.8920899e-05,1.0,-121.730286,6997.831696271896,10.0,1.0,4999.514758644723,0.05680751
1.0284408,9.995178,9267.678,0.10094307,0.63416505,0.9968167,-9.65221,[ 0.02   0.453 -3.183 -2.049 -1.039],495.01,10800,,9.998255,1.0254406,-983.3834,4665023,0.11737539,-131.62923,100,0.37497997,108,-4.5166016e-05,1.5042095,-131.47438,7067.392820596695,10.0,1.0026883,4949.54138126277,98.833755
1.0,0.07373047,0.0024691464,,1.0,1.0,-0.05441515,[ 0.019  0.453 -3.183 -2.049 -1.044],500.0,10900,1.0,0.017259598,1.0,-0.14556885,4715023,,-121.72419,100,0.37497997,109,-6.530762e-05,1.0,-121.72419,7137.6991193294525,10.0,1.0,4999.511241156858,0.049439624
1.0,0.0748291,0.0031596913,,1.0,1.0,-0.05463868,[ 0.019  0.453 -3.183 -2.049 -1.044],500.0,11000,1.0,0.018769264,1.0,-0.16088867,4765023,,-121.72442,100,0.37497997,110,1.953125e-05,1.0,-121.72442,7208.450085878372,10.0,1.0,4999.504267808799,0.05591951
1.0229433,9.71759,8053.448,0.0997062,0.64483875,0.9987806,-9.016695,[ 0.019  0.453 -3.183 -2.049 -1.044],495.04,11100,,9.998146,1.0099994,-954.0144,4814527,0.08052553,-131.35104,100,0.37426254,111,-1.2207031e-05,1.2485344,-130.78699,7278.197444200516,10.0,0.99556565,4949.810019762057,95.88207
1.0050542,9.907898,9575.739,0.099422805,0.89523596,1.0025297,-9.821592,[ 0.019  0.456 -3.214 -2.054 -1.045],495.02,11200,,9.998163,1.002147,-973.4886,4864029,0.036597118,-131.53911,100,0.37386116,112,-4.4555665e-05,1.1501135,-131.51044,7349.7805733680725,10.0,0.9912145,4949.616667510183,97.8393
1.0,0.0692749,0.0023346907,,1.0,1.0,-0.050641373,[ 0.019  0.453 -3.215 -2.051 -1.045],500.0,11300,1.0,0.018740654,1.0,-0.14794922,4914029,,-121.72042,100,0.37386116,113,4.699707e-05,1.0,-121.72042,7421.020025968552,10.0,1.0,4999.536261440943,0.048071984
1.0,0.068359375,0.002741239,,1.0,1.0,-0.05539496,[ 0.019  0.453 -3.215 -2.051 -1.045],500.0,11400,1.0,0.018128395,1.0,-0.18365479,4964029,,-121.725174,100,0.37386116,114,-1.15966795e-05,1.0,-121.725174,7492.097031354904,10.0,1.0,4999.535042637365,0.05208882
1.0873715,29.781494,26289.346,0.17901205,0.449095,1.0248077,-28.344706,[ 0.019  0.453 -3.215 -2.051 -1.045],485.04,11500,,9.99741,1.0810264,-963.6028,5012533,0.22049099,-151.36784,100,0.36548403,115,4.272461e-06,2.1235297,-150.51909,7560.617804765701,10.0,1.0103757,4849.646224507636,168.87909
1.0,0.06842041,0.002538113,,1.0,1.0,-0.0552881,[ 0.02   0.45  -3.238 -2.054 -1.053],500.0,11600,1.0,0.017138481,1.0,-0.14025879,5062533,,-121.72507,100,0.36548403,116,7.5683594e-05,1.0,-121.72507,7632.620678186417,10.0,1.0,4999.539982313836,0.0501379
1.011474,9.898987,9606.895,0.09943551,0.91042906,0.9974387,-9.831217,[ 0.02   0.45  -3.238 -2.054 -1.053],495.02,11700,,9.998247,1.0026344,-973.49945,5112035,0.03304664,-131.53307,100,0.36572224,117,5.1879884e-05,1.2383487,-131.51701,7702.624986171722,10.0,0.99128735,4949.636065870183,97.8404
1.2146493,39.493774,32383.975,0.2204016,0.36522657,0.9824904,-36.43286,[ 0.018  0.448 -3.238 -2.052 -1.053],480.07,11800,,9.997084,1.1821917,-953.88727,5160042,0.25289106,-161.06717,100,0.35313487,118,3.6621093e-06,2.190484,-159.19836,7770.638355016708,10.0,1.049228,4799.875395097622,193.19559
1.0,0.06970215,0.0021195235,,1.0,1.0,-0.05360341,[ 0.017  0.441 -3.267 -2.042 -1.066],500.0,11900,1.0,0.014790535,1.0,-0.12243652,5210042,,-121.72338,100,0.35313487,119,-3.0517579e-06,1.0,-121.72338,7842.812908887863,10.0,1.0,4999.555417439752,0.045815554
1.0,0.06774902,0.0026199962,,1.0,1.0,-0.057119753,[ 0.017  0.441 -3.267 -2.042 -1.066],500.0,12000,1.0,0.017676353,1.0,-0.1217041,5260042,,-121.7269,100,0.35313487,120,3.4179688e-05,1.0,-121.7269,7913.380931854248,10.0,1.0,4999.554647972642,0.050935026
1.0,0.06628418,0.0022540851,,1.0,1.0,-0.052518666,[ 0.017  0.441 -3.267 -2.042 -1.066],500.0,12100,1.0,0.019153595,1.0,-0.13116455,5310042,,-121.7223,100,0.35313487,121,1.7089844e-05,1.0,-121.7223,7984.1646411418915,10.0,1.0,4999.554770159058,0.047238506
1.0,0.06506348,0.0025861878,,1.0,1.0,-0.05219465,[ 0.017  0.441 -3.267 -2.042 -1.066],500.0,12200,1.0,0.019147873,1.0,-0.17437744,5360042,,-121.72197,100,0.35313487,122,3.234863e-05,1.0,-121.72197,8055.267973184586,10.0,1.0,4999.560810100623,0.050607026
1.0162108,19.63263,17673.348,0.14028452,0.58846486,0.99003774,-18.89245,[ 0.017  0.441 -3.267 -2.042 -1.066],490.05,12300,,9.997911,1.0076711,-963.7672,5409047,0.066421874,-141.24786,100,0.3528752,123,-0.00010131836,1.1823727,-140.63934,8124.953256845474,10.0,0.9843177,4899.859774160089,136.97699
1.1299016,0.47198486,2.4688482,0.06418021,0.3545416,0.9875959,-0.19249482,[ 0.017  0.439 -3.303 -2.041 -1.066],498.06,12400,,9.998333,1.021848,-39.632935,5458853,0.1096728,-122.104965,100,0.3524272,124,3.540039e-05,1.1930753,-121.93073,8197.119978427887,10.0,1.0051723,4980.053714391788,3.9836447
1.0039638,10.003113,9783.076,0.099535905,0.8804146,0.99916327,-9.926005,[ 0.02   0.44  -3.303 -2.041 -1.067],495.01,12500,,9.99832,1.0025766,-983.37756,5508354,0.035609744,-131.63818,100,0.35191324,125,8.972168e-05,1.153129,-131.61348,8266.985038042068,10.0,0.9913389,4949.552802525322,98.83318
1.0,0.068725586,0.0030248866,,1.0,1.0,-0.056311306,[ 0.02   0.438 -3.303 -2.037 -1.067],500.0,12600,1.0,0.019176483,1.0,-0.14758301,5558354,,-121.72609,100,0.35191324,126,-6.0424805e-05,1.0,-121.72609,8338.012583971024,10.0,1.0,4999.554651341706,0.05472183
1.0,0.05822754,0.0024184752,,1.0,1.0,-0.049707126,[ 0.02   0.438 -3.303 -2.037 -1.067],500.0,12700,1.0,0.014228821,1.0,-0.18463135,5608354,,-121.71948,100,0.35191324,127,1.3427734e-05,1.0,-121.71948,8408.816982984543,10.0,1.0,4999.573954611228,0.048930332
1.0,0.0625,0.0028256283,,1.0,1.0,-0.049741175,[ 0.02   0.438 -3.303 -2.037 -1.067],500.0,12800,1.0,0.017530441,1.0,-0.21032715,5658354,,-121.71952,100,0.35191324,128,8.544922e-06,1.0,-121.71952,8479.443989038467,10.0,1.0,4999.552101966454,0.05288886
1.0,0.070129395,0.0018591695,,1.0,1.0,-0.055663317,[ 0.02   0.438 -3.303 -2.037 -1.067],500.0,12900,1.0,0.018147469,1.0,-0.123168945,5708354,,-121.72544,100,0.35191324,129,9.643555e-05,1.0,-121.72544,8550.221186637878,10.0,1.0,4999.556279176488,0.042908695
1.015573,9.995789,9516.271,0.10004923,0.67604375,0.99962157,-9.785291,[ 0.02   0.438 -3.303 -2.037 -1.067],495.01,13000,,9.9983425,1.0115641,-983.38354,5757855,0.07550926,-131.63348,100,0.3494568,130,-4.8828126e-05,1.345491,-131.53207,8620.754399299622,10.0,0.9959118,4949.558737392027,98.83377
1.0195229,9.999695,9468.192,0.100336,0.6535247,0.99871314,-9.767462,[ 0.019  0.433 -3.303 -2.031 -1.069],495.01,13100,,9.998337,1.0163589,-983.3759,5807356,0.092110336,-131.64078,100,0.3455743,131,-1.2207031e-06,1.5252507,-131.53886,8691.056366920471,10.0,0.9982231,4949.557313241808,98.83301
1.0,0.062438965,0.0028417122,,1.0,1.0,-0.05649421,[ 0.019  0.432 -3.303 -2.031 -1.073],500.0,13200,1.0,0.018536568,1.0,-0.14959717,5857356,,-121.72627,100,0.3455743,132,2.5634765e-05,1.0,-121.72627,8762.005830049515,10.0,1.0,4999.563523450017,0.05303238
1.0,0.06378174,0.0028049524,,1.0,1.0,-0.05541313,[ 0.019  0.432 -3.303 -2.031 -1.073],500.0,13300,1.0,0.015524864,1.0,-0.16680908,5907356,,-121.72519,100,0.3455743,133,5.432129e-05,1.0,-121.72519,8832.535875082016,10.0,1.0,4999.57161448448,0.05269204
1.0,0.06317139,0.0019864882,,1.0,1.0,-0.05291268,[ 0.019  0.432 -3.303 -2.031 -1.073],500.0,13400,1.0,0.016133308,1.0,-0.16259766,5957356,,-121.72269,100,0.3455743,134,-5.432129e-05,1.0,-121.72269,8903.32265663147,10.0,1.0,4999.570048552504,0.044358503
1.0,0.061828613,0.002659055,,1.0,1.0,-0.051243782,[ 0.019  0.432 -3.303 -2.031 -1.073],500.0,13500,1.0,0.018241882,1.0,-0.15509033,6007356,,-121.72102,100,0.3455743,135,7.8125e-05,1.0,-121.72102,8973.931631088257,10.0,1.0,4999.56995680673,0.051321372
1.027835,9.897949,9196.12,0.10047789,0.6903551,1.0135983,-9.622456,[ 0.019  0.432 -3.303 -2.031 -1.073],495.02,13600,,9.998438,1.0195253,-973.5045,6056858,0.10214683,-131.53647,100,0.34228557,136,6.713867e-06,1.5253626,-131.42668,9044.208478689194,10.0,1.0000453,4949.680860834008,97.8409
1.0631363,19.73816,17560.055,0.14448895,0.53696644,0.99417526,-18.82593,[ 0.02   0.426 -3.312 -2.024 -1.077],490.04,13700,,9.997946,1.0542192,-963.661,6105862,0.16311584,-141.35638,100,0.3400874,137,5.4931643e-06,1.6825957,-140.83667,9113.905364751816,10.0,1.0073168,4899.766483472384,137.66583
1.0223159,19.928406,19027.014,0.14113142,0.66276693,0.9940214,-19.618118,[ 0.02   0.419 -3.303 -2.006 -1.079],490.02,13800,,9.997942,1.0162121,-973.44836,6154864,0.08707254,-141.54872,100,0.33777812,138,-2.5024414e-05,1.3643808,-141.40067,9184.658833265305,10.0,0.9883492,4899.565664272885,139.06406
1.0,0.0647583,0.0025393562,,1.0,1.0,-0.05976551,[ 0.02   0.414 -3.303 -1.997 -1.081],500.0,13900,1.0,0.0185318,1.0,-0.19885254,6204864,,-121.729546,100,0.33777812,139,-4.8828124e-06,1.0,-121.729546,9256.491446256638,10.0,1.0,4999.562092594984,0.050148237
1.0,0.06237793,0.001895672,,1.0,1.0,-0.053912118,[ 0.02   0.414 -3.303 -1.997 -1.081],500.0,14000,1.0,0.015808105,1.0,-0.17883301,6254864,,-121.72369,100,0.33777812,140,-6.591797e-05,1.0,-121.72369,9327.203721046448,10.0,1.0,4999.561631818763,0.04331912
1.0047497,9.992981,9830.635,0.09948399,0.91105497,0.99905276,-9.942748,[ 0.02   0.414 -3.303 -1.997 -1.081],495.01,14100,,9.998447,1.0017138,-983.3912,6304365,0.025582846,-131.63107,100,0.33713558,141,-5.5541994e-05,1.2005488,-131.62173,9397.061954259872,10.0,0.99082875,4949.584249200641,98.83453
1.0,0.059387207,0.002549761,,1.0,1.0,-0.051515386,[ 0.019  0.413 -3.303 -1.996 -1.082],500.0,14200,1.0,0.017580986,1.0,-0.29364014,6354365,,-121.72129,100,0.33713558,142,-6.408691e-05,1.0,-121.72129,9467.439059734344,10.0,1.0,4999.570720283621,0.050241478
1.0,0.06689453,0.0029723463,,1.0,1.0,-0.057274703,[ 0.019  0.413 -3.303 -1.996 -1.082],500.0,14300,1.0,0.019680023,1.0,-0.19805908,6404365,,-121.72705,100,0.33713558,143,7.873535e-05,1.0,-121.72705,9538.393731594086,10.0,1.0,4999.558980176582,0.05424526
1.0600463,9.993408,8887.039,0.10212263,0.5893162,0.99071944,-9.454965,[ 0.019  0.413 -3.303 -1.996 -1.082],495.01,14400,,9.998451,1.0405482,-983.3906,6453866,0.13754532,-131.63168,100,0.3312928,144,5.3710937e-05,1.7187907,-131.36133,9608.885905265808,10.0,1.010117,4949.584465189705,98.834496
1.0015987,9.899231,9645.317,0.09934249,0.9269165,0.9994668,-9.856059,[ 0.017  0.412 -3.303 -1.992 -1.088],495.02,14500,,9.998478,1.0008078,-973.5049,6503368,0.018988157,-131.53835,100,0.33069676,145,-4.5166016e-05,1.0818719,-131.53143,9679.524991512299,10.0,0.99044096,4949.691669413,97.84093
1.0160323,9.902832,9370.353,0.09996881,0.6614303,1.0012133,-9.719547,[ 0.017  0.411 -3.303 -1.992 -1.088],495.02,14600,,9.998407,1.0120342,-973.49554,6552870,0.07821818,-131.54306,100,0.32742158,146,-4.1503907e-05,1.3248892,-131.46535,9749.693955421448,10.0,0.99608403,4949.673549408934,97.83999
1.0,0.06488037,0.0019231561,,1.0,1.0,-0.05468778,[ 0.016  0.41  -3.303 -1.992 -1.091],500.0,14700,1.0,0.016367912,1.0,-0.14190674,6602870,,-121.724464,100,0.32742158,147,-2.4414063e-05,1.0,-121.724464,9820.871345281601,10.0,1.0,4999.58863282575,0.043641552
1.1011051,0.47698975,3.967428,0.06415446,0.4137912,0.99900764,-0.23461542,[ 0.016  0.41  -3.303 -1.992 -1.091],498.03,14800,,9.998451,1.019018,-41.10504,6652673,0.09773934,-122.119865,100,0.32691148,148,-1.7089844e-05,1.2839795,-121.97556,9891.421841144562,10.0,1.0046867,4979.780746626367,4.1314573
1.0,0.068237305,0.0026354976,,1.0,1.0,-0.058845222,[ 0.02   0.411 -3.303 -1.992 -1.092],500.0,14900,1.0,0.017372131,1.0,-0.13659668,6702673,,-121.72862,100,0.32691148,149,1.0986329e-05,1.0,-121.72862,9961.470454216003,10.0,1.0,4999.572092374728,0.051076252
1.0,0.06414795,0.0019554903,,1.0,1.0,-0.052249663,[ 0.02   0.411 -3.303 -1.992 -1.092],500.0,15000,1.0,0.019600868,1.0,-0.14703369,6752673,,-121.72202,100,0.32691148,150,-8.4838866e-05,1.0,-121.72202,10031.953960895538,10.0,1.0,4999.5793418809935,0.044006687
1.0,0.06384277,0.0023701827,,1.0,1.0,-0.056723118,[ 0.02   0.411 -3.303 -1.992 -1.092],500.0,15100,1.0,0.015701294,1.0,-0.14013672,6802673,,-121.7265,100,0.32691148,151,-1.0375977e-05,1.0,-121.7265,10102.49304842949,10.0,1.0,4999.571068876992,0.04843478
1.034101,9.904907,8920.753,0.10118896,0.62162375,1.000769,-9.4827,[ 0.02   0.411 -3.303 -1.992 -1.092],495.02,15200,,9.9984,1.0302306,-973.49896,6852175,0.1122954,-131.54158,100,0.32165676,152,-3.4179688e-05,1.4247762,-131.3304,10172.077849388123,10.0,1.0050318,4949.671825282992,97.84034
1.0,0.0592041,0.002049489,,1.0,1.0,-0.05327264,[ 0.019  0.412 -3.303 -1.996 -1.097],500.0,15300,1.0,0.01864624,1.0,-0.14343262,6902175,,-121.72305,100,0.32165676,153,2.9296874e-05,1.0,-121.72305,10242.258228063583,10.0,1.0,4999.581401992566,0.045043275
1.0120499,19.929077,19466.367,0.14009364,0.9052406,0.9950462,-19.843306,[ 0.019  0.412 -3.303 -1.996 -1.097],490.02,15400,,9.998068,1.0033833,-973.45544,6951177,0.0330569,-141.5479,100,0.32167906,154,-1.0375977e-05,1.2496641,-141.52951,10311.488984584808,10.0,0.98159057,4899.596120708929,139.06506
1.0,0.05432129,0.0016767167,,1.0,1.0,-0.0481571,[ 0.017  0.411 -3.303 -1.994 -1.097],500.0,15500,1.0,0.015060425,1.0,-0.12445068,7001177,,-121.71793,100,0.32167906,155,-3.2958986e-05,1.0,-121.71793,10382.419509649277,10.0,1.0,4999.590642847447,0.040741827
1.0,0.06329346,0.002436926,,1.0,1.0,-0.051514864,[ 0.017  0.411 -3.303 -1.994 -1.097],500.0,15600,1.0,0.017090797,1.0,-0.17810059,7051177,,-121.72129,100,0.32167906,156,1.0375977e-05,1.0,-121.72129,10453.44879102707,10.0,1.0,4999.584505823697,0.04911888
1.0,0.06817627,0.0020413252,,1.0,1.0,-0.053159516,[ 0.017  0.411 -3.303 -1.994 -1.097],500.0,15700,1.0,0.017593384,1.0,-0.18255615,7101177,,-121.72294,100,0.32167906,157,3.3569337e-05,1.0,-121.72294,10524.104204416275,10.0,1.0,4999.5848873176565,0.04495281
1.0,0.06188965,0.0023521362,,1.0,1.0,-0.053883504,[ 0.017  0.411 -3.303 -1.994 -1.097],500.0,15800,1.0,0.016859055,1.0,-0.21051025,7151177,,-121.72366,100,0.32167906,158,-5.0048828e-05,1.0,-121.72366,10594.436656951904,10.0,1.0,4999.582826559776,0.048255455
1.0,0.055358887,0.0018071955,,1.0,1.0,-0.05370662,[ 0.017  0.411 -3.303 -1.994 -1.097],500.0,15900,1.0,0.019536018,1.0,-0.16052246,7201177,,-121.72348,100,0.32167906,159,-8.239746e-05,1.0,-121.72348,10664.72507071495,10.0,1.0,4999.58539094851,0.042305965
1.0,0.059326172,0.0018346094,,1.0,1.0,-0.054000653,[ 0.017  0.411 -3.303 -1.994 -1.097],500.0,16000,1.0,0.018614769,1.0,-0.11755371,7251177,,-121.72378,100,0.32167906,160,4.0283205e-05,1.0,-121.72378,10735.502240896225,10.0,1.0,4999.583016574446,0.042619128
1.0288706,9.891418,8630.257,0.10082157,0.50520986,0.98905206,-9.324352,[ 0.017  0.411 -3.303 -1.994 -1.097],495.02,16100,,9.998444,1.0250995,-973.50214,7300679,0.11981709,-131.5386,100,0.31851283,161,4.4555665e-05,1.44922,-131.14929,10804.984303236008,10.0,1.0025632,4949.680634773354,97.84067
1.0,0.055236816,0.001725316,,1.0,1.0,-0.050403837,[ 0.018  0.412 -3.324 -2.002 -1.1  ],500.0,16200,1.0,0.015406609,1.0,-0.13647461,7350679,,-121.720184,100,0.31851283,162,-2.5634765e-05,1.0,-121.720184,10877.128047704697,10.0,1.0,4999.598541997959,0.041333806
1.0,0.06536865,0.0023816605,,1.0,1.0,-0.05240976,[ 0.018  0.412 -3.324 -2.002 -1.1  ],500.0,16300,1.0,0.016336441,1.0,-0.19317627,7400679,,-121.72218,100,0.31851283,163,-6.347656e-05,1.0,-121.72218,10947.124749422073,10.0,1.0,4999.59646661506,0.04856869
1.0,0.055236816,0.0017810974,,1.0,1.0,-0.050995167,[ 0.018  0.412 -3.324 -2.002 -1.1  ],500.0,16400,1.0,0.014948845,1.0,-0.16033936,7450679,,-121.72077,100,0.31851283,164,2.5024414e-05,1.0,-121.72077,11016.938907146454,10.0,1.0,4999.600166991935,0.042000487
1.0,0.060668945,0.0017669402,,1.0,1.0,-0.052978113,[ 0.018  0.412 -3.324 -2.002 -1.1  ],500.0,16500,1.0,0.017626762,1.0,-0.12634277,7500679,,-121.722755,100,0.31851283,165,-6.1035155e-07,1.0,-121.722755,11084.150240182877,10.0,1.0,4999.59450936543,0.041832704
1.0,9.992554,9866.947,0.09939987,1.0,1.0,-9.9663515,[ 0.018  0.412 -3.324 -2.002 -1.1  ],495.01,16600,,9.998564,1.0,-983.3918,7550180,,-131.63612,100,0.31851283,166,5.432129e-05,1.0,-131.63612,11150.99455165863,10.0,0.99002,4949.610525983906,98.8346
