EpThisIter,TimeElapsed,StdIW,EmpiricalD2,MeanEntropy,TimestepsSoFar,InitialReturnStd,MaxD2w0t,J_sample_variance,InitialBound,ReturnMeanIW,ReturnStepMax,Weights,InitialReturnMean,EpLenMean,MinD2w0t,MinIW,Bound,EpRewMean,InitialReturnMax,MeanD2w0t,StdD2w0t,MaxIW,ReturnStepMaxmin,EpisodesSoFar,InitialReturnMin,Iteration,MeanIW
100,443.91670966148376,1.0819119,23.51505,0.5243952,242222,130.9598,54.265354,68302.89,-451.5431,-180.9171,9.9095955,[-1.053  1.556 -1.281 -2.708 -0.893],2.0141602e-05,113.66,,0.003633888,-357.7283,1126.323305403935,262.42377,0.6392202,2.2342184,33.70285,9.819191,3800,-633.2431,38,0.70411354
100,465.928377866745,0.8642745,21.353653,0.5070643,254473,153.57983,42.04924,77402.33,-430.2365,-162.1504,9.915929,[-1.011  1.603 -1.286 -2.675 -0.895],-2.5024414e-05,122.51,,0.0060909586,-331.21063,1214.7983855102334,252.73944,0.6526468,2.155386,12.896077,9.831858,3900,-675.233,39,0.6421494
100,487.62146162986755,0.7939266,27.506008,0.4899892,267282,148.0801,47.69464,77096.59,-414.82895,-156.41368,9.919337,[-0.965  1.644 -1.292 -2.645 -0.912],-3.967285e-06,128.09,,0.00014553465,-319.45135,1270.5661983174361,246.15839,0.6732544,2.6122587,12.12172,9.838675,4000,-691.08905,40,0.6164363
100,508.21196007728577,0.56198126,1.4600116,0.46271163,279063,148.34775,2.5015798,51813.43,-441.73697,-290.0272,9.912571,[-1.031  1.631 -1.299 -2.631 -0.929],-7.93457e-06,117.81,,0.06676169,-420.1924,1167.798792592142,295.7531,0.28909904,0.5282085,3.0343697,9.825142,4100,-663.5444,41,0.91844237
100,529.9357705116272,0.913258,14.221632,0.5078903,291490,141.73238,36.811836,85005.766,-419.14624,-224.40656,9.917356,[-1.022  1.602 -1.302 -2.648 -0.956],4.4555665e-05,124.27,,0.0028587757,-386.27478,1232.4280992959184,267.9956,0.58122593,1.5925146,17.958904,9.834711,4200,-676.66693,42,0.80570185
100,551.5776162147522,0.79522234,2.5340862,0.46069768,303631,163.45863,5.46397,86474.95,-438.84564,-277.14685,9.915037,[-0.983  1.625 -1.326 -2.678 -0.911],7.93457e-06,121.41,,0.029188935,-418.26764,1203.7831481791814,273.3131,0.38222212,0.7272577,8.234617,9.830075,4300,-666.609,43,0.92266756
100,573.6242439746857,0.33854413,1.1246777,0.45198828,316278,150.84856,1.2290616,34676.938,-413.33423,-282.78305,9.918731,[-0.98   1.659 -1.344 -2.672 -0.958],-4.333496e-05,126.47,,0.30142462,-404.8655,1254.4203726120197,224.84528,0.26403648,0.45409527,2.4929307,9.837461,4400,-692.3555,44,0.9676512
100,597.4835543632507,1.1032584,14.681223,0.47369716,330460,132.3155,23.157412,119184.05,-374.77966,-205.41315,9.927302,[-0.98   1.674 -1.353 -2.665 -0.967],-1.4648437e-05,141.82,,0.0057268697,-353.5138,1407.8871963931206,208.51056,0.5890987,1.5684727,13.018702,9.854605,4500,-722.0647,45,0.81348485
100,619.1338272094727,0.88928556,20.772339,0.49332747,342895,132.75047,60.45874,70312.01,-418.44806,-175.15831,9.917231,[-1.042  1.683 -1.342 -2.709 -0.945],6.0424805e-05,124.35,,0.0023281903,-335.12625,1233.2055231259058,237.9383,0.58721745,2.0101163,11.702167,9.834461,4600,-677.163,46,0.6752759
100,641.1878941059113,1.0616542,24.97924,0.47532573,355541,95.30324,34.386898,150221.02,-406.98074,-162.40024,9.918599,[-1.107  1.683 -1.346 -2.682 -0.926],-5.4931643e-06,126.46,,0.0009167772,-326.0216,1254.3041638179038,209.84247,0.6297339,2.206606,32.15283,9.837198,4700,-164.79785,47,0.63328165
100,661.0827329158783,0.8120942,15.216281,0.5049026,366980,115.09775,23.175821,120437.695,-442.53088,-209.31355,9.910297,[-1.153  1.638 -1.336 -2.669 -0.944],-5.0048828e-05,114.39,,0.01730811,-375.92355,1133.637647768032,242.62286,0.53916025,1.5694447,12.907523,9.820595,4800,-642.23083,48,0.6914165
100,681.3548262119293,1.202075,19.416237,0.53059185,378797,116.80661,30.043972,148416.6,-435.05087,-206.801,9.912816,[-1.11   1.667 -1.334 -2.634 -0.914],2.6855469e-05,118.17,,0.0046908404,-366.92126,1171.3962404212662,292.583,0.5382381,1.7890726,9.817389,9.825632,4900,-630.92535,49,0.7314034
100,702.5217432975769,1.0898423,3.8759396,0.46754542,391157,107.343735,8.392526,107988.72,-414.8027,-230.72556,9.916545,[-1.065  1.7   -1.377 -2.67  -0.888],-3.7841797e-05,123.6,,0.00673992,-381.76495,1225.6834305773787,210.32355,0.4591662,0.905684,9.135111,9.83309,5000,-542.06604,50,0.8021511
100,723.6501471996307,0.6072542,1.5204213,0.42748445,403900,84.341866,2.2445364,39572.645,-401.62756,-259.90945,9.919176,[-1.102  1.712 -1.364 -2.682 -0.951],1.7089844e-05,127.43,,0.1305169,-390.26257,1263.9988229333635,221.6795,0.3181293,0.5520715,4.5655665,9.838352,5100,-189.34583,51,0.9313414
100,744.0927972793579,0.81436604,26.33155,0.3726395,415735,109.22634,51.218044,70712.94,-429.3013,-145.43568,9.913098,[-1.108  1.71  -1.377 -2.674 -0.991],-5.0048828e-05,118.35,,0.0013276374,-330.14273,1173.213395595712,222.20532,0.7390525,2.5470853,9.887768,9.826197,5200,-665.5784,52,0.5868889
100,766.7884860038757,0.9021171,37.904522,0.33188316,429670,87.0154,82.47928,57868.98,-373.985,-118.48002,9.926377,[-1.05   1.721 -1.398 -2.669 -1.046],-6.8359375e-05,139.35,,0.00031032914,-295.96664,1383.2383259542485,202.08557,0.93201303,3.4760442,12.111275,9.852755,5300,-145.81464,53,0.62028503
100,790.8376333713531,1.0025065,23.741732,0.35924047,443316,111.6043,42.000565,78043.29,-385.21344,-158.04771,9.924868,[-1.124  1.74  -1.399 -2.65  -1.087],-4.272461e-06,136.46,,0.0027448172,-321.8949,1354.3447834487465,242.56097,0.7176513,2.2242892,26.324654,9.849735,5400,-701.5941,54,0.71873224
100,813.8936259746552,1.0608135,25.05793,0.32778788,456837,110.71882,40.873177,94668.78,-387.84628,-150.96295,9.923918,[-1.095  1.782 -1.414 -2.639 -1.06 ],-3.0517579e-06,135.21,,0.00093558326,-311.66705,1341.8105077646512,226.4112,0.6906135,2.3065617,10.638422,9.847836,5500,-708.64996,55,0.700401
100,837.2814245223999,0.8462848,19.94832,0.35513476,470792,73.3469,33.99333,49108.258,-368.29706,-107.1654,9.926326,[-1.044  1.801 -1.429 -2.644 -1.091],5.7373047e-05,139.55,,0.00773043,-262.55258,1385.2157976196097,193.90057,0.6554197,1.9496223,8.840902,9.852652,5600,-151.60632,56,0.57998025
100,861.6823546886444,1.1250033,19.992016,0.36644855,486049,103.60088,32.877533,98265.97,-347.46063,-158.47209,9.932439,[-0.996  1.808 -1.439 -2.677 -1.064],-3.173828e-05,152.57,,0.0036680968,-309.30978,1515.3874562787519,216.03308,0.7123867,2.023112,13.517064,9.864878,5700,-463.6952,57,0.7843365
100,886.7202174663544,1.2676275,17.891636,0.3669703,501579,146.27179,54.07224,91461.13,-352.93457,-139.97136,9.9332285,[-0.963  1.847 -1.464 -2.668 -1.053],9.155274e-06,155.3,,0.0025430005,-291.7475,1542.6264393392821,213.3877,0.7508957,2.0726845,25.886108,9.866457,5800,-744.70026,58,0.73655987
100,909.8068416118622,0.6454,25.247736,0.35025445,517056,110.42047,40.575195,24426.695,-341.36847,-76.89791,9.9332905,[-0.893  1.808 -1.481 -2.687 -1.052],4.0283205e-05,154.77,,0.0016299777,-229.44836,1537.3707567057975,179.40405,0.7850031,2.4624548,8.985743,9.866581,5900,-609.24384,59,0.530655
100,923.5082495212555,1.3063078,29.775446,0.31931195,533744,156.75513,91.55502,71172.266,-335.96167,-141.03972,9.937938,[-0.847  1.831 -1.484 -2.687 -1.069],-1.2817382e-05,166.88,,0.0013012441,-295.3803,1658.4385436026862,219.73834,0.9799556,3.1382027,41.625664,9.875875,6000,-762.23676,60,0.8332264
100,951.1922564506531,1.0359291,30.226694,0.2941911,551170,121.64727,53.333195,50601.918,-307.02264,-116.2217,9.940592,[-0.808  1.86  -1.568 -2.744 -1.1  ],5.7373047e-05,174.26,,0.00038594374,-267.46,1732.2408940737046,175.66138,0.99658936,3.1078405,17.754253,9.881184,6100,-801.43665,61,0.7664298
100,979.1741337776184,0.8650418,5.444376,0.23892352,569799,105.8586,12.166868,14630.096,-284.58087,-94.83058,9.94431,[-0.76   1.867 -1.578 -2.773 -1.125],-6.469726e-05,186.29,,0.009098463,-248.18968,1852.518462210027,134.34613,0.9343109,1.5009316,9.710689,9.88862,6200,-658.88696,62,0.7551722
100,1009.588840007782,0.46070877,1.3776102,0.2261096,589583,151.4296,1.6436784,25972.078,-285.19406,-152.48392,9.948225,[-0.74   1.85  -1.582 -2.805 -1.18 ],5.2490235e-05,197.84,,0.14031948,-276.26236,1968.1474865875489,169.1955,0.44089124,0.548384,3.578139,9.89645,6300,-824.1318,63,0.9518641
100,1041.2090752124786,0.14577748,1.0241776,0.22981507,610042,103.46961,1.0458196,12179.588,-262.21033,-140.075,9.949618,[-0.727  1.843 -1.615 -2.819 -1.193],3.0517578e-05,204.59,,0.6757905,-261.42566,2035.5820730071991,143.88483,0.41320977,0.49654722,1.7682856,9.899237,6400,-837.2893,64,0.98169667
100,1068.2342879772186,1.3829886,15.457425,0.21414872,629426,60.00196,26.383944,40257.215,-268.69128,-105.52067,9.946698,[-0.721  1.833 -1.6   -2.815 -1.189],8.4838866e-05,193.84,,0.0011111046,-252.19797,1928.059563400737,145.22931,0.9512161,2.0179596,17.266571,9.893396,6500,-125.555664,65,0.8924703
100,1101.9826774597168,0.7249944,35.476143,0.21036336,650688,145.8424,64.80578,31443.018,-261.47717,-68.449066,9.951158,[-0.7    1.874 -1.603 -2.803 -1.205],-1.2817382e-05,212.62,,0.0025318512,-206.34851,2115.8038098528864,124.26416,1.1598395,3.63062,14.364657,9.902315,6600,-848.14984,66,0.69199264
100,1132.7707970142365,1.3418643,25.545105,0.18595345,673088,105.959076,55.260307,28454.135,-241.88412,-83.31906,9.953578,[-0.658  1.882 -1.618 -2.817 -1.209],-3.3569337e-05,224.0,,0.002229623,-221.46136,2229.5886259900058,113.65161,1.1821567,2.9773347,19.388288,9.907156,6700,-694.35944,67,0.8469622
100,1168.703322649002,1.2836647,26.107319,0.19445498,696216,108.69019,46.01143,43366.4,-235.94751,-73.612404,9.955559,[-0.616  1.875 -1.669 -2.834 -1.233],-1.3427734e-05,231.28,,0.002600481,-207.75009,2302.5077337096736,119.16461,1.1259202,2.8984165,54.14163,9.911118,6800,-874.19617,68,0.8089259
100,1206.6529705524445,0.997122,3.069328,0.18839762,720892,87.54672,4.103853,23349.955,-216.96335,-79.79859,9.958125,[-0.584  1.895 -1.688 -2.856 -1.224],-5.4931643e-06,246.76,,0.024897968,-204.37572,2457.250877136345,99.86212,0.62762475,0.70151186,8.454504,9.91625,6900,-719.80475,69,0.93310857
100,1244.6771082878113,1.3423156,34.351353,0.16326994,745704,160.02737,72.99351,33895.207,-226.43802,-74.36962,9.958434,[-0.561  1.89  -1.695 -2.871 -1.231],1.5258789e-05,248.12,,0.0007951342,-210.29065,2470.8722877515565,109.22168,1.5345342,4.0891886,21.453062,9.916868,7000,-884.02625,70,0.9062103
100,1286.7518932819366,1.0653245,40.787514,0.15997338,773262,122.15576,86.4843,25253.191,-205.13297,-55.88824,9.963722,[-0.522  1.889 -1.69  -2.871 -1.256],-3.8452148e-05,275.58,,0.0015762671,-189.10378,2745.7813688811652,87.42908,1.7137057,4.8629293,14.646854,9.927444,7100,-905.921,71,0.7626755
100,1324.772522687912,1.1888112,39.584103,0.15790167,797785,161.90782,76.323395,39996.574,-233.1256,-82.437225,9.958083,[-0.557  1.878 -1.716 -2.837 -1.259],-1.5258789e-05,245.23,,0.0007340305,-216.21877,2442.00458376019,116.006165,1.485181,4.4458103,14.491676,9.916166,7200,-877.29956,72,0.8228728
100,1360.601991891861,1.4055321,12.923729,0.16969243,820547,124.11741,27.569431,42914.28,-236.72992,-70.901596,9.954556,[-0.6    1.896 -1.713 -2.854 -1.261],4.3945314e-05,227.62,,0.012500167,-203.64772,2265.8410096753555,109.872314,0.9222791,1.7446891,24.107012,9.909113,7300,-873.2958,73,0.76583296
100,1400.2808465957642,1.4336189,43.64556,0.15143153,846252,109.78603,85.18807,20708.334,-215.53207,-51.34354,9.960756,[-0.564  1.879 -1.713 -2.866 -1.249],-1.586914e-05,257.05,,0.0014414748,-187.28969,2560.3959276646883,98.169495,1.6412394,4.845174,53.010033,9.921513,7400,-895.19116,74,0.86761343
100,1439.2902410030365,1.0893642,20.548098,0.12707035,871575,160.16374,33.122383,33583.953,-223.98254,-72.20803,9.958875,[-0.526  1.884 -1.729 -2.874 -1.268],-1.7089844e-05,253.23,,0.0008280449,-205.965,2521.8698046784098,99.000854,1.2910764,2.684881,13.11139,9.917749,7500,-886.5273,75,0.81993467
100,1482.3316857814789,0.9801983,50.994663,0.1088073,899479,129.69855,106.293076,13596.901,-201.501,-43.288746,9.963953,[-0.492  1.881 -1.73  -2.853 -1.292],2.4414063e-05,279.04,,0.00039488915,-178.68935,2780.319983477528,83.77777,2.0830865,6.0283527,20.81102,9.927906,7600,-889.7138,76,0.7482671
100,1523.4340188503265,1.0545868,16.473124,0.073585875,926240,100.587944,31.988909,19327.822,-200.7641,-53.142513,9.96182,[-0.525  1.867 -1.731 -2.857 -1.31 ],-6.347656e-05,267.61,,0.0013835769,-189.6537,2665.862536664503,83.23041,1.4037759,2.4434001,11.35574,9.923639,7700,-910.07776,77,0.7746801
100,1566.5534117221832,1.4673625,34.904064,0.06282808,954125,133.35437,62.639336,21926.473,-200.32668,-44.223595,9.96273,[-0.495  1.86  -1.734 -2.873 -1.345],4.5166016e-05,278.85,,0.0011977195,-175.11597,2778.081954628735,82.62421,1.6224884,4.120783,66.66412,9.925461,7800,-900.6365,78,0.80567044
100,1611.3413434028625,0.85638595,6.469076,0.041781556,983595,83.24384,11.565926,7194.3735,-181.94897,-38.756634,9.96601,[-0.461  1.856 -1.739 -2.885 -1.356],-9.155274e-06,294.7,,0.0041117817,-169.88564,2936.9526816806983,64.0116,1.0985241,1.2663063,9.1614895,9.93202,7900,-755.6838,79,0.80266494
100,1654.1441695690155,1.0851121,24.737638,0.048676305,1011559,162.088,49.253326,36888.445,-206.14934,-64.62641,9.963437,[-0.486  1.879 -1.739 -2.876 -1.377],-3.173828e-05,279.64,,0.003824095,-193.20584,2786.148744675127,88.46948,1.3761017,3.1055539,15.363472,9.926874,8000,-904.87286,80,0.86326593
100,1695.2749054431915,1.0287948,54.235336,0.036941778,1042624,135.61731,100.56824,18887.26,-183.19807,-36.6199,9.96748,[-0.452  1.862 -1.777 -2.872 -1.37 ],4.333496e-05,310.65,,0.0015912174,-166.7465,3096.362413245482,65.07953,2.2315211,6.3538675,26.500751,9.934959,8100,-928.27484,81,0.8574606
