MeanIW,TimestepsSoFar,ReturnStepMaxmin,EpisodesSoFar,EpLenMean,MinIW,InitialBound,J_sample_variance,MinD2w0t,Bound,MaxD2w0t,MeanD2w0t,StdIW,InitialReturnMean,EpThisIter,InitialReturnStd,StdD2w0t,MeanEntropy,MaxIW,EpRewMean,EntropyCoefficient,ReturnMeanIW,InitialReturnMax,ReturnStepMax,EmpiricalD2,InitialReturnMin,Weights,Iteration,TimeElapsed
0.9999025,2580919,9.998106,7900,499.39,0.9939131,-119.3887,0.32231852,,-119.38726,0.99999976,0.9987605,0.0007589723,-2.0751953e-05,100,0.5681896,0.03490516,0.23750734,1.0021182,4993.307681363564,10.0,-0.09326199,0.14135742,10.0,0.999882,-5.6116333,[-0.024  0.76  -2.609 -2.049 -1.181],79,3798.9811747074127
0.9999998,2630873,9.998064,8000,499.54,0.9999776,-119.37353,0.17259987,,-119.37353,1.0,0.99908,5.691005e-06,1.953125e-05,100,0.41338137,0.030318854,0.23750734,1.0000043,4994.791898886567,10.0,-0.07882843,0.12670898,10.0,1.0,-4.0340576,[-0.024  0.76  -2.609 -2.049 -1.181],80,3888.2323501110077
1.015942,2680377,9.998096,8100,495.04,0.60296494,-128.96146,7131.16,,-128.02777,1.0407703,1.0039611,0.11617665,-3.7841797e-05,100,95.88289,0.100817814,0.23429544,1.3969631,4949.808560748456,10.0,-8.472998,9.715881,10.0,1.0264069,-954.0226,[-0.024  0.76  -2.609 -2.049 -1.181],81,3985.0344989299774
0.99914294,2729878,9.998116,8200,495.01,0.9331334,-129.29909,9855.404,,-129.29095,1.0028096,0.99059844,0.022164252,-0.00011108399,100,98.83179,0.099459395,0.23523746,1.1019201,4949.515169288018,10.0,-9.966757,10.019226,10.0,1.0012424,-983.3638,[-0.025  0.765 -2.647 -2.05  -1.185],82,4085.237379550934
1.0026824,2779878,0.0172863,8300,500.0,0.95513767,-119.36789,0.0035310867,1.0000005,-119.363396,1.000239,1.0000777,0.013343459,-6.1035157e-06,100,0.058998153,8.052956e-05,0.23584197,1.0512279,4999.537971846642,10.0,-0.050607935,0.07702637,10.0,1.0002385,-0.222229,[-0.025  0.764 -2.647 -2.05  -1.184],83,4185.620547533035
0.9999832,2829866,9.998119,8400,499.88,0.95409185,-119.351204,0.011644243,,-119.3476,1.0006347,1.0000538,0.014819357,0.00012207031,100,0.10804069,0.015495494,0.23656385,1.0718962,4998.206457473387,10.0,-0.039847687,0.07659912,10.0,1.0006034,-0.9416504,[-0.025  0.764 -2.647 -2.05  -1.183],84,4288.623802661896
0.9976924,2879866,0.01755333,8500,500.0,0.9400098,-119.36283,0.0043943687,1.0000014,-119.35873,1.0007184,1.0003458,0.017579082,-1.3427734e-05,100,0.06584186,0.00020709477,0.23741882,1.0644704,4999.501055829072,10.0,-0.05881179,0.085754395,10.0,1.000716,-0.25860596,[-0.025  0.764 -2.647 -2.05  -1.182],85,4379.100068807602
0.9968142,2929363,9.997608,8600,494.97,0.871916,-129.24811,9768.471,,-129.22635,1.0087029,0.9912305,0.03612964,-2.0141602e-05,100,98.831245,0.09992878,0.23629576,1.1802226,4948.9913785278795,10.0,-9.903377,10.032776,10.0,1.0028212,-983.3582,[-0.025  0.764 -2.647 -2.05  -1.182],86,4471.056955099106
1.0000443,2979353,9.997742,8700,499.9,0.9986488,-119.33819,0.011192814,,-119.337944,1.0000001,0.9998,0.0004243953,3.7841797e-05,100,0.105243966,0.014140768,0.23632015,1.0016942,4998.309319430346,10.0,-0.031375412,0.09454346,10.0,1.0,-0.74139404,[-0.026  0.762 -2.647 -2.048 -1.183],87,4568.897710800171
0.98860687,3028357,9.997717,8800,490.04,0.46823534,-138.98265,16583.984,,-138.35478,1.2024997,1.0364159,0.21190414,-2.9907227e-05,100,137.66568,0.1521091,0.22864655,2.3237762,4899.72140820848,10.0,-18.308813,19.738464,10.0,1.1207411,-963.6601,[-0.026  0.762 -2.647 -2.048 -1.183],88,4661.482116937637
0.9928192,3077858,9.9981785,8900,495.01,0.8430717,-129.34915,9731.281,,-129.32222,1.0090971,0.9921448,0.041414898,8.728027e-05,100,98.83274,0.09962282,0.22708604,1.1366878,4949.526437810854,10.0,-9.897085,10.0095825,10.0,1.0044917,-983.3731,[-0.029  0.752 -2.62  -2.03  -1.19 ],89,4765.50923204422
1.0042951,3127756,9.9977,9000,498.98,0.5363015,-119.52001,0.29386967,,-119.48939,1.0502174,1.001465,0.057421207,-3.173828e-05,100,0.9016453,0.04557983,0.22822767,1.2396855,4989.104712367168,10.0,-0.08090435,0.1876831,10.0,1.0107967,-8.848267,[-0.029  0.751 -2.62  -2.031 -1.192],90,4864.785995483398
1.005034,3176759,9.997707,9100,490.03,0.86129886,-139.17079,19195.49,,-139.12688,1.0159194,0.9833436,0.05378067,5.9814454e-05,100,138.365,0.14028129,0.229579,1.3078856,4899.617781011599,10.0,-19.709606,19.84967,10.0,1.0069939,-973.5323,[-0.027  0.751 -2.62  -2.031 -1.191],91,4963.810612916946
0.9948927,3226557,9.997738,9200,497.98,0.3452729,-119.64128,0.58899677,,-119.53033,1.1927758,1.006282,0.10173406,-4.760742e-05,100,1.9372579,0.066673286,0.23035537,1.402919,4979.113710231726,10.0,-0.11469724,0.33770752,10.0,1.0337327,-18.003174,[-0.028  0.749 -2.621 -2.032 -1.189],92,5064.417454957962
1.0020803,3276557,0.016822815,9300,500.0,0.92952883,-119.41993,0.0026263103,1.0000014,-119.415764,1.0007173,1.0003458,0.016886715,2.380371e-05,100,0.050989244,0.00020700884,0.23121133,1.063696,4999.524931406044,10.0,-0.053772524,0.091796875,10.0,1.0007157,-0.1305542,[-0.024  0.748 -2.621 -2.032 -1.189],93,5163.236716508865
1.0003198,3326045,9.997711,9400,494.88,0.8268596,-129.3124,9760.831,,-129.28445,1.0061318,0.99098533,0.036447257,1.6479493e-05,100,98.83158,0.1008017,0.23034926,1.1952094,4948.112535331244,10.0,-9.902505,10.020996,10.0,1.0025784,-983.3611,[-0.024  0.748 -2.621 -2.032 -1.188],94,5260.396020889282
1.0001383,3376010,9.998106,9500,499.65,0.78422916,-119.43016,0.051039815,,-119.42145,1.0052173,1.0000067,0.029124731,-9.2163085e-05,100,0.28444877,0.026473355,0.23133202,1.1356395,4995.907335102048,10.0,-0.05797288,0.107299805,10.0,1.0017017,-2.7676392,[-0.025  0.746 -2.621 -2.029 -1.189],95,5359.184064626694
1.000129,3426010,0.017309189,9600,500.0,0.9393598,-119.41052,0.003989356,1.0000012,-119.40595,1.0005989,1.0002923,0.019055894,-2.9907227e-05,100,0.06262511,0.00017237829,0.23216748,1.0766776,4999.520366998816,10.0,-0.05425893,0.08508301,10.0,1.0005966,-0.1986084,[-0.024  0.746 -2.621 -2.029 -1.188],96,5457.394990444183
0.99999857,3475959,9.998241,9700,499.49,0.9999248,-119.426414,0.22118767,,-119.42641,1.0,0.99898,1.5241956e-05,-4.0283205e-05,100,0.46798074,0.031920128,0.2321675,1.0000064,4994.335362729375,10.0,-0.078310795,0.12225342,10.0,1.0,-4.6279907,[-0.024  0.746 -2.621 -2.029 -1.187],97,5554.421607732773
0.9949783,3524961,9.997623,9800,490.02,0.8963578,-139.22728,19471.236,,-139.19937,1.0109293,0.98144186,0.030948874,4.5166016e-05,100,139.06177,0.14006977,0.23314574,1.1982236,4899.500509907699,10.0,-19.847359,19.948792,10.0,1.0034714,-973.43225,[-0.024  0.746 -2.621 -2.029 -1.187],98,5650.179865121841
1.0,3574961,0.016950607,9900,500.0,1.0,-119.39265,0.0042316862,1.0,-119.39265,1.0,1.0,,-3.234863e-05,100,0.06472722,,0.23314574,1.0,4999.515576976924,10.0,-0.05433115,0.08465576,10.0,1.0,-0.19940186,[-0.025  0.745 -2.621 -2.027 -1.186],99,5748.430197715759
0.991425,3624463,9.998053,10000,495.02,0.60701203,-131.54214,8763.615,,-131.28835,1.0632137,1.008326,0.1230471,-2.5634765e-05,100,97.83848,0.101775736,0.22948384,1.5458188,4949.596465881744,,-9.398786,9.926331,10.0,1.0384057,-973.4803,[-0.025  0.745 -2.621 -2.027 -1.186],100,5845.145047187805
0.9829634,3672968,9.9972,10100,485.05,0.2436727,-151.27007,25456.783,,-150.13846,1.1086395,1.0118972,0.21251236,-3.3569337e-05,100,168.30933,0.1793034,0.22201194,2.2380342,4849.7060501702,,-27.891151,29.6969,10.0,1.0823092,-963.6902,[-0.027  0.745 -2.627 -2.035 -1.189],101,5940.512517690659
1.0,3722933,9.997883,10200,499.65,1.0,-121.70964,0.06959151,,-121.70964,1.0,0.9993,,7.6904296e-05,100,0.26247087,0.026448095,0.22201194,1.0,4995.844798126619,,-0.039861675,0.10412598,10.0,1.0,-2.529541,[-0.027  0.734 -2.654 -2.022 -1.197],102,6040.343188047409
1.0,3772886,9.998285,10300,499.53,1.0,-121.74289,0.17182624,,-121.74289,1.0,0.99906,,-5.3100586e-05,100,0.4124358,0.0306452,0.22201194,1.0,4994.747446828504,,-0.07310921,0.12060547,10.0,1.0,-4.0529785,[-0.027  0.734 -2.654 -2.022 -1.197],103,6137.310440301895
1.0,3822823,9.998226,10400,499.37,1.0,-121.76678,0.36079416,,-121.76678,1.0,0.99874,,3.8452148e-05,100,0.59765226,0.0354732,0.22201194,1.0,4993.133886380716,,-0.09699744,0.14318848,10.0,1.0,-5.9177246,[-0.027  0.734 -2.654 -2.022 -1.197],104,6235.570021152496
1.006942,3872324,9.998207,10500,495.01,0.6360438,-131.64365,9367.369,,-131.51463,1.0272657,1.000741,0.102016255,3.173828e-05,100,98.832085,0.10067931,0.21748386,1.418443,4949.533320014499,,-9.718365,10.022522,10.0,1.0220021,-983.3666,[-0.027  0.734 -2.654 -2.022 -1.197],105,6331.736129522324
1.0,3922324,0.016648293,10600,500.0,1.0,-121.72656,0.0034829986,1.0,-121.72656,1.0,1.0,,-3.4179688e-05,100,0.058718722,,0.21748386,1.0,4999.537449466406,,-0.05678551,0.092285156,10.0,1.0,-0.19470215,[-0.028  0.734 -2.654 -2.022 -1.201],106,6429.342230796814
1.0,3972324,0.017018318,10700,500.0,1.0,-121.72782,0.005299379,1.0,-121.72782,1.0,1.0,,9.70459e-05,100,0.07243691,,0.21748386,1.0,4999.51547874975,,-0.05804241,0.08026123,10.0,1.0,-0.3796997,[-0.028  0.734 -2.654 -2.022 -1.201],107,6526.625471115112
1.0,4022281,9.998394,10800,499.57,1.0,-121.73642,0.13599387,,-121.73642,1.0,0.99914,,0.00010131836,100,0.36693722,0.029315261,0.21748386,1.0,4995.173173586233,,-0.066645026,0.097839355,10.0,1.0,-3.6154175,[-0.028  0.734 -2.654 -2.022 -1.201],108,6620.419943809509
1.0,4072273,9.998184,10900,499.92,1.0,-121.71804,0.007566125,,-121.71804,1.0,0.99984,,-1.8310546e-06,100,0.08654445,0.012647299,0.21748386,1.0,4998.621884489135,,-0.048267107,0.10345459,10.0,1.0,-0.56451416,[-0.028  0.734 -2.654 -2.022 -1.201],109,6714.534027099609
1.0,4122273,0.016929626,11000,500.0,1.0,-121.728584,0.00402529,1.0,-121.728584,1.0,1.0,,2.2583008e-05,100,0.063133605,,0.21748386,1.0,4999.511441695084,,-0.058805447,0.089416504,10.0,1.0,-0.20306396,[-0.028  0.734 -2.654 -2.022 -1.201],110,6809.068952083588
1.0,4172273,0.016729355,11100,500.0,1.0,-121.73244,0.004043348,1.0,-121.73244,1.0,1.0,,7.6904296e-05,100,0.063258186,,0.21748386,1.0,4999.54360806895,,-0.0626599,0.076293945,10.0,1.0,-0.17468262,[-0.028  0.734 -2.654 -2.022 -1.201],111,6903.405474185944
0.99999666,4221743,9.997044,11200,494.7,0.99950314,-131.59564,9866.182,,-131.5956,1.0,0.9894,0.00014962372,-6.591797e-05,100,98.8312,0.1024094,0.2174856,1.0007085,4946.146348202408,,-9.92582,10.023987,10.0,1.0,-983.3569,[-0.028  0.734 -2.654 -2.022 -1.201],112,6995.500713825226
1.0,4271743,0.014042854,11300,500.0,1.0,-121.71555,0.0022424248,1.0,-121.71555,1.0,1.0,,4.272461e-05,100,0.04710887,,0.2174856,1.0,4999.546018050577,,-0.04577846,0.06640625,10.0,1.0,-0.13323975,[-0.028  0.734 -2.654 -2.022 -1.201],113,7085.746536970139
1.0,4321689,9.997898,11400,499.46,1.0,-121.72557,0.16289276,,-121.72557,1.0,0.99892,,4.0283205e-05,100,0.40157232,0.03284333,0.2174856,1.0,4993.950444236759,,-0.055794954,0.11706543,10.0,1.0,-3.9160156,[-0.028  0.734 -2.654 -2.022 -1.201],114,7175.335730791092
0.9944602,4371544,9.998224,11500,498.55,0.46989292,-121.92806,1.0694443,,-121.852036,1.1004269,1.0045453,0.08065971,-3.540039e-05,100,2.1844993,0.055463344,0.21732236,1.2435703,4984.9346099065915,,-0.14257659,0.30541992,10.0,1.024044,-21.726501,[-0.028  0.734 -2.654 -2.022 -1.201],115,7261.5200736522675
0.99648553,4421457,9.998325,11600,499.13,0.60281956,-121.798065,0.3539201,,-121.7766,1.0384636,1.0007411,0.048999656,2.9296874e-05,100,0.9430101,0.041930214,0.21736355,1.1437517,4990.752880235865,,-0.09314947,0.17047119,10.0,1.008015,-9.368774,[-0.025  0.735 -2.654 -2.022 -1.202],116,7348.29479598999
1.008555,4470958,9.998253,11700,495.01,0.50611454,-131.63722,8506.892,,-131.26392,1.0623906,1.0154661,0.15451753,1.8310546e-06,100,98.83295,0.10300274,0.21292822,1.7581701,4949.543129071893,,-9.25674,10.007874,10.0,1.0500935,-983.3753,[-0.023  0.735 -2.654 -2.021 -1.202],117,7431.210782766342
1.0,4520459,9.998199,11800,495.01,0.99999666,-131.63144,9866.68,,-131.63144,1.0,0.99002,7.9959915e-07,2.0751953e-05,100,98.83327,0.09939919,0.21292822,1.0000032,4949.537129563605,,-9.961659,10.008667,10.0,1.0,-983.3784,[-0.023  0.723 -2.655 -2.005 -1.206],118,7507.081891775131
1.0,4570459,0.015334129,11900,500.0,1.0,-121.73035,0.004053319,1.0,-121.73035,1.0,1.0,,1.15966795e-05,100,0.06334649,,0.21292822,1.0,4999.5201300847,,-0.06057297,0.07501221,10.0,1.0,-0.20703125,[-0.023  0.723 -2.655 -2.005 -1.206],119,7581.897945165634
1.0,4620428,9.998297,12000,499.69,1.0,-121.73056,0.0740418,,-121.73056,1.0,0.99938,,1.4038086e-05,100,0.2707502,0.024892263,0.21292822,1.0,4996.345261610164,,-0.060782555,0.10223389,10.0,1.0,-2.6209106,[-0.023  0.723 -2.655 -2.005 -1.206],120,7654.066637277603
0.98926544,4670213,9.997412,12100,497.85,0.36991516,-121.89952,0.33939308,,-121.80463,1.1422685,1.0036734,0.09928758,-1.2207031e-05,100,1.4544053,0.06741297,0.21241412,1.2636254,4977.729102297239,,-0.094057605,0.30688477,10.0,1.026166,-11.611389,[-0.023  0.723 -2.655 -2.005 -1.206],121,7725.006199359894
1.0,4720213,0.017654419,12200,500.0,1.0,-121.72899,0.003986983,1.0,-121.72899,1.0,1.0,,3.8452148e-05,100,0.06283024,,0.21241412,1.0,4999.536411487959,,-0.059212215,0.08001709,10.0,1.0,-0.18927002,[-0.02   0.723 -2.655 -2.005 -1.207],122,7796.557040691376
0.9985693,4769714,9.998285,12300,495.01,0.86600065,-131.63007,9787.292,,-131.60913,1.0238703,0.99204797,0.04254989,3.7231446e-05,100,98.83383,0.09963384,0.21171424,1.4171739,4949.551267951532,,-9.919844,10.000488,10.0,1.0052092,-983.38403,[-0.02   0.723 -2.655 -2.005 -1.207],123,7866.94140625
1.0284088,4818718,9.997923,12400,490.04,0.2604503,-141.34923,11036.531,,-138.14369,1.3332868,1.114846,0.37307236,-6.713867e-05,100,137.66652,0.17916504,0.20304006,3.121958,4899.768424863662,,-14.907061,19.742615,10.0,1.2822403,-963.66644,[-0.021  0.721 -2.655 -2.002 -1.207],124,7936.58793258667
1.0,4868718,0.015303612,12500,500.0,1.0,-121.72633,0.0038755347,1.0,-121.72633,1.0,1.0,,4.2114258e-05,100,0.061944835,,0.20304006,1.0,4999.54707944248,,-0.05655631,0.07904053,10.0,1.0,-0.1586914,[-0.024  0.732 -2.704 -2.033 -1.216],125,8009.851934671402
1.0,4918718,0.016846657,12600,500.0,1.0,-121.72541,0.0039370386,1.0,-121.72541,1.0,1.0,,-5.859375e-05,100,0.062424757,,0.20304006,1.0,4999.558492871336,,-0.055630483,0.08270264,10.0,1.0,-0.1762085,[-0.024  0.732 -2.704 -2.033 -1.216],126,8081.359811544418
1.0,4968676,9.997864,12700,499.58,1.0,-121.72688,0.12401707,,-121.72688,1.0,0.99916,,-4.4555665e-05,100,0.3503947,0.02896893,0.20304006,1.0,4995.138879796373,,-0.057103984,0.11633301,10.0,1.0,-3.4241943,[-0.024  0.732 -2.704 -2.033 -1.216],127,8151.9334926605225
1.0,5018676,0.019024849,12800,500.0,1.0,-121.732765,0.005025881,1.0,-121.732765,1.0,1.0,,-6.591797e-05,100,0.070528775,,0.20304006,1.0,4999.547169325366,,-0.06299178,0.08508301,10.0,1.0,-0.23962402,[-0.024  0.732 -2.704 -2.033 -1.216],128,8223.838908672333
0.99848914,5068164,9.997896,12900,494.88,0.8908941,-131.6296,9814.029,,-131.61475,1.0021544,0.99056906,0.028807519,4.5166016e-05,100,98.83199,0.100756966,0.20393984,1.105811,4948.157820239445,,-9.933875,10.022156,10.0,1.0015681,-983.3652,[-0.024  0.732 -2.704 -2.033 -1.216],129,8293.77363538742
1.0,5118164,0.016262054,13000,500.0,1.0,-121.71979,0.0025802543,1.0,-121.71979,1.0,1.0,,-6.958008e-05,100,0.050539367,,0.20393984,1.0,4999.575797777023,,-0.050008256,0.072631836,10.0,1.0,-0.15802002,[-0.024  0.73  -2.704 -2.03  -1.215],130,8365.530574083328
1.0,5168164,0.016830444,13100,500.0,1.0,-121.72477,0.0035688598,1.0,-121.72477,1.0,1.0,,-1.3427734e-05,100,0.059452523,,0.20393984,1.0,4999.555623781014,,-0.054995913,0.08129883,10.0,1.0,-0.17120361,[-0.024  0.73  -2.704 -2.03  -1.215],131,8437.13423037529
0.99222594,5217638,9.997866,13200,494.74,0.86436796,-131.63802,9768.471,,-131.61374,1.009778,0.99137264,0.04098752,-2.6245118e-05,100,98.831215,0.102228574,0.20329334,1.1853687,4946.750734913287,,-9.9197445,10.023376,10.0,1.003907,-983.3553,[-0.024  0.73  -2.704 -2.03  -1.215],132,8507.445751190186
1.0,5267076,9.997976,13300,494.38,1.0,-131.67903,9865.867,,-131.67903,1.0,0.98876,,-1.0375977e-05,100,98.8292,0.1054205,0.20329334,1.0,4943.174317122327,,-10.009252,10.067322,10.0,1.0,-983.31976,[-0.024  0.726 -2.704 -2.025 -1.216],133,8578.267134428024
0.99639624,5316078,9.997936,13400,490.02,0.84919333,-141.54886,19376.033,,-141.50516,1.0123975,0.9824951,0.047420967,6.408691e-05,100,139.064,0.1402236,0.20332977,1.2720414,4899.572295356473,,-19.798214,19.939941,10.0,1.0050862,-973.4479,[-0.024  0.726 -2.704 -2.025 -1.216],134,8648.46498298645
1.0,5365996,9.997997,13500,499.18,0.9999981,-121.76772,0.65852654,,-121.76772,1.0,0.99836,3.3136098e-07,3.2958986e-05,100,0.8074341,0.040464263,0.20332977,1.0000017,4991.171948270901,,-0.09794925,0.15161133,10.0,1.0,-8.012207,[-0.025  0.721 -2.704 -2.019 -1.216],135,8720.142173051834
1.0,5415497,9.998337,13600,495.01,1.0,-131.63506,9866.747,,-131.63506,1.0,0.99002,,3.0517578e-05,100,98.833595,0.09939881,0.20332977,1.0,4949.564652946481,,-9.965285,10.004761,10.0,1.0,-983.3816,[-0.025  0.721 -2.704 -2.019 -1.216],136,8790.545463085175
1.0045352,5465405,9.998257,13700,499.08,0.5226204,-121.810165,0.28500125,,-121.77871,1.0403894,1.0011048,0.058861807,2.3193359e-05,100,1.0106486,0.04325753,0.20324703,1.2825258,4990.244215629817,,-0.09242477,0.18945312,10.0,1.0088868,-10.035828,[-0.025  0.721 -2.704 -2.019 -1.216],137,8861.665579795837
1.0048118,5515316,9.998318,13800,499.11,0.46698582,-121.80457,0.21855696,,-121.77032,1.0474803,1.0010046,0.055765416,-1.4648437e-05,100,0.9696947,0.04252989,0.20353785,1.2052104,4990.555197388436,,-0.08428761,0.17907715,10.0,1.0083777,-9.627808,[-0.023  0.722 -2.704 -2.019 -1.216],138,8933.178537130356
0.9796837,5564819,9.998251,13900,495.03,0.34671932,-131.45154,6644.302,,-130.55545,1.1290046,1.0477381,0.24473129,2.0751953e-05,100,96.855545,0.11037226,0.19623889,2.1848009,4949.745868554358,,-8.1978245,9.821716,10.0,1.1172847,-963.7003,[-0.021  0.722 -2.704 -2.019 -1.215],139,9003.581852197647
1.0,5614819,0.016767502,14000,500.0,1.0,-121.725655,0.0029511051,1.0,-121.725655,1.0,1.0,,1.8920899e-05,100,0.054045398,,0.19623889,1.0,4999.567194628244,,-0.05587489,0.06951904,10.0,1.0,-0.1998291,[-0.021  0.715 -2.698 -2.    -1.223],140,9076.072199821472
1.0,5664761,9.998327,14100,499.42,1.0,-121.75661,0.29101354,,-121.75661,1.0,0.99884,,2.1972657e-05,100,0.536752,0.034039576,0.19623889,1.0,4993.657321472635,,-0.08683117,0.12677002,10.0,1.0,-5.310364,[-0.021  0.715 -2.698 -2.    -1.223],141,9147.166580438614
1.0103585,5714238,9.997862,14200,494.77,0.7375023,-131.63608,9474.513,,-131.51907,1.01765,0.9958303,0.0750475,-3.7231446e-05,100,98.831314,0.10245177,0.19323713,1.2793908,4947.050724114471,,-9.768769,10.024963,10.0,1.012732,-983.35706,[-0.021  0.715 -2.698 -2.    -1.223],142,9217.62267780304
0.99929327,5763740,9.998356,14300,495.02,0.52812666,-131.53624,8522.919,,-131.20435,1.0474751,1.0113361,0.15661451,1.5258789e-05,100,97.84037,0.10218173,0.1893738,1.5919365,4949.669090423125,,-9.264655,9.904114,10.0,1.0423462,-973.4992,[-0.022  0.711 -2.698 -1.995 -1.226],143,9288.79586482048
1.0071423,5813241,9.998301,14400,495.01,0.7226201,-131.64294,9427.417,,-131.51106,1.0183854,0.99693406,0.078699715,5.6762696e-05,100,98.83262,0.10017306,0.18688963,1.2866755,4949.556977895115,,-9.749093,10.015198,10.0,1.0136448,-983.3719,[-0.021  0.701 -2.694 -1.979 -1.23 ],144,9360.880663633347
0.9991617,5862728,9.99794,14500,494.87,0.8137575,-131.63399,9665.907,,-131.57443,1.0092834,0.99290264,0.055968817,2.2583008e-05,100,98.83177,0.10110978,0.18477131,1.2506936,4948.066897572776,,-9.864127,10.029846,10.0,1.0064142,-983.363,[-0.022  0.696 -2.694 -1.971 -1.232],145,9432.439581871033
1.0,5912728,0.019061089,14600,500.0,1.0,-121.72131,0.003331816,1.0,-121.72131,1.0,1.0,,-8.544922e-06,100,0.05743531,,0.18477131,1.0,4999.584640623713,,-0.05153664,0.07110596,10.0,1.0,-0.15917969,[-0.022  0.693 -2.694 -1.967 -1.234],146,9503.614531517029
1.0,5962657,9.998377,14700,499.29,1.0,-121.77539,0.511938,,-121.77539,1.0,0.99858,,-1.8310546e-06,100,0.7119076,0.037655603,0.18477131,1.0,4992.371648206654,,-0.10561749,0.14733887,10.0,1.0,-7.0629883,[-0.022  0.693 -2.694 -1.967 -1.234],147,9574.869457244873
1.0,6012627,9.99843,14800,499.7,1.0,-121.72573,0.059453618,,-121.72573,1.0,0.9994,,-5.7373047e-05,100,0.24260958,0.024488239,0.18477131,1.0,4996.480875702815,,-0.05595736,0.094177246,10.0,1.0,-2.3546143,[-0.022  0.693 -2.694 -1.967 -1.234],148,9646.100620746613
1.0046974,6062128,9.998358,14900,495.01,0.8114722,-131.63806,9754.4,,-131.60904,1.0074389,0.99227047,0.049069315,3.967285e-05,100,98.8334,0.099635586,0.18291257,1.2448921,4949.571930723039,,-9.911194,10.009216,10.0,1.0046107,-983.37964,[-0.022  0.693 -2.694 -1.967 -1.234],149,9716.438026666641
0.98757124,6111112,9.997499,15000,489.84,0.40885547,-141.34595,15957.305,,-140.3627,1.1410954,1.0346105,0.21968645,-4.8217775e-05,100,137.66428,0.15251695,0.18245317,1.9191177,4897.665037075003,,-17.976568,19.766174,10.0,1.1104231,-963.6494,[-0.023  0.692 -2.694 -1.968 -1.236],150,9786.353311538696
1.0,6161029,9.998234,15100,499.17,1.0,-121.80426,0.7533826,,-121.80426,1.0,0.99834,,2.5024414e-05,100,0.86363137,0.0407102,0.18245317,1.0,4991.135899679484,,-0.13448477,0.18017578,10.0,1.0,-8.565674,[-0.023  0.676 -2.662 -1.94  -1.236],151,9858.019612789154
1.0,6210957,9.998308,15200,499.28,1.0,-121.779274,0.5119666,,-121.779274,1.0,0.99856,,-2.746582e-05,100,0.71193665,0.03791803,0.18245317,1.0,4992.255698181353,,-0.10950032,0.15246582,10.0,1.0,-7.060425,[-0.023  0.676 -2.662 -1.94  -1.236],152,9929.830203533173
1.0,6260957,0.01636219,15300,500.0,1.0,-121.722206,0.0030580326,1.0,-121.722206,1.0,1.0,,-3.0517579e-06,100,0.055022605,,0.18245317,1.0,4999.584315104353,,-0.052430924,0.066101074,10.0,1.0,-0.19360352,[-0.023  0.676 -2.662 -1.94  -1.236],153,10001.597385168076
1.0,6310878,9.998007,15400,499.21,1.0,-121.7564,0.4696712,,-121.7564,1.0,0.99842,,1.0375977e-05,100,0.6818962,0.039720777,0.18245317,1.0,4991.4758167213995,,-0.08662303,0.13928223,10.0,1.0,-6.7331543,[-0.023  0.676 -2.662 -1.94  -1.236],154,10072.241348266602
1.0043195,6359824,9.997545,15500,489.46,0.69454545,-141.48033,18739.58,,-141.28899,1.0306362,0.98765874,0.089808956,3.234863e-05,100,138.36086,0.1450423,0.18013154,1.3487004,4893.8776756306315,,-19.486769,19.892212,10.0,1.0169338,-973.497,[-0.023  0.676 -2.662 -1.94  -1.236],155,10141.912772655487
0.9909216,6409714,9.998472,15600,498.9,0.5371342,-121.83667,0.5529914,,-121.79741,1.0757499,1.0024946,0.06830701,4.3945314e-05,100,1.3520005,0.047810815,0.18036531,1.1799272,4988.492821541918,,-0.10573258,0.199646,10.0,1.0151497,-13.442078,[-0.022  0.668 -2.677 -1.932 -1.239],156,10214.551545619965
1.0,6459714,0.019042969,15700,500.0,1.0,-121.73348,0.0044531813,1.0,-121.73348,1.0,1.0,,-8.728027e-05,100,0.06639984,,0.18036531,1.0,4999.547425433944,,-0.06370598,0.09222412,10.0,1.0,-0.19940186,[-0.019  0.669 -2.677 -1.932 -1.239],157,10285.399972200394
1.0,6509684,9.998356,15800,499.7,1.0,-121.7335,0.06593998,,-121.7335,1.0,0.9994,,-9.82666e-05,100,0.25549772,0.024489623,0.18036531,1.0,4996.465539540781,,-0.06371752,0.10357666,10.0,1.0,-2.4679565,[-0.019  0.669 -2.677 -1.932 -1.239],158,10356.968183517456
0.9785365,6559186,9.998322,15900,495.02,0.55567694,-131.53847,8626.292,,-131.17766,1.035052,1.0045304,0.12391939,4.699707e-05,100,97.84021,0.10110202,0.17785639,1.5934829,4949.66175731546,,-9.320349,9.9151,10.0,1.0286698,-973.4976,[-0.019  0.669 -2.677 -1.932 -1.239],159,10426.936818122864
1.0,6609186,0.017713547,16000,500.0,1.0,-121.72739,0.003783383,1.0,-121.72739,1.0,1.0,,-5.3710937e-05,100,0.061200913,,0.17785639,1.0,4999.579634522982,,-0.05761104,0.076416016,10.0,1.0,-0.19702148,[-0.02   0.669 -2.699 -1.94  -1.241],160,10499.726115226746
1.0,6659167,9.99836,16100,499.81,1.0,-121.71919,0.03127121,,-121.71919,1.0,0.99962,,-8.544922e-06,100,0.17595255,0.019490235,0.17785639,1.0,4997.56769725985,,-0.04941687,0.09075928,10.0,1.0,-1.6524048,[-0.02   0.669 -2.699 -1.94  -1.241],161,10571.062729358673
