StdIWNorm,Iteration,MinIWNorm,ReturnStepMax,EpLenMean,InitialBound,InitialReturnMax,MeanIW,MaxIW,TimestepsSoFar,InitialReturnStd,ESSRenyi,InitialReturnMean,EpRewMean,EpisodesSoFar,MeanEntropy,ReturnMeanIW,TimeElapsed,EmpiricalD2,EpThisIter,StdIW,MeanIWNorm,InitialReturnMin,ReturnStepMaxmin,Bound,MaxIWNorm,ESSClassic,MinIW,Weights,J_sample_variance
0.009206573,12,0.0008557455,10.0,56.41,-50.75937,343.0147,0.9144099,5.7388573,39254,112.10896,48.642525,9.155274e-06,553.9098651366345,1200,0.45212632,48.7267,113.44491577148438,2.0558143,100,0.9206574,0.0091440985,-414.44855,9.638716,-24.052658,0.05738857,49.659554,0.08557455,[-1.435  0.842 -1.877 -1.608 -0.952],64824.754
0.004335969,13,0.0029212998,10.0,60.78,-54.366173,231.55344,1.0631658,2.503872,45332,92.27392,84.857796,7.93457e-06,597.5802798687638,1300,0.42236337,12.822866,127.90129590034485,1.1784421,100,0.43359694,0.010631656,-443.89798,9.663721,-46.194923,0.02503872,85.73905,0.29213,[-1.403  0.888 -1.907 -1.611 -0.967],11070.294
0.011004004,14,0.001246553,10.0,58.41,-51.43226,228.8381,1.0345699,8.988669,51173,99.359,59.066734,1.4953614e-05,573.8878449077552,1400,0.37605798,31.677034,141.15250658988953,1.6930003,100,1.1004002,0.010345698,-419.94275,9.650335,-35.244247,0.089886695,46.9195,0.12465531,[-1.429  0.926 -1.92  -1.628 -0.997],24527.87
0.005529017,15,0.003065119,10.0,69.31,-39.09531,319.2117,0.99439996,3.0534787,58104,100.31739,77.1955,-1.8615723e-05,682.8786897788023,1500,0.34557462,13.04824,156.5494146347046,1.2954123,100,0.5529017,0.009944,-180.91446,9.705067,-31.44852,0.030534787,76.385254,0.3065119,[-1.43   0.965 -1.952 -1.644 -1.043],13390.872
0.0036389097,16,0.0038646294,10.0,67.84,-57.012245,300.72766,0.9944994,1.9236001,64888,113.603615,88.102135,-1.3427734e-05,668.1803560548963,1600,0.33413827,11.418961,171.68070101737976,1.1350462,100,0.36389098,0.009944992,-465.5029,9.698727,-49.32104,0.019236,88.19234,0.38646296,[-1.408  0.97  -1.965 -1.659 -1.073],14966.583
0.13248248,17,0.0004429108,10.0,68.36,-30.629728,250.09103,2.188026,133.2664,71724,82.35955,6.0421267,4.3640135e-05,673.3758037494703,1700,0.4487357,201.06255,186.47835874557495,16.550465,100,13.248249,0.021880262,-174.06934,9.70088,76.45371,1.332664,2.655221,0.04429108,[-1.427  1.005 -1.983 -1.667 -1.085],4174895.2
0.2160569,18,5.086016e-05,10.0,65.67,-57.23831,326.0977,3.2445025,217.1519,78291,99.07081,4.7637634,2.9907227e-05,646.4717780173082,1800,0.49267077,317.79068,201.453298330307,20.991806,100,21.605688,0.032445025,-467.3491,9.688499,55.542816,2.171519,2.2053378,0.005086016,[-1.462  1.057 -2.012 -1.698 -0.97 ],8260263.5
0.0037103645,19,0.0038312625,10.0,68.99,-57.7938,311.5817,0.94130576,2.4375806,85190,109.22628,85.03382,4.6386718e-05,679.6630889675698,1900,0.48870337,11.567545,216.91047930717468,1.1760026,100,0.3710365,0.009413058,-471.8848,9.703247,-51.106216,0.024375806,86.55224,0.38312626,[-1.378  1.017 -2.038 -1.844 -0.926],14585.731
0.006692843,20,0.0023439452,10.0,73.33,-60.505714,291.53015,1.0719538,3.4770489,92523,106.42878,70.4672,-7.3242186e-06,723.0574013588558,2000,0.45704898,26.959545,233.0520384311676,1.4190999,100,0.66928434,0.010719538,-494.027,9.720657,-45.118473,0.03477049,71.95153,0.23439454,[-1.375  1.043 -2.041 -1.84  -0.93 ],31097.355
0.0034091512,21,0.0039629554,10.0,76.87,-33.61304,274.44965,0.98310715,2.128619,100210,100.77796,90.14362,3.90625e-05,758.4454458969656,2100,0.43376297,4.6371765,248.9621684551239,1.1093408,100,0.34091514,0.00983107,-190.22455,9.733206,-30.765884,0.02128619,89.265686,0.39629555,[-1.345  1.035 -2.042 -1.878 -0.962],13858.768
0.005389598,22,0.0031730789,10.0,70.61,-60.01044,233.67255,1.035723,3.3693562,107271,121.4283,81.27518,-2.5634765e-05,695.8572965910125,2200,0.42024308,13.110138,263.9344575405121,1.2303879,100,0.5389598,0.01035723,-489.98297,9.709887,-53.45513,0.03369356,78.69148,0.3173079,[-1.366  1.056 -2.047 -1.875 -0.985],21359.006
0.021428376,23,0.00030465602,10.0,75.26,-26.610773,217.27637,1.1785169,16.820854,114797,84.78889,28.248287,3.9978026e-05,742.3404540054925,2300,0.41943958,49.871567,280.3038215637207,3.5400376,100,2.1428378,0.011785168,-147.2258,9.727373,-0.19664383,0.16820854,23.223242,0.030465601,[-1.352  1.065 -2.057 -1.906 -0.999],71965.0
0.07513678,24,1.1463421e-05,10.0,77.29,-33.619347,274.5005,1.1906468,75.6363,122526,90.60312,7.5066648,-4.058838e-05,762.6402252169079,2400,0.2838469,200.99367,298.10067915916443,13.321495,100,7.513678,0.011906467,-155.07007,9.734531,78.28783,0.756363,2.4495707,0.0011463421,[-1.317  1.092 -2.07  -1.961 -0.999],4315481.5
0.025775958,25,0.0004006291,10.0,79.42,-29.154844,238.04803,1.020845,24.40253,130468,75.66856,18.622389,-3.112793e-05,783.9448662383425,2500,0.33938342,72.30247,315.472918510437,5.36988,100,2.577596,0.01020845,-119.57547,9.741764,4.742012,0.2440253,13.558519,0.04006291,[-1.326  1.093 -2.092 -2.001 -1.135],353045.1
0.0033809058,26,0.0045947,10.0,81.22,-65.00186,314.0063,1.0418833,1.9653149,138590,110.15681,89.71636,-2.7770997e-05,801.9454181056287,2600,0.31494784,9.310007,332.6616122722626,1.1146239,100,0.33809057,0.010418833,-530.73773,9.747507,-59.316162,0.019653149,90.47318,0.45947,[-1.314  1.129 -2.094 -1.983 -1.08 ],13826.856
0.0039631017,27,0.00296963,10.0,81.15,-30.413383,248.32391,0.97065806,2.5370626,146705,78.95137,87.989395,-3.967285e-05,801.241147454995,2700,0.301269,4.0034013,349.48468351364136,1.1365006,100,0.39631018,0.009706581,-126.533875,9.747173,-28.419287,0.025370626,85.71176,0.296963,[-1.321  1.142 -2.105 -1.988 -1.104],7859.093
0.0037262647,28,0.0039884616,10.0,82.49,-32.814575,267.9298,1.0277531,2.3888304,154954,78.47659,88.21372,-5.7983398e-06,814.63990818306,2800,0.30859986,5.5925393,366.2270402908325,1.1336105,100,0.37262648,0.010277531,-126.28473,9.751261,-29.345507,0.023888303,88.38196,0.39884618,[-1.311  1.146 -2.127 -1.989 -1.118],7542.5493
0.0011086288,29,0.0068448894,10.0,83.76,-67.30305,291.44165,1.0002078,1.2804102,163330,118.21783,98.70648,-3.540039e-05,827.3440713430377,2900,0.30074853,1.8694701,384.0673279762268,1.0131047,100,0.11086289,0.010002079,-549.52673,9.755133,-65.87309,0.012804101,98.78633,0.68448895,[-1.323  1.175 -2.127 -1.999 -1.11 ],14480.531
0.027186831,30,0.0005830636,10.0,84.55,-38.671566,315.75214,1.0866505,19.262293,171785,86.0789,23.021841,1.7700195e-05,835.2493178624333,3000,0.3166578,78.50052,400.8114275932312,4.3437014,100,2.718683,0.010866505,-132.24875,9.75754,-2.0970383,0.19262293,13.775115,0.05830636,[-1.331  1.184 -2.137 -2.007 -1.118],364789.94
0.003345463,31,0.00414944,10.0,87.17,-33.550995,273.94202,1.0221825,2.0288293,180502,91.19644,87.73072,-8.300781e-05,861.4412429349172,3100,0.31384915,6.314743,419.74417638778687,1.1398516,100,0.33454633,0.010221825,-125.503784,9.764645,-29.50549,0.020288292,90.324745,0.41494405,[-1.256  1.163 -2.116 -2.    -1.102],11254.796
0.0018857522,32,0.006859066,10.0,84.35,-66.30521,361.6012,1.0063818,1.5992252,188937,116.2096,96.482155,1.586914e-05,833.2458324638756,3200,0.3191168,6.021122,436.64102125167847,1.0364611,100,0.18857521,0.010063818,-541.3798,9.756882,-61.48205,0.015992252,96.60797,0.6859066,[-1.273  1.19  -2.118 -1.978 -1.105],15074.573
0.030675652,33,9.999489e-05,10.0,89.44,-19.74431,161.21179,1.2917168,24.279345,197881,76.58811,17.90554,2.0446778e-05,884.1390010515497,3300,0.2784424,36.913967,455.31893396377563,5.5848637,100,3.0675652,0.012917168,-134.14154,9.77058,-9.746464,0.24279344,15.061011,0.009999489,[-1.293  1.217 -2.134 -2.    -1.1  ],123707.375
0.0045886943,34,0.0035657322,10.0,92.83,-32.475338,265.15997,0.9131206,3.0995784,207164,87.21758,81.3578,-3.0517579e-06,918.0441415494408,3400,0.2906756,9.943857,474.3241996765137,1.2291384,100,0.45886943,0.009131207,-127.351746,9.779064,-26.060411,0.030995782,79.83807,0.35657322,[-1.272  1.249 -2.174 -2.047 -1.14 ],12834.639
0.0030349242,35,0.0036297382,10.0,94.65,-36.23302,295.84082,1.0137777,1.9272147,216629,80.31358,88.79784,-6.530762e-05,936.2450158173478,3500,0.27376774,4.8972416,493.4015066623688,1.1261536,100,0.3034924,0.010137778,-141.69946,9.783335,-33.553307,0.019272147,91.77503,0.36297384,[-1.283  1.266 -2.176 -2.01  -1.128],7410.5127
0.15297587,36,3.0510273e-06,10.0,96.32,-31.816097,259.77704,2.2711225,152.06728,226261,85.80446,1.9523509,-3.6621095e-05,952.9406203099971,3600,0.19487293,263.09952,513.2474317550659,51.220303,100,15.297589,0.022711223,-141.30573,9.787003,35.3972,1.5206727,2.1565852,0.00030510273,[-1.268  1.262 -2.175 -2.004 -1.145],8272042.0
0.0038540373,37,0.0047438084,10.0,98.56,-37.70996,307.90063,1.0335797,2.9600158,236117,80.14923,89.90238,1.2207031e-05,975.3475686454499,3700,0.2155785,5.290969,533.2052340507507,1.1123176,100,0.38540375,0.010335797,-113.362854,9.791983,-34.480408,0.029600156,87.79312,0.47438085,[-1.255  1.328 -2.18  -2.043 -1.224],7892.2495
0.010418403,38,0.0031634965,10.0,96.91,-73.81672,352.4165,1.1792915,8.035548,245808,111.92328,67.56147,-2.746582e-05,958.8517879918331,3800,0.24633776,30.388878,552.4455502033234,1.4801335,100,1.0418403,0.011792916,-602.7107,9.788528,-59.417046,0.08035548,56.164722,0.31634966,[-1.264  1.343 -2.186 -2.049 -1.203],96140.54
0.0030397922,39,0.004763162,10.0,101.13,-34.74399,283.68317,0.9762617,2.032807,255921,79.823875,90.99554,-4.2114258e-05,1001.0532163315163,3900,0.2544245,3.3584812,572.0693023204803,1.098955,100,0.30397925,0.009762616,-148.7522,9.797382,-33.06397,0.020328071,91.16173,0.47631624,[-1.282  1.367 -2.193 -2.023 -1.173],8211.45
0.009033459,40,0.0022019024,10.0,100.21,-31.271141,255.3277,1.1091634,6.0362177,265942,79.60719,61.96095,-1.15966795e-05,991.8486663397223,4000,0.29244682,16.193306,592.4227457046509,1.6139197,100,0.903346,0.011091633,-152.01074,9.795427,-23.533585,0.060362175,60.12105,0.22019024,[-1.298  1.376 -2.205 -2.014 -1.165],19190.408
0.0017954474,41,0.005874454,10.0,100.68,-74.62458,235.42041,1.0016935,1.6590502,276010,102.52587,95.66842,-6.1035157e-06,996.5439187249278,4100,0.28417256,4.114583,611.9752449989319,1.045277,100,0.17954475,0.010016934,-609.30707,9.796291,-72.18068,0.016590502,96.88727,0.58744544,[-1.308  1.402 -2.21  -2.007 -1.127],12188.971
0.0020786969,42,0.0069540916,10.0,103.71,-74.85491,275.55176,1.0066327,1.8505238,286381,140.27426,95.86578,-2.9296874e-05,1026.8475758580953,4200,0.29248044,4.372311,632.2805776596069,1.043125,100,0.20786968,0.010066327,-611.1875,9.802319,-72.07958,0.018505238,95.910164,0.6954092,[-1.316  1.415 -2.213 -1.999 -1.135],23932.2
0.007714743,43,0.0019028854,10.0,104.6,-32.376495,264.3529,1.0467985,4.084788,296841,79.68513,62.166462,-8.544922e-06,1035.7311341065842,4300,0.2987059,16.18525,653.0491309165955,1.6085844,100,0.77147424,0.010467984,-151.85687,9.803682,-24.877842,0.04084788,64.80268,0.19028854,[-1.329  1.428 -2.234 -1.993 -1.126],10563.655
0.0005753535,44,0.008706152,10.0,99.61,-75.091064,238.62701,0.9969632,1.1678691,306802,127.7006,99.630226,5.5541994e-05,985.840421509677,4400,0.29772964,0.92952645,672.9465820789337,1.0037115,100,0.05753535,0.009969632,-613.1164,9.794035,-74.30081,0.011678691,99.66807,0.87061524,[-1.319  1.447 -2.228 -1.992 -1.12 ],16683.67
0.10267406,45,1.7003864e-05,10.0,105.46,-33.040604,269.77545,2.2016249,98.80948,317348,80.31377,7.1361732,7.3242186e-06,1044.3280478202169,4500,0.37614095,143.9092,694.0201892852783,14.013113,100,10.2674055,0.022016251,-119.001465,9.805222,20.22467,0.98809475,4.395841,0.0017003864,[-1.326  1.455 -2.236 -1.993 -1.121],1264148.6
0.016846584,46,0.0008233373,10.0,105.3,-77.56319,263.43353,1.1479576,12.8721075,327878,116.81543,48.630276,3.112793e-05,1042.733309019224,4600,0.3252246,52.660416,714.8896036148071,2.056332,100,1.6846583,0.011479577,-633.30096,9.805027,-58.564583,0.12872107,31.709446,0.08233373,[-1.311  1.478 -2.244 -1.976 -1.043],150020.25
0.002387459,47,0.005169831,10.0,101.33,-75.43258,205.20685,1.0115292,1.7253392,338011,89.902016,95.0458,1.3427734e-05,1003.0430513694935,4700,0.317773,5.2036915,734.9122204780579,1.0521244,100,0.23874588,0.010115292,-615.90454,9.797577,-72.16987,0.017253391,94.723175,0.51698315,[-1.331  1.481 -2.251 -1.955 -1.094],8956.293
0.00058514584,48,0.008745037,10.0,108.94,-77.640144,304.93665,0.999796,1.2160821,348905,108.62166,99.71469,-4.0893556e-05,1079.1303782947664,4800,0.32044044,0.47563386,755.7701754570007,1.0028613,100,0.058514584,0.009997959,-633.9288,9.811491,-77.27547,0.012160821,99.65864,0.87450373,[-1.334  1.489 -2.262 -1.977 -1.101],12130.983
0.0020161397,49,0.0053324853,10.0,110.26,-78.49939,227.82373,1.0113976,1.5529501,359931,107.77001,96.30986,-3.234863e-05,1092.3358188941836,4900,0.30749714,4.479539,776.7574632167816,1.0383153,100,0.20161396,0.010113975,-640.9446,9.813847,-75.50955,0.015529501,96.178154,0.53324854,[-1.337  1.495 -2.262 -1.984 -1.098],11508.232
0.0021673397,50,0.006015799,10.0,109.4,-25.148233,205.33478,0.98285097,1.5179574,370871,75.931305,95.1705,3.967285e-05,1083.7432164717898,5000,0.3041684,5.037333,797.7839345932007,1.0507457,100,0.21673398,0.009828511,-148.7464,9.812517,-20.741127,0.0151795745,95.362785,0.6015799,[-1.343  1.501 -2.279 -1.989 -1.111],6193.7173
0.0033434436,51,0.0037405384,10.0,108.69,-48.20578,270.0735,0.97496355,1.9657837,381740,95.304146,88.30026,6.286621e-05,1076.6538247742353,5100,0.29519778,7.1013,818.632978439331,1.1324995,100,0.33434436,0.009749635,-393.59903,9.811493,-44.198853,0.019657837,89.477356,0.37405384,[-1.367  1.533 -2.31  -2.03  -1.115],10253.518
0.0054376447,52,0.0015055118,10.0,113.65,-29.43613,240.3451,0.993518,3.5430546,393105,81.390465,75.16734,1.3427734e-05,1126.2348583760281,5200,0.29358563,8.7010565,840.4283444881439,1.330365,100,0.5437645,0.00993518,-140.81738,9.819384,-25.251015,0.035430547,76.94967,0.15055119,[-1.363  1.543 -2.325 -2.035 -1.124],11746.606
0.0061058607,53,0.0031449257,10.0,105.89,-75.46473,289.8335,1.0380341,3.2544036,403694,102.46454,79.34006,-1.586914e-05,1048.6466030111308,5300,0.31433305,17.279408,860.4529800415039,1.2603974,100,0.6105861,0.010380342,-616.1668,9.806374,-67.44287,0.032544035,74.29445,0.31449258,[-1.353  1.542 -2.314 -2.08  -1.125],24952.293
0.0016525937,54,0.00621752,10.0,109.08,-79.087006,247.85059,0.99430895,1.677458,414602,109.96313,97.69557,-2.8076172e-05,1080.5421861980874,5400,0.31299436,2.2195327,881.9143199920654,1.0235878,100,0.16525938,0.0099430885,-645.74243,9.8119545,-77.79475,0.01677458,97.311844,0.621752,[-1.358  1.537 -2.328 -2.111 -1.105],12000.369
0.004041355,55,0.004059294,10.0,109.51,-28.74131,234.67188,0.9798296,2.3762422,425553,83.52409,84.23418,8.544922e-06,1084.84563993666,5500,0.29444155,6.649559,902.89302277565,1.1871666,100,0.4041355,0.009798295,-171.63141,9.81275,-24.666168,0.023762422,85.46139,0.4059294,[-1.363  1.546 -2.328 -2.103 -1.106],7616.3853
0.0018767681,56,0.0070517543,10.0,104.44,-76.33231,228.58746,1.0134178,1.5948839,435997,111.22344,94.66872,-2.5634765e-05,1034.1581794795131,5600,0.304803,4.880607,923.6242842674255,1.0563152,100,0.18767679,0.010134178,-623.25055,9.8039055,-73.57158,0.01594884,96.684105,0.70517546,[-1.359  1.554 -2.328 -2.124 -1.124],14001.599
0.001106964,57,0.007221602,10.0,108.13,-79.401436,170.45306,1.0157433,1.2535683,446810,96.05508,98.72955,-8.544922e-06,1071.0422612817902,5700,0.30129457,1.0598909,944.5426535606384,1.0128679,100,0.1106964,0.010157432,-648.30994,9.810303,-78.85077,0.012535683,98.82625,0.7221602,[-1.359  1.559 -2.33  -2.111 -1.114],9510.983
0.0044400566,58,0.0030687004,10.0,108.48,-34.579468,282.34058,1.0606833,2.1722553,457658,76.623665,85.96372,5.0048828e-05,1074.5507367411674,5800,0.2822244,6.4205675,965.0140826702118,1.1632814,100,0.44400567,0.010606833,-115.27258,9.8110695,-30.875355,0.021722551,85.08981,0.30687004,[-1.359  1.563 -2.337 -2.113 -1.118],7332.937
0.004845609,59,0.0028156321,10.0,115.42,-28.870592,235.72723,0.97891253,3.0257475,469200,76.438484,78.89924,-1.8920899e-05,1143.9507128713349,5900,0.28588912,9.641975,987.2150926589966,1.2674394,100,0.4845609,0.009789125,-138.8327,9.822433,-22.860691,0.030257475,80.31972,0.28156322,[-1.378  1.588 -2.342 -2.106 -1.137],11618.62
0.01647686,60,0.00038025307,10.0,113.73,-27.368176,223.46027,1.2294405,14.024834,480573,81.55669,38.962376,7.3242186e-06,1127.0358057721662,6000,0.25866747,29.380598,1008.8477981090546,2.5665786,100,1.6476862,0.012294404,-122.55841,9.819527,-14.46472,0.14024833,35.763916,0.03802531,[-1.4    1.624 -2.343 -2.089 -1.133],88294.805
0.0073888544,61,0.002688187,10.0,114.01,-24.233822,197.86804,0.9933321,5.102364,491974,72.021965,60.999737,-3.4179688e-05,1129.8405502438527,6100,0.29846388,17.111948,1030.728131055832,1.6393514,100,0.7388855,0.009933322,-164.32336,9.820055,-13.916304,0.05102364,64.37881,0.2688187,[-1.401  1.651 -2.338 -2.036 -1.16 ],14845.973
0.0034405307,62,0.0036968535,10.0,116.72,-25.612923,209.12885,0.97231275,2.3449194,503646,75.70802,85.87306,2.6245118e-05,1156.936298877649,6200,0.27904588,3.578953,1053.419590473175,1.1645095,100,0.3440531,0.009723128,-197.1471,9.82416,-24.060604,0.023449194,88.87229,0.36968535,[-1.424  1.676 -2.352 -2.033 -1.12 ],7916.918
0.002209767,63,0.004514443,10.0,116.08,-79.65714,267.24878,0.97981423,1.766258,515254,100.632645,95.740295,4.2114258e-05,1150.5335268013555,6300,0.26977584,4.901589,1075.1859710216522,1.0444922,100,0.2209767,0.009798142,-650.3982,9.823147,-76.50838,0.01766258,95.15985,0.45144433,[-1.41   1.667 -2.34  -2.043 -1.14 ],11464.892
0.0019077508,64,0.005639717,10.0,113.3,-53.42476,170.06055,1.0054355,1.4291811,526584,84.692055,96.977425,-1.6174316e-05,1122.7398777847181,6400,0.26321977,2.5767581,1096.6570858955383,1.0311679,100,0.1907751,0.010054355,-436.21118,9.818918,-51.67416,0.014291811,96.52484,0.5639717,[-1.413  1.676 -2.349 -2.058 -1.149],6735.9087
0.001243356,65,0.00632183,10.0,117.03,-81.2324,235.22864,0.9706203,1.2438653,538287,102.65431,98.12299,-9.155274e-06,1160.047155028953,6500,0.25721174,2.7309763,1119.1525044441223,1.0191292,100,0.12433562,0.009706203,-663.2597,9.824821,-79.27468,0.012438652,98.385544,0.632183,[-1.417  1.687 -2.363 -2.065 -1.156],9783.231
0.0009876348,66,0.0076238774,10.0,114.87,-80.56384,221.45007,0.9921479,1.2692223,549774,101.12299,98.92969,-9.765625e-06,1138.4503189045627,6600,0.25560603,1.2733555,1141.1557641029358,1.010819,100,0.09876349,0.009921479,-657.80096,9.821583,-79.72511,0.012692222,99.01881,0.76238775,[-1.426  1.701 -2.371 -2.071 -1.162],10238.543
0.0027896757,67,0.00441242,10.0,114.74,-80.87758,234.19788,1.0931633,1.8098323,561248,138.51955,93.739494,-2.1972657e-05,1137.1459074193135,6700,0.24954939,5.889723,1162.6662633419037,1.0667862,100,0.2789676,0.0109316325,-660.3624,9.821297,-77.64493,0.018098323,93.885826,0.441242,[-1.43   1.71  -2.376 -2.073 -1.163],21241.482
0.004611798,68,0.00412989,10.0,117.81,-27.398115,223.70508,1.0374858,4.4315524,573029,79.3848,86.81714,5.2490235e-05,1167.8408618641743,6800,0.23868088,5.20104,1185.7354686260223,1.1518463,100,0.4611798,0.010374857,-131.32068,9.825863,-24.203794,0.044315524,83.50067,0.412989,[-1.438  1.732 -2.382 -2.088 -1.169],6730.6265
0.0017648475,69,0.0053584534,10.0,125.29,-83.91605,253.22443,1.0232515,1.6723166,585558,108.537834,96.70454,1.4038086e-05,1242.6394610572495,6900,0.22880295,3.4648385,1209.0960834026337,1.0340776,100,0.17648475,0.010232516,-685.1718,9.836243,-81.86908,0.016723165,97.11117,0.53584534,[-1.45   1.748 -2.398 -2.07  -1.18 ],12937.443
0.0044103893,70,0.0028007391,10.0,115.47,-30.94327,252.651,0.97556734,2.4772003,597105,70.409706,82.90016,3.234863e-05,1144.4391598639309,7000,0.20335686,6.5774937,1230.8509676456451,1.2062702,100,0.44103897,0.009755673,-117.2171,9.822315,-27.40764,0.024772001,83.03024,0.2800739,[-1.454  1.756 -2.412 -2.072 -1.19 ],4489.0435
0.0011536957,71,0.0069337357,10.0,118.97,-81.950356,218.64032,1.0154388,1.2141215,609002,107.46258,98.78913,6.1035157e-06,1179.453374567192,7100,0.20332299,2.745431,1253.7468748092651,1.0122571,100,0.11536957,0.010154388,-669.1219,9.827778,-79.70564,0.012141215,98.7256,0.69337356,[-1.45   1.76  -2.424 -2.077 -1.216],11056.699
0.000848225,72,0.00792307,10.0,113.98,-80.59549,154.33893,1.0160307,1.3027606,620400,94.30817,99.42813,-1.8920899e-05,1129.5498425212033,7200,0.20726575,0.42941868,1274.9976797103882,1.0057516,100,0.08482252,0.010160306,-658.05927,9.820177,-80.3975,0.013027606,99.30787,0.792307,[-1.46   1.775 -2.447 -2.09  -1.216],9445.745
0.006546229,73,0.0015163621,10.0,120.8,-22.045166,179.9978,0.9675197,3.2754452,632480,72.3193,69.65516,-2.5634765e-05,1197.7446617708563,7300,0.19322695,11.669498,1298.688663482666,1.4356439,100,0.654623,0.009675197,-115.614136,9.830254,-14.744625,0.03275445,68.59715,0.15163621,[-1.46   1.774 -2.448 -2.093 -1.212],7911.9956
0.007028118,74,0.0030389933,10.0,126.73,-25.153126,205.37427,1.0582122,5.1635985,645153,79.87189,77.02855,-1.8310548e-05,1257.0520746124319,7400,0.1952296,9.273439,1322.559719324112,1.2982199,100,0.7028118,0.01058212,-138.41956,9.838312,-19.385876,0.051635984,69.39167,0.30389935,[-1.449  1.785 -2.445 -2.102 -1.226],11394.465
