EpisodesSoFar,InitialReturnStd,StdD2w0t,EpThisIter,MaxIW,J_sample_variance,MeanD2w0t,EmpiricalD2,StdIW,InitialBound,TimeElapsed,MeanEntropy,InitialReturnMin,EpLenMean,MinIW,Iteration,ReturnStepMax,InitialReturnMean,ReturnMeanIW,ReturnStepMaxmin,MaxD2w0t,TimestepsSoFar,Bound,Weights,InitialReturnMax,EpRewMean,MinD2w0t,MeanIW
8200,70.26936,0.2980122,100,9.488636,1049181.1,0.057494458,3.0098636,1.305847,-863.0778,484.76502680778503,-1.3331039,-173.54845,21.58,0.01576152,82,9.532409,-1.335144e-05,-688.59326,9.064817,8.339606,111555,-812.50146,[-1.424  1.151 -0.155 -0.973 -2.755],296.03656,205.70936243263347,,0.90583616
8300,84.39111,2.16316,100,15.06342,643600.5,0.17504135,25.779837,1.0000222,-848.91974,491.94795775413513,-1.4379238,-189.05301,23.67,6.3264866e-05,83,9.573745,-1.5411377e-05,-421.09772,9.14749,244.93813,113922,-658.52576,[-1.427  1.138 -0.161 -0.984 -2.752],237.01515,226.610517642863,,0.5550906
8400,70.91571,0.7063665,100,8.648704,900677.56,0.08021697,8.3523245,1.2393126,-864.9773,499.5813341140747,-1.437839,-156.44893,20.7,0.0028931582,84,9.512885,-3.5858154e-06,-675.0689,9.02577,57.41203,115992,-818.3838,[-1.42   1.164 -0.139 -0.971 -2.857],259.74228,196.91670598359462,,0.8877628
8500,67.94252,0.6067507,100,17.114838,367402.5,0.08992952,7.945457,0.74540037,-849.8446,506.4945914745331,-1.4843695,-82.63338,21.99,0.003525945,85,9.541123,2.1362305e-06,-407.02045,9.082247,34.174713,118191,-560.7665,[-1.415  1.177 -0.13  -1.015 -2.857],163.6158,209.80927662036305,,0.5405382
8600,58.87683,1.1332167,100,8.081029,633980.0,0.1065542,14.517401,1.0165932,-858.26184,514.341185092926,-1.465737,-164.87231,20.39,0.0072572343,86,9.5052395,2.5939942e-06,-591.2864,9.010479,73.368805,120230,-761.9912,[-1.379  1.168 -0.081 -0.986 -2.903],175.98175,193.81182521843854,,0.7813624
8700,74.19818,0.21022412,100,2.0904098,83648.55,0.044987306,1.1114049,0.33258218,-854.86084,521.4230923652649,-1.4739789,-176.03767,21.92,0.37024105,87,9.539737,1.3580322e-05,-741.56305,9.0794735,1.2417914,122422,-836.68933,[-1.377  1.138 -0.07  -0.985 -2.885],208.85098,209.11101353387107,,0.96857685
8800,74.07791,1.4392009,100,8.442628,240540.73,0.13432547,11.717055,0.64077365,-852.89307,527.8356595039368,-1.5309116,-177.24153,22.06,0.0006028465,88,9.542558,1.1367798e-05,-454.36295,9.085115,99.734955,124628,-638.64484,[-1.371  1.147 -0.069 -0.989 -2.893],195.44139,210.50876328146177,,0.61052865
8900,78.77248,0.21322732,100,1.8863751,44250.332,0.046269603,1.0724578,0.25502467,-855.7932,535.1992967128754,-1.5430672,-170.27255,22.5,0.41269845,89,9.551293,-3.967285e-06,-742.55316,9.102587,1.1581215,126878,-841.5978,[-1.317  1.114 -0.005 -0.982 -2.95 ],251.56213,214.90408705329133,,0.9781025
9000,74.34727,0.84376085,100,7.580643,690967.75,0.10011569,11.430529,1.0215757,-852.46155,542.174720287323,-1.5355717,-163.62549,22.82,0.009238112,90,9.5575285,1.586914e-05,-550.38043,9.115057,68.4227,129160,-722.4955,[-1.318  1.102  0.011 -0.969 -2.962],237.0576,218.10273628687045,,0.7262472
9100,60.149952,0.5601591,100,8.372562,564484.5,0.07323666,7.048601,0.9224055,-864.599,549.072007894516,-1.5487251,-159.91035,19.81,0.0005035112,91,9.490955,-7.095337e-06,-588.8109,8.981911,37.903896,131141,-737.2616,[-1.294  1.105  0.031 -0.947 -2.955],212.7166,188.0157921671467,,0.7628475
9200,71.00872,0.77852136,100,12.741929,297286.7,0.09711774,6.0595927,0.7057637,-852.06085,556.2818009853363,-1.5653479,-172.41403,21.43,0.0066033774,92,9.529449,-2.609253e-05,-560.97656,9.058899,33.235863,133284,-715.2989,[-1.282  1.121  0.022 -0.938 -2.968],155.28049,204.21606095869413,,0.74267405
9300,59.644695,0.820852,100,5.5485077,477297.7,0.09350621,10.987552,0.84003055,-863.9317,562.9576945304871,-1.5934426,-142.49191,18.9,0.00039272403,93,9.466724,5.1879883e-06,-502.60245,8.933449,49.28958,135174,-696.8601,[-1.322  1.158 -0.042 -0.959 -2.984],161.79982,178.92107509032897,,0.6459317
9400,62.313435,1.2332612,100,10.739979,732805.2,0.09354121,15.903551,1.0641146,-869.4801,569.0647082328796,-1.6090721,-135.83937,18.13,0.0022522905,94,9.444038,2.5177003e-06,-573.6298,8.888078,83.2412,136987,-735.929,[-1.278  1.142  0.02  -0.925 -3.012],181.96674,171.22041032702393,,0.7352147
9500,62.168407,0.29624996,100,5.17416,297959.28,0.050964754,2.3087778,0.7441948,-878.4205,575.5612697601318,-1.6075015,-131.44606,17.62,0.07482994,95,9.428307,-2.670288e-06,-625.2601,8.856613,6.327986,138749,-757.7555,[-1.268  1.149  0.02  -0.904 -3.028],255.62613,166.12675024165443,,0.81342226
9600,44.134262,0.6339024,100,7.4831676,541743.0,0.067024715,7.5281806,0.90642905,-871.55194,582.4199862480164,-1.622372,-45.195663,16.24,0.0123024145,96,9.379439,9.918213e-07,-609.5853,8.75888,37.855408,140373,-746.3672,[-1.308  1.182 -0.02  -0.935 -3.027],141.44731,152.32209910864282,,0.778828
9700,52.571728,0.25362912,100,5.8604507,275625.28,0.046138495,1.9312063,0.7311946,-875.4124,589.6371133327484,-1.5624744,-111.14497,17.44,0.18016411,97,9.42235,-5.645752e-06,-661.6999,8.844701,4.4054046,142117,-776.0653,[-1.297e+00  1.148e+00 -2.787e-03 -9.239e-01 -3.041e+00],219.65099,164.32577546029808,,0.8604222
9800,50.042393,0.91446996,100,6.954711,463412.53,0.09616299,8.194247,0.8404787,-865.8688,596.5232930183411,-1.522362,-132.8,17.67,0.016424093,98,9.429641,-5.264282e-06,-596.9825,8.8592825,51.094677,143884,-760.8612,[-1.333  1.159 -0.036 -0.935 -2.981],136.6915,166.62176548920286,,0.7691981
9900,39.73453,0.95360714,100,12.481481,807110.3,0.08239384,11.7137785,1.1191502,-874.62085,602.8166098594666,-1.6244171,-46.435867,16.36,0.00070177275,99,9.384025,1.7547608e-06,-498.02225,8.768049,97.73597,145520,-650.1804,[-1.35   1.095  0.011 -0.883 -2.941],175.40173,153.5226530371983,,0.6422188
10000,63.964344,0.7253991,100,7.251575,578782.94,0.078435384,9.142534,0.92604446,-866.0603,610.603343963623,-1.6285378,-146.24072,19.39,0.0013129979,100,9.479901,1.15966795e-05,-586.4796,8.959804,54.889626,147459,-753.1076,[-1.416e+00  1.050e+00  1.302e-03 -8.543e-01 -3.043e+00],203.98988,183.81528283202286,,0.7546469
10100,48.938576,0.7229506,100,11.413853,627877.1,0.071578145,8.6612625,1.0767888,-869.45135,616.6690587997437,-1.635065,-119.489716,17.25,0.0018039627,101,9.415728,1.6937256e-05,-541.4577,8.831456,46.61616,149184,-684.34033,[-1.414e+00  1.060e+00 -2.453e-04 -8.386e-01 -3.047e+00],154.35938,162.42130700909337,,0.71083665
10200,55.7085,0.5080256,100,20.179924,473084.7,0.06786944,6.7716436,0.9032255,-863.06323,623.663880109787,-1.6718701,-143.65186,19.0,0.0054600015,102,9.469392,2.5939942e-06,-534.51996,8.938785,34.429695,151084,-684.2838,[-1.411  1.037  0.01  -0.84  -3.054],160.64937,179.91844041361307,,0.71043056
10300,55.866405,1.128908,100,29.226053,591181.7,0.09418384,13.867654,0.9981572,-868.98724,630.4711019992828,-1.6722382,-142.22606,18.84,0.0062109176,103,9.464712,9.155273e-07,-428.2481,8.929424,105.4027,152968,-607.28766,[-1.448  1.018  0.01  -0.84  -3.091],214.30598,178.31516790067002,,0.57972544
10400,76.66077,0.25317425,100,2.5100024,103084.01,0.055523407,1.4525598,0.41067466,-848.6366,638.4575936794281,-1.6507586,-178.69046,24.77,0.18559805,104,9.59233,4.8828124e-06,-683.968,9.18466,11.799458,155445,-803.2228,[-1.464e+00  1.009e+00  9.578e-04 -8.552e-01 -3.091e+00],330.30865,237.601973700417,,0.9198509
10500,70.94323,0.8284524,100,10.876879,1163817.5,0.09126529,10.144292,1.3453254,-853.9214,645.4355659484863,-1.6549052,-155.24696,21.75,0.014623293,105,9.535817,-1.6479493e-05,-616.0345,9.071634,71.58503,157620,-774.7001,[-1.441  1.     0.014 -0.855 -3.07 ],191.4813,207.40399243308136,,0.82321703
10600,67.82031,1.3196076,100,6.8600264,486925.22,0.1253399,16.971193,0.96982485,-850.6707,652.6299238204956,-1.6581123,-171.64941,22.52,0.003118651,106,9.551664,2.2125245e-05,-456.15836,9.103329,122.14096,159872,-648.7693,[-1.442  0.995  0.015 -0.875 -3.074],203.40811,215.10347095887596,,0.62795085
10700,88.83489,0.6360427,100,10.3182955,781057.1,0.101923294,7.699867,1.1126167,-829.61957,661.0686681270599,-1.6533974,-117.65558,27.89,0.005372585,107,9.637586,-7.019043e-06,-536.8683,9.275171,31.24431,162661,-690.3961,[-1.457e+00  9.866e-01 -1.701e-04 -8.919e-01 -3.077e+00],288.5969,268.79222296784786,,0.74760294
10800,76.17604,0.9139768,100,6.4386816,383989.66,0.12754114,9.65301,0.7964931,-841.6014,668.59228348732,-1.6351336,-183.19661,25.32,0.00959168,108,9.600528,1.3122559e-05,-519.92773,9.201056,72.856636,165193,-706.6864,[-1.446  0.977  0.003 -0.906 -3.072],271.93652,243.08536637107395,,0.7057025
10900,70.940216,0.27432358,100,5.8860874,215192.2,0.06274415,1.816132,0.6159052,-830.4072,676.4773306846619,-1.6445314,-101.14742,26.61,0.11010301,109,9.620057,-2.5939942e-05,-674.62506,9.240114,6.554363,167854,-787.6659,[-1.397  0.977  0.032 -0.895 -3.054],223.70789,255.98969403618813,,0.9297952
11000,82.11799,1.103889,100,11.913015,389868.84,0.15928343,9.483661,0.85285246,-833.4582,684.415346622467,-1.6760855,-191.82005,26.51,0.0050841486,110,9.618483,2.0904541e-05,-425.1276,9.236965,35.363182,170505,-626.3412,[-1.376  0.971  0.043 -0.902 -3.063],242.18478,254.98597724931497,,0.5949412
11100,71.52122,1.5908645,100,10.2534895,532231.2,0.14523266,20.3142,0.9245343,-846.5852,692.5160136222839,-1.6761452,-78.69844,23.77,0.0015153717,111,9.574758,4.8828124e-06,-496.65414,9.149515,169.87505,172882,-695.8461,[-1.325  0.936  0.091 -0.862 -3.095],229.28264,227.59196233385003,,0.6765091
11200,85.69987,1.3124247,100,10.108938,280283.7,0.13731886,13.917515,0.7390451,-833.44885,699.9946084022522,-1.68074,-202.2475,26.66,0.0055846656,112,9.620739,1.6784668e-06,-392.8541,9.241478,140.1865,175548,-588.69934,[-1.33   0.922  0.089 -0.874 -3.095],246.93857,256.48889578145065,,0.5744504
11300,78.834335,1.467832,100,13.913506,294989.12,0.15613727,17.11173,0.7110426,-810.47906,708.3024756908417,-1.6747271,-111.49303,30.4,0.0060393875,113,9.6672,-2.4108887e-05,-406.45514,9.3344,111.54504,178588,-597.43384,[-1.348  0.916  0.076 -0.89  -3.1  ],233.51627,293.8828880022143,,0.58690006
11400,74.00715,0.95966494,100,8.761537,503681.4,0.12124515,12.325029,0.9436711,-831.46313,715.6054162979126,-1.6807592,-206.88223,25.78,0.0038023938,114,9.607972,-1.6021728e-05,-489.30237,9.215944,75.36104,181166,-669.0419,[-1.352  0.921  0.082 -0.87  -3.094],178.05653,247.6934211500858,,0.6792556
11500,100.71349,0.69929683,100,8.434665,627940.25,0.11560877,6.297437,1.0052611,-809.9478,721.6216113567352,-1.6797769,-239.36775,31.87,0.0044612135,115,9.6826315,-6.1035155e-07,-498.8923,9.365263,43.084633,184353,-659.0202,[-1.373  0.928  0.057 -0.899 -3.1  ],319.37302,308.58536416303735,,0.7003319
11600,77.2786,1.0320874,100,5.621558,221335.53,0.10044598,10.529062,0.58287495,-828.574,727.3089869022369,-1.6712589,-195.19753,26.87,0.018981334,116,9.623703,-2.1362305e-06,-519.6792,9.247407,86.954865,187040,-673.753,[-1.358  0.929  0.076 -0.881 -3.099],211.19963,258.5888707722218,,0.70637923
11700,72.554665,1.6244923,100,5.788883,344334.25,0.15827233,20.07351,0.74827963,-826.9131,731.8081650733948,-1.6788003,-211.79268,27.7,0.0023753133,117,9.634885,1.2207031e-05,-413.7526,9.26977,120.063255,189810,-615.17865,[-1.398  0.906  0.089 -0.836 -3.09 ],258.2959,266.88627433709854,,0.5794818
11800,73.54272,1.1684885,100,14.910184,1177113.2,0.12997872,14.18302,1.4660988,-835.2024,736.5115525722504,-1.6770667,-99.0358,26.39,0.007372911,118,9.616838,8.087158e-06,-496.54218,9.233677,71.579735,192449,-663.1857,[-1.406  0.918  0.086 -0.82  -3.098],268.44952,253.78832673591924,,0.7112027
11900,79.292,0.8752616,100,8.205761,374314.66,0.113029435,9.486939,0.81338817,-827.05896,740.6367671489716,-1.7008014,-206.91277,27.15,0.0018621543,119,9.6274805,-4.577637e-06,-497.6206,9.254961,76.77825,195164,-677.3821,[-1.395  0.901  0.096 -0.828 -3.096],209.19891,261.3860559206872,,0.7003783
12000,79.95834,0.54396886,100,7.663485,458887.22,0.09583224,4.4053407,0.9185803,-818.9993,745.0579466819763,-1.6927594,-99.94475,28.88,0.02620111,120,9.649792,2.7465821e-06,-531.8425,9.299583,27.531517,198052,-684.39557,[-1.375  0.887  0.108 -0.837 -3.12 ],229.30403,278.6859566482489,,0.76173264
12100,74.02985,0.25896415,100,3.2849782,185206.88,0.06399974,1.4088593,0.5757743,-814.226,753.8153698444366,-1.692755,-213.25432,29.2,0.16245268,121,9.65359,-1.0528564e-05,-688.4289,9.30718,2.0708165,200972,-792.882,[-1.401  0.885  0.084 -0.848 -3.112],198.72876,281.88480158208904,,0.9672633
12200,87.08869,1.0286676,100,16.26474,605403.75,0.15130378,8.532499,1.0658866,-811.6539,761.4300241470337,-1.7910111,-231.00388,30.48,0.00077194493,122,9.667707,-1.2969971e-05,-492.045,9.335415,67.69915,204020,-690.9077,[-1.405  0.883  0.088 -0.856 -3.112],244.17258,294.6716789085195,,0.7179726
12300,91.59964,1.2811506,100,8.058726,302089.9,0.14954971,14.0623045,0.73275846,-802.54065,770.0531570911407,-1.7971474,-245.16783,32.5,0.0028052472,123,9.688493,6.408691e-06,-378.4519,9.376986,137.0281,207270,-558.4156,[-1.365  0.858  0.096 -0.845 -3.21 ],273.66873,314.87593757392045,,0.55967396
12400,80.86702,0.6616963,100,3.4263,172806.14,0.09801357,5.6750903,0.5610798,-822.24194,778.3454251289368,-1.7975633,-222.77037,29.28,0.0032310653,124,9.654445,1.8920899e-05,-501.9069,9.308889,53.0166,210198,-663.0685,[-1.369  0.864  0.099 -0.827 -3.216],314.22147,282.6821209980203,,0.7092638
12500,82.70278,1.0956639,100,9.341501,546334.9,0.13028592,12.741818,1.0041267,-814.7518,786.2897419929504,-1.7881744,-207.76651,29.91,0.004692675,125,9.661667,-3.3569336e-06,-565.84735,9.323334,65.98855,213189,-734.2806,[-1.399  0.873  0.08  -0.822 -3.216],247.95407,288.98039340231276,,0.80602294
12600,77.02404,0.24383856,100,3.453335,86085.18,0.05806038,1.2773722,0.37947568,-827.9494,794.0652101039886,-1.7809128,-211.03381,27.66,0.12749907,126,9.634294,-8.850097e-06,-700.4177,9.268587,8.387867,215955,-811.0814,[-1.417  0.882  0.075 -0.811 -3.207],264.0675,266.48458374002166,,0.9644469
12700,70.57161,1.2661327,100,5.188564,325434.44,0.14751986,17.145533,0.7263296,-825.4894,800.7970116138458,-1.8040613,-189.17432,27.27,0.0011442946,127,9.629063,6.866455e-06,-391.31213,9.258125,105.1518,218682,-590.17664,[-1.43   0.881  0.075 -0.803 -3.2  ],207.50134,262.58452512084034,,0.5447712
12800,68.38459,0.4914308,100,14.42157,465423.84,0.08223357,5.4016004,0.99344873,-833.3973,808.6791265010834,-1.8040601,-96.73871,26.03,0.005672043,128,9.61165,-2.9830933e-05,-545.4736,9.223301,31.828299,221285,-695.34564,[-1.421  0.881  0.095 -0.78  -3.223],222.42627,250.19121452262658,,0.7738958
12900,71.04446,0.7029556,100,10.938025,448189.97,0.09524298,7.772435,0.8469843,-835.3076,816.7516627311707,-1.8183814,-190.65353,26.21,0.005786736,129,9.614382,1.6326905e-05,-479.58112,9.228764,51.386078,223906,-626.90967,[-1.415  0.88   0.092 -0.798 -3.223],259.31314,251.992914867121,,0.66109914
13000,79.57365,0.2632768,100,5.10009,343240.0,0.06053888,1.8425403,0.7982896,-839.54297,824.6645150184631,-1.8212876,-198.66971,26.11,0.14855595,130,9.612791,1.0681152e-06,-692.97546,9.225582,3.4755983,226517,-807.9427,[-1.434  0.888  0.096 -0.785 -3.237],301.23016,250.98993346683218,,0.9510378
13100,75.64988,0.8207112,100,7.0419264,568342.4,0.11415635,10.339967,1.0240086,-835.49396,832.1233446598053,-1.8192687,-103.60758,27.02,0.0036856981,131,9.625759,-8.392334e-06,-542.80457,9.251518,45.55201,229219,-727.0922,[-1.44   0.894  0.1   -0.803 -3.24 ],326.40897,260.087947588848,,0.768935
13200,72.491684,0.25254115,100,4.057477,120213.65,0.06101441,1.2905596,0.46746942,-827.7035,839.8715400695801,-1.8183595,-212.8308,27.84,0.23464805,132,9.636632,1.4648437e-05,-665.381,9.273264,1.9672993,232003,-776.2976,[-1.434  0.884  0.1   -0.814 -3.238],282.2195,268.2837584910565,,0.92321885
13300,73.84269,0.47967333,100,7.4079866,734996.7,0.09480321,3.9678988,1.0574136,-836.39526,847.869874715805,-1.8356553,-188.34163,25.94,0.035919543,133,9.610025,1.800537e-05,-526.14044,9.220051,10.422843,234597,-685.211,[-1.423  0.875  0.117 -0.802 -3.237],251.00865,249.2840489773401,,0.7141936
13400,92.278534,1.6154879,100,19.530764,416806.06,0.13394043,14.199772,0.85650975,-826.0035,856.406355381012,-1.833653,-214.69359,28.38,0.0018263286,134,9.6438675,-7.6293946e-07,-552.0113,9.287735,174.96835,237435,-716.7705,[-1.449  0.901  0.081 -0.834 -3.255],270.47955,273.6929388051501,,0.7697933
13500,71.72646,0.6881939,100,6.8472915,372815.0,0.09937741,8.500282,0.81756836,-844.1392,864.3536765575409,-1.8353095,-83.56897,24.39,0.007396236,135,9.585049,4.5776366e-07,-506.5649,9.170097,44.24787,239874,-690.08093,[-1.471  0.913  0.071 -0.824 -3.253],241.25516,233.77933305558213,,0.6960397
13600,78.59313,0.38166308,100,15.099676,240415.39,0.07430446,2.2585638,0.69683063,-824.0215,871.561842918396,-1.8221996,-215.07251,28.22,0.066220954,136,9.641618,1.8310546e-06,-655.2359,9.283236,18.438633,242696,-788.38245,[-1.471  0.905  0.07  -0.834 -3.254],249.83357,272.0863921634073,,0.9261823
13700,67.46924,0.9860902,100,8.514898,346875.97,0.119826116,7.7849493,0.7795733,-832.6621,879.0068347454071,-1.8202915,-197.84363,25.82,0.008220748,137,9.608379,4.5776366e-07,-516.227,9.216759,54.632317,245278,-663.50366,[-1.477  0.893  0.067 -0.832 -3.241],201.08499,248.0883060308096,,0.7143278
13800,68.21941,1.2362837,100,23.081923,704669.75,0.1282628,14.816687,1.1825863,-819.1506,887.390154838562,-1.8184422,-111.57599,29.11,0.001470014,138,9.652496,-1.1444092e-05,-514.8968,9.304994,119.510056,248189,-697.2913,[-1.434  0.873  0.087 -0.825 -3.239],267.32812,280.98413676298776,,0.75550884
13900,89.335106,0.81136894,100,7.156289,517867.6,0.12715921,7.3050327,0.9991047,-806.9065,895.7811880111694,-1.8245643,-235.93279,31.18,0.0038992953,139,9.675717,-2.243042e-05,-541.7002,9.351435,37.34148,251307,-708.3006,[-1.424  0.871  0.076 -0.845 -3.237],228.97536,301.68878192086004,,0.7969851
14000,84.16034,2.3515456,100,9.616934,359521.12,0.1813242,25.384716,0.82226706,-809.0635,904.0792465209961,-1.8307761,-233.60559,30.77,0.0043256497,140,9.67095,-1.7852783e-05,-473.20355,9.341901,210.78792,254384,-666.0966,[-1.427  0.859  0.073 -0.852 -3.244],236.48747,297.5750173517123,,0.68680423
14100,83.87308,0.42174438,100,5.4849076,303165.34,0.09114912,2.9893365,0.73808473,-787.2482,912.3184320926666,-1.8238844,-248.95381,34.24,0.005304531,141,9.704359,1.6784668e-05,-565.72656,9.408718,24.096214,257808,-694.07587,[-1.401  0.851  0.08  -0.864 -3.25 ],206.20975,332.27720808550373,,0.8263165
14200,83.41748,0.33235767,100,6.4438567,425585.47,0.08398053,2.6209998,0.88950384,-792.266,921.1459980010986,-1.8251939,-245.08269,33.69,0.03168876,142,9.699447,5.9509275e-06,-636.0913,9.398893,10.724012,261177,-755.5224,[-1.429  0.858  0.068 -0.867 -3.243],235.2847,326.77426542837196,,0.9289536
14300,94.33585,0.86228794,100,8.158863,341263.22,0.117853925,8.080511,0.81179523,-785.2066,930.0353360176086,-1.8233082,-255.44507,35.35,0.017325731,143,9.71328,-8.239746e-06,-493.15573,9.426559,72.69108,264712,-650.1647,[-1.429  0.861  0.06  -0.885 -3.244],253.56088,343.36433315936796,,0.74232185
14400,82.60111,0.59253407,100,7.76038,590192.44,0.1012808,6.068327,1.0703835,-782.00183,938.8000900745392,-1.8209387,-143.51318,34.88,0.008590968,144,9.709685,-8.69751e-06,-549.1899,9.419371,54.630547,268200,-687.0561,[-1.408  0.856  0.067 -0.894 -3.242],185.6919,338.6737203107016,,0.81679416
14500,95.54929,0.4883576,100,9.723074,613528.56,0.088526286,4.1376967,1.0413712,-796.0171,947.1846556663513,-1.8134933,-246.69577,34.17,0.018448783,145,9.70362,-2.0751953e-05,-590.73047,9.40724,34.917572,271617,-721.88696,[-1.404  0.863  0.061 -0.917 -3.24 ],318.89062,331.57258895442925,,0.8586737
14600,82.85565,3.0292733,100,8.987002,435565.25,0.18196778,24.153059,0.9264962,-790.3571,954.8918371200562,-1.8118101,-257.80206,34.09,0.0045986483,146,9.703123,6.1035155e-07,-475.9794,9.406246,473.7044,275026,-647.4505,[-1.388  0.865  0.06  -0.929 -3.232],242.11722,330.779383822705,,0.7146381
14700,105.01998,0.482957,100,7.9446354,606515.56,0.099476315,4.543916,1.0369172,-775.3433,963.4366858005524,-1.8153418,-281.98706,38.04,0.011839435,147,9.733586,2.6550293e-05,-508.14383,9.467173,27.355316,278830,-645.2734,[-1.366  0.859  0.064 -0.945 -3.231],324.59573,370.2654273406283,,0.7694017
14800,96.56919,0.6906269,100,14.74569,357128.4,0.12403649,4.4253697,0.9052303,-758.46155,972.9146690368652,-1.8127826,-160.50406,40.11,0.04178768,148,9.74733,-6.408691e-06,-542.57227,9.494659,43.592545,282841,-681.7511,[-1.351  0.861  0.062 -0.957 -3.234],252.57498,390.96533655127956,,0.8406147
14900,101.554955,2.3634758,100,37.862022,533757.44,0.21523787,25.31452,1.2014358,-763.51385,982.8548440933228,-1.8329383,-291.95352,39.39,0.0024351291,149,9.742562,-2.0599366e-05,-476.6136,9.485125,218.42395,286780,-664.52014,[-1.331  0.863  0.075 -0.951 -3.232],258.1808,383.7594435271585,,0.7620636
15000,95.97856,0.7022536,100,24.466812,621891.94,0.12623066,6.40262,1.1244982,-780.927,991.8014144897461,-1.8338975,-267.7334,35.72,0.0076987096,150,9.716266,-1.2969971e-05,-561.8404,9.432531,42.459267,290352,-702.9636,[-1.346  0.867  0.067 -0.933 -3.252],217.47858,347.0649388008221,,0.84835064
15100,88.42777,0.50326324,100,9.312216,380751.84,0.114123106,3.37741,0.8552925,-780.47217,1001.3118577003479,-1.8369087,-136.37236,36.43,0.014066014,151,9.721812,1.0681152e-05,-559.2713,9.4436245,12.885096,293995,-710.5666,[-1.333  0.858  0.08  -0.942 -3.253],289.4805,354.1655068740874,,0.84746385
15200,107.73844,0.5558226,100,9.007368,388715.22,0.12640713,5.071451,0.9014939,-756.0274,1010.8849992752075,-1.834879,-292.35196,41.07,0.025149114,152,9.753062,-5.340576e-06,-489.5041,9.5061245,37.373775,298102,-641.9986,[-1.34   0.853  0.073 -0.951 -3.256],277.1567,400.5581224443624,,0.76517576
15300,93.89015,1.3713988,100,10.411692,257779.08,0.173887,13.968603,0.77850384,-767.3093,1020.8123707771301,-1.8368483,-151.06296,38.65,0.0046164887,153,9.737627,2.0751953e-05,-413.12277,9.475254,87.32634,301967,-580.9962,[-1.337  0.851  0.084 -0.931 -3.254],270.66522,376.35924385615647,,0.66541123
15400,92.234436,0.82470524,100,5.577967,121350.32,0.09816791,4.04623,0.5681672,-780.22955,1030.7569198608398,-1.8293847,-275.60776,36.83,0.016907016,154,9.72497,-3.4332275e-05,-584.6907,9.44994,110.021255,305650,-723.74506,[-1.312  0.84   0.098 -0.936 -3.256],319.522,358.1705070017797,,0.8806816
15500,104.17177,0.79112583,100,9.640876,640833.56,0.14362305,6.833893,1.2172507,-761.5655,1040.3348097801208,-1.8161252,-284.39737,39.76,0.017193828,155,9.745095,3.5095214e-05,-535.59174,9.4901905,57.661835,309626,-678.23425,[-1.309  0.85   0.084 -0.948 -3.248],256.02936,387.4649560444452,,0.83947885
15600,95.95418,0.36655733,100,8.116532,316705.25,0.09398169,2.7957046,0.8123664,-760.5658,1049.8808979988098,-1.822352,-165.83517,39.6,0.040781293,156,9.744216,-1.9836425e-05,-584.1706,9.488432,17.506416,313586,-705.22076,[-1.332  0.865  0.072 -0.947 -3.235],242.70123,385.8707553714884,,0.89364713
15700,99.148346,1.6281923,100,8.617227,498148.72,0.17121015,18.739496,0.9904165,-763.60144,1058.8663446903229,-1.8291012,-281.77652,39.27,0.0024802703,157,9.741977,3.2196043e-05,-486.53732,9.483953,123.397,317513,-656.57104,[-1.328  0.871  0.064 -0.964 -3.241],254.27695,382.56727291137787,,0.7585776
15800,96.03055,2.3230088,100,6.207117,344099.22,0.17473352,20.691473,0.83291465,-750.15924,1067.895548582077,-1.8238733,-169.44969,41.41,0.0008585923,158,9.755252,1.3427734e-05,-447.53967,9.510504,287.1286,321654,-616.5366,[-1.313  0.87   0.061 -0.983 -3.248],239.33835,403.9648421316945,,0.70905393
15900,99.723976,1.3388433,100,15.056935,309920.28,0.20566894,8.491843,0.8100808,-747.53735,1076.8794519901276,-1.822337,-94.536865,42.38,0.004920025,159,9.760889,2.2735596e-05,-419.28998,9.521778,70.78792,325892,-599.4398,[-1.297  0.87   0.06  -1.    -3.243],279.20068,413.66632353723844,,0.6758286
16000,105.22858,0.4763008,100,7.5610404,262540.6,0.11641454,2.7188547,0.7204839,-758.2124,1085.7105059623718,-1.8281261,-169.98685,40.5,0.026129134,160,9.749726,1.2817382e-05,-577.0955,9.499453,12.411676,329942,-713.14557,[-1.297  0.881  0.06  -0.993 -3.241],260.2598,394.8638100550951,,0.88649064
16100,113.03439,0.63422185,100,4.183424,214283.72,0.10441136,3.928592,0.61854357,-766.3504,1094.0880689620972,-1.824286,-279.749,39.32,0.0044011725,161,9.742144,1.2817382e-05,-505.26593,9.484287,58.104244,333874,-639.45374,[-1.285  0.884  0.07  -0.983 -3.247],269.1424,383.06097959924597,,0.76883197
16200,96.91179,1.1498978,100,10.050244,444230.5,0.119775996,8.599322,0.9535269,-768.297,1102.5608949661255,-1.8278449,-285.92267,38.38,0.005680547,162,9.735665,-1.953125e-05,-482.1715,9.471331,188.8688,337712,-627.85004,[-1.302  0.88   0.064 -0.977 -3.243],255.54443,373.6547344904631,,0.74318266
16300,102.79249,1.6235746,100,5.68941,327296.44,0.21317548,16.105541,0.8509115,-763.1644,1111.4443137645721,-1.8232639,-153.909,39.27,0.0030713214,163,9.741618,-4.272461e-06,-417.06216,9.483236,132.18854,341639,-611.71075,[-1.309  0.873  0.067 -0.955 -3.247],237.06537,382.55333647927984,,0.65775937
