Bound,TimestepsSoFar,ReturnStepMaxmin,InitialReturnStd,MeanIW,EpThisIter,MinD2w0t,EmpiricalD2,InitialBound,MeanD2w0t,MinIW,EpisodesSoFar,ReturnStepMax,MaxD2w0t,StdD2w0t,Iteration,TimeElapsed,J_sample_variance,EpRewMean,Weights,MeanEntropy,InitialReturnMin,EpLenMean,MaxIW,InitialReturnMax,ReturnMeanIW,InitialReturnMean,StdIW
-769.5406,13004,7.553005,25.662952,0.7654595,20,,1.9695721,-937.6196,0.021547154,0.14309852,1640,9.999977,5.366987,0.18220468,82,123.85569453239441,143959.88,71.96722416174131,[-1.384  0.381 -1.104  0.545 -2.851],-1.4921881,-30.054844,8.2,2.2903643,53.024086,-609.743,-8.010864e-06,0.46041423
-695.82935,13146,7.1747904,18.915567,0.6389565,20,,8.706489,-920.19446,0.0326604,0.010515701,1660,9.999999,41.465996,0.6636533,83,125.33265495300293,313626.5,60.97050344858362,[-1.42   0.426 -1.152  0.528 -2.911],-1.4971925,-19.86594,7.1,3.0340586,45.388172,-499.61472,-3.8146973e-07,0.676013
-715.71387,13284,7.0915356,13.574775,0.63755906,20,,7.075447,-913.07043,0.028734455,0.026712468,1680,9.999985,29.169619,0.473226,84,126.71040725708008,131434.83,58.96575389194434,[-1.423  0.433 -1.149  0.554 -2.916],-1.5005211,-18.085205,6.9,1.7114656,38.154785,-499.096,-1.7166137e-06,0.44527906
-859.60864,13430,7.2502213,14.846149,0.8933461,20,,1.5517187,-917.1891,0.016755179,0.27492788,1700,9.999908,3.8399267,0.14470595,85,127.77607464790344,136734.47,62.962979762830045,[-1.425  0.425 -1.152  0.533 -2.919],-1.537443,-21.818596,7.3,1.8926773,34.34247,-710.17474,1.335144e-06,0.44495028
-898.4365,13566,7.052164,18.014841,0.97639734,20,,1.0055568,-916.9163,0.013637077,0.76504546,1720,9.999977,1.011785,0.1161399,86,128.9967279434204,6461.077,57.97727667005322,[-1.402  0.454 -1.166  0.521 -2.956],-1.5377263,-36.55945,6.8,1.1878408,48.221046,-771.8713,-3.8146973e-07,0.09288461
-781.7457,13701,7.02796,16.082619,0.7317173,20,,5.4141665,-906.2763,0.02443403,0.056572303,1740,9.999956,20.552563,0.3400309,87,130.23405861854553,283462.62,57.46921196648992,[-1.397  0.47  -1.172  0.509 -2.957],-1.5542957,-36.115143,6.75,2.4360387,30.456036,-577.2554,9.536743e-07,0.6422197
-671.2394,13828,6.841774,13.495016,0.62980473,20,,6.340017,-895.3511,0.027929373,0.015461206,1760,9.99996,18.08106,0.399833,88,131.42849588394165,162264.22,53.47250315254685,[-1.394  0.469 -1.144  0.537 -2.973],-1.5529786,-22.532066,6.35,6.319103,25.00595,-488.27487,1.9073487e-07,0.5037895
-812.6538,13977,7.3078976,26.483503,0.70662034,20,,16.371576,-940.4599,0.04983554,0.004447022,1780,9.999981,174.7314,1.8129822,89,132.74729585647583,662838.0,64.47184950056771,[-1.346  0.48  -1.093  0.5   -2.972],-1.5379947,-32.68873,7.45,4.609948,77.5245,-561.16797,,0.9675558
-829.7748,14128,7.340045,27.864046,0.7493119,20,,4.3881216,-941.16956,0.025690915,0.07658473,1800,9.999978,16.026144,0.29327586,90,134.1575150489807,311422.38,65.45858795212631,[-1.344  0.478 -1.09   0.469 -2.957],-1.5317364,-43.371216,7.55,2.9194207,76.545334,-593.3608,,0.6769191
-821.4062,14275,7.269806,16.070988,0.8765504,20,,1.3196518,-912.6208,0.01605338,0.35145235,1820,9.999998,1.5322051,0.13218719,91,135.54417943954468,143527.11,63.466523251718705,[-1.358  0.495 -1.124  0.436 -2.951],-1.5356444,-22.301632,7.35,2.446249,24.810081,-697.809,-2.861023e-06,0.45448017
-699.3874,14415,7.134534,16.262392,0.60254675,20,,4.8341575,-914.2981,0.03336356,0.036435176,1840,9.999993,33.376564,0.5028521,92,136.94725251197815,121098.27,59.97084215228233,[-1.335  0.478 -1.081  0.454 -2.955],-1.5745789,-18.9659,7.0,2.8486905,37.22534,-474.41464,-1.5258789e-06,0.42440313
-633.8093,14573,7.4605446,26.024887,0.54961926,20,,7.0454774,-935.8462,0.030934308,0.019566607,1860,9.999998,38.374813,0.51493776,93,138.7434527873993,142761.73,68.96914198912077,[-1.26   0.436 -0.913  0.482 -2.994],-1.5756855,-27.256172,7.9,1.9165766,55.80027,-431.4183,-1.9073486e-06,0.4649105
-864.9302,14716,7.194334,32.477386,0.8228088,20,,5.736976,-951.7429,0.02614299,0.009305552,1880,9.999983,27.671562,0.41404945,94,139.93661642074585,380445.84,61.46968494967605,[-1.257  0.418 -0.907  0.467 -2.995],-1.5787278,-49.33546,7.15,2.7559094,114.48361,-651.935,3.8146973e-07,0.73824704
-631.63525,14865,7.3060865,19.943808,0.4809521,20,,13.615957,-932.2545,0.044816457,0.0056496738,1900,9.999974,37.74559,0.78925276,95,141.24262642860413,207530.08,64.46507744964399,[-1.265  0.429 -0.921  0.433 -2.998],-1.602898,-23.12804,7.45,5.248714,59.918373,-375.46417,4.196167e-06,0.550945
-769.6533,15026,7.5081863,29.458502,0.70409405,20,,4.1191235,-948.57666,0.02827981,0.15696417,1920,9.999987,9.534695,0.2670429,96,142.6570074558258,124444.695,70.47039561762152,[-1.262  0.401 -0.876  0.482 -3.022],-1.4804671,-38.226665,8.05,1.646896,80.62776,-559.57745,3.8146973e-07,0.4288319
-641.1196,15198,7.6645775,40.176517,0.49781045,20,,11.370216,-978.9422,0.04163105,0.0044523855,1940,9.999979,113.50618,1.1973423,97,143.91656351089478,168309.7,75.95759294863694,[-1.244  0.431 -0.851  0.438 -2.899],-1.4871846,-33.179733,8.6,2.1968956,149.45651,-395.3406,3.8146973e-07,0.47785535
-847.325,15344,7.24975,16.022217,0.8993321,20,,1.1527746,-917.191,0.015205816,0.21660858,1960,9.999983,1.8559842,0.12544018,98,145.49794220924377,95893.69,62.96151858607591,[-1.24   0.438 -0.843  0.469 -2.906],-1.4826933,-31.493633,7.3,1.6709344,34.3207,-717.5386,3.8146973e-06,0.36256355
-630.5261,15497,7.3766813,22.332989,0.51972085,20,,9.0507965,-929.6426,0.03426186,0.12364572,1980,9.999978,54.249832,0.75206697,99,146.72602009773254,92542.945,66.46572405351796,[-1.214  0.456 -0.821  0.46  -2.902],-1.4766572,-24.992596,7.65,2.0835905,49.223045,-408.58176,-2.2888185e-06,0.36378103
-804.49634,15648,7.343439,19.977219,0.7627629,20,,5.6527414,-933.1636,0.027219806,0.019150121,2000,9.999996,24.268719,0.39614618,100,148.06997179985046,477038.62,65.47146516076295,[-1.223  0.465 -0.837  0.422 -2.896],-1.4772612,-24.093616,7.55,2.9801874,58.979908,-608.4628,-4.005432e-06,0.8211094
-689.32544,15793,7.2301016,17.272738,0.63189405,20,,4.3595233,-916.7118,0.023381049,0.015111145,2020,9.999986,13.304798,0.27720776,101,149.40254378318787,183933.75,62.45907519852572,[-1.229  0.475 -0.845  0.445 -2.896],-1.4650964,-31.023586,7.25,1.857304,34.85212,-499.60416,4.005432e-06,0.5128493
-851.39874,15948,7.410226,29.198679,0.8428164,20,,3.1255352,-946.51685,0.021475397,0.12224883,2040,9.999997,9.216641,0.21283482,102,150.71152257919312,596117.8,67.46461618291997,[-1.222  0.481 -0.845  0.416 -2.884],-1.4529767,-35.41977,7.75,4.3300896,83.38526,-670.5797,-3.2424928e-06,0.92020833
-761.373,16086,7.0919847,16.884272,0.7342066,20,,5.9440756,-908.05164,0.026242685,0.039720047,2060,9.99997,39.739395,0.48237383,103,151.94262742996216,463264.53,58.96725026614628,[-1.229  0.481 -0.845  0.439 -2.872],-1.4902323,-27.735313,6.9,3.5473228,29.059364,-577.40326,-7.6293946e-07,0.826188
-826.3356,16220,7.006469,12.278179,0.88375545,20,,1.054738,-910.71576,0.0138024585,0.4387748,2080,9.999951,1.4511075,0.11867186,104,153.2522611618042,30794.191,56.971509697707404,[-1.236  0.472 -0.841  0.48  -2.909],-1.490388,-16.19107,6.7,1.3873799,39.95728,-697.38684,-3.8146973e-06,0.21108207
-805.5393,16342,6.712222,13.141051,0.88630486,20,,1.0760589,-891.29584,0.012618081,0.4348655,2100,9.999982,1.237266,0.11363714,105,154.73037910461426,39772.746,50.97222082133358,[-1.233  0.506 -0.85   0.455 -2.909],-1.5207536,-29.984413,6.1,1.4235368,27.356415,-690.74774,3.2424928e-06,0.24469519
-704.3863,16484,7.174774,12.233232,0.62053955,20,,8.735813,-910.1986,0.032728724,0.005105705,2120,10.0,44.613865,0.6223567,106,156.13573694229126,119345.82,60.97044819951202,[-1.228  0.538 -0.855  0.436 -2.94 ],-1.524749,-19.968018,7.1,2.3976483,27.053864,-485.18967,2.861023e-06,0.42402846
-835.6282,16636,7.358282,21.100632,0.8363865,20,,3.2900581,-933.46436,0.02164364,0.054638997,2140,10.0,14.874473,0.2605829,107,157.53634357452393,304956.25,65.96147029739139,[-1.229  0.533 -0.859  0.41  -2.944],-1.5132792,-34.251404,7.6,3.356898,58.552494,-664.53046,3.0517579e-06,0.6701711
-515.63275,16769,6.983534,20.318674,0.34880748,20,,5.3839064,-919.5134,0.02895086,0.026583329,2160,10.0,14.747526,0.3414241,108,158.5788426399231,82569.3,56.470250761787305,[-1.228  0.515 -0.851  0.402 -2.932],-1.5649171,-25.291676,6.65,2.5266795,58.615547,-266.3483,2.4795531e-06,0.37595496
-666.8559,16900,6.935157,18.013893,0.58616424,20,,7.170974,-913.4922,0.02824875,0.1019292,2180,9.999984,36.631508,0.55400455,109,160.1183066368103,102359.88,55.46258633247936,[-1.266  0.393 -0.832  0.515 -2.984],-1.5603932,-34.167152,6.55,1.7272,50.540535,-454.3486,,0.3980852
-762.95514,17043,7.192669,24.896425,0.67385966,20,,6.681156,-929.57135,0.028211225,0.01850434,2200,9.999989,28.319948,0.48578614,110,161.54551649093628,143556.84,61.463753319245754,[-1.277  0.365 -0.828  0.564 -2.979],-1.550171,-39.704464,7.15,4.2354007,62.849327,-531.97406,4.577637e-06,0.44973412
-845.50336,17179,7.048957,22.223452,0.88769084,20,,1.0563568,-925.6724,0.013961096,0.33927095,2220,9.999953,1.2966875,0.1190483,111,162.77886605262756,56163.883,57.96629386705587,[-1.279  0.363 -0.833  0.539 -2.969],-1.5675348,-36.46055,6.8,1.521829,66.03819,-703.95184,7.6293946e-07,0.2756657
-726.8774,17314,7.028308,13.309923,0.62155265,20,,10.735276,-906.24854,0.036952466,0.0007803847,2240,9.99994,40.676918,0.6619308,112,164.26896262168884,438985.6,57.47033505886448,[-1.283  0.378 -0.846  0.526 -2.986],-1.573949,-16.677826,6.75,5.4782634,30.393845,-484.10678,-3.2424928e-06,0.80487186
-649.86896,17453,7.112872,15.5260315,0.5672266,20,,7.8268037,-913.68713,0.03196566,0.018680423,2260,9.999999,20.015915,0.452716,113,165.47159075737,261539.05,59.467224136952346,[-1.258  0.342 -0.799  0.582 -2.993],-1.5920426,-18.491596,6.95,2.5958061,37.71218,-443.23224,2.4795531e-06,0.6203779
-771.8821,17590,7.0701447,17.71706,0.7567702,20,,2.067139,-912.55164,0.020418592,0.15944082,2280,9.999998,10.368887,0.23134665,114,166.7011387348175,85972.984,58.465242148620746,[-1.266  0.421 -0.846  0.5   -3.011],-1.6367475,-27.236889,6.85,1.5656583,38.69613,-597.0459,1.1444092e-06,0.34885004
-878.3162,17733,7.193715,17.918045,0.9536723,20,,1.0346929,-915.85266,0.014477408,0.66593707,2300,9.999999,1.1056818,0.1202125,115,168.0352816581726,11447.323,61.46752668897343,[-1.232  0.369 -0.788  0.531 -3.056],-1.6486531,-30.081528,7.15,1.3177748,35.868523,-755.802,-1.7166137e-06,0.13488713
-682.30853,17868,7.0285025,16.622427,0.63950455,20,,5.115331,-906.3136,0.023939364,0.06274833,2320,9.999999,29.617228,0.40117142,116,169.4312183856964,135360.62,57.47119534250604,[-1.24   0.386 -0.796  0.518 -3.068],-1.6490502,-26.317955,6.75,3.1619444,30.48346,-501.64694,2.861023e-06,0.44427207
-857.3273,18018,7.3246737,18.801338,0.87921464,20,,1.8951296,-923.8662,0.0177856,0.09588909,2340,9.999995,4.2048593,0.15479605,117,170.69895792007446,173082.72,64.96750936557474,[-1.241  0.394 -0.797  0.538 -3.068],-1.6602801,-23.654366,7.5,2.161934,41.584404,-701.6774,1.1444092e-06,0.49199024
-700.568,18155,7.068754,26.779325,0.5726922,20,,7.076125,-937.97424,0.030040398,0.008762574,2360,9.999989,34.151695,0.5119108,118,171.9463005065918,204694.44,58.46044180044146,[-1.235  0.416 -0.791  0.535 -3.079],-1.7240269,-46.685047,6.85,2.488708,91.70684,-448.70108,-1.335144e-06,0.5452471
-655.3874,18296,7.153652,21.492731,0.5406741,20,,11.191553,-928.49115,0.038212355,0.005442638,2380,9.999979,78.94467,0.9384105,119,173.59941005706787,164253.95,60.466550818650845,[-1.203  0.436 -0.812  0.494 -3.143],-1.7247393,-29.035126,7.05,2.3709445,63.66362,-419.38657,-1.1444092e-06,0.49803144
-716.25024,18427,6.939088,12.173885,0.66971344,20,,6.4663363,-898.2629,0.026864365,0.0066920053,2400,9.999993,21.846222,0.41869873,120,174.97495698928833,165759.34,55.4754910625868,[-1.222  0.457 -0.846  0.457 -3.144],-1.723761,-24.483582,6.55,1.9437987,23.09246,-523.7812,7.6293946e-07,0.4960754
-536.04956,18579,7.358838,19.767923,0.39739576,20,,8.929594,-933.45874,0.034348495,0.06396838,2420,9.999957,42.002636,0.5862615,121,176.15273475646973,106703.234,65.96342399803504,[-1.224  0.464 -0.844  0.476 -3.143],-1.7243924,-24.54377,7.6,1.8629223,58.479637,-305.17706,5.531311e-06,0.40534288
-783.3646,18745,7.578129,22.139225,0.77878475,20,,2.9484158,-933.5646,0.022008883,0.02863988,2440,9.999857,10.856813,0.21292962,122,177.55428957939148,592788.3,72.94863506493338,[-1.228  0.456 -0.843  0.506 -3.143],-1.7332844,-31.04749,8.3,4.383577,43.110695,-622.26117,6.67572e-06,0.9234606
-486.77716,18918,7.6795654,25.064108,0.32620108,20,,10.878229,-939.69604,0.040925663,0.017144706,2460,9.999989,48.66217,0.7870834,123,178.91041207313538,94539.46,76.46407623283841,[-1.219  0.465 -0.834  0.514 -3.152],-1.7362134,-34.233234,8.65,2.0870092,48.77574,-251.62305,-2.4795531e-06,0.36974317
-762.98364,19064,7.2509823,29.347137,0.68595487,20,,4.601817,-939.13806,0.02382507,0.10434725,2480,10.0,18.879776,0.3186534,124,180.2672393321991,183042.1,62.96608223152765,[-1.22   0.468 -0.833  0.534 -3.155],-1.7375718,-50.867912,7.3,1.6308867,79.03592,-544.39496,2.670288e-06,0.507081
-665.0857,19188,6.7644053,17.283648,0.5728124,20,,6.122949,-903.53,0.025210503,0.012552681,2500,9.999949,22.775963,0.40705138,125,181.54062223434448,143443.16,51.96950228514163,[-1.222  0.474 -0.833  0.552 -3.157],-1.7406939,-21.055828,6.2,2.2996888,44.811806,-444.48154,-1.1444092e-06,0.46091875
-683.03735,19324,7.0488224,18.672161,0.57864326,20,,4.319126,-916.77563,0.022077886,0.08854582,2520,9.999985,23.033836,0.31271884,126,182.79380178451538,79858.83,57.96594068236217,[-1.239  0.502 -0.858  0.509 -3.16 ],-1.7395016,-36.538887,6.8,2.5033097,48.132256,-452.2193,1.1444092e-06,0.34377673
-672.6997,19452,6.86384,15.663105,0.6195626,20,,5.6482983,-901.44763,0.024753148,0.015548951,2540,9.999947,22.136663,0.36350158,127,184.17795777320862,300876.8,53.96411744671235,[-1.237  0.503 -0.853  0.527 -3.158],-1.7481984,-23.002968,6.4,4.1358666,33.76395,-481.90674,3.0517579e-06,0.6732189
-573.1814,19579,6.8408947,11.696207,0.477524,20,,9.356166,-900.7211,0.032296494,0.016393961,2560,9.99995,43.322212,0.64375955,128,185.3173267841339,105827.05,53.46968727889945,[-1.235  0.525 -0.895  0.49  -3.167],-1.755239,-22.586872,6.35,2.0552728,34.18943,-367.68796,-7.6293946e-07,0.40142787
-828.03796,19704,6.7917547,22.981157,0.8727666,20,,1.5739062,-913.8508,0.014372852,0.13206954,2580,9.999955,2.8959618,0.13221338,129,186.44645357131958,201574.23,52.47408811952554,[-1.224  0.525 -0.879  0.515 -3.174],-1.7569944,-21.422386,6.25,1.9984928,62.518654,-681.701,2.3841858e-06,0.5535235
-746.1873,19853,7.305251,20.760433,0.68775463,20,,3.215463,-927.94073,0.020965595,0.085689105,2600,9.999925,12.427479,0.22822869,130,187.79091000556946,117888.27,64.46178197092284,[-1.219  0.513 -0.864  0.51  -3.176],-1.7585452,-32.824326,7.45,1.5652932,50.988914,-544.6674,-4.577637e-06,0.4106058
-820.7842,19982,6.889883,15.805673,0.85934335,20,,1.8720362,-912.14667,0.01608457,0.1037199,2620,9.99995,3.7525532,0.14940949,131,189.09088611602783,313902.12,54.469712797916785,[-1.222  0.518 -0.866  0.522 -3.177],-1.7939508,-13.800171,6.45,2.5245543,51.451805,-672.47754,-4.7683716e-06,0.68517196
-852.3987,20122,7.135255,18.144556,0.91126484,20,,1.3492234,-914.3651,0.015093265,0.191336,2640,9.999993,1.7829366,0.12773374,132,190.38803601264954,176560.53,59.97337596777105,[-1.249  0.514 -0.904  0.543 -3.213],-1.7982012,-28.65523,7.0,2.0116112,37.288174,-723.29803,1.5258789e-06,0.5047171
-877.9834,20242,6.657385,12.458208,0.9845104,20,,1.007483,-889.5187,0.012038496,0.6324772,2660,9.999989,1.0540159,0.10923676,133,191.77116799354553,7741.6787,49.972119039019034,[-1.256  0.527 -0.913  0.524 -3.217],-1.7976347,-29.029041,6.0,1.2026279,28.292171,-766.3958,9.536743e-07,0.10669377
-907.05035,20386,7.21224,21.023666,0.9754016,20,,1.0473691,-925.68176,0.0145596955,0.40650797,2680,9.999914,1.1218001,0.12048237,134,192.8241250514984,55007.074,61.96375060597503,[-1.258  0.518 -0.916  0.529 -3.217],-1.7989666,-30.476025,7.2,1.5656883,53.408844,-774.42664,2.2888185e-06,0.28585
-878.71857,20523,7.070095,14.959819,0.95706487,20,,1.0243568,-912.50116,0.0138336,0.66762066,2700,9.999989,1.0760366,0.11738286,135,193.91174173355103,16381.074,58.46503599734267,[-1.258  0.515 -0.915  0.528 -3.218],-1.8011364,-27.288654,6.85,1.2942216,38.58822,-756.44855,1.7166137e-06,0.15394287
-709.6435,20633,6.3548717,15.583364,0.6811415,20,,3.2018387,-884.7614,0.016696004,0.09909224,2720,9.99999,10.497518,0.22448191,136,195.0975856781006,133634.83,44.975869981550154,[-1.273  0.508 -0.917  0.537 -3.22 ],-1.8019962,-34.084282,5.5,2.3512173,42.34769,-522.25604,1.2397766e-06,0.4500089
-781.91345,20759,6.8169413,14.425528,0.84838533,20,,1.0703461,-900.04175,0.012879998,0.4127745,2740,9.999948,1.1208452,0.11405598,137,196.34779977798462,46995.547,52.973201182775064,[-1.273  0.513 -0.914  0.554 -3.221],-1.8210431,-22.075716,6.3,1.4256583,34.722893,-663.3873,-1.7166137e-06,0.26193166
-806.0827,20901,7.1724644,17.230804,0.7846233,20,,4.169322,-920.0518,0.024196003,0.0073582935,2760,9.999958,20.18799,0.29720446,138,197.81910943984985,1076468.8,60.96209596830779,[-1.289  0.511 -0.934  0.553 -3.24 ],-1.8632545,-19.88779,7.1,7.9173536,45.301983,-621.87964,-3.2424928e-06,1.2458361
-623.9296,21042,7.1537533,30.748276,0.52087843,20,,6.543804,-928.755,0.027577192,0.030672038,2780,9.999971,41.59318,0.52451515,139,199.37529182434082,73488.77,60.46687805315743,[-1.281  0.561 -0.938  0.498 -3.282],-1.8642312,-48.467888,7.05,2.3294308,64.00806,-407.91074,,0.3233122
-776.565,21177,7.026971,22.1455,0.6849281,20,,7.484913,-920.7589,0.029127851,0.0099048205,2800,9.999862,43.476936,0.5724871,140,200.67588210105896,178893.56,57.46555697889564,[-1.282  0.557 -0.941  0.483 -3.283],-1.8717998,-26.18998,6.75,2.3465996,57.68844,-537.54034,1.5258789e-06,0.5178922
-668.493,21326,7.3069,22.348408,0.55236053,20,,7.1810884,-928.0583,0.02992849,0.07193562,2820,9.999996,31.445864,0.46258712,141,201.97525119781494,178158.53,64.46818961257667,[-1.283  0.548 -0.945  0.469 -3.291],-1.8779514,-32.787895,7.45,4.966557,51.075943,-437.2989,1.9073487e-07,0.50093174
-679.18207,21482,7.426347,29.980375,0.6234249,20,,2.191574,-950.4168,0.022086885,0.04595019,2840,9.999995,7.336938,0.21222909,142,203.31715297698975,103091.734,67.96273339277833,[-1.278  0.536 -0.93   0.496 -3.297],-1.9087127,-45.66107,7.8,2.407693,91.51163,-496.31247,-1.9073486e-06,0.38389304
-856.2532,21625,7.1927395,20.06575,0.8146067,20,,4.017886,-933.5323,0.022197861,0.059583865,2860,9.999956,14.223463,0.26864243,143,204.93528938293457,688815.4,61.46388228236117,[-1.241  0.518 -0.882  0.498 -3.328],-1.9116997,-30.029646,7.15,4.9352474,71.47937,-641.9715,3.0517579e-06,1.0197914
-806.70764,21764,7.1136065,20.305328,0.7492396,20,,7.292119,-923.1301,0.029357376,0.06401782,2880,9.999988,38.33295,0.5200313,144,206.05511665344238,251696.8,59.46974089632862,[-1.244  0.512 -0.884  0.487 -3.331],-1.9031812,-28.12073,6.95,2.630782,55.801315,-587.86993,-3.0517579e-06,0.6106691
-787.9016,21901,7.070673,13.058105,0.8319066,20,,1.5838313,-907.40674,0.0154322265,0.13448869,2900,9.9999695,3.0941935,0.13497311,145,207.11898970603943,355456.0,58.466947972033346,[-1.239  0.51  -0.885  0.469 -3.322],-1.90235,-17.614574,6.85,3.5822752,29.485023,-657.13196,-5.340576e-06,0.7157852
-815.08704,22038,7.0708923,23.065943,0.8171627,20,,3.6430554,-917.4931,0.02060453,0.042985536,2920,9.999968,12.405794,0.2435242,146,208.3419177532196,398788.7,58.46769341129008,[-1.237  0.509 -0.879  0.48  -3.321],-1.8998183,-36.9173,6.85,3.139989,47.837578,-643.49976,5.722046e-07,0.7740978
-869.1262,22173,7.0270424,16.077633,0.9532815,20,,1.013665,-906.236,0.013572117,0.7725686,2940,9.999994,1.0439619,0.11602141,147,209.64746499061584,10311.962,57.46625104262942,[-1.233  0.51  -0.876  0.495 -3.319],-1.9031553,-26.317059,6.75,1.3145016,30.482811,-752.1569,-1.335144e-06,0.12132428
-758.2535,22308,7.0273075,15.979627,0.71592754,20,,4.274935,-911.33813,0.021773053,0.04541838,2960,9.999975,15.56839,0.29074958,148,210.94967484474182,164487.02,57.46707724543595,[-1.238  0.514 -0.884  0.492 -3.322],-1.8974346,-16.637833,6.75,2.1596463,39.603897,-563.0708,1.9073486e-06,0.48979577
-719.47314,22441,6.9814196,17.144173,0.61404043,20,,6.545237,-914.82434,0.027044073,0.05315026,2980,9.9999895,17.424192,0.3998442,149,212.2806911468506,169547.2,56.463178492752334,[-1.237  0.513 -0.879  0.511 -3.316],-1.9001461,-25.341988,6.65,2.3505988,49.51273,-479.3238,-2.670288e-06,0.50231016
-817.3994,22582,7.15604,19.208763,0.78602976,20,,5.215827,-924.2628,0.024570212,0.024162486,3000,9.999987,16.368866,0.3249059,150,213.54322028160095,392594.03,60.47499371684163,[-1.238  0.516 -0.876  0.528 -3.319],-1.8940219,-19.393253,7.05,3.2517414,54.81744,-617.9799,-4.577637e-06,0.7559488
-627.1859,22717,7.028965,28.305408,0.5325605,20,,6.1663547,-925.3163,0.026150968,0.016724328,3020,9.999994,23.076855,0.431449,151,214.69093799591064,102506.445,57.472741222073125,[-1.244  0.511 -0.887  0.513 -3.313],-1.896808,-35.821884,6.75,2.613044,66.76479,-416.87936,4.577637e-06,0.3811229
-758.3251,22874,7.439064,30.975412,0.67924637,20,,3.6139464,-954.0248,0.02276687,0.03458592,3040,9.999992,10.213308,0.24098678,152,216.02634644508362,266106.4,68.4482989781765,[-1.245  0.517 -0.886  0.529 -3.316],-1.8969986,-26.59396,7.85,2.484217,99.357605,-540.8888,-3.8146973e-06,0.6103845
-802.3597,23011,7.0705986,17.618078,0.8197751,20,,1.6046236,-917.36273,0.01684445,0.12768306,3060,9.999998,7.3439207,0.16386047,153,217.35617756843567,139756.5,58.46679368673004,[-1.239  0.518 -0.885  0.512 -3.316],-1.8767157,-27.240112,6.85,2.2840023,47.734062,-648.8382,1.7166137e-06,0.44814023
-863.1741,23155,7.213516,16.427511,0.93460125,20,,1.1028879,-916.33563,0.014789655,0.45933568,3080,9.999994,1.1743721,0.12243794,154,218.6384379863739,54183.49,61.968643507762295,[-1.239  0.573 -0.897  0.475 -3.296],-1.8794159,-20.851387,7.2,1.5719609,35.290146,-739.44196,-3.0517579e-06,0.29398155
-691.58466,23293,7.0906744,26.595219,0.55810666,20,,8.424962,-930.99774,0.034604575,0.020215679,3100,9.9999895,42.063408,0.56441617,155,219.96181774139404,234240.77,58.96279849036152,[-1.231  0.589 -0.894  0.457 -3.298],-1.888835,-27.479933,6.9,2.7420003,74.01162,-433.95102,-5.1498414e-06,0.6067322
-756.66797,23411,6.6017237,10.4261875,0.7682441,20,,4.550862,-881.846,0.021243216,0.019568194,3120,9.999967,17.772608,0.3212826,156,221.3980643749237,268786.66,48.97498651406614,[-1.24   0.555 -0.886  0.504 -3.308],-1.8942856,-18.310629,5.9,2.2167556,19.939095,-595.988,-1.7166137e-06,0.6404656
-618.24255,23536,6.790229,19.356716,0.496758,20,,9.973527,-913.6961,0.034939382,0.029725488,3140,9.999967,33.33696,0.5865177,157,222.67212510108948,205885.64,52.469362312862415,[-1.232  0.538 -0.872  0.497 -3.313],-1.8984574,-21.511463,6.25,2.5917253,62.415524,-384.6465,-1.335144e-06,0.5573638
-796.8926,23672,7.047756,15.680727,0.8041969,20,,2.2058623,-911.87915,0.017095432,0.15127799,3160,9.999985,6.4004836,0.16768052,158,223.9103901386261,162841.47,57.962319350887775,[-1.249  0.471 -0.866  0.567 -3.317],-1.9065791,-26.808651,6.8,2.1280856,39.06571,-633.47,3.4332274e-06,0.49140453
-798.29614,23802,6.912895,21.749195,0.8421157,20,,1.3505042,-917.46356,0.014395264,0.34576568,3180,9.999992,1.6947902,0.12639311,159,225.26698875427246,106603.82,54.96688293152029,[-1.258  0.473 -0.872  0.58  -3.326],-1.878274,-33.620003,6.5,2.009061,60.103256,-658.47266,-6.1035157e-06,0.41456044
-760.26917,23928,6.8136196,18.195942,0.7532722,20,,2.4942794,-905.0477,0.016652066,0.06231921,3200,9.999998,6.9536233,0.17418984,160,226.6774718761444,174439.89,52.96289602771971,[-1.252  0.505 -0.881  0.55  -3.297],-1.8804724,-22.00091,6.3,2.659254,43.82317,-588.97754,2.4795531e-06,0.5045279
-731.0882,24055,6.8397503,16.730984,0.71444374,20,,2.4166703,-905.8322,0.016713757,0.026189575,3220,9.999893,7.2461166,0.17351499,161,227.98065376281738,153155.0,53.465869632709556,[-1.252  0.506 -0.876  0.564 -3.299],-1.8832195,-32.290558,6.35,2.4116483,43.36652,-557.63635,1.335144e-06,0.47902703
-725.6288,24182,6.840973,13.510286,0.6354295,20,,11.061824,-900.7492,0.037433516,0.021333637,3240,9.999956,28.617365,0.6172755,162,228.92738437652588,408230.28,53.46994863961169,[-1.249  0.498 -0.873  0.556 -3.302],-1.8978488,-22.572079,6.35,3.8870788,34.235214,-493.31393,,0.7833113
-752.1797,24316,7.006028,25.640965,0.6424325,20,,11.536522,-936.2404,0.03746567,0.00169955,3260,9.999967,107.34176,1.150766,163,230.31798362731934,194705.75,56.970080966123376,[-1.216  0.454 -0.828  0.607 -3.317],-1.8972235,-25.632257,6.7,5.7877383,93.16215,-504.08713,-9.536743e-08,0.5334286
