ReturnStepMaxmin,StdIW,ESSClassic,InitialReturnMean,EpLenMean,J_sample_variance,MeanIWNorm,TimeElapsed,ESSRenyi,EpRewMean,ReturnMeanIW,MinIW,TimestepsSoFar,InitialReturnMax,InitialReturnStd,InitialBound,Iteration,Weights,EpThisIter,EntropyCoefficient,MaxIW,MaxIWNorm,Bound,MeanEntropy,MinIWNorm,StdIWNorm,EmpiricalD2,MeanIW,ReturnStepMax,InitialReturnMin,EpisodesSoFar
9.674243,0.87569594,12.553597,-1.9836425e-05,63.05,149722.19,0.056850504,29.901426315307617,14.495227,620.2304959901604,82.70972,0.30025938,8693,400.2232,228.11653,-99.345665,11,[ 0.062  0.228 -1.457 -2.418 -0.393],20,10.0,3.828309,0.19141546,-35.655533,1.0381243,0.015012969,0.0437848,1.3797646,1.13701,9.999999,-377.12802,220
9.612048,2.5749815,5.538618,4.577637e-06,52.85,1041043.4,0.079678275,33.09346842765808,6.443476,518.2482473495304,218.3685,0.09624526,9750,412.5448,225.24629,-102.59881,12,[ 0.039  0.258 -1.546 -2.534 -0.381],20,10.0,12.020489,0.60102445,28.929989,0.9608959,0.004812263,0.12874907,3.1039147,1.5935653,9.999993,-361.32257,240
9.776388,174.45001,1.0237975,7.6293945e-06,92.05,3040457200.0,2.0260184,37.80705165863037,0.018560633,910.2082027756484,12298.0205,0.0406589,11591,428.06207,217.06337,-132.32248,13,[ 0.066  0.21  -1.562 -2.613 -0.458],20,10.0,800.928,40.0464,7647.8135,0.8841127,0.002032945,8.722502,1077.5494,40.52037,9.999998,-518.2604,260
9.774902,0.8766478,13.472331,-1.2207031e-05,91.95,230948.19,0.062970564,43.293702363967896,13.413564,909.1510710764287,97.41882,0.34692135,13430,454.1722,248.14989,-123.10008,14,[-0.022  0.271 -1.585 -2.516 -0.535],20,10.0,4.4340987,0.22170494,-55.161972,0.85294944,0.017346067,0.04383239,1.4910281,1.2594112,10.0,-481.7811,280
9.867786,0.6509173,14.944818,-3.967285e-05,151.15,72630.06,0.055959363,50.2386360168457,15.617447,1501.507839165914,70.74786,0.4293539,16453,335.58032,282.86185,-163.44044,15,[-0.044  0.299 -1.629 -2.569 -0.566],20,10.0,3.0464838,0.15232418,-115.49346,0.83674425,0.021467695,0.032545865,1.280619,1.1191872,10.0,-627.94525,300
9.876415,1.7359024,7.840151,9.155274e-06,153.7,547311.44,0.0696937,57.164769411087036,12.942711,1527.5021799510246,188.72786,0.30490664,19527,350.25842,258.69513,-162.26706,16,[-0.032  0.314 -1.648 -2.583 -0.582],20,10.0,8.269895,0.41349474,-15.164214,0.82218945,0.015245332,0.08679513,1.5452713,1.3938739,9.999996,-623.06915,320
9.851841,0.49854127,16.804735,4.272461e-05,134.55,101675.26,0.057165496,63.337523460388184,16.022757,1335.5324195001135,48.205093,0.63337517,22218,355.1234,237.94778,-161.03568,17,[-0.045  0.352 -1.686 -2.636 -0.597],20,10.0,2.5478702,0.12739351,-132.88097,0.8015261,0.03166876,0.024927065,1.2482246,1.1433098,9.999998,-618.0414,340
9.86464,1.4749094,8.205758,-1.8310548e-05,156.05,148448.61,0.061511982,70.21398043632507,8.793304,1549.9381349431596,145.99037,0.11340082,25339,278.9032,230.55603,-85.85365,18,[-0.036  0.365 -1.702 -2.65  -0.617],20,10.0,7.1460047,0.35730025,12.318117,0.7894289,0.005670041,0.073745474,2.274458,1.2302396,9.999999,-342.76074,360
9.856347,11.643182,1.6917627,1.2207031e-05,147.15,17755418.0,0.1769653,76.73394536972046,2.2101278,1460.9305916808573,913.7923,0.017696608,28282,346.42767,286.62103,-167.64624,19,[-0.044  0.415 -1.711 -2.659 -0.63 ],20,10.0,54.20408,2.710204,393.27676,0.75450087,0.0008848304,0.58215904,9.049251,3.539306,9.999999,-640.9834,380
9.928012,0.27455798,18.449753,2.1362304e-05,246.1,39921.633,0.04735867,87.42965126037598,18.12853,2452.1408582101626,30.393457,0.6447361,33204,207.65558,219.714,-117.01108,20,[-2.494e-03  3.949e-01 -1.725e+00 -2.639e+00 -6.644e-01],20,10.0,1.5275449,0.07637724,-92.914444,0.7519492,0.032236807,0.0137279,1.1032333,0.9471733,9.999999,-454.81454,400
9.904119,0.56286734,15.697513,-2.1362304e-05,202.25,81145.15,0.053756606,95.77391386032104,16.969593,2012.8037819460424,40.42571,0.40153193,37249,255.61755,243.18237,-189.06035,21,[ 3.543e-04  4.061e-01 -1.757e+00 -2.632e+00 -6.670e-01],20,10.0,2.5491128,0.12745564,-165.58073,0.7405229,0.020076597,0.028143367,1.1785786,1.0751321,9.999999,-717.8079,420
9.8823595,0.7207396,14.002472,4.272461e-05,171.85,74134.45,0.055063628,103.03124403953552,14.148132,1708.3912370677929,92.1227,0.21316817,40686,274.16724,196.09335,-95.272766,22,[-0.009  0.396 -1.777 -2.627 -0.678],20,10.0,2.7721837,0.13860919,-22.69673,0.7260142,0.0106584085,0.036036983,1.4136142,1.1012723,9.999999,-374.9272,440
9.905003,6.9210587,2.6929326,6.1035157e-06,206.4,525850.6,0.13650343,111.64955496788025,5.0286264,2054.1957815646456,255.72029,0.100863874,44814,247.52576,230.98383,-123.70495,23,[-0.009  0.397 -1.798 -2.569 -0.693],20,10.0,30.467348,1.5233674,1.9269953,0.73902977,0.0050431937,0.34605294,3.9772294,2.7300687,9.999998,-478.21692,460
9.868712,0.36362195,18.163403,-3.6621095e-05,159.8,100464.234,0.057175696,118.71752500534058,17.12021,1587.5098129547353,39.878475,0.49896118,48010,274.0791,284.3894,-181.99217,24,[-0.042  0.402 -1.821 -2.618 -0.68 ],20,10.0,1.8133814,0.09066907,-157.51701,0.7296144,0.024948059,0.018181099,1.1682099,1.1435139,9.999999,-691.52686,480
9.887843,6.6193557,3.0172577,4.577637e-06,179.9,3681184.8,0.13950446,126.25130319595337,3.526195,1788.9110455717594,519.8875,0.0057126707,51608,287.1419,273.47516,-177.91507,25,[-0.046  0.387 -1.83  -2.627 -0.689],20,10.0,29.447784,1.4723892,85.61326,0.68176633,0.00028563355,0.3309678,5.671836,2.7900891,9.999999,-676.2957,500
9.918321,3.4441354,4.2450995,6.1035157e-06,209.65,1298244.0,0.08938946,135.096351146698,7.0220017,2087.9373912889923,316.7369,0.07764271,55801,297.11206,323.00275,-181.10368,26,[-0.047  0.421 -1.84  -2.608 -0.737],20,10.0,15.693189,0.78465945,6.0770802,0.64872366,0.0038821355,0.17220677,2.8481908,1.7877891,9.999999,-686.1918,520
9.923384,0.95903295,14.254263,-9.155274e-06,254.35,98144.055,0.07552711,145.94095158576965,13.016393,2533.7550222960685,71.454094,0.5149221,60888,172.50269,197.108,-133.32603,27,[-0.026  0.419 -1.893 -2.557 -0.77 ],20,10.0,4.2999144,0.21499573,-95.52024,0.6333421,0.025746105,0.047951646,1.536524,1.5105422,10.0,-510.52582,540
9.957895,0.5524229,15.618757,-1.2207031e-05,338.05,18981.191,0.05215143,159.27255821228027,16.605629,3373.3814992457615,18.183044,0.39293775,67649,93.16174,131.89888,-82.97784,28,[-0.028  0.445 -1.91  -2.554 -0.786],20,10.0,2.4472399,0.122361995,-73.64014,0.6192018,0.019646889,0.027621144,1.2044109,1.0430286,10.0,-326.11853,560
9.960486,0.8230971,14.385698,4.272461e-05,357.6,54264.957,0.06587773,173.17951321601868,16.03252,3568.9339598511274,38.528683,0.53146553,74801,103.65039,191.50159,-150.59058,29,[-0.029  0.436 -1.924 -2.553 -0.8  ],20,10.0,3.6662936,0.18331468,-130.50266,0.6079111,0.026573276,0.041154854,1.2474645,1.3175546,9.999999,-572.48926,580
9.932403,0.21115175,19.274433,6.1035157e-06,293.65,56222.22,0.054414917,184.7968008518219,18.839664,2926.573834131531,16.69473,0.67777914,80674,140.22668,232.46164,-219.4158,30,[-0.026  0.452 -1.931 -2.569 -0.811],20,10.0,1.44294,0.072147004,-209.5765,0.6064049,0.03388896,0.010557588,1.0615901,1.0882982,9.999999,-823.391,600
9.95569,0.34236735,18.367563,-6.1035157e-06,339.9,52994.02,0.05742087,198.0821294784546,19.059814,3391.468237756088,11.740053,0.6954314,87472,96.71472,215.23721,-239.46625,31,[-0.03   0.459 -1.936 -2.566 -0.813],20,10.0,1.9546316,0.09773158,-233.64638,0.6126759,0.034771573,0.017118368,1.0493282,1.1484174,10.0,-896.5498,620
9.932531,40.82467,1.2686187,1.2207031e-05,263.45,78228904.0,0.5312186,208.75024366378784,1.0368636,2625.612376398003,1821.5148,0.032032944,92741,208.37335,274.50467,-203.40202,32,[-0.028  0.459 -1.94  -2.572 -0.806],20,10.0,188.3295,9.416475,907.79144,0.650983,0.0016016472,2.0412335,19.28894,10.6243725,10.0,-765.09094,640
9.938433,0.23536734,19.086857,-9.155274e-06,305.3,34511.305,0.05380384,221.10119700431824,19.05728,3043.600437932538,10.414665,0.74302775,98847,116.056274,197.70148,-152.56424,33,[-0.017  0.451 -2.007 -2.47  -0.768],20,10.0,1.6956873,0.084784366,-145.98575,0.65606326,0.03715139,0.011768367,1.0494677,1.0760767,9.999998,-580.85626,660
9.945999,1.336315,9.744282,-3.967285e-05,294.4,111574.02,0.06512846,232.5688328742981,15.914784,2936.0500646599485,55.259857,0.28976,104735,157.52832,241.5929,-222.31786,34,[-0.019  0.445 -2.018 -2.471 -0.763],20,10.0,6.2871246,0.31435624,-194.59338,0.67248166,0.0144879995,0.06681576,1.2566931,1.3025692,10.0,-835.7459,680
9.951967,1.0732292,10.357816,5.1879884e-05,334.15,31742.97,0.05561716,245.4936809539795,13.308349,3333.4735643123918,62.817974,0.13037677,111418,118.879944,189.2407,-114.93876,35,[-0.02   0.456 -2.031 -2.494 -0.746],20,10.0,4.5514016,0.22757009,-79.66776,0.66609544,0.0065188385,0.053661462,1.5028161,1.1123432,10.0,-444.25275,700
9.94411,1.1196818,12.284175,,315.3,58081.805,0.07063931,257.7061975002289,13.720177,3144.18727333741,53.056416,0.24155873,117724,109.62915,157.46588,-137.52774,36,[-0.031  0.472 -2.054 -2.483 -0.753],20,10.0,4.801403,0.24007015,-114.19463,0.6835948,0.012077937,0.05598409,1.4577072,1.4127861,9.999999,-526.5026,720
9.9530945,0.09068254,19.843315,-9.155274e-06,317.1,60668.77,0.051024616,269.98627758026123,19.869574,3163.561829975426,5.111788,0.86474687,124066,142.11566,241.96582,-212.87582,37,[-0.023  0.481 -2.059 -2.479 -0.735],20,10.0,1.3157902,0.06578951,-208.49672,0.68231636,0.043237343,0.004534127,1.0065641,1.0204923,10.0,-802.27386,740
9.935145,1.4392214,10.869816,3.967285e-05,290.0,195500.52,0.07851795,281.3768446445465,12.702466,2890.594796596849,97.08828,0.13885973,129866,185.39685,305.5891,-206.30602,38,[-0.023  0.484 -2.073 -2.485 -0.737],20,10.0,6.742492,0.33712462,-163.3816,0.69624513,0.006942987,0.071961075,1.5744975,1.570359,9.999999,-778.23785,760
9.939571,0.1555749,19.514938,2.1362304e-05,289.85,23205.506,0.04933967,292.8342635631561,19.377224,2889.7409843510513,8.361561,0.7148571,135663,124.23633,162.86534,-147.97237,39,[-0.029  0.468 -2.08  -2.498 -0.723],20,10.0,1.2883005,0.06441503,-142.06381,0.697954,0.035742857,0.007778745,1.0321395,0.98679334,10.0,-565.742,780
9.952278,0.5050026,16.515451,-6.1035157e-06,309.25,44634.387,0.054971267,304.7385399341583,16.830214,3085.1203760153835,43.39515,0.4360271,141848,143.88562,201.71837,-133.2075,40,[-0.027  0.462 -2.092 -2.503 -0.721],20,10.0,2.5013952,0.12506977,-102.36336,0.70607233,0.021801356,0.025250131,1.188339,1.0994252,10.0,-511.89062,800
9.951435,0.272501,18.742258,6.1035157e-06,309.15,49639.203,0.05259608,316.80969429016113,18.79635,3083.9917604650045,15.737406,0.5732516,148031,152.844,206.78644,-132.48138,41,[-0.027  0.482 -2.123 -2.526 -0.713],20,10.0,1.7703598,0.088517986,-121.18544,0.70178235,0.028662581,0.01362505,1.0640364,1.0519215,10.0,-509.53577,820
9.945579,0.40102622,17.828045,-6.713867e-05,305.85,29735.717,0.057447255,328.6397087574005,18.224247,3050.1759619667637,18.633049,0.60750926,154148,119.64368,161.14484,-127.52733,42,[-0.02   0.481 -2.146 -2.526 -0.717],20,10.0,2.0450413,0.102252066,-115.26266,0.7051999,0.030375464,0.020051312,1.097439,1.1489451,9.999999,-491.28918,840
9.948496,0.6597406,14.325456,3.967285e-05,353.1,8910.389,0.05241216,342.0249216556549,16.726229,3521.905028447228,19.665493,0.37024844,161210,63.748352,111.41257,-90.26941,43,[-0.027  0.483 -2.161 -2.537 -0.714],20,10.0,3.5862305,0.17931153,-79.752396,0.7002427,0.018512422,0.03298703,1.1957268,1.048243,10.0,-355.36768,860
9.94212,0.28850922,18.633541,-1.2207031e-05,309.7,34892.01,0.053269565,353.91551518440247,18.60624,3088.0358895933628,13.484588,0.6377093,167404,109.47217,183.44157,-146.31705,44,[-0.03   0.504 -2.167 -2.571 -0.719],20,10.0,1.9189879,0.0959494,-138.45949,0.7014151,0.031885467,0.014425463,1.0749083,1.0653913,10.0,-559.8435,880
9.957167,0.19239645,19.345312,9.155274e-06,351.95,64225.902,0.052292317,367.1142575740814,19.679441,3511.9611475206775,5.390152,0.78781235,174443,115.59381,241.04834,-227.92252,45,[-0.029  0.506 -2.175 -2.551 -0.718],20,10.0,1.4136947,0.07068474,-224.44162,0.70106345,0.03939062,0.009619824,1.016289,1.0458462,10.0,-857.86743,900
9.949518,0.20055461,19.36493,-3.6621095e-05,308.7,56502.617,0.05537321,378.8987259864807,19.154037,3079.2080181309266,18.32487,0.7974917,180617,138.62897,236.12927,-218.90892,46,[-0.027  0.499 -2.185 -2.54  -0.718],20,10.0,1.4414275,0.07207137,-205.55937,0.697036,0.039874587,0.010027731,1.0441663,1.1074642,10.0,-824.9414,920
9.960439,0.2285037,19.169464,-4.8828126e-05,351.35,73213.13,0.05488947,392.1651210784912,18.932964,3506.548218040268,16.03634,0.79232574,187644,131.63092,264.64246,-218.23381,47,[-0.028  0.51  -2.205 -2.558 -0.722],20,10.0,1.6152666,0.08076333,-208.52426,0.69026107,0.039616287,0.011425186,1.0563586,1.0977894,9.999999,-822.32916,940
9.962346,0.1740457,19.458935,6.1035157e-06,373.7,44507.54,0.052187257,406.26155614852905,19.481657,3729.962152641578,7.121704,0.76245636,195118,96.04114,199.3336,-153.83185,48,[-0.026  0.501 -2.213 -2.547 -0.729],20,10.0,1.3790097,0.06895049,-148.86327,0.6873734,0.038122818,0.008702285,1.0266067,1.0437453,9.999999,-586.9192,960
9.974265,0.18592492,19.389639,1.5258789e-05,394.2,23440.795,0.052396096,421.10100078582764,19.270435,3936.92486000935,10.352097,0.7550167,203002,74.00781,162.32022,-148.86172,49,[-0.023  0.503 -2.226 -2.545 -0.732],20,10.0,1.3669734,0.06834867,-141.42271,0.6881285,0.037750836,0.009296246,1.0378593,1.0479218,9.999999,-568.6655,980
9.970743,0.84715754,14.371124,3.0517579e-06,377.7,10967.898,0.06768133,435.3932225704193,14.909739,3771.471547501607,32.176903,0.2893331,210556,56.6084,82.76795,-52.283012,50,[-0.025  0.513 -2.243 -2.553 -0.731],20,10.0,2.8825917,0.14412959,-29.477592,0.6869033,0.014466655,0.042357873,1.3414052,1.3536264,10.0,-216.03748,1000
9.96624,138.13223,1.0701351,9.155274e-06,348.95,241656460.0,1.6421416,448.4126045703888,0.061875608,3483.608022134268,3544.725,0.0013398398,217535,109.76947,157.02647,-88.91148,51,[-0.013  0.525 -2.258 -2.581 -0.732],20,10.0,634.7525,31.737625,1830.1338,0.7406016,6.699199e-05,6.906612,323.22916,32.84283,10.0,-349.74103,1020
9.960938,0.23205596,18.988218,3.0517579e-06,365.2,28774.664,0.05026449,462.683584690094,18.766155,3644.8648368062886,13.332556,0.4881101,224839,88.9953,194.70802,-155.23627,52,[-0.006  0.591 -2.296 -2.579 -0.678],20,10.0,1.4594134,0.07297067,-147.22089,0.7350472,0.024405506,0.011602798,1.0657485,1.0052898,9.999999,-593.8856,1040
9.953603,0.10539231,19.759905,9.155274e-06,320.8,42856.34,0.04780536,474.8178856372833,19.773993,3200.5562051073143,6.749362,0.75401837,231255,142.22662,214.82652,-150.46204,53,[-0.008  0.584 -2.304 -2.581 -0.684],20,10.0,1.131424,0.056571197,-144.64801,0.73144555,0.037700918,0.0052696154,1.0114295,0.9561073,9.999999,-576.2499,1060
9.965612,0.13521744,19.657293,2.746582e-05,346.6,80458.19,0.0512039,487.7356586456299,19.844534,3460.0392318395207,8.119066,0.7716775,238187,155.90765,272.91278,-222.00931,54,[-0.008  0.583 -2.327 -2.581 -0.687],20,10.0,1.2979598,0.06489799,-214.76666,0.7334594,0.038583875,0.006760872,1.0078342,1.024078,10.0,-837.3721,1080
9.977333,0.15057442,19.580832,-1.8310548e-05,408.2,42562.082,0.051456593,502.97428798675537,19.727806,4077.3699963498357,5.327462,0.6729698,246351,68.246704,205.55635,-232.60025,55,[-0.006  0.584 -2.354 -2.582 -0.685],20,10.0,1.3267081,0.0663354,-228.91795,0.73389953,0.03364849,0.0075287204,1.0137975,1.0291319,10.0,-876.1181,1100
9.975176,0.42952284,17.408333,-6.1035157e-06,423.75,4650.301,0.05566026,518.5553412437439,18.137878,4232.2380526371835,10.629345,0.44178703,254826,31.99884,79.016235,-79.42817,56,[-0.003  0.582 -2.366 -2.588 -0.685],20,10.0,2.2444336,0.11222168,-73.21784,0.72651446,0.022089353,0.021476142,1.1026648,1.1132052,10.0,-316.82886,1120
9.9742,0.17829971,19.479479,-9.155274e-06,441.6,8748.421,0.054536916,534.7893431186676,19.300747,4410.29799456859,6.3702126,0.79131883,263658,29.521545,104.67273,-117.08422,57,[-0.003  0.571 -2.377 -2.566 -0.692],20,10.0,1.5324452,0.07662226,-112.94171,0.7269932,0.039565943,0.008914985,1.0362294,1.0907383,9.999999,-454.05963,1140
9.956817,0.30966073,18.39311,1.2207031e-05,325.2,93398.98,0.052383106,547.0444371700287,18.506586,3244.977011834048,24.27575,0.5835004,270162,163.35455,292.7194,-220.0154,58,[-0.003  0.566 -2.382 -2.548 -0.692],20,10.0,1.6644773,0.08322387,-204.81966,0.71825755,0.029175019,0.0154830385,1.0806963,1.047662,9.999999,-829.9287,1160
9.974819,0.2751631,18.636152,7.324219e-05,406.35,11173.671,0.050857656,562.0573275089264,18.64176,4058.380811457948,12.751031,0.60058236,278289,58.780273,129.19048,-118.92386,59,[-0.006  0.56  -2.395 -2.536 -0.701],20,10.0,1.5543027,0.077715136,-110.75508,0.7113689,0.030029118,0.013758156,1.0728601,1.017153,10.0,-460.47583,1180
9.978205,0.23088008,18.995586,-1.2207031e-05,421.6,1729.5862,0.050202627,577.5445377826691,18.812334,4211.402111829685,4.412885,0.7016506,286721,26.432983,49.947857,-40.99468,60,[-0.011  0.556 -2.404 -2.529 -0.708],20,10.0,1.5015266,0.075076334,-38.123707,0.7067119,0.03508253,0.011544006,1.0631323,1.0040525,10.0,-175.66687,1200
9.985937,0.21791579,19.092976,2.1362304e-05,460.45,449.04422,0.04999035,594.3692662715912,18.590227,4601.258742038089,3.94755,0.521426,295930,12.300598,31.80315,-25.303204,61,[-0.012  0.562 -2.414 -2.522 -0.712],20,10.0,1.4040332,0.07020166,-22.541103,0.70866495,0.0260713,0.0108957905,1.075834,0.999807,10.0,-118.19977,1220
9.96355,0.1376873,19.637878,1.5258789e-05,351.3,49212.703,0.050697476,607.6298894882202,19.71695,3506.5953113101705,4.0124855,0.74242723,302956,99.56287,213.1984,-234.93845,62,[-0.006  0.566 -2.422 -2.522 -0.71 ],20,10.0,1.2752956,0.06376478,-232.67581,0.70678604,0.037121363,0.0068843644,1.0143557,1.0139494,9.999999,-883.75073,1240
9.977428,0.2156315,19.154102,-4.272461e-05,403.7,43751.305,0.051304333,622.5439422130585,19.331158,4032.4404483464796,9.863106,0.7343081,311030,84.86725,216.66203,-228.31088,63,[-0.005  0.573 -2.428 -2.529 -0.712],20,10.0,1.4493712,0.072468564,-222.53828,0.70146364,0.036715407,0.010781576,1.0345992,1.0260867,10.0,-859.48145,1260
9.986106,0.45893884,17.03077,-1.2207031e-05,463.6,430.794,0.054956615,639.5057120323181,18.131365,4632.775123798308,3.7482924,0.51780665,320302,9.907532,26.70019,-21.03254,64,[-0.005  0.578 -2.439 -2.529 -0.717],20,10.0,2.156375,0.107818745,-18.767654,0.69410646,0.025890334,0.02294694,1.103061,1.0991323,9.999999,-102.41376,1280
9.990726,0.06875628,19.907394,-1.8310548e-05,475.1,3970.7212,0.050405227,656.4932825565338,19.84385,4748.790988982133,1.4691336,0.89585125,329804,16.26654,67.10934,-73.08144,65,[-0.006  0.58  -2.452 -2.546 -0.725],20,10.0,1.1533624,0.05766812,-71.93944,0.6928143,0.044792563,0.003437814,1.007869,1.0081046,10.0,-292.2008,1300
9.980146,0.14733231,19.63233,9.155274e-06,409.55,73897.84,0.05383014,670.0767965316772,19.419796,4091.4318398175683,8.898613,0.841215,337995,112.89026,261.41843,-234.19026,66,[-0.007  0.582 -2.464 -2.543 -0.726],20,10.0,1.4209429,0.07104715,-228.91702,0.68781966,0.04206075,0.007366616,1.029877,1.0766027,10.0,-880.43994,1320
9.990589,0.45749664,17.151562,-6.1035157e-06,485.15,24.153088,0.056131482,686.1450097560883,17.140148,4849.212960210274,1.145627,0.62202644,347698,2.4248657,6.9100847,1.1439357,67,[-0.004  0.58  -2.472 -2.545 -0.731],20,10.0,2.0949173,0.104745865,1.8854952,0.69340605,0.031101322,0.022874832,1.166851,1.1226296,10.0,-20.938538,1340
9.986227,0.08817825,19.844265,-4.5776367e-05,447.45,29114.62,0.0497679,700.8678224086761,19.801876,4471.41409313564,4.0912676,0.8493115,356647,58.07086,176.32085,-171.94585,68,[-0.005  0.562 -2.486 -2.532 -0.726],20,10.0,1.1808443,0.059042215,-168.76291,0.6918338,0.042465575,0.0044089127,1.0100054,0.995358,10.0,-653.1769,1360
9.980691,0.113969825,19.760183,5.1879884e-05,414.05,55609.473,0.05172656,714.43905210495,19.710905,4136.498204721823,4.891079,0.71400297,364928,83.30182,231.55556,-242.28308,69,[-0.007  0.563 -2.496 -2.532 -0.727],20,10.0,1.2691107,0.06345554,-239.22676,0.6904467,0.03570015,0.0056984914,1.0146668,1.0345312,9.999999,-909.9551,1380
9.984091,0.61267704,15.531225,-5.493164e-05,468.9,477.58398,0.057109762,729.729151725769,17.929087,4685.265403549667,3.3670187,0.4053827,374306,8.5979,24.500809,-18.36608,70,[-0.004  0.567 -2.505 -2.532 -0.728],20,10.0,2.9332933,0.14666466,-16.434048,0.6888995,0.020269135,0.030633852,1.1155058,1.1421953,10.0,-92.27478,1400
9.976942,0.13841335,19.604683,-2.1362304e-05,391.7,11302.2705,0.048736542,742.5737578868866,19.435616,3912.4808427070298,7.227153,0.69688916,382140,65.477234,119.322624,-98.45658,71,[-0.004  0.571 -2.522 -2.558 -0.73 ],20,10.0,1.2406377,0.062031884,-92.75237,0.6884629,0.034844458,0.0069206674,1.0290387,0.97473085,10.0,-384.66754,1420
9.991297,0.39897415,17.360922,9.155274e-06,485.4,13.921478,0.051165216,758.4941301345825,17.977413,4851.882714827729,1.3148283,0.41065288,391848,2.3807983,7.1336603,-0.40494633,72,[-0.005  0.566 -2.544 -2.542 -0.73 ],20,10.0,2.2384315,0.11192157,0.48689604,0.686079,0.020532643,0.019948708,1.1125071,1.0233043,10.0,-26.617798,1440
