Iteration,InitialReturnMean,InitialReturnStd,TimestepsSoFar,MeanD2w0t,EpThisIter,StdIW,EntropyCoefficient,EmpiricalD2,MaxIW,TimeElapsed,ReturnStepMaxmin,MinD2w0t,Weights,ReturnStepMax,EpisodesSoFar,EpLenMean,J_sample_variance,InitialReturnMin,MeanEntropy,MeanIW,EpRewMean,StdD2w0t,MaxD2w0t,InitialReturnMax,ReturnMeanIW,MinIW,Bound,InitialBound
242,1.0299683e-06,14.431196,122428,0.020442342,100,0.94792587,,5.079251,6.8963685,1867.7763195037842,6.2098217,,[-1.691  0.613 -1.85   1.59  -3.736],9.999996,24200,5.29,544915.5,-32.081944,-2.3164592,0.7775139,42.874972688489486,0.3239633,21.113716,62.494186,-591.60645,0.006358633,-686.54663,-819.602
243,1.335144e-06,12.137908,122925,0.010221546,100,0.21122508,,1.0471721,1.7714287,1876.4828741550446,5.9668016,,[-1.693  0.604 -1.845  1.608 -3.735],9.999999,24300,4.97,26938.957,-29.032967,-2.3205323,0.9703587,39.677501288990385,0.102141604,1.5788088,38.173325,-732.2337,0.32802594,-784.8111,-803.73047
244,1.2207031e-06,14.654174,123451,0.037989993,100,0.9603438,,12.948642,6.6063967,1883.9068455696106,6.188098,,[-1.701  0.617 -1.854  1.6   -3.74 ],9.999991,24400,5.26,558044.1,-21.90761,-2.3171744,0.7495895,42.574671443689425,0.9108197,74.4609,62.76461,-569.2652,0.010111997,-692.0795,-818.8156
245,-3.6239624e-06,12.840265,123955,0.020712744,100,0.76454014,,5.317913,3.9032385,1892.1065027713776,6.0223827,,[-1.712  0.594 -1.854  1.63  -3.736],9.999985,24500,5.04,347709.0,-29.697147,-2.3173957,0.780958,40.37636285722513,0.34687,21.649742,37.541157,-589.02356,0.02223264,-689.2801,-805.82513
246,1.4495849e-06,13.889348,124465,0.010890696,100,0.4253427,,1.1973501,2.5034509,1898.7271890640259,6.0692234,,[-1.71   0.59  -1.852  1.622 -3.736],9.99999,24600,5.1,106622.52,-30.262363,-2.3142447,0.96148115,40.97649994165399,0.10778689,1.6206394,46.21522,-728.19946,0.22627637,-782.4522,-810.0188
247,-1.0108947e-06,15.59095,125012,0.029093359,100,1.1083591,,8.853535,6.283907,1907.3039753437042,6.334092,,[-1.701  0.6   -1.845  1.61  -3.733],9.999999,24700,5.47,757683.6,-33.793526,-2.3083208,0.86276907,44.67373326990375,0.5826591,55.696136,51.785625,-662.3544,0.0054965178,-774.4746,-821.9207
248,1.0681152e-06,11.835662,125521,0.028515905,100,0.6786038,,8.817309,3.3706017,1916.9803447723389,6.061516,,[-1.709  0.619 -1.848  1.585 -3.727],9.999994,24800,5.09,274537.47,-20.300835,-2.3086493,0.75280994,40.87654216890033,0.5961826,54.09719,46.27658,-567.9979,0.003711822,-697.0357,-809.705
249,3.6239624e-06,13.541896,126067,0.012769698,100,0.5386197,,1.4408804,3.537738,1923.9412586688995,6.3281546,,[-1.708  0.615 -1.849  1.575 -3.728],9.999999,24900,5.46,177921.8,-33.731377,-2.3154426,0.94346213,44.57586107682482,0.12517467,4.233459,42.654198,-723.7752,0.19981116,-790.0857,-819.41113
250,6.8664554e-07,14.3911915,126584,0.010707872,100,0.17631884,,1.0568744,2.335439,1932.33820104599,6.1226234,,[-1.668  0.607 -1.825  1.582 -3.734],9.999996,25000,5.17,19159.488,-21.040981,-2.3166792,0.9500303,41.67697169087188,0.105170935,2.1932886,54.678,-722.18634,0.28610528,-781.40137,-814.28174
251,1.1062622e-06,13.73855,127097,0.01807846,100,0.9170703,,4.104489,4.757143,1940.700115442276,6.0926714,,[-1.675  0.623 -1.83   1.572 -3.736],9.999974,25100,5.13,497548.0,-30.554127,-2.318346,0.91041607,41.277642998590125,0.26218835,15.0142765,45.902073,-689.8988,0.023478389,-773.6321,-810.89014
252,-1.8310546e-06,11.956448,127627,0.031452734,100,1.1138195,,9.919965,6.2660956,1948.816829442978,6.2169075,,[-1.673  0.618 -1.826  1.564 -3.737],9.999992,25200,5.3,744111.1,-22.330278,-2.3184114,0.8454069,42.97478704744278,0.6373707,47.179436,35.030113,-643.78174,0.0034315714,-763.6782,-812.9723
253,7.6293946e-07,11.837897,128139,0.03015732,100,0.9697918,,9.621908,13.608546,1956.4374287128448,6.085367,,[-1.671  0.614 -1.827  1.555 -3.737],9.99999,25300,5.12,562738.25,-20.599747,-2.3192806,0.81300634,41.17851432854001,0.63854206,49.33941,46.002846,-615.811,0.01274039,-721.0328,-810.5984
254,-1.7547608e-06,11.894811,128654,0.011741253,100,0.69147944,,1.5273863,5.959521,1962.9452402591705,6.107998,,[-1.672  0.609 -1.829  1.546 -3.738],9.99999,25400,5.15,286898.88,-30.773397,-2.3142455,0.9456386,41.47807214352332,0.11876467,3.576316,36.484806,-717.8956,0.047531635,-774.74005,-809.0031
255,-3.8146973e-07,14.29127,129178,0.026141088,100,0.97842586,,7.61659,5.962288,1970.0660061836243,6.1740417,,[-1.674  0.599 -1.836  1.547 -3.733],9.99999,25500,5.24,571517.06,-31.60421,-2.3151567,0.8485499,42.37596397418759,0.5171821,47.43074,35.644287,-644.9573,0.019435007,-749.3047,-811.45184
256,-3.013611e-06,12.231375,129691,0.031130988,100,1.0287431,,9.427053,7.901858,1978.2044417858124,6.091729,,[-1.674  0.591 -1.835  1.54  -3.734],9.999984,25600,5.13,618978.3,-20.689247,-2.3213441,0.7923044,41.27524282781752,0.69844335,71.58226,27.36673,-598.5477,0.0011762192,-693.088,-805.7847
257,-6.1035155e-07,13.371593,130205,0.03857055,100,1.1235181,,12.701245,7.0988197,1988.4791893959045,6.0995235,,[-1.687  0.563 -1.854  1.574 -3.74 ],9.999996,25700,5.14,754828.3,-30.653114,-2.3141768,0.7706213,41.37576616622012,0.948332,109.82931,63.912235,-583.1905,0.005271733,-707.0956,-815.55194
258,-1.8692017e-06,11.948983,130720,0.02950172,100,0.9012472,,9.156815,4.6637483,1995.8305733203888,6.1074553,,[-1.714  0.531 -1.864  1.611 -3.733],9.999986,25800,5.15,490228.0,-20.88646,-2.3215477,0.80898976,41.476658102252884,0.6192694,47.40571,36.49234,-613.4941,0.0028520958,-726.876,-808.97815
259,-1.1062622e-06,13.213,131257,0.04521308,100,0.93755484,,16.61685,5.226963,2004.1414217948914,6.2672796,,[-1.713  0.548 -1.862  1.612 -3.741],9.999997,25900,5.37,521747.75,-32.867424,-2.3232458,0.7005347,43.67763606932084,1.2449272,144.09074,43.617332,-530.7662,0.0003928012,-658.6174,-817.2463
260,-1.4495849e-06,12.058851,131765,0.010172736,100,0.046912465,,1.0024551,1.1309102,2015.292225599289,6.054,,[-1.711  0.537 -1.854  1.633 -3.742],9.999982,26000,5.08,1599.145,-30.092312,-2.322524,0.99376154,40.77711119748521,0.100409165,1.0106319,37.1407,-752.6292,0.81226605,-802.3455,-806.99866
261,2.2888183e-07,10.643071,132261,0.035840448,100,1.0418192,,12.4879675,8.501122,2022.6691699028015,5.958761,,[-1.712  0.54  -1.858  1.631 -3.742],9.999987,26100,4.96,642001.56,-38.93679,-2.3223343,0.7623886,39.577696862583274,0.9261163,71.305336,28.978783,-572.51056,0.0042429892,-702.3124,-800.7991
262,-1.1253356e-06,11.359852,132767,0.010173909,100,0.13110964,,1.0161663,1.555042,2032.5115234851837,6.0384855,,[-1.714  0.536 -1.859  1.62  -3.741],9.999995,26200,5.06,10139.522,-20.028454,-2.3195438,0.993062,40.577356774408145,0.10062407,1.0404565,37.329617,-751.4791,0.65000355,-801.3747,-806.4127
263,-3.7574769e-06,13.985922,133291,0.035848007,100,1.3587681,,12.030756,9.961302,2040.4693644046783,6.1736536,,[-1.715  0.534 -1.862  1.623 -3.739],9.999995,26300,5.24,1105773.8,-21.72526,-2.318618,0.8406461,42.37496210675627,0.84654516,65.63717,44.829796,-638.8157,0.0053508477,-754.00397,-813.8604
264,1.7547608e-06,16.238976,133835,0.013972595,100,1.0315567,,2.11304,8.215704,2051.4726219177246,6.314517,,[-1.722  0.511 -1.864  1.653 -3.738],9.999969,26400,5.44,649334.7,-33.49513,-2.320089,0.8973353,44.37540313892789,0.1460637,5.643865,61.16293,-686.6837,0.045306046,-757.96387,-823.3884
265,-6.67572e-07,14.964574,134360,0.029726263,100,0.9060397,,9.183907,4.5097866,2060.3375384807587,6.1800337,,[-1.725  0.514 -1.867  1.659 -3.739],9.999999,26500,5.25,482661.25,-31.685148,-2.319391,0.7799294,42.47258883726204,0.5972366,38.597103,71.85329,-590.91504,0.003186287,-719.76184,-820.54285
266,6.8664554e-07,13.978683,134896,0.029685283,100,1.1248983,,9.155107,7.1349783,2071.439469575882,6.2599487,,[-1.722  0.518 -1.867  1.644 -3.738],9.999998,26600,5.36,764922.44,-32.762817,-2.32004,0.8318375,43.57665290773984,0.6378792,46.991825,34.48797,-634.85443,0.0011979908,-738.6507,-814.559
267,-7.6293946e-07,12.910905,135418,0.02010556,100,0.9775583,,4.7443757,7.000289,2080.8871715068817,6.1595497,,[-1.723  0.514 -1.867  1.634 -3.739],9.999968,26700,5.22,574660.5,-31.430576,-2.3212888,0.84498525,42.17633512321218,0.32041365,27.383413,72.12465,-641.66113,0.0015645457,-733.6299,-819.77844
268,1.4686584e-06,13.029267,135925,0.012991218,100,0.748997,,1.9778246,5.441172,2088.454615354538,6.0460644,,[-1.739  0.51  -1.875  1.649 -3.74 ],9.999998,26800,5.07,336153.62,-29.985611,-2.3273678,0.9428603,40.676766810328196,0.14186996,7.165371,46.48679,-713.5793,0.02651206,-783.81726,-809.146
269,-1.4495849e-06,15.195063,136438,0.030052837,100,0.8289873,,9.592835,7.8799534,2096.3945915699005,6.092206,,[-1.734  0.504 -1.866  1.645 -3.746],9.99998,26900,5.13,414791.16,-30.52946,-2.3280597,0.7661303,41.27645647150309,0.7073485,59.0505,64.12997,-579.38776,0.010451992,-717.40326,-815.3115
270,6.67572e-07,11.386848,136943,0.010396555,100,0.31936133,,1.0903347,2.1543689,2102.1749761104584,6.030264,,[-1.733  0.508 -1.863  1.654 -3.747],9.99999,27000,5.05,61173.438,-29.812443,-2.329372,0.9746908,40.47639317835748,0.10304717,1.2917724,37.435238,-737.2917,0.35465497,-788.52386,-806.1021
271,2.9754638e-06,13.207524,137449,0.020099511,100,0.88103014,,5.178803,5.2625976,2110.0786542892456,6.037718,,[-1.732  0.504 -1.859  1.654 -3.748],9.999992,27100,5.06,453798.47,-29.885353,-2.329098,0.87901664,40.57540571996147,0.33411407,23.041676,37.367935,-662.83154,0.0068784035,-757.8247,-806.3999
272,-4.196167e-07,11.786673,137974,0.034463763,100,1.0015213,,11.457431,6.51536,2119.660264492035,6.181219,,[-1.725  0.505 -1.853  1.664 -3.748],9.99999,27200,5.25,602667.9,-21.85026,-2.3300772,0.800911,42.475673777749954,0.8024775,64.78289,35.523006,-608.7055,0.0004134941,-722.9945,-811.67786
273,1.2207031e-06,13.497668,138500,0.024655188,100,1.044043,,6.9954195,6.9792895,2128.1404383182526,6.1884737,,[-1.727  0.499 -1.854  1.656 -3.749],9.999993,27300,5.26,655743.44,-31.806612,-2.3298035,0.81841904,42.57567396271071,0.4693278,36.36416,53.77329,-622.10254,0.0040695462,-727.4807,-816.6731
274,5.168915e-06,12.6539545,139029,0.02070654,100,0.7372235,,5.120218,4.100419,2136.1702921390533,6.2100115,,[-1.728  0.498 -1.858  1.645 -3.749],9.999995,27400,5.29,329200.6,-32.106007,-2.330023,0.8078413,42.87546748253658,0.35564786,31.780762,44.35459,-614.4675,0.017022029,-729.2151,-815.1656
275,-2.479553e-07,14.1650915,139543,0.010573755,100,0.18900707,,1.0500519,1.5264082,2142.0773754119873,6.099573,,[-1.725  0.493 -1.856  1.637 -3.749],9.99999,27500,5.14,21933.52,-30.643175,-2.3337624,0.96991,41.37588210099596,0.10427243,2.5155892,63.908928,-736.2325,0.47777447,-801.74493,-815.56555
276,3.9863585e-06,13.413895,140088,0.022252051,100,1.4112462,,5.834852,12.179694,2148.9141142368317,6.321045,,[-1.723  0.477 -1.858  1.65  -3.753],9.999996,27600,5.45,1222890.8,-33.636017,-2.3408854,0.85596406,44.474835665130705,0.3463385,20.652824,33.61996,-655.39734,0.015931625,-745.2939,-816.72217
277,3.013611e-06,15.141963,140611,0.018681541,100,0.8347382,,4.264603,5.1281614,2157.235879421234,6.166876,,[-1.737  0.486 -1.878  1.634 -3.76 ],9.999975,27700,5.23,421569.94,-31.495914,-2.3405604,0.818035,42.27631595953195,0.2640642,13.394592,63.051506,-621.7114,0.004630945,-719.46924,-818.0552
278,-1.9073487e-07,14.820193,141144,0.014807104,100,0.86350614,,2.625817,5.2495327,2164.5470304489136,6.238653,,[-1.733  0.49  -1.875  1.62  -3.759],9.99999,27800,5.33,457907.03,-32.46185,-2.3427093,0.886922,43.275986792308856,0.17383018,10.977789,71.09802,-678.17,0.028940912,-762.0865,-822.6779
279,-2.4795531e-06,15.197934,141680,0.02038382,100,1.1130316,,4.9875803,7.4979177,2172.221107006073,6.2594614,,[-1.736  0.488 -1.877  1.613 -3.762],9.9999895,27900,5.36,747076.75,-22.85329,-2.3600962,0.9028132,43.575326076323265,0.3021569,19.803713,52.883205,-690.09467,0.012436373,-786.695,-819.2633
280,-1.4877319e-06,14.084187,142191,0.036772437,100,1.0112723,,12.915925,8.452965,2181.208259820938,6.077154,,[-1.777  0.504 -1.871  1.592 -3.779],9.99999,28000,5.11,605129.9,-40.33813,-2.3574739,0.8365953,41.07710397584345,0.9606198,87.70902,73.22702,-632.731,0.002086819,-755.61743,-816.7625
281,-2.7465821e-06,14.561982,142730,0.010922072,100,0.23238492,,1.0444187,2.0070903,2189.5259096622467,6.279313,,[-1.772  0.499 -1.864  1.608 -3.777],9.9999895,28100,5.39,33094.03,-33.03987,-2.3584528,0.9893435,43.87271748927158,0.10465649,1.1536252,43.35146,-757.4493,0.5114802,-810.434,-817.67554
282,-2.8419495e-06,14.465291,143253,0.011207639,100,0.55620784,,1.2579882,3.740436,2197.9148819446564,6.1664705,,[-1.771  0.497 -1.863  1.607 -3.778],9.999976,28200,5.23,181134.39,-21.619068,-2.3603644,0.9546032,42.275258110294665,0.109808266,1.6614026,63.14872,-725.8182,0.15688673,-786.1664,-818.0253
283,-2.3841858e-06,12.916911,143762,0.016253352,100,1.1399987,,3.408944,9.86686,2204.475513935089,6.0614605,,[-1.772  0.498 -1.863  1.611 -3.779],9.999964,28300,5.09,774794.1,-30.179405,-2.3623004,0.8759839,40.876321915218476,0.21698356,13.256189,37.03576,-661.9319,0.026702095,-744.06976,-807.28357
284,5.722046e-07,12.770368,144274,0.013097356,100,0.9658432,,2.0851836,7.739244,2213.2578892707825,6.0854654,,[-1.771  0.501 -1.859  1.618 -3.781],9.999999,28400,5.12,557273.6,-20.576,-2.3623037,0.9382802,41.178788910435685,0.14003229,4.2620964,64.18172,-711.13446,0.05844027,-780.37933,-815.03595
285,-1.5258789e-07,11.621224,144774,0.017517142,100,1.4435409,,4.011247,14.041861,2220.9020602703094,5.9907265,,[-1.771  0.501 -1.863  1.61  -3.781],9.99996,28500,5.0,1229925.2,-29.324684,-2.36837,0.871588,39.97671643822882,0.2422694,12.161205,37.9242,-655.41406,0.011282179,-732.78827,-804.6216
286,-2.861023e-07,14.074228,145287,0.012516093,100,0.743808,,1.870716,4.542877,2230.4112396240234,6.092183,,[-1.767  0.502 -1.869  1.6   -3.787],9.999993,28600,5.13,325667.94,-30.549154,-2.3652215,0.93515134,41.27642954160078,0.13157238,5.4178247,54.991367,-708.2444,0.046264946,-780.836,-813.1501
287,1.1444092e-06,12.288711,145801,0.016289944,100,1.1077061,,3.3416636,9.919485,2239.2044775485992,6.099387,,[-1.756  0.506 -1.853  1.603 -3.784],9.999978,28700,5.14,725599.4,-20.785938,-2.364967,0.8894472,41.375365629152775,0.20943458,9.560411,45.7714,-673.7623,0.014105838,-760.02344,-811.11005
288,-4.386902e-07,16.51792,146323,0.018141912,100,0.83972794,,4.12766,4.236528,2248.1527740955353,6.1588736,,[-1.752  0.503 -1.855  1.596 -3.784],9.999997,28800,5.22,425640.8,-31.371502,-2.366004,0.7891185,42.174650686444586,0.27355835,19.76853,81.10272,-599.33044,0.004592528,-701.48865,-821.72217
289,2.8991699e-06,15.933538,146863,0.020997617,100,0.8945764,,5.3037095,5.68186,2257.010766029358,6.2873344,,[-1.75   0.504 -1.852  1.605 -3.785],9.999956,28900,5.4,489373.78,-23.22147,-2.361327,0.7908155,43.97568431019125,0.31979504,23.96983,70.467964,-603.57367,0.039561156,-721.2715,-824.43964
290,-4.9209593e-06,13.720423,147393,0.02129815,100,0.76341754,,5.411484,4.529998,2266.0118901729584,6.216982,,[-1.763  0.501 -1.876  1.598 -3.78 ],9.999983,29000,5.3,356149.22,-22.301905,-2.3613272,0.82716954,42.97496207417001,0.3902363,33.178658,71.360596,-630.4297,0.022817258,-740.3341,-821.8744
291,-9.918213e-07,13.577183,147911,0.02527394,100,0.766619,,7.297545,6.1807365,2273.6656436920166,6.130228,,[-1.767  0.503 -1.879  1.608 -3.78 ],9.999966,29100,5.18,347843.03,-21.141956,-2.3612607,0.78522843,41.77720273208998,0.4982197,43.682446,63.52329,-593.5882,0.00068877835,-710.2628,-816.69147
292,-5.1498414e-06,14.943854,148459,0.022187872,100,0.98778456,,5.391997,7.5393834,2281.793987751007,6.3414354,,[-1.77   0.499 -1.879  1.622 -3.78 ],9.999991,29200,5.48,584592.7,-33.897835,-2.3594291,0.8487955,44.77551252302348,0.33393455,20.657187,60.74648,-649.0942,0.0051857843,-753.46027,-824.31976
293,3.2043456e-06,14.888437,148992,0.012643766,100,0.811099,,1.7290752,5.9319487,2292.477766275406,6.2383738,,[-1.777  0.502 -1.889  1.631 -3.778],9.999978,29300,5.33,391526.22,-32.455063,-2.363332,0.93831843,43.275203808715176,0.12720022,3.3478236,71.046875,-716.04724,0.089102045,-785.11414,-822.6655
294,-1.9836425e-06,11.646918,149505,0.029527318,100,0.6961865,,9.359234,4.664837,2298.786724090576,6.093027,,[-1.78   0.5   -1.885  1.64  -3.782],9.9999695,29400,5.13,292238.6,-20.69992,-2.3645275,0.63909924,41.27853782295543,0.6413448,50.009327,36.641514,-481.42996,0.0063819797,-603.0414,-808.44806
295,-2.2506713e-06,15.139921,150052,0.039783217,100,0.93856466,,13.6742735,6.5893354,2305.4666895866394,6.335305,,[-1.78   0.501 -1.885  1.626 -3.784],9.999991,29500,5.47,535989.44,-33.800026,-2.3662238,0.7062005,44.67703547081494,1.0094242,80.65033,78.57454,-538.44586,0.00047538377,-673.43066,-828.0547
296,1.0299683e-06,13.612926,150562,0.023715977,100,0.98606986,,6.6556635,6.5997376,2314.57670712471,6.069375,,[-1.785  0.498 -1.888  1.642 -3.785],9.9999895,29600,5.1,579817.44,-20.374737,-2.3662627,0.83642095,40.97688378989984,0.4788303,49.616814,64.39946,-633.0579,0.011510291,-742.4601,-814.44275
297,-4.5013426e-06,14.204265,151103,0.029507754,100,1.020616,,9.027759,8.19781,2320.729273080826,6.2937355,,[-1.783  0.494 -1.886  1.634 -3.785],9.999994,29700,5.41,638185.56,-33.24143,-2.3662238,0.75367075,44.07454408115352,0.62686294,55.402336,52.335537,-573.22125,0.0019899353,-691.964,-820.46954
298,-4.3296814e-06,15.012214,151635,0.011452368,100,0.49188358,,1.296024,2.9417076,2329.8903801441193,6.231675,,[-1.785  0.49  -1.888  1.625 -3.785],9.999993,29800,5.32,147292.27,-32.363823,-2.3688738,0.9427416,43.176237628710524,0.111258656,1.7905605,44.074978,-719.67633,0.14201665,-775.5933,-815.98627
299,1.411438e-06,14.229172,152154,0.04491442,100,1.0869024,,14.17578,9.734154,2339.8901751041412,6.13776,,[-1.792  0.493 -1.896  1.619 -3.788],9.999985,29900,5.19,698029.0,-31.125568,-2.3886554,0.7031967,41.87744753936613,1.0983064,97.73215,45.276497,-529.5687,0.0030051498,-641.1794,-812.5599
300,-7.6293944e-08,13.486586,152685,0.045906942,100,1.0398912,,16.641327,5.9729204,2349.867531299591,6.2245007,,[-1.772  0.523 -1.848  1.582 -3.808],9.999943,30000,5.31,654951.75,-32.291103,-2.3896987,0.7627509,43.07590011967439,1.2557732,141.03284,34.95781,-579.6947,0.00064354023,-712.29083,-813.26984
301,-5.340576e-07,12.642983,153206,0.010429392,100,0.039229605,,1.0015218,1.1178869,2357.352708339691,6.152666,,[-1.769  0.524 -1.846  1.569 -3.809],9.999996,30100,5.21,992.2678,-21.45797,-2.3908393,0.9962532,42.07768277319945,0.10163989,1.0103818,35.918697,-758.0553,0.9045237,-807.75885,-810.6546
302,-1.8310546e-06,11.807749,153715,0.012935903,100,0.9121962,,1.9949001,7.153251,2362.287502527237,6.061742,,[-1.769  0.521 -1.848  1.571 -3.81 ],9.999976,30200,5.09,495404.38,-30.195297,-2.3898494,0.9302921,40.877070460677636,0.1384492,4.096086,27.72554,-704.4651,0.114162035,-764.7982,-804.67346
303,-6.065369e-06,17.174963,154275,0.011320567,100,0.1373655,,1.0213033,1.5915837,2370.5473914146423,6.4196215,,[-1.769  0.523 -1.853  1.577 -3.809],9.9999895,30300,5.6,11754.128,-25.12555,-2.3913498,0.9884818,45.97491484830062,0.10640586,1.3459214,68.599915,-761.82074,0.37786072,-821.59436,-829.115
304,-4.959106e-07,10.800517,154793,0.01328122,100,0.8843605,,2.04644,6.0257816,2377.7610754966736,6.1301937,,[-1.773  0.53  -1.855  1.573 -3.81 ],9.999992,30400,5.18,468198.9,-21.176748,-2.3906753,0.92516,41.77718263078393,0.14173035,4.959343,36.151966,-702.5257,0.0077490676,-767.62415,-809.8047
305,1.6784668e-06,14.842815,155305,0.019292234,100,0.7976795,,4.6993847,6.5548716,2385.806811094284,6.0843496,,[-1.771  0.523 -1.853  1.571 -3.81 ],9.999995,30500,5.12,376959.06,-30.439764,-2.392314,0.7391026,41.17592204360409,0.3106257,26.624027,81.96219,-558.7701,0.022549924,-669.77014,-818.9549
306,7.6293946e-07,14.081592,155826,0.024767837,100,0.94679,,7.007026,7.4553676,2396.3145496845245,6.152191,,[-1.768  0.523 -1.853  1.56  -3.811],9.999998,30600,5.21,545256.75,-31.319046,-2.3925145,0.71739453,42.07645206447344,0.49264738,45.75163,72.23705,-542.9194,0.010937075,-647.5111,-819.5271
307,1.2016296e-06,13.519419,156344,0.024847241,100,0.68788844,,7.073966,5.5463386,2404.014351129532,6.129259,,[-1.768  0.527 -1.853  1.568 -3.811],9.999983,30700,5.18,282476.6,-31.035072,-2.3928416,0.69382936,41.77473816890109,0.46147314,42.291584,54.49161,-523.92633,0.0065694586,-670.78613,-814.5033
308,-3.7002565e-06,10.458617,156862,0.016940158,100,1.096297,,3.55055,8.942072,2413.541004180908,6.129532,,[-1.768  0.529 -1.852  1.577 -3.812],9.999998,30800,5.18,732906.5,-21.185457,-2.3947976,0.9097611,41.77548354148652,0.21901909,9.280371,26.861439,-691.46545,0.017672691,-764.6994,-807.1602
309,-1.1634827e-06,14.255452,157372,0.0153233055,100,0.74355227,,2.9830108,3.992906,2421.4816920757294,6.069236,,[-1.769  0.528 -1.854  1.587 -3.814],9.999997,30900,5.1,331924.25,-30.253475,-2.3947818,0.89918834,40.976544425703686,0.19722757,11.57593,64.29665,-681.3977,0.014063492,-770.3512,-814.4454
310,5.7220458e-08,9.979152,157882,0.010354789,100,0.27353075,,1.0511413,2.362138,2428.4691495895386,6.0698795,,[-1.765  0.526 -1.854  1.579 -3.814],9.999992,31000,5.1,44859.03,-30.31458,-2.3954918,0.98328197,40.97817466484679,0.10203233,1.1152357,27.60886,-745.2624,0.451006,-793.0057,-804.9601
311,-2.822876e-06,13.9066515,158419,0.010913016,100,0.26002824,,1.0536652,2.211628,2434.0300142765045,6.2665453,,[-1.765  0.528 -1.855  1.58  -3.814],9.999997,31100,5.37,40766.29,-32.85951,-2.4006407,0.97698826,43.67566499905301,0.10476142,1.1294173,43.56099,-747.0715,0.49978286,-799.8344,-817.2213
312,1.0108947e-06,13.897816,158941,0.016128162,100,0.932532,,3.085128,5.949211,2442.134079694748,6.159154,,[-1.765  0.534 -1.856  1.573 -3.82 ],9.9999895,31200,5.22,522127.44,-31.414625,-2.403057,0.9368978,42.175363830663585,0.19701666,9.503848,63.120262,-712.75964,0.022584151,-802.3774,-817.75085
313,-1.6403199e-06,15.622503,159463,0.026446017,100,1.0142504,,7.8312397,8.913247,2451.815336704254,6.159709,,[-1.778  0.535 -1.858  1.582 -3.822],9.999923,31300,5.22,622333.94,-21.502014,-2.4040463,0.76220065,42.17663894922891,0.55998045,52.1965,54.20336,-578.0358,0.0039502345,-690.8469,-815.6581
314,-3.8146972e-08,14.906842,159963,0.0112196775,100,0.63698936,,1.4219841,5.5651193,2461.2740454673767,5.9906797,,[-1.778  0.531 -1.858  1.596 -3.823],9.99999,31400,5.0,236254.34,-29.280281,-2.4024065,0.97321296,39.97667914744208,0.114108436,2.5286522,47.203716,-735.0349,0.09795573,-793.96466,-807.098
315,2.6512146e-06,12.656765,160477,0.02141213,100,0.8905062,,5.69543,6.8801446,2468.0467042922974,6.1004477,,[-1.774  0.531 -1.855  1.59  -3.821],9.999999,31500,5.14,471701.8,-20.77858,-2.4033742,0.6934582,41.37814787087448,0.36793447,28.138062,54.850197,-522.89014,0.0029455596,-631.66907,-813.4435
316,5.0735475e-06,13.968795,161000,0.018249854,100,0.8144023,,4.079812,5.6610594,2479.494875192642,6.166541,,[-1.774  0.526 -1.85   1.605 -3.822],9.99998,31600,5.23,401295.62,-31.511631,-2.4040346,0.7889569,42.275455166474224,0.2529033,16.808811,54.04533,-598.8351,0.00982552,-699.2319,-815.87897
317,-2.5749207e-06,12.310099,161519,0.017705327,100,0.8776601,,3.8669224,4.7287297,2485.7812485694885,6.1369324,,[-1.772  0.523 -1.849  1.597 -3.823],9.999994,31700,5.19,464357.9,-31.148682,-2.4035823,0.89214,41.87532162290781,0.24881597,18.017296,45.28071,-678.0662,0.016586505,-764.95984,-812.49445
318,-1.3160706e-06,12.905569,162034,0.011957115,100,0.721447,,1.6007321,4.696907,2493.3425199985504,6.1078997,,[-1.77   0.521 -1.845  1.589 -3.823],9.999982,31800,5.15,306899.97,-20.858322,-2.4053366,0.9398856,41.4777988721679,0.120341875,2.924879,45.66333,-712.5991,0.11176179,-771.5662,-811.44293
319,-5.722046e-07,12.282059,162552,0.010840591,100,0.28850892,,1.0771797,2.0007374,2503.160297870636,6.131214,,[-1.775  0.531 -1.85   1.576 -3.824],9.999996,31900,5.18,47909.195,-21.163914,-2.4266927,0.97312397,41.77983316261011,0.10605334,1.2706907,45.411175,-738.9459,0.36153343,-792.47815,-812.30206
320,-6.1035157e-06,12.418053,163075,0.021207158,100,0.88620824,,5.4000053,5.3158274,2511.6793913841248,6.1665144,,[-1.803  0.511 -1.847  1.593 -3.845],9.999993,32000,5.23,475966.62,-31.534061,-2.4267082,0.8313289,42.275422005150475,0.36162984,36.691574,35.66089,-631.58673,0.0104551725,-729.7427,-811.14856
321,2.1743774e-06,12.0388565,163587,0.012867559,100,0.45795742,,1.516086,3.5106575,2516.4442801475525,6.0849056,,[-1.802  0.506 -1.847  1.586 -3.846],9.999985,32100,5.12,124037.21,-30.47967,-2.4318535,0.9230766,41.177318697151975,0.13943157,8.582851,36.780964,-699.9284,0.098392576,-762.1969,-808.1476
322,3.8146973e-07,12.294826,164101,0.020716676,100,0.77011096,,4.5750675,4.4704585,2524.5349929332733,6.1009827,,[-1.792  0.483 -1.812  1.598 -3.851],9.999994,32200,5.14,354429.97,-20.767303,-2.4358065,0.8228675,41.37951281188966,0.31413832,20.843271,72.88252,-623.4777,0.004742775,-714.2306,-817.63055
