EpisodesSoFar,EpRewMean,MeanEntropy,ReturnStepMaxmin,StdIW,Iteration,MeanIW,InitialReturnMax,StdD2w0t,MeanD2w0t,Bound,InitialReturnStd,EpLenMean,MinD2w0t,MinIW,InitialBound,MaxIW,ReturnMeanIW,TimeElapsed,EmpiricalD2,Weights,J_sample_variance,InitialReturnMin,InitialReturnMean,ReturnStepMax,MaxD2w0t,TimestepsSoFar,EpThisIter
24600,155.3275387572993,-2.1249285,8.782046,0.6649503,246,0.7757761,161.33047,0.3824301,0.051385596,-753.186,62.759335,16.54,,0.006561075,-873.7902,7.094789,-615.16724,1261.513354063034,3.4169848,[-1.421  0.365 -0.645 -0.043 -3.543],313260.88,-74.2128,-2.670288e-06,9.391023,23.201447,247210,100
24700,152.5203186963132,-2.1252832,8.760187,0.7832832,247,0.77388686,142.11043,0.73297065,0.06836531,-754.8367,57.957138,16.26,,0.014845334,-872.2859,4.8967533,-613.36414,1267.3026490211487,6.3754725,[-1.42   0.373 -0.647 -0.038 -3.544],424895.97,-72.1906,-1.4343262e-05,9.380094,64.717896,248836,100
24800,140.33117488376772,-2.1344845,8.66106,0.7135565,248,0.74743634,138.13496,0.5770133,0.055620864,-725.5024,59.580624,15.04,,0.032662533,-875.91406,4.1709723,-603.32007,1273.0642821788788,3.6303496,[-1.416  0.381 -0.646 -0.031 -3.544],374910.88,-61.522408,-9.002685e-06,9.33053,48.255974,250340,100
24900,137.93114540796282,-2.1422832,8.639344,0.56077534,249,0.8813942,183.27322,0.23810738,0.03677913,-802.72424,60.71296,14.8,,0.099514306,-881.71857,3.180597,-701.7077,1279.751891374588,1.6503916,[-1.388  0.372 -0.616 -0.019 -3.553],198967.12,-59.318695,4.7302246e-06,9.319672,11.711651,251820,100
25000,140.42586297868104,-2.1398766,8.661244,0.9002525,250,0.81856614,159.74161,0.6005396,0.05463937,-785.2845,56.71244,15.05,,0.0009908236,-878.1686,6.4632616,-654.3701,1285.821393251419,6.207823,[-1.401  0.385 -0.627 -0.031 -3.561],560755.44,-61.76951,2.2888183e-07,9.330622,61.329296,253325,100
25100,132.5277183700099,-2.141317,8.587339,0.20060797,251,0.98936874,152.0397,0.16852573,0.028868174,-871.44434,54.62879,14.26,,0.5732782,-879.3093,1.9323897,-791.4531,1291.67604804039,1.0334885,[-1.398  0.387 -0.624 -0.019 -3.559],28027.035,-55.01391,4.272461e-06,9.29367,1.1651678,254751,100
25200,131.82872344873667,-2.141658,8.580511,0.6190608,252,0.9044126,201.93515,0.30654067,0.035616197,-824.52734,54.34361,14.19,,0.033133898,-884.85724,3.8571856,-720.1491,1297.098443031311,2.572777,[-1.397  0.385 -0.621 -0.016 -3.56 ],251679.52,-54.405006,2.9754638e-06,9.290256,37.9896,256170,100
25300,150.21502645592474,-2.14162,8.741739,0.90050316,253,0.76937616,151.74255,0.42075247,0.052192032,-726.65186,64.33738,16.03,,0.010705529,-874.5733,6.385366,-599.18024,1303.4534451961517,4.2547393,[-1.393  0.393 -0.623 -0.032 -3.561],537924.94,-79.14272,1.4953614e-05,9.37087,35.29917,257773,100
25400,148.5271975440304,-2.155213,8.729785,0.91371274,254,0.87967485,188.6867,0.25490192,0.04214792,-818.6772,71.34451,15.86,,0.038371753,-879.7274,7.4185915,-706.8522,1309.4492630958557,2.3606536,[-1.39   0.387 -0.621 -0.039 -3.561],631083.94,-96.185684,2.4414062e-06,9.364892,7.585575,259359,100
25500,141.13066040280802,-2.1540694,8.668079,0.40616515,255,0.9467017,220.6817,0.1960042,0.032881044,-858.6861,59.715153,15.12,,0.15139386,-884.4612,3.2428224,-757.9585,1316.0647671222687,1.5050416,[-1.375  0.384 -0.601 -0.028 -3.574],120946.55,-62.152374,3.3569336e-06,9.33404,8.134316,260871,100
25600,142.81767886543832,-2.1562648,8.681186,0.6232784,256,0.86188954,128.57278,0.3174233,0.040285382,-795.2348,58.310596,15.29,,0.035777256,-873.86365,3.2051563,-693.06384,1322.2110242843628,2.8035035,[-1.365  0.387 -0.601 -0.037 -3.573],279877.78,-73.17062,-4.4250487e-06,9.340592,28.52879,262400,100
25700,135.62892556602287,-2.1536162,8.617561,1.0452546,257,0.7373757,126.99183,0.4272403,0.051598467,-717.5428,52.87516,14.57,,0.006830495,-875.4313,7.7273426,-585.3092,1328.1086554527283,5.6016088,[-1.37   0.381 -0.592 -0.025 -3.575],773691.25,-86.42053,5.264282e-06,9.308781,36.28828,263857,100
25800,139.52916940910214,-2.1524146,8.653633,0.85740715,258,0.90276617,146.10442,0.30125865,0.040475324,-827.88434,57.88592,14.96,,0.015300954,-876.96747,8.242005,-723.2007,1333.8511435985565,2.5455256,[-1.383  0.388 -0.61  -0.045 -3.573],514059.9,-79.883606,4.653931e-06,9.326817,17.663326,265353,100
25900,152.5153755231596,-2.1545756,8.75958,0.52505356,259,0.83866435,170.70107,0.42854124,0.04261085,-773.8514,62.523754,16.26,,0.017063605,-875.7154,4.542592,-659.0768,1339.6338818073273,3.4132116,[-1.396  0.38  -0.626 -0.042 -3.571],180953.6,-71.82969,1.5411377e-05,9.379789,70.04997,266979,100
26000,153.8214807971698,-2.154298,8.7701645,0.7486914,260,0.78347296,235.71495,0.64535224,0.046735518,-742.7013,63.955334,16.39,,0.007329176,-881.6758,4.456608,-621.21594,1346.398428440094,4.3233356,[-1.385  0.379 -0.618 -0.053 -3.574],401912.88,-120.86194,4.5776366e-07,9.385082,122.77692,268618,100
26100,153.6157588233454,-2.1553338,8.767963,0.37589824,261,0.85015744,134.01225,0.38477653,0.04482946,-788.73175,60.27276,16.37,,0.00336072,-871.0746,2.6294756,-679.84705,1352.5721950531006,2.6608036,[-1.391  0.38  -0.621 -0.04  -3.573],105737.09,-72.97716,-5.340576e-07,9.383982,41.01525,270255,100
26200,144.02488855797782,-2.153024,8.692397,0.90958565,262,0.864157,184.85672,0.245101,0.03970066,-788.74207,60.995926,15.41,,0.031349108,-880.02045,9.072625,-680.9181,1358.467376947403,2.5317156,[-1.394  0.37  -0.616 -0.032 -3.574],534985.0,-83.56273,-8.31604e-06,9.346198,10.211136,271796,100
26300,148.32222404713357,-2.1503954,8.727554,0.95410407,263,0.77353925,123.70805,1.0067174,0.06328469,-745.548,57.087894,15.84,,0.015253814,-871.4915,6.148239,-612.79736,1365.0921852588654,9.286557,[-1.4    0.372 -0.621 -0.045 -3.572],635943.1,-116.66801,-1.4495849e-06,9.363777,131.82225,273380,100
26400,161.0146161774545,-2.1472373,8.82111,0.8717786,264,0.8846189,248.45384,0.5913092,0.052038126,-830.2196,68.61749,17.11,,0.0059690233,-880.3119,5.696879,-701.87006,1372.158643245697,4.743461,[-1.403  0.38  -0.63  -0.067 -3.569],506527.9,-78.580124,-4.8828124e-06,9.410555,104.297295,275091,100
26500,164.81691000570234,-2.1485085,8.84699,0.91101146,265,0.7537825,109.77083,1.6819252,0.08966957,-728.83746,59.994194,17.49,,0.005896754,-863.95984,9.613238,-578.07227,1378.5456602573395,15.379258,[-1.405  0.381 -0.62  -0.055 -3.566],502991.7,-73.28377,2.5939942e-06,9.423494,214.24042,276840,100
26600,164.41353445399938,-2.1533911,8.843959,0.6558908,266,0.93504244,153.49496,0.22494893,0.041050933,-835.6011,62.323547,17.45,,0.026943538,-869.3093,4.9726477,-737.02264,1385.2660953998566,1.6646363,[-1.404  0.377 -0.621 -0.069 -3.568],287385.75,-72.75363,-1.9836425e-06,9.421979,5.9864583,278585,100
26700,161.21610164258536,-2.1545208,8.822668,0.8978825,267,0.8072305,156.28204,0.9501949,0.06536124,-769.2327,63.13302,17.13,,0.0068608625,-870.9418,9.260485,-629.10095,1391.599749326706,8.475686,[-1.41   0.382 -0.624 -0.065 -3.572],524395.6,-79.26193,-5.340576e-06,9.411333,113.26192,280298,100
26800,161.82560295516848,-2.1542957,8.827878,0.82154703,268,0.91125065,156.05971,0.31651333,0.04657603,-817.12683,65.68957,17.19,,0.022088012,-870.9201,10.630278,-713.1507,1397.813726425171,2.0844572,[-1.411  0.381 -0.627 -0.078 -3.574],387087.62,-79.57408,-5.340576e-06,9.4139385,16.469597,282017,100
26900,162.51514003857287,-2.1442504,8.831417,0.96242154,269,0.8212533,162.18327,0.3677105,0.056285683,-776.8148,63.30949,17.26,,0.01710393,-871.0653,6.356145,-651.0981,1404.2639529705048,3.9627693,[-1.399  0.387 -0.628 -0.077 -3.573],671057.2,-108.929955,1.3580322e-05,9.415709,15.543434,283743,100
27000,152.12268535104263,-2.1418407,8.7574215,0.7945845,270,0.7907272,164.19276,1.7051582,0.062602825,-755.9337,64.54626,16.22,,0.013764025,-875.3511,10.890276,-619.0263,1410.6996049880981,9.366958,[-1.382  0.375 -0.622 -0.056 -3.563],422278.88,-71.33122,-1.9836425e-06,9.378711,356.63107,285365,100
27100,169.61156620369067,-2.138373,8.877196,0.7678479,271,0.86658305,155.81644,0.31320617,0.05317548,-815.6509,60.418007,17.97,,0.04454402,-867.28613,3.5920908,-688.5636,1417.496971130371,2.8591404,[-1.381  0.375 -0.623 -0.072 -3.561],415398.88,-86.64946,8.392334e-06,9.438598,13.879641,287162,100
27200,154.02591385363772,-2.137934,8.772202,0.3532083,272,0.87633514,222.87166,0.5344168,0.04945122,-823.72284,64.61067,16.41,,0.007980523,-880.5363,5.772333,-697.09467,1423.8328921794891,3.6808884,[-1.369  0.366 -0.603 -0.057 -3.557],89759.44,-72.93587,-6.408691e-06,9.386101,48.40019,288803,100
27300,156.1238633969639,-2.1423364,8.787471,0.46035865,273,0.85483056,174.63017,0.3077119,0.040546693,-785.2271,63.282696,16.62,,0.03538666,-874.8861,3.3715374,-679.43585,1430.2292006015778,2.5976636,[-1.369  0.353 -0.6   -0.044 -3.557],150044.53,-74.905,-6.4849855e-06,9.393735,34.521507,290465,100
27400,157.62167311657146,-2.1437798,8.798058,0.10268407,274,0.9982549,186.63223,0.18041998,0.03361022,-873.3115,59.383713,16.77,,0.6603402,-875.2967,1.4049888,-787.1528,1436.217432975769,1.0082525,[-1.352  0.358 -0.601 -0.053 -3.561],8187.9175,-85.890976,-1.197815e-05,9.399028,1.052658,292142,100
27500,157.11594773849316,-2.146544,8.793775,0.41754243,275,0.9175355,180.22342,0.21001583,0.03685471,-819.7936,59.233337,16.72,,0.054382354,-874.7699,4.4474144,-723.5017,1441.9735295772552,1.5733392,[-1.35   0.358 -0.602 -0.054 -3.563],108866.03,-76.037315,2.670288e-06,9.396886,7.1989427,293814,100
27600,159.52258014330565,-2.1464856,8.8116255,0.6384119,276,0.5472556,121.69476,2.0134442,0.10475626,-592.4563,60.318398,16.96,,0.00090397144,-867.4891,9.186443,-416.30872,1449.018886089325,22.860851,[-1.335  0.36  -0.595 -0.061 -3.566],240283.05,-78.07627,6.1035157e-06,9.405812,186.541,295510,100
27700,149.62477397989622,-2.1436117,8.738231,0.4439633,277,0.9535222,158.72012,0.20498309,0.034721617,-850.1519,55.70025,15.97,,0.09541322,-875.05365,4.252392,-756.7562,1456.1171200275421,1.4020466,[-1.33   0.349 -0.586 -0.033 -3.565],115883.31,-60.51378,-7.781982e-06,9.369115,11.192471,297107,100
27800,155.31584373668494,-2.1484554,8.780637,0.6292845,278,0.892332,146.97873,0.5304753,0.044841632,-806.7831,60.209194,16.54,,0.020535981,-871.9585,5.5814915,-699.158,1461.8495779037476,4.345607,[-1.317  0.353 -0.584 -0.038 -3.563],240138.28,-74.44481,-6.1798096e-06,9.390318,68.09069,298761,100
27900,165.1137675852038,-2.1504047,8.848605,0.7498639,279,0.8884983,131.43597,0.5946241,0.068593934,-811.9237,59.401756,17.52,,0.015972823,-866.34155,6.556583,-692.533,1468.2690494060516,4.144495,[-1.305  0.358 -0.577 -0.053 -3.567],348479.22,-111.462616,-2.5177003e-06,9.424302,23.311054,300513,100
28000,173.509376975786,-2.148456,8.900803,0.6130457,280,0.90763545,159.54922,0.25304595,0.045809746,-812.72754,61.38254,18.36,,0.06600767,-866.0674,3.9301155,-706.55316,1474.30801486969,1.7795777,[-1.306  0.346 -0.576 -0.052 -3.569],234885.53,-89.84331,,9.450401,4.155853,302349,100
28100,168.41258200343643,-2.145736,8.869759,0.2931896,281,0.9605842,157.01419,0.19916582,0.03816936,-844.8731,61.18371,17.85,,0.29589203,-867.97046,1.9481629,-755.5407,1480.262706041336,1.136686,[-1.31   0.34  -0.576 -0.054 -3.567],61765.535,-85.57034,-3.6621093e-06,9.434879,1.7532163,304134,100
28200,164.41245108334627,-2.1552036,8.843832,0.79230726,282,0.81786984,124.35863,1.7504,0.06677282,-765.3753,54.711052,17.45,,0.0031875984,-865.52704,5.3033705,-635.0513,1486.888873577118,11.682295,[-1.299  0.334 -0.571 -0.051 -3.565],382819.62,-73.3145,-2.3651123e-06,9.421916,255.55203,305879,100
28300,181.39506839444647,-2.1545753,8.944658,0.74352175,283,0.7081997,139.0901,0.56327224,0.060223173,-675.9253,60.405006,19.15,,0.0026012624,-860.26807,4.4431934,-548.19556,1493.918791294098,6.826947,[-1.296  0.342 -0.577 -0.071 -3.574],354902.03,-87.23659,4.272461e-06,9.472329,45.80677,307794,100
28400,161.81242293319613,-2.1555102,8.826344,0.9857459,284,0.8027434,148.58553,0.7040113,0.059029453,-748.1992,59.723892,17.19,,0.00485599,-869.60486,11.997395,-623.8125,1500.531550168991,6.3557477,[-1.3    0.335 -0.572 -0.054 -3.574],664365.0,-128.07812,-5.340576e-07,9.413172,85.78963,309513,100
28500,177.20501887557865,-2.1582217,8.922053,0.49637568,285,0.79555774,135.70445,0.5391146,0.06252314,-746.28174,62.93164,18.73,,0.0032348144,-861.9649,6.043255,-624.30316,1506.7380378246307,4.4896383,[-1.294  0.332 -0.57  -0.068 -3.575],167548.75,-131.10796,4.196167e-06,9.461026,50.92207,311386,100
28600,162.31480941293736,-2.1503336,8.830026,0.62667394,286,0.89949185,175.91171,0.23344934,0.042024355,-803.67535,61.474678,17.24,,0.16870788,-872.45715,7.3238363,-697.5994,1513.3538649082184,1.738964,[-1.294  0.32  -0.562 -0.057 -3.577],231972.14,-99.29245,2.3651123e-06,9.415012,5.20984,313110,100
28700,178.20455721290477,-2.1545799,8.927729,0.5823886,287,0.8840707,148.54982,0.3195457,0.048768405,-798.841,58.297485,18.83,,0.0074903322,-862.6431,8.653358,-688.65735,1520.6124384403229,3.005915,[-1.313  0.323 -0.57  -0.065 -3.569],219214.25,-84.68726,3.2043456e-06,9.463864,19.46047,314993,100
28800,171.4117062818154,-2.1565423,8.888346,0.8264961,288,0.7155606,154.42737,0.39089027,0.058083966,-683.0489,60.141075,18.15,,0.029630588,-866.3688,8.813449,-549.55994,1527.863149881363,4.2769947,[-1.304  0.331 -0.579 -0.078 -3.574],402733.84,-116.71092,9.231568e-06,9.444173,33.270706,316808,100
28900,209.4978247058269,-2.1575055,9.07995,0.7586805,289,0.7022867,136.79854,0.91203576,0.082583524,-657.02814,62.949615,21.96,,0.0025459016,-846.82574,7.90649,-517.35046,1535.4013183116913,9.256229,[-1.317  0.342 -0.591 -0.099 -3.576],328499.62,-100.9682,-8.163453e-06,9.539975,112.83708,319004,100
29000,198.40654118423686,-2.1640067,9.031805,0.67476064,290,0.78709155,158.83827,0.4143585,0.06406576,-729.17395,56.730854,20.85,,0.022002716,-854.1793,4.971094,-602.4573,1542.3673362731934,2.9238532,[-1.316  0.34  -0.593 -0.113 -3.577],287915.84,-92.364494,-7.019043e-06,9.5159025,23.734472,321089,100
29100,199.20476811162055,-2.1641326,9.035334,0.6650023,291,0.8285278,191.57806,0.48555872,0.07263831,-790.98065,68.754555,20.93,,0.014731745,-857.7723,5.910596,-643.05035,1548.8593292236328,3.584523,[-1.315  0.352 -0.597 -0.117 -3.583],302019.16,-101.28324,-2.7465821e-06,9.517667,22.282433,323182,100
29200,194.00820050127325,-2.165734,9.011093,0.7800912,292,0.7600369,121.65509,1.211782,0.086708225,-714.62054,61.624104,20.41,,0.0036150273,-852.6822,8.208723,-576.08636,1554.7100279331207,10.426867,[-1.316  0.362 -0.598 -0.116 -3.583],367182.72,-97.65544,1.2207031e-06,9.505547,207.87936,325223,100
29300,207.10242151899595,-2.1660159,9.070208,0.68462795,293,0.7321146,124.56679,0.753281,0.08678055,-706.0334,57.941826,21.72,,0.0020852175,-846.39233,8.376216,-556.17084,1561.0905871391296,6.583971,[-1.318  0.36  -0.602 -0.129 -3.585],303221.94,-108.66318,-1.083374e-05,9.535104,77.24116,327395,100
29400,198.20425101236057,-2.1660168,9.030654,0.9222741,294,0.8128686,246.63618,1.2215524,0.099704534,-785.963,65.83276,20.83,,0.0025294896,-862.76624,5.826268,-617.6255,1566.9498381614685,10.743979,[-1.316  0.367 -0.603 -0.122 -3.585],531821.56,-100.68516,-1.1138916e-05,9.5153265,137.28749,329478,100
29500,192.70948317132846,-2.1670518,9.004882,0.75561553,295,0.78216076,183.85027,0.61110866,0.063153654,-735.1102,65.01079,20.28,,0.007463073,-859.97473,7.8096476,-602.64276,1572.4610352516174,6.612435,[-1.317  0.361 -0.605 -0.132 -3.585],372188.97,-87.01941,-4.653931e-06,9.50244,75.1399,331506,100
29600,208.30601319142147,-2.1679652,9.075643,0.8944811,296,0.8293754,196.27504,0.6069159,0.07022933,-774.51917,63.48209,21.84,,0.013343171,-853.2121,5.1969604,-641.5485,1579.1793313026428,7.5777636,[-1.312  0.369 -0.611 -0.149 -3.586],540482.8,-109.16455,8.239746e-06,9.537821,58.401848,333690,100
29700,206.39880321476483,-2.168945,9.066867,0.73171616,297,0.7524084,178.75043,0.6579379,0.07927709,-704.47754,61.02647,21.65,,0.0075470065,-852.3794,4.5661783,-570.7384,1585.2862343788147,6.538415,[-1.312  0.359 -0.608 -0.13  -3.587],324648.1,-107.82143,1.2207031e-06,9.533433,44.743885,335855,100
29800,205.4051066866733,-2.1745105,9.06312,0.98612714,298,0.6999714,205.01549,1.1533507,0.103503376,-699.5741,65.82775,21.55,,0.0029660016,-855.6162,5.8946805,-535.8483,1591.9442384243011,11.811054,[-1.323  0.366 -0.616 -0.123 -3.588],660327.3,-115.9527,-2.2583008e-05,9.53156,124.760216,338010,100
29900,187.4093137789353,-2.1737728,8.978159,0.90608007,299,0.8241458,134.35765,0.709402,0.06229829,-754.08777,63.599693,19.75,,0.015781932,-857.3268,6.719885,-628.8058,1599.0409760475159,6.2083726,[-1.31   0.362 -0.598 -0.105 -3.593],532955.9,-91.9731,-6.5612794e-06,9.489079,107.954025,339985,100
30000,196.41035788239915,-2.175854,9.022799,0.8358251,300,0.86814517,133.84514,0.5843427,0.05735036,-764.5313,63.48223,20.65,,0.020656664,-853.0137,6.430807,-656.8156,1605.1633727550507,4.3504753,[-1.306  0.364 -0.603 -0.121 -3.593],386763.47,-99.452385,-1.1138916e-05,9.511399,92.86466,342050,100
30100,223.08282356703555,-2.181864,9.132317,0.45195758,301,0.93631494,111.675415,0.23789012,0.052133437,-792.56256,56.92201,23.32,,0.1260573,-836.77246,3.073604,-701.4225,1612.1679711341858,1.2865045,[-1.287  0.362 -0.596 -0.129 -3.595],122173.68,-112.41674,-7.858276e-06,9.566158,1.9253223,344382,100
30200,194.8061602138627,-2.1806602,9.014755,0.6017438,302,0.9045482,155.50258,0.38991642,0.05580622,-810.9035,62.931633,20.49,,0.0036892851,-856.00604,14.045892,-699.7911,1619.1613738536835,3.1340513,[-1.298  0.368 -0.603 -0.136 -3.601],222128.2,-98.15796,2.7465821e-06,9.507378,23.367361,346431,100
30300,220.10967048770223,-2.184336,9.123346,0.6531721,303,0.8813565,199.33617,0.37304085,0.06418376,-798.68555,68.597534,23.02,,0.02924469,-847.77014,5.353305,-657.8606,1625.4480497837067,2.4223194,[-1.283  0.375 -0.598 -0.142 -3.6  ],250656.67,-118.28349,1.9989013e-05,9.561673,12.56454,348733,100
30400,215.9952009499019,-2.1934144,9.106165,0.80349255,304,0.7935955,124.25604,0.8137001,0.07312525,-734.81793,56.794968,22.61,,0.00048197972,-841.77783,13.461205,-591.7634,1631.5033473968506,9.029004,[-1.29   0.367 -0.599 -0.14  -3.603],385994.94,-106.72949,-2.0370484e-05,9.553082,73.81629,350994,100
30500,209.89989560040797,-2.19461,9.081808,0.5435017,305,0.86678326,189.04344,0.30686945,0.053711504,-782.03925,68.20747,22.0,,0.033283968,-852.09576,4.161798,-662.7709,1637.8704726696014,2.9358554,[-1.276  0.371 -0.601 -0.153 -3.612],194743.56,-100.837906,1.7852783e-05,9.540904,15.150782,353194,100
30600,195.20253061418268,-2.2151155,9.016321,0.6930663,306,0.860474,105.985855,0.5628702,0.07258365,-780.96173,56.89776,20.53,,0.004935121,-850.0163,5.5715528,-659.0006,1644.1654195785522,4.0041485,[-1.285  0.366 -0.6   -0.143 -3.614],293561.4,-89.73775,-8.69751e-06,9.508161,30.328827,355247,100
30700,206.3000190610396,-2.20732,9.066547,0.60323983,307,0.86822927,172.65228,0.4593676,0.06257666,-787.56714,64.67081,21.64,,0.02525091,-852.099,4.337775,-663.39935,1650.2638194561005,4.0105624,[-1.263  0.364 -0.568 -0.144 -3.634],230331.1,-164.82027,-1.0986329e-05,9.533274,30.696571,357411,100
30800,209.09328495087942,-2.210882,9.077854,0.49123392,308,0.8145468,137.38486,0.5391187,0.06359769,-742.5675,66.582085,21.92,,0.00044489157,-847.2982,9.083677,-623.1873,1656.4341621398926,4.693507,[-1.248  0.37  -0.563 -0.15  -3.626],162392.88,-157.17484,-7.019043e-06,9.538927,62.061787,359603,100
30900,209.29257649840744,-2.2080123,9.07863,0.85062504,309,0.70942986,177.08177,1.7562087,0.09712652,-704.9625,69.655304,21.94,,0.001731227,-851.36365,5.15675,-536.546,1662.7131016254425,15.811348,[-1.257  0.362 -0.56  -0.14  -3.63 ],464440.38,-166.81763,-2.7465821e-06,9.539315,221.62466,361797,100
31000,194.49917159131473,-2.2135959,9.012627,0.73436654,310,0.7947935,213.55104,0.51447034,0.07088083,-764.8043,61.939182,20.46,,0.012194407,-861.5324,8.4391365,-605.7194,1668.9950952529907,4.8670554,[-1.258  0.36  -0.556 -0.123 -3.627],358549.25,-97.94684,-1.2207031e-06,9.506313,34.656597,363843,100
31100,196.6992149511113,-2.2137995,9.02314,0.8117146,311,0.6669832,104.99411,1.8340803,0.097284,-667.932,60.3588,20.68,,0.0011641867,-849.3744,12.661817,-516.1046,1674.9470574855804,17.865871,[-1.255  0.353 -0.559 -0.13  -3.632],468107.03,-157.32076,-3.1280517e-06,9.51157,261.9829,365911,100
31200,192.10708325766714,-2.2098887,9.001688,0.9652133,312,0.6611077,137.34937,0.8315242,0.09684492,-647.70215,63.1399,20.22,,0.006886329,-855.3899,6.963111,-498.56406,1681.1415073871613,9.08883,[-1.258  0.348 -0.555 -0.111 -3.633],553752.2,-95.936615,9.994506e-06,9.500844,73.85748,367933,100
31300,190.00384058455,-2.2138126,8.990889,0.98356795,313,0.8798703,179.31462,0.5001929,0.057726007,-804.0688,61.943386,20.01,,0.0143151125,-860.56964,5.657751,-671.1722,1687.3493897914886,4.998988,[-1.28   0.359 -0.573 -0.132 -3.629],572556.5,-85.05214,-5.1879883e-06,9.495444,59.62143,369934,100
31400,207.3035118671827,-2.212949,9.071161,0.5576991,314,0.81244826,273.4837,0.5439416,0.06348456,-749.84564,71.314,21.74,,0.00860902,-860.63446,3.9800024,-622.36273,1694.36434340477,4.2157054,[-1.276  0.364 -0.572 -0.148 -3.633],209392.98,-164.94417,-3.967285e-06,9.535581,44.33421,372108,100
31500,221.49361075926754,-2.2136323,9.127256,0.7185164,315,0.7409861,191.59814,1.1933382,0.08556242,-685.042,61.479874,23.16,,0.0075954627,-845.7863,5.6680074,-543.2889,1701.1412835121155,10.202235,[-1.3    0.364 -0.579 -0.146 -3.632],315223.7,-110.72424,4.272461e-06,9.563628,152.25656,374424,100
31600,211.8052835146807,-2.2131221,9.090158,0.96671945,316,0.7760649,205.69463,1.5320356,0.104600355,-739.9508,62.58419,22.19,,5.6679004e-05,-852.2236,8.414485,-588.885,1708.1387250423431,14.134497,[-1.295  0.362 -0.58  -0.158 -3.632],615636.75,-140.30905,-6.942749e-06,9.545079,219.63945,376643,100
31700,203.6033176288396,-2.217502,9.055061,0.96754,317,0.78439474,147.95723,1.072576,0.07756683,-728.2566,57.34486,21.37,,0.0016941773,-850.54095,12.405209,-595.05005,1715.3505489826202,9.464207,[-1.294  0.363 -0.574 -0.143 -3.632],554441.7,-105.8156,1.9683837e-05,9.527531,141.25891,378780,100
31800,208.39625134263832,-2.2148988,9.075172,0.9246057,318,0.8193579,95.38269,0.6939323,0.08842021,-749.9407,59.89698,21.85,,0.0014148565,-842.58936,6.920184,-611.6117,1722.4610233306885,6.821681,[-1.308  0.364 -0.581 -0.13  -3.636],505840.5,-100.338715,7.93457e-06,9.537586,46.1992,380965,100
31900,219.28562192136954,-2.2170684,9.118189,0.7050711,319,0.8166268,114.54645,0.5673013,0.08649212,-754.8025,56.320763,22.94,,0.01545027,-838.99945,8.117141,-612.9846,1730.1835496425629,4.3743176,[-1.324  0.366 -0.589 -0.145 -3.634],290506.8,-109.41748,9.613037e-06,9.559094,18.28061,383259,100
32000,196.70670244357575,-2.2167797,9.023861,0.5779334,320,0.9012492,133.773,0.3850872,0.056385268,-806.2218,66.558945,20.68,,0.016537422,-853.0709,5.969057,-692.08374,1736.396773815155,2.698202,[-1.323  0.375 -0.591 -0.143 -3.636],202598.12,-166.69731,1.3885498e-05,9.51193,24.88225,385327,100
32100,208.60351919166632,-2.219784,9.076685,0.78672427,321,0.8561591,164.27959,0.6214441,0.08784592,-791.4992,64.98493,21.87,,0.0065969224,-850.19727,12.260997,-642.90045,1743.0616641044617,5.145255,[-1.308  0.38  -0.585 -0.145 -3.636],342634.53,-109.297844,6.2561035e-06,9.538342,24.428337,387514,100
32200,213.49970209244407,-2.220432,9.096575,0.7776118,322,0.6945648,133.42107,0.7271553,0.0729665,-669.5746,62.036053,22.36,,0.023887966,-844.3819,7.1300955,-529.1069,1749.4506437778473,8.459506,[-1.309  0.371 -0.582 -0.147 -3.639],402677.34,-113.527664,7.781982e-06,9.548287,75.76123,389750,100
32300,203.09612687513203,-2.222382,9.05217,1.0807834,323,0.7574467,135.0484,0.77189416,0.091176465,-720.4354,61.373966,21.32,,0.0046154386,-849.6985,12.116409,-574.50415,1756.5496456623077,5.9582324,[-1.313  0.366 -0.579 -0.131 -3.639],673849.44,-105.10001,1.2969971e-06,9.526085,36.772503,391882,100
32400,183.00348953806554,-2.2253118,8.954269,0.5918876,324,0.80195415,178.88046,0.46570244,0.053365625,-744.78595,65.295494,19.31,,0.035440687,-864.05756,8.521887,-621.842,1762.6801297664642,4.5899863,[-1.307  0.373 -0.579 -0.126 -3.641],219521.8,-145.50636,3.1280517e-06,9.477135,48.168617,393813,100
32500,196.7021342422064,-2.2246232,9.023419,0.5223105,325,0.7918916,160.85661,0.41365147,0.061070338,-740.7845,64.75558,20.68,,0.019466184,-855.7292,5.5218897,-610.97375,1769.863426208496,3.6972623,[-1.296  0.379 -0.578 -0.138 -3.644],178702.2,-90.365974,1.3580322e-05,9.511709,22.94767,395881,100
32600,199.70052698217566,-2.2248285,9.03723,0.58010405,326,0.8937486,131.12581,0.23948598,0.047062814,-781.94464,64.78652,20.98,,0.06258396,-851.1867,5.509541,-687.4831,1777.1710405349731,1.8149997,[-1.299  0.37  -0.569 -0.128 -3.644],207369.53,-130.34795,-3.8146973e-06,9.518615,8.776102,397979,100
32700,197.90283581264612,-2.2245958,9.0291195,0.48563796,327,0.7690376,223.75761,0.53193355,0.07187314,-734.95935,70.572296,20.8,,0.014280574,-861.4279,3.957323,-590.6672,1784.500693321228,3.5604627,[-1.313  0.369 -0.574 -0.123 -3.644],153501.05,-157.35603,-1.6479493e-05,9.51456,19.228054,400059,100
