MeanEntropy,EpisodesSoFar,MinIW,StdIW,InitialReturnStd,Iteration,TimeElapsed,EpThisIter,InitialReturnMax,ReturnStepMaxmin,EpLenMean,Weights,EpRewMean,Bound,MaxIW,ReturnStepMax,EmpiricalD2,InitialReturnMin,InitialBound,StdD2w0t,MinD2w0t,MaxD2w0t,MeanIW,TimestepsSoFar,ReturnMeanIW,MeanD2w0t,InitialReturnMean,J_sample_variance
0.65141404,1700,0.0005104666,1.3812546,248.75238,17,92.19888687133789,100,472.0398,9.753645,83.58,[-0.038  0.206 -1.18  -1.477 -0.714],825.5042923085597,-520.41406,22.163136,9.876822,3.96515,-487.72278,-613.5741,1.3361448,,36.60995,0.87905014,49265,-354.3261,0.39427042,-8.544922e-06,102447.27
0.6043016,1800,0.009512332,0.8313884,237.6158,18,107.53486633300781,100,416.15137,9.79912,103.42,[-0.047  0.27  -1.235 -1.518 -0.767],1023.8117480141165,-457.73593,5.82119,9.89956,2.6722376,-552.9588,-540.9468,0.9705086,,13.279892,0.8511062,59607,-310.2501,0.3961945,5.432129e-05,90535.664
0.5978963,1900,0.042392187,1.5866847,243.10593,19,124.62373900413513,100,390.67358,9.825497,120.26,[-0.042  0.311 -1.313 -1.595 -0.815],1192.1060829288435,-410.76318,31.070877,9.912748,2.134519,-600.8625,-504.50723,0.87284213,,9.300786,0.9695295,71633,-272.94354,0.41073012,1.739502e-05,51918.867
0.58808374,2000,0.012969649,0.63129216,223.39665,20,147.03244853019714,100,260.84735,9.881975,176.72,[-0.038  0.341 -1.45  -1.705 -0.821],1756.7685256351274,-354.53653,5.6731415,9.940988,2.3115432,-732.4497,-376.06912,0.92260224,,7.7524853,0.94533986,89305,-221.55545,0.5787292,2.1972657e-05,79755.25
0.5440143,2100,0.008709703,1.7606336,272.2721,21,166.31985545158386,100,293.0287,9.873789,168.05,[-0.035  0.373 -1.501 -1.683 -0.831],1669.8918149947153,-341.60065,42.30504,9.936894,5.392583,-685.28046,-412.8001,1.9783965,,28.424845,0.90619737,106110,-193.82718,0.9490458,-2.3498535e-05,61951.688
0.50505173,2200,0.008884938,1.4326864,249.98537,22,195.8124876022339,100,222.15302,9.909117,223.66,[-0.021  0.418 -1.579 -1.744 -0.875],2226.430953658731,-268.3223,34.442,9.954558,28.343254,-761.1773,-338.87277,15.174472,,324.64508,0.8706628,128476,-111.99578,3.9135244,-3.3569337e-05,39924.72
0.4887078,2300,0.019770738,0.9874017,168.8799,23,231.1780650615692,100,132.9497,9.928732,269.39,[-0.05   0.418 -1.651 -1.81  -0.914],2684.287634411136,-211.07614,18.356016,9.964366,3.4412558,-840.4928,-250.76555,1.0394647,,11.312724,0.9387758,155415,-80.82645,0.9101938,-1.7700195e-05,23174.316
0.4718592,2400,0.0011862989,0.86548084,214.6708,24,262.60570335388184,100,128.89081,9.947588,318.93,[-0.034  0.45  -1.704 -1.823 -0.93 ],3180.9161039669393,-209.04126,15.780872,9.973794,36.342953,-854.44714,-247.74823,20.03128,,940.1907,0.7493718,187308,-69.365265,3.987897,6.469726e-05,20119.994
0.47404075,2500,0.025076792,1.4502833,162.59766,25,288.3854732513428,100,126.217834,9.925976,265.37,[-0.063  0.423 -1.738 -1.826 -0.947],2643.8669208866336,-210.67407,18.493847,9.962988,6.465665,-867.09796,-243.87415,1.5054245,,22.45816,1.0804123,213845,-76.363144,1.0678704,-2.0751953e-05,34105.45
0.43897048,2600,0.046362393,0.79100823,193.86044,26,330.18820118904114,100,100.63898,9.9472885,325.78,[-0.042  0.454 -1.806 -1.89  -0.945],3249.187053485674,-194.72107,11.349281,9.973644,3.0698528,-892.6993,-219.46106,1.0652156,,6.1215854,0.8733864,246423,-64.77589,1.191875,3.173828e-05,32874.902
0.43970263,2700,0.11773736,0.4036877,152.05655,27,383.23885846138,100,67.38733,9.964251,375.54,[-0.03   0.455 -1.85  -1.895 -0.98 ],3748.642326882416,-167.77136,3.1390784,9.982125,1.6114442,-906.0864,-187.1536,0.5532017,,3.486712,0.9968989,283977,-44.963867,0.8830992,-1.800537e-05,14751.253
0.41838527,2800,0.07648661,0.68900126,149.36066,28,440.5210528373718,100,48.03015,9.979662,426.28,[-0.018  0.452 -1.942 -1.904 -0.979],4258.404011587303,-153.28033,5.7722836,9.989831,1.9899073,-905.99664,-168.63625,0.58057755,,3.5756912,0.9714142,326605,-27.991852,1.1847394,-4.5166016e-05,11264.921
0.40617114,2900,0.04426336,0.5417361,108.42872,29,499.7242078781128,100,30.76593,9.986725,452.24,[-0.007  0.459 -1.998 -1.923 -1.001],4519.324751954436,-139.60692,7.2287946,9.993362,5.2217345,-680.58057,-151.77225,2.518102,,53.756516,0.81614596,371829,-12.745823,1.821712,3.4179688e-05,2625.1516
0.3977051,3000,0.08006372,0.7120338,134.85197,30,558.4657335281372,100,45.500854,9.972666,408.45,[-0.029  0.46  -2.045 -1.938 -1.013],4078.85070913315,-153.4925,12.626952,9.986333,2.345582,-947.86993,-165.70544,0.7199008,,6.5118165,0.9987974,412674,-28.8868,1.1604443,-9.887695e-05,15224.07
0.3777715,3100,0.09291063,0.44841444,189.9623,31,618.3492822647095,100,45.203735,9.983604,450.01,[-0.015  0.446 -2.086 -1.952 -1.021],4496.332878962768,-158.38396,3.04066,9.991802,1.9078338,-948.15765,-166.02751,0.50868416,,4.260737,0.92057085,457675,-33.738987,1.2138188,-5.4931643e-06,25491.256
0.36757243,3200,0.34286305,0.29362592,69.17246,32,687.4824688434601,100,8.310486,9.992817,489.73,[-0.005  0.449 -2.117 -1.948 -1.041],4895.44857509588,-128.18468,2.5754545,9.996408,1.1383466,-681.67596,-129.65271,0.15682678,,1.1716825,1.0353264,506648,-5.739683,1.0461366,7.263184e-05,2435.3438
0.36985233,3300,0.50118595,0.11607492,140.40369,33,759.5674614906311,100,24.134094,9.992458,477.09,[-0.007  0.456 -2.136 -1.951 -1.051],4769.008303930896,-144.83517,1.3043882,9.996229,1.0340308,-969.2321,-145.44676,0.21237895,,1.1176087,0.9994733,554357,-23.116945,0.9663393,-7.080078e-05,20146.207
0.35717633,3400,0.24704662,0.3548521,172.98979,34,824.3606426715851,100,36.36566,9.993584,474.82,[-0.003  0.456 -2.149 -1.951 -1.049],4746.5874257154555,-154.1198,2.7782798,9.996792,1.2837403,-956.9964,-157.74512,0.26586127,,1.8397671,1.0031816,601839,-31.157473,1.0740336,4.6386718e-05,26485.309
0.3566878,3500,0.14370723,0.27321455,12.435463,35,871.5398972034454,100,3.25531,9.992744,485.04,[-0.01   0.457 -2.173 -1.952 -1.062],4848.5409784240655,-122.75841,2.2520812,9.996372,1.2814932,-84.6062,-124.57977,0.23871988,,2.848854,1.0077616,650343,-0.61168015,1.0585601,-6.1035157e-06,9.448857
0.3436609,3600,0.2454446,0.40012705,155.24477,36,907.1015541553497,100,30.646606,9.993795,476.82,[-2.265e-04  4.572e-01 -2.173e+00 -1.953e+00 -1.062e+00],4766.62806354379,-148.88858,4.6133285,9.996898,1.3148624,-962.7188,-152.03456,0.26254272,,1.7021637,0.9910257,698025,-25.68888,1.0934172,-7.3242186e-06,19868.713
0.33690804,3700,0.44775504,0.21965604,120.80698,37,979.0775229930878,100,18.40393,9.995398,485.29,[-0.006  0.449 -2.187 -1.949 -1.075],4851.680534660018,-138.48413,1.8664191,9.997699,1.1033798,-964.99,-139.87216,0.1806088,,1.1652853,1.0093932,746554,-16.263527,1.019906,7.873535e-05,12296.392
0.3287278,3800,0.23861764,0.3912004,155.76266,38,1049.6898038387299,100,29.312439,9.992825,475.23,[-0.003  0.44  -2.205 -1.947 -1.082],4750.497143623846,-148.05057,3.5310163,9.996412,1.2540168,-964.0567,-150.64255,0.25747418,,1.4489295,0.9964191,794077,-24.958298,1.0670502,,20885.295
0.3260479,3900,0.18509968,0.21260208,99.05232,39,1123.1009876728058,100,11.620972,9.996334,491.65,[ 1.173e-03  4.245e-01 -2.212e+00 -1.945e+00 -1.090e+00],4915.496966660926,-132.18448,1.9746939,9.998167,1.1639507,-971.77905,-133.13564,0.1588554,,1.6887345,1.0126573,843242,-10.102995,1.0469023,4.2114258e-05,9412.022
0.32934567,4000,0.57500446,0.15074249,65.92288,40,1198.1236238479614,100,6.9553833,9.996693,494.04,[ 0.009  0.42  -2.217 -1.937 -1.093],4939.478899780388,-127.67257,2.4263237,9.998346,1.0528686,-655.6333,-128.49289,0.11320166,,1.1681896,1.0152234,892646,-5.7659044,1.0125595,-4.6386718e-05,2817.2751
0.3268052,4100,0.47739503,0.2523739,70.0471,41,1273.9513442516327,100,7.1419067,9.997124,495.35,[ 0.005  0.423 -2.23  -1.936 -1.09 ],4952.682082569724,-127.537834,3.7082744,9.998562,1.1868355,-696.9594,-128.7183,0.13690408,,1.9628955,1.0020471,942181,-5.3070436,1.065535,-1.7700195e-05,2794.251
0.32410395,4200,0.56836295,0.1272847,68.708786,42,1348.3442363739014,100,8.786865,9.994278,487.0,[-0.003  0.424 -2.25  -1.94  -1.092],4868.507974557592,-129.27884,1.5202931,9.997139,1.0345585,-674.32355,-130.20648,0.16206628,,1.0753059,1.004564,990881,-7.4363623,0.98936,-6.591797e-05,3922.3298
0.3239669,4300,0.23987396,0.16342218,10.815214,43,1423.4658844470978,100,1.5282593,9.996557,494.79,[-5.668e-04  4.269e-01 -2.271e+00 -1.937e+00 -1.095e+00],4946.941494617363,-122.39172,1.5739249,9.998279,1.092182,-103.81268,-123.057205,0.11412333,,1.3639572,0.9984944,1040360,-0.48451868,1.0233289,4.5166016e-05,13.73179
0.318879,4400,0.13881907,0.29509076,98.63578,44,1497.0613820552826,100,11.733948,9.995848,489.78,[ 0.006  0.427 -2.272 -1.937 -1.095],4896.684850413379,-131.97177,2.931769,9.997924,1.2028363,-971.67035,-133.21834,0.17833665,,1.8760282,1.0253037,1089338,-9.629788,1.0628662,-2.8686523e-05,7909.061
0.31887898,4500,0.99980104,3.4835844e-05,1.1342969,45,1573.2121486663818,100,0.25109863,9.997004,499.03,[ 0.013  0.424 -2.268 -1.924 -1.1  ],4989.4487236666555,-121.80422,1.0001289,9.998502,1.0,-11.24292,-121.804245,0.044003032,,1.0,1.0000012,1139241,-0.15267454,0.99806,4.272461e-06,1.2992395
0.3164138,4600,0.62563294,0.13015758,97.83519,46,1646.6513962745667,100,9.946655,9.997271,495.02,[ 0.013  0.424 -2.268 -1.924 -1.1  ],4949.417519573448,-131.17978,1.5114634,9.998635,1.0325103,-973.4474,-131.51817,0.10136209,,1.0446422,1.0030915,1188743,-9.338326,1.0059961,5.2490235e-05,8664.46
0.31479356,4700,0.38203204,0.18162555,49.601704,47,1722.3731143474579,100,5.095459,9.997183,495.69,[ 0.015  0.426 -2.288 -1.934 -1.103],4956.096277622625,-124.97771,2.371399,9.998591,1.0713767,-493.5299,-126.66922,0.09917547,,1.134927,0.976073,1238312,-2.825019,1.0283154,5.9814454e-05,783.32117
0.31384316,4800,0.9079363,0.02734029,97.83567,48,1798.0471949577332,100,9.949158,9.997009,494.96,[ 0.012  0.419 -2.32  -1.936 -1.104],4948.750292963443,-131.49171,1.1316538,9.998505,1.0013766,-973.45233,-131.50012,0.09996126,,1.0027257,0.9992123,1287808,-9.83205,0.9905945,1.4648437e-05,9635.746
0.3116772,4900,0.21065599,0.24306509,67.26321,49,1871.7170205116272,100,6.8726196,9.997326,495.39,[ 0.012  0.419 -2.32  -1.935 -1.105],4953.129328033777,-126.17874,3.128478,9.998663,1.1439663,-669.2601,-128.44423,0.11430948,,1.3844728,1.0022569,1337347,-3.719449,1.0590495,-5.6152345e-05,1363.9824
0.3115169,5000,0.4153301,0.090968885,2.9154842,50,1948.1746146678925,100,0.3988037,9.997427,498.32,[ 0.007  0.432 -2.358 -1.952 -1.107],4982.447282353415,-121.86221,1.2214828,9.9987135,1.0203431,-28.99945,-121.97399,0.05931077,,1.0825253,0.9917733,1387179,-0.15627831,1.0044036,-2.380371e-05,1.6478202
0.30956984,5100,0.82656074,0.04753443,98.829834,51,2021.4586136341095,100,10.029846,9.997551,495.01,[ 0.01   0.432 -2.358 -1.952 -1.107],4949.381021742056,-131.59076,1.2274704,9.9987755,1.0046284,-983.3441,-131.61859,0.0996399,,1.0071917,1.0060606,1436680,-9.908835,0.9923074,3.90625e-05,9758.4795
0.30956984,5200,1.0,,0.077620864,52,2095.65651679039,100,0.1138916,0.016962051,500.0,[ 0.009  0.431 -2.358 -1.952 -1.109],4999.379604691892,-0.2786622,1.0,0.017980576,1.0,-0.3373413,-0.2786622,,1.0,1.0,1.0,1486680,-0.059892945,1.0,1.0375977e-05,0.0060858275
0.30468765,5300,0.51901513,0.15029946,168.30618,53,2167.3651983737946,100,29.700195,9.996702,485.05,[ 0.009  0.431 -2.358 -1.952 -1.109],4849.592811692067,-150.74281,1.8770266,9.998351,1.0459836,-963.67267,-151.24269,0.17500414,,1.0744946,0.9955023,1535185,-28.784018,0.9934818,6.408691e-05,27098.277
0.30468765,5400,1.0,,0.08574433,54,2243.2283260822296,100,0.103393555,0.016140938,500.0,[ 0.01   0.425 -2.389 -1.943 -1.114],4999.354031223404,-0.25944328,1.0,0.01720047,1.0,-0.32043457,-0.25944328,,1.0,1.0,1.0,1585185,-0.050165553,1.0,5.6152345e-05,0.007426425
0.30481154,5500,0.92632663,0.021293469,98.82804,55,2316.403881788254,100,10.049316,9.997128,494.89,[ 0.01   0.425 -2.389 -1.943 -1.114],4948.074472358606,-131.60681,1.1033707,9.998564,1.0007482,-983.3259,-131.6132,0.100616485,,1.0024397,1.0025604,1634674,-9.948569,0.99016124,4.8828124e-06,9839.567
0.30367848,5600,0.3072643,0.25457543,47.621822,56,2390.117453098297,100,4.888489,9.997585,495.73,[ 0.01   0.424 -2.389 -1.941 -1.114],4956.5879673297495,-124.83606,3.1975937,9.998793,1.14734,-473.8305,-126.48048,0.11580588,,1.480596,1.0251541,1684247,-2.366281,1.0600413,6.652832e-05,543.20306
0.2954436,5700,0.46686578,0.22594212,95.906364,57,2465.1106746196747,100,10.1640625,9.996866,492.51,[ 0.003  0.414 -2.406 -1.928 -1.115],4924.216977560115,-130.25868,2.0229769,9.998433,1.1083621,-953.5529,-131.71487,0.13179055,,1.1420505,1.0066146,1733498,-7.997324,1.0372447,-1.8310548e-05,6008.097
0.29283825,5800,0.6718416,0.11277798,98.92822,58,2540.409111022949,100,10.584839,9.997326,492.79,[ 0.005  0.416 -2.43  -1.939 -1.123],4927.125556913946,-132.02823,1.7689174,9.998663,1.0275713,-982.80096,-132.14929,0.12124816,,1.1017973,1.0080339,1782777,-10.280902,0.9970597,-3.7231446e-05,9781.965
0.28964522,5900,0.6752187,0.106923304,96.874,59,2613.6430757045746,100,10.180237,9.996494,493.04,[ 2.311e-03  4.169e-01 -2.430e+00 -1.938e+00 -1.126e+00],4929.42371970423,-131.50204,1.503593,9.998247,1.0197775,-963.3397,-131.70413,0.118464336,,1.0245614,0.99810576,1832081,-9.73121,0.9958913,-5.0048828e-05,9041.397
0.2907646,6000,0.5548653,0.09059905,98.93915,60,2687.88481426239,100,10.601257,9.997316,492.75,[ 0.003  0.417 -2.431 -1.933 -1.129],4926.727006384235,-131.99533,1.3080062,9.998658,1.0276421,-982.77295,-132.17665,0.121729,,1.10107,0.9958364,1881356,-10.261426,0.99646086,6.8359375e-05,9858.352
0.28540093,6100,0.3799664,0.15892382,98.89624,61,2761.9651947021484,100,10.95929,9.996536,489.95,[ 0.006  0.418 -2.434 -1.933 -1.128],4898.538920149564,-132.02159,1.5139563,9.998268,1.0552392,-982.4161,-132.49013,0.14522935,,1.1515889,1.0126717,1930351,-10.118059,1.0049603,-2.4414063e-05,9303.611
0.28540093,6200,1.0,,0.07005417,62,2838.701453447342,100,0.09423828,0.016889572,500.0,[ 0.01   0.414 -2.436 -1.927 -1.134],4999.418090545756,-0.2709043,1.0,0.017824173,1.0,-0.28155518,-0.2709043,,1.0,1.0,1.0,1980351,-0.05403798,1.0,4.8217775e-05,0.004957098
0.28540093,6300,1.0,,98.83066,63,2911.921422958374,100,10.021851,9.997784,495.01,[ 0.01   0.414 -2.436 -1.927 -1.134],4949.435240466003,-131.62334,1.0,9.998892,1.0,-983.35236,-131.62334,0.09939994,,1.0,1.0,2029852,-9.967034,0.99002,4.3945314e-05,9866.16
0.27884233,6400,0.40071636,0.20543754,138.36295,64,2984.3610396385193,100,19.862732,9.997314,490.03,[ 0.01   0.414 -2.436 -1.927 -1.134],4899.531469017368,-140.94159,1.9723291,9.998657,1.0644135,-973.51843,-141.43109,0.14559242,,1.0715618,0.99686205,2078855,-18.893137,1.0121671,5.3710937e-05,17650.166
0.27834767,6500,0.18293928,0.18456116,18.499483,65,3058.8933980464935,100,1.9526367,9.997852,496.65,[ 0.01   0.408 -2.436 -1.915 -1.14 ],4965.852224479905,-122.31565,1.6729734,9.998926,1.0916693,-184.06647,-123.54194,0.100002535,,1.5301168,0.9756013,2128520,-0.37441096,1.0315174,-6.8359375e-05,11.997981
0.27834767,6600,1.0,,98.82979,66,3133.1363677978516,100,10.034668,9.997671,495.01,[ 0.016  0.409 -2.437 -1.916 -1.141],4949.410370429047,-131.62575,1.0,9.998836,1.0,-983.34375,-131.62575,0.099398725,,1.0,1.0,2178021,-9.970139,0.99002,-3.967285e-05,9865.989
0.27834767,6700,1.0,,98.830956,67,3206.5207493305206,100,10.018372,9.997742,495.01,[ 0.016  0.409 -2.437 -1.916 -1.141],4949.425060860452,-131.61804,1.0,9.998871,1.0,-983.3554,-131.61804,0.09939906,,1.0,1.0,2227522,-9.962001,0.99002,-6.1035156e-05,9866.22
0.27834767,6800,1.0,,0.07086541,68,3280.342969894409,100,0.08898926,0.016263962,500.0,[ 0.016  0.409 -2.437 -1.916 -1.141],4999.440836180402,-0.26518443,1.0,0.017144203,1.0,-0.19714355,-0.26518443,,1.0,1.0,1.0,2277522,-0.05659129,1.0,-3.2958986e-05,0.0050725457
0.27819097,6900,0.46147382,0.08529794,4.219369,69,3353.8508846759796,100,0.5498047,9.997601,498.01,[ 0.016  0.409 -2.437 -1.916 -1.141],4979.388581064707,-122.002075,1.2540125,9.9988,1.0172976,-41.97296,-122.13494,0.06421089,,1.0925757,1.0059024,2327323,-0.2728992,1.0040025,9.765625e-06,4.649667
0.27271253,7000,0.5282759,0.14209886,96.8522,70,3427.840470790863,100,9.833862,9.997559,495.03,[ 0.02   0.408 -2.437 -1.916 -1.141],4949.586729682224,-130.52534,1.5038214,9.998779,1.0523914,-963.66705,-131.42789,0.10299748,,1.0715574,0.9814335,2376826,-8.525074,1.01635,-3.3569337e-05,7206.6074
0.27271253,7100,1.0,,0.06435408,71,3503.801574230194,100,0.08514404,0.016239166,500.0,[ 0.022  0.411 -2.471 -1.924 -1.146],4999.449371655909,-0.25935265,1.0,0.017100334,1.0,-0.20031738,-0.25935265,,1.0,1.0,1.0,2426826,-0.051293258,1.0,-3.7231446e-05,0.004182789
0.27271253,7200,1.0,,0.071129546,72,3577.5398864746094,100,0.079833984,0.016036034,500.0,[ 0.022  0.411 -2.471 -1.924 -1.146],4999.443351525046,-0.25556237,1.0,0.016911507,1.0,-0.288208,-0.25556237,,1.0,1.0,1.0,2476826,-0.049800448,1.0,2.5024414e-05,0.005109801
0.27271253,7300,1.0,,0.082560785,73,3651.4541425704956,100,0.1060791,0.016619682,500.0,[ 0.022  0.411 -2.471 -1.924 -1.146],4999.419354581117,-0.2770192,1.0,0.017541885,1.0,-0.30651855,-0.2770192,,1.0,1.0,1.0,2526826,-0.06358747,1.0,-3.601074e-05,0.0068850657
0.26293942,7400,0.24170898,0.24391772,137.66374,74,3723.8009622097015,100,19.753174,9.997431,490.04,[ 0.022  0.411 -2.471 -1.924 -1.146],4899.656617009022,-140.38199,2.1429534,9.998715,1.1442813,-963.6466,-141.32942,0.15568848,,1.1687558,0.97504705,2575830,-17.862314,1.0511644,5.6762696e-05,15779.6
0.26293942,7500,1.0,,0.07985891,75,3798.4371066093445,100,0.10235596,0.017291069,500.0,[ 0.022  0.402 -2.471 -1.907 -1.156],4999.42303629458,-0.2806658,1.0,0.018209457,1.0,-0.2944336,-0.2806658,,1.0,1.0,1.0,2625830,-0.05911176,1.0,6.591797e-05,0.006442391
0.26302588,7600,0.9942101,0.001738533,98.83127,76,3870.870949268341,100,10.023254,9.997881,495.01,[ 0.022  0.402 -2.471 -1.907 -1.156],4949.458417340225,-131.6219,1.0068587,9.99894,1.0000007,-983.3585,-131.62268,0.099399716,,1.000003,1.0000354,2675331,-9.965017,0.99002,-4.3945314e-05,9864.744
0.26302588,7700,1.0,,0.06981108,77,3943.55455327034,100,0.097473145,0.017648697,500.0,[ 0.022  0.402 -2.471 -1.907 -1.156],4999.4260433603995,-0.2814073,1.0,0.018554688,1.0,-0.2175293,-0.2814073,,1.0,1.0,1.0,2725331,-0.05565283,1.0,-6.591797e-05,0.0049208626
0.26098648,7800,0.8178855,0.051904865,98.83062,78,4014.925935268402,100,10.029907,9.997801,495.01,[ 0.022  0.402 -2.471 -1.907 -1.156],4949.436859906786,-131.59471,1.2171056,9.9989,1.0047251,-983.3519,-131.6247,0.099647574,,1.0064652,1.0034063,2774832,-9.908959,0.9923869,6.1035156e-05,9749.619
0.26098648,7900,1.0,,0.069618784,79,4087.4904115200043,100,0.09552002,0.017040253,500.0,[ 0.021  0.401 -2.471 -1.906 -1.158],4999.412506768431,-0.27443522,1.0,0.017988205,1.0,-0.21026611,-0.27443522,,1.0,1.0,1.0,2824832,-0.05557314,1.0,-6.713867e-06,0.004895837
0.2571651,8000,0.63252914,0.09008243,98.82998,80,4158.7543840408325,100,10.035095,9.997864,495.01,[ 0.021  0.401 -2.471 -1.906 -1.158],4949.451219598181,-131.53539,1.3482027,9.998932,1.0158371,-983.3455,-131.63455,0.10030327,,1.0184205,0.99468905,2874333,-9.780813,0.9979616,0.000108032225,9479.989
