ReturnStepMax,MaxD2w0t,MeanD2w0t,InitialReturnMax,InitialReturnMin,J_sample_variance,EpThisIter,MeanIW,MinD2w0t,StdIW,MinIW,TimestepsSoFar,MeanEntropy,Iteration,StdD2w0t,Bound,MaxIW,ReturnMeanIW,InitialReturnStd,EmpiricalD2,InitialReturnMean,Weights,EpRewMean,EpLenMean,TimeElapsed,InitialBound,EpisodesSoFar,ReturnStepMaxmin
10.0,2.5703971,1.1196532,17.269836,-956.27344,8772.996,100,0.97209764,,0.39146882,0.13648129,2667321,-0.101313636,82,0.21528293,-135.22464,5.694216,-11.924003,121.10539,1.3109753,-5.6152345e-05,[-1.874e-03  4.087e-01 -1.897e+00 -1.669e+00 -1.516e+00],4902.574907553217,490.33,4272.061147451401,-138.84013,8200,9.997465
10.0,1.0,0.99818,0.18640137,-5.387024,0.3833564,100,1.0,,,1.0,2717230,-0.101313636,83,0.042619206,-121.77122,1.0,-0.10144098,0.6160499,1.0,4.3945314e-05,[-0.008  0.405 -1.915 -1.678 -1.52 ],4990.217040411638,499.09,4345.634431600571,-121.77122,8300,9.997711
10.0,1.4176188,1.0199344,1.0794067,-96.85712,7.214389,100,1.0041227,,0.14604463,0.2188651,2766956,-0.102361776,84,0.086005524,-122.15391,1.5964601,-0.31018946,9.734802,1.0697078,3.601074e-05,[-0.008  0.405 -1.915 -1.678 -1.52 ],4972.027758997819,497.26,4416.8620409965515,-122.688286,8400,9.9981365
10.0,1.0,1.0,0.10900879,-0.27661133,0.00718722,100,1.0,1.0,,1.0,2816956,-0.102361776,85,,-121.734634,1.0,-0.06485622,0.08436083,1.0,-2.1362304e-05,[-0.004  0.404 -1.915 -1.679 -1.521],4999.523699005815,500.0,4489.252157688141,-121.734634,8500,0.015565872
10.0,1.2001708,1.0076084,10.371155,-973.0477,8841.257,100,0.9915482,,0.15391676,0.3176848,2866259,-0.104697764,86,0.121677764,-131.52045,1.562231,-9.653769,97.88649,1.0511167,9.765625e-06,[-0.004  0.404 -1.915 -1.679 -1.521],4929.609146407039,493.03,4560.102705717087,-131.95415,8600,9.997641
10.0,1.0,1.0,0.09954834,-0.19262695,0.006483173,100,1.0,1.0,,1.0,2916259,-0.104697764,87,,-121.731255,1.0,-0.061475933,0.08011417,1.0,-4.333496e-05,[-1.453e-03  4.015e-01 -1.913e+00 -1.670e+00 -1.524e+00],4999.524708960564,500.0,4632.445024013519,-121.731255,8700,0.017493248
10.0,1.0,0.99002,10.041077,-983.356,9866.236,100,1.0,,,1.0,2965760,-0.104697764,88,0.09939832,-131.64964,1.0,-9.979865,98.83105,1.0,4.1503907e-05,[-1.453e-03  4.015e-01 -1.913e+00 -1.670e+00 -1.524e+00],4949.525151548832,495.01,4703.44629573822,-131.64964,8800,9.998116
10.0,1.0,1.0,0.11383057,-0.25683594,0.009511504,100,1.0,1.0,,1.0,3015760,-0.104697764,89,,-121.73735,1.0,-0.06757404,0.09703657,1.0,6.591797e-05,[-1.453e-03  4.015e-01 -1.913e+00 -1.670e+00 -1.524e+00],4999.483068394335,500.0,4775.205710411072,-121.73735,8900,0.016505241
10.0,1.0,1.0,0.1116333,-0.33520508,0.0076797395,100,1.0,1.0,,1.0,3065760,-0.104697764,90,,-121.741005,1.0,-0.0712269,0.08719736,1.0,6.7749024e-05,[-1.453e-03  4.015e-01 -1.913e+00 -1.670e+00 -1.524e+00],4999.500779849072,500.0,4846.989608287811,-121.741005,9000,0.01590252
10.0,1.0,0.99986,0.10681152,-0.5154419,0.009403924,100,1.0,,,1.0,3115753,-0.104697764,91,0.011830984,-121.71381,1.0,-0.044040143,0.09648144,1.0,4.272461e-05,[-1.453e-03  4.015e-01 -1.913e+00 -1.670e+00 -1.524e+00],4998.723380965258,499.93,4918.590009689331,-121.71381,9100,9.998148
10.0,1.0158193,0.9968286,9.82605,-963.7053,8910.599,100,1.0186405,,0.09023362,0.7241813,3165256,-0.107891604,92,0.09995432,-131.23932,1.4239954,-9.479943,96.85606,1.0132651,-2.6245118e-05,[-1.453e-03  4.015e-01 -1.913e+00 -1.670e+00 -1.524e+00],4949.751637656995,495.03,4989.625088214874,-131.44553,9200,9.998222
10.0,1.0,1.0,0.09649658,-0.29644775,0.0071778498,100,1.0,1.0,,1.0,3215256,-0.107891604,93,,-121.730606,1.0,-0.06082689,0.08430354,1.0,6.958008e-05,[-1.370e-03  4.002e-01 -1.923e+00 -1.666e+00 -1.527e+00],4999.5525037881425,500.0,5063.091022014618,-121.730606,9300,0.015815735
10.0,1.0,1.0,0.10986328,-0.29089355,0.00686053,100,1.0,1.0,,1.0,3265256,-0.107891604,94,,-121.73656,1.0,-0.06677928,0.08241848,1.0,0.00011352539,[-1.370e-03  4.002e-01 -1.923e+00 -1.666e+00 -1.527e+00],4999.528130550143,500.0,5134.973819255829,-121.73656,9400,0.017666817
10.0,1.0,1.0,0.1204834,-0.23669434,0.00759882,100,1.0,1.0,,1.0,3315256,-0.107891604,95,,-121.74017,1.0,-0.07039394,0.086740576,1.0,-1.2207031e-05,[-1.370e-03  4.002e-01 -1.923e+00 -1.666e+00 -1.527e+00],4999.509154322554,500.0,5206.197805643082,-121.74017,9500,0.018522263
10.0,1.0,1.0,0.11102295,-0.19329834,0.0062774294,100,1.0,1.0,,1.0,3365256,-0.107891604,96,,-121.734856,1.0,-0.06507642,0.07883001,1.0,7.324219e-05,[-1.370e-03  4.002e-01 -1.923e+00 -1.666e+00 -1.527e+00],4999.499531134875,500.0,5277.3374836444855,-121.734856,9600,0.013576508
10.0,1.0,1.0,0.10675049,-0.36383057,0.009606149,100,1.0,1.0,,1.0,3415256,-0.107891604,97,,-121.73098,1.0,-0.061201423,0.09752287,1.0,-1.953125e-05,[-1.370e-03  4.002e-01 -1.923e+00 -1.666e+00 -1.527e+00],4999.502312178818,500.0,5349.352194786072,-121.73098,9700,0.01614952
10.0,1.184907,1.009788,0.7192383,-61.374695,2.4149637,100,0.99086124,,0.118169025,0.22813344,3465024,-0.10799398,98,0.07147519,-121.98871,1.3348334,-0.20344432,6.1689706,1.0364723,-3.173828e-05,[-1.370e-03  4.002e-01 -1.923e+00 -1.666e+00 -1.527e+00],4976.228829292447,497.68,5420.607130050659,-122.3362,9800,9.998148
10.0,1.0,1.0,0.11517334,-0.33343506,0.009894038,100,1.0,1.0,,1.0,3515024,-0.10799398,99,,-121.735886,1.0,-0.066108614,0.0989696,1.0,6.1035155e-07,[ 1.775e-03  4.001e-01 -1.923e+00 -1.666e+00 -1.527e+00],4999.49424935154,500.0,5492.3699271678925,-121.735886,9900,0.016877174
10.0,1.0,1.0,0.11706543,-0.20703125,0.007052932,100,1.0,1.0,,1.0,3565024,-0.10799398,100,,-121.734825,1.0,-0.06504682,0.083559796,1.0,3.967285e-05,[ 1.775e-03  4.001e-01 -1.923e+00 -1.666e+00 -1.527e+00],4999.50773701962,500.0,5563.4896647930145,-121.734825,10000,0.016251564
10.0,1.130428,1.0441893,9.982361,-973.43097,6274.914,100,0.96901953,,0.23670673,0.33322686,3614486,-0.115519255,101,0.113673896,-130.29941,1.8839767,-7.9710946,97.83412,1.1120027,1.4038086e-05,[ 1.775e-03  4.001e-01 -1.923e+00 -1.666e+00 -1.527e+00],4945.4910592928245,494.62,5634.793398141861,-131.56546,10100,9.997568
10.0,1.0,1.0,0.11437988,-0.19891357,0.0066061676,100,1.0,1.0,,1.0,3664486,-0.115519255,102,,-121.73796,1.0,-0.06818082,0.08086087,1.0,1.4038086e-05,[ 0.003  0.403 -1.937 -1.681 -1.534],4999.51543785461,500.0,5707.778920650482,-121.73796,10200,0.017637253
10.0,1.0,1.0,0.10070801,-0.3468628,0.00806758,100,1.0,1.0,,1.0,3714486,-0.115519255,103,,-121.73438,1.0,-0.06460357,0.08938099,1.0,6.958008e-05,[ 0.003  0.403 -1.937 -1.681 -1.534],4999.532547651327,500.0,5779.384854078293,-121.73438,10300,0.016178131
10.0,1.0254539,0.9990453,9.847107,-963.69,8596.098,100,0.9917205,,0.08214278,0.7078283,3763989,-0.119084515,104,0.10023189,-131.11887,1.4185743,-9.323296,96.85453,1.017455,-2.4414063e-05,[ 0.003  0.403 -1.937 -1.681 -1.534],4949.736365876507,495.03,5850.483261823654,-131.45796,10400,9.998165
10.0,1.0,1.0,0.12237549,-0.41296387,0.01003244,100,1.0,1.0,,1.0,3813989,-0.119084515,105,,-121.74587,1.0,-0.076092325,0.09966421,1.0,-1.0375977e-05,[ 0.003  0.403 -1.951 -1.678 -1.538],4999.51676759297,500.0,5923.487248659134,-121.74587,10500,0.018265724
10.0,1.0,1.0,0.107543945,-0.19451904,0.006585345,100,1.0,1.0,,1.0,3863989,-0.119084515,106,,-121.73735,1.0,-0.06757398,0.08074147,1.0,6.713867e-05,[ 0.003  0.403 -1.951 -1.678 -1.538],4999.531100334717,500.0,5994.5092878341675,-121.73735,10600,0.015628815
10.0,1.0,1.0,0.10760498,-0.34661865,0.0076656216,100,1.0,1.0,,1.0,3913989,-0.119084515,107,,-121.73756,1.0,-0.067778856,0.08711351,1.0,4.8828124e-06,[ 0.003  0.403 -1.951 -1.678 -1.538],4999.506371496589,500.0,6066.325878381729,-121.73756,10700,0.015144348
10.0,1.0,1.0,0.105895996,-0.23632812,0.0065658027,100,1.0,1.0,,1.0,3963989,-0.119084515,108,,-121.72942,1.0,-0.05964641,0.08062834,1.0,4.5776367e-05,[ 0.003  0.403 -1.951 -1.678 -1.538],4999.546001876155,500.0,6137.451323509216,-121.72942,10800,0.015810013
10.0,1.0,1.0,0.10858154,-0.24816895,0.006031163,100,1.0,1.0,,1.0,4013989,-0.119084515,109,,-121.739006,1.0,-0.06923216,0.07728586,1.0,1.953125e-05,[ 0.003  0.403 -1.951 -1.678 -1.538],4999.522809798951,500.0,6208.791608095169,-121.739006,10900,0.018440247
10.0,1.0,1.0,0.10614014,-0.34210205,0.0079389755,100,1.0,1.0,,1.0,4063989,-0.119084515,110,,-121.73896,1.0,-0.06917998,0.088657856,1.0,7.507324e-05,[ 0.003  0.403 -1.951 -1.678 -1.538],4999.536836621374,500.0,6279.529956102371,-121.73896,11000,0.01693058
10.0,1.0008999,0.9903853,10.033936,-983.3629,9849.791,100,1.0008283,,0.020192858,0.93121904,4113490,-0.11826929,111,0.09943819,-131.64183,1.0790875,-9.967483,98.83172,1.0007521,-5.859375e-05,[ 0.003  0.403 -1.951 -1.678 -1.538],4949.537538385837,495.01,6350.306478261948,-131.64551,11100,9.998169
10.0,1.0,1.0,0.095581055,-0.23901367,0.0058384305,100,1.0,1.0,,1.0,4163490,-0.11826929,112,,-121.73109,1.0,-0.061311588,0.076030895,1.0,1.2207031e-05,[ 0.003  0.402 -1.951 -1.678 -1.537],4999.547837952077,500.0,6421.308932065964,-121.73109,11200,0.01522541
10.0,1.0,1.0,0.09289551,-0.21234131,0.0056356518,100,1.0,1.0,,1.0,4213490,-0.11826929,113,,-121.72777,1.0,-0.05799195,0.07468771,1.0,4.272461e-06,[ 0.003  0.402 -1.951 -1.678 -1.537],4999.533081612968,500.0,6491.867653846741,-121.72777,11300,0.01403141
10.0,1.0,1.0,0.09436035,-0.20349121,0.0065051704,100,1.0,1.0,,1.0,4263490,-0.11826929,114,,-121.729805,1.0,-0.06002435,0.08025426,1.0,-1.7089844e-05,[ 0.003  0.402 -1.951 -1.678 -1.537],4999.551054558909,500.0,6563.380150794983,-121.729805,11400,0.017875671
10.0,1.0,1.0,0.10443115,-0.20471191,0.0055595576,100,1.0,1.0,,1.0,4313490,-0.11826929,115,,-121.731995,1.0,-0.062220678,0.07418863,1.0,-7.873535e-05,[ 0.003  0.402 -1.951 -1.678 -1.537],4999.535531282918,500.0,6635.5145082473755,-121.731995,11500,0.017457962
10.0,1.2314166,1.0351257,7.163391,-697.04626,1497.6034,100,0.97148776,,0.19336869,0.42078143,4363025,-0.120792784,116,0.106506385,-126.235054,2.1599376,-3.9155493,70.055855,1.084701,2.1362304e-05,[ 0.003  0.402 -1.951 -1.678 -1.537],4952.922857860171,495.35,6705.98952293396,-128.76266,11600,9.998117
10.0,1.0,0.99002,10.033508,-983.3621,9866.334,100,0.99999875,,2.9329907e-05,0.9998983,4412526,-0.120793425,117,0.0993992,-131.64813,1.0001231,-9.97836,98.831665,1.0,6.286621e-05,[-7.547e-05  4.079e-01 -1.981e+00 -1.684e+00 -1.540e+00],4949.5497036112,495.01,6778.1540677547455,-131.64815,11700,9.998209
10.0,1.0,1.0,0.091918945,-0.2593994,0.0056371465,100,1.0,1.0,,1.0,4462526,-0.120793425,118,,-121.72959,1.0,-0.05981171,0.07470856,1.0,-1.15966795e-05,[-7.599e-05  4.079e-01 -1.981e+00 -1.684e+00 -1.540e+00],4999.575097542765,500.0,6849.490052700043,-121.72959,11800,0.014904976
10.0,1.0,1.0,0.097351074,-0.21508789,0.0068913507,100,1.0,1.0,,1.0,4512526,-0.120793425,119,,-121.7313,1.0,-0.061523713,0.08259304,1.0,6.469726e-05,[-7.599e-05  4.079e-01 -1.981e+00 -1.684e+00 -1.540e+00],4999.5546229620695,500.0,6921.240822792053,-121.7313,11900,0.017956734
10.0,1.0,1.0,0.09869385,-0.2555542,0.0055978177,100,1.0,1.0,,1.0,4562526,-0.120793425,120,,-121.72757,1.0,-0.05779301,0.07444641,1.0,-3.7231446e-05,[-7.599e-05  4.079e-01 -1.981e+00 -1.684e+00 -1.540e+00],4999.561718362119,500.0,6992.810018062592,-121.72757,12000,0.014662743
10.0,1.0,0.99988,0.10632324,-0.47973633,0.009236077,100,1.0,,,1.0,4612520,-0.120793425,121,0.010953621,-121.72137,1.0,-0.05159152,0.09562644,1.0,-2.8076172e-05,[-7.599e-05  4.079e-01 -1.981e+00 -1.684e+00 -1.540e+00],4998.879797322426,499.94,7063.740824460983,-121.72137,12100,9.998375
10.0,1.0,1.0,0.08770752,-0.26831055,0.0060723326,100,1.0,1.0,,1.0,4662520,-0.120793425,122,,-121.72891,1.0,-0.059134528,0.077540174,1.0,-6.958008e-05,[-7.599e-05  4.079e-01 -1.981e+00 -1.684e+00 -1.540e+00],4999.576946689551,500.0,7134.506482362747,-121.72891,12200,0.016646385
10.0,1.0,1.0,0.121032715,-0.24975586,0.008120697,100,1.0,1.0,,1.0,4712520,-0.120793425,123,,-121.73871,1.0,-0.06892912,0.08966009,1.0,6.7749024e-05,[-7.599e-05  4.079e-01 -1.981e+00 -1.684e+00 -1.540e+00],4999.516270510986,500.0,7205.658205032349,-121.73871,12300,0.016762733
10.0,1.0332117,1.0021182,10.028381,-983.3705,9141.921,100,1.016055,,0.1282424,0.571656,4762021,-0.12402747,124,0.10085521,-131.4421,1.654747,-9.607452,98.83249,1.0235063,3.0517578e-05,[-7.599e-05  4.079e-01 -1.981e+00 -1.684e+00 -1.540e+00],4949.595577280479,495.01,7276.442983150482,-131.64978,12400,9.998409
10.0,1.0,0.9999,0.107421875,-0.36541748,0.008738067,100,1.0,,,1.0,4812016,-0.12402747,125,0.009999413,-121.71405,1.0,-0.04427208,0.093007796,1.0,0.000100097655,[-6.119e-04  4.038e-01 -1.981e+00 -1.676e+00 -1.543e+00],4998.943339763967,499.95,7348.537899971008,-121.71405,12500,9.998234
10.0,1.0585188,1.0016996,0.2999878,-19.475891,1.057411,100,0.9956533,,0.07111862,0.4870895,4861879,-0.124079496,126,0.052922893,-121.85197,1.1884754,-0.14950061,1.9593227,1.0115132,-7.446289e-05,[-6.119e-04  4.038e-01 -1.981e+00 -1.676e+00 -1.543e+00],4985.769339691599,498.63,7419.55414891243,-121.91228,12600,9.998316
10.0,1.0,1.0,0.109313965,-0.32250977,0.008093971,100,1.0,1.0,,1.0,4911879,-0.124079496,127,,-121.736824,1.0,-0.06704999,0.08952217,1.0,3.8452148e-05,[ 1.104e-03  4.038e-01 -1.981e+00 -1.676e+00 -1.543e+00],4999.547181829611,500.0,7491.258645534515,-121.736824,12700,0.018111229
10.0,1.0,1.0,0.1081543,-0.36120605,0.00881792,100,1.0,1.0,,1.0,4961879,-0.124079496,128,,-121.738205,1.0,-0.06842848,0.093430385,1.0,1.8920899e-05,[ 1.104e-03  4.038e-01 -1.981e+00 -1.676e+00 -1.543e+00],4999.550761004453,500.0,7562.841070652008,-121.738205,12800,0.015609741
10.0,1.0,1.0,0.12902832,-0.38531494,0.010311755,100,1.0,1.0,,1.0,5011879,-0.124079496,129,,-121.75498,1.0,-0.085203014,0.10104013,1.0,-6.225586e-05,[ 1.104e-03  4.038e-01 -1.981e+00 -1.676e+00 -1.543e+00],4999.535503676298,500.0,7633.797476768494,-121.75498,12900,0.018018723
10.0,1.0,1.0,0.09649658,-0.23950195,0.0064516217,100,1.0,1.0,,1.0,5061879,-0.124079496,130,,-121.73752,1.0,-0.067742646,0.07991623,1.0,0.000100097655,[ 1.104e-03  4.038e-01 -1.981e+00 -1.676e+00 -1.543e+00],4999.571323447108,500.0,7704.613083600998,-121.73752,13000,0.016814232
10.0,1.0,0.99914,0.14978027,-3.8513184,0.15909924,100,1.0,,,1.0,5111836,-0.124079496,131,0.029315116,-121.7545,1.0,-0.08472459,0.39686358,1.0,-1.7089844e-05,[ 1.104e-03  4.038e-01 -1.981e+00 -1.676e+00 -1.543e+00],4995.143875067878,499.57,7775.724036693573,-121.7545,13100,9.998226
10.0,1.0,0.99002,10.044373,-983.3605,9866.324,100,1.0,,,1.0,5161337,-0.124079496,132,0.099399395,-131.65228,1.0,-9.982505,98.831474,1.0,-5.3710937e-05,[ 1.104e-03  4.038e-01 -1.981e+00 -1.676e+00 -1.543e+00],4949.557389058749,495.01,7846.8053658008575,-131.65228,13200,9.998257
10.0,1.0,1.0,0.09991455,-0.2520752,0.006656852,100,1.0,1.0,,1.0,5211337,-0.124079496,133,,-121.73121,1.0,-0.061429262,0.08117606,1.0,3.234863e-05,[ 1.104e-03  4.038e-01 -1.981e+00 -1.676e+00 -1.543e+00],4999.561158106103,500.0,7918.141574621201,-121.73121,13300,0.017971039
10.0,1.0,1.0,0.10559082,-0.24041748,0.0073111453,100,1.0,1.0,,1.0,5261337,-0.124079496,134,,-121.73887,1.0,-0.06909156,0.08507629,1.0,6.164551e-05,[ 1.104e-03  4.038e-01 -1.981e+00 -1.676e+00 -1.543e+00],4999.56109310374,500.0,7989.576568365097,-121.73887,13400,0.016756058
10.0,1.0,1.0,0.11395264,-0.31958008,0.008566189,100,1.0,1.0,,1.0,5311337,-0.124079496,135,,-121.74128,1.0,-0.07150506,0.092087045,1.0,3.0517578e-05,[ 1.104e-03  4.038e-01 -1.981e+00 -1.676e+00 -1.543e+00],4999.515667936795,500.0,8061.213963985443,-121.74128,13500,0.015864372
10.0,1.0138168,0.9929244,10.049622,-983.35565,9677.176,100,1.0035392,,0.047806796,0.83393514,5360838,-0.12581208,136,0.09970927,-131.60019,1.248403,-9.892866,98.83099,1.0059024,-3.8452148e-05,[ 1.104e-03  4.038e-01 -1.981e+00 -1.676e+00 -1.543e+00],4949.569308894482,495.01,8132.331769704819,-131.65842,13600,9.998283
10.0,1.0,1.0,0.103881836,-0.35351562,0.008372409,100,1.0,1.0,,1.0,5410838,-0.12581208,137,,-121.73602,1.0,-0.06624282,0.091034316,1.0,1.2207031e-06,[ 4.975e-04  4.024e-01 -1.981e+00 -1.673e+00 -1.545e+00],4999.579980625736,500.0,8204.066969633102,-121.73602,13700,0.016094208
10.0,1.0,0.9999,0.10900879,-0.42407227,0.0094047375,100,1.0,,,1.0,5460833,-0.12581208,138,0.009999422,-121.720795,1.0,-0.051017806,0.096493974,1.0,-4.272461e-06,[ 4.975e-04  4.024e-01 -1.981e+00 -1.673e+00 -1.545e+00],4998.958903910637,499.95,8275.44405245781,-121.720795,13800,9.9982815
10.0,1.0038844,0.990657,9.934998,-973.48517,9629.367,100,1.0005531,,0.026225029,0.92755115,5510335,-0.12556899,139,0.09936471,-131.53656,1.178542,-9.857155,97.83897,1.001243,-2.8686523e-05,[ 4.975e-04  4.024e-01 -1.981e+00 -1.673e+00 -1.545e+00],4949.659537372873,495.02,8345.378289937973,-131.54745,13900,9.998253
10.0,1.0,0.99976,0.109680176,-0.96936035,0.016153315,100,1.0,,,1.0,5560323,-0.12556899,140,0.01548933,-121.72493,1.0,-0.055149272,0.12647128,1.0,-3.479004e-05,[ 1.464e-04  4.017e-01 -1.981e+00 -1.673e+00 -1.545e+00],4998.277443942298,499.88,8417.0766851902,-121.72493,14000,9.998365
10.0,1.0,1.0,0.09106445,-0.25079346,0.0060517373,100,1.0,1.0,,1.0,5610323,-0.12556899,141,,-121.728065,1.0,-0.0582877,0.07740986,1.0,7.141113e-05,[ 1.464e-04  4.017e-01 -1.981e+00 -1.673e+00 -1.545e+00],4999.585217106814,500.0,8488.091792345047,-121.728065,14100,0.014772415
10.0,1.0,1.0,0.08996582,-0.25146484,0.0066874786,100,1.0,1.0,,1.0,5660323,-0.12556899,142,,-121.73106,1.0,-0.061282434,0.08136228,1.0,-4.6386718e-05,[ 1.464e-04  4.017e-01 -1.981e+00 -1.673e+00 -1.545e+00],4999.580465195238,500.0,8559.381994009018,-121.73106,14200,0.018562317
10.0,1.0,1.0,0.10595703,-0.31610107,0.007586432,100,1.0,1.0,,1.0,5710323,-0.12556899,143,,-121.73809,1.0,-0.06831547,0.08666167,1.0,4.0283205e-05,[ 1.464e-04  4.017e-01 -1.981e+00 -1.673e+00 -1.545e+00],4999.573471302868,500.0,8630.644618988037,-121.73809,14300,0.018571854
10.0,1.0,1.0,0.10430908,-0.23529053,0.007353634,100,1.0,1.0,,1.0,5760323,-0.12556899,144,,-121.73502,1.0,-0.06524694,0.08532629,1.0,-9.70459e-05,[ 1.464e-04  4.017e-01 -1.981e+00 -1.673e+00 -1.545e+00],4999.5635524912495,500.0,8702.129800319672,-121.73502,14400,0.017813683
10.0,1.0,1.0,0.09124756,-0.3361206,0.0076524946,100,1.0,1.0,,1.0,5810323,-0.12556899,145,,-121.725494,1.0,-0.055715684,0.087046206,1.0,-1.5258789e-05,[ 1.464e-04  4.017e-01 -1.981e+00 -1.673e+00 -1.545e+00],4999.578530419569,500.0,8773.65097951889,-121.725494,14500,0.017004967
10.0,1.0,0.99874,0.16253662,-5.9490967,0.36765566,100,1.0,,3.2796693e-06,0.9999684,5860260,-0.12556899,146,0.03547316,-121.780266,1.0000097,-0.11048719,0.60332936,1.0,-0.0001324463,[ 1.464e-04  4.017e-01 -1.981e+00 -1.673e+00 -1.545e+00],4993.136339316368,499.37,8844.519823789597,-121.780266,14600,9.998186
10.0,1.1104875,1.0041447,0.39733887,-29.143677,1.5495167,100,0.9875959,,0.08804121,0.4153081,5910092,-0.1252401,147,0.05951701,-121.8917,1.2014415,-0.17431286,2.93005,1.0186011,2.4414062e-06,[ 1.464e-04  4.017e-01 -1.981e+00 -1.673e+00 -1.545e+00],4982.637534727626,498.32,8915.911056995392,-122.014145,14700,9.998199
10.0,1.0,1.0,0.08905029,-0.32592773,0.0055863173,100,1.0,1.0,,1.0,5960092,-0.1252401,148,,-121.72593,1.0,-0.05615081,0.07436532,1.0,2.1362304e-05,[ 0.002  0.401 -1.987 -1.674 -1.544],4999.589643118209,500.0,8987.689094305038,-121.72593,14800,0.015849113
10.0,1.0,1.0,0.0826416,-0.21740723,0.0053826896,100,1.0,1.0,,1.0,6010092,-0.1252401,149,,-121.720345,1.0,-0.05056559,0.07300079,1.0,4.0893556e-05,[ 0.002  0.401 -1.987 -1.674 -1.544],4999.57084693066,500.0,9059.03524184227,-121.720345,14900,0.016209602
10.0,1.0,1.0,0.09631348,-0.25286865,0.0060972567,100,1.0,1.0,,1.0,6060092,-0.1252401,150,,-121.73081,1.0,-0.061037943,0.077696174,1.0,3.90625e-05,[ 0.002  0.401 -1.987 -1.674 -1.544],4999.567667232313,500.0,9130.441959381104,-121.73081,15000,0.017475128
10.0,1.0,1.0,0.11730957,-0.23425293,0.008742913,100,1.0,1.0,,1.0,6110092,-0.1252401,151,,-121.7478,1.0,-0.07802909,0.093040615,1.0,-8.544922e-06,[ 0.002  0.401 -1.987 -1.674 -1.544],4999.52456567164,500.0,9201.825152635574,-121.7478,15100,0.017036438
10.0,1.0,1.0,0.10015869,-0.27990723,0.0066867,100,1.0,1.0,,1.0,6160092,-0.1252401,152,,-121.73619,1.0,-0.06641742,0.08136108,1.0,6.1035156e-05,[ 0.002  0.401 -1.987 -1.674 -1.544],4999.543303433977,500.0,9272.917939424515,-121.73619,15200,0.016771317
10.0,1.0,1.0,0.097351074,-0.25726318,0.006150727,100,1.0,1.0,,1.0,6210092,-0.1252401,153,,-121.73709,1.0,-0.067315094,0.07803518,1.0,-1.2207031e-05,[ 0.002  0.401 -1.987 -1.674 -1.544],4999.568472720135,500.0,9343.90952372551,-121.73709,15300,0.016860008
10.0,1.0,1.0,0.103637695,-0.29162598,0.009442456,100,1.0,1.0,,1.0,6260092,-0.1252401,154,,-121.73315,1.0,-0.06337351,0.09668622,1.0,3.6621095e-05,[ 0.002  0.401 -1.987 -1.674 -1.544],4999.544109365371,500.0,9415.206681728363,-121.73315,15400,0.016999245
10.0,1.0,1.0,0.10736084,-0.27423096,0.0065918365,100,1.0,1.0,,1.0,6310092,-0.1252401,155,,-121.74041,1.0,-0.07063408,0.080776684,1.0,-2.5634765e-05,[ 0.002  0.401 -1.987 -1.674 -1.544],4999.556348076742,500.0,9486.525565624237,-121.74041,15500,0.015631676
10.0,1.0,1.0,0.10632324,-0.22772217,0.006865504,100,1.0,1.0,,1.0,6360092,-0.1252401,156,,-121.7443,1.0,-0.074526824,0.082450904,1.0,-8.728027e-05,[ 0.002  0.401 -1.987 -1.674 -1.544],4999.54140618213,500.0,9557.448598861694,-121.7443,15600,0.016540527
10.0,1.0,1.0,0.10662842,-0.26171875,0.0066812835,100,1.0,1.0,,1.0,6410092,-0.1252401,157,,-121.738235,1.0,-0.06846033,0.081324235,1.0,1.586914e-05,[ 0.002  0.401 -1.987 -1.674 -1.544],4999.566082051011,500.0,9628.87711071968,-121.738235,15700,0.015955925
10.0,1.0,1.0,0.099365234,-0.24078369,0.0058759046,100,1.0,1.0,,1.0,6460092,-0.1252401,158,,-121.73268,1.0,-0.062903136,0.07627135,1.0,4.8828126e-05,[ 0.002  0.401 -1.987 -1.674 -1.544],4999.575054638171,500.0,9700.746119976044,-121.73268,15800,0.016973495
10.0,1.0,1.0,0.11541748,-0.29278564,0.009307583,100,1.0,1.0,,1.0,6510092,-0.1252401,159,,-121.74719,1.0,-0.07741837,0.09599711,1.0,-3.479004e-05,[ 0.002  0.401 -1.987 -1.674 -1.544],4999.540388795913,500.0,9772.183136463165,-121.74719,15900,0.01859951
10.0,1.0,1.0,0.083618164,-0.27392578,0.005387949,100,1.0,1.0,,1.0,6560092,-0.1252401,160,,-121.71764,1.0,-0.047869734,0.07303979,1.0,-4.8828124e-06,[ 0.002  0.401 -1.987 -1.674 -1.544],4999.585632725103,500.0,9843.591878652573,-121.71764,16000,0.016957283
10.0,1.0,1.0,0.10913086,-0.23846436,0.008389079,100,1.0,1.0,,1.0,6610092,-0.1252401,161,,-121.73499,1.0,-0.06521487,0.091124356,1.0,-3.967285e-05,[ 0.002  0.401 -1.987 -1.674 -1.544],4999.547201429431,500.0,9914.31477856636,-121.73499,16100,0.015910149
10.0,1.0,1.0,0.10369873,-0.29083252,0.008653557,100,1.0,1.0,,1.0,6660092,-0.1252401,162,,-121.73995,1.0,-0.070172586,0.092567176,1.0,-6.0424805e-05,[ 0.002  0.401 -1.987 -1.674 -1.544],4999.561498583104,500.0,9985.097155094147,-121.73995,16200,0.015329361
