Bound,StdIWNorm,TimeElapsed,InitialBound,EpThisIter,Iteration,ESSClassic,EmpiricalD2,ReturnStepMaxmin,InitialReturnMean,MeanIWNorm,J_sample_variance,InitialReturnMin,ReturnStepMax,StdIW,MeanIW,MaxIWNorm,ReturnMeanIW,EpLenMean,MinIWNorm,MeanEntropy,ESSRenyi,EpisodesSoFar,TimestepsSoFar,InitialReturnMax,Weights,EpRewMean,MaxIW,InitialReturnStd,MinIW
-44.871506,0.023544317,33.88973951339722,-62.20275,20,15,16.89147,1.159393,9.483358,-3.6621095e-05,0.054883532,17518.078,-227.13219,9.999998,0.4708863,1.0976708,0.1117838,22.10534,39.45,0.013880411,0.9799708,17.250406,300,7182,201.3335,[-1.371  0.438 -1.998 -1.887 -0.433],384.3091961138209,2.235676,95.10141,0.27760822
-19.288246,0.12302305,36.789814472198486,-62.023064,20,16,3.7930868,3.885425,9.514317,-7.6293945e-06,0.059515856,300821.03,-124.10684,9.999985,2.460461,1.1903172,0.5832328,102.968376,41.95,0.0008326092,0.90600574,5.147442,320,8021,226.47617,[-1.462  0.492 -2.089 -2.013 -0.439],409.31252549161286,11.664657,89.47083,0.016652184
-69.36227,0.03508093,39.77328085899353,-76.58916,20,17,15.694748,1.2552729,9.44986,,0.06698057,10576.02,-279.66406,10.0,0.70161855,1.3396114,0.1271737,16.447432,37.0,0.012761836,0.86504453,15.932791,340,8761,113.256714,[-1.359  0.493 -2.103 -2.222 -0.513],359.82242854532666,2.543474,78.319405,0.25523672
-6.0353546,1.085475,42.541205167770386,-26.697302,20,18,1.3821831,7.151741,9.467571,1.2207031e-05,0.29575914,78447.43,-97.4848,9.999994,21.7095,5.915183,4.9995856,65.360565,38.35,0.001191349,0.8043676,2.796522,360,9528,64.83072,[-1.375  0.512 -2.148 -2.319 -0.554],373.2905814569117,99.991714,42.26694,0.02382698
-6.653549,0.04441186,45.65556001663208,-38.775955,20,19,12.377041,1.8951633,9.563362,4.577637e-06,0.056590777,19846.072,-141.4393,9.999996,0.8882373,1.1318156,0.17269091,46.72735,46.85,0.00583216,0.8106572,10.553181,380,10465,141.58978,[-1.22   0.552 -2.203 -2.385 -0.615],458.2717420620714,3.4538183,82.8878,0.1166432
-105.910645,0.030284697,49.231062173843384,-129.87575,20,20,15.321815,1.3583134,9.663189,1.2207031e-05,0.054807466,126810.79,-131.08636,9.999998,0.60569394,1.0961492,0.15927923,45.455265,60.75,0.02249821,0.76910406,14.724142,400,11680,474.2392,[-1.354  0.704 -2.293 -2.506 -0.608],597.2692758967239,3.1855845,134.9106,0.44996423
-24.538826,0.052871928,52.28640699386597,-63.13948,20,21,10.18564,1.8372142,9.611147,1.373291e-05,0.05386273,34474.43,-128.4025,9.999998,1.0574385,1.0772545,0.18847898,61.042892,52.5,0.005969496,0.7752687,10.886046,420,12730,230.55283,[-1.375  0.695 -2.304 -2.461 -0.65 ],514.7925480007751,3.7695794,93.484695,0.11938992
2748.5095,2.081656,55.86386060714722,-105.21795,20,22,1.2156494,83.36313,9.657176,2.1362304e-05,0.52955985,271222660.0,-135.95413,9.9999895,41.63312,10.591197,9.587736,3709.1855,59.55,0.0037148767,0.89619493,0.23991422,440,13921,384.2017,[-1.358  0.753 -2.328 -2.417 -0.644],585.2920461142309,191.75471,124.97155,0.07429753
-27.824652,0.030393671,60.60256290435791,-39.84111,20,23,14.116747,1.4347053,9.637118,3.2043456e-05,0.04708055,10580.495,-130.90115,9.999993,0.6078734,0.941611,0.1348122,19.896742,56.3,0.007887428,0.8774875,13.9401455,460,15047,145.47928,[-1.32   0.796 -2.329 -2.446 -0.523],552.7846937671933,2.696244,82.76432,0.15774855
-78.70816,0.009329638,63.74564290046692,-82.9182,20,24,19.344198,1.0302933,9.685013,-2.4414063e-05,0.050670188,17788.994,-174.96469,9.999998,0.18659277,1.0134037,0.07292025,5.4565754,64.9,0.033941142,0.8885497,19.411947,480,16345,302.77435,[-1.342  0.851 -2.335 -2.373 -0.541],638.7785398250336,1.4584049,119.72963,0.6788228
421.4026,0.8206207,66.87430000305176,-71.9784,20,25,1.4367836,36.81242,9.652876,-1.5258789e-06,0.22830296,13455438.0,-132.06836,10.0,16.412415,4.566059,3.7987804,858.11884,59.0,0.0003621302,0.8010984,0.5432949,500,17525,262.82794,[-1.366  0.879 -2.307 -2.412 -0.53 ],579.7598764829592,75.97561,111.26551,0.007242604
304.08618,0.4086058,71.29363632202148,-78.99073,20,26,1.7281005,12.462218,9.710167,2.8991699e-05,0.12566003,5833207.5,-99.5957,10.0,8.172117,2.513201,1.8711952,582.9383,70.95,0.00032967757,0.73999053,1.6048508,520,18944,288.43347,[-1.258  0.95  -2.353 -2.39  -0.618],699.2180772621116,37.423904,86.84375,0.0065935515
-4.578888,0.17190127,75.97864365577698,-53.49172,20,27,3.553326,4.314672,9.7521305,5.645752e-05,0.07990198,233923.55,-195.32434,10.0,3.4380252,1.5980397,0.7396538,106.5331,82.8,0.0030094497,0.75871176,4.6353464,540,20600,191.05664,[-1.161  0.969 -2.365 -2.288 -0.679],817.7381963376208,14.7930765,107.746994,0.060188994
63459.9,144.50073,80.04731178283691,-83.69429,20,28,1.0002283,153094.58,9.737222,-4.5776367e-05,33.154724,185124040000.0,-91.17987,9.999999,2890.0146,663.0945,663.0188,96207.195,78.15,2.1861226e-09,0.5282412,0.0001306382,560,22163,305.60815,[-1.162  1.05  -2.313 -2.228 -0.66 ],771.2319306702503,13260.376,86.410416,4.372245e-08
-54.448605,0.0069354144,85.45695042610168,-55.404068,20,29,19.599188,1.0205414,9.763252,7.324219e-05,0.048497677,6384.623,-125.52576,9.999998,0.13870828,0.96995354,0.05974694,1.521682,86.6,0.034994166,0.52529234,19.59744,580,23895,202.30731,[-1.17   1.146 -2.344 -2.18  -0.891],855.7487879944152,1.1949388,82.5738,0.69988334
-9.187183,0.08881933,89.39930939674377,-30.487837,20,30,6.4594054,2.697993,9.764351,-5.950928e-05,0.06134581,29640.625,-83.95868,10.0,1.7763866,1.2269162,0.3190926,40.890728,87.1,0.0008694852,0.4721431,7.4129176,600,25637,111.32562,[-1.163  1.142 -2.34  -2.191 -0.894],860.7374871477398,6.381852,64.745705,0.017389704
82.11702,0.279,93.19460582733154,-62.95356,20,31,2.071992,12.695375,9.78209,7.1716306e-05,0.09484891,1779931.1,-107.97656,9.999999,5.58,1.8969778,1.2987635,306.42438,94.1,0.0017336861,0.4819688,1.5753767,620,27519,229.87415,[-1.173  1.177 -2.336 -2.119 -0.947],930.7472358324937,25.97527,79.137505,0.03467372
-45.39955,0.015803644,98.4513611793518,-50.860138,20,32,18.327776,1.1142553,9.779831,-2.8991699e-05,0.052319687,11291.189,-134.61053,10.0,0.3160729,1.0463939,0.08259004,8.2875,93.1,0.027622867,0.4671234,17.949207,640,29381,185.71484,[-1.127  1.202 -2.371 -2.188 -0.937],920.7511047775422,1.6518009,87.33973,0.55245733
92.24304,0.40327048,102.40895771980286,-41.04957,20,33,1.6469771,17.544224,9.79383,-1.8310548e-05,0.12080542,1506814.9,-149.89175,9.999999,8.06541,2.4161084,1.8691157,264.18246,99.4,0.00022681465,0.39575797,1.1399764,660,31369,145.88446,[-1.132  1.22  -2.381 -2.216 -0.952],983.7531762537159,37.382313,82.57124,0.004536293
-155.31656,0.006030219,107.2221200466156,-157.06245,20,34,19.724888,1.0171877,9.772532,-3.2043456e-05,0.051060677,24313.846,-573.51086,9.999999,0.12060437,1.0212135,0.06833975,3.0898728,90.1,0.04126192,0.40392473,19.662054,680,33171,163.64954,[-1.178  1.219 -2.344 -2.098 -1.023],890.7524033458094,1.366795,148.58467,0.82523835
-150.03766,0.009085814,110.36588263511658,-154.90326,20,35,19.332798,1.0295105,9.78064,-1.5258789e-05,0.048908394,30860.475,-565.62665,10.0,0.18171628,0.9781679,0.06961744,7.1346054,93.4,0.031291433,0.40533596,19.426708,700,35039,268.51917,[-1.177  1.221 -2.342 -2.105 -1.015],923.7557813066935,1.3923489,163.65933,0.6258286
-67.59508,0.010837675,114.46579909324646,-75.4483,20,36,19.032742,1.0646002,9.792674,1.2207031e-05,0.04807458,13906.976,-137.85498,9.999997,0.21675351,0.9614916,0.06656559,10.252091,98.85,0.032393206,0.39974818,18.786394,720,37016,275.4983,[-1.171  1.224 -2.324 -2.104 -1.014],978.2526420526425,1.3313117,101.85015,0.6478641
-36.300102,0.02179137,118.6679048538208,-49.33584,20,37,15.905163,1.2846857,9.785202,-3.967285e-05,0.042947244,6543.2666,-141.34131,10.0,0.43582743,0.8589449,0.10507276,19.619055,95.6,0.01777829,0.40547982,15.568009,740,38928,180.14886,[-1.142  1.2   -2.317 -2.098 -1.019],945.7326178516869,2.1014552,78.17753,0.3555658
-160.1229,0.0038186098,123.01944756507874,-160.81569,20,38,19.887283,1.0067196,9.789366,6.1035157e-06,0.050721623,26656.512,-587.2158,10.0,0.0763722,1.0144324,0.05970977,1.2321839,97.25,0.045092132,0.40997934,19.866505,760,40873,206.43378,[-1.138  1.221 -2.315 -2.092 -1.013],962.2578644230395,1.1941954,157.16182,0.90184265
-58.555805,0.035449516,128.1092221736908,-70.58006,20,39,13.677218,1.4107348,9.802288,-2.1362304e-05,0.05213809,34573.625,-136.01263,9.999998,0.70899034,1.0427617,0.17115687,25.27518,103.8,0.010859191,0.37598446,14.17701,780,42949,257.72186,[-1.138  1.22  -2.317 -2.098 -1.009],1027.738547951841,3.4231372,99.21751,0.21718383
16.06884,0.16148525,132.8476436138153,-56.084072,20,40,5.1761646,4.83635,9.78713,-7.6293945e-05,0.09542377,460455.22,-148.50085,9.999998,3.2297049,1.9084755,0.733032,139.40709,96.25,0.00076875574,0.29479122,4.13535,800,44874,204.7898,[-1.154  1.223 -2.324 -2.13  -1.043],952.2555440802873,14.66064,79.1111,0.015375115
-61.38832,0.0089976005,137.7876317501068,-63.851933,20,41,19.233194,1.0502758,9.8142,1.8310548e-05,0.045061857,8111.137,-131.91144,9.999999,0.179952,0.90123713,0.073355176,4.0490484,110.1,0.034525827,0.28177142,19.042618,820,47076,233.15436,[-1.154  1.205 -2.34  -2.2   -1.124],1090.7716236589065,1.4671035,103.72364,0.69051653
-34.059452,0.013963877,141.2821183204651,-36.02374,20,42,18.492779,1.0723478,9.769644,-1.5258789e-05,0.0489123,2609.7876,-78.67731,10.0,0.27927753,0.97824603,0.083309725,3.2446356,88.95,0.029478312,0.29658997,18.650665,840,48855,131.54004,[-1.154  1.201 -2.344 -2.208 -1.137],879.2548333065706,1.6661944,48.1428,0.58956623
-159.07199,0.003890946,146.0182282924652,-160.674,20,43,19.892105,1.0070976,9.785646,-1.8310548e-05,0.052830905,29571.605,-586.6984,10.0,0.077818915,1.0566181,0.06244561,2.1711845,95.5,0.04704208,0.29813668,19.859049,860,50765,246.09631,[-1.148  1.189 -2.343 -2.217 -1.122],944.7647055134005,1.2489122,161.43756,0.94084156
-30.568287,0.03621675,150.16696286201477,-41.591866,20,44,14.901023,1.4558424,9.795062,-2.1362304e-05,0.06191218,16158.082,-100.06995,9.999999,0.724335,1.2382436,0.15681624,19.615726,99.95,0.012309932,0.29170683,13.737751,880,52764,151.87195,[-1.155  1.199 -2.35  -2.216 -1.121],989.2581797793415,3.136325,84.075554,0.24619864
-41.44942,0.01847324,154.38876461982727,-47.931797,20,45,17.962364,1.1584387,9.802079,-3.0517579e-06,0.054848064,10782.896,-163.63959,9.999999,0.36946478,1.0969613,0.08928008,10.139947,103.6,0.018642772,0.2971296,17.264616,900,54836,175.02216,[-1.137  1.207 -2.342 -2.225 -1.127],1025.7475318072163,1.7856015,85.75305,0.37285542
-155.8662,0.0035930858,158.98131322860718,-156.5282,20,46,19.898151,1.0057621,9.779806,-9.155274e-06,0.05022345,23849.033,-571.5601,10.0,0.071861714,1.0044689,0.056961503,1.1123114,92.85,0.043319996,0.2934881,19.885418,920,56693,185.51477,[-1.128  1.212 -2.35  -2.237 -1.122],918.2775475536027,1.13923,152.87999,0.86639994
-10.916847,0.12353311,162.57790398597717,-38.35218,20,47,5.4705033,3.069066,9.764642,-1.5258789e-05,0.075800434,45599.82,-92.80881,9.999999,2.470662,1.5160086,0.49637127,56.271347,87.0,0.0005899696,0.23800676,6.5166407,940,58433,140.0423,[-1.125  1.208 -2.351 -2.241 -1.125],859.7619299769301,9.927425,70.70184,0.011799392
-26.566113,0.0256576,166.96940445899963,-33.024853,20,48,16.559143,1.2830763,9.788607,-1.2207031e-05,0.05628615,4319.6367,-99.13422,10.0,0.513152,1.1257231,0.113914184,10.842098,96.65,0.02052127,0.2678418,15.587538,960,60366,120.58966,[-1.122  1.243 -2.352 -2.235 -1.181],956.2844007038206,2.2782836,51.057434,0.4104254
6.6516876,0.27052325,171.6435317993164,-63.555218,20,49,2.2110329,5.6913605,9.809592,9.155274e-06,0.09537333,415371.94,-154.51227,9.999999,5.4104652,1.9074665,1.2581046,158.27266,107.45,0.005954832,0.25405905,3.5140982,980,62515,232.07086,[-1.113  1.233 -2.352 -2.256 -1.151],1064.2702227406235,25.16209,103.38293,0.11909664
-29.044521,0.024370313,176.7056303024292,-38.117104,20,50,16.177008,1.362909,9.7915,,0.05013124,5309.629,-105.901245,10.0,0.48740625,1.0026248,0.11812514,15.454784,98.05,0.025483033,0.2586058,14.674495,1000,64476,139.18396,[-1.131  1.291 -2.359 -2.169 -1.165],970.2781429522225,2.3625028,70.12465,0.50966066
-167.68695,0.0027521052,181.60168933868408,-168.86652,20,51,19.940737,1.0033033,9.810907,-4.272461e-05,0.0504815,28978.076,-616.61316,10.0,0.05504209,1.00963,0.05631819,1.4582012,108.0,0.04457192,0.2559839,19.934153,1020,66636,300.04132,[-1.123  1.304 -2.353 -2.148 -1.16 ],1069.7888793888533,1.1263638,164.55069,0.8914384
-39.745804,0.009687525,185.9345920085907,-44.129158,20,52,19.219074,1.0597274,9.812444,-2.8991699e-05,0.048059024,9477.367,-143.33597,9.999999,0.19375052,0.9611805,0.06789135,5.6820726,109.05,0.035662707,0.26184103,18.872778,1040,68817,161.13678,[-1.128  1.309 -2.355 -2.155 -1.163],1080.2731532093273,1.357827,92.04485,0.7132541
-24.778751,0.02855294,190.19774508476257,-33.27559,20,53,15.31123,1.4266968,9.796486,1.2207031e-05,0.05159725,6325.8286,-121.50531,10.0,0.57105875,1.0319449,0.11371314,14.967091,100.5,0.01287347,0.25487992,14.018395,1060,70827,110.719055,[-1.148  1.333 -2.38  -2.151 -1.157],994.7732055396822,2.2742627,63.665764,0.2574694
-59.34203,0.02262306,194.35579442977905,-64.050186,20,54,16.61915,1.1663883,9.802184,-9.155274e-06,0.050158314,10283.028,-93.44977,9.999999,0.45246124,1.0031663,0.10023814,9.831815,103.35,0.020248694,0.23506673,17.146948,1080,72894,233.87817,[-1.152  1.361 -2.396 -2.134 -1.164],1023.2777221703124,2.0047626,73.70644,0.4049739
-36.24731,0.036542542,200.15541625022888,-42.91279,20,55,13.180604,1.2202367,9.82266,-2.746582e-05,0.050803475,8610.475,-111.51532,10.0,0.73085076,1.0160694,0.16512643,11.155984,115.3,0.010264876,0.24335936,16.390263,1100,75200,156.69525,[-1.154  1.361 -2.386 -2.104 -1.184],1142.776426687898,3.3025284,78.0584,0.20529753
-32.791874,0.034561697,205.10700941085815,-48.197464,20,56,13.071337,1.4212592,9.82409,-3.0517579e-06,0.047471207,9469.3125,-175.99225,9.999999,0.691234,0.94942415,0.13385682,24.667492,116.25,0.0110323215,0.23400623,14.072029,1120,77525,140.97845,[-1.151  1.346 -2.387 -2.133 -1.176],1152.2750616404069,2.6771364,79.10204,0.22064643
9.346405,0.17484501,209.6472864151001,-45.346375,20,57,3.8415375,5.1967416,9.808694,3.6621095e-05,0.08525224,196921.19,-91.56323,9.999999,3.4969,1.7050447,0.74530184,112.71972,106.7,0.00034873534,0.16240981,3.8485653,1140,79659,165.58167,[-1.159  1.374 -2.388 -2.103 -1.185],1056.7936052786858,14.906036,79.15957,0.0069747064
-40.384872,0.015474888,214.86240768432617,-46.629486,20,58,18.335873,1.1194026,9.83552,1.2207031e-05,0.051367115,12490.98,-134.44128,10.0,0.30949774,1.0273423,0.09555156,8.949988,124.3,0.030950103,0.153773,17.866673,1160,82145,170.26685,[-1.164  1.407 -2.385 -2.05  -1.257],1232.7773483290307,1.9110311,86.87244,0.61900204
-41.33876,0.13166925,218.85924577713013,-59.759254,20,59,3.665967,3.2232146,9.798044,-4.272461e-05,0.062378068,85056.41,-78.14978,9.999998,2.633385,1.2475612,0.59588987,65.94882,101.1,0.005928062,0.14594033,6.2049856,1180,84167,218.20978,[-1.159  1.402 -2.389 -2.076 -1.265],1000.7910220799209,11.917797,67.09867,0.11856124
-23.74366,0.051915023,223.44864416122437,-57.527493,20,60,11.163589,1.8638226,9.827196,-6.1035157e-06,0.05835216,40183.543,-95.319824,10.0,1.0383004,1.1670431,0.16399471,54.793945,118.15,0.0071422183,0.19013667,10.730635,1200,86530,210.06067,[-1.133  1.413 -2.388 -2.085 -1.273],1171.2916718425824,3.279894,80.49353,0.14284436
-47.869045,0.012849623,228.53040194511414,-51.968517,20,61,18.516708,1.1222486,9.827916,2.4414063e-05,0.04540031,5584.381,-112.78717,9.999999,0.25699246,0.9080062,0.072917596,7.1844664,118.7,0.021191007,0.17377138,17.821363,1220,88904,189.76227,[-1.151  1.43  -2.383 -2.078 -1.229],1176.7864484639697,1.4583519,74.8597,0.4238201
-32.73095,0.01922121,233.04734086990356,-47.69664,20,62,17.419388,1.1968107,9.816872,1.8310548e-05,0.04993858,9056.2295,-119.98242,10.0,0.38442424,0.9987715,0.08045531,19.448645,111.45,0.014957157,0.16764839,16.71108,1240,91133,174.16357,[-1.149  1.425 -2.38  -2.098 -1.245],1104.295083512368,1.6091062,80.85614,0.29914314
-37.807175,0.01983693,237.28258967399597,-43.602325,20,63,17.23013,1.1970704,9.815769,2.4414063e-05,0.049475383,7285.3965,-118.18524,10.0,0.39673862,0.9895077,0.09276493,9.8984585,110.65,0.022142928,0.18867807,16.707457,1260,93346,159.21326,[-1.178  1.471 -2.377 -2.097 -1.251],1096.3074476766617,1.8552985,61.782196,0.44285855
-51.24681,0.019923082,242.43910217285156,-64.62492,20,64,16.798859,1.2172447,9.830355,-9.155274e-06,0.045639835,12904.413,-158.39319,10.0,0.39846164,0.9127966,0.09755227,20.053085,120.7,0.017466633,0.18074137,16.43055,1280,95760,235.9768,[-1.181  1.484 -2.383 -2.088 -1.23 ],1196.761707776756,1.9510454,87.06948,0.34933266
-1.5976562,0.56326187,248.41223621368408,-48.4244,20,65,1.887424,5.850951,9.842596,3.0517579e-06,0.18182558,118978.63,-130.47394,10.0,11.265237,3.6365116,2.6164033,115.53487,129.75,0.0049637207,0.21707173,3.4182477,1300,98355,176.82092,[-1.177  1.495 -2.387 -2.112 -1.238],1287.288172896952,52.328068,91.67943,0.09927441
-41.528873,0.012518109,253.98600339889526,-43.508865,20,66,18.884733,1.0601218,9.822621,-3.0517579e-06,0.051511645,4074.2163,-84.54596,9.999999,0.2503622,1.0302328,0.07215726,3.268814,115.4,0.02990143,0.23178117,18.865757,1320,100663,158.87189,[-1.175  1.528 -2.385 -2.056 -1.202],1143.7650982872133,1.4431452,65.31983,0.5980286
79.316956,0.27373064,259.07054352760315,-57.261543,20,67,2.606286,8.708781,9.840283,5.1879884e-05,0.10595912,1463223.8,-101.77612,9.999999,5.4746118,2.119182,1.2870377,248.29962,128.1,0.0024623908,0.295174,2.2965326,1340,103225,209.08978,[-1.185  1.539 -2.38  -2.064 -1.187],1270.769923086488,25.740753,70.8114,0.049247816
1831.5308,7.5369697,264.42118883132935,-38.06078,20,68,1.1721426,968.1211,9.844669,3.967285e-05,1.8805571,181142030.0,-111.450134,10.0,150.7394,37.61114,34.614494,3015.7795,131.8,1.3067021e-06,0.14329426,0.020658573,1360,105861,138.97845,[-1.139  1.516 -2.348 -2.057 -1.124],1307.7633927584716,692.28986,78.79941,2.6134041e-05
-54.933086,0.017593542,271.4305491447449,-65.04356,20,69,17.696856,1.1774328,9.841408,-4.272461e-05,0.048768662,13195.448,-100.87622,10.0,0.35187083,0.97537327,0.08722614,15.645351,128.7,0.015203151,0.14051822,16.986107,1380,108435,237.50531,[-1.111  1.544 -2.36  -2.086 -1.276],1276.7941460300067,1.7445227,90.72192,0.30406302
-30.469135,0.016315857,276.03016781806946,-39.062405,20,70,17.631372,1.2383971,9.829094,3.6621095e-05,0.044514783,4105.7485,-97.38733,10.0,0.32631713,0.8902957,0.077633716,13.000834,119.4,0.01879607,0.1538737,16.149908,1400,110823,142.63586,[-1.118  1.564 -2.358 -2.071 -1.278],1183.79653936559,1.5526743,62.815067,0.3759214
-32.8937,0.011912184,281.25736951828003,-36.832737,20,71,18.903028,1.1047189,9.834617,-3.0517578e-05,0.049449213,4573.8027,-124.056274,9.999999,0.23824368,0.9889843,0.072508745,5.819536,123.35,0.026838833,0.16204377,18.104153,1420,113290,134.49402,[-1.11   1.571 -2.359 -2.07  -1.265],1223.299846847763,1.4501748,71.985825,0.53677666
-32.617638,0.018847039,287.586638212204,-39.409744,20,72,16.727123,1.160364,9.851192,3.967285e-05,0.042607762,4967.764,-143.90417,10.0,0.3769408,0.8521552,0.09512809,9.83466,137.15,0.0133361,0.14379916,17.23597,1440,116033,106.07056,[-1.113  1.585 -2.361 -2.066 -1.257],1361.295427913981,1.9025618,74.24943,0.266722
-19.65049,0.039215147,292.5767421722412,-26.654936,20,73,13.39207,1.4015014,9.838587,-2.746582e-05,0.055827092,6473.3726,-67.41705,10.0,0.784303,1.1165419,0.16439994,11.904926,126.55,0.015010394,0.11317574,14.270411,1460,118564,97.329956,[-1.125  1.594 -2.371 -2.058 -1.275],1255.2862206199443,3.2879987,49.69123,0.30020788
-24.771027,0.12172156,298.03739953041077,-51.914253,20,74,4.751941,3.43475,9.857239,1.2207031e-05,0.06795098,119020.734,-111.906494,10.0,2.4344308,1.3590195,0.5457096,71.44209,143.05,0.0019327564,0.053874098,5.8228397,1480,121425,189.56409,[-1.118  1.589 -2.374 -2.082 -1.306],1420.2890843406672,10.914192,81.75708,0.03865513
