ReturnStepMax,InitialReturnMean,InitialReturnMax,Weights,MeanD2w0t,EpThisIter,Iteration,MeanEntropy,EmpiricalD2,J_sample_variance,MinIW,ReturnMeanIW,MinD2w0t,InitialReturnMin,EpRewMean,EpisodesSoFar,StdIW,StdD2w0t,Bound,TimeElapsed,MeanIW,InitialReturnStd,ReturnStepMaxmin,TimestepsSoFar,EpLenMean,MaxIW,MaxD2w0t,InitialBound
9.729885,4.058838e-05,270.28577,[-1.597  0.778 -0.698 -1.756 -0.491],0.097732306,100,11,0.93306524,2.2477093,115408.17,0.02072417,-551.1806,,-299.71204,366.03826644643493,1100,0.48002914,0.3760002,-679.58203,59.37268662452698,0.8310823,108.63972,9.459773,22333,37.62,2.1430948,8.312156,-774.2207
9.728602,7.93457e-06,244.1531,[-1.941  0.857 -0.907 -1.859 -0.486],0.13713315,100,12,0.97122425,7.3375745,526043.3,0.08417713,-535.8697,,-299.10886,364.43343151765504,1200,1.1937451,0.92772037,-689.8898,66.82380747795105,0.839459,102.30842,9.457208,26079,37.46,14.047201,106.28051,-773.15906
9.760762,2.0446778e-05,332.7697,[-1.734  0.952 -0.833 -1.869 -0.448],0.12502965,100,13,1.0333506,2.696597,213723.88,0.03456259,-559.5592,,-312.8049,415.51561957106475,1300,0.61468834,0.44044918,-708.24945,73.88787603378296,0.84844196,106.93605,9.521525,30336,42.57,3.253684,8.614201,-749.23694
9.7033825,-6.866455e-06,277.78546,[-1.75   0.86  -0.773 -1.765 -0.386],0.2728814,100,14,0.9515335,30.818178,175511.58,0.0022763961,-351.1998,,-274.45673,332.34080424480425,1400,0.7261189,3.7549298,-591.7225,79.11149787902832,0.568039,118.38873,9.406766,33761,34.25,28.806875,350.3045,-795.56104
9.77816,-7.3242186e-06,211.96451,[-1.532  1.022 -0.756 -1.88  -0.467],0.17291719,100,15,0.85595644,3.3081744,382372.4,0.0091035925,-474.122,,-343.62598,449.306318972294,1500,0.99164426,0.60335165,-632.68774,85.91539597511292,0.79332936,114.135124,9.556323,38356,45.95,16.473305,7.8038907,-725.41394
9.771255,-3.479004e-05,253.91162,[-1.686  1.089 -0.828 -1.837 -0.563],0.20008907,100,16,0.8061641,13.094048,424091.8,0.000954755,-386.8771,,-345.2776,435.1138387639572,1600,1.238247,1.5280665,-576.31805,92.90171432495117,0.6801472,109.857346,9.54251,42809,44.53,79.12383,112.58233,-734.7645
9.802247,1.9836425e-05,323.87186,[-1.589  1.199 -0.896 -2.005 -0.613],0.15485221,100,17,0.8385673,1.9831258,135930.05,0.06412341,-480.41107,,-375.54153,506.3839374445338,1700,0.58908737,0.48276314,-629.726,100.87432837486267,0.81304795,125.3659,9.604495,47975,51.66,4.8962398,4.470212,-702.6548
9.794772,-9.155273e-07,291.8681,[-1.609  1.175 -0.955 -2.106 -0.58 ],0.22972399,100,18,0.7450761,5.5099545,366164.53,0.00142767,-391.46738,,-370.27582,486.2123467632687,1800,1.0648229,0.91096306,-580.427,107.75002264976501,0.6868428,145.72217,9.589544,52939,49.64,26.005188,30.605574,-715.2636
9.831899,-3.90625e-05,287.4497,[-1.629  1.291 -1.057 -2.129 -0.674],0.29312643,100,19,0.7007271,16.40682,335030.5,0.0042108656,-295.31598,,-441.66833,599.4507520441889,1900,1.1693283,1.6410087,-493.02243,114.25998592376709,0.62599546,111.1926,9.663797,59036,60.97,51.06394,87.98091,-650.468
9.849484,4.577637e-06,323.31708,[-1.485  1.291 -1.082 -2.227 -0.718],0.18118836,100,20,0.74022084,2.2315638,140764.4,0.17216848,-467.9369,,-460.1539,670.5528139533858,2000,0.68963224,0.47753748,-604.8959,122.1288378238678,0.93050265,149.23454,9.698969,65844,68.08,4.5607934,5.419005,-625.78174
9.859224,4.699707e-05,280.89676,[-1.524  1.385 -1.096 -2.286 -0.679],0.36862695,100,21,0.679387,18.705788,178827.08,0.0013172547,-266.65378,,-485.29434,719.0329397888324,2100,0.9488364,1.9600543,-466.39435,130.10547876358032,0.66125876,140.94489,9.71845,73137,72.93,13.401178,83.85727,-601.2843
9.862078,-2.4108887e-05,254.07343,[-1.433  1.422 -1.112 -2.339 -0.74 ],0.26760557,100,22,0.6611329,10.328935,224057.11,0.0022439975,-317.21524,,-500.54016,734.1326731551584,2200,1.0482585,1.0761886,-475.56512,138.06817412376404,0.7490197,107.7361,9.724156,80581,74.44,17.17858,22.976044,-586.043
9.874602,-4.2419433e-05,294.35223,[-1.383  1.478 -1.142 -2.364 -0.758],0.39932218,100,23,0.5973986,12.112087,196958.02,0.00080524466,-290.1754,,-531.75037,809.025581404809,2300,0.9865339,1.4286904,-479.95282,146.40351581573486,0.70104545,118.277695,9.749205,88774,81.93,21.370796,40.87,-557.90186
9.870123,-4.272461e-06,274.59094,[-1.45   1.447 -1.166 -2.388 -0.822],0.40694398,100,24,0.58715844,18.797073,172256.28,0.0022770977,-302.9181,,-519.00134,779.1470924364747,2400,0.9638096,1.9650995,-493.5282,162.7448709011078,0.74805784,122.734695,9.740246,96668,78.94,10.20413,77.67451,-569.47064
9.888615,-2.2277833e-05,269.43335,[-1.414  1.52  -1.187 -2.363 -0.832],0.3350929,100,25,0.6007791,3.2699533,117695.484,0.05754181,-308.84122,,-580.72327,912.9164318076931,2500,0.8605967,0.79373544,-465.35995,182.49108409881592,0.81312126,135.9957,9.777229,105900,92.32,7.75961,9.70255,-520.7275
9.879501,-1.5258789e-06,248.54132,[-1.407  1.472 -1.168 -2.437 -0.818],0.17321457,100,26,0.5983895,1.035587,15621.992,0.56589526,-415.94986,,-548.9002,842.2267449353724,2600,0.17842865,0.38210848,-534.9446,196.16186499595642,0.9894335,103.803894,9.759003,114425,85.25,1.8609033,1.0720165,-540.70496
9.884827,-3.3569336e-06,290.72626,[-1.44   1.504 -1.173 -2.448 -0.821],0.33808413,100,27,0.616275,5.1567564,153911.33,0.02365977,-299.9314,,-255.13968,883.3074027163696,2700,0.75864524,0.8699529,-461.37463,210.83217859268188,0.7250353,102.287415,9.769653,123361,89.36,7.0930014,15.955716,-528.8225
9.878187,2.8076172e-05,271.96747,[-1.541  1.568 -1.172 -2.394 -0.803],0.35389102,100,28,0.61188173,18.413551,181170.12,0.008816641,-266.7015,,-273.47928,833.6198038062577,2800,0.9338453,1.6589788,-440.56592,226.70653414726257,0.70554274,99.141014,9.756374,131800,84.39,15.171513,46.915276,-544.33685
9.885273,-4.79126e-05,256.9643,[-1.473  1.604 -1.205 -2.464 -0.807],0.42688438,100,29,0.5578443,16.345207,127577.695,0.00047869777,-214.06305,,-570.48486,887.4003109286502,2900,0.8011771,1.6089563,-392.2265,243.6664400100708,0.5867944,133.3245,9.770546,140777,89.77,14.860775,37.321712,-530.1719
9.893295,3.234863e-05,298.40228,[-1.402  1.629 -1.209 -2.48  -0.861],0.4594185,100,30,0.5346116,21.618855,131262.3,0.00046460982,-223.66762,,-588.32,954.6033699846985,3000,0.8826587,1.8852922,-397.50653,259.2340431213379,0.65888584,120.57227,9.786591,150426,96.49,14.259359,49.20686,-504.3412
9.88837,2.532959e-05,290.46442,[-1.472  1.608 -1.204 -2.415 -0.884],0.23291178,100,31,0.48819956,1.6475924,79490.266,0.07637884,-352.67953,,-575.78076,911.904735930327,3100,0.71049505,0.4979067,-486.08685,274.1766765117645,0.9160525,105.69502,9.776739,159648,92.22,8.126721,2.4999912,-516.0705
9.892541,4.1503907e-05,231.9654,[-1.437  1.59  -1.201 -2.408 -0.931],0.40955484,100,32,0.5343537,10.670921,161801.98,0.018944649,-264.45996,,-318.64832,946.3194226074993,3200,0.91271186,1.2123083,-433.55408,290.03073501586914,0.75278646,97.49742,9.785082,169214,95.66,11.349003,23.553722,-500.8197
9.8881,4.2114258e-05,277.70807,[-1.414  1.638 -1.218 -2.405 -0.885],0.34191853,100,33,0.55836725,2.8041513,52236.64,0.02538374,-295.76248,,-321.09192,910.1987076634657,3300,0.5620809,0.83595645,-456.224,305.8553555011749,0.7777061,117.220665,9.7762,178419,92.05,4.476792,11.429604,-520.34314
9.900731,-1.6479493e-05,278.2328,[-1.458  1.665 -1.37  -2.528 -0.861],0.49712774,100,34,0.58276266,15.390905,98299.11,0.010666167,-216.15788,,-622.5349,1027.8927726421418,3400,0.7425831,1.632207,-388.69208,323.3107330799103,0.6398275,130.25021,9.801462,188801,103.82,14.651524,48.87689,-480.98236
9.89447,2.1057129e-05,304.06006,[-1.49   1.609 -1.377 -2.555 -0.836],0.4994842,100,35,0.56610805,17.534111,177859.02,0.0017374642,-233.79192,,-132.9596,965.2045688122436,3500,0.92996055,1.7483007,-415.02997,332.70751094818115,0.6417295,89.496185,9.78894,198556,97.55,8.657821,46.77433,-495.81195
9.877828,-2.8381348e-05,270.5235,[-1.499  1.519 -1.356 -2.572 -0.853],0.47475374,100,36,0.5243559,28.900047,173323.66,0.0005332389,-219.42624,,-551.7747,830.7248203546329,3600,0.95719266,2.3072536,-411.94574,343.5698735713959,0.57940674,115.32981,9.755655,206966,84.1,16.115793,59.424965,-547.9456
9.877448,3.112793e-05,179.367,[-1.411  1.533 -1.358 -2.601 -0.895],0.36150718,100,37,0.49235454,9.690374,268334.75,0.0069377553,-275.52933,,-547.7984,828.3223919118567,3700,1.1304955,1.0867226,-445.50006,358.9041950702667,0.6840846,85.74034,9.754896,215352,83.86,9.420496,19.56612,-539.67535
9.889921,5.7373047e-05,204.42834,[-1.39   1.574 -1.434 -2.739 -0.927],0.3025687,100,38,0.5492607,2.6153846,105416.63,0.0880894,-330.49036,,-591.0338,922.531106517266,3800,0.77764034,0.67155665,-476.79816,376.97083735466003,0.86108357,106.00802,9.779842,224680,93.28,7.0217266,4.5219097,-509.4319
9.896392,4.9438477e-05,227.18677,[-1.375  1.582 -1.429 -2.713 -0.87 ],0.32101488,100,39,0.5949578,4.3379745,148713.97,0.049048275,-308.81302,,-608.8848,980.4342775097382,3900,1.1480813,0.72537446,-454.66614,395.08252811431885,0.8676279,124.40134,9.792785,234587,99.07,10.519814,6.98813,-493.175
9.892634,-4.1503907e-05,202.56738,[-1.362  1.624 -1.445 -2.719 -0.824],0.38541633,100,40,0.5753863,13.6349535,319358.5,0.007052885,-223.66176,,-267.45795,947.8124601027253,4000,1.4354665,1.263815,-385.07346,412.38840889930725,0.6986086,81.62245,9.785269,244168,95.81,14.688203,17.61595,-496.0856
9.898719,2.3498535e-05,210.60492,[-1.312  1.667 -1.446 -2.721 -0.844],0.5367634,100,41,0.5394943,23.98109,230057.95,0.0006679222,-205.25725,,-603.92523,1005.2136204791009,4100,1.2484117,2.0764606,-387.47223,430.8098175525665,0.6853578,98.98656,9.797438,254323,101.55,24.81324,39.24823,-478.49786
9.902906,,284.33057,[-1.231  1.675 -1.45  -2.693 -0.879],0.5668272,100,42,0.473065,9.461206,92539.58,0.0016457771,-184.79587,,-629.41235,1049.21158234614,4200,0.95192593,1.4725718,-368.9313,450.0632483959198,0.6246209,135.98766,9.805813,264918,105.95,13.190654,24.53579,-474.48172
9.9150305,-8.117676e-05,272.3036,[-1.217  1.73  -1.455 -2.68  -0.946],0.4619567,100,43,0.4899242,12.6931505,194072.22,0.0049061608,-205.21053,,-170.9057,1197.9320969605767,4300,1.1364573,1.2887124,-355.6541,471.44399762153625,0.7325348,81.42431,9.830061,277000,120.82,17.214373,19.524696,-419.75476
9.914261,4.333496e-05,225.11804,[-1.286  1.742 -1.446 -2.651 -0.929],0.27234715,100,44,0.4616689,1.4137708,44012.17,0.201561,-285.79156,,-646.028,1189.015591242303,4400,0.5969544,0.48782977,-411.40833,492.84895038604736,0.9684848,122.56523,9.828522,288993,119.93,3.9816108,1.6801852,-429.3443
9.913749,-1.586914e-05,219.18219,[-1.273  1.748 -1.467 -2.665 -0.957],0.4623761,100,45,0.5021961,8.484178,106376.336,0.021283824,-227.78323,,-145.78033,1181.3205989056391,4500,1.1094033,1.0776159,-381.22925,513.8759224414825,0.8489087,89.163246,9.8274975,300909,119.16,8.399578,14.982527,-425.34045
9.912063,4.3945314e-05,218.66052,[-1.254  1.793 -1.478 -2.667 -0.917],0.52336293,100,46,0.44213435,8.427203,163142.33,0.0027616583,-203.75879,,-514.492,1160.1062061262044,4600,1.2080429,1.2464917,-367.97626,534.7231299877167,0.75278485,107.826126,9.824125,312613,117.04,10.747287,22.437733,-433.2348
9.9199,-6.225586e-05,207.88702,[-1.213  1.804 -1.498 -2.72  -0.977],0.59829885,100,47,0.46970555,21.93076,96822.63,0.006918139,-158.9662,,-690.5353,1272.225411514129,4700,1.0932152,1.9771688,-316.97812,557.43323969841,0.666167,114.213356,9.8398,325438,128.25,10.539581,36.592472,-405.21976
9.919288,4.9438477e-05,202.87201,[-1.154  1.813 -1.5   -2.737 -0.949],0.6382503,100,48,0.49120995,24.73217,103436.78,0.0010679725,-176.42021,,-188.97876,1264.4101477602426,4800,1.0712732,2.2293913,-338.9146,579.9279627799988,0.6934439,85.04491,9.838575,338185,127.47,28.5886,40.97466,-401.99753
9.914294,1.4648437e-05,296.222,[-1.206  1.786 -1.502 -2.733 -0.928],0.45176932,100,49,0.43105984,4.493625,172575.33,0.0046921624,-231.40767,,-672.1361,1189.4159122499682,4900,1.1127406,0.9603306,-384.14572,601.2801008224487,0.7629572,142.71765,9.8285885,350182,119.97,11.269963,19.264645,-433.36902
9.911969,-2.380371e-05,205.4591,[-1.225  1.759 -1.503 -2.714 -0.988],0.40179417,100,50,0.4212183,3.6697378,132599.44,0.023775164,-239.1244,,-653.41156,1155.2379957487653,5000,0.96827894,0.8125976,-387.18622,622.124597787857,0.8101467,100.390236,9.823938,361837,116.55,9.438362,9.943156,-431.21875
9.914915,4.1503907e-05,150.72815,[-1.23   1.814 -1.51  -2.672 -0.998],0.47087556,100,51,0.45873508,10.998599,117001.92,0.009950166,-187.34099,,-141.10175,1194.844852662173,5100,1.2828913,1.2086927,-339.50595,643.9372537136078,0.76806784,57.73287,9.82983,373888,120.51,13.894593,16.300804,-410.92776
9.922287,-3.112793e-05,230.6897,[-1.183  1.824 -1.504 -2.692 -0.96 ],0.709295,100,52,0.45117074,33.999767,111847.18,0.0004125045,-185.74025,,-702.1426,1314.4030407579048,5200,0.977621,2.8336773,-349.09793,667.0892357826233,0.72587484,113.210556,9.844574,387135,132.47,9.384228,55.35285,-394.1579
9.915854,5.0048828e-05,210.71484,[-1.253  1.816 -1.52  -2.69  -0.968],0.4851225,100,53,0.4965064,7.190687,120304.0,0.02097102,-239.21617,,-197.21729,1210.426098299141,5300,1.0297582,1.0598533,-395.15417,688.5400292873383,0.86813486,79.11307,9.831709,399342,122.07,11.436146,14.013987,-413.23123
9.91747,7.3242186e-06,189.95221,[-1.232  1.85  -1.517 -2.679 -0.922],0.59027356,100,54,0.5131824,12.9463415,87377.06,0.008523796,-165.57191,,-523.2919,1232.6404364681327,5400,0.8142803,1.5299181,-329.93652,710.0173499584198,0.61414915,91.40292,9.83494,411771,124.29,11.217545,24.904186,-408.2172
9.917943,-4.486084e-05,277.08698,[-1.211  1.906 -1.515 -2.642 -0.906],0.5218465,100,55,0.5004133,17.603838,161660.84,0.0029499014,-217.16951,,-675.35944,1245.8904563295346,5500,1.2661788,1.7553669,-368.20776,731.6389126777649,0.77243704,148.21912,9.835886,424333,125.62,18.073605,39.322273,-420.5532
9.915006,-3.0822754e-05,284.4931,[-1.279  1.898 -1.547 -2.622 -0.919],0.25946563,100,56,0.48431185,1.154963,27667.87,0.21789101,-292.1946,,-675.685,1202.291814078668,5600,0.34890255,0.4592376,-415.7348,752.8644506931305,0.9678864,143.44928,9.830011,436459,121.26,2.541451,1.3636498,-429.87106
9.9168415,6.164551e-05,232.44312,[-1.298  1.912 -1.599 -2.653 -0.935],0.58214486,100,57,0.46819356,24.260683,191053.66,0.0022833082,-210.51395,,-687.19336,1226.9098806554175,5700,1.414364,2.1391656,-369.89276,769.3649392127991,0.7519,127.36045,9.833683,448831,123.72,13.298589,36.584385,-418.3078
9.916146,3.0517578e-05,250.28021,[-1.345  1.869 -1.595 -2.619 -0.951],0.5354607,100,58,0.47296807,4.8321714,72680.3,0.009118333,-200.63213,,-547.34924,1216.3133364454793,5800,0.70278966,1.1248522,-363.08484,784.7165906429291,0.6930048,101.69672,9.832293,461097,122.66,11.4986925,15.143867,-418.34595
9.908017,-7.93457e-06,319.82056,[-1.385  1.896 -1.606 -2.529 -0.946],0.54185736,100,59,0.4493916,21.55005,101091.07,0.004537868,-171.45825,,-642.35126,1108.0118849712576,5900,1.10152,1.9933188,-337.97943,800.9117929935455,0.6259199,119.40007,9.816034,472280,111.83,17.228312,53.485413,-452.4832
9.909279,1.3122559e-05,198.72559,[-1.457  1.895 -1.616 -2.483 -0.97 ],0.56133866,100,60,0.42595458,15.233372,162059.28,0.0005850472,-216.96593,,-311.42758,1123.7109529760814,6000,1.267072,1.6384023,-391.0063,821.4081320762634,0.75545514,71.76931,9.818558,483620,113.4,14.234373,36.035656,-435.48633
9.913667,3.4179688e-05,234.75244,[-1.387  1.877 -1.625 -2.553 -0.993],0.5778145,100,61,0.44531262,26.928295,99974.72,0.0033107,-188.11,,-671.8429,1180.7161472101272,6100,0.9508954,2.237246,-350.5605,842.7944309711456,0.7098291,141.35774,9.827333,495530,119.1,10.908989,39.75997,-433.1786
9.914148,4.6386718e-05,245.66327,[-1.33   1.898 -1.632 -2.574 -0.974],0.5925691,100,62,0.44204828,28.088623,89735.25,0.0019298882,-185.92735,,-674.73444,1186.8209751417933,6200,0.9425314,2.3624005,-349.11533,863.9936630725861,0.6965236,140.15378,9.828297,507501,119.71,35.98641,44.108997,-430.47357
9.915807,2.166748e-05,229.45209,[-1.268  1.918 -1.637 -2.578 -0.977],0.28123856,100,63,0.42196867,1.7329258,67061.89,0.10436653,-278.12024,,-676.9102,1213.593939460921,6300,0.74267113,0.5007574,-404.09256,885.5920073986053,0.9650741,124.72288,9.831614,519740,122.39,5.9011216,2.0884235,-418.46484
9.917371,7.507324e-05,267.42883,[-1.243  1.917 -1.663 -2.6   -0.997],0.29088256,100,64,0.42634106,1.3150295,39748.19,0.13938764,-268.66052,,-685.86194,1235.306033480976,6400,0.43886724,0.51006895,-396.36325,907.2654316425323,0.90032107,142.22818,9.834742,532196,124.56,4.670684,1.9363823,-419.9274
9.923932,-6.8359375e-05,218.19226,[-1.327  2.046 -1.714 -2.712 -0.993],0.55404997,100,65,0.4264916,18.648272,109727.875,0.004035842,-184.61472,,-467.26257,1342.309077050867,6500,1.2710993,1.7197548,-333.20117,930.7814950942993,0.8094405,105.94457,9.847864,545722,135.26,12.1304,26.646997,-386.5155
9.929288,-2.746582e-05,163.38159,[-1.283  2.078 -1.742 -2.718 -0.992],0.79809123,100,66,0.42433888,38.6012,62307.555,0.00037289126,-124.799286,,-248.76581,1448.2822847939544,6600,0.9786259,3.2222161,-284.06314,955.3654489517212,0.6542262,75.17446,9.858576,560308,145.86,25.28786,60.53273,-353.06506
9.92504,-1.8310548e-05,257.16852,[-1.332  2.039 -1.757 -2.678 -0.995],0.32720253,100,67,0.42990872,1.451687,41970.105,0.22998807,-247.79976,,-722.668,1363.1028652314346,6700,0.53418624,0.5436782,-375.6953,967.2897708415985,0.95013493,110.97629,9.8500805,574042,137.34,3.674018,3.5185993,-384.062
9.920228,-3.601074e-05,216.39215,[-1.34   2.073 -1.766 -2.664 -0.989],0.5326631,100,68,0.4306452,18.680265,108336.41,0.0039865505,-170.65926,,-699.9492,1280.798118508498,6800,0.958539,1.7434359,-319.53723,978.512344121933,0.66344225,136.6152,9.840456,586953,129.11,21.403404,28.672964,-405.89972
9.918752,2.1362304e-05,247.66895,[-1.386  2.04  -1.798 -2.629 -0.988],0.6340725,100,69,0.4166521,29.472725,89748.86,0.0032458417,-158.8527,,-695.0372,1256.0096745231624,6900,0.872561,2.4790769,-319.503,989.4145660400391,0.65462416,131.3161,9.837503,599616,126.63,16.741253,46.97502,-410.84988
9.924584,-4.4555665e-05,193.34546,[-1.326  2.059 -1.803 -2.649 -1.002],0.7144802,100,70,0.43219858,32.69413,36994.91,0.007214048,-114.780624,,-131.00134,1354.1078048677432,7000,0.73350483,2.7271354,-276.36124,1002.741274356842,0.6067962,64.278206,9.849169,613260,136.44,13.806286,47.27351,-372.42914
9.927933,5.432129e-05,224.4129,[-1.273  2.085 -1.8   -2.671 -0.987],0.6568831,100,71,0.4350575,25.242338,49294.844,0.0039237007,-118.76473,,-730.2769,1422.5706048922113,7100,0.97008973,2.2198818,-269.7424,1015.2765893936157,0.66872233,107.42585,9.8558655,627589,143.29,8.469589,35.836983,-366.75684
9.928068,-4.0283205e-05,212.30658,[-1.223  2.113 -1.815 -2.681 -0.984],0.8465904,100,72,0.40575698,28.328747,44712.582,0.0012414084,-111.43701,,-738.02655,1426.6614936057117,7200,0.8242723,2.755704,-277.57672,1027.5544974803925,0.5717344,134.44736,9.856136,641959,143.7,16.986172,45.89828,-368.94122
9.9252825,7.385254e-05,195.38202,[-1.264  2.072 -1.817 -2.691 -1.013],0.7121253,100,73,0.4227584,30.456738,72494.51,0.0011098613,-138.5404,,-728.97064,1366.708738185038,7300,0.88427263,2.649622,-297.35034,1039.5063021183014,0.635007,114.9524,9.850565,655729,137.7,9.335891,58.188087,-377.5117
9.929467,2.7770997e-05,218.16925,[-1.204  2.08  -1.834 -2.707 -0.996],0.58923316,100,74,0.431548,13.600315,115105.03,0.0031347484,-171.2962,,-743.8494,1450.8903837282562,7400,1.5669142,1.4921777,-316.97232,1051.8542301654816,0.79287016,134.66855,9.858934,670341,146.12,17.34463,22.772038,-363.32657
9.923832,3.601074e-05,176.03583,[-1.239  2.043 -1.845 -2.716 -0.987],0.58475125,100,75,0.36068445,3.7168186,61679.695,0.01134697,-207.70074,,-717.55023,1340.0127403261242,7500,0.73497486,1.0909381,-364.95422,1063.9397296905518,0.7752236,146.45523,9.847664,683844,135.03,5.798234,7.6737695,-388.45816
9.927664,5.493164e-05,204.08636,[-1.232  2.023 -1.859 -2.723 -1.058],0.6255485,100,76,0.29494888,4.45139,60456.777,0.02894603,-182.20918,,-136.66357,1408.2353002551827,7600,0.8265406,1.1969337,-340.7104,1078.7110543251038,0.7829801,72.385605,9.855328,698029,141.85,9.387678,14.225881,-363.16797
9.928596,4.8828124e-06,225.4071,[-1.238  2.001 -1.873 -2.736 -1.124],0.6500636,100,77,0.32607895,19.602663,80111.98,0.0046199416,-142.269,,-738.6117,1420.2816097520295,7700,0.9289906,1.8799511,-294.469,1092.0483975410461,0.6194371,108.23563,9.857191,712334,143.05,9.741995,27.053562,-368.47385
9.925722,-4.5776367e-05,203.62567,[-1.275  1.976 -1.861 -2.713 -1.093],0.764617,100,78,0.30138382,32.715748,75541.42,0.0018010515,-126.93971,,-716.5914,1367.6623263254548,7800,1.1173966,2.8120162,-290.8994,1111.3617296218872,0.6550576,108.60448,9.851444,726113,137.79,51.927048,57.207157,-380.0061
9.930313,-2.9296874e-05,205.35638,[-1.224  1.996 -1.854 -2.761 -1.118],0.7282219,100,79,0.3161616,29.448175,69185.21,0.00076217443,-154.82712,,-743.0295,1458.0639586426018,7900,0.96083885,2.545675,-308.15717,1128.877855539322,0.7289847,133.70448,9.860626,740796,146.83,12.515973,42.684647,-364.17786
9.925603,8.117676e-05,237.82794,[-1.259  1.955 -1.88  -2.713 -1.103],0.6829053,100,80,0.32693443,26.359314,90354.805,0.0023059626,-150.10225,,-148.19574,1364.2709421657917,8000,1.3251795,2.3288424,-308.85352,1150.6721448898315,0.74839085,77.658066,9.851206,754541,137.45,19.31297,45.773277,-375.8648
9.926824,0.00010437012,202.45587,[-1.202  1.955 -1.889 -2.757 -1.092],0.31015882,100,81,0.30272776,1.2539214,20539.246,0.15598598,-237.36848,,-147.18512,1387.9655619093364,8100,0.41857126,0.49944282,-362.11847,1166.4321854114532,0.9699114,74.582054,9.853647,768523,139.82,2.762192,1.484935,-368.6729
