EpRewMean,InitialReturnMean,TimeElapsed,StdD2w0t,MeanEntropy,Weights,InitialReturnStd,EpThisIter,Iteration,Bound,MaxD2w0t,MeanIW,EpisodesSoFar,InitialReturnMin,EmpiricalD2,ReturnStepMaxmin,ReturnMeanIW,ReturnStepMax,TimestepsSoFar,StdIW,MaxIW,EpLenMean,InitialReturnMax,MinIW,J_sample_variance,MeanD2w0t,MinD2w0t,InitialBound
582.7812676098475,1.5258789e-06,27.499665021896362,0.5631549,0.8330087,[-0.953  0.619 -1.979 -1.963 -0.638],88.42929,20,11,-621.8501,7.1793513,0.5666376,220,-118.46933,3.89224,9.6553545,-295.84604,9.999999,7052,0.43827498,2.8242202,59.3,201.85373,0.03581935,81472.11,0.18347217,,-795.12195
643.749713389847,2.2888184e-05,31.08815598487854,0.7039838,0.8665338,[-1.016  0.599 -1.986 -1.912 -0.586],99.16382,20,12,-508.57007,16.913507,0.41488618,240,-163.40485,6.485902,9.686537,-182.51172,10.0,8360,0.33949694,4.5809793,65.4,181.5116,0.010050844,29941.398,0.20599882,,-766.5952
556.7655697001494,-1.9073486e-05,34.31958270072937,0.7592382,0.8762172,[-1.104  0.571 -1.985 -1.853 -0.552],105.748825,20,13,-496.50806,31.858051,0.40798146,260,-165.33086,7.5169296,9.639001,-174.68431,9.999999,9494,0.40071407,4.036252,56.7,237.28165,0.041167963,22134.715,0.17323697,,-813.64044
434.80020826660075,-6.1035157e-06,37.195666790008545,0.6530999,0.76904607,[-0.961  0.612 -1.979 -1.907 -0.543],113.25448,20,14,-540.4067,7.008333,0.31828654,280,-325.70416,4.305354,9.541599,-180.68199,9.999985,10384,0.33006936,3.8990335,44.5,169.30707,0.015811497,50054.668,0.17932457,,-864.25323
665.749470885757,-4.577637e-06,41.090179204940796,0.7832701,0.82725537,[-0.927  0.661 -2.032 -1.973 -0.65 ],79.301956,20,15,-616.21826,12.151446,0.5622364,300,-150.453,6.455794,9.696731,-266.033,9.999997,11736,0.3087821,1.752769,67.6,200.54431,0.055448726,26887.143,0.24946912,,-755.7021
614.2740590767678,-3.0517579e-06,44.68772292137146,0.99462235,0.77386147,[-0.971  0.616 -2.015 -1.919 -0.592],88.76385,20,16,-553.138,24.911057,0.4177263,320,-121.85077,9.215445,9.672507,-184.32271,9.999999,12985,0.37402198,4.634099,62.45,202.59344,0.046323135,23342.686,0.25219843,,-780.6329
474.78031637689463,-9.155274e-06,47.634979009628296,0.88957494,0.7133345,[-1.044  0.55  -1.997 -1.918 -0.645],116.43398,20,17,-538.32294,21.444338,0.3419555,340,-338.50345,8.909825,9.578577,-168.7578,9.999994,13955,0.34717098,4.0434837,48.5,290.5908,0.012815407,32251.902,0.19578017,,-860.8428
623.7771234290822,-4.577637e-06,51.098353147506714,0.93116355,0.63848394,[-0.955  0.613 -2.025 -1.954 -0.706],103.18287,20,18,-653.81604,16.154135,0.5671476,360,-123.21924,7.429508,9.677517,-265.33884,9.999996,15223,0.63907194,6.825569,63.4,246.47873,0.03375264,96054.73,0.26443157,,-783.62885
774.7358606564997,1.5258789e-06,55.38997960090637,1.0768479,0.6189765,[-0.801  0.58  -1.958 -1.903 -0.78 ],129.86154,20,19,-523.10925,30.158188,0.4653122,380,-171.3935,10.492905,9.738496,-164.00931,9.999999,16793,0.45311445,15.28198,78.5,207.00262,0.044703767,18679.123,0.2956491,,-720.8124
734.249136191272,-1.5258789e-06,59.402912855148315,0.85972714,0.61216706,[-0.674  0.547 -1.947 -1.956 -0.8  ],114.32158,20,20,-537.62445,12.093933,0.5574388,400,-127.43878,8.316955,9.724631,-195.9893,9.999995,18282,0.7374271,7.436633,74.45,314.97992,0.028334979,65513.95,0.26095495,,-743.9055
860.2395256016404,1.2207031e-05,63.48750853538513,0.7801051,0.6481973,[-0.638  0.602 -1.945 -1.955 -0.807],114.4934,20,21,-592.07605,10.607647,0.6772614,420,-183.61838,5.7462416,9.764263,-254.4294,10.0,20023,0.5233743,3.5379398,87.05,264.2343,0.0617548,59049.434,0.29630873,,-689.97406
783.2670851441774,-6.2561034e-05,67.70548176765442,0.42540717,0.6391186,[-0.564  0.591 -1.943 -1.891 -0.771],153.70773,20,22,-658.8551,2.0108562,0.77667147,440,-522.97205,1.8008788,9.742083,-376.87518,10.0,21610,0.6303401,2.9769654,79.35,261.9939,0.05162871,175175.47,0.18139747,,-723.78577
719.8017451535021,-1.5258789e-06,71.65265965461731,0.52233684,0.6468699,[-0.581  0.556 -1.967 -1.866 -0.78 ],137.661,20,23,-661.8878,3.0903175,0.7684439,460,-499.4921,2.0148277,9.720596,-357.2036,10.0,23070,0.4245502,2.497819,73.0,201.01663,0.0771857,61916.848,0.20665835,,-740.2862
808.2200374945187,2.746582e-05,76.01797842979431,0.4638187,0.6052089,[-0.677  0.698 -1.961 -1.892 -0.772],112.32221,20,24,-666.93164,2.168915,0.8342916,480,-167.05634,1.4334507,9.748814,-368.51782,9.999996,24707,0.5096917,2.526745,81.85,314.63385,0.12526773,77811.51,0.20203221,,-713.2152
769.7504535497807,-2.4414063e-05,79.88454627990723,0.92104346,0.60182613,[-0.678  0.713 -1.957 -1.863 -0.814],76.66404,20,25,-482.69592,12.304886,0.43281832,500,-125.23291,9.428846,9.73719,-147.95822,10.0,26267,0.43533948,3.9046752,78.0,130.07538,0.022841282,29929.043,0.2776161,,-705.13696
883.7799359843827,-2.5939942e-05,84.11868405342102,0.72818166,0.62611854,[-0.619  0.74  -1.963 -1.879 -0.817],168.4763,20,26,-538.46234,9.754601,0.50686765,520,-559.2046,5.474645,9.771364,-217.52824,9.999998,28055,0.46802133,3.259963,89.4,292.49512,0.02714258,96595.555,0.27783048,,-692.2112
923.7332300660722,6.1035157e-06,88.66736149787903,0.9753543,0.6568606,[-0.681  0.745 -1.975 -1.867 -0.793],89.14302,20,27,-562.0175,12.723192,0.61942285,540,-135.17197,8.649937,9.78016,-209.20857,9.999999,29923,0.49684376,5.161196,93.4,229.05219,0.03996204,40613.97,0.35895145,,-657.2998
1015.7057064302662,-4.119873e-05,93.45761728286743,0.94630986,0.6465491,[-0.65   0.795 -1.96  -1.84  -0.762],130.85503,20,28,-537.5312,13.09531,0.7175027,560,-239.5448,8.355281,9.799333,-211.77371,9.999999,31975,0.87149197,12.172501,102.6,204.70557,0.015056058,62779.33,0.34626472,,-635.61743
1034.7185827660446,1.5258789e-06,98.1907479763031,0.79264635,0.6047934,[-0.602  0.826 -1.993 -1.918 -0.772],98.43336,20,29,-559.2332,8.842398,0.7408825,580,-142.1278,5.13339,9.803226,-233.65154,10.0,34065,0.82699466,11.168442,104.5,183.0232,0.008256037,87486.51,0.34534344,,-619.35913
1158.23996123963,-2.8991699e-05,103.58086204528809,0.9758663,0.5845774,[-0.532  0.8   -2.001 -1.929 -0.814],111.89699,20,30,-459.66937,14.441674,0.6034988,600,-225.35901,7.066905,9.824392,-132.97539,9.999998,36402,0.7269566,5.9944897,116.85,190.62305,0.0062729567,25381.275,0.41336098,,-587.33594
1034.2774252379995,-4.7302245e-05,108.70842456817627,0.9085204,0.59667933,[-0.468  0.791 -2.027 -1.987 -0.834],90.95607,20,31,-501.07864,9.761965,0.59548277,620,-233.93225,6.1340356,9.804259,-162.76263,9.999999,38491,0.6053617,4.260738,104.45,172.58221,0.050562408,31127.75,0.37659746,,-616.2483
1171.7173653622754,1.5258789e-05,114.08628416061401,0.99945635,0.53631043,[-0.425  0.806 -2.037 -1.927 -0.822],121.1896,20,32,-496.73886,7.7197022,0.59719396,640,-319.23093,4.6686745,9.826016,-149.28226,9.999997,40855,0.48918635,4.4536877,118.2,180.30151,0.05037702,11345.481,0.4795728,,-584.1969
1515.2007154242706,3.0517578e-05,120.7556083202362,0.99604785,0.5211777,[-0.404  0.833 -2.044 -1.911 -0.883],187.69,20,33,-420.21542,10.172666,0.54358476,660,-739.6172,7.103139,9.86497,-116.57284,9.999999,43906,0.4820605,2.7447581,152.55,210.21362,0.019874789,44105.266,0.49550122,,-518.9124
1121.267711608465,9.155274e-06,125.82953596115112,0.92894495,0.48467374,[-0.445  0.813 -2.038 -1.876 -0.898],122.78333,20,34,-456.653,8.151454,0.49194628,680,-436.77655,5.534612,9.819139,-125.391556,9.999999,46169,0.4102063,3.193881,113.15,140.73541,0.0017380633,15830.783,0.41874224,,-592.57324
1385.717687014693,-1.2207031e-05,131.9382050037384,1.0654496,0.44553417,[-0.396  0.801 -2.067 -1.932 -0.934],95.51187,20,35,-446.1018,9.306044,0.54894054,700,-155.0271,6.984112,9.852691,-119.87274,9.999999,48961,0.52648926,6.0381193,139.6,145.42047,0.0043594204,19472.734,0.5243236,,-523.0923
1331.2600977762459,3.0517578e-05,137.85191679000854,1.0299137,0.39868006,[-0.428  0.774 -2.085 -1.883 -0.973],100.332405,20,36,-408.31448,12.405496,0.4514821,720,-150.12408,6.1782694,9.847338,-77.61259,10.0,51644,0.42375532,2.346529,134.15,206.9862,0.01672648,5052.1934,0.5028461,,-541.4414
1349.271056040589,1.8310548e-05,143.8793385028839,1.1483821,0.39925367,[-0.385  0.77  -2.077 -1.859 -1.02 ],81.854256,20,37,-443.53162,15.134344,0.65411633,740,-190.64996,9.075781,9.849523,-125.38088,9.999999,54363,0.62938875,5.121042,135.95,150.7544,0.022299767,22501.35,0.48483634,,-527.0641
1488.2503375178544,,150.50207209587097,1.2316345,0.36022905,[-0.324  0.741 -2.094 -1.85  -1.02 ],88.86072,20,38,-421.30685,11.520126,0.50467646,760,-139.784,8.318993,9.863205,-93.55007,10.0,57360,0.40053663,2.7734728,149.85,168.8377,0.01128276,12103.711,0.59805256,,-503.2752
1478.7878942237135,3.0517578e-05,156.81429052352905,1.077793,0.34446046,[-0.361  0.734 -2.093 -1.839 -1.059],113.72714,20,39,-381.57416,10.861411,0.51571894,780,-166.62439,8.510953,9.862833,-67.6042,10.0,60338,0.54121166,4.3617578,148.9,236.47717,0.017867323,7175.2954,0.50545156,,-521.9854
1427.7868471560153,-2.1362304e-05,163.0781433582306,0.94392806,0.34494063,[-0.321  0.746 -2.094 -1.837 -1.074],70.337036,20,40,-390.14542,9.468307,0.58376795,800,-165.00287,6.539087,9.857958,-85.21542,10.0,63214,0.6214383,5.8122835,143.8,112.66052,0.031277273,9176.143,0.45912847,,-504.2973
1756.7265707512183,1.8310548e-05,170.32632780075073,1.6893151,0.3185212,[-0.285  0.754 -2.094 -1.828 -1.074],77.12843,20,41,-392.9886,26.850582,0.64485264,820,-104.147705,10.742628,9.883725,-73.424675,9.999999,66748,0.67112523,4.749351,176.7,173.98041,0.020681962,5698.146,0.7579501,,-458.0681
2159.7026436715273,-5.1879884e-05,179.12346768379211,1.0962445,0.33115336,[-0.241  0.735 -2.098 -1.844 -1.1  ],74.84114,20,42,-373.32568,9.367234,1.043867,840,-99.769714,6.4725556,9.905102,-79.36717,10.0,71088,1.0718489,8.034724,217.0,116.00696,0.0297688,5611.1187,0.71801585,,-401.12915
2199.2099344399985,-7.93457e-05,188.06609082221985,1.437097,0.32061955,[-0.214  0.748 -2.105 -1.828 -1.088],161.1317,20,43,-342.7215,13.759269,0.5516505,860,-635.0497,9.409593,9.906864,-49.55476,10.0,75507,0.43326658,5.1975164,220.95,116.26117,0.008589407,8012.6787,0.81361496,,-411.6004
1912.704411129426,-1.8310548e-05,195.84771394729614,1.1075479,0.3270946,[-0.243  0.728 -2.106 -1.816 -1.098],88.52677,20,44,-365.3236,10.866695,0.6701105,880,-211.73871,7.27941,9.892927,-69.45511,10.0,79353,0.6213285,3.8396935,192.3,150.0398,0.018193377,17030.322,0.62953144,,-433.40594
2197.713036682698,9.155274e-06,204.83547806739807,1.3972012,0.32843196,[-0.207  0.725 -2.102 -1.805 -1.092],75.641914,20,45,-328.85126,13.16217,0.59185106,900,-115.14227,9.753238,9.906832,-33.79975,10.0,83769,0.46978378,4.9226975,220.8,110.166504,0.021895496,1364.1863,0.7879577,,-398.13953
2875.6107482019775,1.2207031e-05,216.15566086769104,2.061385,0.33071852,[-0.172  0.725 -2.1   -1.807 -1.091],51.1899,20,46,-308.00223,23.817574,0.88185567,920,-154.66626,14.012009,9.928013,-21.981394,10.0,89541,0.96304476,22.37109,288.6,66.79999,0.028223071,1047.0568,1.1677325,,-335.65045
2791.048916827552,1.2207031e-05,227.13590145111084,1.4012984,0.32485238,[-0.137  0.722 -2.105 -1.803 -1.088],98.85845,20,47,-325.4364,13.115633,0.61701566,940,-376.88757,7.453798,9.932513,-36.81873,9.999999,95142,0.4909187,3.3210037,280.05,87.27722,0.00672513,3548.7573,0.9995666,,-356.10858
2563.1472954926926,-1.2207031e-05,237.42978048324585,1.2158501,0.31833133,[-0.162  0.705 -2.109 -1.801 -1.094],47.15501,20,48,-322.60364,9.61601,0.78847265,960,-88.75635,7.0023317,9.919552,-33.08121,10.0,100289,0.716094,7.7471104,257.35,63.32251,0.015817167,1905.2963,0.89109474,,-350.4085
3147.016351136107,1.8310548e-05,249.32218289375305,1.4295111,0.32439283,[-0.138  0.723 -2.108 -1.797 -1.101],39.002117,20,49,-301.78296,13.022455,0.8567412,980,-94.32721,8.222633,9.943083,-18.20621,10.0,106601,0.6467451,4.0481567,315.6,53.47003,0.009744061,856.7512,1.0740923,,-322.7936
3617.908121249258,-1.2207031e-05,263.2145936489105,0.5659747,0.30650896,[-0.11   0.73  -2.112 -1.801 -1.095],219.0866,20,50,-337.7348,1.7069087,0.9884418,1000,-898.69196,1.5035787,9.949886,-59.261578,10.0,113855,0.5006316,3.2128284,362.7,84.68744,0.13144219,27544.598,0.89173615,,-354.32837
3780.4208868153933,2.4414063e-05,277.739061832428,1.8784329,0.30481166,[-0.107  0.738 -2.154 -1.829 -1.112],28.402256,20,51,-288.6107,19.543344,0.740488,1020,-74.87732,9.994543,9.954737,-10.123674,10.0,121433,0.4395787,3.6298904,378.9,26.198547,0.016804762,419.99542,1.4378148,,-296.11945
3392.036871161403,9.155274e-06,290.6025252342224,1.2998767,0.30258438,[-0.131  0.734 -2.154 -1.825 -1.114],46.903934,20,52,-289.0978,13.0093,0.92495936,1040,-134.2976,7.1297126,9.944372,-9.867655,10.0,128236,0.875249,8.5901785,340.15,45.771423,0.034614522,169.52626,1.1153597,,-315.20544
3633.4419111532393,3.6621095e-05,304.6520400047302,0.64122915,0.27891114,[-0.105  0.731 -2.157 -1.814 -1.116],195.30255,20,53,-329.87878,2.0433538,0.8331103,1060,-652.8836,1.7820282,9.95302,-48.32319,10.0,135520,0.49232435,3.292316,364.2,87.7619,0.14223936,12623.449,0.9870451,,-357.57788
3628.549369842605,-4.272461e-05,318.7935438156128,0.6806641,0.27627566,[-0.101  0.743 -2.206 -1.84  -1.14 ],26.74328,20,54,-292.27875,3.1346457,0.8863506,1080,-74.00195,2.786004,9.948061,-14.20666,10.0,142796,0.6228714,9.817788,363.8,27.973145,0.13937835,834.65125,0.9594961,,-297.54034
3850.9204145383424,1.8310548e-05,333.5283942222595,0.9375994,0.26983637,[-0.089  0.769 -2.211 -1.853 -1.143],26.561424,20,55,-284.86472,7.5541954,0.86995095,1100,-51.842834,4.010176,9.963324,-7.5208526,10.0,150512,0.5031017,4.0222273,385.8,25.180542,0.061705656,139.01562,1.1146666,,-295.48358
4548.86997267882,-3.0517579e-06,350.733717918396,0.47727004,0.26978424,[-0.071  0.766 -2.215 -1.848 -1.149],11.311763,20,56,-274.03732,4.005851,0.94314015,1120,-33.450745,2.0317633,9.975302,-0.74037695,10.0,159621,0.32943115,2.1930158,455.45,6.6399536,0.11497241,6.2424383,1.0695336,,-277.5577
4814.801358061506,-4.8828126e-05,368.54233717918396,0.23161612,0.27024403,[-0.057  0.766 -2.215 -1.849 -1.149],7.2403135,20,57,-273.24307,1.7813948,0.9871629,1140,-30.269836,1.3093314,9.986759,-0.70035946,10.0,169257,0.20751345,1.8904133,481.8,2.6089478,0.20573148,8.761404,1.0282494,,-274.08456
4512.8670211520075,-1.5258789e-05,385.44189643859863,3.090365,0.26770955,[-0.048  0.764 -2.219 -1.848 -1.149],265.02704,20,58,-343.51422,48.369053,0.8352716,1160,-905.8262,8.484041,9.992792,-65.95947,10.0,178286,0.49176532,6.590988,451.45,87.52832,0.022446644,52094.723,1.8411918,,-359.30725
4492.897674386295,3.0517578e-05,402.417263507843,0.49096933,0.26859683,[-0.077  0.762 -2.268 -1.848 -1.151],16.625578,20,59,-274.65424,4.4949927,1.0387154,1180,-38.994385,2.135964,9.984009,-0.8959271,10.0,187279,0.54042196,4.6126857,449.65,9.791077,0.026492883,12.41509,1.0703436,,-281.1131
4695.882275711445,4.5776367e-05,419.81811904907227,0.24149776,0.26336446,[-0.061  0.76  -2.273 -1.845 -1.15 ],216.37166,20,60,-321.3382,1.0342633,0.99378586,1200,-943.1154,1.0291102,9.986761,-48.88831,10.0,196677,0.12311638,1.3534478,469.9,50.243164,0.6423325,47766.73,0.9535986,,-321.71838
4587.299237018975,6.1035157e-06,436.56241250038147,0.36208272,0.26263425,[-0.062  0.759 -2.273 -1.845 -1.156],11.045999,20,61,-274.7111,2.4756615,0.9756725,1220,-26.802063,1.5866631,9.983902,-1.5472015,10.0,205859,0.35503733,2.3227987,459.1,6.5476074,0.13331896,18.778612,1.0242132,,-277.88303
4914.286629906529,6.408691e-05,454.8233091831207,0.1273877,0.26263425,[-0.051  0.76  -2.283 -1.846 -1.156],1.3082217,20,62,-272.25818,1.0,1.0,1240,-3.6641846,1.0,9.986958,-0.19629513,10.0,215694,,1.0,491.75,0.7885742,1.0,1.8015105,0.9835,,-272.25818
4923.8644898397415,,472.4978516101837,0.12475517,0.2626739,[-0.051  0.76  -2.283 -1.846 -1.156],2.3552299,20,63,-272.45206,1.1501029,0.99829453,1260,-8.731445,1.0507915,9.993393,-0.27938265,10.0,225545,0.105062835,1.3081442,492.55,0.84277344,0.48728484,2.3689482,0.998168,,-272.63345
4758.800185442181,-9.155274e-06,489.69734048843384,0.21542646,0.26173806,[-0.046  0.761 -2.283 -1.846 -1.156],10.022439,20,64,-274.841,1.0644702,0.9866786,1280,-40.789185,1.0296179,9.986593,-2.563053,10.0,235069,0.0974626,1.3080702,476.2,3.7763672,0.6142605,78.85036,0.96252316,,-275.26044
4977.251181378395,-3.0517579e-06,508.2000069618225,0.06543385,0.26173806,[-0.044  0.757 -2.292 -1.847 -1.157],0.7794579,20,65,-272.1864,1.0,1.0,1300,-3.367859,1.0,9.995012,-0.12451245,10.0,245026,,1.0,497.85,0.31134033,1.0,0.63951,0.9957,,-272.1864
4929.754543949415,6.1035156e-05,525.8871331214905,0.1178254,0.26115763,[-0.044  0.757 -2.292 -1.847 -1.157],2.0571396,20,66,-272.34814,1.0925001,0.9908365,1320,-7.5459595,1.0371037,9.990923,-0.19962744,10.0,254890,0.09031906,1.2106417,493.2,0.789917,0.52505606,2.0480692,0.995927,,-272.46802
4948.776790965008,-3.967285e-05,543.8512723445892,0.10001483,0.26109698,[-0.04   0.757 -2.293 -1.847 -1.158],1.5120217,20,67,-272.2658,1.0653317,0.9731709,1340,-6.164612,1.0239612,9.993063,-0.16046564,10.0,264791,0.07621408,1.1240836,495.05,0.5588989,0.6560765,1.4485503,0.9960131,,-272.33362
4999.287452437884,3.3569337e-05,561.7463369369507,,0.26109698,[-0.038  0.757 -2.293 -1.847 -1.158],0.052517295,20,68,-272.06375,1.0,1.0,1360,-0.101867676,1.0,0.011978149,-0.0018523838,10.0,274791,,1.0,500.0,0.07574463,1.0,0.0029054205,1.0,1.0,-272.06375
4989.833192113683,-7.93457e-05,579.4886939525604,0.042388294,0.26109698,[-0.038  0.757 -2.293 -1.847 -1.158],0.29952565,20,69,-272.0314,1.0,1.0,1380,-1.2770386,1.0,9.995354,0.030490547,10.0,284773,,1.0,499.1,0.14575195,1.0,0.09443091,0.9982,,-272.0314
4994.875096916126,3.0517579e-06,597.3590114116669,0.028273163,0.26109698,[-0.038  0.757 -2.293 -1.847 -1.158],0.14478363,20,70,-272.00632,1.0,1.0,1400,-0.5675049,1.0,9.995533,0.055562593,10.0,294765,,1.0,499.6,0.10217285,1.0,0.02206186,0.9992,,-272.00632
4977.333089785096,-6.713867e-05,615.0079028606415,0.0654339,0.26109698,[-0.038  0.757 -2.293 -1.847 -1.158],0.80653685,20,71,-272.16693,1.0,1.0,1420,-3.4906006,1.0,9.995346,-0.10504546,10.0,304722,,1.0,497.85,0.29003906,1.0,0.68473,0.9957,,-272.16693
4995.802847864946,1.2207031e-05,632.7553715705872,0.024487538,0.26109698,[-0.038  0.757 -2.293 -1.847 -1.158],0.1370874,20,72,-272.01392,1.0,1.0,1440,-0.5333252,1.0,9.995247,0.047970153,10.0,314716,,1.0,499.7,0.12597656,1.0,0.019774094,0.9994,,-272.01392
4999.277113171718,-1.2207031e-05,650.8338778018951,,0.26109698,[-0.038  0.757 -2.293 -1.847 -1.158],0.07628627,20,73,-272.09518,1.0,1.0,1460,-0.1361084,1.0,0.016563416,-0.033307318,10.0,324716,,1.0,500.0,0.103393555,1.0,0.0061253123,1.0,1.0,-272.09518
4999.315071503843,3.0517578e-05,666.7049598693848,,0.26109698,[-0.038  0.757 -2.293 -1.847 -1.158],0.10155348,20,74,-272.10126,1.0,1.0,1480,-0.22558594,1.0,0.012494087,-0.039377805,10.0,334716,,1.0,500.0,0.110961914,1.0,0.01085529,1.0,1.0,-272.10126
4721.291750172947,-1.2207031e-05,681.3457310199738,0.23015606,0.2626648,[-0.038  0.757 -2.293 -1.847 -1.158],216.42458,20,75,-321.51978,1.033393,1.0068406,1500,-943.36786,1.0153427,9.990681,-49.305862,10.0,344163,0.07049643,1.2857045,472.35,49.9942,0.7321899,48792.18,0.95103145,,-321.66064
4999.326698940806,6.1035157e-06,697.5052111148834,,0.2626648,[-0.036  0.751 -2.296 -1.839 -1.156],0.060571715,20,76,-272.06775,1.0,1.0,1520,-0.15252686,1.0,0.015132904,-0.0058565014,10.0,354163,,1.0,500.0,0.072753906,1.0,0.003867112,1.0,1.0,-272.06775
4921.259503532967,-2.1362304e-05,712.7599885463715,0.12675916,0.26228672,[-0.036  0.751 -2.296 -1.839 -1.156],2.3488672,20,77,-272.37494,1.190862,0.9945645,1540,-7.2955933,1.0454742,9.992968,-0.17226565,10.0,364009,0.13701424,1.2458035,492.3,0.87823486,0.38568246,1.1414634,0.9970497,,-272.66983
4992.720520537594,-6.1035157e-06,728.4682350158691,0.034620184,0.26228672,[-0.031  0.751 -2.296 -1.839 -1.157],0.24944158,20,78,-272.05026,1.0,1.0,1560,-0.9890747,1.0,9.994909,0.011625774,10.0,373997,,1.0,499.4,0.15441895,1.0,0.06549969,0.9988,,-272.05026
4999.309007902629,-1.8310548e-05,744.1549160480499,,0.26228672,[-0.031  0.751 -2.296 -1.839 -1.157],0.060535487,20,79,-272.06015,1.0,1.0,1580,-0.21179199,1.0,0.013973236,0.0017336932,10.0,383997,,1.0,500.0,0.07867432,1.0,0.0038567008,1.0,1.0,-272.06015
4925.807524538655,6.1035157e-06,759.8134829998016,0.121174924,0.26062006,[-0.031  0.751 -2.296 -1.839 -1.157],4.8967032,20,80,-272.92004,1.0710511,1.0051602,1600,-21.342224,1.0224144,9.99519,-0.73927057,10.0,393851,0.08848161,1.5072525,492.7,1.2026978,0.7402487,13.940976,0.992878,,-273.09152
4999.277504228757,-1.8310548e-05,775.8184518814087,,0.26062006,[-0.034  0.754 -2.299 -1.843 -1.158],0.052013353,20,81,-272.07236,1.0,1.0,1620,-0.113342285,1.0,0.012465477,-0.010469816,10.0,403851,,1.0,500.0,0.07299805,1.0,0.002847158,1.0,1.0,-272.07236
4999.329388746203,9.155274e-06,791.2506821155548,,0.26062006,[-0.034  0.754 -2.299 -1.843 -1.158],0.10389601,20,82,-272.09723,1.0,1.0,1640,-0.28430176,1.0,0.014640808,-0.03533842,10.0,413851,,1.0,500.0,0.10217285,1.0,0.011364871,1.0,1.0,-272.09723
