TimeElapsed,MeanIW,MaxD2w0t,ReturnStepMaxmin,InitialReturnMax,InitialBound,MaxIW,StdIW,EmpiricalD2,EpThisIter,J_sample_variance,Bound,MinIW,ReturnMeanIW,EpisodesSoFar,InitialReturnMean,MeanEntropy,EntropyCoefficient,InitialReturnMin,EpRewMean,Iteration,MinD2w0t,Weights,ReturnStepMax,EpLenMean,TimestepsSoFar,StdD2w0t,MeanD2w0t,InitialReturnStd
1.8034539222717285,0.82691157,11.50322,7.0486956,118.047806,-847.0977,4.524291,0.7741506,2.7013247,100,372167.84,-751.4449,0.0015316363,-644.91437,100,2.5939942e-06,1.2666982,10.0,-55.75707,57.96556452200466,1,,[ 0.579 -0.554  0.227  0.402  0.   ],9.999997,6.8,680,0.24351794,0.024134044,39.1029
10.038947343826294,0.8626153,4.9787564,7.3602734,233.6916,-874.41693,2.666583,0.47497484,1.4906392,100,162477.22,-811.57806,0.097255215,-697.94763,200,-1.2969971e-06,1.2402041,10.0,-62.777634,66.0558023303174,2,,[ 0.714 -0.603  0.348 -0.045 -0.152],9.99999,7.61,1441,0.17048028,0.020028608,50.17818
17.52027654647827,0.8723942,6.9578447,7.094928,173.25073,-859.08307,5.7787523,0.76260144,1.9597782,100,402159.22,-799.6826,0.029576847,-700.7103,300,-1.2207031e-06,1.1819936,10.0,-56.61059,59.06292483558321,3,,[ 0.608 -0.384  0.248  0.154 -0.179],9.999988,6.91,2132,0.18449762,0.019910293,42.502415
24.09283685684204,0.8202082,38.34107,6.1283655,81.592476,-808.92896,3.5567086,0.5611299,4.3030715,100,182880.69,-707.564,0.035785753,-620.69165,400,3.8146972e-08,1.258886,10.0,-30.832964,41.77244271236703,4,,[ 0.36  -0.348  0.205  0.543 -0.237],9.9999895,5.18,2650,0.3530608,0.020306716,23.816126
31.95008611679077,0.9942922,1.0473806,7.188223,114.665565,-852.30963,1.3330207,0.095826216,1.0097754,100,5681.061,-847.3555,0.72981536,-789.1159,500,-6.8664554e-07,1.2430359,10.0,-59.074913,61.361863160979354,5,,[ 0.296 -0.521  0.117  0.25  -0.16 ],9.999971,7.14,3364,0.11936127,0.0143663585,36.63753
37.82429766654968,0.729715,23.301252,7.1449127,156.3469,-857.9932,6.646405,0.85466695,5.608069,100,410190.3,-700.2743,0.0005074543,-559.52075,600,-2.0599366e-06,1.2030919,10.0,-57.877525,60.264347693514395,6,,[ 0.259 -0.46  -0.08   0.224 -0.176],9.999994,7.03,4067,0.41009042,0.032491397,40.175056
46.60515737533569,0.8935255,7.8419805,8.344756,235.3108,-889.04126,5.604984,0.6663349,1.7496773,100,233701.33,-833.39014,0.061901312,-707.3529,700,-1.2512207e-05,1.1114379,10.0,-102.24626,111.62781593438565,7,,[ 0.209  0.031 -0.303 -0.634 -0.216],9.999999,12.17,5284,0.25472522,0.036506817,80.11645
54.99775290489197,0.82592046,5.092519,8.642726,371.7997,-897.352,5.1287518,0.5535162,1.4564922,100,181853.53,-794.91846,0.04485073,-656.5156,800,-4.8828124e-06,0.9986634,10.0,-123.15688,138.51541800870166,8,,[ 0.28   0.106 -0.418 -0.92  -0.307],9.999997,14.86,6770,0.25358874,0.04155539,101.73257
63.436423540115356,0.7729275,13.016613,8.779109,287.95767,-886.5426,5.5779486,0.40054786,2.3434129,100,98112.625,-742.74963,0.02943556,-607.18005,900,1.0681152e-05,0.9776926,10.0,-126.518875,155.30321366844944,9,,[ 0.384  0.052 -0.442 -0.911 -0.42 ],9.999997,16.54,8424,0.307032,0.047769535,113.26702
75.11626672744751,0.7802533,6.5426254,9.155202,351.93225,-854.8475,11.331452,0.589942,2.3996263,100,133456.53,-690.5422,0.06939547,-543.81244,1000,1.5258789e-06,0.9156609,10.0,-195.86998,229.76662104609838,10,,[ 0.25   0.05  -0.543 -1.09  -0.441],9.999999,23.99,10823,0.364269,0.075294994,125.05058
