EpThisIter,ReturnMeanIW,MinIW,TimestepsSoFar,MinD2w0t,EpLenMean,EpisodesSoFar,StdIW,MaxIW,EmpiricalD2,MaxD2w0t,InitialReturnMean,InitialReturnStd,EntropyCoefficient,MeanD2w0t,InitialBound,InitialReturnMax,TimeElapsed,ReturnStepMaxmin,Bound,J_sample_variance,EpRewMean,ReturnStepMax,StdD2w0t,InitialReturnMin,Iteration,Weights,MeanEntropy,MeanIW
100,-90.53373,0.022113694,189624,,287.48,2200,1.0026764,11.41493,5.2943506,13.156184,-5.1879884e-05,232.69096,10.0,1.75196,-263.967,153.54822,409.8052833080292,9.935961,-222.4736,31343.55,2865.588283322418,10.0,2.262024,-839.75464,22,[-0.021  0.503 -2.321 -2.418 -0.599],0.7720147,0.90176046
100,-57.71963,0.011997504,222595,,329.71,2300,0.9209393,9.395531,10.305093,33.687435,2.0141602e-05,231.90665,10.0,2.9937363,-242.49936,130.76276,458.8512005805969,9.952883,-193.71535,19579.578,3289.310197722612,10.0,4.0657105,-862.53937,23,[-0.022  0.524 -2.401 -2.407 -0.647],0.73285556,0.8588639
100,-79.844795,0.008370457,256893,,342.98,2400,0.6176682,8.253003,3.1675498,10.496009,2.8076172e-05,219.13689,10.0,1.1667359,-222.38426,110.18634,512.0141031742096,9.954475,-199.82387,46355.848,3421.965198006128,10.0,1.0879292,-873.14575,24,[-0.032  0.48  -2.436 -2.422 -0.686],0.70974624,0.9120106
100,-54.07124,0.06912031,298315,,414.22,2500,0.6910874,6.7588897,1.8274716,2.6505594,2.8686523e-05,198.4964,10.0,1.1678332,-182.51219,68.9964,571.0127167701721,9.976755,-173.04637,29566.818,4137.331778442842,10.0,0.5986107,-924.335,25,[-0.009  0.469 -2.493 -2.402 -0.709],0.6901723,1.0502161
100,-40.1362,0.008041212,338568,,402.53,2600,1.119389,14.5521555,3.0842965,3.987362,-6.225586e-05,192.41458,10.0,1.5890758,-194.85344,81.02698,630.0162541866302,9.979071,-164.32278,10256.761,4021.0351791811436,10.0,1.0321287,-872.9675,26,[-0.003  0.445 -2.536 -2.402 -0.729],0.6550444,1.0284195
100,-25.136204,0.18023483,384838,,462.7,2700,0.3863628,4.363207,1.2910109,1.4614694,-6.713867e-06,135.86139,10.0,1.0584724,-144.6129,29.976929,696.9964487552643,9.988459,-141.96341,15119.858,4624.258119117549,10.0,0.31403732,-963.3627,27,[-1.920e-03  4.507e-01 -2.638e+00 -2.386e+00 -7.639e-01],0.64111716,1.0562018
100,-22.693712,0.08316454,429793,,449.55,2800,0.45120957,4.263761,1.607659,2.1958656,-6.958008e-05,121.987686,10.0,1.1559123,-148.5855,33.868896,761.1192853450775,9.987095,-141.51291,10832.716,4492.518697862986,10.0,0.43153927,-949.48065,28,[ 0.003  0.437 -2.669 -2.374 -0.778],0.62573165,0.9326518
100,-2.7292414,0.29080775,478726,,489.33,2900,0.21847309,2.0387237,1.1176947,1.3996148,1.8920899e-05,24.753752,10.0,1.030286,-119.638435,4.403076,830.8557994365692,9.994921,-118.59186,271.5606,4891.962981408575,10.0,0.1617196,-213.00922,29,[ 0.011  0.455 -2.691 -2.374 -0.793],0.6215336,0.9864578
100,-0.57245326,0.7214988,528184,,494.58,3000,0.061275065,1.2216871,1.0101265,1.0276923,-4.1503907e-05,3.7564702,10.0,0.99372685,-116.13156,0.880188,898.4677255153656,9.9941635,-116.071655,9.601846,4944.269118626701,10.0,0.10412434,-28.46045,30,[ 0.018  0.445 -2.703 -2.368 -0.797],0.62181336,1.0098498
100,-30.006254,0.54997015,576097,,479.13,3100,0.12273876,1.6486326,1.0346228,1.0402836,5.6762696e-05,168.77916,10.0,0.97528815,-145.95358,30.762207,965.3705880641937,9.993092,-145.66174,28048.152,4789.56153607414,10.0,0.20380682,-962.58435,31,[ 0.02   0.447 -2.703 -2.368 -0.797],0.62249833,0.9928693
100,-22.492172,0.24957725,623868,,477.71,3200,0.30618718,5.452279,1.2821109,1.771025,1.953125e-05,146.36397,10.0,1.0773581,-143.53003,28.35962,1031.2246963977814,9.992586,-139.23338,16332.349,4775.246502563974,10.0,0.2556646,-945.11475,32,[ 0.021  0.443 -2.701 -2.353 -0.796],0.61376643,0.9736094
100,-21.076784,0.09170005,671631,,477.63,3300,0.27234727,2.0710073,1.3894576,2.679594,-5.4931643e-06,142.57692,10.0,1.1038823,-141.15182,25.880005,1095.0522980690002,9.993128,-137.64455,19553.605,4774.568741453806,10.0,0.31179503,-967.46844,33,[ 0.011  0.451 -2.743 -2.354 -0.805],0.61199623,0.9453068
100,-19.666525,0.113088,719524,,478.93,3400,0.37012157,3.020133,1.2545129,1.6490207,5.9204103e-05,132.54088,10.0,1.078021,-139.57762,24.269226,1164.9621469974518,9.993191,-136.61765,12983.049,4787.580984523458,10.0,0.24329925,-959.083,34,[ 0.026  0.447 -2.748 -2.35  -0.807],0.6078939,1.0359112
100,-7.4003243,0.28136358,769026,,495.02,3500,0.2946314,2.6835291,1.1679466,1.1730312,-6.1035156e-05,95.87268,10.0,1.0719379,-125.22114,9.772949,1238.8923029899597,9.995401,-124.06331,5489.9404,4948.966432089376,10.0,0.11803998,-953.92065,35,[ 0.019  0.461 -2.768 -2.343 -0.811],0.59619135,1.0053102
100,-17.451536,0.14028461,817438,,484.12,3600,0.57103086,11.9271345,1.5772487,5.4212203,6.7749024e-05,132.7528,10.0,1.1909873,-138.65079,23.122986,1307.4831275939941,9.994642,-134.7219,12515.094,4839.810966827665,10.0,0.41575438,-970.2204,36,[ 0.019  0.46  -2.763 -2.331 -0.823],0.593493,0.97302544
100,-13.382209,0.30510005,865258,,478.2,3700,0.32067323,2.4832377,1.2023896,1.4643552,-7.141113e-05,104.968956,10.0,1.045399,-131.88354,16.45465,1373.0608081817627,9.992294,-130.158,10790.017,4780.063031291239,10.0,0.2330614,-966.918,37,[ 2.103e-03  4.613e-01 -2.787e+00 -2.331e+00 -8.255e-01],0.58550394,1.019162
100,-21.132133,0.11049468,913150,,478.92,3800,0.2717058,1.843266,1.3291936,2.554946,4.333496e-05,139.32944,10.0,1.0768806,-139.53836,23.955261,1437.6936526298523,9.993822,-137.68973,19190.826,4787.621346333609,10.0,0.28326303,-969.399,38,[ 0.008  0.467 -2.819 -2.352 -0.833],0.582467,0.97376955
100,-23.00601,0.28600338,961356,,482.06,3900,0.27976066,2.8636518,1.1654276,1.3026142,5.4931643e-06,144.24304,10.0,1.0438653,-141.42957,25.755188,1502.488344669342,9.994869,-139.926,19064.434,4819.269442627451,10.0,0.20794,-967.5902,39,[ 0.02   0.464 -2.836 -2.353 -0.836],0.5724933,0.9850981
100,-0.36526373,0.5109937,1011103,,497.47,4000,0.08170803,1.2514338,1.0183072,1.0636866,3.3569337e-05,5.2688894,10.0,1.002675,-116.49734,0.6548462,1572.4719314575195,9.996437,-116.393,12.607735,4973.708403349877,10.0,0.07199175,-52.338745,40,[ 0.016  0.454 -2.851 -2.344 -0.846],0.57110095,0.9959854
100,-9.929834,0.91291386,1060604,,495.01,4100,0.026886078,1.1203194,1.0015777,1.0025517,3.3569337e-05,98.82527,10.0,0.9907989,-125.91787,10.060791,1635.7423944473267,9.99654,-125.90831,9807.875,4949.148117471112,10.0,0.09947975,-983.2985,41,[ 0.019  0.455 -2.851 -2.344 -0.848],0.570065,1.0001583
100,-16.469114,0.2905669,1109331,,487.27,4200,0.16763659,1.6191075,1.0532161,1.1082423,-1.0986329e-05,121.566086,10.0,1.002091,-134.40549,18.562256,1700.5427415370941,9.995863,-132.89775,12922.424,4871.589403202259,10.0,0.16289984,-974.78766,42,[ 0.018  0.455 -2.851 -2.344 -0.849],0.5653758,0.98864186
100,-13.247502,0.2172696,1158380,,490.49,4300,0.26785588,3.416389,1.1850682,1.5652255,-7.507324e-05,115.30461,10.0,1.0664608,-132.09099,16.170532,1763.687328338623,9.996393,-130.0841,10430.742,4903.913436587605,10.0,0.1654598,-967.1963,43,[ 0.018  0.462 -2.891 -2.346 -0.854],0.56297404,0.9540231
100,-33.584766,0.26133695,1205974,,475.94,4400,0.30555248,2.4932606,1.2552382,1.2736586,5.065918e-05,179.35918,10.0,1.0740747,-153.05391,37.247864,1828.5078582763672,9.993931,-151.24033,27517.016,4757.8602439190645,10.0,0.25298366,-956.11414,44,[ 0.009  0.472 -2.924 -2.363 -0.856],0.54840827,0.9659592
100,-19.692822,0.82685834,1254977,,490.03,4500,0.046657037,1.2118685,1.0055112,1.0119247,-1.0375977e-05,138.35872,10.0,0.9827583,-135.96385,19.870056,1894.4819691181183,9.996716,-135.9288,19170.63,4899.392139297119,10.0,0.14019023,-973.4882,45,[ 0.008  0.468 -2.936 -2.348 -0.871],0.54681903,0.99228513
100,-19.901676,0.8594951,1303882,,489.05,4600,0.03255923,1.1510472,1.002394,1.0028446,1.3427734e-05,139.0442,10.0,0.97928935,-136.17238,20.068298,1956.3760740756989,9.996372,-136.12769,19399.984,4889.5037523659075,10.0,0.14653684,-973.2785,46,[ 0.007  0.466 -2.936 -2.349 -0.872],0.5458252,1.0026736
100,-20.133896,0.39457345,1352453,,485.71,4700,0.125792,1.4196298,1.0424937,1.1759443,-7.995605e-05,139.05376,10.0,0.9886979,-136.79028,20.74823,2018.5286366939545,9.994991,-136.48608,19495.334,4855.780343455158,10.0,0.17110536,-972.60205,47,[ 0.008  0.465 -2.936 -2.346 -0.873],0.5442446,1.00671
100,-18.471771,0.4104994,1401170,,487.17,4800,0.22194114,2.1411276,1.099194,1.1214558,-5.065918e-05,136.95041,10.0,1.0226216,-136.23257,20.138916,2078.5846405029297,9.995861,-135.35678,16466.664,4870.584793387291,10.0,0.16850586,-963.23865,48,[ 0.013  0.463 -2.936 -2.345 -0.875],0.5351714,0.9912092
100,-9.82058,0.8497082,1450649,,494.79,4900,0.043574072,1.2131283,1.0031593,1.0034392,1.15966795e-05,97.83382,10.0,0.99116015,-126.17984,9.944763,2143.541538000107,9.996868,-126.14347,9590.4795,4947.0137994172055,10.0,0.10171172,-973.4324,49,[ 0.015  0.462 -2.952 -2.35  -0.884],0.5366173,0.99737936
100,-28.713198,0.28962427,1498467,,478.18,5000,0.25473613,2.1326172,1.1358141,1.3527809,1.7700195e-05,167.28224,10.0,1.0172479,-147.36517,31.256348,2206.248233795166,9.994709,-145.74927,25950.088,4780.427302947151,10.0,0.22264108,-962.1051,50,[ 0.015  0.461 -2.952 -2.347 -0.882],0.52734405,1.0199201
100,-19.502163,0.63055766,1547470,,490.03,5100,0.112347566,1.4213126,1.0221537,1.0253552,-3.173828e-05,138.36061,10.0,0.9911377,-136.17052,19.864014,2273.3033690452576,9.99691,-136.0176,18811.338,4899.427988180289,10.0,0.14152266,-973.5019,51,[ 0.021  0.459 -2.972 -2.344 -0.892],0.52929693,0.98505384
100,-9.224245,0.35917783,1596695,,492.25,5200,0.19461107,1.7950615,1.0755342,1.1271241,-2.3193359e-05,98.04011,10.0,1.0208257,-126.96565,10.702576,2341.7083463668823,9.9963665,-126.09589,7581.9346,4921.497683787774,10.0,0.13005023,-972.67944,52,[ 0.02   0.455 -2.959 -2.333 -0.89 ],0.5225222,1.0314115
100,-22.532661,0.17988056,1645169,,484.74,5300,0.37670708,3.5823503,1.3086063,1.3612348,1.953125e-05,154.17259,10.0,1.1163387,-143.28032,26.966125,2412.0415000915527,9.995901,-140.82304,18379.148,4846.299233702753,10.0,0.21789072,-966.39014,53,[ 0.023  0.457 -2.988 -2.342 -0.896],0.5063427,0.9852238
100,-0.18857236,0.65881824,1695023,,498.54,5400,0.058601182,1.1637529,1.0082692,1.0258152,2.4414062e-06,2.209346,10.0,1.0008785,-116.86253,0.31939697,2483.8750138282776,9.997427,-116.817535,2.3604398,4984.640768921569,10.0,0.05429554,-21.972046,54,[ 0.021  0.462 -3.    -2.342 -0.913],0.5075055,0.99236983
100,-8.885942,0.61887115,1744527,,495.04,5500,0.098839596,1.4400747,1.0174954,1.0297897,-6.1035155e-07,95.87944,10.0,0.9990478,-126.2601,9.716675,2544.353266477585,9.997362,-125.61003,7847.6113,4949.634962290932,10.0,0.100141816,-953.9882,55,[ 0.023  0.462 -3.    -2.342 -0.911],0.5072602,1.0213046
100,-0.04645748,0.9632411,1794527,1.0000007,500.0,5600,0.013548862,1.0428711,1.0003581,1.0003599,7.324219e-05,0.062466342,10.0,1.0001656,-116.643456,0.091308594,2615.927349090576,0.013999939,-116.64026,0.0039556487,4999.326221502618,10.0,0.00010430484,-0.1765747,56,[ 0.022  0.465 -3.032 -2.35  -0.912],0.50781345,1.0014095
100,-9.965964,0.873266,1844028,,495.01,5700,0.036672655,1.1352897,1.0027189,1.002747,-1.7700195e-05,98.82694,10.0,0.9913791,-126.573265,10.045776,2678.9457306861877,9.997332,-126.55728,9833.424,4949.322064382008,10.0,0.09954006,-983.31537,57,[ 0.022  0.465 -3.032 -2.35  -0.911],0.5095019,1.0012977
100,-0.05730487,0.99248743,1894028,1.0,500.0,5800,0.0019917486,1.007333,1.0,1.0000001,-4.4555665e-05,0.08385745,10.0,1.0,-116.632034,0.11114502,2743.353016614914,0.01762867,-116.63182,0.0071100965,4999.307453389766,10.0,2.71839e-09,-0.25793457,58,[ 0.022  0.465 -3.032 -2.35  -0.909],0.5095263,1.000062
100,-0.05739334,0.9382003,1944028,1.0000017,500.0,5900,0.019014722,1.0615908,1.0008355,1.0008389,-8.789063e-05,0.07534039,10.0,1.0004122,-116.63175,0.089416504,2809.3407707214355,0.017180443,-116.627396,0.0057632127,4999.31491835452,10.0,0.00024132173,-0.25054932,59,[ 0.022  0.465 -3.032 -2.35  -0.909],0.51048243,0.9978223
100,-29.50193,0.74893343,1992532,,485.04,6000,0.07732571,1.3734751,1.0102378,1.0219045,-4.8217775e-05,168.87363,10.0,0.9753851,-146.25056,29.78656,2872.5810272693634,9.996536,-146.15521,28451.646,4849.450300057227,10.0,0.17133407,-963.5719,60,[ 0.022  0.465 -3.032 -2.35  -0.908],0.5092587,0.9972992
100,-1.4508684,0.21707422,2042147,,496.15,6100,0.24049729,2.0056815,1.1355903,1.4382973,2.8686523e-05,31.001251,10.0,1.054013,-119.72816,3.2121582,2937.745632648468,9.997253,-118.61968,199.9449,4960.705851857122,10.0,0.111970484,-308.45746,61,[ 0.022  0.46  -3.032 -2.343 -0.91 ],0.50391006,1.0190008
100,-19.62933,0.8749269,2091151,,490.04,6200,0.037693176,1.1546415,1.0026659,1.0036024,-8.728027e-05,137.65988,10.0,0.9814547,-136.30945,19.766052,3006.205918073654,9.996965,-136.27184,19045.547,4899.5436179051885,10.0,0.1399238,-963.6203,62,[ 0.031  0.457 -3.045 -2.336 -0.915],0.504578,0.9991119
100,-9.725627,0.8932775,2140654,,495.03,6300,0.032671727,1.1898255,1.0021677,1.0044019,4.5166016e-05,96.85125,10.0,0.9911222,-126.39909,9.834595,3069.939274072647,9.99728,-126.3637,9380.37,4949.514843226122,10.0,0.09931258,-963.65735,63,[ 0.031  0.455 -3.045 -2.332 -0.914],0.50445795,1.00167
100,-32.952293,0.21088086,2188702,,480.48,6400,0.28180167,2.6230383,1.1928511,1.3590144,-9.82666e-05,179.82094,10.0,1.0557103,-152.75812,36.263794,3138.405215740204,9.996149,-150.80661,29073.73,4803.764015850484,10.0,0.22176647,-957.1054,64,[ 0.03   0.454 -3.049 -2.33  -0.914],0.49763778,0.9915328
100,-3.9276228,0.32675076,2238062,,493.6,6500,0.25837585,2.282418,1.1253506,1.2378966,-7.446289e-05,71.52873,10.0,1.0503355,-124.19905,7.5909424,3221.8250634670258,9.996954,-121.53151,1223.1704,4935.133838442706,10.0,0.12663409,-711.03076,65,[ 0.024  0.463 -3.077 -2.32  -0.921],0.49129114,0.9968609
100,-19.180954,0.59617484,2287066,,490.04,6600,0.13341258,1.610525,1.0351341,1.0420966,1.8310548e-05,137.66115,10.0,0.997617,-136.43478,19.755188,3304.231010913849,9.997103,-136.18192,18190.592,4899.574852980368,10.0,0.14259961,-963.62805,66,[ 0.025  0.447 -3.094 -2.311 -0.928],0.48820442,1.0051684
100,-9.71756,0.7649461,2336568,,495.02,6700,0.06653155,1.2707992,1.0098194,1.0106179,-6.713867e-06,97.837776,10.0,0.994956,-126.65043,9.911926,3375.8907237052917,9.9977,-126.58418,9386.172,4949.509819062669,10.0,0.099835336,-973.4734,67,[ 0.024  0.447 -3.101 -2.321 -0.931],0.48632684,1.0073922
100,-34.213516,0.21091884,2384574,,480.06,6800,0.4710643,4.8188844,1.3632681,1.4142952,-7.6293945e-05,193.6692,10.0,1.1324084,-156.2972,39.60614,3452.487620830536,9.996368,-153.14195,28948.977,4799.61789713282,10.0,0.25458455,-953.75854,68,[ 0.023  0.446 -3.098 -2.315 -0.933],0.47385684,1.0501828
100,-9.954351,0.85170954,2434075,,495.01,6900,0.03766505,1.1335685,1.0027219,1.0027602,,98.82941,10.0,0.99138063,-126.90169,10.026611,3517.554862499237,9.997601,-126.88563,9833.376,4949.385501596628,10.0,0.09954021,-983.33984,69,[ 0.023  0.432 -3.078 -2.281 -0.945],0.47550607,0.99540263
100,-28.811665,0.5409188,2482579,,485.04,7000,0.1772969,1.7938262,1.0642575,1.0833449,-6.713867e-06,168.87495,10.0,1.0018907,-146.60728,29.78656,3585.068843603134,9.996815,-146.19441,27172.62,4849.509883192879,10.0,0.17696789,-963.57874,70,[ 0.023  0.432 -3.078 -2.281 -0.943],0.46777776,1.0148218
100,-0.058510814,0.9362781,2532579,1.0000014,500.0,7100,0.017720116,1.0756706,1.0007166,1.0007207,2.746582e-05,0.06706718,10.0,1.0003461,-117.05037,0.08709717,3666.842854499817,0.016101837,-117.04596,0.00457155,4999.382811752544,10.0,0.00020725069,-0.22192383,71,[ 0.021  0.43  -3.078 -2.282 -0.951],0.4686649,1.0015485
100,-9.956885,0.8910111,2582080,,495.01,7200,0.03539004,1.1466615,1.0024817,1.0025073,4.1503907e-05,98.829185,10.0,0.991262,-126.95552,10.037537,3746.0315492153168,9.997597,-126.93958,9834.428,4949.389092054108,10.0,0.09952759,-983.3377,72,[ 0.021  0.43  -3.078 -2.282 -0.95 ],0.47021884,1.0027063
100,-0.060081236,0.9919436,2632080,1.0000001,500.0,7300,0.002444466,1.010832,1.0000595,1.0000596,2.1362304e-05,0.07349538,10.0,1.0000049,-117.02766,0.09112549,3819.711572408676,0.01876831,-117.02721,0.005458197,4999.409377009052,10.0,3.0327668e-05,-0.27386475,73,[ 0.021  0.43  -3.078 -2.282 -0.949],0.47029966,0.99984217
100,-8.892137,0.6139647,2681582,,495.02,7400,0.13503079,1.5466987,1.0356723,1.0399566,-3.2958986e-05,97.837296,10.0,1.0079192,-126.83131,9.920471,3917.8678402900696,9.997715,-126.12821,7854.3193,4949.511157086873,10.0,0.101620406,-973.4686,74,[ 0.021  0.43  -3.078 -2.282 -0.949],0.46605915,1.0091859
100,-0.058154326,0.9256058,2731582,1.0000013,500.0,7500,0.01811556,1.077745,1.0006565,1.0006588,-3.967285e-05,0.066893294,10.0,1.0003197,-117.06724,0.09100342,4017.4910304546356,0.016025543,-117.06328,0.00452222,4999.400188009216,10.0,0.00018976581,-0.23510742,75,[ 0.022  0.431 -3.109 -2.289 -0.953],0.46686122,0.99964696
100,-9.962147,0.9336937,2781083,,495.01,7600,0.01957124,1.0666984,1.0007664,1.0010955,1.15966795e-05,98.83092,10.0,0.9903887,-126.96515,10.011536,4113.939120531082,9.997774,-126.95932,9862.362,4949.426569089912,10.0,0.09943846,-983.355,76,[ 0.022  0.431 -3.109 -2.289 -0.952],0.46770495,0.99921924
100,-0.06013883,0.9518116,2831083,1.0000007,500.0,7700,0.012690502,1.0522339,1.000358,1.0003597,-2.1972657e-05,0.062881984,10.0,1.0001656,-117.05274,0.092285156,4214.953996181488,0.014084816,-117.04941,0.0040004104,4999.419377611647,10.0,0.000104277344,-0.17108154,77,[ 0.022  0.431 -3.109 -2.289 -0.951],0.46826708,0.99842286
100,-19.756107,0.9072772,2880086,,490.03,7800,0.03427719,1.2067704,1.0026046,1.0063806,-4.9438477e-05,138.36275,10.0,0.98135656,-136.76593,19.84497,4309.865045070648,9.997307,-136.7495,19293.398,4899.521581076452,10.0,0.13998218,-973.51697,78,[ 0.022  0.431 -3.109 -2.289 -0.951],0.4693235,1.0023266
