MeanIW,StdD2w0t,EpisodesSoFar,J_sample_variance,TimeElapsed,ReturnStepMax,EpRewMean,MaxIW,ReturnStepMaxmin,InitialReturnStd,EpThisIter,ReturnMeanIW,TimestepsSoFar,EmpiricalD2,Bound,Weights,InitialBound,Iteration,MinD2w0t,EpLenMean,InitialReturnMax,MeanEntropy,InitialReturnMin,MeanD2w0t,InitialReturnMean,MaxD2w0t,MinIW,StdIW
0.94502336,0.54807186,2100,62943.324,237.09676313400269,9.9030485,1052.4947500522183,4.8077,9.806097,140.18216,100,-320.2583,100801,1.6780401,-454.85553,[-0.842  1.142 -1.897 -2.142 -0.653],-474.37842,21,,106.28,305.1377,0.7357882,-629.70593,0.27801284,2.5024414e-05,3.8204265,0.06626746,0.6568793
0.8113319,0.6212638,2200,151549.88,250.0601511001587,9.892865,950.7037967511876,8.732158,9.78573,150.07098,100,-294.90918,110411,2.5746949,-435.0443,[-0.887  1.19  -1.894 -2.12  -0.683],-510.1719,22,,96.1,229.36316,0.6960736,-591.18524,0.2867667,-1.586914e-05,4.4656224,0.016295115,1.0201248
0.59834963,1.9342937,2300,191585.12,266.1608695983887,9.906572,1092.6938782858895,13.827622,9.813145,119.90979,100,-179.75574,121441,19.58552,-353.22122,[-0.881  1.236 -1.972 -2.095 -0.723],-455.57993,23,,110.3,217.75836,0.65960735,-618.47943,0.56252944,6.1035157e-06,32.738388,0.0017091046,1.0375143
0.63844687,1.6546724,2400,213164.95,285.2018315792084,9.902081,1039.8159828571154,9.242814,9.804161,91.30573,100,-208.85179,131942,16.709253,-383.6706,[-0.942  1.194 -1.971 -2.098 -0.759],-467.01035,24,,105.01,217.13574,0.6084639,-311.81818,0.51573443,3.5705565e-05,34.194332,0.0004193777,1.1023355
0.6800402,2.4456155,2500,147178.36,302.5923058986664,9.889174,915.7367115302908,39.942356,9.778349,114.543564,100,-255.11949,141202,30.155441,-441.7738,[-0.984  1.141 -1.922 -2.032 -0.81 ],-516.3585,25,,92.6,279.16724,0.61064893,-575.40405,0.5177105,4.272461e-05,45.38126,0.0040817703,0.89958864
0.60197186,2.7761416,2600,98739.68,318.5652747154236,9.881949,860.3217737081378,68.42698,9.763899,97.96595,100,-180.66507,149908,34.414425,-386.98718,[-1.026  1.074 -1.892 -1.991 -0.808],-531.5992,26,,87.06,202.0462,0.5681152,-250.04196,0.56014633,3.0212403e-05,65.08052,0.0021547729,1.1559685
0.65395874,1.437335,2700,181523.61,336.3606970310211,9.8933735,952.3351421203813,8.913998,9.786747,99.14013,100,-245.63536,159534,15.210414,-417.73782,[-0.93   1.08  -1.903 -2.032 -0.851],-498.3145,27,,96.26,269.6729,0.6086952,-594.05804,0.43536547,3.601074e-05,24.654186,0.005446675,0.8894011
0.816055,0.5807991,2800,109363.625,351.7010509967804,9.880131,845.4423399433621,3.050555,9.760262,150.55757,100,-365.46066,168091,2.0376546,-511.33905,[-0.971  1.039 -1.905 -1.979 -0.81 ],-550.68134,28,,85.57,370.43127,0.60985017,-540.7618,0.25006992,-7.3242186e-06,6.1303296,0.046900567,0.5743551
0.6136076,1.8962102,2900,81793.9,367.7602035999298,9.877939,831.7223381409376,20.29535,9.755878,88.51352,100,-204.11475,176511,19.151722,-410.667,[-1.005  1.048 -1.919 -2.092 -0.809],-541.3561,29,,84.2,212.25671,0.5476804,-239.82428,0.50102013,6.1035155e-07,42.88649,0.0011232283,0.90247446
0.7818916,1.5483296,3000,142814.98,385.89692211151123,9.895398,971.2322626172189,11.668446,9.790796,84.98818,100,-251.37231,186326,16.38756,-425.412,[-0.949  1.085 -1.945 -2.054 -0.871],-490.69223,30,,98.15,267.964,0.5695109,-148.39075,0.45676538,1.3122559e-05,31.820717,0.012698299,1.0839047
0.92901725,0.6034118,3100,118118.805,405.00466537475586,9.905185,1074.0179563260053,6.113781,9.8103695,90.1313,100,-296.90118,197169,2.8177304,-432.43875,[-0.907  1.129 -1.954 -2.025 -0.849],-455.89987,31,,108.43,199.78906,0.5537073,-217.05359,0.30006018,2.4414062e-06,4.6443505,0.059669405,0.9006609
0.52126026,2.3979726,3200,39248.504,424.67111706733704,9.905023,1070.830789556583,9.049093,9.810045,109.79084,100,-130.24193,207980,26.970615,-309.18524,[-0.871  1.138 -1.96  -1.964 -0.865],-463.17514,32,,108.11,271.02045,0.5222121,-621.0744,0.5928106,-1.3122559e-05,66.94547,0.00048090945,0.6410386
0.72181064,1.072527,3300,68554.11,444.497198343277,9.908029,1105.2389606643112,5.251999,9.816057,150.10036,100,-233.00156,219135,4.6209083,-398.01047,[-0.786  1.133 -1.972 -2.001 -0.897],-458.80585,33,,111.55,262.86023,0.5506089,-645.6064,0.48952082,-4.272461e-06,10.541403,0.0645968,0.6511175
0.95592654,0.5654759,3400,56709.477,465.6912968158722,9.913275,1175.4152328378827,4.729555,9.82655,144.61816,100,-294.69763,230992,1.7311387,-427.24335,[-0.804  1.201 -1.978 -1.958 -0.868],-439.28976,34,,118.57,264.9803,0.5148295,-665.90546,0.3084033,1.586914e-05,2.8001943,0.047850348,0.651303
0.514447,2.4772973,3500,39950.902,488.13109588623047,9.92216,1312.2032199974178,10.291138,9.84432,93.49443,100,-109.654335,244217,28.281103,-275.18094,[-0.775  1.18  -1.964 -1.977 -0.904],-392.45178,35,,132.25,219.86603,0.49138996,-203.91785,0.7056786,-8.666992e-05,40.0789,0.00152782,0.6496183
0.62075686,2.313458,3600,48174.207,508.9655611515045,9.910142,1130.7458486142627,10.801151,9.820284,113.12793,100,-137.76958,255627,24.303625,-315.75336,[-0.816  1.125 -1.95  -1.954 -0.928],-444.57333,36,,114.1,254.4978,0.45319536,-660.1355,0.6340152,-8.850098e-05,49.722885,0.0074204127,0.96413827
0.8896389,0.5763779,3700,48902.203,530.351676940918,9.914479,1188.6450740231955,4.352668,9.8289585,104.027,100,-256.94617,267616,1.8073429,-390.48584,[-0.737  1.114 -1.938 -1.987 -0.966],-424.37103,37,,119.89,241.11682,0.41201693,-661.01874,0.3160675,-6.713867e-06,2.9539618,0.11537145,0.6561063
0.6682426,3.1940584,3800,100290.695,552.6781733036041,9.91837,1244.852879301687,32.550148,9.8367405,117.877304,100,-160.21829,280167,32.84411,-343.70554,[-0.753  1.163 -1.964 -2.05  -1.007],-416.84393,38,,125.51,277.00018,0.3623879,-669.24713,0.84339464,-1.5258789e-05,94.343666,0.0008175219,1.0675752
0.8339937,0.99905974,3900,44722.676,575.8298637866974,9.924476,1344.5651243471711,5.2200627,9.848951,112.81959,100,-211.2104,293715,2.9860427,-364.07175,[-0.68   1.15  -1.973 -2.05  -1.057],-388.86295,39,,135.48,233.11115,0.36048648,-717.7068,0.5270612,-3.3569337e-05,10.489459,0.06422196,0.6677741
0.7564714,1.422325,4000,150524.16,599.3245949745178,9.924314,1343.1536749741354,15.105369,9.848627,133.20111,100,-185.89978,307249,11.945207,-338.60272,[-0.711  1.218 -1.962 -2.014 -1.058],-391.8404,40,,135.34,233.57404,0.39260352,-714.69806,0.5796563,-7.324219e-05,20.729786,0.008518375,1.2362739
0.63595635,1.4128848,4100,146578.62,621.6141502857208,9.921186,1289.2560541840962,12.292526,9.842373,114.86213,100,-144.72276,320244,14.158924,-291.63452,[-0.735  1.177 -1.953 -2.01  -1.026],-400.7192,41,,129.95,213.5343,0.40803286,-705.25916,0.5003523,2.5024414e-05,21.802681,0.004412192,1.1550198
0.8624665,0.8434777,4200,55791.477,645.1312861442566,9.924919,1357.1306452140998,8.996452,9.849838,91.87917,100,-219.65906,333918,2.992983,-364.87378,[-0.686  1.19  -1.949 -2.026 -1.011],-379.94336,42,,136.74,209.56287,0.4153795,-416.28217,0.4651311,5.6762696e-05,9.378321,0.039297752,0.7503581
0.7141991,2.2847586,4300,69015.1,668.7002530097961,9.925341,1365.7238280433637,18.170334,9.850681,87.957855,100,-133.95534,347678,24.364346,-291.9062,[-0.726  1.233 -1.974 -1.98  -1.004],-379.08765,43,,137.6,227.87134,0.42748988,-170.92981,0.6787946,1.3427734e-05,47.645576,0.00098977,1.4943354
0.665736,1.539465,4400,106087.09,692.9567708969116,9.926324,1385.8108192191012,9.2828245,9.852648,130.25528,100,-162.36906,361639,14.243603,-309.89795,[-0.663  1.23  -1.971 -2.008 -0.991],-380.38144,44,,139.61,232.5094,0.44946733,-726.4318,0.57361317,-9.033203e-05,26.8693,0.0058794757,0.9274771
0.8814824,2.1823938,4500,157036.28,717.7531344890594,9.929811,1455.111547700248,29.444218,9.859621,89.18769,100,-169.6066,376293,23.281855,-321.63458,[-0.714  1.224 -1.966 -1.998 -0.969],-360.7763,45,,146.54,224.48297,0.43312317,-185.3327,0.6852497,-6.408691e-05,39.219563,0.003725511,1.5606403
0.74905545,1.2968031,4600,159653.08,743.3684365749359,9.932212,1509.4933027224015,14.079456,9.864424,114.204605,100,-166.41109,391491,10.262884,-309.7447,[-0.653  1.232 -1.956 -1.989 -0.986],-349.62137,46,,151.98,188.4281,0.40063468,-747.8063,0.58505344,-1.586914e-05,19.242056,0.0048011625,1.3228719
0.6320258,2.6728215,4700,52202.41,767.6527347564697,9.927301,1402.0291931455838,12.296633,9.854603,123.80948,100,-130.50243,405614,25.083612,-303.90375,[-0.705  1.237 -1.98  -1.97  -1.018],-374.5469,47,,141.23,225.36554,0.35204375,-722.38855,0.8881069,2.532959e-05,60.458595,0.00032281468,0.8613848
0.7168846,2.6886573,4800,85519.09,791.0791668891907,9.923139,1323.1488567526976,11.18794,9.846277,85.56183,100,-156.45166,418948,30.28691,-328.43457,[-0.746  1.206 -1.983 -1.981 -1.067],-385.94528,48,,133.34,200.13782,0.3379809,-195.78326,0.7732778,-4.0283205e-05,48.335045,0.0011435708,0.99909514
0.63035804,2.34735,4900,68917.15,814.2741146087646,9.925533,1366.6435823171123,20.488506,9.851067,105.752945,100,-126.93866,432717,23.638681,-294.24127,[-0.71   1.249 -1.997 -1.969 -1.081],-377.55548,49,,137.69,199.5758,0.29944643,-709.12665,0.7653738,-3.7841797e-05,39.94909,0.0016710457,0.9262365
0.608171,2.4263363,5000,37591.01,840.0109505653381,9.934052,1549.7067588631219,13.311531,9.868105,69.02702,100,-102.51707,448317,20.202278,-268.1425,[-0.666  1.268 -2.029 -1.953 -1.119],-332.99878,50,,156.0,202.34113,0.24800669,-152.33301,0.9296613,-2.746582e-05,68.47763,0.0002817117,0.9311514
0.9525231,0.49581328,5100,43709.04,864.7275183200836,9.931353,1479.2692919543476,3.8546405,9.862705,132.23665,100,-226.18738,463212,1.4370784,-349.30524,[-0.698  1.241 -2.04  -1.956 -1.171],-358.47354,51,,148.95,218.17224,0.25588915,-748.92975,0.3211021,4.8217775e-05,1.5840791,0.10582718,0.54629564
0.61222893,3.2981086,5200,31848.527,888.2678124904633,9.927635,1403.6642675647877,17.674843,9.85527,66.9245,100,-103.842,477351,35.790726,-279.6567,[-0.716  1.244 -2.036 -1.941 -1.163],-361.61642,52,,141.39,184.97528,0.21357857,-130.20673,0.92538327,-3.540039e-05,61.238823,0.00056524354,0.8276355
0.70701,2.6919045,5300,46999.207,914.5922009944916,9.936095,1591.7562081918838,14.426612,9.87219,78.80212,100,-114.22299,493371,28.658892,-267.59128,[-0.668  1.257 -2.033 -1.952 -1.205],-328.2637,53,,160.2,187.79431,0.23880944,-176.56677,0.844447,3.2958986e-05,45.53303,0.00502391,0.9395148
0.82359594,0.944756,5400,52843.402,940.9223070144653,9.935673,1585.1313525790404,6.909969,9.8713455,137.46674,100,-161.1139,509325,4.0995793,-303.23117,[-0.624  1.265 -2.037 -1.954 -1.18 ],-337.39114,54,,159.54,168.35352,0.23350996,-760.3727,0.56550276,7.93457e-06,10.914252,0.026283642,0.99048233
0.5315573,2.4351187,5500,16020.747,967.3475277423859,9.936089,1592.3521143477244,8.714173,9.872177,64.58871,100,-71.4681,525351,23.432653,-224.49857,[-0.586  1.228 -2.076 -1.989 -1.185],-322.33884,55,,160.26,167.23273,0.21764258,-123.60693,0.829762,4.272461e-06,48.09076,0.006337501,0.65325654
0.8658067,0.6963782,5600,49226.45,993.6365828514099,9.936249,1592.7745954442091,4.6945443,9.872498,133.69232,100,-181.48172,541381,2.0788033,-314.97296,[-0.637  1.238 -2.082 -1.96  -1.201],-338.66736,56,,160.3,192.90778,0.1826165,-759.28375,0.45817447,1.8920899e-05,3.5892992,0.055421684,0.7273317
0.61958104,2.9699578,5700,34254.98,1020.2741937637329,9.937263,1616.6858218325197,18.199709,9.874525,73.036674,100,-79.99084,557650,31.062004,-233.42038,[-0.653  1.249 -2.084 -1.932 -1.236],-319.78198,57,,162.69,145.54187,0.16877793,-154.26147,0.8798381,-9.70459e-05,61.97954,0.0034074394,0.94414866
0.80175626,1.278845,5800,35606.83,1047.8975405693054,9.939192,1671.0679333646854,5.626644,9.878384,134.08018,100,-143.95741,574463,4.6783853,-294.91132,[-0.602  1.242 -2.088 -1.958 -1.25 ],-323.3753,58,,168.13,184.13013,0.11271424,-784.90796,0.7515808,-3.4179688e-05,12.753189,0.00046019652,0.85679084
0.7135326,3.3048992,5900,45582.848,1076.5308372974396,9.942117,1755.0719441213403,13.749556,9.884233,65.50343,100,-89.12529,592116,35.201454,-239.53648,[-0.601  1.274 -2.105 -1.951 -1.306],-294.70584,59,,176.53,162.95496,0.09293479,-125.65918,1.0031053,3.967285e-05,57.00992,0.00041019605,0.9780337
0.7571894,1.8660084,6000,56679.016,1105.114019870758,9.942188,1761.4487079363566,18.512543,9.884377,68.29994,100,-121.45969,609833,15.998562,-265.143,[-0.557  1.276 -2.099 -1.948 -1.326],-295.57343,60,,177.17,170.0882,0.122635216,-134.49487,0.7966311,1.7089844e-05,31.84537,0.005311542,1.0680647
0.8405234,1.6791502,6100,85406.37,1133.8542907238007,9.942996,1780.6809688671333,13.122223,9.885992,71.87237,100,-124.89038,627742,14.002898,-266.8977,[-0.589  1.273 -2.1   -1.942 -1.296],-293.85095,61,,179.09,149.51178,0.1327667,-139.46277,0.7597658,1.0986329e-05,22.504475,0.010790281,1.4597753
0.6893254,3.1798766,6200,51103.71,1154.2931208610535,9.942915,1786.9316404575445,33.69353,9.88583,155.31462,100,-105.91117,645714,31.991138,-252.22134,[-0.547  1.26  -2.048 -1.888 -1.286],-306.44098,62,,179.72,166.06927,0.14269607,-802.2556,0.98250014,-4.8217775e-05,63.471252,0.0021838935,0.94603854
0.7537723,2.5051382,6300,48369.91,1169.821700334549,9.947379,1945.3982785155636,23.41127,9.894758,136.5035,100,-102.56865,665271,16.85244,-252.66702,[-0.509  1.271 -2.061 -1.918 -1.276],-284.73285,63,,195.57,164.97711,0.09133041,-684.67145,1.1448736,-1.8920899e-05,56.514446,0.0011779885,1.1431186
0.7258803,1.585896,6400,57611.953,1185.7271525859833,9.94977,2015.5126693971172,12.448003,9.89954,177.41548,100,-117.39971,685528,9.537113,-260.37408,[-0.482  1.284 -2.091 -1.924 -1.328],-283.90366,64,,202.57,167.72827,0.09222372,-825.59454,0.8991303,-4.6386718e-05,18.671741,0.005801808,0.86189073
0.97261995,0.54820716,6500,15220.483,1201.2513782978058,9.948016,1956.3649737860233,4.0249066,9.896032,106.79134,100,-144.09863,705194,1.2373582,-268.20102,[-0.495  1.245 -2.086 -1.94  -1.327],-274.9179,65,,196.66,154.77539,0.11309391,-834.3837,0.4392676,-5.7983398e-05,1.5718906,0.33134943,0.4253783
0.6689432,3.6557927,6600,31316.008,1215.9726297855377,9.945909,1882.4515457114126,10.981097,9.891817,104.81826,100,-74.93994,724121,37.114487,-221.83812,[-0.491  1.244 -2.085 -1.947 -1.306],-282.44592,66,,189.27,149.99762,0.11487232,-806.7434,1.1168381,-2.4414062e-06,61.51003,0.0075622154,0.8767241
0.6878897,3.766547,6700,5581.713,1232.830134153366,9.953158,2183.2099039061127,12.153709,9.906317,59.087574,100,-41.925552,746056,37.030937,-181.21382,[-0.451  1.249 -2.084 -1.953 -1.304],-237.89749,67,,219.35,111.359375,0.10718212,-137.482,1.2529347,-2.3193359e-05,54.681393,0.0017014896,0.8314725
0.8894311,2.296607,6800,19527.877,1265.6299753189087,9.955794,2299.1742013627368,13.055601,9.911589,50.523426,100,-71.587364,769150,17.035591,-213.32043,[-0.41   1.246 -2.077 -1.954 -1.312],-225.44806,68,,230.94,108.59454,0.088682644,-108.51691,1.1740882,-6.713867e-06,36.01384,0.0017227468,1.1725078
0.7481869,1.4353429,6900,21391.87,1303.2213101387024,9.958982,2457.060703453167,11.398686,9.917965,125.65024,100,-63.866962,793822,7.3967657,-201.84406,[-0.401  1.311 -2.106 -1.983 -1.33 ],-225.88272,69,,246.72,108.72601,0.08922639,-884.64264,1.0261984,8.911133e-05,17.231882,0.012225358,0.8311213
0.8693612,0.90083474,7000,11617.758,1343.2014229297638,9.96114,2586.589204298622,12.3670635,9.922279,102.71422,100,-59.541077,819789,2.3442767,-192.58612,[-0.389  1.344 -2.116 -1.963 -1.33 ],-210.0121,70,,259.67,92.61755,0.061215863,-890.77277,0.8511262,-2.6855469e-05,4.5242987,0.012385018,0.98655057
0.8384039,1.8574011,7100,21125.752,1385.7809300422668,9.963167,2782.189653602527,27.158657,9.926334,118.570595,100,-51.96053,847714,11.928553,-185.16273,[-0.393  1.365 -2.137 -1.946 -1.358],-198.26086,71,,279.25,80.59827,0.03465632,-902.7493,1.241579,-3.6621093e-06,32.336636,0.0034615246,1.1217629
0.7590183,5.295443,7200,12749.51,1428.319522857666,9.963397,2769.598182816179,20.316109,9.926794,83.08968,100,-34.365047,875512,46.156425,-165.4874,[-0.364  1.347 -2.148 -1.959 -1.384],-191.10785,72,,277.98,73.42456,0.028228672,-737.9992,1.7872372,7.93457e-06,89.24143,0.00037322356,0.7618252
1.0392251,0.58629674,7300,22198.084,1475.0206844806671,9.966909,3038.8764786846027,12.77285,9.933819,142.92302,100,-64.37435,906002,2.1259768,-186.5795,[-0.331  1.35  -2.158 -1.966 -1.391],-191.41504,73,,304.9,73.372986,0.035044998,-919.9944,0.69519675,-6.164551e-05,2.5599794,0.08184799,0.9520946
0.79044956,4.891215,7400,21618.676,1522.8644032478333,9.969786,3141.4407543806014,23.514439,9.939571,163.62407,100,-38.744846,937512,35.39978,-170.28061,[-0.319  1.354 -2.18  -1.97  -1.384],-195.27618,74,,315.1,76.92316,0.029704666,-906.47406,1.9892247,-4.9438477e-05,139.57213,0.0045858496,0.92487043
0.8330148,5.5442996,7500,19934.746,1574.9398517608643,9.972611,3432.024401081911,11.822191,9.945223,136.45949,100,-30.104153,971927,43.339767,-156.22711,[-0.287  1.341 -2.202 -1.992 -1.389],-170.8939,75,,344.15,52.235046,0.030625647,-941.15125,2.1283147,4.0283205e-05,99.5487,0.0009037232,0.81187856
0.8608475,0.6898804,7600,16000.088,1629.2158272266388,9.974707,3574.285122383578,6.42852,9.949413,157.12344,100,-36.497246,1007761,2.0639765,-163.1968,[-0.257  1.338 -2.207 -1.993 -1.388],-173.21301,76,,358.34,54.324585,0.017775971,-939.06586,1.0016364,-2.8686523e-05,4.167049,0.021328006,0.58451915
0.8638614,5.516216,7700,163.60289,1686.4303932189941,9.976534,3818.953257153696,21.693703,9.953068,21.476576,100,-4.7736573,1046041,39.69915,-129.9064,[-0.246  1.312 -2.229 -1.996 -1.401],-141.3003,77,,382.8,22.202637,0.008240861,-70.510254,2.3285258,4.9438477e-05,82.31371,0.0026554975,0.7984324
0.8898066,5.3326774,7800,14658.557,1746.0649707317352,9.978934,3971.4496551218494,19.156517,9.957869,125.53788,100,-20.659008,1085840,35.506676,-145.65433,[-0.219  1.312 -2.23  -1.999 -1.411],-152.49297,78,,397.99,33.117493,-0.001289841,-950.277,2.4248085,3.967285e-05,91.94803,0.0009634769,0.9326047
1.0019013,3.5144725,7900,19.016865,1811.8083093166351,9.984828,4393.741909257965,24.156815,9.969656,11.828341,100,-0.9810971,1129845,19.860325,-123.85806,[-0.194  1.316 -2.262 -2.018 -1.42 ],-128.74857,79,,440.05,8.725647,-0.00031852722,-43.033203,1.9422771,-1.953125e-05,52.58825,0.002758242,0.83350307
1.0244421,2.1061702,8000,9869.407,1879.4127178192139,9.990053,4642.986684110093,13.010578,9.980106,98.6778,100,-10.391996,1176322,9.976658,-132.74855,[-0.172  1.317 -2.265 -2.019 -1.419],-134.41461,80,,464.77,13.805664,0.0006227493,-979.57556,1.588551,-4.699707e-05,32.015797,0.004655497,0.65631384
1.0069127,0.34678212,8100,5461.5513,1945.8512079715729,9.991701,4615.480591043622,2.8537898,9.983402,147.1817,100,-14.954327,1222516,1.4088964,-139.18677,[-0.153  1.318 -2.265 -2.02  -1.418],-152.89966,81,,461.94,32.104126,-0.0063976287,-821.46045,1.107944,-4.699707e-05,1.7860241,0.12360953,0.3968793
