InitialReturnMin,MaxD2w0t,InitialReturnStd,InitialReturnMean,EpThisIter,ReturnStepMax,StdD2w0t,J_sample_variance,EpRewMean,MinD2w0t,InitialReturnMax,StdIW,TimestepsSoFar,MaxIW,EpLenMean,Bound,EpisodesSoFar,InitialBound,TimeElapsed,ReturnMeanIW,MeanEntropy,MeanIW,Iteration,ReturnStepMaxmin,EmpiricalD2,MinIW,MeanD2w0t,Weights
-17.514038,1.1735699,1.8645946,-3.0517578e-05,100,9.998895,0.06450822,0.9204289,4979.9286063552445,,0.31744385,0.094464354,2867318,1.3457153,498.06,-121.83568,8200,-121.91225,3327.8247632980347,-0.14001846,0.20087859,1.000364,82,9.997789,1.0271845,0.4362279,1.0040225,[-0.031  0.751 -2.596 -1.952 -1.218]
-0.34558105,1.0,0.071418054,-6.652832e-05,100,0.019800186,,0.005151777,4999.52069089973,1.0,0.078430176,,2917318,1.0,500.0,-0.29208598,8300,-0.29208598,3399.76246714592,-0.051177558,0.20087859,1.0,83,0.019080162,1.0,1.0,1.0,[-0.027  0.751 -2.596 -1.952 -1.218]
-0.14971924,1.0,0.0584754,7.324219e-05,100,0.017234802,,0.0034532156,4999.5144637922085,1.0,0.08862305,,2967318,1.0,500.0,-0.26899445,8400,-0.26899445,3471.2116346359253,-0.059299003,0.20087859,1.0,84,0.016503334,1.0,1.0,1.0,[-0.027  0.751 -2.596 -1.952 -1.218]
-0.19299316,1.0,0.06492619,-1.4038086e-05,100,0.015120506,,0.004257506,4999.514583898701,1.0,0.085510254,,3017318,1.0,500.0,-0.23671189,8500,-0.23671189,3542.5350127220154,-0.05274102,0.20087859,1.0,85,0.014392853,1.0,1.0,1.0,[-0.027  0.751 -2.596 -1.952 -1.218]
-3.5284424,1.0,0.35960123,-3.90625e-05,100,9.999103,0.028622704,0.13061738,4995.328049656361,,0.107910156,,3067277,1.0,499.59,-121.721634,8600,-121.721634,3613.879743337631,-0.06277168,0.20087859,1.0,86,9.998205,1.0,1.0,0.99918,[-0.027  0.751 -2.596 -1.952 -1.218]
-0.6036377,1.0,0.08882097,-0.00010131836,100,9.999076,0.012647289,0.00796868,4998.619664763595,,0.08581543,,3117269,1.0,499.92,-121.69679,8700,-121.69679,3685.0180099010468,-0.038255222,0.20087859,1.0,87,9.998152,1.0,1.0,0.99984,[-0.027  0.751 -2.596 -1.952 -1.218]
-5.432434,1.0,0.55034614,-6.1035157e-06,100,9.999029,0.03374601,0.30594417,4993.696228907055,,0.14660645,,3167212,1.0,499.43,-121.75704,8800,-121.75704,3756.6445598602295,-0.099074416,0.20087859,1.0,88,9.998058,1.0,1.0,0.99886,[-0.027  0.751 -2.596 -1.952 -1.218]
-983.3479,1.0115998,98.83071,-3.112793e-05,100,9.998912,0.10367038,9587.328,4945.6425934236395,,10.04303,0.06434884,3216675,1.2036688,494.63,-131.55168,8900,-131.6301,3827.325253725052,-9.828953,0.19791643,0.9953198,89,9.997824,1.0105023,0.73053026,0.9945386,[-0.027  0.751 -2.596 -1.952 -1.218]
-0.31610107,1.0,0.06701393,6.1035155e-07,100,0.018104553,,0.0045369766,4999.522862808509,1.0,0.08001709,,3266675,1.0,500.0,-0.2750821,9000,-0.2750821,3899.479449748993,-0.0548044,0.19791643,1.0,90,0.017385483,1.0,1.0,1.0,[-0.027  0.748 -2.597 -1.948 -1.221]
-983.3707,1.0074352,98.83249,-5.3710937e-05,100,9.999112,0.09955605,9757.163,4949.5372724440085,,10.011169,0.03863318,3316176,1.1925721,495.01,-131.59355,9100,-131.62962,3969.906034708023,-9.915141,0.19702128,1.0004479,91,9.998224,1.0031675,0.8373286,0.991521,[-0.027  0.748 -2.597 -1.948 -1.221]
-10.732361,1.0545347,1.080589,-6.652832e-05,100,9.999056,0.044300605,0.40198278,4989.809550376036,,0.19885254,0.061918918,3366080,1.1508777,499.04,-121.781784,9200,-121.810196,4042.654527425766,-0.10709642,0.19657394,0.99372053,92,9.998112,1.0107543,0.554506,1.0013664,[-0.028  0.745 -2.597 -1.944 -1.222]
-0.26757812,1.0,0.06273588,4.272461e-05,100,0.016264915,,0.0039760526,4999.512368528482,1.0,0.08325195,,3416080,1.0,500.0,-0.25414002,9300,-0.25414002,4114.4896540641785,-0.056245133,0.19657394,1.0,93,0.015530586,1.0,1.0,1.0,[-0.025  0.745 -2.597 -1.944 -1.222]
-0.17785645,1.0,0.05962489,-2.6245118e-05,100,0.017757416,,0.0035910627,4999.506403405393,1.0,0.08892822,,3466080,1.0,500.0,-0.2724883,9400,-0.2724883,4185.937131643295,-0.05643423,0.19657394,1.0,94,0.017012596,1.0,1.0,1.0,[-0.025  0.745 -2.597 -1.944 -1.222]
-983.3692,1.009326,98.832344,-2.0751953e-05,100,9.999079,0.09967779,9664.678,4949.521503823704,,10.014526,0.05678293,3515581,1.2085232,495.01,-131.56169,9500,-131.6274,4256.786627292633,-9.866254,0.19535343,1.0016075,95,9.9981575,1.0052243,0.814065,0.9926569,[-0.025  0.745 -2.597 -1.944 -1.222]
-4.6453857,1.0,0.47035497,4.2114258e-05,100,9.999084,0.032231163,0.22347713,4994.2235912333645,,0.13244629,,3565529,1.0,499.48,-121.74058,9600,-121.74058,4329.652143001556,-0.081941955,0.19535343,1.0,96,9.998169,1.0,1.0,0.99896,[-0.026  0.741 -2.597 -1.938 -1.224]
-983.36993,1.0146179,98.83242,-3.7841797e-05,100,9.99908,0.100026585,9524.608,4949.524678244971,,10.014954,0.07175766,3615030,1.2476456,495.01,-131.53384,9700,-131.6268,4400.245916366577,-9.794264,0.19458976,1.0098796,97,9.998159,1.0110592,0.68776256,0.9957216,[-0.026  0.741 -2.597 -1.938 -1.224]
-9.591064,1.0565784,0.96832377,3.90625e-05,100,9.998889,0.04395871,0.2713546,4989.824542108446,,0.18939209,0.058374695,3664935,1.1846282,499.05,-121.74159,9800,-121.77334,4473.021719455719,-0.06964633,0.19458324,1.0034605,98,9.997778,1.008821,0.52043825,1.0009379,[-0.026  0.734 -2.598 -1.928 -1.224]
-983.3708,0.99999976,98.832504,1.2207031e-06,100,9.999067,0.09939573,9866.519,4949.517814520047,,10.015686,1.7984987e-05,3714436,1.0001011,495.01,-131.6238,9900,-131.62451,4544.144967317581,-9.966073,0.19458324,1.0000017,99,9.998135,0.99988204,0.9999747,0.9900005,[-0.023  0.734 -2.598 -1.928 -1.224]
-955.50024,3.4039977,185.8926,3.0517579e-06,100,9.998463,0.30512875,27569.902,4801.645107972123,,37.89032,0.6596493,3762461,15.802687,480.25,-155.44608,10000,-159.42764,4594.231817007065,-31.631033,0.18345805,1.0619541,100,9.996925,1.5249352,0.16194564,1.1650242,[-0.023  0.734 -2.598 -1.928 -1.224]
-963.66833,1.260789,137.66692,6.958008e-05,100,9.99895,0.1614561,14984.741,4899.765866412377,,19.735779,0.26781195,3811465,2.412257,490.04,-140.09079,10100,-141.33377,4631.7009608745575,-17.40833,0.17266175,0.9744876,101,9.9979,1.1839257,0.24017237,1.0674857,[-0.032  0.718 -2.616 -1.929 -1.235]
-982.7885,1.4829494,98.82527,4.5776367e-05,100,9.998118,0.14620136,9888.124,4905.360535355816,,10.60376,0.15814397,3860529,1.6534564,490.64,-131.82173,10200,-132.10094,4702.9211320877075,-10.079197,0.17272925,0.9812628,102,9.996237,1.0930455,0.25043574,1.0054073,[-0.034  0.706 -2.612 -1.909 -1.246]
-973.4284,1.1436387,97.83459,2.746582e-05,100,9.998547,0.11860078,6412.31,4941.859240537868,,9.972595,0.26197726,3909956,2.4487882,494.27,-130.45401,10300,-131.52765,4773.760280609131,-8.069855,0.163867,1.0047108,103,9.997093,1.1245552,0.36076066,1.0493398,[-0.029  0.705 -2.612 -1.909 -1.246]
-62.467102,1.5892483,6.3595266,1.2207031e-06,100,9.9983635,0.10757169,2.9609227,4958.765827158394,,0.87597656,0.16659954,3959553,1.4832969,495.97,-121.95361,10400,-122.398994,4845.1099734306335,-0.16892913,0.16302127,0.9802766,104,9.996727,1.1084623,0.18094194,1.0211886,[-0.03   0.712 -2.636 -1.924 -1.255]
-0.2121582,1.0,0.06072823,-5.6152345e-05,100,0.01773262,,0.0037255338,4999.560370963342,1.0,0.07543945,,4009553,1.0,500.0,-0.2696733,10500,-0.2696733,4915.83452129364,-0.053920902,0.16302127,1.0,105,0.017102242,1.0,1.0,1.0,[-0.024  0.713 -2.636 -1.925 -1.256]
-0.15032959,1.0,0.050183814,-2.3193359e-05,100,0.019171715,,0.0025441318,4999.564512648275,1.0,0.07678223,,4059553,1.0,500.0,-0.28584847,10600,-0.28584847,4988.65090918541,-0.052586656,0.16302127,1.0,106,0.018548012,1.0,1.0,1.0,[-0.024  0.713 -2.636 -1.925 -1.256]
-973.5002,1.0225135,97.84046,-1.586914e-05,100,9.9992,0.100431785,9139.91,4949.6803330952525,,9.913086,0.09338657,4109055,1.4137781,495.02,-131.38159,10700,-131.52888,5059.533571004868,-9.5962105,0.16246381,0.9972253,107,9.9984,1.0192662,0.66880125,0.99974704,[-0.024  0.713 -2.636 -1.925 -1.256]
-983.3833,1.0006391,98.83375,-3.6621095e-05,100,9.999188,0.09943059,9851.766,4949.5758733456805,,10.001465,0.017967666,4158556,1.0782418,495.01,-131.6217,10800,-131.62555,5131.057673692703,-9.958167,0.16321108,1.0016481,108,9.998377,1.0006003,0.94466627,0.9903123,[-0.024  0.706 -2.63  -1.912 -1.256]
-983.2671,1.0306756,98.825294,0.00010437012,100,9.9987955,0.11099873,9762.422,4937.382225869418,,10.125427,0.059943143,4207937,1.3060892,493.81,-131.64084,10900,-131.69778,5199.653259038925,-9.953517,0.16210945,0.9921734,109,9.997591,1.008408,0.6537692,0.99095625,[-0.024  0.706 -2.63  -1.912 -1.256]
-0.15789795,1.0,0.05599412,9.155274e-06,100,0.01698494,,0.0031667345,4999.5639195328495,1.0,0.08001709,,4257937,1.0,500.0,-0.2605538,11000,-0.2605538,5271.625251054764,-0.053898428,0.16210945,1.0,110,0.016361237,1.0,1.0,1.0,[-0.022  0.702 -2.632 -1.907 -1.257]
-22.686523,1.1339507,2.2807016,,100,9.999148,0.056549437,1.0005002,4984.6543999614,,0.30480957,0.09511077,4307789,1.2424214,498.52,-121.83676,11100,-121.923904,5342.302286863327,-0.13575691,0.16162114,0.99308705,111,9.998297,1.0255368,0.36461377,1.005026,[-0.022  0.702 -2.632 -1.907 -1.257]
-0.1986084,1.0,0.06018743,-3.173828e-05,100,0.016116142,,0.003658672,4999.550927909506,1.0,0.08215332,,4357789,1.0,500.0,-0.24682532,11200,-0.24682532,5413.689101457596,-0.050740574,0.16162114,1.0,112,0.015460968,1.0,1.0,1.0,[-0.019  0.702 -2.632 -1.907 -1.257]
-0.328125,1.0,0.063919865,-0.00010253906,100,9.999163,0.0077456525,0.0041277334,4999.158609237782,,0.08001709,,4407786,1.0,499.97,-121.697266,11300,-121.697266,5488.0177347660065,-0.03767336,0.16162114,1.0,113,9.998325,1.0,1.0,0.99994,[-0.019  0.702 -2.632 -1.907 -1.257]
-0.21911621,1.0,0.062091067,-3.0517579e-06,100,0.016295433,,0.0038925896,4999.546495517356,1.0,0.085998535,,4457786,1.0,500.0,-0.25858086,11400,-0.25858086,5562.732476949692,-0.060314674,0.16162114,1.0,114,0.01563549,1.0,1.0,1.0,[-0.019  0.702 -2.632 -1.907 -1.257]
-973.5038,1.083668,97.84083,-6.7749024e-05,100,9.9991865,0.103023246,7824.3345,4949.67393548045,,9.905701,0.1631772,4507288,1.7044615,495.02,-130.86504,11500,-131.52348,5621.840238332748,-8.872323,0.15935911,0.992278,115,9.998373,1.0516342,0.5306395,1.0155689,[-0.019  0.702 -2.632 -1.907 -1.257]
-983.30914,1.0238823,98.828415,5.1879884e-05,100,9.998975,0.10656892,9542.237,4942.769900390678,,10.081665,0.07834023,4556722,1.2636708,494.34,-131.57602,11600,-131.6758,5661.296039104462,-9.83794,0.15666528,1.0001986,116,9.99795,1.013712,0.64669776,0.9952288,[-0.02   0.707 -2.67  -1.92  -1.26 ]
-973.45154,1.0109465,139.06451,-1.7089844e-05,100,9.998982,0.1404045,19292.46,4899.582796139486,,19.939636,0.06414255,4605724,1.2703785,490.02,-141.46297,11700,-141.53432,5734.716413259506,-19.75279,0.15650694,0.995122,117,9.997965,1.0071295,0.77935857,0.9837179,[-0.019  0.702 -2.671 -1.913 -1.262]
-0.20568848,1.0,0.05971981,3.4179688e-05,100,0.016960144,,0.0036037103,4999.562234062111,1.0,0.0826416,,4655724,1.0,500.0,-0.2675672,11800,-0.2675672,5808.27987742424,-0.061213493,0.15650694,1.0,118,0.016331673,1.0,1.0,1.0,[-0.019  0.696 -2.671 -1.905 -1.262]
-0.18511963,1.0,0.060393598,6.713867e-06,100,0.017995834,,0.0036845794,4999.5618393125305,1.0,0.07550049,,4705724,1.0,500.0,-0.27122074,11900,-0.27122074,5879.222902536392,-0.052265823,0.15650694,1.0,119,0.01736927,1.0,1.0,1.0,[-0.019  0.696 -2.671 -1.905 -1.262]
-983.3859,1.0,98.834015,-2.1972657e-05,100,9.999192,0.09939992,9866.829,4949.577515711774,,10.001526,2.9729276e-07,4755225,1.0000014,495.01,-131.62332,12000,-131.62332,5915.879066705704,-9.963378,0.15650694,1.0,120,9.998384,1.0,0.9999987,0.99002,[-0.019  0.696 -2.671 -1.905 -1.262]
-0.34576416,1.0,0.072598785,-2.2583008e-05,100,0.01772976,,0.005322953,4999.566194519537,1.0,0.08050537,,4805225,1.0,500.0,-0.27377737,12100,-0.27377737,5951.349506855011,-0.05805978,0.15650694,1.0,121,0.017110825,1.0,1.0,1.0,[-0.019  0.696 -2.671 -1.905 -1.262]
-0.9388428,1.0,0.108193755,1.8310546e-06,100,9.999201,0.013415252,0.011824714,4998.573415886139,,0.087646484,,4855216,1.0,499.91,-121.70277,12200,-121.70277,5987.084141254425,-0.042707793,0.15650694,1.0,122,9.998402,1.0,1.0,0.99982,[-0.019  0.696 -2.671 -1.905 -1.262]
-0.1496582,1.0,0.049340345,-4.4555665e-05,100,0.015275955,,0.0024592043,4999.602698926127,1.0,0.06829834,,4905216,1.0,500.0,-0.2364172,12300,-0.2364172,6022.457283496857,-0.050554994,0.15650694,1.0,123,0.014732361,1.0,1.0,1.0,[-0.019  0.696 -2.671 -1.905 -1.262]
-983.33795,1.0039983,98.83029,7.385254e-05,100,9.99901,0.104494184,9830.355,4944.289020774172,,10.052551,0.03148025,4954665,1.1263871,494.49,-131.63893,12400,-131.65091,6058.127388954163,-9.969626,0.15559068,1.0060325,124,9.99802,1.0019039,0.86991084,0.9898897,[-0.019  0.696 -2.671 -1.905 -1.262]
-973.50134,1.1085446,97.84058,-1.2207031e-05,100,9.999174,0.10620123,7776.8276,4949.669274455907,,9.909973,0.18680117,5004167,1.8483956,495.02,-130.99608,12500,-131.52646,6094.905911207199,-8.850226,0.14686415,0.98845446,125,9.998348,1.083551,0.44981396,1.0308478,[-0.019  0.695 -2.672 -1.906 -1.263]
-983.389,1.0136977,98.83433,-1.4648437e-05,100,9.999226,0.099893786,9575.081,4949.593927526018,,9.9973755,0.06751089,5053668,1.3432634,495.01,-131.54211,12600,-131.624,6130.513954162598,-9.815497,0.14618248,1.0009413,126,9.998451,1.0087807,0.79508495,0.9945875,[-0.02   0.693 -2.672 -1.906 -1.272]
-983.3862,1.0093353,98.83406,-1.15966795e-05,100,9.99924,0.09955965,9769.841,4949.6014967118645,,10.000244,0.03609198,5103169,1.249348,495.01,-131.5989,12700,-131.62833,6167.185264587402,-9.91847,0.1451578,1.0013481,127,9.99848,1.0032941,0.8699783,0.99154156,[-0.021  0.687 -2.673 -1.898 -1.273]
-983.3917,1.0365255,98.8346,-3.6621093e-06,100,9.999262,0.10091617,9275.438,4949.612446590847,,9.9973755,0.10514615,5152670,1.4250367,495.01,-131.4725,12800,-131.62529,6229.03876376152,-9.661328,0.14042494,1.0085667,128,9.998524,1.0253146,0.66702765,1.0024396,[-0.021  0.684 -2.673 -1.894 -1.274]
-22.143494,1.1531436,2.2262716,-3.7231446e-05,100,9.999231,0.0561142,0.9662413,4984.893387326088,,0.29736328,0.08758155,5202524,1.2656796,498.54,-121.834984,12900,-121.91884,6299.61031627655,-0.13344632,0.1403343,1.0012478,129,9.998463,1.0245916,0.40673462,1.0049876,[-0.022  0.682 -2.673 -1.895 -1.279]
-0.13720703,1.0,0.048067093,0.00010437012,100,0.017975807,,0.0023339,4999.611052441072,1.0,0.06488037,,5252524,1.0,500.0,-0.27063075,13000,-0.27063075,6370.937767744064,-0.0519195,0.1403343,1.0,130,0.017454147,1.0,1.0,1.0,[-0.018  0.682 -2.673 -1.895 -1.279]
-0.21911621,1.0,0.06839345,-1.0986329e-05,100,0.018219948,,0.0047249445,4999.569832914845,1.0,0.09295654,,5302524,1.0,500.0,-0.28791285,13100,-0.28791285,6441.884423017502,-0.066231154,0.1403343,1.0,131,0.017607689,1.0,1.0,1.0,[-0.018  0.682 -2.673 -1.895 -1.279]
-983.3855,1.0071855,98.83398,-3.0517579e-06,100,9.999243,0.09967635,9712.074,4949.602711008917,,10.002686,0.053573217,5352025,1.2428695,495.01,-131.59007,13200,-131.62938,6513.811054229736,-9.890571,0.1395255,0.9968647,132,9.998486,1.0050628,0.82267094,0.99265873,[-0.018  0.682 -2.673 -1.895 -1.279]
-0.20202637,1.0,0.05974479,1.3427734e-05,100,0.017850876,,0.0036054314,4999.588264535699,1.0,0.0713501,,5402025,1.0,500.0,-0.2712029,13300,-0.2712029,6560.5166738033295,-0.054011676,0.1395255,1.0,133,0.017280579,1.0,1.0,1.0,[-0.019  0.678 -2.673 -1.889 -1.279]
-963.713,1.2415764,96.85681,-2.5634765e-05,100,9.999201,0.11707575,3707.1252,4949.78400936837,,9.811096,0.30860627,5451528,2.8267589,495.03,-128.7886,13400,-131.42824,6597.006288766861,-6.1180186,0.13240384,0.9782881,134,9.998402,1.1602607,0.22793333,1.0683771,[-0.019  0.678 -2.673 -1.889 -1.279]
-0.25109863,1.0,0.05734637,-1.586914e-05,100,0.017382622,,0.0033205426,4999.615638783371,1.0,0.07373047,,5501528,1.0,500.0,-0.26891533,13500,-0.26891533,6634.103546380997,-0.057421368,0.13240384,1.0,135,0.016866684,1.0,1.0,1.0,[-0.017  0.686 -2.739 -1.908 -1.287]
-7.366028,1.0570596,0.75692856,-4.4555665e-05,100,9.999056,0.043183647,0.13746737,4990.204604072125,,0.16143799,0.05717147,5551436,1.1171945,499.08,-121.733986,13600,-121.765015,6670.562769412994,-0.06199086,0.13197672,1.000327,136,9.998112,1.0070828,0.4571286,1.0004787,[-0.017  0.686 -2.739 -1.908 -1.287]
-973.5563,1.0183954,138.36844,-1.7089844e-05,100,9.999067,0.14072134,18940.336,4899.719821694941,,19.833252,0.08501757,5600439,1.6045035,490.03,-141.32013,13700,-141.43904,6706.005085945129,-19.575508,0.13288766,0.99692,137,9.998135,1.0121242,0.7694421,0.98623216,[-0.014  0.686 -2.739 -1.908 -1.287]
-963.7197,1.0445366,96.857506,0.00012207031,100,9.999264,0.101724565,8407.529,4949.8127437374405,,9.809326,0.12905395,5649942,1.6082921,495.03,-131.12833,13800,-131.4364,6748.4934339523315,-9.208654,0.1289491,1.0150808,138,9.998528,1.0380844,0.62339854,1.0093604,[-0.015  0.679 -2.738 -1.898 -1.286]
-0.17028809,1.0,0.058670253,2.1972657e-05,100,0.019753456,,0.0034767278,4999.601666164552,1.0,0.076171875,,5699942,1.0,500.0,-0.29926828,13900,-0.29926828,6820.480497121811,-0.058928426,0.1289491,1.0,139,0.019203186,1.0,1.0,1.0,[-0.015  0.676 -2.754 -1.887 -1.29 ]
-973.511,1.0023792,97.84154,-7.8125e-05,100,9.999268,0.099386774,9584.488,4949.715847655396,,9.9021,0.032227505,5749444,1.1357642,495.02,-131.49402,14000,-131.52669,6890.78760266304,-9.8225355,0.12944107,0.9995778,140,9.998535,1.0016743,0.8938241,0.99087626,[-0.015  0.676 -2.754 -1.887 -1.29 ]
-0.16137695,1.0,0.051923707,8.544922e-06,100,0.016647339,,0.0027230894,4999.612550248891,1.0,0.06842041,,5799444,1.0,500.0,-0.25400838,14100,-0.25400838,6962.079496860504,-0.05146059,0.12944107,1.0,141,0.016125679,1.0,1.0,1.0,[-0.015  0.674 -2.753 -1.883 -1.289]
-0.18267822,1.0,0.057541203,-6.1035157e-06,100,0.018015862,,0.0033444322,4999.6145987943255,1.0,0.06549072,,5849444,1.0,500.0,-0.27568784,14200,-0.27568784,7033.793230056763,-0.056489255,0.12944107,1.0,142,0.017494202,1.0,1.0,1.0,[-0.015  0.674 -2.753 -1.883 -1.289]
-983.38837,1.0,98.83427,2.2583008e-05,100,9.999283,0.0993983,9866.882,4949.622404832717,,10.00531,,5898945,1.0,495.01,-131.63095,14300,-131.63095,7101.25706911087,-9.96989,0.12944107,1.0,143,9.998566,1.0,1.0,0.99002,[-0.015  0.674 -2.753 -1.883 -1.289]
-0.22766113,1.0,0.055555288,1.15966795e-05,100,0.016479492,,0.0031179006,4999.610176773028,1.0,0.064819336,,5948945,1.0,500.0,-0.257081,14400,-0.257081,7137.482020616531,-0.05657539,0.12944107,1.0,144,0.015955925,1.0,1.0,1.0,[-0.015  0.674 -2.753 -1.883 -1.289]
-0.22979736,1.0,0.05372055,-5.126953e-05,100,0.01708126,,0.002915638,4999.618912486888,1.0,0.06585693,,5998945,1.0,500.0,-0.26273108,14500,-0.26273108,7173.903084039688,-0.054903753,0.12944107,1.0,145,0.01656723,1.0,1.0,1.0,[-0.015  0.674 -2.753 -1.883 -1.289]
-0.14642334,1.0,0.049406473,2.380371e-05,100,0.019246101,,0.0024652062,4999.618910290707,1.0,0.06964111,,6048945,1.0,500.0,-0.2881634,14600,-0.2881634,7212.311548471451,-0.053996515,0.12944107,1.0,146,0.018735886,1.0,1.0,1.0,[-0.015  0.674 -2.753 -1.883 -1.289]
-0.21191406,1.0,0.058127403,3.173828e-05,100,0.01984787,,0.0034126712,4999.605154847282,1.0,0.070129395,,6098945,1.0,500.0,-0.30026698,14700,-0.30026698,7248.078264713287,-0.058778398,0.12944107,1.0,147,0.019312859,1.0,1.0,1.0,[-0.015  0.674 -2.753 -1.883 -1.289]
-0.15338135,1.0,0.062225062,9.765625e-06,100,0.019226074,,0.0039112316,4999.613724949431,1.0,0.078186035,,6148945,1.0,500.0,-0.2957411,14800,-0.2957411,7284.329307556152,-0.061817892,0.12944107,1.0,148,0.018707275,1.0,1.0,1.0,[-0.015  0.674 -2.753 -1.883 -1.289]
-0.16656494,1.0,0.05107535,1.4648437e-05,100,0.016667366,,0.0026348394,4999.606353059828,1.0,0.067871094,,6198945,1.0,500.0,-0.25623015,14900,-0.25623015,7319.992143154144,-0.05343868,0.12944107,1.0,149,0.016123772,1.0,1.0,1.0,[-0.015  0.674 -2.753 -1.883 -1.289]
-0.11553955,1.0,0.048647773,4.2114258e-05,100,0.016414642,,0.002390831,4999.609333299202,1.0,0.06719971,,6248945,1.0,500.0,-0.25453067,15000,-0.25453067,7371.617427110672,-0.05481409,0.12944107,1.0,150,0.015881538,1.0,1.0,1.0,[-0.015  0.674 -2.753 -1.883 -1.289]
-0.17004395,1.0,0.050645355,-1.7700195e-05,100,0.016236305,,0.0025918256,4999.615691762858,1.0,0.06732178,,6298945,1.0,500.0,-0.24696799,15100,-0.24696799,7443.248215436935,-0.049421217,0.12944107,1.0,151,0.015714645,1.0,1.0,1.0,[-0.015  0.674 -2.753 -1.883 -1.289]
-973.5026,1.0219373,97.84071,2.2583008e-05,100,9.9992485,0.100393675,9121.447,4949.705289817135,,9.914856,0.09954297,6348447,1.3931849,495.02,-131.36937,15200,-131.53276,7512.165060997009,-9.589749,0.12823586,1.0113033,152,9.998497,1.0188473,0.64528584,0.99944234,[-0.015  0.674 -2.753 -1.883 -1.289]
-983.3781,1.0,98.83334,3.234863e-05,100,9.999089,0.10115828,9866.674,4947.721896528975,,10.012756,3.9327526e-05,6397930,1.0001857,494.83,-131.6196,15300,-131.61961,7581.703280210495,-9.9609,0.12823607,1.0000094,153,9.9981785,1.0,0.99992186,0.98966,[-0.015  0.669 -2.747 -1.872 -1.291]
-983.3884,1.0,98.83428,2.380371e-05,100,9.999285,0.09939965,9866.883,4949.6215803219775,,10.001831,2.04718e-06,6447431,1.0000114,495.01,-131.63109,15400,-131.63109,7653.682845592499,-9.970014,0.12823607,1.0,154,9.9985695,1.0,0.99999386,0.99002,[-0.015  0.669 -2.747 -1.872 -1.291]
-0.16009521,1.0,0.04794407,-9.765625e-05,100,0.018424034,,0.002322588,4999.6109751621,1.0,0.06744385,,6497431,1.0,500.0,-0.2827725,15500,-0.2827725,7725.451344251633,-0.058607686,0.12823607,1.0,155,0.01790142,1.0,1.0,1.0,[-0.015  0.669 -2.747 -1.872 -1.291]
-975.7441,3.5351286,124.047356,5.9204103e-05,100,9.999034,0.22245046,10621.333,4902.2027406117,,17.642822,0.39381275,6546459,6.0493946,490.28,-135.92715,15600,-139.24744,7761.49492931366,-13.264594,0.1220249,0.99528563,156,9.998068,1.279078,0.20324706,1.085852,[-0.015  0.669 -2.747 -1.872 -1.291]
-0.10998535,1.0,0.0437001,5.6152345e-05,100,0.015636444,,0.0019279913,4999.630973253735,1.0,0.06451416,,6596459,1.0,500.0,-0.24504675,15700,-0.24504675,7799.388080596924,-0.054798488,0.1220249,1.0,157,0.015148163,1.0,1.0,1.0,[-0.024  0.661 -2.783 -1.858 -1.297]
-28.286743,1.2021134,2.8805714,3.601074e-05,100,9.999143,0.07015117,0.8044889,4977.647870493253,,0.38757324,0.11516555,6646241,1.2823154,497.82,-121.83613,15800,-122.00195,7835.788600683212,-0.121936336,0.12190387,0.99040717,158,9.998285,1.0404471,0.269561,1.0072972,[-0.024  0.661 -2.783 -1.858 -1.297]
-0.1885376,1.0,0.047879152,6.286621e-05,100,0.017202377,,0.0023155878,4999.624442611933,1.0,0.066467285,,6696241,1.0,500.0,-0.2589897,15900,-0.2589897,7872.088683128357,-0.049688734,0.12190387,1.0,159,0.016702652,1.0,1.0,1.0,[-0.019  0.662 -2.783 -1.858 -1.297]
-973.51404,1.0309927,97.84186,4.699707e-05,100,9.999304,0.1007562,8759.869,4949.732372670641,,9.899902,0.11217998,6745743,1.5030928,495.02,-131.21776,16000,-131.52725,7908.126654624939,-9.390455,0.12131856,0.99512583,160,9.998608,1.0238235,0.58206457,1.0021491,[-0.019  0.662 -2.783 -1.858 -1.297]
-0.17565918,1.0,0.0494573,3.0517579e-06,100,0.019423485,,0.0024704747,4999.626042205813,1.0,0.064575195,,6795743,1.0,500.0,-0.2885431,16100,-0.2885431,7945.231389045715,-0.052217983,0.12131856,1.0,161,0.018924713,1.0,1.0,1.0,[-0.02   0.663 -2.81  -1.867 -1.298]
-983.3975,1.0,98.835175,-3.6621095e-05,100,9.999329,0.0993986,9867.0625,4949.64567773154,,9.99585,1.9517688e-06,6845244,1.0000083,495.01,-131.62695,16200,-131.62695,7981.300206661224,-9.965337,0.12131856,1.0,162,9.998657,1.0,0.9999922,0.99002,[-0.02   0.663 -2.81  -1.867 -1.298]
-3.3391724,1.0,0.33998695,-6.1035155e-07,100,9.999343,0.028272608,0.11675904,4995.544926019684,,0.09655762,,6895204,1.0,499.6,-121.72824,16300,-121.72824,8017.30704665184,-0.066457525,0.12131856,1.0,163,9.998686,1.0,1.0,0.9992,[-0.02   0.663 -2.81  -1.867 -1.298]
-0.16290283,1.0,0.051660832,8.4838866e-05,100,0.017847061,,0.0026962797,4999.6220828763135,1.0,0.078308105,,6945204,1.0,500.0,-0.2763215,16400,-0.2763215,8053.562971353531,-0.059176702,0.12131856,1.0,164,0.017347336,1.0,1.0,1.0,[-0.02   0.663 -2.81  -1.867 -1.298]
