EpLenMean,MeanEntropy,MeanIWNorm,MaxIWNorm,Bound,ReturnStepMax,MeanIW,TimeElapsed,EmpiricalD2,InitialReturnMax,InitialReturnMin,StdIWNorm,StdIW,MinIWNorm,MinIW,MaxIW,ReturnMeanIW,InitialReturnStd,ESSClassic,EpThisIter,InitialBound,Weights,EpisodesSoFar,EpRewMean,Iteration,TimestepsSoFar,J_sample_variance,ReturnStepMaxmin,ESSRenyi,InitialReturnMean
138.32,-0.5710309,0.0101022255,0.01638255,-77.43576,10.0,1.0102227,2948.5537345409393,1.0473776,207.2154,-658.4692,0.0022274312,0.22274312,0.004474663,0.44746634,1.6382551,5.0982037,90.88388,95.36384,100,-80.64563,[-1.745  1.974 -3.492 -1.746 -1.984],14800,1372.9057230313608,148,1614387,6320.6895,9.851204,95.476555,4.333496e-05
137.46,-0.57570016,0.009927769,0.013452802,-39.71865,10.0,0.99277693,2970.7189857959747,1.0140009,188.40851,-329.23807,0.0012215032,0.12215032,0.006956098,0.6956098,1.3452802,0.8859153,69.526695,98.50873,100,-40.323177,[-1.742  1.972 -3.493 -1.75  -1.99 ],14900,1364.3114863937287,149,1628133,5364.9326,9.850361,98.61924,8.8195804e-05
138.2,-0.5435263,0.015736684,0.762393,12.692337,10.0,1.5736685,2992.4703793525696,21.897879,179.13171,-103.23059,0.07804025,7.8040257,2.4749277e-05,0.0024749278,76.2393,115.35656,56.7435,3.907324,100,-21.939066,[-1.743  1.972 -3.495 -1.748 -1.995],15000,1371.7007268210439,150,1641953,1426799.0,9.851009,4.5666523,-6.1035155e-07
134.94,-0.5450972,0.009932529,0.01234256,-78.35939,10.0,0.99325293,3013.591032743454,1.0145731,171.78687,-647.7787,0.001191209,0.119120896,0.005827913,0.5827913,1.234256,1.5529718,102.25311,98.58208,100,-79.33632,[-1.725  1.981 -3.49  -1.737 -1.962],15100,1339.0746826627887,151,1655447,8424.022,9.847006,98.56362,4.79126e-05
138.04,-0.54694384,0.010497438,0.0182624,-37.543438,10.0,1.0497438,3036.3125360012054,1.1210887,167.15338,-332.8153,0.0027924934,0.27924937,0.0042594173,0.42594174,1.8262401,5.615318,63.92486,93.39118,100,-40.76138,[-1.726  1.982 -3.496 -1.74  -1.964],15200,1370.0926521094245,152,1669251,3936.022,9.850716,89.199005,6.713867e-06
135.9,-0.54469514,0.009786743,0.014252799,-69.73458,10.0,0.97867423,3057.419817209244,1.0290711,149.31879,-580.85364,0.001553571,0.15535711,0.006604033,0.6604033,1.4252799,2.4318166,99.390144,97.54201,100,-71.13978,[-1.723  1.979 -3.499 -1.748 -1.966],15300,1348.683563022518,153,1682841,6901.315,9.848223,97.17502,-2.1362304e-05
136.42,-0.5452248,0.009749372,0.012793276,-53.03356,10.0,0.97493714,3078.312077999115,1.0326515,164.13593,-444.45694,0.0018101252,0.18101253,0.00533962,0.533962,1.2793276,2.2826245,73.25474,96.667694,100,-54.434734,[-1.723  1.979 -3.5   -1.753 -1.964],15400,1353.8909835689215,154,1696483,4364.8013,9.848913,96.83809,-9.6130374e-05
134.83,-0.5464453,0.010107606,0.012067816,-86.28555,10.0,1.0107607,3100.008428812027,1.0107058,192.31964,-714.0811,0.0010435567,0.104355685,0.0066023553,0.6602355,1.2067816,1.6380582,105.90621,98.945305,100,-87.45663,[-1.722  1.978 -3.502 -1.758 -1.964],15500,1338.0169059536775,155,1709966,10053.953,9.847517,98.94076,9.2163085e-05
140.99,-0.5602456,0.009602461,0.02400076,-23.840445,10.0,0.9602462,3121.861350297928,1.196517,229.85803,-129.9754,0.0042624273,0.4262427,0.0028687518,0.2868752,2.4000762,6.9534583,71.255226,83.53957,100,-28.151783,[-1.722  1.978 -3.507 -1.761 -1.965],15600,1399.6179569905878,156,1724065,5766.308,9.854202,83.57591,-3.7231446e-05
138.39,-0.55590457,0.010105704,0.014294591,-89.32913,10.0,1.0105705,3143.6750271320343,1.0140526,143.52667,-736.4534,0.0011975052,0.11975051,0.007759368,0.77593684,1.4294591,1.4991655,95.37244,98.615295,100,-90.19679,[-1.727  1.984 -3.512 -1.754 -1.979],15700,1373.607640782463,157,1737904,9716.035,9.851309,98.61421,-3.479004e-05
133.64,-0.5587797,0.0100368215,0.011277502,-86.636536,10.0,1.0036823,3164.4669201374054,1.0045797,182.43005,-712.3469,0.0006368124,0.06368125,0.0076157455,0.76157457,1.1277503,0.80733824,112.00719,99.599075,100,-87.24434,[-1.727  1.986 -3.515 -1.755 -1.975],15800,1326.1219722299784,158,1751268,12469.49,9.84623,99.54412,-1.7089844e-05
136.8,-0.56609476,0.010841362,0.03304908,-20.863098,10.0,1.0841362,3185.74720454216,1.388442,202.96704,-103.882935,0.0057001687,0.57001686,0.0008161089,0.08161089,3.3049083,8.4279585,64.79397,78.34262,100,-24.858202,[-1.728  1.986 -3.521 -1.757 -1.978],15900,1357.7040525929326,159,1764948,9595.287,9.849529,72.02317,8.4838866e-05
136.85,-0.5783651,0.009754046,0.025961265,-19.638672,10.0,0.97540456,3207.310520887375,1.2148837,191.69373,-120.02905,0.0043967073,0.4396707,0.0023110667,0.23110667,2.5961266,6.238744,63.742252,83.11294,100,-23.477623,[-1.725  1.976 -3.519 -1.764 -1.985],16000,1358.2193302463065,160,1778633,4290.7847,9.849815,82.31241,-3.173828e-05
144.97,-0.60795957,0.0109914765,0.06955895,-20.896364,10.0,1.0991477,3230.1718764305115,1.6570615,235.2727,-109.93579,0.011054604,1.1054604,0.00060666684,0.060666688,6.955895,16.196169,66.98552,49.713657,100,-28.814804,[-1.719  1.975 -3.516 -1.769 -1.997],16100,1439.4310830618178,161,1793130,19081.312,9.858395,60.347794,0.00010131836
140.14,-0.6005225,0.01029996,0.024657048,-14.652117,10.0,1.0299962,3252.1866948604584,1.1748105,139.71912,-130.0998,0.0041281995,0.41281995,0.0033786318,0.33786318,2.465705,3.8953817,60.17338,86.15945,100,-17.11209,[-1.715  1.98  -3.516 -1.773 -2.027],16200,1391.13158414377,162,1807144,4136.52,9.853512,85.12011,-6.0424805e-05
140.37,-0.5979012,0.010099279,0.022729756,-17.565262,10.0,1.0099277,3274.2969994544983,1.2070707,160.48993,-118.86035,0.003825852,0.3825852,0.0039797607,0.3979761,2.2729757,4.0300655,60.65544,87.450195,100,-19.655962,[-1.711  1.983 -3.515 -1.778 -2.019],16300,1393.4376270151906,163,1821181,4367.2837,9.853832,82.84519,-4.0283205e-05
137.06,-0.5966292,0.010137643,0.01529142,-87.626,10.0,1.0137643,3295.393530368805,1.0282856,143.99481,-723.58386,0.0017013807,0.17013806,0.007360643,0.7360643,1.529142,2.2391663,93.49159,97.26054,100,-88.620636,[-1.714  1.991 -3.517 -1.771 -2.017],16400,1360.3301517814575,164,1834887,9597.291,9.850199,97.249245,-6.591797e-05
142.95,-0.6015124,0.010410331,0.015513894,-77.881004,10.0,1.0410331,3318.374238729477,1.0438068,190.82196,-659.0249,0.002100567,0.2100567,0.004402261,0.44022614,1.5513895,4.5816894,93.14495,96.087875,100,-80.71365,[-1.715  1.994 -3.518 -1.769 -2.016],16500,1419.2318014503571,165,1849182,7534.394,9.856409,95.80317,8.239746e-05
142.53,-0.5789265,0.009935541,0.13220114,-5.5823936,10.0,0.99355423,3340.2476761341095,2.732048,203.419,-109.611084,0.015720706,1.5720707,0.001267183,0.1267183,13.220114,35.59713,65.377205,28.542253,100,-24.91368,[-1.713  1.991 -3.518 -1.773 -2.02 ],16600,1415.0255873034218,166,1863435,47961.504,9.855883,36.602577,-4.0283205e-05
138.97,-0.58159775,0.009802103,0.013847487,-84.00359,10.0,0.9802104,3361.9643173217773,1.0500667,175.21179,-719.52905,0.0019086422,0.19086424,0.00331398,0.331398,1.3847487,6.2994547,129.35698,96.347015,100,-88.12397,[-1.717  2.002 -3.519 -1.754 -1.998],16700,1379.3867227617166,167,1877332,14183.32,9.851624,95.23205,-1.6479493e-05
140.54,-0.5813126,0.010081863,0.011687799,-88.696495,10.0,1.0081865,3384.002190589905,1.0078113,190.42566,-729.1235,0.0008498825,0.084988244,0.007389499,0.7389499,1.16878,0.95062256,98.93895,99.2944,100,-89.299,[-1.716  2.    -3.522 -1.759 -2.001],16800,1395.1017685743718,168,1891386,9766.647,9.85351,99.22492,2.1972657e-05
140.73,-0.58258474,0.0100451335,0.0132064335,-22.233286,10.0,1.0045134,3405.852300643921,1.0276523,185.1712,-170.93616,0.0014422063,0.14422065,0.0061215763,0.61215764,1.3206434,0.75688326,64.5877,97.98031,100,-22.678719,[-1.717  2.001 -3.529 -1.762 -2.   ],16900,1397.00801826365,169,1905459,4155.798,9.853786,97.30918,3.112793e-05
138.67,-0.5764195,0.010290817,0.021884283,-70.46237,10.0,1.0290817,3427.388213634491,1.128335,169.69202,-646.6681,0.0038770542,0.38770545,0.002339279,0.2339279,2.1884284,13.666696,112.087234,87.57029,100,-79.20034,[-1.715  1.997 -3.526 -1.765 -2.002],17000,1376.4209910071463,170,1919326,7940.3706,9.851799,88.62616,3.967285e-06
139.59,-0.56786996,0.010121026,0.022467043,-73.55793,10.0,1.0121026,3449.5908024311066,1.0874054,199.6878,-646.8618,0.0031028755,0.3102876,0.004779927,0.4779927,2.2467043,9.055923,110.5018,91.40855,100,-79.22412,[-1.713  1.996 -3.533 -1.773 -1.995],17100,1385.6246162364941,171,1933285,9794.098,9.8528385,91.96202,-4.760742e-05
137.9,-0.57097507,0.010177207,0.014331376,-69.78386,10.0,1.0177207,3470.8744876384735,1.0377291,207.77612,-586.17126,0.0017771807,0.17771807,0.005722938,0.5722938,1.4331377,3.348935,84.8434,97.04091,100,-71.79101,[-1.711  1.995 -3.536 -1.78  -1.987],17200,1368.7363866852666,172,1947075,5954.509,9.851196,96.36426,2.3193359e-05
140.27,-0.57036865,0.009961432,0.013442761,-80.734955,10.0,0.9961433,3492.4918711185455,1.0141813,157.29816,-665.3751,0.0013017998,0.13017999,0.00688565,0.688565,1.3442762,1.3323126,87.76737,98.32086,100,-81.491455,[-1.711  1.992 -3.538 -1.784 -1.99 ],17300,1392.4438879809989,173,1961102,6455.463,9.853828,98.60171,2.4414063e-05
136.09,-0.5678015,0.009959286,0.01494828,-75.26492,10.0,0.9959286,3513.923876285553,1.0440583,251.656,-643.14996,0.0019529472,0.19529472,0.006007695,0.6007695,1.494828,5.221056,126.93956,96.29712,100,-78.76949,[-1.711  1.991 -3.539 -1.787 -1.989],17400,1350.6402275113878,174,1974711,10509.586,9.8492775,95.78009,-2.9296874e-05
140.59,-0.568355,0.0099924365,0.011640912,-79.828125,10.0,0.9992437,3536.3493990898132,1.0065963,203.93536,-654.27295,0.00078563765,0.078563765,0.008132704,0.8132704,1.1640912,0.5674722,89.969154,99.38565,100,-80.131775,[-1.71   1.99  -3.544 -1.793 -1.987],17500,1395.6506314531323,175,1988770,7942.6084,9.854258,99.34469,-2.6855469e-05
135.94,-0.55296403,0.035621475,1.395491,38.72061,10.0,3.5621483,3557.5900189876556,10.293504,160.89227,-730.49713,0.19146998,19.146997,0.0005277144,0.05277144,139.5491,325.76282,94.217834,3.3453784,100,-89.46732,[-1.711  1.99  -3.546 -1.794 -1.987],17600,1349.143622019458,176,2002364,5202265.0,9.849157,9.714865,-6.1035156e-05
136.78,-0.5520019,0.009992411,0.011563599,-88.257126,10.0,0.9992412,3579.1105811595917,1.003257,204.16321,-730.14294,0.0005981658,0.059816573,0.0084603885,0.8460389,1.1563599,1.312264,99.07765,99.64293,100,-89.42386,[-1.725  2.004 -3.542 -1.759 -1.972],17700,1357.4971618794305,177,2016042,9895.128,9.8494,99.675354,3.2958986e-05
139.2,-0.55378294,0.010107526,0.011953121,-68.241936,10.0,1.0107526,3600.7428431510925,1.016041,220.40118,-575.00134,0.0011484161,0.1148416,0.006430159,0.6430159,1.1953121,2.7436352,111.721054,98.7255,100,-70.423035,[-1.729  2.008 -3.55  -1.762 -1.971],17800,1381.6859550153645,178,2029962,9844.594,9.851858,98.42122,-3.967285e-05
142.92,-0.56004494,0.01002245,0.015349942,-42.43667,10.0,1.0022452,3623.0778720378876,1.0201503,189.40735,-353.4485,0.0015264831,0.15264831,0.0073777884,0.73777884,1.5349942,1.2857152,73.218056,97.732864,100,-43.28836,[-1.73   2.008 -3.556 -1.766 -1.973],17900,1418.9090491562847,179,2044254,6126.4507,9.856052,98.02477,6.408691e-05
135.69,-0.5625567,0.010001675,0.015152506,-77.45756,10.0,1.0001675,3644.373031139374,1.0436321,184.85608,-650.09204,0.0020427078,0.2042708,0.004737817,0.47378173,1.5152506,3.8805814,104.91689,95.99579,100,-79.61965,[-1.729  2.008 -3.554 -1.764 -1.979],18000,1346.595864856974,180,2057823,7978.7173,9.848169,95.8192,3.6621095e-05
140.39,-0.5711008,0.010019051,0.023526642,-16.320866,10.0,1.0019052,3666.071709394455,1.164646,160.73163,-116.72565,0.004069639,0.4069639,0.0026133566,0.26133567,2.3526642,4.92351,68.13763,85.83763,100,-19.685541,[-1.726  2.006 -3.556 -1.768 -1.982],18100,1393.592432616614,181,2071862,6708.479,9.853207,85.863,-1.8310548e-05
138.63,-0.5623228,0.009921444,0.017324358,-22.17895,10.0,0.99214435,3687.6964871883392,1.0459092,191.6969,-111.07251,0.002287025,0.22870253,0.0045179175,0.45179176,1.7324358,1.8319097,57.80459,94.95445,100,-23.478025,[-1.724  2.009 -3.569 -1.777 -1.99 ],18200,1376.0031763965492,182,2085725,3693.4956,9.851505,95.610596,-4.5776367e-05
137.05,-0.55951333,0.01032094,0.016238566,-69.91016,10.0,1.0320941,3709.1972212791443,1.0372727,193.2221,-584.9384,0.0018926142,0.18926142,0.005936294,0.5936294,1.6238567,3.0527744,85.130844,96.74672,100,-71.64011,[-1.722  2.007 -3.561 -1.78  -1.981],18300,1360.2319400770234,183,2099430,5677.279,9.850212,96.40666,-6.652832e-05
136.77,-0.56999844,0.0101884715,0.01864081,-86.37013,10.0,1.018847,3730.5250816345215,1.0378273,154.53552,-724.6938,0.0022624996,0.22624996,0.005179747,0.51797473,1.8640811,4.049494,89.1124,95.30046,100,-88.75648,[-1.72   2.005 -3.56  -1.784 -1.978],18400,1357.4320386097108,184,2113107,9055.66,9.849907,96.35515,2.746582e-05
144.34,-0.5710315,0.010392107,0.069956295,-16.215366,10.0,1.0392106,3753.18314743042,1.5142342,170.02191,-136.3393,0.011514537,1.1514539,0.0023925218,0.2392522,6.9956293,9.408641,70.36411,44.889713,100,-20.823378,[-1.718  2.005 -3.56  -1.785 -1.989],18500,1433.1281625664135,185,2127541,11165.264,9.857727,66.039986,-3.112793e-05
140.78,-0.5827645,0.010034591,0.018925413,-39.026794,10.0,1.0034592,3775.2502703666687,1.1108787,161.27203,-353.8351,0.0033201347,0.3320135,0.0035752372,0.35752374,1.8925414,6.6483445,77.52053,90.13278,100,-43.33581,[-1.723  2.011 -3.553 -1.769 -1.99 ],18600,1397.4921858204484,186,2141619,5845.9253,9.853624,90.01883,-3.4484863e-05
134.94,-0.58204836,0.00970111,0.014935009,-75.70665,10.0,0.9701111,3796.5789289474487,1.04994,161.88849,-645.60364,0.0020024558,0.20024557,0.0047769,0.47769,1.493501,5.313652,120.82516,95.91339,100,-79.07005,[-1.727  2.01  -3.555 -1.77  -2.002],18700,1339.0997250000185,187,2155113,9781.476,9.847385,95.24354,-7.995605e-05
136.72,-0.5823311,0.0096210465,0.017667297,-19.70834,10.0,0.96210474,3817.8630051612854,1.1286792,176.95099,-161.97137,0.0028663012,0.28663015,0.003347466,0.3347466,1.7667298,3.3158236,59.932842,91.84793,100,-21.671978,[-1.725  2.008 -3.558 -1.775 -2.001],18800,1356.9054254979594,188,2168785,3978.777,9.849455,88.59914,3.0517579e-06
141.16,-0.58130205,0.009999126,0.011831959,-90.27621,10.0,0.9999126,3839.747081756592,1.0085057,189.77747,-741.1233,0.0007743347,0.077433474,0.008111328,0.8111328,1.183196,0.8776983,99.58572,99.40387,100,-90.76867,[-1.721  2.001 -3.555 -1.779 -2.001],18900,1401.3299312736167,189,2182901,9949.751,9.854551,99.1566,3.3569337e-05
137.64,-0.5788714,0.009911144,0.014162753,-19.612331,10.0,0.9911144,3861.837899684906,1.0343423,164.68616,-127.26593,0.0016639446,0.16639447,0.006929434,0.6929434,1.4162753,0.90093875,61.321106,97.25867,100,-20.169924,[-1.721  2.002 -3.555 -1.778 -2.   ],19000,1366.1310973077527,190,2196665,3946.6897,9.850843,96.679794,-7.080078e-05
137.41,-0.5778158,0.0100572165,0.011039087,-80.170456,10.0,1.0057217,3883.462533712387,1.0025727,185.2381,-657.2596,0.0004887389,0.048873886,0.008880053,0.8880053,1.1039087,0.43055868,88.351616,99.76439,100,-80.49746,[-1.728  2.014 -3.551 -1.788 -1.998],19100,1363.8226937313275,191,2210406,7670.3433,9.850477,99.74339,7.751465e-05
144.98,-0.5915367,0.010522556,0.09926126,-8.0672035,10.0,1.0522555,3905.6271743774414,2.6196156,202.94,-116.63776,0.015238272,1.5238273,0.0005376719,0.05376719,9.9261265,32.161133,73.13509,32.28777,100,-24.854914,[-1.728  2.015 -3.554 -1.789 -1.997],19200,1439.5156279080986,192,2224904,48924.0,9.858187,38.173542,5.859375e-05
144.97,-0.59015167,0.01014297,0.17873141,-7.4618855,10.0,1.0142971,3928.526081085205,2.8384702,189.0556,-138.48352,0.018996807,1.8996806,0.0008913462,0.08913462,17.873142,31.548243,68.06294,22.18393,100,-23.1544,[-1.715  2.015 -3.556 -1.804 -2.01 ],19300,1439.4469650320173,193,2239401,70673.96,9.858618,35.230244,8.972168e-05
139.37,-0.58977675,0.0099697225,0.011733087,-79.79383,10.0,0.99697226,3950.4472727775574,1.004552,169.68408,-653.3312,0.0006856355,0.06856355,0.0075811753,0.75811756,1.1733087,0.40447783,86.51001,99.529274,100,-80.01645,[-1.728  2.025 -3.553 -1.78  -2.009],19400,1383.413185223664,194,2253338,7127.7827,9.85243,99.54686,-4.272461e-05
140.08,-0.5849609,0.010092524,0.014125987,-70.64827,10.0,1.0092524,3971.9110193252563,1.0259012,182.78802,-591.61414,0.0013693377,0.13693376,0.007162782,0.7162782,1.4125987,2.7417378,87.11347,98.19241,100,-72.457695,[-1.727  2.024 -3.553 -1.781 -2.009],19500,1390.5000882161444,195,2267346,6275.477,9.853004,97.47527,-5.432129e-05
139.28,-0.604555,0.011243761,0.07612443,-10.33563,10.0,1.1243762,3994.040547609329,2.3558967,198.43683,-107.33441,0.012458543,1.2458543,0.0006413909,0.06413909,7.6124434,26.967566,62.982635,44.88827,100,-24.303429,[-1.726  2.024 -3.556 -1.785 -2.004],19600,1382.5088249677217,196,2281274,20454.488,9.852278,42.446682,1.953125e-05
143.4,-0.61078995,0.009888259,0.012572712,-80.47495,10.0,0.98882574,4016.4622123241425,1.0122051,154.53967,-661.86676,0.00100974,0.10097401,0.0074173794,0.74173796,1.2572713,1.0800266,90.10219,98.96798,100,-81.06182,[-1.714  2.024 -3.558 -1.799 -2.024],19700,1423.7358732518976,197,2295614,8126.4697,9.856916,98.794205,-2.4414063e-05
139.08,-0.59816045,0.010359778,0.111929454,-14.264797,10.0,1.0359778,4038.177754640579,1.9622699,167.12152,-96.859375,0.01190468,1.190468,0.0026947816,0.26947817,11.1929455,14.407164,60.605717,43.094383,100,-20.468174,[-1.715  2.025 -3.56  -1.8   -2.03 ],19800,1380.5240383224589,198,2309522,20018.475,9.852289,50.961388,-5.126953e-05
143.22,-0.60083324,0.018854968,1.0428138,13.6231,10.0,1.8854965,4060.645379781723,24.023872,180.86731,-180.86603,0.104158185,10.415819,3.8832008e-05,0.003883201,104.28138,122.19745,64.02528,3.172936,100,-22.1516,[-1.719  2.036 -3.558 -1.786 -2.017],19900,1421.886771719758,199,2323844,1421157.4,9.856031,4.162526,3.3569337e-05
130.0,-0.5934419,0.0103213405,0.04258591,-53.04826,10.0,1.0321342,4081.23086977005,1.4055917,212.40356,-614.1272,0.0071608415,0.71608424,0.0022811128,0.2281113,4.258591,36.124775,177.10999,67.506256,100,-75.21498,[-1.714  2.055 -3.581 -1.769 -2.02 ],20000,1289.6522110249973,200,2336844,29254.18,9.840841,71.14442,-5.7373047e-05
136.65,-0.5974124,0.010190146,0.013695247,-86.22345,10.0,1.0190147,4102.222528219223,1.0336689,196.84967,-725.12476,0.0016840535,0.16840535,0.0059395763,0.59395766,1.3695247,4.068513,127.08238,97.34143,100,-88.80937,[-1.717  2.05  -3.585 -1.775 -2.012],20100,1356.1698391693444,201,2350509,13667.467,9.848854,96.74278,-8.789063e-05
142.21,-0.5986487,0.010025362,0.014146116,-79.631874,10.0,1.0025363,4124.168974399567,1.0315186,205.51648,-667.6316,0.0015911188,0.15911187,0.0063498938,0.6349894,1.4146116,3.4145684,91.264145,97.54302,100,-81.76785,[-1.715  2.048 -3.585 -1.778 -2.016],20200,1411.790294951622,202,2364730,6040.257,9.855066,96.94445,-1.4648437e-05
140.67,-0.5917977,0.009848653,0.015787745,-14.969968,10.0,0.9848654,4146.417578697205,1.0594916,130.1648,-113.76166,0.0021068987,0.21068987,0.0058277166,0.58277166,1.5787746,1.4392536,55.301285,95.62377,100,-15.941835,[-1.713  2.046 -3.585 -1.781 -2.018],20300,1396.3794663188069,203,2378797,3122.9126,9.853315,94.38489,3.173828e-05
140.17,-0.5972192,0.010616655,0.017236106,-83.481804,10.0,1.0616655,4168.056154251099,1.084911,204.05579,-734.00085,0.0028746391,0.2874639,0.003517518,0.3517518,1.7236106,10.153421,127.43954,93.16933,100,-89.89642,[-1.714  2.048 -3.589 -1.778 -2.011],20400,1391.386523442289,204,2392814,12200.59,9.852901,92.17346,-3.8452148e-05
139.26,-0.60398835,0.010025237,0.01836252,-73.18042,10.0,1.0025237,4189.654542207718,1.0923761,228.09204,-640.54694,0.0028672384,0.28672385,0.0035585295,0.35585296,1.8362521,8.813694,129.99393,92.438774,100,-78.45062,[-1.711  2.046 -3.591 -1.783 -2.016],20500,1382.2814134917107,205,2406740,16652.68,9.851856,91.543564,3.7841797e-05
142.59,-0.601071,0.009858309,0.013342459,-80.93448,10.0,0.985831,4212.129756689072,1.0129212,142.52142,-666.1576,0.0010492838,0.10492838,0.0062485924,0.6248593,1.3342459,1.1782539,112.405785,98.879814,100,-81.58724,[-1.709  2.045 -3.594 -1.789 -2.023],20600,1415.5958092155176,206,2420999,11051.442,9.85553,98.72436,6.958008e-05
142.44,-0.60498357,0.010025802,0.02316934,-17.859203,10.0,1.0025802,4234.161643743515,1.2016788,167.28723,-108.789185,0.0041710003,0.4171,0.00271032,0.271032,2.316934,4.6004267,60.4239,85.24581,100,-20.488409,[-1.709  2.044 -3.598 -1.791 -2.02 ],20700,1414.1031384659238,207,2435243,4217.8623,9.855474,83.21692,1.0375977e-05
138.59,-0.6062045,0.00995222,0.01363147,-69.51908,10.0,0.99522203,4255.363375902176,1.0181181,184.03577,-580.1404,0.00127859,0.127859,0.0051539987,0.5153999,1.363147,2.174097,88.75262,98.37627,100,-71.052475,[-1.706  2.047 -3.597 -1.798 -2.024],20800,1375.604927479402,208,2449102,5818.789,9.8514805,98.22043,-7.995605e-05
134.31,-0.6056471,0.010136188,0.015695425,-84.4621,10.0,1.0136188,4276.712352275848,1.0463916,211.73413,-714.12573,0.002013821,0.20138213,0.0028910702,0.28910702,1.5695425,5.0058403,156.02927,96.20264,100,-87.46223,[-1.706  2.046 -3.6   -1.802 -2.025],20900,1332.823071528438,209,2462533,18534.926,9.84701,95.56651,-4.0893556e-05
141.58,-0.6117666,0.009862038,0.01421489,-21.011627,10.0,0.98620385,4298.42564868927,1.0611432,184.14374,-113.66272,0.0021796392,0.2179639,0.0028828275,0.28828275,1.421489,2.22053,59.42109,95.342804,100,-22.552946,[-1.704  2.044 -3.602 -1.806 -2.025],21000,1405.5143750629948,210,2476691,3364.8071,9.854759,94.23799,-3.6621095e-05
142.09,-0.6143107,0.009915497,0.015468262,-75.472,10.0,0.99154973,4320.525737285614,1.0531152,203.27826,-642.3002,0.0021653064,0.21653067,0.005741991,0.57419914,1.5468262,5.255523,122.36316,95.448265,100,-78.66527,[-1.704  2.045 -3.607 -1.813 -2.031],21100,1410.621713074791,211,2490900,11751.277,9.855385,94.95637,0.00012634277
145.32,-0.62335443,0.009844915,0.048389826,-14.199667,10.0,0.9844915,4342.846277952194,1.7619565,156.88684,-89.17908,0.007801725,0.78017247,0.001309901,0.1309901,4.8389826,11.30559,55.54497,61.42519,100,-19.214575,[-1.702  2.045 -3.611 -1.818 -2.033],21200,1442.943760603025,212,2505432,6759.0547,9.858913,56.755093,6.164551e-05
142.28,-0.6278818,0.010068043,0.012713147,-90.18528,10.0,1.0068043,4365.428411483765,1.0128127,180.75879,-744.3986,0.0010960378,0.10960378,0.006948584,0.69485843,1.2713147,1.56677,96.740654,98.82875,100,-91.16987,[-1.713  2.048 -3.612 -1.805 -2.042],21300,1412.532058058784,213,2519660,9918.94,9.855724,98.73493,-2.6245118e-05
142.07,-0.62451196,0.009610799,0.036942948,-10.665115,10.0,0.9610802,4387.614346504211,1.9168916,131.76398,-124.388306,0.007768648,0.7768649,0.0012417885,0.12417886,3.6942947,11.677864,56.005745,60.481853,100,-16.137735,[-1.712  2.048 -3.613 -1.807 -2.047],21400,1410.4290262828918,214,2533867,6564.183,9.855465,52.167793,-1.0986329e-05
150.31,-0.6111484,0.0097019,0.04111174,-13.487366,10.0,0.97019005,4410.430685758591,1.5230145,147.17383,-124.81818,0.006817396,0.6817396,0.00241975,0.241975,4.111174,8.7574215,66.10607,66.94477,100,-18.024994,[-1.702  2.049 -3.612 -1.815 -2.043],21500,1492.83404525712,215,2548898,7683.672,9.863466,65.659256,4.3945314e-05
146.86,-0.6151848,0.010040557,0.013212378,-90.25283,10.0,1.0040557,4433.911163568497,1.0150799,204.98846,-743.1803,0.0012480014,0.124800146,0.006705698,0.67056984,1.3212378,1.4515176,98.830414,98.47857,100,-91.02068,[-1.711  2.056 -3.613 -1.804 -2.03 ],21600,1458.310340431401,216,2563584,10361.027,9.85994,98.51442,-5.2490235e-05
148.67,-0.62128556,0.009858827,0.013923,-57.760563,10.0,0.9858827,4457.072707653046,1.0247502,210.3172,-484.875,0.001758062,0.17580622,0.0057060127,0.5706013,1.3923,2.3546615,79.7278,96.91807,100,-59.384796,[-1.712  2.057 -3.614 -1.803 -2.034],21700,1476.4004280353515,217,2578451,5420.314,9.861519,97.584755,2.2583008e-05
140.67,-0.62060577,0.009985851,0.013957558,-90.86372,10.0,0.9985851,4478.32895731926,1.0052938,151.19653,-743.45654,0.0007723083,0.07723083,0.00849753,0.84975296,1.3957559,0.43142366,92.15605,99.405396,100,-91.05445,[-1.711  2.057 -3.615 -1.805 -2.04 ],21800,1396.425603912597,218,2592518,8552.211,9.853979,99.473404,3.6621093e-06
142.33,-0.6215177,0.010029204,0.010584956,-81.514145,10.0,1.0029204,4500.765552997589,1.0011697,191.97021,-667.7302,0.000309974,0.030997401,0.008888123,0.88881224,1.0584956,0.31358668,91.67973,99.90455,100,-81.77988,[-1.711  2.057 -3.612 -1.804 -2.04 ],21900,1413.0154093731553,219,2606751,8248.852,9.855543,99.88317,4.2114258e-05
150.53,-0.62103236,0.009990914,0.012569706,-92.782875,10.0,0.9990913,4524.274116754532,1.007199,154.80371,-762.41626,0.0008815306,0.088153064,0.0075169806,0.7516981,1.2569706,0.929175,101.44667,99.22751,100,-93.37657,[-1.708  2.053 -3.612 -1.801 -2.04 ],22000,1495.015663034206,220,2621804,10173.546,9.8634205,99.28524,-3.234863e-05
