MeanEntropy,EpThisIter,ReturnStepMax,InitialReturnMean,EpLenMean,InitialReturnStd,ReturnStepMaxmin,InitialReturnMin,Weights,StdD2w0t,Iteration,TimestepsSoFar,MaxD2w0t,EmpiricalD2,EpRewMean,Bound,EntropyCoefficient,ReturnMeanIW,TimeElapsed,MinIW,EpisodesSoFar,MinD2w0t,MeanIW,StdIW,MeanD2w0t,InitialBound,InitialReturnMax,MaxIW,J_sample_variance
1.1306126,20,9.999997,-7.6293945e-06,54.0,248.3648,9.620521,-333.06345,[-0.047  0.274 -2.05  -1.591 -0.251],0.5473239,11,7987,4.8989706,1.7519522,529.7540542338736,-796.04504,10.0,-490.16867,34.97500562667847,0.19157481,220,,0.820936,0.49351326,0.16560838,-875.7192,425.22836,2.9446948,73990.74
1.0931374,20,9.999999,-7.6293945e-06,65.05,188.9111,9.684699,-434.38516,[-0.099  0.346 -2.102 -1.658 -0.288],0.70780146,12,9288,8.619109,3.1686828,640.2447525015656,-679.0376,10.0,-339.24948,38.8659245967865,0.09230187,240,,0.6762146,0.36792022,0.22544016,-788.1104,338.33557,3.2732453,79727.87
1.0497601,20,10.0,-2.2888185e-06,75.85,240.60144,9.728821,-468.56314,[-0.145  0.29  -2.106 -1.679 -0.326],0.62743306,13,10805,7.266063,1.9810174,748.2154605081441,-689.4992,10.0,-378.2607,43.56576466560364,0.031430323,260,,0.7112222,0.43958277,0.23091474,-770.9292,416.01303,2.4139712,106983.94
0.99482286,20,9.999999,2.1362304e-05,79.5,215.9885,9.741448,-426.7992,[-0.182  0.274 -2.116 -1.719 -0.369],1.1425124,14,12395,19.98362,5.996251,784.7225205696226,-574.0602,10.0,-213.51543,47.49294996261597,0.023958229,280,,0.52996093,0.40558547,0.3578449,-743.1922,320.29285,5.4602475,34117.465
0.95698166,20,9.999999,-5.493164e-05,84.4,229.12419,9.754815,-514.2655,[-0.122  0.309 -2.123 -1.722 -0.424],0.6735881,15,14083,4.9398947,2.1991158,833.6529859708177,-644.16345,10.0,-329.00262,51.32903528213501,0.1251741,300,,0.76014197,0.35720778,0.2693243,-726.54736,341.7837,3.3255308,62634.844
0.91980267,20,9.999998,-4.8828126e-05,108.25,222.35272,9.808695,-580.62256,[-0.168  0.396 -2.218 -1.807 -0.462],0.84493047,16,16248,6.417254,3.1685119,1072.1452736546291,-549.1006,10.0,-218.68323,56.86706566810608,0.09600988,320,,0.67452157,0.49932015,0.3989854,-645.3981,330.31616,2.8994071,43956.7
0.9255339,20,9.999999,5.493164e-05,143.75,250.06288,9.853911,-557.72437,[-0.16   0.463 -2.252 -1.791 -0.499],1.1438434,17,19123,13.396281,5.3912935,1426.999747799233,-463.46304,10.0,-154.52296,63.44520092010498,0.0125753395,340,,0.50735235,0.44029164,0.54306155,-595.8222,331.877,3.2269707,49979.36
0.9320171,20,9.999999,5.1879884e-05,115.25,269.21802,9.820624,-584.209,[-0.208  0.441 -2.318 -1.818 -0.493],0.8981985,18,21428,10.303253,4.886262,1142.1633261439897,-565.2858,10.0,-265.34998,68.87733960151672,0.02860299,360,,0.62294805,0.42838934,0.37533867,-642.59467,319.45923,2.6814575,113915.83
0.97562754,20,9.999999,-4.577637e-06,90.5,178.10881,9.772912,-539.3717,[-0.269  0.432 -2.33  -1.815 -0.487],0.6959484,19,23238,6.3720307,3.5061004,894.7241408722952,-586.9493,10.0,-265.74316,73.23258066177368,0.07073624,380,,0.68183106,0.41721153,0.29640445,-683.10095,296.83356,2.9980102,53774.832
0.93908626,20,10.0,3.0517578e-05,112.15,236.04752,9.816238,-595.2363,[-0.246  0.486 -2.369 -1.857 -0.443],0.8419846,20,25481,7.5718718,2.5194619,1111.195339287272,-566.5818,10.0,-252.78462,78.66219902038574,0.07373638,400,,0.6920886,0.42683408,0.38901347,-641.19385,349.7362,3.9203591,71515.2
0.8970418,20,9.999999,-1.2207031e-05,103.85,220.74438,9.801658,-588.74884,[-0.292  0.529 -2.385 -1.808 -0.48 ],0.7848209,21,27558,7.610812,3.6552117,1028.2009304146789,-563.4793,10.0,-245.15698,83.68304753303528,0.03435318,420,,0.6373236,0.4766215,0.35392094,-645.5758,274.90918,3.20312,66905.984
0.85059774,20,9.999998,-3.2043456e-05,92.85,149.25166,9.778288,-282.70685,[-0.345  0.531 -2.399 -1.743 -0.522],0.92144907,22,29415,14.169281,5.8105893,918.2066856431902,-443.76068,10.0,-108.05625,88.25199103355408,0.025203394,440,,0.386178,0.39720726,0.3420451,-670.7759,279.65155,6.214282,12818.338
0.83319265,20,9.999999,3.0517578e-05,108.65,108.882454,9.809449,-184.61108,[-0.278  0.541 -2.42  -1.778 -0.568],0.93816525,23,31588,14.1874,6.8848596,1076.1480572771181,-414.12488,10.0,-94.59368,92.69216132164001,0.03487753,460,,0.42305568,0.420394,0.37438187,-602.17377,211.81104,3.0017254,14610.612
0.8129282,20,10.0,3.967285e-05,142.95,159.7091,9.854891,-488.83325,[-0.215  0.557 -2.444 -1.828 -0.586],0.69672924,24,34447,5.5219355,2.9058938,1419.1281843727988,-483.16608,10.0,-196.82573,99.35532069206238,0.06467331,480,,0.74998045,0.72195685,0.39750147,-531.01575,222.99939,3.3671148,73437.125
0.7844388,20,9.999998,-1.2207031e-05,146.8,115.09296,9.858768,-208.37305,[-0.258  0.558 -2.453 -1.846 -0.606],1.1951416,25,37383,13.3328,7.5310388,1457.6329999327586,-420.10052,10.0,-95.14849,105.06456780433655,0.0058536725,500,,0.44158828,0.3760557,0.59459007,-517.46716,224.96088,2.1006837,14173.545
0.7872158,20,9.999999,-3.3569337e-05,89.05,196.69366,9.770869,-555.35657,[-0.287  0.491 -2.439 -1.834 -0.634],0.73396134,26,39164,9.236893,4.502726,880.297917236208,-594.6051,10.0,-281.74484,109.73510956764221,0.06801176,520,,0.70801306,0.5865359,0.2818102,-684.98663,229.65802,3.2701697,89052.234
0.78436303,20,9.999998,-3.6621095e-05,115.25,183.7817,9.822042,-605.2933,[-0.219  0.477 -2.433 -1.785 -0.632],0.9355605,27,41469,14.338769,6.657141,1142.2451436972547,-440.6621,10.0,-130.80655,114.86946439743042,0.0193149,540,,0.5057586,0.5055737,0.383421,-602.0367,223.88544,5.781477,44864.297
0.7670738,20,9.999999,-3.0517579e-06,181.1,123.689316,9.885215,-320.9555,[-0.157  0.49  -2.445 -1.797 -0.635],0.5795208,28,45091,2.575974,1.6224693,1800.605407785641,-447.6542,10.0,-174.43994,121.87338829040527,0.17570886,560,,0.94131184,0.4312424,0.4273752,-462.0111,198.43243,2.2897916,19629.842
0.7653359,20,9.999999,9.155274e-06,177.35,164.71176,9.887681,-506.47205,[-0.122  0.459 -2.47  -1.759 -0.652],1.185563,29,48638,10.516737,3.3011398,1763.5395608067683,-431.26447,10.0,-133.77002,128.60042357444763,0.048952594,580,,0.7428924,0.6058219,0.6670228,-485.64795,226.64484,3.5974813,19498.832
0.7384202,20,9.999999,-4.5776367e-05,210.35,201.48091,9.900502,-731.90845,[-0.088  0.426 -2.499 -1.804 -0.654],1.193103,30,52845,9.556313,5.0923057,2093.0349140255066,-381.3518,10.0,-79.81502,136.8290150165558,0.021612985,600,,0.67774713,0.59714067,0.8085826,-453.14706,187.04193,4.673009,23692.58
0.7100394,20,10.0,-3.967285e-05,239.6,258.77365,9.920544,-783.8704,[-0.057  0.455 -2.509 -1.809 -0.681],1.1656208,31,57637,8.8566475,4.1141486,2386.4802974499808,-399.42746,10.0,-113.923134,144.98882269859314,0.05098813,620,,0.7554289,0.52293766,0.86435467,-460.3095,199.43127,2.8819475,60495.73
0.7140361,20,10.0,3.0517579e-06,312.6,287.794,9.946863,-824.7207,[-0.031  0.479 -2.563 -1.822 -0.709],2.119594,32,63889,22.762869,5.7319818,3117.693432778689,-390.8112,10.0,-106.54993,155.1331913471222,0.026495814,640,,0.6931092,0.42543685,1.4407697,-431.03088,168.56104,3.7544966,52842.215
0.7077192,20,9.999999,-8.850098e-05,282.65,108.98592,9.931581,-230.06885,[-0.061  0.454 -2.587 -1.803 -0.705],2.6113083,33,69542,47.289303,7.2531114,2816.8295637419255,-320.92484,10.0,-39.00502,165.07907915115356,0.056679457,660,,0.8999492,0.69361895,1.1362514,-366.2981,104.50281,7.6275625,3923.2036
0.7003004,20,10.0,4.8828126e-05,372.65,110.715195,9.966278,-335.82965,[-0.028  0.468 -2.606 -1.81  -0.711],1.1449518,34,76995,10.550486,3.5069664,3720.2140018749515,-289.11697,10.0,-14.737261,178.0583300590515,0.03812639,680,,0.8636422,0.57964647,1.2441691,-325.87473,62.450806,3.8957694,867.5401
0.6924475,20,9.999999,1.5258789e-05,414.3,168.26208,9.97593,-648.31165,[-0.003  0.484 -2.621 -1.813 -0.719],0.9046158,35,85281,8.39928,2.54207,4138.010761560549,-312.54504,10.0,-40.616833,190.31797075271606,0.21334873,700,,0.87609035,0.5880684,1.2647507,-326.87466,62.908997,6.1290503,13990.209
0.6737813,20,10.0,6.1035156e-05,379.1,158.58777,9.969328,-666.3384,[-0.028  0.482 -2.666 -1.798 -0.726],0.58764154,36,92863,2.7443643,1.7554271,3785.184006353103,-314.8487,10.0,-43.03228,203.95204710960388,0.17325133,720,,0.9986802,0.5061828,0.9677555,-330.60062,66.83038,3.2343485,17212.787
0.6685367,20,10.0,9.155274e-06,460.35,24.528666,9.98683,-81.41229,[-0.014  0.478 -2.711 -1.808 -0.745],0.2926413,37,102070,1.3343146,1.1590418,4600.463715453317,-272.40335,10.0,-6.1743817,218.69413924217224,0.37183577,740,,1.0173639,0.25210527,0.9738037,-275.1274,10.350952,1.8520354,341.15552
0.66328675,20,10.0,-6.1035156e-05,443.15,37.20912,9.981855,-126.6767,[-0.004  0.476 -2.726 -1.807 -0.75 ],0.35613412,38,110933,1.4108052,1.2175138,4427.4757287489265,-277.26,10.0,-9.839618,232.99235105514526,0.411283,760,,0.8918512,0.25402787,0.9708018,-281.31927,16.671936,1.8184047,563.19354
0.66328764,20,10.0,-3.0517578e-05,499.85,0.10635663,9.993635,-0.30322266,[ 0.005  0.461 -2.743 -1.807 -0.756],0.017318068,39,120930,1.0,1.0,4996.903527398038,-265.3518,10.0,0.07720426,249.49909853935242,0.99954706,780,,0.99998397,0.00011614101,0.9997,-265.3518,0.12420654,1.000392,0.011910609
0.66076756,20,10.0,2.746582e-05,470.5,32.79157,9.98909,-132.97742,[ 0.005  0.461 -2.743 -1.807 -0.756],0.25210527,40,130340,1.2380071,1.124463,4702.426789375007,-271.69647,10.0,-4.995788,262.9951207637787,0.45272198,800,,0.99660313,0.34827176,0.99419785,-275.29645,10.313538,2.8767257,319.08337
0.65368557,20,10.0,-6.1035156e-05,476.6,158.16022,9.993814,-689.40436,[ 0.01   0.442 -2.769 -1.781 -0.758],0.31012034,41,139872,2.0809572,1.445134,4764.520123642707,-291.36963,10.0,-21.449858,276.997043132782,0.25866234,820,,0.9592416,0.44243193,1.1478258,-301.66837,36.3869,3.2377777,9266.6455
0.6477505,20,10.0,5.493164e-05,464.8,23.10855,9.987236,-88.946594,[-1.418e-03  4.356e-01 -2.802e+00 -1.750e+00 -7.653e-01],0.26269493,42,149168,1.0881709,1.0525278,4645.027895895336,-272.63586,10.0,-6.4056563,293.38522005081177,0.47535166,840,,0.9680003,0.13287878,0.9527122,-273.73972,8.735657,1.3966177,411.37915
0.64103645,20,10.0,1.8310548e-05,456.0,16.278633,9.982712,-56.50122,[ 1.529e-03  4.386e-01 -2.833e+00 -1.752e+00 -7.712e-01],0.30010718,43,158288,1.2406461,1.1196228,4556.052685986675,-271.21954,10.0,-4.659152,306.9854681491852,0.42926747,860,,0.9404581,0.1817618,0.95685214,-273.0113,8.183105,1.4602478,119.978905
0.640094,20,9.999999,-4.272461e-05,480.45,61.22968,9.992177,-266.89148,[ 0.008  0.433 -2.847 -1.752 -0.778],0.36345598,44,167897,2.9093404,1.530617,4802.61299847145,-269.63425,10.0,-1.7375625,320.80954360961914,0.121005684,880,,0.9628297,0.32681656,1.1361097,-279.5814,14.215088,1.9351025,72.55929
0.6316951,20,10.0,3.0517578e-05,453.55,214.64743,9.989237,-926.31946,[ 0.023  0.44  -2.853 -1.757 -0.779],0.32412735,45,176968,1.2300346,1.190929,4533.055469042479,-317.25143,10.0,-48.977535,335.4421977996826,0.3360804,900,,0.9286869,0.28907165,0.9964076,-322.2554,57.03064,1.8109624,41879.492
0.6221504,20,10.0,-7.93457e-05,438.1,257.08167,9.989206,-903.7767,[ 0.022  0.44  -2.873 -1.778 -0.787],0.55986,46,185730,2.654407,1.7654613,4378.630655963786,-340.61334,10.0,-68.52732,349.4758768081665,0.08487428,920,,0.8855331,0.43850523,1.2084321,-354.86176,89.535095,2.8007486,48966.684
0.62268096,20,10.0,,483.2,8.785699,9.992239,-26.405762,[ 2.070e-03  4.589e-01 -2.919e+00 -1.810e+00 -7.968e-01],0.18602023,47,195394,1.1434656,1.0606143,4830.119605638403,-268.06256,10.0,-1.947794,364.227676153183,0.5097287,940,,1.0274353,0.16083455,0.9882326,-268.58328,3.0298462,1.4935524,45.865555
0.62274295,20,10.0,-1.8310548e-05,500.0,0.066672675,0.017316818,-0.20306396,[ 0.009  0.455 -2.929 -1.81  -0.796],,48,205394,1.0,1.0,4999.115255689402,-265.84662,10.0,-0.012140541,379.73498582839966,0.99622244,960,1.0,0.9996269,0.0010935107,1.0,-265.8472,0.070251465,1.0035999,0.0046823374
0.61859107,20,10.0,4.8828126e-05,474.6,37.236813,9.992395,-158.9248,[ 0.009  0.455 -2.929 -1.81  -0.796],0.27873006,49,214886,2.0529175,1.2579794,4744.18885867497,-273.4364,10.0,-6.25674,392.93117451667786,0.4807047,980,,0.9404041,0.20883133,1.0460759,-275.83084,10.258484,1.9729167,606.30133
0.61926144,20,10.0,-4.5776367e-05,474.1,23.38711,9.990601,-99.43567,[-2.475e-03  4.619e-01 -2.941e+00 -1.820e+00 -8.003e-01],0.29260477,50,224368,2.0606508,1.3111572,4738.767204172625,-268.61804,10.0,-1.5541923,406.95979261398315,0.22278397,1000,,0.9523707,0.2663374,1.0423657,-272.5107,7.0078125,1.648776,36.673836
0.61928165,20,10.0,-2.1362304e-05,500.0,0.07068878,0.016156197,-0.20458984,[ 0.01   0.459 -2.947 -1.817 -0.8  ],1.8229006e-05,51,234368,0.9999999,0.9999404,4999.190067171101,-265.88034,10.0,-0.012067771,422.94912004470825,0.997939,1020,0.9999404,1.0000067,0.0007117388,0.99997616,-265.88132,0.07922363,1.0019263,0.005260739
0.61621195,20,10.0,-6.1035157e-06,473.05,81.50953,9.992043,-354.81317,[ 0.01   0.459 -2.947 -1.817 -0.8  ],0.3048488,52,243829,2.0870662,1.3723823,4728.61287321949,-277.44757,10.0,-8.810707,434.9793310165405,0.36223215,1040,,0.8758341,0.26849434,1.0899221,-285.36514,19.788208,2.7227907,1403.0775
0.6145833,20,10.0,-9.155274e-06,454.25,216.00667,9.983353,-939.4888,[-0.005  0.449 -2.977 -1.811 -0.803],0.34810933,53,252914,1.9126234,1.3045132,4538.713684437406,-317.0459,10.0,-50.414974,448.26366209983826,0.2626719,1060,,0.9504131,0.23365481,0.9963504,-319.01364,53.829773,1.5456197,49303.61
0.6146803,20,10.0,3.3569337e-05,491.75,6.155622,9.99489,-26.830444,[ 0.007  0.444 -2.981 -1.808 -0.804],0.13029647,54,262749,1.0957359,1.0360389,4916.237967408042,-266.92868,10.0,-0.8077857,463.5782856941223,0.5899565,1080,,0.9954114,0.09577045,0.9976028,-267.25006,1.4923096,1.200051,15.6647625
0.6147916,20,10.0,,500.0,0.08484016,0.016662598,-0.30895996,[ 0.012  0.445 -2.981 -1.807 -0.804],,55,272749,1.0,1.0,4999.178898960012,-265.9274,10.0,-0.013426386,478.9653742313385,0.99248916,1100,1.0,0.9995429,0.0024388696,1.0,-265.9285,0.0859375,1.006618,0.0075851004
0.61322045,20,10.0,-7.93457e-05,468.3,216.29506,9.992603,-942.63196,[ 0.012  0.445 -2.981 -1.807 -0.804],0.24915288,56,282115,1.0938528,1.0431477,4681.262572847694,-315.75162,10.0,-49.419926,491.0948214530945,0.55769724,1120,,0.9887252,0.12870377,0.95559806,-316.3442,50.698486,1.4397693,48089.85
0.61370814,20,10.0,3.3569337e-05,489.2,11.258368,9.994242,-49.073303,[ 0.016  0.435 -2.983 -1.794 -0.806],0.15404017,57,291899,1.2141653,1.0695887,4890.586165962342,-267.25296,10.0,-0.8419105,504.66511273384094,0.34639627,1140,,0.99715954,0.16602288,1.0075649,-268.4184,2.6825562,1.3707312,17.436937
0.6137543,20,10.0,-5.7983398e-05,500.0,0.045786787,0.015021324,-0.08288574,[ 0.023  0.435 -2.985 -1.792 -0.805],1.8229006e-05,58,301899,0.9999999,0.9999404,4999.140228801269,-265.92447,10.0,-0.00090290065,519.3026583194733,0.9971395,1160,0.9999404,1.000017,0.00090806274,0.99997616,-265.9257,0.07678223,1.0025349,0.002204961
0.6125489,20,10.0,-3.0517578e-05,486.4,20.860939,9.994448,-90.93048,[ 0.023  0.435 -2.985 -1.792 -0.805],0.18171388,59,311627,1.350174,1.1306481,4862.644478904071,-268.08966,10.0,-1.2500454,532.1135590076447,0.25804082,1180,,0.9297242,0.22486196,1.0219715,-270.6237,4.869873,1.4222741,35.461945
0.61173874,20,10.0,-6.408691e-05,476.2,72.82681,9.9921,-317.3333,[ 0.032  0.433 -2.988 -1.79  -0.806],0.22858238,60,321151,1.2434154,1.1128912,4760.112568100434,-279.33047,10.0,-11.945052,544.679356098175,0.48114145,1200,,1.0084952,0.2581643,1.0063266,-282.9098,17.234314,2.2701576,2799.6401
0.60858035,20,10.0,-3.967285e-05,479.85,81.606705,9.994434,-355.71533,[ 0.026  0.426 -3.019 -1.796 -0.807],0.23118438,61,330748,1.4166803,1.2195418,4797.158449038069,-278.66168,10.0,-10.472461,559.3924033641815,0.24930018,1220,,0.99777305,0.28314745,1.0584812,-284.57574,18.798523,3.010489,2234.7673
0.60381687,20,10.0,-2.746582e-05,475.05,216.4787,9.99481,-943.60876,[ 0.018  0.423 -3.052 -1.812 -0.81 ],0.22241528,62,340249,1.0474794,1.0379512,4749.260807589318,-314.9164,10.0,-48.364925,572.7032527923584,0.6452518,1240,,1.0324154,0.13077039,0.9691687,-315.53906,49.73108,1.4592507,46986.168
0.60381985,20,10.0,4.5776367e-05,500.0,0.089998685,0.01778984,-0.24719238,[ 0.018  0.414 -3.052 -1.801 -0.815],,63,350249,1.0,1.0,4999.233749929623,-266.0479,10.0,-0.024239838,588.9889268875122,0.9997229,1260,1.0,0.99999064,8.16084e-05,1.0,-266.04794,0.08105469,1.0002612,0.008524038
0.5942396,20,10.0,-5.1879884e-05,460.95,214.34033,9.992462,-928.71326,[ 0.018  0.414 -3.052 -1.801 -0.815],0.3082173,64,359468,1.4176308,1.2186472,4607.756595324885,-314.83926,10.0,-46.33649,601.9218897819519,0.18697467,1280,,1.0320493,0.38422823,1.0233697,-320.3806,54.605713,2.0677366,39764.617
0.59393305,20,10.0,-9.155274e-06,491.25,6.965479,9.994972,-30.360474,[ 0.026  0.413 -3.075 -1.814 -0.825],0.13672444,65,369293,1.1620877,1.0578622,4911.25770428637,-266.99777,10.0,-0.5696793,614.81392121315,0.35209626,1300,,0.9960549,0.17277747,1.0048237,-267.63898,1.6902466,1.4415102,8.359915
0.5943443,20,9.999999,3.6621095e-05,500.0,0.06529954,0.01458168,-0.19006348,[ 0.033  0.412 -3.078 -1.814 -0.825],3.4473192e-05,66,379293,1.00012,1.0001194,4999.229238683551,-266.14188,10.0,-0.021847803,630.2021141052246,0.97210884,1320,1.0000002,0.99973917,0.008378251,1.0000603,-266.1443,0.0803833,1.0200953,0.0044883443
0.5944785,20,10.0,-5.7983398e-05,500.0,0.045419868,0.016324043,-0.103271484,[ 0.033  0.412 -3.078 -1.814 -0.825],,67,389293,1.0,1.0,4999.226603017135,-266.12003,10.0,-0.0029412059,643.6408298015594,0.9918051,1340,1.0,0.9998057,0.0024777993,1.0,-266.12134,0.062805176,1.0076197,0.002170769
0.5944785,20,10.0,1.2207031e-05,500.0,0.039942093,0.01177597,-0.09588623,[ 0.033  0.412 -3.078 -1.814 -0.824],,68,399293,1.0,1.0,4999.263996818095,-266.14642,10.0,-0.02931726,656.8574075698853,1.0,1360,1.0,1.0,,1.0,-266.14642,0.076171875,1.0,0.0016784983
0.58373994,20,10.0,7.93457e-05,453.7,206.96736,9.992292,-620.9024,[ 0.033  0.412 -3.078 -1.814 -0.824],5.178367,69,408367,85.45615,8.003389,4535.246281884245,-300.51016,10.0,-23.606598,670.1241800785065,0.019924767,1380,,0.8389787,0.6102078,2.272434,-334.9036,69.05859,6.664604,6031.79
0.58386225,20,10.0,6.1035156e-05,493.3,4.1270084,9.995119,-17.985596,[ 0.003  0.442 -3.134 -1.836 -0.835],0.11686013,70,418233,1.0992447,1.0280763,4931.789167985258,-266.84518,10.0,-0.4670554,685.1229610443115,0.5436476,1400,,1.0147092,0.09989747,0.9967043,-267.112,1.0328369,1.2620671,5.5320325
0.5815631,20,10.0,7.019043e-05,478.25,35.341633,9.993067,-153.4707,[ 0.008  0.441 -3.134 -1.836 -0.835],0.30362043,71,427798,2.190419,1.3932284,4780.835495573855,-269.1411,10.0,-1.5447593,697.3514273166656,0.09243493,1420,,0.8514063,0.3031361,1.0841461,-274.85193,8.894897,1.4239451,54.517345
0.58168125,20,10.0,-0.000100708006,500.0,0.059990354,0.0135269165,-0.16925049,[ 0.02   0.442 -3.136 -1.836 -0.837],,72,437798,1.0,1.0,4999.217527980369,-266.26404,10.0,-0.018947462,711.6651003360748,0.9936317,1440,1.0,1.0000157,0.0027267234,1.0,-266.26517,0.0715332,1.008803,0.0037867662
0.57468563,20,10.0,7.019043e-05,475.15,212.14525,9.994905,-924.7196,[ 0.02   0.442 -3.136 -1.836 -0.837],0.24318701,73,447301,1.215683,1.1795907,4750.281276962332,-308.27353,10.0,-39.600163,725.0575790405273,0.4291358,1460,,0.9836043,0.21066763,1.0369941,-314.83618,48.7583,1.8207768,31493.014
0.5715319,20,10.0,-1.2207031e-05,475.05,216.47905,9.995274,-943.6102,[ 0.017  0.454 -3.191 -1.862 -0.844],0.21994317,74,456802,1.0235794,1.018406,4749.370301311357,-315.57523,10.0,-48.956707,739.0963113307953,0.78727424,1480,,1.0083069,0.094532534,0.95940584,-315.8996,49.73633,1.3298022,48091.816
0.5715725,20,10.0,-1.5258789e-05,500.0,0.04949145,0.016645432,-0.1730957,[ 0.016  0.448 -3.191 -1.853 -0.847],1.8229006e-05,75,466802,0.9999999,0.9999404,4999.326695125867,-266.36694,10.0,-0.021567624,753.9588737487793,0.9976608,1500,0.9999404,0.99976355,0.000746325,0.99997616,-266.3681,0.067871094,1.0023743,0.0025782676
0.5719551,20,10.0,-2.1362304e-05,475.05,216.47824,9.99515,-943.60675,[ 0.016  0.448 -3.191 -1.853 -0.847],0.21869627,76,476303,1.010137,1.0081488,4749.3421540479085,-315.79968,10.0,-49.33894,766.1352398395538,0.7967919,1520,,1.0009934,0.05986453,0.9542152,-315.92804,49.729004,1.1776514,48847.656
0.57206094,20,10.0,-3.3569337e-05,500.0,0.06045844,0.017022133,-0.1281128,[ 0.016  0.442 -3.192 -1.845 -0.847],,77,486303,1.0,1.0,4999.263463879943,-266.35275,10.0,-0.011472805,781.7350673675537,0.9946253,1540,1.0,0.99966425,0.0015037688,1.0,-266.3538,0.07458496,1.0057024,0.0038446705
0.5721,20,10.0,1.5258789e-05,500.0,0.059873227,0.016132355,-0.13616943,[ 0.016  0.442 -3.192 -1.845 -0.847],1.8229006e-05,78,496303,0.9999999,0.9999404,4999.267181168219,-266.35287,10.0,-0.012792525,794.955265045166,0.99787617,1560,0.9999404,1.0003271,0.000872106,0.99997616,-266.35406,0.07019043,1.0041697,0.003773247
