InitialReturnMean,StdIW,MinD2w0t,ReturnStepMax,Weights,MeanIW,InitialBound,StdD2w0t,MeanEntropy,EpisodesSoFar,EpRewMean,J_sample_variance,MinIW,ReturnStepMaxmin,Iteration,EntropyCoefficient,MaxD2w0t,TimeElapsed,InitialReturnMin,EmpiricalD2,MeanD2w0t,InitialReturnMax,InitialReturnStd,TimestepsSoFar,MaxIW,EpLenMean,EpThisIter,Bound,ReturnMeanIW
-1.6174316e-05,0.5977356,,10.0,[-0.279  0.611 -1.57  -2.131 -0.56 ],0.8483764,-498.82446,0.7341002,0.872421,1200,988.4510608148673,81909.234,0.04340232,9.792789,12,10.0,10.225962,170.1055462360382,-596.6186,2.5968506,0.3214882,283.26868,176.16875,62989,3.5028152,99.88,100,-457.0261,-318.64346
-2.380371e-05,0.7949047,,10.0,[-0.303  0.708 -1.635 -2.156 -0.547],0.65532154,-443.72983,2.1139495,0.8911492,1300,1217.007378037476,105653.87,0.0057544704,9.830679,13,10.0,55.234047,193.17929005622864,-644.2496,13.856626,0.69586235,330.54407,179.04361,75263,9.225939,122.74,100,-381.6065,-219.4304
1.5258789e-05,0.6717723,,10.0,[-0.338  0.621 -1.64  -2.132 -0.528],0.5724085,-493.68063,1.4956309,0.8408562,1400,1003.2839771755072,88405.46,0.0002983672,9.796463,14,10.0,34.385044,211.5434033870697,-601.87946,11.207257,0.4950773,298.85504,171.39839,85399,7.556742,101.36,100,-362.28455,-195.94772
-4.272461e-06,0.73955435,,10.0,[-0.276  0.661 -1.659 -2.156 -0.578],0.63500375,-459.21564,1.7065493,0.7729387,1500,1169.601805823482,65467.305,0.0043435553,9.82378,15,10.0,31.07587,234.5105459690094,-638.6605,6.6876554,0.651675,322.65186,200.249,97199,11.797345,118.0,100,-362.32623,-197.86537
1.8920899e-05,0.85386115,,10.0,[-0.332  0.69  -1.675 -2.183 -0.646],0.8240322,-441.0426,0.902721,0.72358865,1600,1185.9609156631448,113865.28,0.009878247,9.8271675,16,10.0,11.143167,257.6972658634186,-580.5971,3.4902692,0.43051273,315.50226,144.87679,109162,7.0110984,119.63,100,-410.99228,-269.83145
-6.1035155e-07,0.78956455,,10.0,[-0.38   0.718 -1.675 -2.171 -0.695],0.56606334,-458.80222,2.1270783,0.6694484,1700,1126.5821187244087,68789.39,0.00066792825,9.818514,17,10.0,83.76863,275.8918385505676,-630.05096,15.185758,0.6643318,336.7176,154.43288,120531,14.140062,113.69,100,-324.42432,-151.08539
6.408691e-05,0.9843998,,10.0,[-0.322  0.741 -1.668 -2.191 -0.749],0.6661647,-419.10266,1.5793613,0.6577118,1800,1294.4618104399194,156255.7,0.0006414071,9.841566,18,10.0,36.782192,299.0705804824829,-681.4231,12.113633,0.56364566,299.3462,180.42365,133579,11.23996,130.48,100,-343.48477,-196.64482
-2.0751953e-05,1.0563756,,10.0,[-0.379  0.724 -1.673 -2.144 -0.761],0.75113815,-434.21518,1.1716214,0.6374543,1900,1187.9814901897796,226050.53,0.00073632214,9.827803,19,10.0,22.380032,321.16264295578003,-645.6944,8.978881,0.45613816,271.18982,139.15567,145562,9.168254,119.83,100,-398.03915,-253.27159
-2.380371e-05,0.72471446,,10.0,[-0.43   0.699 -1.688 -2.113 -0.781],0.5286922,-479.33414,2.3167534,0.5962048,2000,1048.24220680655,57856.727,0.0020007247,9.806202,20,10.0,97.84844,340.53466987609863,-618.86084,20.170443,0.6200194,252.33984,170.0287,156147,16.577385,105.85,100,-328.4483,-147.37544
-5.126953e-05,1.2204096,,10.0,[-0.347  0.683 -1.705 -2.145 -0.823],0.69052213,-432.3438,2.2298076,0.590837,2100,1164.229375024093,214244.08,0.005018346,9.82514,21,10.0,58.647427,361.64208126068115,-657.84576,20.322289,0.6182144,257.1944,119.248375,167892,13.319042,117.45,100,-347.99307,-182.61601
-4.4555665e-05,1.6722224,,10.0,[-0.282  0.692 -1.702 -2.147 -0.828],0.92397237,-397.5068,1.2214278,0.5844737,2200,1352.985941518707,65624.65,0.020552214,9.848726,22,10.0,21.72002,384.9014308452606,-704.13556,5.1531825,0.5609576,265.13214,152.44392,181525,36.18219,136.33,100,-341.69553,-193.33594
1.8310548e-05,0.8306462,,10.0,[-0.278  0.762 -1.707 -2.127 -0.834],0.74144506,-352.22534,1.2020787,0.5989302,2300,1535.4251589203311,69180.63,0.023399048,9.865801,23,10.0,11.650846,410.0953552722931,-730.47266,6.37029,0.63585466,221.07178,139.0805,196983,10.279858,154.58,100,-298.76657,-155.78722
5.7373047e-05,0.995094,,10.0,[-0.254  0.796 -1.731 -2.083 -0.82 ],0.71523744,-308.4832,2.4690943,0.57097834,2400,1757.648661169951,25818.23,0.0056083463,9.88183,24,10.0,52.918983,437.1804025173187,-534.6277,15.658496,0.94549185,191.9303,120.576126,214664,14.6404295,176.81,100,-238.55998,-93.84863
7.93457e-06,1.0779598,,10.0,[-0.196  0.765 -1.735 -2.09  -0.848],0.7730846,-300.678,1.587073,0.54426265,2500,1979.6784922843788,53944.176,0.0038164314,9.895317,25,10.0,17.933275,466.87637400627136,-803.5117,8.016925,0.91510344,189.60016,177.2087,234565,14.61817,199.01,100,-255.80557,-118.32387
6.8359375e-05,1.116536,,10.0,[-0.167  0.794 -1.777 -2.069 -0.875],0.91093594,-241.14407,2.4162238,0.5098293,2600,2473.122257017513,19754.023,0.0041822223,9.916502,26,10.0,28.8551,501.844722032547,-642.38635,12.573636,1.393245,128.94,162.17168,259400,17.34539,248.35,100,-211.80908,-76.2158
-2.6855469e-05,0.94635403,,10.0,[-0.139  0.82  -1.884 -2.059 -0.909],0.8888296,-212.4994,1.8440366,0.48820323,2700,2924.677161583403,25577.906,0.004077813,9.931145,27,10.0,23.978815,541.1914193630219,-894.0815,9.387311,1.2710603,99.2439,165.98311,288748,21.645687,293.48,100,-183.79929,-57.210537
-2.6855469e-05,0.8684405,,10.0,[-0.111  0.842 -1.978 -2.054 -0.931],0.77249,-215.84718,13.06851,0.47190785,2800,3310.6040652224633,24957.723,0.00049581187,9.944197,28,10.0,228.85002,590.9009623527527,-891.59827,60.44899,4.2199426,101.70093,202.5122,321947,10.65814,331.99,100,-192.8403,-59.989067
5.9204103e-05,0.5376484,,10.0,[-0.145  0.814 -2.015 -2.072 -0.947],0.9376151,-182.54807,0.7612302,0.457498,2900,3139.152877917054,10116.101,0.03591754,9.937019,29,10.0,3.6255026,636.268816947937,-914.7212,1.9307573,0.90060663,68.62372,124.67257,353438,4.67341,314.91,100,-173.55101,-50.117283
5.3100586e-05,0.98519105,,10.0,[-0.149  0.858 -2.083 -2.082 -0.961],0.82514834,-177.76306,2.8839285,0.43579534,3000,3056.1949608636,5426.5386,0.0062461416,9.93557,30,10.0,39.026096,676.5945184230804,-715.34753,16.459484,1.5709018,63.791443,87.90261,384099,15.859931,306.61,100,-152.65434,-26.11454
-8.4228515e-05,0.7752458,,10.0,[-0.115  0.859 -2.105 -2.09  -0.983],0.98338085,-148.73018,3.2201293,0.43603486,3100,3805.351915645421,3697.6658,0.008476807,9.955994,31,10.0,72.33073,728.9854955673218,-381.26123,16.17611,1.7785686,33.51483,62.090225,422237,9.048056,381.38,100,-140.51437,-19.326677
-6.1035156e-05,0.5052123,,10.0,[-0.085  0.864 -2.196 -2.113 -0.983],0.9973125,-141.31696,0.55928093,0.42847118,3200,4340.1974961085725,6458.4297,0.037796,9.970871,32,10.0,4.4626436,783.5994312763214,-579.37195,2.2387922,1.0993344,25.381714,94.50579,465703,5.2398977,434.66,100,-133.64381,-14.818135
4.0283205e-05,0.42100194,,10.0,[-0.067  0.841 -2.248 -2.1   -0.99 ],0.9679763,-155.15579,0.3899524,0.41812313,3300,4521.068005173851,21411.748,0.10327967,9.9834175,33,10.0,2.0750866,846.936704158783,-954.8351,1.5487235,1.095192,38.523743,167.7124,510952,4.3313236,452.49,100,-148.8913,-29.263617
3.234863e-05,0.30732155,,10.0,[-0.057  0.821 -2.308 -2.098 -1.001],1.0358135,-147.15727,0.30270424,0.41359237,3400,4691.41374881807,20778.977,0.1153978,9.988071,34,10.0,2.348082,907.4867734909058,-963.1683,1.3982075,1.042567,30.189575,157.22829,557895,2.5191586,469.43,100,-143.80923,-25.610264
5.2490235e-05,0.11846449,,10.0,[-0.045  0.81  -2.37  -2.097 -1.005],1.0048723,-137.8827,0.17115083,0.41115716,3500,4852.81915674973,18161.73,0.56098664,9.993065,35,10.0,1.059782,977.6857783794403,-972.73615,1.0328714,0.9871433,20.641357,138.3599,606441,1.3771334,485.46,100,-137.31737,-19.549364
-7.507324e-05,0.1555334,,10.0,[-0.044  0.807 -2.401 -2.101 -1.008],1.0017225,-121.58947,0.14843011,0.4101331,3600,4892.624370581703,383.92023,0.49691734,9.993961,36,10.0,1.154971,1040.0689840316772,-317.12732,1.0559812,1.0002923,4.2781982,32.190243,655383,1.7392454,489.42,100,-120.204025,-2.4035933
-5.1879884e-05,0.19533959,,10.0,[-0.04   0.806 -2.46  -2.103 -1.009],1.0154142,-123.1712,0.13948055,0.40820342,3700,4908.953360151898,1191.9379,0.37180296,9.993694,37,10.0,1.1649568,1104.5051505565643,-518.5536,1.0752878,1.0160524,5.852051,52.164173,704489,1.8554784,491.06,100,-121.86506,-3.8332088
5.6152345e-05,0.71131027,,10.0,[-0.044  0.823 -2.49  -2.12  -1.011],1.0271671,-149.50816,0.9677712,0.39656043,3800,4750.511669272073,11600.029,0.13138178,9.99247,38,10.0,21.297052,1167.2224550247192,-961.135,2.9380846,1.409022,32.2276,155.83894,752013,15.426181,475.24,100,-142.01184,-21.071815
7.93457e-06,0.3860242,,10.0,[-0.061  0.799 -2.547 -2.087 -1.022],0.955476,-140.9866,0.7021078,0.39523956,3900,4616.873096326805,19003.197,0.04464197,9.981682,39,10.0,7.579691,1230.4347920417786,-959.25757,2.7850556,1.2190713,24.13147,137.46555,798225,3.7220924,462.12,100,-138.6402,-20.065262
6.1035157e-06,0.32408,,10.0,[-0.043  0.793 -2.548 -2.08  -1.024],0.9854625,-155.43109,0.25899196,0.38354522,4000,4730.135050569317,25332.152,0.24698813,9.991688,40,10.0,1.3315539,1292.2189650535583,-945.3235,1.2255983,1.0527232,38.056763,182.76746,845547,3.1320944,473.22,100,-151.21371,-31.988798
-4.5776367e-05,0.14147502,,10.0,[-0.041  0.801 -2.623 -2.095 -1.035],1.0074031,-138.20837,0.17789973,0.38533214,4100,4848.967285483158,19507.197,0.33241308,9.994534,41,10.0,1.3467212,1356.8822906017303,-972.784,1.0758117,0.9918765,20.58374,139.00626,894051,1.6570983,485.04,100,-137.9725,-20.052126
-4.1503907e-05,0.022219205,,10.0,[-0.035  0.8   -2.623 -2.094 -1.034],0.99940217,-128.38332,0.13317528,0.3853516,4200,4908.685918642316,9852.207,0.8920789,9.995926,42,10.0,1.0052931,1414.820374250412,-982.66034,1.0014896,0.9825312,10.704895,98.87696,943149,1.0877236,490.98,100,-128.36154,-10.540088
-1.953125e-05,0.09549907,,10.0,[-0.035  0.799 -2.625 -2.092 -1.034],1.0042516,-118.08709,0.06702091,0.38696247,4300,4977.85267276959,1.2337741,0.4767692,9.9970455,43,10.0,1.1282221,1475.0523369312286,-15.112061,1.0273882,1.0040638,0.36224365,1.8406868,992936,1.390481,497.87,100,-118.013275,-0.1652901
4.8828126e-05,0.21547763,,10.0,[-0.031  0.799 -2.625 -2.092 -1.032],1.004861,-127.63651,0.12203213,0.3819194,4400,4933.022358926435,6100.451,0.35783017,9.995649,44,10.0,1.1413608,1530.0106768608093,-963.5095,1.0925356,1.0306737,9.9904175,96.84143,1042278,1.810601,493.42,100,-126.20966,-7.8344607
1.2207031e-06,5.556726e-05,,10.0,[-0.029  0.805 -2.662 -2.11  -1.037],0.99999243,-117.992546,0.04400121,0.3819194,4500,4989.555503698921,1.2411108,0.9996768,9.997459,45,10.0,0.99999976,1601.2586777210236,-11.010925,0.99988097,0.9980405,0.20904541,1.1087364,1092181,1.0001646,499.03,100,-117.99181,-0.14193437
-7.8125e-05,0.30339122,,10.0,[-0.029  0.805 -2.662 -2.11  -1.037],0.98890305,-125.29244,0.1410487,0.37549332,4600,4943.2934429061315,2402.915,0.30888838,9.996397,46,10.0,2.0478718,1661.918431520462,-733.17,1.1900631,1.0561346,7.55249,73.68834,1141624,6.208267,494.43,100,-123.6237,-5.165926
-2.4414062e-06,0.19048958,,10.0,[-0.038  0.805 -2.69  -2.11  -1.043],0.99959046,-147.68501,0.18811119,0.3695464,4700,4829.912439912167,25903.49,0.33094305,9.995932,47,10.0,1.1383647,1721.0910375118256,-963.4573,1.0715362,0.9992494,29.92041,168.27582,1189934,1.7890142,483.1,100,-146.57133,-28.201862
-8.178711e-05,0.13494495,,10.0,[-0.035  0.802 -2.723 -2.115 -1.049],0.99197334,-128.39648,0.14046729,0.37009016,4800,4914.02110308736,9899.701,0.32365426,9.99609,48,10.0,1.5557137,1784.7114975452423,-982.81323,1.0831684,1.0072576,10.560547,98.84284,1239085,1.8326403,491.51,100,-128.18738,-10.122999
-7.8125e-05,0.0806863,,10.0,[-0.028  0.8   -2.723 -2.115 -1.049],0.9953775,-118.18098,0.062007137,0.36997977,4900,4981.085510117284,0.5830527,0.4592024,9.997187,49,10.0,1.1373482,1849.9451944828033,-10.064636,1.0233141,1.00348,0.29260254,1.4045476,1288904,1.2394716,498.19,100,-118.123505,-0.11985118
-6.469726e-05,0.24636869,,10.0,[-0.025  0.801 -2.723 -2.115 -1.049],1.018505,-147.55624,0.18536474,0.3682713,5000,4849.639452998145,24810.838,0.35395578,9.996912,50,10.0,1.1588211,1911.839741230011,-963.68994,1.1289415,1.0335165,29.683777,168.30928,1337409,2.792636,485.05,100,-146.30199,-27.528479
1.2207031e-06,0.090103745,,10.0,[-0.025  0.782 -2.711 -2.081 -1.051],0.9890589,-128.15056,0.11469133,0.36916605,5100,4934.615900815087,9874.921,0.38666904,9.997293,51,10.0,1.1553096,1981.1938004493713,-983.1316,1.0267411,0.9952439,10.236694,98.8341,1386763,1.3417338,493.54,100,-128.05327,-10.036766
2.8686523e-05,0.18861382,,10.0,[-0.021  0.782 -2.711 -2.081 -1.05 ],1.000159,-123.69346,0.104704246,0.37027362,5200,4954.910882266071,1872.8551,0.5184035,9.997677,52,10.0,1.3906665,2042.6579570770264,-563.1531,1.084687,1.0239228,5.7666626,56.59905,1436319,2.7393832,495.56,100,-122.65137,-4.3508377
-6.7749024e-05,0.33701524,,10.0,[-0.027  0.774 -2.748 -2.075 -1.049],0.9701681,-135.47551,0.42561692,0.3676706,5300,4896.8141547711375,11640.017,0.2644216,9.996851,53,10.0,7.70612,2103.75107049942,-965.78357,1.6130317,1.1476266,17.6026,123.254295,1485296,6.3025107,489.77,100,-133.87239,-14.994261
8.056641e-05,0.048290063,,10.0,[-0.042  0.778 -2.783 -2.085 -1.051],1.0032887,-118.19366,0.06411657,0.3692223,5400,4978.616352471615,1.3034508,0.7799077,9.996927,54,10.0,1.0239924,2171.6094484329224,-9.416016,1.0069731,0.99841404,0.30023193,1.2655785,1535091,1.2626977,497.95,100,-118.17481,-0.17743522
3.6621093e-06,0.0638663,,10.0,[-0.04   0.778 -2.783 -2.085 -1.05 ],1.0022507,-118.1544,0.06543662,0.37070665,5500,4977.945872113863,1.0737401,0.68007964,9.996651,55,10.0,1.053476,2231.4011204242706,-11.569275,1.0149903,1.0004356,0.29077148,1.30134,1584880,1.3044257,497.89,100,-118.12459,-0.13446249
-0.000100097655,0.028559005,,10.0,[-0.038  0.778 -2.783 -2.086 -1.048],0.9968505,-127.94073,0.10771589,0.3696082,5600,4940.403592689075,9792.246,0.88648915,9.996428,56,10.0,1.0022765,2290.909079313278,-983.2742,1.0016907,0.989122,10.096863,98.82462,1634294,1.1127352,494.14,100,-127.92243,-9.938002
-7.324219e-05,0.09972486,,10.0,[-0.037  0.776 -2.783 -2.084 -1.049],1.0047206,-118.27627,0.07740519,0.36979023,5700,4971.828383998965,0.9662092,0.32809055,9.996576,57,10.0,1.1959023,2352.1210656166077,-21.732788,1.0465851,1.0078818,0.41119385,2.3185644,1684022,1.4341911,497.28,100,-118.158325,-0.12786074
-7.93457e-05,0.12849034,,10.0,[-0.032  0.776 -2.784 -2.084 -1.049],1.0098311,-137.62883,0.158845,0.3667265,5800,4873.85483858274,17674.607,0.42037383,9.994543,58,10.0,1.1382506,2415.643670320511,-963.52185,1.0387462,0.9889631,19.874756,136.94518,1732775,1.43188,487.53,100,-136.98094,-18.853718
-3.0517578e-05,0.23362158,,10.0,[-0.028  0.774 -2.817 -2.084 -1.052],0.9910477,-134.01059,0.15905905,0.3639875,5900,4900.433330188126,10190.875,0.3415019,9.996946,59,10.0,1.7058787,2486.031842947006,-977.2698,1.1362287,1.0334046,16.09961,115.17919,1781788,3.6788704,490.13,100,-131.15874,-12.527694
-6.0424805e-05,0.1524158,,10.0,[-0.035  0.765 -2.865 -2.074 -1.055],0.9992425,-118.56406,0.10905118,0.3645006,6000,4954.750703801967,1.5562941,0.24321347,9.995449,60,10.0,1.507447,2556.355096578598,-38.91565,1.1002094,1.019163,0.70770264,4.051626,1831348,1.9296418,495.6,100,-118.27476,-0.13200879
-2.746582e-05,0.0002160045,,10.0,[-0.028  0.765 -2.865 -2.074 -1.054],1.0000367,-118.07649,0.03192072,0.36450192,6100,4994.15608392731,0.119192086,0.99920505,9.997515,61,10.0,1.0000001,2629.124526500702,-3.2114258,1.0,0.99898,0.122558594,0.34355417,1881297,1.000922,499.49,100,-118.07647,-0.05170936
-2.6855469e-05,0.090313405,,10.0,[-0.028  0.765 -2.865 -2.074 -1.054],0.9866353,-118.22502,0.057596847,0.36483,6200,4983.966032088733,1.019791,0.47725773,9.997141,62,10.0,1.1284709,2690.8992767333984,-19.650269,1.0289905,1.0055605,0.28814697,1.977904,1931145,1.2764025,498.48,100,-118.157585,-0.098109834
3.0517579e-06,0.047656283,,10.0,[-0.024  0.765 -2.865 -2.074 -1.054],0.99430454,-128.01662,0.107318565,0.36667195,6300,4941.148002300337,9829.122,0.8007242,9.99703,63,10.0,1.0115261,2756.9296050071716,-983.28687,1.004799,0.9905297,10.08667,98.82549,1980565,1.1613547,494.2,100,-127.99313,-9.967603
-1.15966795e-05,0.062452078,,10.0,[-0.023  0.765 -2.865 -2.075 -1.052],1.0024812,-137.8777,0.14363791,0.3638524,6400,4894.547626783827,19284.637,0.752907,9.996593,64,10.0,1.0083027,2816.7270941734314,-973.3857,1.0078369,0.98300165,19.985107,139.05537,2029520,1.197761,489.55,100,-137.82867,-19.749561
8.117676e-05,0.10193363,,10.0,[-0.023  0.765 -2.865 -2.074 -1.055],0.9909725,-118.36467,0.062349495,0.36434016,6500,4982.25092936468,1.426926,0.3707971,9.997892,65,10.0,1.2128123,2880.802128314972,-30.154541,1.0355537,1.0079584,0.3852539,3.0312252,2079349,1.3236487,498.29,100,-118.23142,-0.149014
-2.380371e-05,0.028793238,,10.0,[-0.019  0.766 -2.865 -2.075 -1.055],0.996306,-127.98508,0.09948074,0.3655879,6600,4949.459606627478,9847.562,0.9056721,9.997892,66,10.0,1.0017955,2946.2567863464355,-983.36615,1.00159,0.9908089,10.002258,98.83204,2128850,1.1184328,495.01,100,-127.97285,-9.9493475
-1.4038086e-05,0.017833913,1.0000014,10.0,[-0.019  0.766 -2.865 -2.075 -1.053],1.0004863,-118.05387,0.0002070183,0.3664537,6700,4999.459524378889,0.0032715923,0.9400688,0.014867783,67,10.0,1.0007168,3013.9415559768677,-0.20928955,1.0007156,1.0003458,0.074523926,0.056766003,2178850,1.0735688,500.0,100,-118.04968,-0.040111966
0.00012207031,0.069501124,,10.0,[-0.019  0.766 -2.865 -2.075 -1.052],0.99876845,-118.16281,0.04748407,0.36757216,6800,4988.369663214173,0.55167687,0.5235556,9.99795,68,10.0,1.0730455,3075.7421135902405,-13.592163,1.0125623,1.0021701,0.20397949,1.3668405,2228740,1.2167836,498.9,100,-118.116035,-0.09493414
-2.9907227e-05,0.117843166,,10.0,[-0.016  0.765 -2.865 -2.076 -1.051],1.0090365,-137.77359,0.14172639,0.36880964,6900,4899.542319949707,18642.656,0.6378883,9.997385,69,10.0,1.0299882,3142.3139219284058,-973.52014,1.0244148,0.9923297,19.856873,138.36325,2277743,1.8088869,490.03,100,-137.55783,-19.419888
-4.3945314e-05,0.17971557,,10.0,[-0.016  0.757 -2.857 -2.061 -1.05 ],1.0108359,-130.41864,0.13647315,0.36734858,7000,4912.7384408051275,9824.428,0.58012605,9.997372,70,10.0,1.2146953,3222.9399268627167,-970.8814,1.0644217,1.0111217,12.513306,100.9194,2326878,2.2968605,491.35,100,-129.69818,-11.341095
-4.333496e-05,0.08676477,,10.0,[-0.021  0.745 -2.88  -2.048 -1.052],0.9999626,-137.67294,0.14106558,0.36716035,7100,4899.649991242279,18671.197,0.7365189,9.997421,71,10.0,1.0340861,3299.439293384552,-963.64545,1.0176191,0.9887147,19.743408,137.66353,2375882,1.3938206,490.04,100,-137.54266,-19.432587
-4.8217775e-05,0.12544626,,10.0,[-0.022  0.736 -2.875 -2.035 -1.052],1.0162271,-137.77216,0.14224975,0.3632796,7200,4899.575547362504,18072.793,0.5604456,9.99753,72,10.0,1.0499897,3368.103814125061,-973.5329,1.0312679,0.9951358,19.842407,138.3649,2424885,1.5986893,490.03,100,-137.32791,-19.105711
-1.15966795e-05,0.16139299,,10.0,[-0.023  0.736 -2.896 -2.041 -1.056],0.99466217,-127.95288,0.109929144,0.35936975,7300,4942.263638922449,8360.443,0.57105505,9.997501,73,10.0,1.075672,3449.9344902038574,-973.4092,1.052307,1.0136071,9.986694,97.833855,2474315,1.7853904,494.3,100,-127.57476,-9.208072
1.5258789e-05,0.0034028613,0.9998808,10.0,[-0.021  0.727 -2.89  -2.024 -1.06 ],1.0004666,-118.13241,5.2894517e-05,0.35950962,7400,4999.439357528734,0.0036323376,0.9886503,0.017409325,74,10.0,0.99999976,3516.4760246276855,-0.19946289,0.99988085,0.99998045,0.08874512,0.05993403,2524315,1.014807,500.0,100,-118.13033,-0.056355026
4.760742e-05,0.015204043,1.000001,10.0,[-0.021  0.727 -2.89  -2.024 -1.059],0.9997953,-118.12621,0.00013776506,0.3601973,7500,4999.466611797586,0.0037227448,0.9455992,0.019107819,75,10.0,1.0004778,3584.5810384750366,-0.21435547,1.0004772,1.00024,0.07598877,0.060516033,2574315,1.0699571,500.0,100,-118.12235,-0.051668204
-3.601074e-05,0.09386109,,10.0,[-0.021  0.727 -2.89  -2.024 -1.059],0.9877572,-148.01515,0.1796776,0.3613277,7600,4836.5739624348635,28704.14,0.54520935,9.996637,76,10.0,1.1447418,3655.762260198593,-963.3152,1.0278319,0.9780786,30.056702,169.42053,2622690,1.4923753,483.75,100,-147.86902,-29.722004
-1.2817382e-05,0.069454744,,10.0,[-0.017  0.72  -2.892 -2.014 -1.058],1.0077813,-128.01727,0.10000106,0.35814735,7700,4949.458564888378,9542.804,0.8110694,9.997889,77,10.0,1.0150708,3732.806904554367,-983.3639,1.0111215,0.9954828,10.011047,98.83182,2672191,1.4361731,495.01,100,-127.94999,-9.795917
-5.1879884e-05,0.065668084,,10.0,[-0.018  0.719 -2.892 -2.014 -1.061],1.0014005,-128.05508,0.0998646,0.35533023,7800,4949.479221250806,9603.485,0.756558,9.997974,78,10.0,1.0125742,3807.6505932807922,-983.3622,1.0087843,0.99431795,10.019165,98.83163,2721692,1.2856163,495.01,100,-128.00153,-9.8330965
