EpRewMean,Bound,TimestepsSoFar,ReturnStepMaxmin,MeanIW,MeanEntropy,InitialReturnStd,EpisodesSoFar,StdIW,MeanD2w0t,TimeElapsed,InitialReturnMax,StdD2w0t,InitialReturnMin,MinD2w0t,MinIW,MaxD2w0t,EmpiricalD2,InitialReturnMean,Weights,ReturnStepMax,EpThisIter,EpLenMean,Iteration,MaxIW,ReturnMeanIW,InitialBound,J_sample_variance
4775.678931938952,-273.53397,278343,9.990307,0.9659841,0.37778333,18.756947,1520,0.25617388,1.0024503,581.7653610706329,5.7790527,0.22584078,-76.76349,,0.14487816,1.4495592,1.1789132,6.713867e-05,[-0.02   0.612 -2.079 -2.487 -1.04 ],10.0,20,477.8,76,1.6239212,-0.7803208,-277.41904,11.275286
4861.520077776708,-274.85626,288070,9.991875,0.97224414,0.3764277,17.766558,1540,0.14880523,0.9981368,599.883939743042,4.2823486,0.16902366,-77.42853,,0.54982203,1.1409158,1.0595667,3.967285e-05,[-0.011  0.612 -2.09  -2.489 -1.041],10.0,20,486.35,77,1.520112,-2.1612794,-276.03574,100.91645
4999.091273519527,-272.11282,298070,0.016030312,1.0,0.3764277,0.13650773,1560,,1.0,618.2573490142822,0.15600586,,-0.35217285,1.0,1.0,1.0,1.0,-3.3569337e-05,[-0.016  0.608 -2.103 -2.486 -1.043],10.0,20,500.0,78,1.0,-0.05092082,-272.11282,0.019612508
4817.123788840769,-273.10342,307709,9.990168,0.991491,0.3749147,9.655738,1580,0.21495025,0.9936638,635.454108953476,3.2633057,0.19676897,-37.236633,,0.22146633,1.330702,1.1003497,4.5776367e-05,[-0.016  0.608 -2.103 -2.486 -1.043],10.0,20,481.95,79,1.4294313,-0.5024944,-274.9309,5.8074718
4749.57743811868,-318.6896,317211,9.99403,1.0339904,0.36938465,214.28519,1600,0.29543293,1.006723,652.558343410492,49.322754,0.23294501,-934.0475,,0.46722442,1.1287712,1.1152735,-3.967285e-05,[-0.009  0.608 -2.103 -2.486 -1.044],10.0,20,475.1,80,2.2538729,-45.039227,-321.16623,40685.605
4764.747105499142,-293.63815,326743,9.994768,0.9113029,0.3581538,158.16235,1620,0.39651364,1.3924876,668.3863272666931,36.387512,0.91645986,-689.4137,,0.14050132,11.470314,2.428163,-4.8828126e-05,[-0.008  0.61  -2.123 -2.504 -1.05 ],10.0,20,476.6,81,3.8597987,-14.89358,-308.27228,4484.461
4604.819861440914,-323.1703,335957,9.990564,0.9917623,0.3582697,216.09415,1640,0.21540393,0.95548904,683.7790682315826,52.65918,0.2824573,-940.70087,,0.3392197,1.2929201,1.0976527,3.3569337e-05,[-0.025  0.595 -2.138 -2.491 -1.061],10.0,20,460.7,82,1.8534063,-50.565353,-324.32184,48872.63
4615.651716136253,-295.51147,345194,9.987682,0.9545094,0.34780896,162.70084,1660,0.45170638,1.1505622,698.8962738513947,39.369568,0.4077288,-708.8864,,0.15256597,2.7086635,1.5902016,-6.1035157e-06,[-0.02   0.587 -2.141 -2.481 -1.061],10.0,20,461.85,83,3.207594,-17.450064,-310.88495,5705.9233
4917.7115055786135,-272.42502,355035,9.988695,0.990568,0.3471065,1.8719975,1680,0.021386817,0.9846377,715.2529270648956,0.88183594,0.12515795,-5.5477295,,0.9145831,1.0027364,1.0013449,-5.1879884e-05,[-0.027  0.572 -2.158 -2.475 -1.071],10.0,20,492.05,84,1.065964,-0.3502924,-272.44086,3.2928696
4187.778434235747,-355.51392,363417,9.984644,0.88166755,0.32565367,291.59985,1700,0.41006985,1.1510352,728.642413854599,105.66998,0.55559444,-877.70593,,0.18474525,1.9965289,1.7375368,-2.4414063e-05,[-0.028  0.572 -2.158 -2.476 -1.072],10.0,20,419.1,85,2.8320234,-74.75366,-377.0399,50993.387
4727.211854669082,-274.99362,372876,9.990343,1.0303044,0.32483107,16.44616,1720,0.32361588,1.0105437,744.2774994373322,6.1239014,0.2622024,-57.89142,,0.24045056,1.7128365,1.2276533,3.6621095e-05,[-0.025  0.576 -2.198 -2.502 -1.093],10.0,20,472.95,86,1.953579,-1.7641375,-277.7897,33.159657
4868.265966707926,-273.46326,382616,9.992899,0.99262697,0.3237073,12.022439,1740,0.1910385,1.0110201,760.4282174110413,3.036438,0.17298676,-52.32074,,0.3267334,1.3007905,1.1103444,4.5776367e-05,[-0.016  0.575 -2.209 -2.504 -1.094],10.0,20,487.0,87,1.6316509,-0.8923823,-274.82547,16.525986
4513.861384774398,-331.98132,391649,9.988338,1.0472215,0.31106573,236.54611,1760,0.50876266,1.1458822,775.1072154045105,74.5907,0.45162043,-918.78143,,0.27435407,2.9611635,1.6144718,4.577637e-06,[-0.011  0.574 -2.21  -2.505 -1.095],10.0,20,451.65,88,5.0192795,-54.09083,-346.13074,45194.547
4968.3831581895665,-272.129,401589,9.993528,1.0015515,0.31134096,1.0259917,1780,0.022266442,0.99462557,791.3100039958954,0.3361206,0.0772804,-4.437256,,0.88293904,1.005747,1.0018423,-4.5776367e-05,[-0.019  0.565 -2.23  -2.507 -1.108],10.0,20,497.0,89,1.0731292,-0.058344096,-272.14203,0.9231699
4999.345401233126,-272.08286,411589,0.014862061,1.0,0.31134096,0.068509586,1800,,1.0,807.0730900764465,0.08734131,,-0.13494873,1.0,1.0,1.0,1.0,2.746582e-05,[-0.018  0.565 -2.23  -2.507 -1.108],10.0,20,500.0,90,1.0,-0.020955706,-272.08286,0.0049394113
4961.405659491589,-272.17694,421515,9.99361,1.0007079,0.3113073,0.9646092,1820,0.027229007,0.9934824,822.9886999130249,0.39074707,0.08578937,-3.0004272,,0.8501856,1.0098051,1.0025029,-9.155274e-06,[-0.018  0.565 -2.23  -2.507 -1.108],10.0,20,496.3,91,1.0697997,-0.10124035,-272.1918,0.8108887
4640.373766959241,-274.27896,430804,9.98226,0.858374,0.30984747,11.808797,1840,0.2688889,1.0280707,837.5830407142639,5.777405,0.3174763,-41.52826,,0.121042445,1.857437,1.3868814,-4.5776367e-05,[-0.017  0.565 -2.23  -2.507 -1.108],10.0,20,464.45,92,1.4423854,-1.1500129,-277.0201,17.487022
4999.34991167005,-272.1077,440804,0.012779236,1.0,0.30984747,0.095281355,1860,,1.0,853.8267602920532,0.1126709,,-0.1963501,1.0,1.0,1.0,1.0,5.493164e-05,[-0.009  0.563 -2.236 -2.507 -1.109],10.0,20,500.0,93,1.0,-0.045811534,-272.1077,0.009555641
4993.787112919384,-272.05273,450794,9.995176,1.0,0.30984747,0.25431794,1880,,0.999,869.7367639541626,0.15435791,0.03160694,-1.0581055,,1.0,1.0,1.0,-1.5258789e-05,[-0.009  0.563 -2.236 -2.507 -1.109],10.0,20,499.5,94,1.0,0.009151003,-272.05273,0.06806985
4841.249445468209,-273.39526,460480,9.992796,0.95814717,0.3092571,7.8968782,1900,0.19178678,0.9984255,884.9663174152374,2.7304077,0.18454918,-27.47284,,0.34914654,1.2296125,1.0880593,2.1362304e-05,[-0.009  0.563 -2.236 -2.507 -1.109],10.0,20,484.3,95,1.3183374,-0.85105604,-274.50327,9.952986
4749.777460695184,-320.1809,469982,9.994877,0.97622937,0.30291742,214.2979,1920,0.15059943,0.9818703,899.9983994960785,49.28955,0.22557233,-934.10284,,0.53861874,1.076824,1.0636585,-5.7983398e-05,[-0.004  0.563 -2.236 -2.507 -1.11 ],10.0,20,475.1,96,1.6443754,-47.216442,-321.1529,44725.617
4999.165588298284,-272.11908,479982,0.015773773,1.0,0.30291742,0.12160664,1940,,1.0,916.1583921909332,0.13067627,,-0.3184204,1.0,1.0,1.0,1.0,-2.4414063e-05,[-0.003  0.562 -2.257 -2.514 -1.116],10.0,20,500.0,97,1.0,-0.057175577,-272.11908,0.015566883
4999.251775974026,-272.10526,489982,0.01482296,1.0,0.30291742,0.1032833,1960,,1.0,931.8631784915924,0.12982178,,-0.32476807,1.0,1.0,1.0,1.0,-4.272461e-05,[-0.003  0.562 -2.257 -2.514 -1.116],10.0,20,500.0,98,1.0,-0.043367613,-272.10526,0.011233711
4999.29324870981,-272.0864,499982,0.014341354,1.0,0.30291742,0.1077032,1980,,1.0,947.4136967658997,0.11248779,,-0.36114502,1.0,1.0,1.0,1.0,9.155274e-06,[-0.003  0.562 -2.257 -2.514 -1.116],10.0,20,500.0,99,1.0,-0.024506336,-272.0864,0.0122104455
4999.363828645215,-272.08868,509982,0.010297775,1.0,0.30291742,0.07808009,2000,,1.0,963.0887417793274,0.092285156,,-0.16516113,1.0,1.0,1.0,1.0,1.8310548e-05,[-0.003  0.562 -2.257 -2.514 -1.116],10.0,20,500.0,100,1.0,-0.026788538,-272.08868,0.0064173494
4999.251488545054,-272.09787,519982,0.013691902,1.0,0.30291742,0.0977771,2020,,1.0,978.7238531112671,0.11993408,,-0.17614746,1.0,1.0,1.0,1.0,1.5258789e-05,[-0.003  0.562 -2.257 -2.514 -1.116],10.0,20,500.0,101,1.0,-0.035967264,-272.09787,0.010062122
4999.313149809785,-272.08536,529982,0.015676498,1.0,0.30291742,0.080342904,2040,,1.0,994.3254907131195,0.09442139,,-0.2244873,1.0,1.0,1.0,1.0,4.8828126e-05,[-0.003  0.562 -2.257 -2.514 -1.116],10.0,20,500.0,102,1.0,-0.023465192,-272.08536,0.0067980243
4999.294192079691,-272.09204,539982,0.013106346,1.0,0.30291742,0.069663525,2060,,1.0,1009.9812440872192,0.09173584,,-0.17114258,1.0,1.0,1.0,1.0,3.967285e-05,[-0.003  0.562 -2.257 -2.514 -1.116],10.0,20,500.0,103,1.0,-0.030146426,-272.09204,0.00511174
4969.716157391985,-272.2267,549924,9.9948635,1.0019269,0.30300918,1.1927991,2080,0.058964062,0.99596405,1025.3947939872742,0.394104,0.07610944,-5.172241,,0.7137093,1.0166618,1.0047566,2.4414063e-05,[-0.003  0.562 -2.257 -2.514 -1.116],10.0,20,497.1,104,1.1545552,-0.1338821,-272.2636,0.8425029
4940.2740530902865,-272.52753,559807,9.9950695,0.99443984,0.30279344,3.3236353,2100,0.08683572,0.9940129,1041.124230146408,0.8786621,0.10838077,-14.478394,,0.4955084,1.0598694,1.0140293,-9.765625e-05,[-2.012e-03  5.621e-01 -2.257e+00 -2.514e+00 -1.116e+00],10.0,20,494.15,105,1.22393,-0.34686497,-272.76065,3.3547854
4999.279574839247,-272.08572,569807,0.015137672,1.0,0.30279344,0.099660724,2120,,1.0,1057.3543581962585,0.099609375,,-0.2982788,1.0,1.0,1.0,1.0,9.460449e-05,[ 8.088e-04  5.617e-01 -2.257e+00 -2.515e+00 -1.116e+00],10.0,20,500.0,106,1.0,-0.023845717,-272.08572,0.010459018
4999.268423991083,-272.0949,579807,0.012825012,1.0,0.30279344,0.10525789,2140,,1.0,1073.0342965126038,0.09210205,,-0.35339355,1.0,1.0,1.0,1.0,-2.746582e-05,[ 8.088e-04  5.617e-01 -2.257e+00 -2.515e+00 -1.116e+00],10.0,20,500.0,107,1.0,-0.033029553,-272.0949,0.011665209
4999.28896700832,-272.1182,589807,0.0102472305,1.0,0.30279344,0.10120936,2160,,1.0,1088.9662392139435,0.13500977,,-0.20037842,1.0,1.0,1.0,1.0,-1.2207031e-05,[ 8.088e-04  5.617e-01 -2.257e+00 -2.515e+00 -1.116e+00],10.0,20,500.0,108,1.0,-0.05630329,-272.1182,0.0107849995
4839.62801982687,-275.93045,599489,9.994352,1.0073297,0.2996423,34.009525,2180,0.20804521,0.99521387,1103.9571361541748,7.961426,0.18170072,-148.24219,,0.37545153,1.1163301,1.0520098,3.0517578e-05,[ 8.088e-04  5.617e-01 -2.257e+00 -2.515e+00 -1.116e+00],10.0,20,484.1,109,1.6556292,-2.8733506,-279.79984,172.92833
4680.334735152221,-320.20602,608853,9.992912,1.0248656,0.29196218,214.1192,2200,0.27608386,0.9975294,1119.3844919204712,50.264526,0.26274943,-933.1296,,0.3386492,1.1448423,1.1281074,-3.0517579e-06,[ 3.319e-04  5.528e-01 -2.273e+00 -2.504e+00 -1.119e+00],10.0,20,468.2,110,2.2481668,-46.484825,-322.0292,42842.855
4999.33042049877,-272.1011,618853,0.011063576,1.0,0.29196218,0.07301784,2220,,1.0,1135.4052455425262,0.11810303,,-0.1585083,1.0,1.0,1.0,1.0,9.155274e-06,[ 0.003  0.545 -2.266 -2.484 -1.127],9.999999,20,500.0,111,1.0,-0.03923293,-272.1011,0.005612906
4999.341892821556,-272.11246,628853,0.012939453,1.0,0.29196218,0.0792416,2240,,1.0,1150.926059961319,0.11016846,,-0.16668701,1.0,1.0,1.0,1.0,3.967285e-05,[ 0.003  0.545 -2.266 -2.484 -1.127],10.0,20,500.0,112,1.0,-0.050552487,-272.11246,0.006608837
4749.87825667005,-319.97296,638355,9.995306,1.0321832,0.2825517,214.3011,2260,0.26312387,0.99521524,1165.7810287475586,49.257996,0.2294557,-934.1168,,0.52884126,1.1037548,1.0916795,-7.019043e-05,[ 0.003  0.545 -2.266 -2.484 -1.127],10.0,20,475.1,113,2.3891485,-46.67634,-321.161,43703.996
4749.298099832538,-321.52173,647856,9.994974,0.99033654,0.281383,216.47891,2280,0.06383179,0.95407724,1180.8478183746338,49.76001,0.21866621,-943.60956,,0.7758882,1.0158061,1.0087013,4.272461e-05,[ 1.493e-03  5.453e-01 -2.267e+00 -2.487e+00 -1.136e+00],10.0,20,475.05,114,1.2195473,-49.35664,-321.63217,48905.44
4749.3128503056905,-321.6319,657357,9.995028,0.9977712,0.28318295,216.46933,2300,0.043515936,0.95160705,1196.1046376228333,49.805298,0.21808551,-943.56775,,0.8657443,1.0033567,1.0030186,5.1879884e-05,[ 4.060e-04  5.441e-01 -2.267e+00 -2.482e+00 -1.138e+00],10.0,20,475.05,115,1.15231,-49.52728,-321.6766,49149.742
4999.201330468252,-272.10822,667357,0.014296532,1.0,0.28318295,0.14736427,2320,,1.0,1211.887267112732,0.13476562,,-0.35601807,1.0,1.0,1.0,1.0,4.8828126e-05,[ 2.521e-04  5.439e-01 -2.267e+00 -2.482e+00 -1.136e+00],10.0,20,500.0,116,1.0,-0.04631282,-272.10822,0.022859799
4999.3828431956235,-272.1015,677357,0.010894775,1.0,0.28318295,0.0851115,2340,,1.0,1227.3216874599457,0.09161377,,-0.21972656,1.0,1.0,1.0,1.0,-9.155274e-06,[ 2.521e-04  5.439e-01 -2.267e+00 -2.482e+00 -1.136e+00],10.0,20,500.0,117,1.0,-0.039598424,-272.1015,0.007628844
4749.385237017693,-321.6006,686858,9.995347,0.997768,0.2845738,216.47804,2360,0.035161972,0.9516222,1242.1663873195648,49.750854,0.21808915,-943.60583,,0.9010252,1.0034615,1.0030077,2.746582e-05,[ 2.521e-04  5.439e-01 -2.267e+00 -2.482e+00 -1.136e+00],9.999999,20,475.05,118,1.1419019,-49.49473,-321.65433,49134.38
4999.359781706549,-272.1199,696858,0.012928963,1.0,0.2845738,0.09387452,2380,,1.0,1257.750928401947,0.11791992,,-0.20806885,1.0,1.0,1.0,1.0,-6.408691e-05,[ 1.238e-04  5.425e-01 -2.267e+00 -2.479e+00 -1.134e+00],10.0,20,500.0,119,1.0,-0.05801177,-272.1199,0.009270867
4999.289041798322,-272.12698,706858,0.016928673,1.0,0.2845738,0.15006648,2400,,1.0,1273.4707741737366,0.14874268,,-0.4593506,1.0,1.0,1.0,1.0,,[ 1.238e-04  5.425e-01 -2.267e+00 -2.479e+00 -1.134e+00],10.0,20,500.0,120,1.0,-0.06510358,-272.12698,0.023703841
4999.2984468626155,-272.1125,716858,0.015001297,1.0,0.2845738,0.116121665,2420,,1.0,1289.2059202194214,0.12200928,,-0.28131104,1.0,1.0,1.0,1.0,-3.967285e-05,[ 1.238e-04  5.425e-01 -2.267e+00 -2.479e+00 -1.134e+00],10.0,20,500.0,121,1.0,-0.050592702,-272.1125,0.014194765
4886.916502336167,-273.19595,726634,9.995594,0.96648186,0.28359154,12.298789,2440,0.18928044,1.0067463,1304.5968639850616,2.9090576,0.15622127,-53.60791,,0.2423632,1.2141653,1.07429,6.1035156e-05,[ 1.238e-04  5.425e-01 -2.267e+00 -2.479e+00 -1.134e+00],10.0,20,488.8,122,1.657488,-0.6526913,-274.80942,10.484569
4999.236499534672,-272.10507,736634,0.014278412,1.0,0.28359154,0.1046573,2460,,1.0,1320.8108160495758,0.13647461,,-0.2541504,1.0,1.0,1.0,1.0,-4.8828126e-05,[ 0.006  0.541 -2.269 -2.479 -1.135],10.0,20,500.0,123,1.0,-0.04319308,-272.10507,0.011529776
4999.308273685192,-272.12595,746634,0.014389038,1.0,0.28359154,0.12135222,2480,,1.0,1336.248452425003,0.12384033,,-0.30773926,1.0,1.0,1.0,1.0,3.0517579e-06,[ 0.006  0.541 -2.269 -2.479 -1.135],10.0,20,500.0,124,1.0,-0.06406366,-272.12595,0.015508379
4999.286951058582,-272.0923,756634,0.010034561,1.0,0.28359154,0.08109403,2500,,1.0,1351.8646278381348,0.09906006,,-0.16906738,1.0,1.0,1.0,1.0,-3.0517579e-06,[ 0.006  0.541 -2.269 -2.479 -1.135],10.0,20,500.0,125,1.0,-0.030381778,-272.0923,0.006921743
4767.793935840672,-294.77582,766172,9.994968,0.92716426,0.28118062,148.82909,2520,0.31475353,1.1459988,1366.5418560504913,34.284546,0.3340322,-648.73083,,0.22754402,2.4903197,1.4298639,3.0517579e-06,[ 0.006  0.541 -2.269 -2.479 -1.135],10.0,20,476.9,126,2.5532951,-18.491882,-306.15976,6881.5
4999.316857940432,-272.12766,776172,0.015071869,1.0,0.28118062,0.10984315,2540,,1.0,1382.7972359657288,0.14904785,,-0.24884033,1.0,1.0,1.0,1.0,-3.0517579e-06,[-0.007  0.546 -2.294 -2.48  -1.138],10.0,20,500.0,127,1.0,-0.06577056,-272.12766,0.012698445
4928.852723847477,-272.7271,786032,9.995377,1.017264,0.28057653,4.455363,2560,0.11056975,0.9956996,1397.8864252567291,1.1385498,0.119317636,-19.416077,,0.43265864,1.0818557,1.0275608,1.8310548e-05,[-0.007  0.546 -2.294 -2.48  -1.138],10.0,20,493.0,128,1.2638156,-0.4937863,-273.03336,5.9277105
4999.320873466219,-272.12665,796032,0.015886307,1.0,0.28057653,0.10052254,2580,,1.0,1413.5625920295715,0.1329956,,-0.20825195,1.0,1.0,1.0,1.0,-9.460449e-05,[-0.004  0.546 -2.295 -2.48  -1.138],10.0,20,500.0,129,1.0,-0.06476269,-272.12665,0.01063659
4999.387725179616,-272.10962,806032,0.0107803345,1.0,0.28057653,0.06856755,2600,,1.0,1429.3197042942047,0.10473633,,-0.14465332,1.0,1.0,1.0,1.0,4.272461e-05,[-0.004  0.546 -2.295 -2.48  -1.138],10.0,20,500.0,130,1.0,-0.047728337,-272.10962,0.0049479925
4749.357235927672,-321.54453,815533,9.995224,0.99519414,0.27820736,216.47784,2620,0.05365422,0.9533052,1444.2294929027557,49.772644,0.21848142,-943.605,,0.86433053,1.0083774,1.0063931,-3.0517578e-05,[-0.004  0.546 -2.295 -2.48  -1.138],10.0,20,475.05,131,1.2173369,-49.38919,-321.64923,48937.984
4999.398129329402,-272.08295,825533,0.013349533,1.0,0.27820736,0.06137924,2640,,1.0,1460.0783717632294,0.076049805,,-0.14746094,1.0,1.0,1.0,1.0,-3.6621095e-05,[-0.004  0.545 -2.295 -2.479 -1.141],10.0,20,500.0,132,1.0,-0.021057224,-272.08295,0.003967959
4999.326504265596,-272.1226,835533,0.016496658,1.0,0.27820736,0.09938142,2660,,1.0,1475.724142074585,0.1329956,,-0.2468872,1.0,1.0,1.0,1.0,6.1035156e-05,[-0.004  0.545 -2.295 -2.479 -1.141],10.0,20,500.0,133,1.0,-0.060704656,-272.1226,0.010395238
4959.778997975831,-272.37936,845455,9.995106,1.0005747,0.27807832,1.7674664,2680,0.051755995,0.99441564,1491.139098405838,0.5632324,0.088206664,-7.692749,,0.7090441,1.0188656,1.0054591,8.544922e-05,[-0.004  0.545 -2.295 -2.479 -1.141],10.0,20,496.1,134,1.0804056,-0.27256897,-272.44186,1.7768579
4999.438505145057,-272.09927,855455,0.011175156,1.0,0.27807832,0.082249545,2700,,1.0,1506.9247331619263,0.082336426,,-0.19036865,1.0,1.0,1.0,1.0,-3.0517579e-06,[-0.003  0.544 -2.295 -2.479 -1.141],10.0,20,500.0,135,1.0,-0.03737821,-272.09927,0.007120575
4999.3895208456615,-272.09393,865455,0.010700226,1.0,0.27807832,0.05160889,2720,,1.0,1522.3021059036255,0.07989502,,-0.10168457,1.0,1.0,1.0,1.0,-4.272461e-05,[-0.003  0.544 -2.295 -2.479 -1.141],10.0,20,500.0,136,1.0,-0.03204621,-272.09393,0.0027997836
4999.388753952034,-272.10016,875455,0.013010979,1.0,0.27807832,0.08600549,2740,,1.0,1537.6487047672272,0.10473633,,-0.18835449,1.0,1.0,1.0,1.0,-3.0517578e-05,[-0.003  0.544 -2.295 -2.479 -1.141],10.0,20,500.0,137,1.0,-0.0382571,-272.10016,0.0077847242
4999.42561965193,-272.10632,885455,0.013482094,1.0,0.27807832,0.07816263,2760,,1.0,1553.0193090438843,0.09124756,,-0.15563965,1.0,1.0,1.0,1.0,-1.2207031e-05,[-0.003  0.544 -2.295 -2.479 -1.141],10.0,20,500.0,138,1.0,-0.04444172,-272.10632,0.006432837
4519.9068786183325,-322.33768,894498,9.992981,0.8766036,0.26703116,251.0525,2780,0.43245578,1.120653,1567.0511646270752,82.22406,0.3982928,-891.2818,,0.17722213,1.7366303,1.4680905,-1.2207031e-05,[-0.003  0.544 -2.295 -2.479 -1.141],10.0,20,452.15,139,2.9825659,-43.47137,-353.99594,24410.996
4929.4070963484755,-272.34738,904360,9.993568,0.9905804,0.2666038,2.0478911,2800,0.12905924,0.99454874,1582.9687414169312,0.758667,0.11892052,-6.9177246,,0.45280674,1.14889,1.0253499,1.2207031e-05,[-0.008  0.563 -2.389 -2.506 -1.152],10.0,20,493.1,140,1.1875938,-0.16440742,-272.5733,1.0452802
4920.414507350642,-272.8407,914203,9.995623,1.0007868,0.26644003,5.576273,2820,0.12023146,0.9980414,1598.5067248344421,1.3987427,0.12822631,-24.30127,,0.38364154,1.1773251,1.034388,1.8310548e-05,[-0.004  0.562 -2.39  -2.506 -1.152],10.0,20,492.15,141,1.2104813,-0.52570194,-273.30484,6.322109
4999.369763596603,-272.09167,924203,0.012530327,1.0,0.26644003,0.07327759,2840,,1.0,1614.3516120910645,0.105285645,,-0.19244385,1.0,1.0,1.0,1.0,6.713867e-05,[-1.412e-04  5.604e-01 -2.393e+00 -2.503e+00 -1.152e+00],10.0,20,500.0,142,1.0,-0.029770428,-272.09167,0.0056535266
4999.391134751354,-272.11453,934203,0.015128136,1.0,0.26644003,0.08761834,2860,,1.0,1629.8908431529999,0.11053467,,-0.23358154,1.0,1.0,1.0,1.0,1.5258789e-05,[-1.412e-04  5.604e-01 -2.393e+00 -2.503e+00 -1.152e+00],10.0,20,500.0,143,1.0,-0.05263818,-272.11453,0.008081646
4999.353619861582,-272.1344,944203,0.017158508,1.0,0.26644003,0.10107189,2880,,1.0,1645.4249577522278,0.13702393,,-0.28686523,1.0,1.0,1.0,1.0,-4.272461e-05,[-1.412e-04  5.604e-01 -2.393e+00 -2.503e+00 -1.152e+00],10.0,20,500.0,144,1.0,-0.07251824,-272.1344,0.01075389
4999.42994715986,-272.09665,954203,0.01418972,1.0,0.26644003,0.0745726,2900,,1.0,1660.8607141971588,0.093933105,,-0.2010498,1.0,1.0,1.0,1.0,-6.1035156e-05,[-1.412e-04  5.604e-01 -2.393e+00 -2.503e+00 -1.152e+00],10.0,20,500.0,145,1.0,-0.03474919,-272.09665,0.0058513163
4749.974366145532,-310.53647,963705,9.995712,0.8249507,0.25528947,214.30386,2920,0.29468927,1.1641129,1675.4384653568268,49.275024,0.2985391,-934.1289,,0.19547763,1.5245389,1.4544632,-6.1035156e-05,[-1.412e-04  5.604e-01 -2.393e+00 -2.503e+00 -1.152e+00],10.0,20,475.1,146,1.9883151,-32.879314,-321.16998,21681.643
4520.911457551554,-337.79242,972750,9.993008,0.9938342,0.24442564,251.57532,2940,0.6249798,1.21757,1689.795860528946,81.93146,0.5985398,-911.452,,0.19859694,4.9292397,1.8908466,3.3569337e-05,[-1.458e-03  5.491e-01 -2.359e+00 -2.466e+00 -1.164e+00],10.0,20,452.25,147,7.7933316,-60.032143,-353.69202,50750.1
4912.933566653888,-272.6613,982580,9.991625,0.98508966,0.24541023,3.8517034,2960,0.0973146,0.9917961,1705.3476288318634,1.1472778,0.13093126,-16.616516,,0.6194024,1.0670025,1.0254233,-3.3569337e-05,[-0.015  0.56  -2.383 -2.478 -1.175],10.0,20,491.5,148,1.2509758,-0.4636855,-272.84174,7.299328
4999.483472510179,-272.10458,992580,0.0141067505,1.0,0.24541023,0.08715795,2980,,1.0,1720.9482598304749,0.09136963,,-0.25860596,1.0,1.0,1.0,1.0,0.00010681152,[-0.013  0.559 -2.383 -2.479 -1.174],10.0,20,500.0,149,1.0,-0.042689126,-272.10458,0.007999415
4977.937834786762,-272.05133,1002539,9.993759,0.99735695,0.24551706,0.55626243,3000,0.022097316,0.9965707,1736.4255981445312,0.2571411,0.06394998,-2.1877441,,0.8379698,1.0064387,1.001851,-3.0517578e-05,[-0.013  0.559 -2.383 -2.479 -1.174],10.0,20,497.95,150,1.0485637,0.020744175,-272.063,0.23916098
4743.483440175401,-275.11835,1012029,9.993639,0.93108183,0.24408919,30.228231,3020,0.28123558,1.03595,1751.0671956539154,9.06366,0.29735675,-124.13074,,0.13161422,2.6099124,1.2810222,,[-0.012  0.559 -2.383 -2.479 -1.173],10.0,20,474.5,151,1.5858611,-1.5931528,-280.87515,42.762505
4999.384662503069,-272.11862,1022029,0.011630058,1.0,0.24408919,0.057266,3040,,1.0,1766.8344929218292,0.095703125,,-0.11395264,1.0,1.0,1.0,1.0,3.967285e-05,[-0.004  0.558 -2.384 -2.479 -1.175],10.0,20,500.0,152,1.0,-0.056719866,-272.11862,0.0034500456
4989.411167858914,-271.98727,1032011,9.9936695,1.0,0.24408919,0.24164213,3060,,0.9982,1782.0379059314728,0.19390869,0.042388216,-0.8903198,,1.0,1.0,1.0,-2.746582e-05,[-0.004  0.558 -2.384 -2.479 -1.175],10.0,20,499.1,153,1.0,0.07461301,-271.98727,0.061469976
4999.450796874358,-272.11383,1042011,0.012726784,1.0,0.24408919,0.07789872,3080,,1.0,1797.5523750782013,0.08880615,,-0.17578125,1.0,1.0,1.0,1.0,1.8310548e-05,[-0.004  0.558 -2.384 -2.479 -1.175],10.0,20,500.0,154,1.0,-0.051954906,-272.11383,0.006385686
4966.93006976369,-272.2646,1051947,9.99572,0.99199337,0.24377507,1.3077453,3100,0.0631509,0.99594235,1812.7459518909454,0.39941406,0.0800109,-5.68396,,0.6789098,1.0230974,1.0063344,7.019043e-05,[-0.004  0.558 -2.384 -2.479 -1.175],10.0,20,496.8,155,1.0933263,-0.1647806,-272.31744,0.8735378
4999.340573085695,-272.1135,1061947,0.016469955,1.0,0.24377507,0.09488004,3120,,1.0,1828.4325897693634,0.12805176,,-0.21960449,1.0,1.0,1.0,1.0,-6.408691e-05,[-2.165e-03  5.582e-01 -2.384e+00 -2.479e+00 -1.175e+00],10.0,20,500.0,156,1.0,-0.051615387,-272.1135,0.009476656
4999.4271508234215,-272.10074,1071947,0.015165329,1.0,0.24377507,0.0882703,3140,,1.0,1843.8589463233948,0.09234619,,-0.31811523,1.0,1.0,1.0,1.0,-6.713867e-05,[-2.165e-03  5.582e-01 -2.384e+00 -2.479e+00 -1.175e+00],10.0,20,500.0,157,1.0,-0.038858563,-272.10074,0.008198375
