InitialBound,TimestepsSoFar,InitialReturnMin,Iteration,InitialReturnStd,InitialReturnMean,MaxIW,StdIW,ReturnStepMax,ESSClassic,MinIWNorm,EpThisIter,ReturnMeanIW,MeanIW,StdIWNorm,ReturnStepMaxmin,EpisodesSoFar,EpRewMean,J_sample_variance,MeanEntropy,InitialReturnMax,MaxIWNorm,MinIW,EmpiricalD2,MeanIWNorm,EpLenMean,Bound,TimeElapsed,Weights,ESSRenyi
-102.94113,5063,-375.8879,11,193.35472,1.6784668e-05,2.0520494,0.44789317,9.999995,17.248518,0.025394086,20,42.48449,1.1214163,0.022394659,9.624431,220,534.2749580135181,59734.973,0.9360226,265.87598,0.102602474,0.5078817,1.106908,0.056070816,54.45,-65.81957,25.872437477111816,[-0.94   1.14  -1.424 -1.764 -0.484],18.06835
-105.71789,6269,-386.02716,12,166.76218,9.155274e-06,3.435061,1.0013579,10.0,13.185247,0.014839411,20,102.91548,1.392863,0.050067894,9.6607,240,592.77012390933,73488.664,0.9379456,283.8162,0.17175305,0.29678822,1.4222462,0.069643155,60.3,-23.161522,30.044376850128174,[-0.989  1.221 -1.568 -1.816 -0.483],14.062263
-125.663155,7681,-458.85712,13,226.61807,4.5776367e-05,4.7056875,1.0689007,9.999997,12.127475,0.012967467,20,93.35918,1.3266779,0.05344503,9.70877,260,695.7194511239635,199948.8,0.9276121,346.58478,0.23528437,0.25934935,1.807328,0.0663339,70.6,-75.57854,34.32245755195618,[-1.064  1.265 -1.649 -1.93  -0.481],11.06606
-135.84721,9214,-496.0437,14,173.00235,-4.425049e-05,2.596726,0.4434188,9.999997,17.423065,0.01905629,20,29.962275,1.1529868,0.022170942,9.731778,280,756.220263783561,35544.355,0.9018033,251.26654,0.1298363,0.3811258,1.1793407,0.057649337,76.65,-117.56429,37.881179094314575,[-1.033  1.272 -1.674 -2.033 -0.491],16.958628
-130.90073,10783,-477.98172,15,187.5181,-2.4414063e-05,2.6623511,0.47933382,9.999999,16.560255,0.027467111,20,29.511372,1.0517399,0.023966692,9.73747,300,774.2021261131483,58090.703,0.87523264,287.80905,0.13311756,0.5493422,1.1539929,0.05258699,78.45,-111.10747,41.67666792869568,[-1.013  1.26  -1.703 -2.055 -0.517],17.33113
-140.97653,12507,-514.77344,16,176.04071,-1.0681152e-05,6.6118426,1.4088247,10.0,10.231401,0.016572822,20,94.9205,1.4418111,0.07044124,9.761501,320,851.7206561983036,130028.71,0.89880085,264.98206,0.33059213,0.33145642,1.4139947,0.07209055,86.2,-72.7168,45.483946561813354,[-1.041  1.303 -1.769 -2.098 -0.544],14.144325
-108.78496,14429,-397.22644,17,177.13025,-1.5258789e-05,7.993272,1.7136047,9.999995,7.353874,0.007606572,20,99.881004,1.3067424,0.08568024,9.785085,340,950.6728622667381,158447.89,0.87046975,285.3202,0.3996636,0.15213144,2.0769775,0.065337114,96.1,-56.896828,50.05782651901245,[-1.07   1.378 -1.846 -2.191 -0.52 ],9.629377
-100.2209,16285,-365.95502,18,143.77339,4.577637e-06,24.939743,5.3601704,9.999999,2.855029,0.0023197085,20,245.55446,2.187336,0.26800856,9.777398,360,917.6709445106217,1415596.0,0.79060096,207.06451,1.2469872,0.04639417,6.153145,0.10936681,92.8,-3.0488434,54.05888867378235,[-1.042  1.416 -1.869 -2.264 -0.548],3.2503705
-64.63792,18898,-195.80295,19,109.99461,-3.2043456e-05,1.6562495,0.34847438,10.0,17.875444,0.024719205,20,21.191013,1.0107992,0.01742372,9.841274,380,1296.1312977198363,17996.43,0.78663605,236.02417,0.08281248,0.49438408,1.1627433,0.05053995,130.65,-48.50839,59.592870473861694,[-1.     1.386 -1.902 -2.35  -0.628],17.2007
-156.4708,20860,-571.3507,20,238.07108,4.272461e-05,72.334076,15.559934,10.0,1.6383553,0.0004349215,20,846.73627,4.6478915,0.7779967,9.790327,400,970.7154848921613,15390520.0,0.774662,251.0263,3.6167037,0.00869843,11.284239,0.23239455,98.1,321.11908,64.03928899765015,[-1.008  1.425 -1.931 -2.368 -0.632],1.7723836
-160.26523,22972,-585.2056,21,226.06337,-6.1035156e-05,3.9137173,0.7684524,10.0,13.345699,0.013615238,20,58.354214,1.0882694,0.038422618,9.804829,420,1045.6948586599324,160618.75,0.8004002,367.028,0.19568586,0.27230474,1.4260331,0.054413468,105.6,-133.02904,69.66536974906921,[-0.904  1.21  -1.9   -2.326 -0.644],14.0249195
-74.43858,24904,-234.0968,22,127.97215,6.1035157e-06,218.88281,47.66529,9.999999,1.0324895,4.9735765e-05,20,1786.8066,11.120899,2.3832645,9.786492,440,955.6873369907856,64161850.0,0.69013834,271.81128,10.94414,0.0009947153,121.440475,0.55604494,96.6,966.49316,73.93692755699158,[-0.877  1.209 -1.901 -2.336 -0.619],0.16468973
-38.106995,27130,-101.22485,23,67.187225,-2.746582e-05,18.882341,4.049069,10.0,2.3107882,0.0018794595,20,88.08539,1.4634606,0.20245343,9.814522,460,1102.6780474372483,163628.88,0.6047521,139.14697,0.94411707,0.03758919,5.963255,0.073173024,111.3,-4.97097,79.16122388839722,[-0.784  1.206 -1.908 -2.394 -0.729],3.353873
-87.72538,29540,-122.60663,24,98.99654,-1.2207031e-05,13.520874,3.162374,10.0,5.953779,0.004033793,20,213.33946,2.0588744,0.1581187,9.830141,480,1194.7658608459856,947627.2,0.5656742,320.32776,0.6760437,0.08067586,4.8101435,0.10294372,120.5,20.939835,84.09436297416687,[-0.809  1.21  -1.906 -2.343 -0.814],4.1578803
-53.49506,32028,-143.76575,25,96.06928,-5.7983398e-05,2.6832025,0.5604032,9.999999,15.687475,0.012883007,20,24.01128,1.0688369,0.028020162,9.834672,500,1233.7165042992272,13132.045,0.54308534,195.33612,0.13416013,0.25766012,1.3065217,0.05344186,124.4,-37.135204,89.2234058380127,[-0.787  1.253 -1.929 -2.346 -0.853],15.307821
-53.830338,34709,-122.98413,26,89.21298,-0.00011291504,4.616887,1.0069033,10.0,12.731017,0.017434407,20,22.99936,1.3325471,0.050345168,9.847017,520,1330.2462262959311,19345.422,0.52860767,196.56018,0.23084436,0.34868813,1.3550217,0.06662736,134.05,-39.66193,95.03000926971436,[-0.778  1.261 -1.918 -2.322 -0.876],14.759911
-186.51634,37284,-681.0614,27,176.331,1.8310548e-05,1.7374275,0.27696013,10.0,18.679583,0.030058278,20,13.858002,1.0417074,0.013848008,9.841339,540,1277.2860611604897,32668.53,0.5131168,163.69873,0.08687138,0.60116553,1.0712982,0.052085377,128.75,-179.19302,99.58847117424011,[-0.762  1.265 -1.922 -2.355 -0.89 ],18.668938
-52.2972,39661,-136.29517,28,71.40998,-2.4414063e-05,566.6424,123.25167,9.999999,1.1218386,0.0004624771,20,1054.7947,30.04541,6.1625843,9.827561,560,1178.2526791369116,18488982.0,0.6030224,190.96228,28.33212,0.009249542,97.227844,1.5022706,118.85,539.1227,104.15352487564087,[-0.766  1.276 -1.933 -2.36  -0.906],0.2057024
-57.807816,42515,-144.1701,29,96.450325,-5.1879884e-05,4.5810156,1.0155268,10.0,10.46332,0.006333822,20,42.069817,1.0637205,0.05077634,9.855368,580,1416.6801638030522,51555.137,0.5584716,211.0841,0.22905079,0.12667644,1.8460007,0.05318603,142.7,-36.472206,110.5492525100708,[-0.754  1.327 -1.986 -2.466 -0.816],10.834232
-46.572815,45203,-112.51019,30,80.77478,,2.2309077,0.4719355,9.999999,17.22586,0.029351294,20,9.851337,1.1760046,0.023596777,9.847264,600,1333.7357308312644,9682.216,0.567988,170.05988,0.111545384,0.5870259,1.2062479,0.05880024,134.4,-41.299267,115.03290367126465,[-0.762  1.341 -2.006 -2.448 -0.86 ],16.58034
-57.122902,48083,-133.78986,31,91.00272,3.0517578e-05,5.7253547,1.3844919,9.999998,10.788211,0.015776766,20,34.315,1.4982808,0.069224596,9.857243,620,1429.7212289100116,35792.344,0.60369885,208.58344,0.28626773,0.31553534,1.6134161,0.07491404,144.0,-38.242725,120.65869092941284,[-0.747  1.344 -2.003 -2.452 -0.851],12.396058
-186.42555,50566,-680.7296,32,173.50394,-6.713867e-05,1.3963246,0.17762543,10.0,19.402931,0.03217878,20,7.3319645,1.0125724,0.008881272,9.834837,640,1231.24731980255,32233.148,0.59737176,178.27875,0.06981623,0.64357555,1.0333492,0.05062862,124.15,-182.17659,126.149484872818,[-0.763  1.365 -2.03  -2.494 -0.815],19.354542
-26.600689,53032,-91.3786,33,54.247105,-6.1035157e-06,3.2698648,0.5824784,10.0,15.340833,0.025710106,20,6.4995017,1.0569395,0.029123923,9.833553,660,1222.738572649346,3316.5122,0.59879506,97.13196,0.16349325,0.5142021,1.1814276,0.052846976,123.3,-22.41371,130.6920518875122,[-0.766  1.379 -2.031 -2.493 -0.822],16.92867
-44.6421,55796,-163.01001,34,85.46933,3.0517578e-05,1.210012,0.10970676,10.0,19.762403,0.04210074,20,0.80461645,1.0005305,0.0054853377,9.85043,680,1371.6644815673392,8592.979,0.5944865,142.05603,0.0605006,0.8420148,1.0139567,0.050026517,138.2,-44.14796,135.589590549469,[-0.789  1.423 -2.016 -2.49  -0.82 ],19.724709
-51.53724,58531,-128.79266,35,91.565056,-3.0517579e-06,12.797663,2.9685125,9.999999,4.151893,0.0035675229,20,59.18827,1.5194038,0.14842562,9.84945,700,1357.205901392565,52603.617,0.5979613,188.18738,0.63988316,0.071350455,2.745371,0.07597019,136.75,-26.204613,139.98731231689453,[-0.791  1.421 -2.011 -2.494 -0.824],7.28499
-52.94757,61520,-193.33716,36,104.02674,-9.155274e-06,9.1767,2.0222812,10.0,8.012346,0.0045319386,20,66.38376,1.6533102,0.101114064,9.861801,720,1484.173020845576,86825.4,0.60204655,171.10406,0.45883498,0.09063877,3.097753,0.08266552,149.45,-26.806252,146.12271285057068,[-0.778  1.469 -1.99  -2.491 -0.821],6.4562926
-41.22404,64386,-146.01532,37,86.4695,6.1035157e-06,1.458025,0.26031744,9.999999,18.547915,0.026685739,20,4.500404,0.93036777,0.013015873,9.856053,740,1422.6859486771734,7257.6396,0.59584486,150.52893,0.07290125,0.5337148,1.0928833,0.046518393,143.3,-38.595654,151.39861869812012,[-0.826  1.477 -1.99  -2.515 -0.817],18.300215
-50.836853,67383,-156.18268,38,103.41381,-4.272461e-05,28.746834,6.1505814,10.0,1.9647268,0.0056037316,20,266.0772,2.030046,0.30752906,9.862034,760,1488.1627700157744,1427783.0,0.64988697,185.62976,1.4373417,0.11207463,10.636842,0.1015023,149.85,100.27719,156.2451298236847,[-0.818  1.477 -1.986 -2.537 -0.823],1.8802574
-194.9908,70323,-712.0056,39,183.79185,-3.3569337e-05,1.3602877,0.1427048,9.999999,19.582922,0.03855527,20,6.37053,0.9778433,0.00713524,9.860057,780,1459.7138637470666,36947.72,0.6534002,184.38605,0.06801438,0.77110535,1.0229213,0.048892163,147.0,-190.8423,162.82162761688232,[-0.799  1.509 -1.964 -2.629 -0.769],19.551846
-61.368763,73102,-155.29431,40,94.20578,-3.0517578e-05,2.1383474,0.42584693,10.0,17.27232,0.022810582,20,13.889809,1.0715984,0.021292346,9.850464,800,1379.1108727910992,15113.908,0.67279166,224.08691,0.106917374,0.45621163,1.1536752,0.05357992,138.95,-52.0259,167.44221448898315,[-0.803  1.524 -1.97  -2.63  -0.766],17.335901
-186.6162,75727,-681.4259,41,170.39139,-1.2207031e-05,2.0495296,0.37952697,10.0,17.629902,0.023969857,20,17.97635,1.0351055,0.01897635,9.842054,820,1302.1348231174456,21630.03,0.65910345,178.54114,0.10247648,0.47939715,1.0882514,0.051755268,131.25,-176.7003,172.55044507980347,[-0.805  1.538 -1.954 -2.629 -0.746],18.378107
-41.331207,78709,-150.92047,42,76.48845,7.019043e-05,2.5589197,0.5354284,9.999998,16.48943,0.018297369,20,11.892452,1.1604203,0.02677142,9.860785,840,1480.621176271738,9862.322,0.6831527,122.56537,0.12794599,0.36594737,1.2676226,0.05802102,149.1,-34.64191,178.3945164680481,[-0.803  1.542 -1.955 -2.652 -0.76 ],15.777567
-148.19543,81503,-541.1333,43,135.12944,3.3569337e-05,1.4483092,0.17262681,9.999998,19.464155,0.0370991,20,5.744424,1.0404153,0.008631341,9.85165,860,1386.6373183182218,19044.35,0.6877623,145.0122,0.07241546,0.741982,1.0362195,0.052020766,139.7,-145.11095,183.48594427108765,[-0.798  1.548 -1.953 -2.67  -0.736],19.30093
-185.2908,84325,-676.58624,44,240.97743,-2.1362304e-05,4.9088883,1.0242692,9.999999,11.875304,0.016082628,20,62.00666,1.2383201,0.051213462,9.853261,880,1400.6473229059136,134880.23,0.6515656,278.4386,0.24544442,0.32165256,1.4409688,0.061916005,141.1,-160.41705,188.00918126106262,[-0.793  1.537 -1.963 -2.677 -0.731],13.879552
-47.98541,87521,-126.82831,45,88.932045,9.155274e-06,4.1154823,1.0012894,9.999999,11.513257,0.014100616,20,28.608772,1.1662405,0.050064467,9.870263,900,1587.6338052394349,31391.246,0.6526499,175.21796,0.20577411,0.2820123,1.7769625,0.05831202,159.8,-35.357105,194.37867712974548,[-0.799  1.547 -1.977 -2.684 -0.767],11.255161
-179.46075,90136,-655.2982,46,277.04025,5.7983398e-05,3.1989298,0.744203,10.0,14.561377,0.018952688,20,60.60482,1.2177219,0.037210144,9.842785,920,1297.221764786153,95015.58,0.6227875,290.9275,0.15994649,0.37905374,1.3285358,0.060886096,130.75,-146.24551,200.10822653770447,[-0.763  1.533 -1.973 -2.703 -0.766],15.054167
-37.01486,93668,-131.7547,47,84.63874,9.155274e-06,136.06902,29.549707,10.0,1.1782186,0.0008732929,20,794.95447,7.393257,1.4774854,9.882578,940,1755.6314623454514,11851034.0,0.6649182,135.15918,6.803451,0.017465858,103.44485,0.36966285,176.6,418.48425,206.3071587085724,[-0.759  1.531 -1.985 -2.729 -0.796],0.19333974
-48.11652,97114,-145.69281,48,78.167885,-4.272461e-05,71.70333,15.572985,10.0,1.1645416,0.00011710467,20,630.48193,3.872231,0.77864915,9.878695,960,1712.5495522031342,7935271.0,0.653682,175.69653,3.5851667,0.0023420933,48.700035,0.19361155,172.3,294.6991,212.39032173156738,[-0.722  1.605 -2.005 -2.74  -0.754],0.4106773
-125.09171,100383,-456.77032,49,142.98616,-1.5258789e-06,2.2233312,0.3657409,9.999999,17.763401,0.028974637,20,17.23132,1.0307245,0.018287044,9.872695,980,1624.0958094862922,24548.61,0.6406851,149.50824,0.11116656,0.57949275,1.1299732,0.051536225,163.45,-115.74141,218.61453008651733,[-0.654  1.637 -2.009 -2.745 -0.765],17.699535
-117.87974,103777,-430.43597,50,124.82442,1.8310548e-05,7.368064,1.8226038,10.0,7.257561,0.004609292,20,71.54439,1.3755023,0.09113018,9.877413,1000,1686.5981527197837,57911.637,0.6272621,197.35785,0.3684032,0.09218583,1.9073322,0.06877512,169.7,-91.25485,224.69369959831238,[-0.65   1.642 -2.032 -2.771 -0.778],10.48585
-161.0231,107306,-587.9731,51,155.47362,-3.0517578e-05,2.7663105,0.5666867,9.999999,16.089344,0.014738336,20,29.825275,1.1494429,0.028334334,9.881358,1020,1754.0325612606757,19539.01,0.6128384,184.51758,0.13831553,0.29476672,1.1503432,0.057472147,176.45,-142.8785,230.46699833869934,[-0.63   1.661 -2.054 -2.757 -0.792],17.386116
-35.839478,111260,-114.143555,52,67.793526,-3.0517579e-06,43.28479,10.345133,10.0,2.5837321,0.0008828638,20,390.95624,3.9845772,0.5172567,9.894489,1040,1966.5698462676671,1733160.4,0.5306018,130.86725,2.1642396,0.017657276,15.702791,0.19922887,197.7,248.93607,237.02918004989624,[-0.637  1.696 -2.074 -2.779 -0.806],1.2736589
-211.13501,114831,-770.95605,53,204.98976,1.6784668e-05,1.5186894,0.21669269,9.999999,19.044947,0.0327564,20,7.974969,0.967655,0.010834635,9.884089,1060,1775.1515389067808,39723.082,0.530451,170.90869,0.07593447,0.65512794,1.0304466,0.04838275,178.55,-206.35011,244.65932321548462,[-0.661  1.779 -2.122 -2.853 -0.888],19.40906
-58.104828,118990,-212.16882,54,74.833534,3.0517579e-06,1.2611135,0.17127547,10.0,19.377335,0.03373951,20,6.3683457,0.9554697,0.008563773,9.900101,1080,2069.1121758567506,4222.181,0.5235223,121.47034,0.06305568,0.6747902,1.0516188,0.047773488,207.95,-53.217262,250.47561717033386,[-0.66   1.777 -2.132 -2.867 -0.888],19.018297
-35.728474,123186,-130.46191,55,52.23699,-3.0517579e-06,1.2635243,0.15471806,9.999999,19.554192,0.03678376,20,1.0685391,1.0246744,0.0077359034,9.901734,1100,2087.6912189682566,2894.407,0.5232737,79.27844,0.063176215,0.73567516,1.0304644,0.05123372,209.8,-35.200073,258.12938356399536,[-0.653  1.772 -2.146 -2.856 -0.895],19.408724
-208.57857,126997,-761.6213,56,240.2776,2.4414063e-05,1.1739205,0.14284433,10.0,19.591394,0.029812578,20,6.897702,0.9891056,0.007142217,9.891344,1120,1895.147648881053,51867.344,0.5195694,203.2937,0.058696028,0.59625155,1.02488,0.04945528,190.55,-204.25966,265.4562397003174,[-0.652  1.78  -2.149 -2.851 -0.896],19.514479
-39.054264,131002,-105.10144,57,66.12156,8.544922e-05,2.7718668,0.5907683,10.0,13.82861,0.012439188,20,15.355335,0.8843315,0.029538415,9.896839,1140,1992.1706762609156,6270.431,0.52636236,142.60632,0.13859335,0.24878375,1.3618288,0.04421658,200.25,-30.220085,271.0685410499573,[-0.65   1.778 -2.156 -2.861 -0.899],14.686133
-220.7818,135043,-806.181,58,203.8685,-2.4414063e-05,1.4938161,0.21494843,10.0,19.076965,0.028785277,20,6.672211,0.97719085,0.010747422,9.897013,1160,2010.095062442782,46610.305,0.5182541,174.85779,0.07469081,0.5757055,1.032081,0.048859544,202.05,-217.62306,277.3027982711792,[-0.64   1.789 -2.149 -2.841 -0.893],19.378325
-27.114574,139515,-99.008484,59,51.484642,1.8310548e-05,144.67001,31.477444,10.0,1.0707823,3.626396e-06,20,553.92,7.4865847,1.5738722,9.90703,1180,2225.605485642912,5887104.0,0.51263887,85.50824,7.233501,7.252792e-05,136.39856,0.37432927,223.6,237.24924,285.93571972846985,[-0.638  1.788 -2.157 -2.843 -0.901],0.14662911
-31.956902,143518,-116.69025,60,62.53664,3.967285e-05,324.94086,70.67788,9.999998,1.0826399,0.0010455291,20,1241.8287,16.90812,3.5338938,9.8963585,1200,1991.127792124827,30392156.0,0.5882518,115.332275,16.247044,0.020910583,139.97342,0.8454062,200.15,863.745,293.10198879241943,[-0.69   1.755 -2.141 -2.883 -0.906],0.14288427
-24.572462,147101,-86.09949,61,47.73974,-6.408691e-05,2.6916344,0.64045495,10.0,15.291896,0.022563146,20,11.807871,1.15424,0.03202275,9.884041,1220,1781.1123659921718,4014.9548,0.6030478,89.72571,0.13458173,0.45126292,1.4334228,0.057712007,179.15,-17.61159,300.1213114261627,[-0.711  1.832 -2.124 -2.862 -0.831],13.952618
-107.753395,150533,-393.4596,62,124.44885,-4.5776367e-05,1.6787002,0.2982867,9.999999,18.436335,0.024960702,20,20.508392,1.0242338,0.014914338,9.879386,1240,1705.650924695333,7009.959,0.5943614,126.16095,0.083935015,0.49921405,1.1171079,0.051211692,171.6,-93.3797,305.5779802799225,[-0.704  1.828 -2.133 -2.903 -0.816],17.903374
-35.274677,154454,-111.11334,63,61.90426,9.155274e-06,12.93946,2.742087,10.0,3.9121506,0.0021207768,20,47.62671,1.3521969,0.13710435,9.89365,1260,1950.0748286776957,56238.04,0.5975499,128.80493,0.646973,0.042415533,3.5735307,0.067609854,196.05,-19.055794,312.5044536590576,[-0.692  1.805 -2.15  -2.907 -0.825],5.596706
-44.260654,158425,-161.61694,64,76.57412,-3.0517578e-05,2.0476544,0.37313104,9.999999,17.236393,0.017607769,20,8.876011,0.931851,0.018656554,9.895225,1280,1975.0973749153673,4813.933,0.59649533,112.51471,0.10238272,0.3521554,1.1570054,0.04659255,198.55,-38.732567,318.5582718849182,[-0.689  1.754 -2.154 -2.947 -0.821],17.286003
-133.0812,162063,-485.9439,65,129.08755,1.5258789e-05,1.306642,0.16235429,9.999998,19.431051,0.03425334,20,7.840007,0.9487978,0.008117715,9.886044,1300,1808.635030864841,12952.634,0.5954177,118.75293,0.06533211,0.6850668,1.0247273,0.04743989,181.9,-126.87655,324.8484032154083,[-0.68   1.764 -2.148 -2.943 -0.822],19.517387
-214.5021,165686,-783.2509,66,193.47467,-6.1035157e-06,1.1137259,0.0541395,9.999999,19.94376,0.045247182,20,1.8575053,1.0195161,0.0027069752,9.886071,1320,1801.1807714073536,39892.906,0.5983837,144.23187,0.055686295,0.90494365,1.0044267,0.050975807,181.15,-213.11887,330.6785464286804,[-0.671  1.752 -2.17  -2.938 -0.824],19.911856
-43.49209,169461,-158.81079,67,69.073906,3.967285e-05,1.4072883,0.18608527,9.999999,19.363657,0.03878072,20,1.4507194,1.0265028,0.009304264,9.889268,1340,1877.0495430085878,5378.07,0.6021119,102.03992,0.070364416,0.7756144,1.024735,0.051325142,188.75,-42.576008,337.0600416660309,[-0.67   1.746 -2.173 -2.931 -0.821],19.517242
-130.68217,173153,-477.18372,68,129.687,-3.967285e-05,1.4842942,0.2574465,9.999998,18.728216,0.02366334,20,10.558608,0.98793477,0.012872325,9.887436,1360,1835.6099038723326,13795.718,0.5914357,160.35455,0.07421471,0.4732668,1.0713148,0.04939674,184.6,-124.70308,343.1887698173523,[-0.678  1.757 -2.175 -2.936 -0.817],18.66865
-106.42885,176665,-388.6233,69,108.368004,3.0517578e-05,2.2015188,0.43362403,10.0,16.956274,0.028277436,20,16.011099,1.0234709,0.021681203,9.881718,1380,1745.6141458042264,8061.199,0.58168626,158.23364,0.11007594,0.5655487,1.1276697,0.051173545,175.6,-97.00763,349.8080177307129,[-0.682  1.761 -2.176 -2.926 -0.827],17.73569
-40.635166,180939,-107.765625,70,84.0991,8.850098e-05,45.06292,9.762936,10.0,1.2789814,0.0002635066,20,342.6725,2.551807,0.4881468,9.907013,1400,2127.064096163268,2231753.2,0.5252462,148.37897,2.253146,0.005270132,23.95232,0.12759033,213.7,143.79904,357.31349635124207,[-0.672  1.753 -2.193 -2.939 -0.837],0.8349922
-35.98727,184665,-96.15173,71,65.63984,-1.8310548e-05,30.54502,6.555269,10.0,1.8220071,0.0016097155,20,179.90929,2.0753558,0.32776347,9.888977,1420,1852.658145085866,649139.0,0.5754801,131.40686,1.527251,0.03219431,11.677445,0.103767775,186.3,56.932648,364.53859305381775,[-0.639  1.783 -2.187 -3.022 -0.894],1.7127033
-38.245064,188949,-139.65106,72,73.66607,-4.8828126e-05,3.70393,0.79964274,10.0,13.444386,0.010743873,20,15.920586,1.1451433,0.039982136,9.902781,1440,2131.5872920727998,5863.762,0.55334336,118.83911,0.1851965,0.21487746,1.4074761,0.057257164,214.2,-29.452194,372.3582453727722,[-0.596  1.75  -2.173 -3.036 -0.843],14.209833
-33.72982,193057,-123.16394,73,62.738316,1.5258789e-05,3.8168285,0.737371,10.0,12.656362,0.019610047,20,17.060423,0.9680213,0.03686855,9.899031,1460,2043.6301967856446,7061.5273,0.54768986,81.74451,0.19084142,0.39220095,1.4715255,0.048401065,205.4,-23.856043,378.3946268558502,[-0.586  1.755 -2.173 -3.043 -0.866],13.591337
-222.23927,197079,-811.5031,74,194.72778,2.1362304e-05,1.5265019,0.16843605,10.0,19.505596,0.040188707,20,4.4216146,1.0579674,0.008421803,9.896265,1480,2000.5690672026517,41650.55,0.55205846,140.59674,0.076325096,0.8037741,1.0195633,0.05289837,201.1,-219.98102,385.1300137042999,[-0.583  1.787 -2.167 -3.035 -0.871],19.616241
