MinIWNorm,StdIWNorm,ReturnMeanIW,InitialReturnMax,MeanIWNorm,TimeElapsed,Bound,Weights,MeanIW,StdIW,MeanEntropy,EpRewMean,EpThisIter,Iteration,EntropyCoefficient,ESSRenyi,EpisodesSoFar,TimestepsSoFar,ReturnStepMaxmin,EpLenMean,InitialReturnStd,InitialReturnMean,EmpiricalD2,ESSClassic,J_sample_variance,ReturnStepMax,MaxIWNorm,MaxIW,MinIW,InitialReturnMin,InitialBound
0.004259257,0.0031677268,3.5012386,193.8609,0.009827127,1348.2740280628204,-24.058224,[-1.491  1.909 -3.038 -1.944 -1.203],0.9827127,0.31677267,0.20373534,1374.1043687932793,100,73,10.0,89.31862,7300,700030,9.851305,138.44,68.32415,8.6364744e-05,1.1195874,90.58739,5346.1343,10.0,0.021122329,2.112233,0.42592573,-228.38644,-25.81688
0.004011418,0.0036035005,8.089434,180.56244,0.010113592,1374.188348531723,-40.453175,[-1.489  1.919 -3.049 -1.951 -1.215],1.0113591,0.36035004,0.20368916,1322.504751916074,100,74,10.0,88.09777,7400,713358,9.845556,133.28,75.88154,-6.3171385e-05,1.1351025,88.73495,4865.572,10.0,0.021603737,2.1603737,0.40114185,-387.62466,-45.436844
0.007974733,0.00062772084,0.7225814,176.10577,0.010046225,1397.2262768745422,-85.049355,[-1.482  1.914 -3.054 -1.969 -1.215],1.0046225,0.06277209,0.20283389,1345.608974055365,100,75,10.0,99.65528,7500,726917,9.848246,135.59,101.71453,0.00012023926,1.0034591,99.61111,10582.949,10.0,0.011325138,1.1325138,0.7974733,-715.6495,-85.61179
0.005453817,0.0025321564,6.356441,197.17188,0.010016359,1420.3326625823975,-81.37859,[-1.483  1.917 -3.064 -1.974 -1.216],1.0016359,0.25321567,0.19360434,1327.6278033140313,100,76,10.0,93.8351,7600,740296,9.846487,133.79,117.15225,,1.0656993,93.993,11919.445,10.0,0.01844884,1.8448842,0.5453817,-709.2337,-84.8347
0.006839763,0.0015470082,1.7346257,202.5169,0.010181384,1444.1729629039764,-84.15261,[-1.482  1.918 -3.071 -1.988 -1.225],1.0181385,0.15470083,0.191599,1326.826857934639,100,77,10.0,97.95281,7700,753667,9.846382,133.71,116.214584,4.2114258e-05,1.0208998,97.743385,12019.213,10.0,0.013725262,1.3725263,0.6839763,-709.5342,-84.96375
0.0076916628,0.0010793807,1.0118859,189.71753,0.010150638,1467.156188249588,-86.032455,[-1.475  1.9   -3.108 -1.978 -1.227],1.0150639,0.107938066,0.1930425,1344.0394783898457,100,78,10.0,98.869446,7800,767210,9.848524,135.43,123.49332,-3.0517578e-05,1.0114348,98.881905,15877.557,10.0,0.01276301,1.276301,0.7691663,-722.35767,-86.55443
0.00026853787,0.011626588,25.710518,175.6206,0.008958407,1488.5166747570038,-7.128459,[-1.472  1.899 -3.11  -1.982 -1.226],0.8958406,1.1626587,0.152649,1358.533471750513,100,79,10.0,39.785385,7900,780898,9.850042,136.88,71.27334,1.0375977e-05,2.5134857,37.252388,38646.96,10.0,0.1009638,10.09638,0.026853787,-176.98578,-19.745808
0.0030759692,0.00332162,7.258791,203.56708,0.009765161,1511.818149805069,-80.99449,[-1.454  1.904 -3.117 -2.006 -1.266],0.9765161,0.332162,0.13732803,1290.3576769894535,100,80,10.0,91.570114,8000,793904,9.842539,130.06,118.98472,-7.141113e-05,1.0920594,89.62967,16802.69,10.0,0.0266964,2.66964,0.30759692,-700.27405,-84.23929
0.00032503906,0.019301564,35.31252,211.5058,0.0104666045,1534.7665123939514,-12.6560135,[-1.458  1.908 -3.122 -2.022 -1.282],1.0466605,1.9301562,0.14545974,1385.3526641855497,100,81,10.0,27.471056,8100,807860,9.853209,139.56,77.661026,-5.9204103e-05,3.640195,22.723457,72885.13,10.0,0.17780362,17.780363,0.032503907,-129.08997,-24.530844
0.005938041,0.002076972,4.270154,218.73645,0.010270188,1561.5289645195007,-74.457184,[-1.452  1.942 -3.102 -2.003 -1.273],1.0270189,0.20769721,0.13702306,1396.9373167571177,100,82,10.0,95.739494,8200,821932,9.854198,140.72,98.354164,7.080078e-05,1.0445011,96.070885,8310.192,10.0,0.016804434,1.6804434,0.5938041,-639.9106,-76.91806
0.00058465207,0.014360869,18.455482,178.13367,0.011648676,1588.0852060317993,-12.471311,[-1.45   1.942 -3.105 -2.012 -1.282],1.1648679,1.436087,0.15242112,1405.535826201512,100,83,10.0,45.19881,8300,836090,9.855055,141.58,66.98036,5.859375e-05,2.2124476,39.68449,38310.023,10.0,0.099550806,9.955081,0.058465205,-146.2749,-20.44654
0.0054303342,0.004454481,5.6280446,227.03821,0.010953883,1611.6951649188995,-22.593126,[-1.439  1.915 -3.108 -2.044 -1.267],1.0953883,0.44544804,0.17399418,1396.4584473588634,100,84,10.0,86.13374,8400,850157,9.854446,140.67,74.96581,-5.126953e-05,1.1609852,85.80961,9159.716,10.0,0.02768471,2.7684712,0.5430334,-135.5575,-26.282228
0.0025524928,0.0054743937,6.5034223,158.42102,0.009348369,1635.982828617096,-14.578751,[-1.439  1.92  -3.119 -2.045 -1.245],0.934837,0.5474394,0.18494684,1413.3503258905375,100,85,10.0,71.58905,8500,864393,9.856064,142.36,62.414745,9.82666e-05,1.3968617,74.46427,5413.058,10.0,0.035087906,3.5087907,0.2552493,-122.67029,-17.662495
0.00034862026,0.016671553,17.471426,179.73969,0.011302425,1662.2366816997528,-14.713016,[-1.457  1.936 -3.13  -2.023 -1.234],1.1302423,1.6671553,0.16771342,1378.936468441421,100,86,10.0,42.263443,8600,878285,9.852293,138.92,70.82042,3.479004e-05,2.366111,31.48863,24691.81,10.0,0.0962345,9.62345,0.034862027,-123.34619,-20.164024
0.0010416205,0.0066852453,9.6691675,137.68591,0.009558434,1686.3838303089142,-10.088701,[-1.431  1.939 -3.151 -2.024 -1.251],0.95584327,0.6685245,0.13969603,1389.941070204539,100,87,10.0,63.540596,8700,892287,9.853521,140.02,60.280308,4.760742e-05,1.573797,67.15142,8260.467,10.0,0.039273594,3.9273593,0.10416205,-118.329346,-15.18583
0.0039540147,0.0032131653,4.239312,230.01855,0.0097178975,1709.9991436004639,-24.400442,[-1.425  1.941 -3.16  -2.055 -1.279],0.9717898,0.32131654,0.13590717,1460.167445983252,100,88,10.0,88.187775,8800,906991,9.860884,147.04,71.17788,3.234863e-05,1.133944,90.14487,4573.7104,10.0,0.023620423,2.3620424,0.39540148,-163.56097,-26.774414
0.002611579,0.005911428,12.905135,204.75403,0.0103543475,1734.3023228645325,-15.514003,[-1.427  1.953 -3.165 -2.043 -1.283],1.0354346,0.5911428,0.105548956,1467.536047019797,100,89,10.0,72.38682,8900,921769,9.861158,147.78,80.028625,-2.4414062e-06,1.381467,75.41811,14425.026,10.0,0.040569518,4.056952,0.2611579,-138.43414,-23.718075
0.00051181024,0.034927636,44.56293,142.96002,0.013808279,1759.807228088379,4.747008,[-1.427  1.95  -3.152 -2.025 -1.313],1.3808279,3.492764,0.17449556,1467.9547209934788,100,90,10.0,17.75446,9000,936551,9.861448,147.82,65.055786,1.6479493e-05,5.6323876,13.516762,118428.34,10.0,0.30640778,30.64078,0.051181026,-142.98578,-16.456604
0.006924014,0.0014782428,1.0090188,194.26251,0.009998065,1784.2899107933044,-21.28951,[-1.427  1.954 -3.16  -2.038 -1.244],0.9998065,0.14782429,0.17559068,1367.7569059841837,100,91,10.0,97.83154,9100,950331,9.851387,137.8,61.35282,2.5024414e-05,1.0221652,97.860725,4043.1702,10.0,0.015963443,1.5963444,0.6924014,-118.47833,-22.047222
0.0017055523,0.006354675,11.744409,188.29236,0.009562281,1805.9087727069855,-15.500651,[-1.429  1.962 -3.118 -2.053 -1.243],0.9562282,0.6354674,0.17683725,1474.4348276378807,100,92,10.0,63.176907,9200,965178,9.8617935,148.47,76.987404,1.15966795e-05,1.5828569,69.365685,8457.223,10.0,0.046928693,4.692869,0.17055523,-146.83777,-21.305092
0.006823692,0.001657033,3.5824485,220.56091,0.009974059,1829.3826885223389,-85.750885,[-1.414  1.97  -3.125 -2.068 -1.242],0.9974058,0.16570331,0.18145078,1452.0484638958221,100,93,10.0,97.39823,9300,979801,9.859858,146.23,109.52215,2.1972657e-05,1.0267127,97.314064,12768.079,10.0,0.016446136,1.6446136,0.68236923,-734.47375,-88.185905
6.6168327e-06,0.6350196,309.4122,150.24323,0.07182863,1854.298790216446,102.8438,[-1.417  1.979 -3.128 -2.08  -1.237],7.1828637,63.50197,0.1975194,1400.244450159855,100,94,10.0,0.7785515,9400,993906,9.854633,141.05,68.448814,2.9907227e-05,128.44365,1.2632798,7480902.5,10.0,6.38139,638.13904,0.00066168327,-145.16437,-16.586424
0.0057856594,0.0028029967,6.55339,222.10486,0.010226875,1882.7413227558136,-63.02699,[-1.367  2.002 -3.171 -2.092 -1.221],1.0226874,0.2802997,0.19542181,1480.0313310098036,100,95,10.0,91.22869,9500,1008809,9.862253,149.03,90.262115,4.8828124e-06,1.0961463,93.012825,9585.228,10.0,0.019994173,1.9994174,0.57856596,-557.87415,-66.35015
0.007556722,0.001374531,1.1774862,158.41864,0.01011751,1908.7717862129211,-16.366013,[-1.377  2.011 -3.18  -2.082 -1.224],1.011751,0.13745311,0.2014061,1506.83884514401,100,96,10.0,98.41799,9600,1023980,9.8647995,151.71,62.08899,-1.4038086e-05,1.0160744,98.187744,3985.9856,10.0,0.013931625,1.3931625,0.7556722,-128.42975,-17.448038
8.940344e-05,0.031380855,50.11421,193.60449,0.015321472,1932.3073654174805,-1.5554231,[-1.386  2.025 -3.189 -2.096 -1.218],1.532147,3.1380856,0.16028143,1459.5416686975016,100,97,10.0,19.811476,9700,1038678,9.860483,146.98,69.08705,-4.8828124e-06,5.04758,19.249395,114354.86,10.0,0.2281579,22.81579,0.008940344,-111.52319,-21.697556
0.0064955745,0.00187671,3.730068,178.03906,0.009873072,1955.8052804470062,-87.14947,[-1.364  2.045 -3.192 -2.113 -1.259],0.98730713,0.187671,0.1687604,1453.1504398963039,100,98,10.0,96.239555,9800,1053312,9.85998,146.34,100.712975,7.3242186e-06,1.0390738,96.512825,10700.049,10.0,0.018480131,1.8480132,0.6495575,-741.4605,-89.20718
0.008205882,0.00065806456,0.67242503,154.43091,0.010036276,1980.8919475078583,-92.59855,[-1.367  2.051 -3.192 -2.11  -1.25 ],1.0036275,0.065806456,0.16564634,1613.8378699128364,100,99,10.0,99.4892,9900,1069553,9.873716,162.41,106.18142,8.3618164e-05,1.0051342,99.57192,10778.965,10.0,0.01162685,1.162685,0.8205883,-773.0972,-92.997
0.001988811,0.0068157464,8.102789,155.64233,0.010246652,2004.959000825882,-15.105989,[-1.367  2.051 -3.196 -2.112 -1.253],1.0246654,0.68157464,0.16210945,1533.8391429788217,100,100,,67.45936,10000,1084994,9.867172,154.41,68.87344,-1.0375977e-05,1.4823741,69.32656,8094.1416,10.0,0.04406759,4.4067593,0.19888109,-132.0697,-19.062227
0.0037418096,0.004716492,6.0786147,162.74976,0.010233786,2029.9985978603363,-16.12533,[-1.368  2.065 -3.191 -2.085 -1.257],1.0233787,0.47164923,0.17777744,1539.5204175791278,100,101,,80.588234,10100,1100492,9.867405,154.98,62.11466,3.6621093e-06,1.240876,82.48066,5122.4546,10.0,0.02660404,2.660404,0.37418097,-153.3634,-19.93269
0.0033485934,0.0043124896,5.2016125,178.03113,0.010067506,2055.2686359882355,-35.586998,[-1.364  2.075 -3.209 -2.094 -1.241],1.0067506,0.43124896,0.18538353,1584.4075011365046,100,102,,85.4311,10200,1116439,9.870995,159.47,72.5366,-4.272461e-05,1.1705339,84.495865,9414.042,10.0,0.0338885,3.3888502,0.33485934,-307.82312,-37.700523
0.0074654655,0.0014480482,2.8726656,208.36487,0.009958223,2080.9514479637146,-90.8021,[-1.362  2.085 -3.218 -2.088 -1.234],0.9958224,0.14480482,0.17811199,1505.1008019383617,100,103,,97.96922,10300,1131593,9.864132,151.54,131.87148,2.8686523e-05,1.0207287,97.929306,16750.4,10.0,0.013695965,1.3695965,0.74654657,-757.0452,-92.7187
0.0068868645,0.0013708229,1.7858312,177.71155,0.010032559,2104.5289356708527,-78.99583,[-1.367  2.088 -3.227 -2.092 -1.241],1.0032558,0.1370823,0.17156637,1523.018010364864,100,104,,98.413994,10400,1146926,9.865953,153.33,94.066956,-7.6904296e-05,1.0161157,98.16724,8088.631,10.0,0.01411366,1.411366,0.6886865,-654.32806,-80.13857
0.0035047638,0.0036048528,7.475851,164.30151,0.00943738,2131.4682722091675,-14.220089,[-1.368  2.092 -3.235 -2.097 -1.247],0.9437381,0.36048526,0.16532952,1631.81741753514,100,105,,86.02356,10500,1163347,9.874849,164.21,70.696014,4.5166016e-05,1.1624722,87.26724,5256.2617,10.0,0.023545064,2.3545065,0.35047638,-153.6712,-20.1227
0.0012646791,0.007097997,11.284085,183.36096,0.010236684,2158.105700492859,-15.559516,[-1.377  2.123 -3.252 -2.128 -1.254],1.0236684,0.7097997,0.14984033,1523.4346025243901,100,106,,69.98799,10600,1178684,9.866201,153.37,58.145435,-7.019043e-05,1.4288166,67.53165,6327.413,10.0,0.034806557,3.480656,0.12646791,-126.21332,-22.457111
0.007277847,0.001194312,1.6957588,161.13202,0.010179087,2185.5751276016235,-92.2543,[-1.364  2.121 -3.259 -2.146 -1.269],1.0179087,0.119431205,0.14613521,1557.2501783205394,100,107,,98.62455,10700,1194359,9.869301,156.75,120.229965,-8.666992e-05,1.0139463,98.64208,13730.525,10.0,0.013033826,1.3033826,0.7277847,-761.8053,-93.3018
0.005099723,0.0015783545,3.0112944,182.7655,0.010105847,2210.456092596054,-91.1599,[-1.363  2.123 -3.264 -2.151 -1.273],1.0105847,0.15783545,0.13746595,1551.1496362579855,100,108,,97.5516,10800,1209973,9.868776,156.14,160.46353,-2.6855469e-05,1.0250986,97.618774,25242.662,10.0,0.01506431,1.5064311,0.50997233,-759.4333,-93.01123
2.4422272e-05,3.1068618,2678.7178,183.19391,0.3165917,2234.4179842472076,1917.1848,[-1.368  2.131 -3.27  -2.155 -1.281],31.659178,310.68622,0.19958259,1554.8445627502358,100,109,,0.08680326,10900,1225624,9.869038,156.51,66.812744,4.1503907e-05,1152.0305,1.0277065,725464260.0,10.0,31.2293,3122.93,0.0024422272,-140.84467,-22.436539
0.005442681,0.0026467782,7.2112765,198.14673,0.009867598,2263.260520219803,-85.389046,[-1.415  2.165 -3.268 -2.081 -1.219],0.98675996,0.26467785,0.20390588,1432.9460485945247,100,110,,93.68275,11000,1240057,9.856569,144.33,172.92342,-6.713867e-06,1.0674324,93.288216,27776.646,10.0,0.019323621,1.9323621,0.5442681,-731.8071,-89.627716
0.0057181437,0.0021020311,5.4142814,176.77368,0.010709267,2290.033730506897,-80.75718,[-1.411  2.158 -3.271 -2.088 -1.215],1.0709265,0.21020311,0.19751926,1556.9943649044383,100,111,,95.48015,11100,1255730,9.868563,156.73,111.96527,-8.117676e-05,1.0473381,96.29027,8965.722,10.0,0.016546644,1.6546645,0.57181436,-687.5026,-84.20162
0.0065443004,0.0018358707,2.7758355,170.72272,0.009837671,2317.2080352306366,-93.47908,[-1.41   2.157 -3.28  -2.098 -1.221],0.9837671,0.18358706,0.18977715,1586.9467063299526,100,112,,97.35372,11200,1271703,9.870434,159.73,117.92778,4.0283205e-05,1.0271821,96.63462,13671.277,10.0,0.016108513,1.6108513,0.65443003,-775.4495,-94.97275
0.007783703,0.0009417295,0.99510133,172.56659,0.009949972,2340.5927350521088,-93.05491,[-1.414  2.159 -3.289 -2.097 -1.229],0.9949972,0.09417296,0.18456696,1513.4601472618688,100,113,,99.05464,11300,1286941,9.86434,152.38,105.70113,8.3618164e-05,1.0095438,99.11215,11131.388,10.0,0.012419692,1.2419692,0.7783703,-764.27673,-93.60432
0.00723356,0.0012077343,1.8219506,188.46466,0.009916258,2367.517562389374,-89.9849,[-1.413  2.158 -3.29  -2.099 -1.234],0.99162585,0.120773435,0.17860214,1517.6727197348666,100,114,,98.29981,11400,1302221,9.864885,152.8,155.38603,-5.859375e-05,1.017296,98.53832,22167.94,10.0,0.01319041,1.319041,0.723356,-743.20026,-91.02313
0.0042686425,0.00372139,9.991728,198.9826,0.010273533,2394.998494386673,-78.42652,[-1.411  2.156 -3.296 -2.101 -1.24 ],1.0273534,0.37213895,0.16160877,1550.0896323657983,100,115,,89.5474,11500,1317825,9.867926,156.04,118.57915,6.225586e-05,1.116727,88.40084,12250.269,10.0,0.022999814,2.2999814,0.42686427,-683.1606,-83.669685
0.004793282,0.0019946743,3.1268198,157.95923,0.009974926,2417.446133852005,-89.721,[-1.408  2.15  -3.295 -2.105 -1.257],0.9974926,0.19946744,0.15882553,1504.1121282275647,100,116,,97.22828,11600,1332969,9.864197,151.44,142.54617,3.7841797e-05,1.0285074,96.15501,19257.607,10.0,0.015656313,1.5656314,0.47932822,-747.5192,-91.552
0.0065971464,0.0013946341,1.959919,198.2074,0.010152316,2444.120985031128,-64.511215,[-1.404  2.148 -3.3   -2.11  -1.26 ],1.0152316,0.13946342,0.1558868,1579.7996220663645,100,117,,98.18514,11700,1348870,9.87052,159.01,99.18818,1.7700195e-05,1.018484,98.14785,7356.237,10.0,0.013178534,1.3178535,0.65971464,-537.78705,-65.86518
0.0012696326,0.019436851,27.228254,164.00989,0.010731317,2470.3096446990967,-7.967455,[-1.404  2.148 -3.305 -2.116 -1.263],1.0731318,1.9436852,0.1633794,1555.712775318629,100,118,,32.572563,11800,1364530,9.868689,156.6,61.60036,-3.967285e-05,3.0700684,23.36152,56877.31,10.0,0.1451665,14.51665,0.12696326,-131.23889,-20.087069
0.005737684,0.0026755945,4.4416046,172.2558,0.01031124,2496.2537710666656,-89.981346,[-1.398  2.169 -3.299 -2.086 -1.256],1.031124,0.26755947,0.16985776,1498.7542078491867,100,119,,94.625755,11900,1379621,9.862944,150.91,119.94056,-2.3193359e-05,1.0567948,93.69159,14902.242,10.0,0.022503052,2.2503052,0.57376844,-749.95746,-91.850685
0.007072396,0.0020180475,3.252651,169.20544,0.010220212,2523.2129480838776,-91.94052,[-1.396  2.166 -3.302 -2.094 -1.249],1.0220212,0.20180476,0.1721055,1583.4752350948058,100,120,,96.533585,12000,1395559,9.870506,159.38,131.57828,6.7749024e-05,1.0359089,96.24741,18914.697,10.0,0.017117215,1.7117217,0.7072396,-763.6588,-93.528656
0.004993345,0.002364207,5.5835314,185.07654,0.009598867,2546.694768190384,-61.040035,[-1.396  2.171 -3.306 -2.089 -1.247],0.9598868,0.23642072,0.16606435,1580.960398823848,100,121,,93.45844,12100,1411472,9.870106,159.13,94.91269,1.953125e-05,1.0699943,94.28057,6748.9155,10.0,0.018801536,1.8801538,0.49933454,-525.88586,-64.407585
0.0044674035,0.003077186,7.5027747,172.3548,0.009636761,2573.517681121826,-78.24187,[-1.394  2.17  -3.314 -2.101 -1.253],0.96367615,0.3077186,0.1497928,1509.6620772091198,100,122,,91.770256,12200,1426672,9.864031,152.0,134.87608,-3.265381e-05,1.0896777,90.7471,15629.838,10.0,0.022064352,2.2064352,0.44674036,-670.67535,-82.140656
0.007286605,0.0010170356,1.1792613,136.90216,0.009959348,2601.3560926914215,-94.85795,[-1.394  2.172 -3.322 -2.106 -1.269],0.99593467,0.10170356,0.14508487,1595.480552629015,100,123,,99.22187,12300,1442730,9.871532,160.58,111.650475,2.8686523e-05,1.0078423,98.967926,11845.99,10.0,0.012003464,1.2003464,0.7286605,-781.08374,-95.6628
0.007009717,0.0014901599,2.0764694,135.63788,0.010021107,2625.9129571914673,-83.50015,[-1.396  2.174 -3.33  -2.108 -1.274],1.0021108,0.14901598,0.14628746,1608.5841156380293,100,124,,97.98535,12400,1458919,9.872633,161.89,92.17999,1.2207031e-05,1.0205607,97.83661,9461.885,10.0,0.0149831055,1.4983106,0.7009717,-691.6559,-84.71019
0.005031103,0.0027318555,6.3048964,185.77728,0.010466588,2650.8689692020416,-78.883484,[-1.397  2.181 -3.333 -2.108 -1.273],1.0466589,0.27318555,0.15344545,1531.1948951772536,100,125,,93.45693,12500,1474334,9.866364,154.15,107.94355,2.5634765e-05,1.0700116,93.62203,8885.058,10.0,0.020784851,2.0784853,0.5031103,-672.4198,-82.35425
0.0058660684,0.0028061878,1.4961593,165.97461,0.009733714,2680.780706882477,-19.611343,[-1.395  2.178 -3.341 -2.118 -1.265],0.9733715,0.2806188,0.15724245,1711.280133791192,100,126,,92.747215,12600,1491550,9.880198,172.16,63.169094,-7.3242186e-06,1.0781995,92.32635,3733.3086,10.0,0.023883449,2.388345,0.58660686,-115.77246,-20.327663
0.0042000096,0.0031839756,11.951175,181.80176,0.010590405,2705.0240063667297,-85.77566,[-1.399  2.189 -3.333 -2.114 -1.262],1.0590405,0.31839755,0.1517934,1597.9954891877833,100,127,,90.72528,12700,1507633,9.871933,160.83,141.41405,-3.90625e-05,1.1022286,91.71042,16019.979,10.0,0.01965751,1.965751,0.42000097,-760.0328,-93.08466
0.00016488446,0.09611369,59.51433,146.76276,0.01618712,2731.801918745041,1.3049088,[-1.396  2.183 -3.337 -2.126 -1.267],1.6187122,9.611369,0.123474054,1630.087401562129,100,128,,9.535345,12800,1524037,9.874344,164.04,59.263485,5.065918e-05,10.487297,2.7581754,379531.6,10.0,0.96653473,96.65347,0.016488446,-136.82544,-17.974644
0.0030277413,0.0040925653,17.38328,215.43121,0.01002482,2758.2681472301483,-78.55487,[-1.411  2.218 -3.328 -2.079 -1.295],1.0024822,0.40925652,0.11096647,1481.7474697881748,100,129,,85.7585,12900,1538958,9.86129,149.21,180.90173,-9.155274e-06,1.1660652,85.71459,27738.56,10.0,0.026413117,2.6413116,0.30277413,-725.4113,-88.84439
0.005827831,0.0013597774,3.408087,154.67883,0.01002127,2784.3651909828186,-83.31936,[-1.404  2.21  -3.339 -2.088 -1.308],1.002127,0.13597776,0.10542587,1622.8575235982796,100,130,,97.204025,13000,1555290,9.873421,163.32,113.81507,4.8828124e-06,1.028764,98.19212,10868.802,10.0,0.013562894,1.3562895,0.5827831,-698.1569,-85.50642
0.0050186226,0.0022821676,5.4593396,185.04517,0.009811845,2810.313759803772,-80.13168,[-1.402  2.21  -3.35  -2.094 -1.314],0.9811846,0.22821677,0.097649924,1579.3671207774728,100,131,,95.17379,13100,1571187,9.870073,158.97,143.53053,8.850097e-06,1.0507095,94.86771,15265.838,10.0,0.01625426,1.625426,0.5018623,-681.77527,-83.50007
0.0051843775,0.0017933811,2.9624333,176.52948,0.009990259,2837.3466098308563,-72.61958,[-1.402  2.207 -3.361 -2.099 -1.321],0.9990259,0.17933811,0.08959307,1604.2704726761967,100,132,,96.48807,13200,1587333,9.872114,161.46,82.764885,4.3945314e-05,1.0363976,96.8781,6065.5605,10.0,0.0138025,1.3802501,0.51843774,-606.1912,-74.24291
0.0076434347,0.0012583884,3.1480668,169.10974,0.010215359,2862.2308604717255,-80.0138,[-1.402  2.211 -3.363 -2.097 -1.329],1.0215359,0.12583883,0.09012121,1542.6691179468876,100,133,,98.50837,13300,1602863,9.867016,155.3,116.49613,7.93457e-06,1.0151422,98.5052,12915.838,10.0,0.014009524,1.4009525,0.7643435,-673.93054,-82.53929
0.0033337104,0.0030257537,13.5459,170.54974,0.0103969015,2888.983741760254,-82.91231,[-1.409  2.215 -3.38  -2.099 -1.329],1.0396903,0.30257535,0.0914576,1532.7825597490457,100,134,,90.20697,13400,1618294,9.866339,154.31,155.53769,-2.3498535e-05,1.1085618,92.19178,15657.617,10.0,0.017145531,1.7145531,0.33337104,-748.0207,-91.61348
0.0064301747,0.0016112344,3.7470484,184.79816,0.009991174,2915.0618138313293,-90.09633,[-1.404  2.21  -3.385 -2.11  -1.327],0.99911743,0.16112345,0.09602904,1578.786159318086,100,135,,97.85067,13500,1634185,9.870272,158.91,151.54028,-1.4648437e-05,1.0219654,97.46526,21649.586,10.0,0.015748683,1.5748684,0.6430175,-757.94885,-92.829414
0.0041766027,0.004661817,8.994168,166.15216,0.010200048,2939.294520378113,-93.62869,[-1.406  2.209 -3.408 -2.112 -1.323],1.0200047,0.46618176,0.109563455,1654.2947238594506,100,136,,88.3504,13600,1650831,9.8762665,166.46,128.141,2.6855469e-05,1.1318568,82.72088,22332.533,10.0,0.0364777,3.64777,0.4176603,-787.5946,-96.46022
0.0036680144,0.0033163049,11.60172,175.99463,0.010678763,2964.362620830536,-87.37618,[-1.4    2.209 -3.408 -2.113 -1.309],1.0678761,0.3316305,0.094908044,1627.7909700875698,100,137,,89.69145,13700,1667212,9.874207,163.81,155.25932,4.1503907e-05,1.1149335,91.20408,17784.865,10.0,0.018692102,1.8692102,0.36680144,-765.36426,-93.73756
0.009339424,0.00028758554,0.16703685,135.59296,0.010088786,2993.7691972255707,-96.78688,[-1.399  2.206 -3.414 -2.121 -1.324],1.0088787,0.028758552,0.094794095,1688.813323742413,100,138,,99.908554,13800,1684203,9.879005,169.91,99.42618,-7.5683594e-05,1.0009153,99.91883,10163.468,10.0,0.010691673,1.0691673,0.93394244,-791.26337,-96.90965
0.00918922,0.00031748525,0.10460162,185.67426,0.010048982,3018.403886795044,-94.011215,[-1.399  2.206 -3.417 -2.122 -1.324],1.0048982,0.031748526,0.09521446,1542.8211699144917,100,139,,99.89992,13900,1699734,9.86772,155.31,124.839325,-2.380371e-05,1.0010018,99.90031,15814.087,10.0,0.010759509,1.075951,0.91892207,-768.06775,-94.06873
0.0064796787,0.0014667469,2.556544,180.1319,0.009734953,3042.431392431259,-75.36464,[-1.4    2.206 -3.417 -2.123 -1.324],0.9734954,0.14667468,0.09607574,1662.6960097819278,100,140,,97.379745,14000,1716464,9.876907,167.3,100.808365,3.7841797e-05,1.0269076,97.780304,9453.382,10.0,0.0137363635,1.3736364,0.6479679,-627.8331,-76.89351
0.008464118,0.0009681856,0.8469368,165.2356,0.010078745,3068.726998567581,-86.528046,[-1.398  2.207 -3.422 -2.128 -1.323],1.0078744,0.09681857,0.09578535,1677.3092979805626,100,141,,99.29053,14100,1733340,9.87813,168.76,95.77292,4.8828124e-06,1.0071454,99.08564,9586.949,10.0,0.013315408,1.3315408,0.84641176,-710.87854,-87.06448
0.00722349,0.0014633216,2.203019,139.67554,0.009930506,3095.3446805477142,-95.132614,[-1.4    2.211 -3.426 -2.127 -1.323],0.99305063,0.14633217,0.08868582,1641.5124385957936,100,142,,98.04275,14200,1749858,9.87553,165.18,135.80037,6.408691e-05,1.0199633,97.87475,17926.92,10.0,0.013771705,1.3771706,0.72234905,-786.9261,-96.37831
0.007952059,0.0010800757,1.162237,149.495,0.00997342,3121.8644411563873,-96.068695,[-1.4    2.213 -3.43  -2.127 -1.33 ],0.99734193,0.108007565,0.08886709,1615.0067822104986,100,143,,98.81365,14300,1766111,9.873415,162.53,95.971565,-2.6855469e-05,1.0120059,98.840805,9433.988,10.0,0.013313218,1.3313218,0.7952059,-789.16406,-96.6525
1.9301642e-05,0.116930835,154.14886,150.58105,0.01826738,3152.3404309749603,69.32878,[-1.399  2.215 -3.433 -2.125 -1.33 ],1.826738,11.693083,0.06256151,1683.603686727184,100,144,,4.727533,14400,1783050,9.878519,169.39,59.144108,-6.225586e-05,21.152681,2.382442,2321610.0,10.0,1.1691073,116.910736,0.0019301642,-107.0614,-18.442402
0.004947309,0.002067125,6.1380477,200.67175,0.009916856,3190.434329032898,-68.49938,[-1.445  2.255 -3.458 -2.083 -1.356],0.9916855,0.2067125,0.06244143,1597.8405974927302,100,145,,95.4181,14500,1799132,9.871231,160.82,119.062294,-1.5258789e-05,1.0480192,95.83597,9611.51,10.0,0.015851194,1.5851195,0.4947309,-595.287,-72.907486
