InitialReturnMax,MaxIW,ReturnMeanIW,MaxD2w0t,MinIW,EpisodesSoFar,MeanD2w0t,InitialReturnMin,EpThisIter,TimeElapsed,EpLenMean,Iteration,ReturnStepMax,ReturnStepMaxmin,J_sample_variance,TimestepsSoFar,StdIW,MinD2w0t,EmpiricalD2,StdD2w0t,InitialReturnStd,MeanIW,Bound,EpRewMean,MeanEntropy,Weights,InitialBound,InitialReturnMean
0.59490967,1.0774789,-0.35507277,1.0023232,0.9087736,8200,0.99055654,-12.861633,100,3104.3687574863434,495.03,82,9.996959,9.993917,3.9368746,2141386,0.02109244,,1.0012301,0.09925374,1.9963433,0.9985475,-121.99315,4948.680358658093,0.67548174,[-0.148  1.895 -3.931 -3.444 -0.743],-121.99845,-8.544922e-06
30.01239,2.4090896,-29.297636,1.8893834,0.21607396,8300,1.0141797,-963.33374,100,3177.6267178058624,483.67,83,9.997523,9.995047,27985.834,2189753,0.18982801,,1.1818631,0.20278466,169.41685,0.9957601,-151.2295,4835.393336998907,0.67328405,[-0.147  1.895 -3.931 -3.444 -0.743],-151.48936,2.6855469e-05
17.061157,19.828686,-13.585378,143.97543,0.0011883002,8400,1.834205,-976.2928,100,3252.3749022483826,485.38,84,9.996543,9.993086,10384.366,2238291,0.60979545,,10.540023,4.4529805,117.4655,0.9601154,-136.58763,4852.011996850846,0.66575557,[-0.158  1.876 -3.929 -3.422 -0.746],-138.421,7.3242186e-06
52.414795,5.570719,-49.635696,9.532055,0.016667984,8500,1.1781418,-940.9436,100,3323.4705061912537,452.77,85,9.990489,9.980978,46986.316,2283568,0.3618555,,3.2736814,0.783697,215.49869,0.9707911,-171.74774,4523.295758133249,0.66700697,[-0.196  1.87  -3.958 -3.419 -0.753],-173.09517,-2.5024414e-05
11.228027,4.013311,-9.556292,2.7854216,0.07794569,8600,1.0735043,-972.13806,100,3398.663260936737,482.61,86,9.994234,9.988468,8741.986,2331829,0.31357178,,1.5334369,0.2831964,97.76285,1.0142541,-131.63727,4823.211766183778,0.6604165,[-0.167  1.858 -3.963 -3.407 -0.752],-132.3392,-5.3100586e-05
18.768982,1.4580221,-17.678532,1.0622485,0.615937,8700,0.9896865,-974.5864,100,3474.022476673126,485.7,87,9.996632,9.993263,15337.038,2380399,0.12159613,,1.0412408,0.17022225,127.96629,0.9984625,-139.52696,4855.250205368585,0.65521336,[-0.148  1.854 -3.979 -3.406 -0.758],-140.13733,-6.0424805e-05
30.24176,2.4011765,-29.803684,1.2449679,0.4347338,8800,0.9763233,-963.10815,100,3548.639442205429,480.63,88,9.996587,9.993174,28813.691,2428462,0.120672315,,1.0671538,0.19814493,168.80357,1.003883,-151.48328,4804.548057224782,0.6562508,[-0.145  1.844 -4.007 -3.395 -0.764],-151.6105,3.3569337e-05
22.007751,1.2849548,-21.319279,1.0138681,0.69548243,8900,0.97180897,-961.3663,100,3622.1431114673615,483.09,89,9.997019,9.994038,18880.732,2476771,0.073605955,,1.0112772,0.18184859,138.63493,1.0036602,-143.02856,4829.345353546173,0.65399164,[-0.136  1.844 -4.007 -3.394 -0.763],-143.4202,5.432129e-05
10.032654,1.3879321,-9.809951,1.0502598,0.5784623,9000,0.99384046,-973.33844,100,3698.634655714035,493.87,90,9.998292,9.996584,9500.546,2526158,0.0849046,,1.016995,0.11086378,97.82937,0.9959756,-131.51614,4937.739061342094,0.651615,[-0.137  1.847 -4.032 -3.4   -0.765],-131.5904,3.601074e-05
10.316406,1.6532722,-9.920157,1.2159864,0.30261374,9100,0.99831784,-983.0332,100,3774.152536869049,491.94,91,9.997448,9.994896,9649.19,2575352,0.12390574,,1.0551076,0.12983097,98.80949,0.9832333,-131.63306,4918.03299863442,0.6493671,[-0.133  1.847 -4.03  -3.397 -0.767],-131.78154,-1.7700195e-05
49.44226,1.7315267,-48.797195,1.049147,0.65417325,9200,0.9560672,-943.9164,100,3847.434679746628,474.02,92,9.997225,9.99445,45716.566,2622754,0.08778867,,1.0189824,0.22390932,214.72954,0.99512845,-170.53238,4738.77937927941,0.64845276,[-0.126  1.841 -4.031 -3.39  -0.77 ],-170.87346,-1.15966795e-05
29.877136,1.8607157,-29.143965,1.1163161,0.4464469,9300,0.991437,-963.4727,100,3885.078723669052,483.74,93,9.997474,9.994947,27720.871,2671128,0.15715507,,1.0556192,0.1825278,168.8571,1.0032585,-151.0625,4836.063957495234,0.64379907,[-0.128  1.834 -4.058 -3.378 -0.77 ],-151.34488,
29.751648,1.5768971,-29.125366,1.0438771,0.6229637,9400,0.9793569,-953.62,100,3922.0063214302063,483.17,94,9.997484,9.994968,27544.852,2719445,0.116002224,,1.0279194,0.18296117,167.70868,1.0022386,-150.92725,4830.372652251662,0.6460425,[-0.132  1.829 -4.061 -3.383 -0.775],-151.21837,4.8828126e-05
39.69403,2.203566,-38.48094,1.5314006,0.40053695,9500,1.0033536,-953.65063,100,3959.235952615738,477.98,95,9.996595,9.993191,35955.64,2767243,0.18893325,,1.1524752,0.22290698,193.16896,0.9986991,-160.4891,4778.063303562127,0.6401406,[-0.13   1.829 -4.075 -3.391 -0.773],-161.06902,-4.272461e-06
0.22741699,1.0,-0.09963994,1.0,1.0,9600,0.9972,-10.000427,100,3997.665309906006,498.6,96,9.997963,9.995926,1.0678037,2817103,,,1.0,0.052840326,1.0281707,1.0,-121.74464,4984.861842224438,0.6401406,[-0.14   1.821 -4.09  -3.379 -0.779],-121.74464,9.155274e-06
10.442261,2.6910968,-9.985347,1.625068,0.21661869,9700,1.012462,-972.9331,100,4034.8528201580048,490.26,97,9.9975395,9.995079,9753.681,2866129,0.17965443,,1.1554645,0.15982804,97.814835,0.9965479,-131.71518,4901.273136188568,0.6399402,[-0.14   1.821 -4.09  -3.379 -0.779],-131.91273,-9.094238e-05
29.946777,2.2128038,-28.769783,1.8411491,0.112627774,9800,1.0324166,-963.4147,100,4071.5518419742584,484.41,98,9.998087,9.996174,26968.982,2914570,0.22325139,,1.2096158,0.20393026,169.43018,0.9627297,-150.88824,4843.057542160279,0.63282454,[-0.127  1.821 -4.092 -3.38  -0.779],-151.47124,5.432129e-05
20.31073,1.8734254,-19.969093,1.1867994,0.42245245,9900,0.98432624,-973.04486,100,4109.507840871811,486.61,99,9.9971485,9.994297,19565.781,2963231,0.10495209,,1.0497651,0.16475625,139.02042,0.99929607,-141.63644,4864.594603245964,0.6331188,[-0.14   1.807 -4.091 -3.368 -0.786],-141.7365,-2.6245118e-05
10.048706,1.2354103,-9.840227,1.0058994,0.8592981,10000,0.9892609,-973.32623,100,4146.746254205704,493.59,100,9.997736,9.995472,9551.185,3012590,0.045944806,,1.0041312,0.11274085,97.82603,1.0057248,-131.5116,4934.664189851676,0.633726,[-0.133  1.807 -4.091 -3.368 -0.786],-131.54066,2.5634765e-05
10.031738,1.8235434,-9.427455,1.0429276,0.60386455,10100,1.0043461,-973.35315,100,4184.597557067871,493.7,101,9.998199,9.996399,8729.688,3061960,0.14380486,,1.0349348,0.113900214,97.82926,0.99662554,-131.27765,4935.989246211993,0.6282367,[-0.132  1.805 -4.092 -3.37  -0.785],-131.56586,3.2958986e-05
29.843811,1.4662943,-29.235497,1.027506,0.6527374,10200,0.97849685,-963.5126,100,4221.917453050613,483.48,102,9.997698,9.995396,27807.475,3110308,0.111350425,,1.0234298,0.18100199,168.28189,1.0089443,-151.0248,4833.574541076875,0.62475485,[-0.131  1.803 -4.085 -3.364 -0.791],-151.3301,-0.00010314942
29.73468,2.2935963,-28.692602,1.2876344,0.51647395,10300,1.0053093,-963.61865,100,4259.474997758865,484.26,103,9.997761,9.995522,26954.363,3158734,0.173686,,1.1013596,0.18456493,168.29723,1.000681,-150.70885,4841.399575162091,0.6198602,[-0.129  1.792 -4.076 -3.351 -0.794],-151.23088,6.225586e-05
0.32513428,2.1833265,-0.029664723,1.2544103,0.38314468,10400,1.0101988,-10.054138,100,4297.833612680435,497.34,104,9.997671,9.995342,0.3980606,3208468,0.11821211,,1.0707864,0.079560935,1.3464391,0.9925637,-121.710884,4972.1160066571865,0.6200566,[-0.136  1.783 -4.087 -3.352 -0.799],-121.80841,1.2207031e-05
19.95874,1.3049587,-19.793066,1.0389452,0.8228225,10500,0.98257065,-973.40186,100,4334.90677523613,489.84,105,9.998353,9.996706,19391.676,3257452,0.046857454,,1.0096492,0.14156836,139.05748,0.99717724,-141.465,4897.473214014397,0.6193324,[-0.128  1.784 -4.087 -3.353 -0.799],-141.51385,-6.7749024e-05
20.43982,3.0244353,-19.851032,1.5603102,0.20572555,10600,1.0019705,-972.9203,100,4372.1663818359375,486.18,106,9.997168,9.994335,19445.643,3306070,0.17801744,,1.1335709,0.17780975,139.02013,0.99564517,-141.5823,4860.304645191149,0.61864924,[-0.13   1.779 -4.087 -3.348 -0.8  ],-141.86317,1.3427734e-05
0.2672119,1.227179,-0.100153245,1.0623924,0.5212498,10700,0.9993038,-7.0150757,100,4410.918071269989,498.03,107,9.998172,9.996344,0.53021234,3355873,0.05703983,,1.013202,0.063192904,0.9927489,0.997926,-121.75876,4979.267477523757,0.61846,[-0.119  1.769 -4.092 -3.339 -0.8  ],-121.80142,-3.967285e-05
19.898376,1.7743179,-18.373579,1.0671304,0.44943124,10800,1.0053309,-973.4604,100,4447.9863250255585,488.62,108,9.998158,9.996317,16687.344,3404735,0.15942399,,1.0572332,0.15431565,137.65771,0.9807112,-140.3707,4885.178479703247,0.6122546,[-0.115  1.769 -4.092 -3.339 -0.8  ],-141.43361,-4.8828126e-05
10.022522,1.0,-9.956469,1.0,1.0,10900,0.98984,-983.3382,100,4486.209001541138,494.92,109,9.998643,9.997286,9865.88,3454227,,,1.0,0.10028316,98.82926,1.0,-131.60974,4948.404607204306,0.6122546,[-0.114  1.773 -4.123 -3.349 -0.807],-131.60974,3.540039e-05
0.15771484,1.0,-0.101668954,1.0,1.0,11000,0.998,-5.5457153,100,4524.204877614975,499.0,110,9.998677,9.9973545,0.42444214,3504127,,,1.0,0.044674765,0.64822286,1.0,-121.755356,4989.212264527795,0.6122546,[-0.114  1.773 -4.123 -3.349 -0.807],-121.755356,-2.1972657e-05
19.934937,1.1806896,-19.758772,1.0044272,0.860471,11100,0.9798395,-973.42365,100,4560.689895868301,488.93,111,9.998011,9.996021,19237.959,3553020,0.041162007,,1.0040151,0.14744137,138.3505,1.0036167,-141.42854,4888.208217830815,0.6142448,[-0.114  1.773 -4.123 -3.349 -0.807],-141.45378,4.0283205e-05
0.5410156,1.6435695,-0.055033468,1.5192485,0.12965322,11200,1.0123347,-12.759949,100,4598.415814638138,495.56,112,9.997854,9.995708,0.24994029,3602576,0.15960746,,1.0931515,0.106388465,2.008093,0.9821092,-121.77142,4954.410532594898,0.61424464,[-0.113  1.773 -4.123 -3.349 -0.805],-122.0476,-2.380371e-05
19.848145,1.5624897,-19.591465,1.0594163,0.6582833,11300,0.9884834,-973.51196,100,4635.338309288025,490.03,113,9.998616,9.997232,18972.377,3651579,0.09332435,,1.019994,0.14114285,138.36197,1.0037905,-141.3363,4899.500079029094,0.6109045,[-0.103  1.773 -4.123 -3.349 -0.805],-141.43303,-4.8828124e-06
9.944397,1.1896195,-9.792417,1.0067883,0.75783885,11400,0.9916386,-973.44135,100,4678.959308862686,494.72,114,9.998604,9.997208,9526.565,3701051,0.04503409,,1.0046916,0.10245401,97.834854,1.0064843,-131.47075,4946.385546823842,0.6112665,[-0.106  1.77  -4.124 -3.349 -0.808],-131.52283,-4.4555665e-05
10.076294,1.0000257,-9.992705,1.0,0.99999404,11500,0.98862,-983.2785,100,4750.083967447281,494.31,115,9.998406,9.996813,9864.949,3750482,6.557554e-06,,1.0,0.10606878,98.82459,1.0000004,-131.6431,4942.188761823373,0.6112665,[-0.105  1.768 -4.12  -3.344 -0.808],-131.6431,-6.713867e-06
0.10455322,1.0,-0.040603526,1.0,1.0,11600,0.9992,-1.9329834,100,4823.439961433411,499.6,116,9.9986315,9.997263,0.057170115,3800442,,,1.0,0.028272655,0.23791051,1.0,-121.69373,4995.193753792121,0.6112665,[-0.105  1.768 -4.12  -3.344 -0.808],-121.69373,-1.0986329e-05
19.83905,2.373543,-19.1763,1.2312801,0.56414896,11700,0.99985343,-973.517,100,4894.130334377289,490.03,117,9.998607,9.997213,18207.709,3849445,0.13338226,,1.0581017,0.14438204,138.36266,1.0030321,-140.99994,4899.496363410525,0.6080918,[-0.105  1.768 -4.12  -3.344 -0.808],-141.42685,4.760742e-05
10.020081,1.0007122,-9.956953,1.0,0.99936956,11800,0.98976,-983.34076,100,4967.676811218262,494.88,118,9.998673,9.997347,9865.792,3898933,0.00017643771,,1.0,0.10066615,98.82953,1.0000011,-131.6106,4948.019859363864,0.6080926,[-0.113  1.767 -4.144 -3.346 -0.811],-131.61066,-4.0283205e-05
29.77069,1.1866431,-29.64815,1.0100818,0.8677993,11900,0.97134554,-963.5874,100,5038.170174121857,485.04,119,9.998454,9.996908,28729.416,3947437,0.03464931,,1.0031418,0.17059253,168.87636,0.9951925,-151.31427,4849.5281054515,0.6084601,[-0.113  1.767 -4.144 -3.346 -0.811],-151.33951,2.4414062e-06
19.982727,1.2978295,-19.739124,1.0285864,0.76398367,12000,0.9837547,-973.3789,100,5108.617800235748,489.47,120,9.998272,9.996544,19261.846,3996384,0.0649599,,1.011045,0.14433217,139.05478,0.9948514,-141.44992,4893.730121645674,0.60839826,[-0.114  1.765 -4.145 -3.347 -0.81 ],-141.5277,-4.272461e-06
9.9088745,1.1785444,-9.81856,1.0044581,0.86000794,12100,0.9915961,-973.47015,100,5183.92822599411,495.02,121,9.998863,9.997726,9574.049,4045886,0.038813055,,1.0031786,0.09946198,97.83745,0.9960825,-131.4948,4949.512880734238,0.6094245,[-0.111  1.752 -4.145 -3.334 -0.811],-131.52274,2.3193359e-05
20.046265,1.1034545,-19.92879,1.0015949,0.96666896,12200,0.97800666,-973.3117,100,5257.875975370407,488.94,122,9.998215,9.996429,19504.475,4094780,0.0105799725,,1.0004463,0.14709708,139.04701,0.99963796,-141.57838,4888.404286210296,0.6095697,[-0.112  1.751 -4.146 -3.335 -0.809],-141.5885,1.953125e-05
10.024597,1.0030955,-9.966013,1.0000616,0.9971008,12300,0.9894648,-983.3273,100,5327.184153079987,494.73,123,9.998632,9.997265,9865.055,4144253,0.0007054282,,1.0000595,0.10212553,98.828384,1.0000306,-131.61949,4946.497794574241,0.60955757,[-0.112  1.749 -4.146 -3.334 -0.809],-131.61952,6.1035155e-07
0.2611084,1.6554703,-0.10823302,1.2565243,0.3865149,12400,1.0062401,-18.312927,100,5364.643506526947,498.68,124,9.998842,9.9976845,0.59646463,4194121,0.08919335,,1.0369449,0.055097282,1.8414024,1.0013463,-121.79382,4986.096367146838,0.60942423,[-0.112  1.749 -4.146 -3.334 -0.809],-121.87137,-4.760742e-05
39.50653,1.7352171,-39.036877,1.1711901,0.7300142,12500,0.9714628,-953.8488,100,5401.475514173508,479.95,125,9.998011,9.996021,37029.324,4242116,0.100967035,,1.0334584,0.19905789,193.17767,0.9932169,-160.78494,4798.428120241919,0.6108406,[-0.105  1.75  -4.146 -3.334 -0.81 ],-161.02863,2.5024414e-05
10.054504,1.7851237,-9.611169,1.1760807,0.37588692,12600,1.0034674,-973.3288,100,5439.823876857758,493.58,126,9.998245,9.9964905,9158.369,4291474,0.12901048,,1.0476196,0.115673035,97.82888,0.989945,-131.40137,4934.809406647639,0.6084609,[-0.11   1.738 -4.144 -3.321 -0.808],-131.5953,3.90625e-05
6.5803223,10.190352,-2.8795245,67.36743,0.047204096,12700,1.3472109,-642.70154,100,5478.100904464722,495.29,127,9.998645,9.99729,818.9843,4341003,0.46925533,,3.4167042,1.6365583,64.594055,0.98251414,-125.467575,4952.1034814038485,0.6040164,[-0.104  1.724 -4.14  -3.305 -0.81 ],-128.17,-9.155274e-06
10.186096,1.1419024,-10.043441,1.0019093,0.8900925,12800,0.98758286,-983.1729,100,5516.054017066956,493.33,128,9.998084,9.996168,9823.756,4390336,0.02958775,,1.0018502,0.1148346,98.82173,0.99824893,-131.70132,4932.228120208875,0.60273004,[-0.136  1.732 -4.168 -3.31  -0.815],-131.71281,-7.873535e-05
20.112732,1.3767304,-19.781153,1.0598595,0.64183867,12900,0.9791797,-973.2498,100,5553.115617513657,486.91,129,9.996839,9.993677,19265.31,4439027,0.06857792,,1.0194649,0.16072477,138.32877,0.99894315,-141.44464,4867.437947015617,0.6045573,[-0.136  1.732 -4.168 -3.311 -0.816],-141.49696,-7.93457e-06
10.120483,1.0,-9.937532,1.0,1.0,13000,0.98728,-983.24005,100,5590.747186899185,493.64,130,9.997463,9.994926,9864.291,4488391,,,1.0,0.112061344,98.8213,1.0,-131.57645,4935.023105005326,0.6045573,[-0.132  1.731 -4.169 -3.311 -0.814],-131.57645,-6.7749024e-05
18.455566,8.752989,-15.445829,11.032916,0.045723785,13100,1.2207102,-974.9007,100,5652.9538724422455,486.73,131,9.9967985,9.993597,12247.2705,4537064,0.41161466,,2.5139813,0.7007096,126.938896,0.94481623,-137.96817,4865.6201365461075,0.60034287,[-0.132  1.731 -4.169 -3.311 -0.814],-139.84164,-4.333496e-05
1.4023438,2.9711163,-0.05130829,4.0593705,0.07280976,13200,1.1058286,-19.532043,100,5728.86474609375,488.04,132,9.995037,9.990074,1.5754967,4585868,0.286425,,1.8189663,0.33775368,3.79059,0.97930044,-121.936905,4877.850996349819,0.6002752,[-0.157  1.723 -4.212 -3.306 -0.819],-122.59289,-7.263184e-05
0.37902832,1.9681145,-0.0940369,1.1604903,0.34970117,13300,1.0049641,-11.324829,100,5772.2199449539185,496.82,133,9.997691,9.995382,0.90232646,4635550,0.108006045,,1.0530893,0.083022915,1.4657168,0.99229515,-121.76745,4966.925225912107,0.6001018,[-0.137  1.724 -4.213 -3.308 -0.819],-121.858604,-3.540039e-05
10.180908,1.0000098,-9.967746,1.0,0.9999919,13400,0.98566,-983.1754,100,5821.593183755875,492.83,134,9.997117,9.994234,9863.389,4684833,1.5939465e-06,,1.0,0.118889205,98.81677,1.0,-131.60245,4926.748811300679,0.6001018,[-0.131  1.725 -4.214 -3.308 -0.819],-131.60245,-3.7231446e-05
20.160095,1.9696957,-19.581533,1.3606211,0.3552975,13500,0.9902924,-973.19495,100,5892.204771995544,486.04,135,9.997044,9.994087,18784.076,4733437,0.1273551,,1.0774479,0.17149992,137.63055,0.9993339,-141.2975,4858.837469198415,0.5991219,[-0.131  1.725 -4.214 -3.308 -0.819],-141.57474,-4.5776367e-05
10.047546,1.0698336,-9.965147,1.0010376,0.9496912,13600,0.98922414,-983.31354,100,5969.090492725372,494.47,136,9.998547,9.997093,9855.973,4782884,0.015990801,,1.000623,0.10461425,98.82746,1.0006154,-131.6207,4943.851782553046,0.5984015,[-0.122  1.724 -4.232 -3.303 -0.82 ],-131.62372,-3.112793e-05
0.2423706,1.0003675,-0.09422034,1.0000001,0.99951744,13700,0.99624,-5.7113647,100,6044.254464626312,498.12,137,9.99792,9.99584,0.5899006,4832696,7.291985e-05,,1.0,0.061202478,0.76445514,1.0000001,-121.73869,4980.034838963362,0.5984014,[-0.122  1.724 -4.232 -3.303 -0.821],-121.73874,-4.333496e-05
0.15600586,1.0,-0.0194116,1.0,1.0,13800,0.9978,-3.8258057,100,6116.678385019302,498.9,138,9.997906,9.995811,0.24797724,4882586,,,1.0,0.04685204,0.4954811,1.0,-121.663704,4987.826816679626,0.5984014,[-0.122  1.724 -4.232 -3.303 -0.821],-121.663704,2.4414063e-05
9.813965,4.663245,-7.297616,1.4367576,0.188255,13900,1.0678186,-963.6795,100,6186.379334926605,494.94,139,9.998719,9.997438,5301.4917,4932080,0.32185623,,1.1809543,0.12075538,96.85348,0.98347217,-129.79497,4948.637467857057,0.5879417,[-0.122  1.724 -4.232 -3.303 -0.821],-131.40656,9.765625e-06
0.32299805,1.8953838,-0.040619034,1.3594218,0.27188113,14000,1.0112189,-8.323547,100,6236.711776018143,497.34,140,9.997955,9.995911,0.30519828,4981814,0.11488883,,1.0742474,0.08097127,1.3497223,0.9918483,-121.7315,4972.252502131576,0.5877105,[-0.13   1.726 -4.254 -3.313 -0.831],-121.83508,1.586914e-05
10.023315,1.337644,-9.71897,1.0264494,0.77607834,14100,0.9959748,-983.3385,100,6272.601886987686,494.69,141,9.998336,9.996672,9451.099,5031283,0.07517669,,1.014271,0.10327618,98.82936,0.999597,-131.45297,4945.9496783996665,0.5855135,[-0.121  1.726 -4.254 -3.314 -0.831],-131.57512,0.00010986328
30.03357,1.7670596,-29.191149,1.2125857,0.55699813,14200,0.98598784,-963.3339,100,6322.974671125412,482.24,142,9.997053,9.994106,27718.994,5079507,0.14617394,,1.0621781,0.19052252,168.83533,1.0146089,-151.0304,4820.855660814683,0.58497477,[-0.122  1.714 -4.254 -3.302 -0.833],-151.43675,2.380371e-05
39.89026,1.4857345,-39.11891,1.0436487,0.669415,14300,0.9709897,-953.4668,100,6393.049325704575,478.54,143,9.997838,9.995676,36858.11,5127361,0.114678904,,1.026817,0.20577745,194.12527,1.0169604,-160.98048,4784.247599093897,0.58107173,[-0.115  1.698 -4.242 -3.281 -0.834],-161.39143,-2.8076172e-05
0.06982422,1.0,-0.055335764,1.0,1.0,14400,1.0,-0.14404297,100,6466.46879696846,500.0,144,0.018913269,0.01802826,0.0029152336,5177361,,1.0,1.0,,0.053711135,1.0,-0.28545308,4999.426900150456,0.58107173,[-0.114  1.681 -4.247 -3.267 -0.838],-0.28545308,-5.1879884e-05
0.26922607,1.4801137,-0.07778719,1.1730213,0.38538557,14500,1.0039283,-9.790588,100,6539.837174415588,497.93,145,9.998165,9.99633,0.61200064,5227154,0.08356229,,1.033761,0.066969946,1.2161938,0.9990278,-121.74943,4978.253362251383,0.5810716,[-0.114  1.681 -4.247 -3.267 -0.838],-121.8009,-3.479004e-05
0.21533203,1.2914604,-0.019841887,1.1283503,0.3878141,14600,1.0036341,-7.096985,100,6614.874782085419,498.53,146,9.998162,9.996325,0.16965939,5277007,0.07844186,,1.0254383,0.055997934,0.9383393,0.9932827,-121.69186,4984.252796312083,0.58033526,[-0.108  1.681 -4.248 -3.267 -0.838],-121.74406,-6.652832e-05
19.890625,1.302175,-19.69866,1.058221,0.5138594,14700,0.98205405,-963.49084,100,6688.108447790146,488.77,147,9.998329,9.996658,19094.654,5325884,0.07084166,,1.0134586,0.14895897,137.64958,1.0038898,-141.38304,4886.756814629762,0.5783132,[-0.104  1.681 -4.248 -3.268 -0.839],-141.44247,5.5541994e-05
19.855835,1.5482018,-19.646847,1.0361413,0.77646023,14800,0.98388463,-973.5142,100,6760.566067695618,489.94,148,9.998527,9.997053,19096.775,5374878,0.06077691,,1.009901,0.14103144,138.3624,0.9917153,-141.35237,4898.551881191012,0.5785443,[-0.1    1.68  -4.247 -3.267 -0.841],-141.4208,-2.8686523e-05
49.549988,1.3547757,-49.139946,1.0170124,0.7625772,14900,0.95616615,-943.8036,100,6829.568864583969,474.7,149,9.997884,9.995768,46436.64,5422348,0.08415767,,1.0133783,0.22077711,215.61044,1.0011045,-170.87834,4745.882621419006,0.5795909,[-0.102  1.669 -4.251 -3.257 -0.84 ],-171.0598,-6.8359375e-05
0.14984131,1.0,-0.06944818,1.0,1.0,15000,0.99828,-6.62323,100,6903.243417978287,499.14,150,9.998574,9.9971485,0.45974243,5472262,,,1.0,0.041436587,0.67465067,1.0,-121.721886,4990.55669419722,0.5795909,[-0.101  1.656 -4.246 -3.241 -0.839],-121.721886,-5.4931643e-06
29.814514,1.8105001,-29.562077,1.1229321,0.66893184,15100,0.9764289,-963.5437,100,6971.348289966583,484.5,151,9.998333,9.996666,28492.873,5520712,0.08114575,,1.021892,0.17493558,168.86938,0.98604393,-151.27591,4844.065543083014,0.5773364,[-0.101  1.656 -4.246 -3.241 -0.839],-151.36969,2.1972657e-05
9.967651,1.5645388,-9.40238,1.0400436,0.50588655,15200,1.00514,-973.41705,100,7044.401125192642,494.24,152,9.99857,9.997141,8789.545,5570136,0.13363701,,1.0342205,0.108956985,97.83321,0.99279267,-131.25427,4941.562415619776,0.5722796,[-0.106  1.651 -4.246 -3.237 -0.842],-131.54071,-4.8828124e-06
0.07598877,1.0,-0.053634614,1.0,1.0,15300,1.0,-0.19989014,100,7120.508415222168,500.0,153,0.019961357,0.019140244,0.0027351216,5620136,,1.0,1.0,,0.052043807,1.0,-0.29650402,4999.455840349334,0.5722796,[-0.104  1.646 -4.237 -3.228 -0.847],-0.29650402,1.0986329e-05
10.125488,1.8785416,-9.794369,1.1686099,0.5365751,15400,0.99722654,-983.243,100,7174.044970273972,493.93,154,9.998549,9.997099,9434.535,5669529,0.093496114,,1.0258254,0.11114058,98.82523,1.0053436,-131.53949,4938.45381466157,0.57104826,[-0.104  1.646 -4.237 -3.228 -0.847],-131.69453,4.8217775e-05
10.072205,1.0000054,-9.992323,1.0,0.99999577,15500,0.98848,-983.2953,100,7210.987413644791,494.24,155,9.998572,9.997145,9865.325,5718953,1.0280003e-06,,1.0,0.106709935,98.82646,1.0000001,-131.64473,4941.560580954164,0.57104826,[-0.098  1.632 -4.24  -3.215 -0.848],-131.64473,8.300781e-05
10.083862,1.3026767,-9.875617,1.0119305,0.7159147,15600,0.9944145,-983.28815,100,7246.78666472435,494.27,156,9.998771,9.997541,9598.346,5768380,0.07105995,,1.0117636,0.107123144,98.82687,0.99841076,-131.60199,4941.963435568736,0.56762666,[-0.098  1.632 -4.24  -3.215 -0.848],-131.6741,-2.6245118e-05
10.005981,1.0609772,-9.94679,1.0005376,0.9424052,15700,0.9900046,-983.3588,100,7282.845570087433,494.87,157,9.99882,9.997641,9852.281,5817867,0.014933656,,1.0005314,0.10079775,98.83137,1.0004878,-131.60545,4947.984683210378,0.5683593,[-0.098  1.632 -4.24  -3.214 -0.851],-131.60889,4.333496e-05
10.031921,1.0,-9.977203,1.0,1.0,15800,0.98928,-983.33374,100,7318.508137464523,494.64,158,9.998807,9.997614,9865.877,5867331,,,1.0,0.102979,98.82925,1.0,-131.63248,4945.677032816758,0.5683593,[-0.098  1.632 -4.24  -3.214 -0.851],-131.63248,6.347656e-05
19.95465,1.8935885,-19.45409,1.1585156,0.37439772,15900,0.9926916,-963.4273,100,7356.900576353073,488.42,159,9.998338,9.9966755,18610.445,5916173,0.14254478,,1.0441482,0.15376486,137.64706,0.9893808,-141.24338,4883.25961810717,0.5674367,[-0.098  1.632 -4.24  -3.214 -0.851],-141.50697,-1.8310548e-05
19.731445,1.7447278,-19.379272,1.1396261,0.6329065,16000,0.9916611,-963.65356,100,7426.965590238571,490.04,160,9.998789,9.997578,18573.32,5965177,0.09682758,,1.0328702,0.14199777,137.66466,0.99371296,-141.15506,4899.67614155245,0.5671389,[-0.093  1.632 -4.256 -3.223 -0.851],-141.33098,-4.6386718e-05
29.776123,1.8079209,-29.436928,1.0903445,0.7482604,16100,0.9763947,-963.5839,100,7498.961557149887,484.86,161,9.998377,9.996754,28311.346,6013663,0.0859853,,1.0188205,0.17275646,168.8758,0.9995268,-151.16339,4847.685096422714,0.5668954,[-0.098  1.624 -4.264 -3.221 -0.852],-151.33446,-7.995605e-05
9.909851,1.1644198,-9.837159,1.0034153,0.86089444,16200,0.99114877,-973.48035,100,7566.860753774643,495.02,162,9.998985,9.997971,9609.801,6063165,0.034533404,,1.0022737,0.09941515,97.838455,1.0007291,-131.5091,4949.565715234215,0.5680492,[-0.101  1.612 -4.265 -3.211 -0.852],-131.52457,-9.2163085e-05
0.113708496,1.0,-0.08542674,1.0,1.0,16300,0.99886,-5.15271,100,7640.144412517548,499.43,163,9.999015,9.99803,0.27376178,6113108,,,1.0,0.033745334,0.5205936,1.0,-121.74322,4993.669844522619,0.5680492,[-0.102  1.611 -4.265 -3.212 -0.851],-121.74322,-4.1503907e-05
