MeanEntropy,ESSClassic,InitialReturnStd,InitialBound,MeanIWNorm,TimeElapsed,InitialReturnMax,MaxIWNorm,ReturnMeanIW,MeanIW,StdIWNorm,MinIW,EpThisIter,InitialReturnMean,Iteration,EpLenMean,MaxIW,InitialReturnMin,J_sample_variance,ReturnStepMaxmin,StdIW,Weights,MinIWNorm,EpisodesSoFar,ReturnStepMax,EpRewMean,ESSRenyi,EmpiricalD2,TimestepsSoFar,Bound
1.5578538,1.7448075,37.463646,-30.661102,0.12657772,0.6869392395019531,111.95849,1.9004751,211.99059,2.5315542,0.40942717,0.1461513,20,-5.722046e-06,1,6.55,38.009502,-33.569572,906081.25,6.936001,8.188543,[ 0.579 -0.554  0.227  0.402  0.   ],0.0073075653,20,9.999985,55.4653527715394,0.80982196,24.696787,131,59.617645
1.434476,12.637283,66.3426,-48.421078,0.060931157,3.590217351913452,176.80878,0.24713078,38.53861,1.2186233,0.04650843,0.3038165,20,,2,9.95,4.9426155,-83.39509,31537.447,7.98036,0.93016875,[-0.143 -0.433 -0.459 -0.207  0.139],0.015190825,40,9.999914,89.45186570635656,14.996159,1.3336749,330,-17.380398
1.0874026,1.8792716,43.93285,-33.586777,0.09292792,5.715033769607544,122.64157,1.3438271,166.75331,1.8585584,0.2885621,0.0029260102,20,2.670288e-06,3,7.2,26.876541,-49.30308,544346.5,7.2088833,5.7712417,[-0.559 -0.384 -0.619 -0.182  0.016],0.00014630052,60,9.999918,61.95168155991762,3.578463,5.5889916,474,87.35065
1.2200016,2.9925828,82.16093,-58.611824,0.095440835,8.456866264343262,214.0201,1.0802885,204.08331,1.9088166,0.22752559,0.26342946,20,-5.340576e-06,4,14.6,21.60577,-103.72687,1088507.4,8.619182,4.5505114,[-0.908  0.008 -1.073 -0.471 -0.332],0.0131714735,80,9.99998,135.91986932381658,4.6754346,4.277677,766,82.859146
1.222542,4.1407766,107.19267,-54.104763,0.09717455,11.161487102508545,197.5627,0.7195224,186.25446,1.943491,0.19017465,0.0938199,20,1.2207031e-05,5,16.05,14.390449,-123.33971,398463.3,8.7426815,3.803493,[-0.91   0.001 -1.175 -0.635 -0.199],0.004690995,100,9.999979,150.40985177680255,4.459942,4.4843636,1087,71.68048
1.2009254,18.520647,108.01811,-72.826584,0.04936216,14.019304275512695,265.925,0.092125535,16.136444,0.9872432,0.013950886,0.5412605,20,-1.9073486e-05,6,17.0,1.8425107,-131.01846,19103.275,8.811409,0.27901772,[-1.059  0.057 -1.314 -1.049 -0.196],0.027063025,120,9.999979,159.8967971668214,18.14901,1.1019886,1427,-60.313698
1.0231467,1.5443912,107.3421,-58.259724,0.11245541,15.979804277420044,212.73442,1.8031873,400.13034,2.249108,0.38874596,0.022896767,20,-1.5258789e-06,7,21.15,36.063744,-165.9581,2937137.8,9.040874,7.774918,[-1.097  0.157 -1.449 -1.101 -0.218],0.0011448384,140,9.999993,201.35715264264064,1.5500293,12.902982,1850,190.85722
0.86047286,3.2442966,91.24336,-74.18373,0.11757715,19.432233095169067,189.28741,0.9211497,192.33057,2.351543,0.2672046,0.031105096,20,-1.6784668e-05,8,37.4,18.422993,-270.8806,603778.1,9.455633,5.344092,[-1.172  0.433 -1.619 -1.405 -0.396],0.0015552548,160,9.999992,363.82023707937657,3.567572,5.6060534,2598,16.684998
0.8480086,16.092854,87.2853,-58.286106,0.051247336,22.744190216064453,212.83078,0.12987493,9.846867,1.0249467,0.025251348,0.43151438,20,3.8146973e-06,9,41.2,2.5974987,-111.63937,8915.066,9.507018,0.505027,[-1.272  0.485 -1.636 -1.375 -0.558],0.02157572,180,9.999993,401.84444127217375,17.149868,1.1661898,3422,-53.09646
0.71209824,1.5359976,114.858665,-88.00743,0.80180246,25.496670484542847,257.945,12.532737,1645.4814,16.03605,2.779938,0.011060918,20,-2.1362304e-05,10,44.1,250.65474,-321.3576,55647580.0,9.53812,55.59876,[-1.231  0.481 -1.693 -1.287 -0.571],0.0005530459,200,9.999998,430.81547984330365,0.3256865,61.408745,4304,955.8226
