EmpiricalD2,ReturnStepMaxmin,StdD2w0t,InitialReturnStd,TimeElapsed,MinD2w0t,MeanEntropy,EpisodesSoFar,Bound,Weights,MaxD2w0t,ReturnMeanIW,MaxIW,Iteration,TimestepsSoFar,MeanIW,InitialReturnMin,MeanD2w0t,EpThisIter,EpRewMean,MinIW,InitialReturnMax,EpLenMean,InitialBound,ReturnStepMax,InitialReturnMean,J_sample_variance,StdIW
5.817878,9.634498,0.84707177,113.87386,98.02939176559448,,0.7387162,1100,-487.42328,[-0.555  0.292 -1.607 -1.668 -0.73 ],22.851933,-308.31256,6.4705563,11,29767,0.6184802,-352.97998,0.22974546,100,550.3547200199789,0.06350653,377.92065,56.06,-683.0101,9.999999,1.0681152e-05,125188.2,0.7141159
18.833471,9.646818,1.7875316,149.41003,113.03031754493713,,0.7376296,1200,-576.77783,[-0.607  0.409 -1.603 -1.668 -0.68 ],57.711426,-388.75266,14.191433,12,35563,0.79832983,-415.44104,0.28948292,100,569.3646584104114,0.0044218823,412.22302,57.96,-680.4467,10.0,9.155273e-07,435605.7,1.3007103
15.086193,9.700039,1.7080839,124.01951,129.18638563156128,,0.66337854,1300,-501.8606,[-0.569  0.489 -1.655 -1.76  -0.681],51.88011,-283.4433,11.148356,13,42399,0.6318156,-455.30698,0.39794922,100,673.3469451150861,0.0031781825,330.31104,68.36,-622.88245,10.0,4.1503907e-05,242428.12,0.9648156
2.4869475,9.727642,0.5022876,144.9228,146.49962210655212,,0.6233063,1400,-541.14655,[-0.483  0.507 -1.646 -1.726 -0.756],3.472546,-400.9756,6.388484,14,49919,0.8299247,-505.60577,0.20179613,100,741.7586974194478,0.032070234,362.85895,75.2,-595.0223,10.0,3.7231446e-05,275211.75,0.88233924
5.118243,9.709438,0.8896594,120.1948,162.20586848258972,,0.54077584,1500,-492.59183,[-0.514  0.483 -1.65  -1.717 -0.796],14.190018,-308.70755,5.309813,15,56967,0.64017195,-487.3269,0.3010475,100,694.5602533889498,0.00042085449,312.2682,70.48,-611.05286,10.0,9.460449e-06,191578.4,0.7847645
4.3435345,9.714098,0.8503992,100.35971,179.25643944740295,,0.48298907,1600,-523.01776,[-0.543  0.461 -1.651 -1.646 -0.878],9.513944,-342.17032,6.8695,16,64135,0.7626786,-166.17993,0.3047468,100,706.5529300556389,0.007788505,296.5277,71.68,-601.4884,10.0,1.7089844e-05,233162.44,1.0299127
3.7102532,9.724287,0.58183223,127.642426,196.4459524154663,,0.44221106,1700,-529.35864,[-0.557  0.525 -1.629 -1.573 -0.936],5.4835725,-382.6048,10.199163,17,71562,0.8813009,-504.83878,0.21959938,100,732.4611234294889,0.033121116,326.19315,74.27,-594.9657,10.0,3.479004e-05,310754.75,1.2423398
14.177786,9.767881,1.410249,110.79574,215.88325476646423,,0.47412,1800,-473.1361,[-0.553  0.58  -1.635 -1.633 -0.977],36.40459,-295.46606,8.67076,18,80398,0.7361707,-175.64987,0.413014,100,873.3444988678759,0.011056157,380.35388,88.36,-539.19104,10.0,-7.6293945e-06,185212.2,0.96819884
25.263601,9.734438,2.130245,119.46762,233.1907639503479,,0.46045434,1900,-436.18457,[-0.585  0.535 -1.651 -1.645 -0.945],73.827835,-241.55064,14.844356,19,88119,0.59913653,-498.7309,0.41575187,100,761.8473577600511,0.0031825183,280.97107,77.21,-581.025,10.0,-6.1035155e-07,254081.12,1.0462765
8.006049,9.761021,1.0898906,104.76441,251.71477508544922,,0.39321515,2000,-456.81445,[-0.495  0.531 -1.648 -1.673 -0.958],19.34983,-279.59012,11.2450905,20,96694,0.7823628,-163.92722,0.37578914,100,847.2529679625799,0.0043707266,270.58032,85.75,-542.88135,10.0,2.1362305e-06,281337.28,1.4539988
10.011318,9.767515,1.4258251,94.058586,271.51432275772095,,0.3698727,2100,-420.50934,[-0.415  0.497 -1.645 -1.65  -1.026],31.230146,-223.33952,13.536608,21,105486,0.6459065,-198.92538,0.4807539,100,868.9789044457872,0.0022136776,326.76917,87.92,-534.04175,10.0,-1.3427734e-05,89759.89,0.83727545
11.174274,9.7948,1.4075049,126.101135,293.4853026866913,,0.32640845,2200,-403.0898,[-0.431  0.584 -1.649 -1.602 -1.049],29.932865,-223.32031,16.320082,22,115458,0.7375343,-576.64764,0.49589655,100,986.9678759413541,0.0041688685,303.96692,99.72,-498.1973,10.0,7.3242186e-06,156998.58,1.3393852
22.35224,9.810629,2.1757176,135.48291,316.8463623523712,,0.29519352,2300,-363.54214,[-0.405  0.622 -1.655 -1.56  -1.093],48.781136,-184.3841,16.228403,23,126260,0.5508645,-622.745,0.59181833,100,1069.9706650671785,0.0002193406,309.55353,108.02,-472.81058,10.0,1.1291504e-05,120836.18,0.7921754
2.378376,9.7934475,0.7152422,116.43152,337.23950266838074,,0.22982319,2400,-442.2198,[-0.454  0.605 -1.66  -1.537 -1.124],5.773144,-290.18756,7.6272116,24,136162,0.81862336,-608.90424,0.33042154,100,979.9721649822043,0.017028809,258.24878,99.02,-494.97226,10.0,1.953125e-05,84251.71,0.80496156
26.68568,9.808689,2.2839546,102.92003,360.1975359916687,,0.2165435,2500,-354.2749,[-0.471  0.63  -1.657 -1.529 -1.189],44.516346,-171.35501,17.574297,25,146853,0.54117626,-239.55396,0.59699404,100,1058.871625048048,0.001769448,341.81067,106.91,-471.3013,10.0,-5.1879884e-05,101390.24,0.8220492
24.873812,9.778341,2.0606723,87.113556,379.3028185367584,,0.18257527,2600,-329.39716,[-0.51   0.6   -1.656 -1.539 -1.202],37.136044,-138.6467,11.691374,26,156079,0.44179937,-158.97943,0.51537836,100,912.3736052170889,0.0015949274,238.42181,92.26,-513.1729,10.0,2.1972657e-05,76031.625,0.66498816
1.1628661,9.751015,0.40303588,98.7509,396.15706849098206,,0.20926452,2700,-537.45135,[-0.549  0.572 -1.652 -1.519 -1.236],1.3344918,-413.17822,3.106042,27,164302,0.9473059,-527.11426,0.17853418,100,812.0625415486788,0.33334997,252.60724,82.23,-553.46387,10.0,-5.2490235e-05,57808.86,0.4255746
18.273811,9.777479,1.6170077,105.957466,415.62426233291626,,0.20390575,2800,-438.9002,[-0.553  0.581 -1.652 -1.51  -1.21 ],33.052074,-259.92032,13.397511,28,173503,0.75119406,-199.87357,0.43897113,100,909.8619201717999,0.0015026215,326.9638,92.01,-521.1991,10.0,1.1901855e-05,278557.9,1.2338108
1.364007,9.786503,0.44579569,103.65071,435.01628136634827,,0.19962488,2900,-495.3067,[-0.512  0.606 -1.634 -1.468 -1.215],1.6415321,-368.1697,3.4287953,29,183088,0.9858351,-197.85413,0.21607865,100,948.2667665802696,0.13940509,264.5503,95.85,-504.79395,10.0,-2.7770997e-05,46745.684,0.5234671
3.1269796,9.786226,0.87783873,127.89133,455.3304657936096,,0.22440766,3000,-443.90088,[-0.515  0.628 -1.641 -1.442 -1.219],23.724312,-281.68042,7.6958804,30,192657,0.7798584,-593.7016,0.34626454,100,946.6711087436177,0.037608705,308.0277,95.69,-510.27258,10.0,7.93457e-06,73444.46,0.704157
16.38016,9.795433,1.5401928,110.718414,476.1667003631592,,0.20771848,3100,-382.12677,[-0.532  0.675 -1.641 -1.395 -1.195],32.797432,-215.16121,19.790062,31,202665,0.7316561,-614.88226,0.43486673,100,990.5621252826896,0.0022120243,256.2956,100.08,-489.15234,10.0,2.8686523e-05,248134.05,1.5663184
19.041916,9.806913,2.0165558,92.53259,498.13508009910583,,0.14747787,3200,-388.88522,[-0.47   0.667 -1.634 -1.403 -1.211],42.34017,-197.94499,23.047352,32,213275,0.67999786,-249.51791,0.61453384,100,1050.7554205375998,0.00065943936,244.13635,106.1,-466.568,10.0,-4.4555665e-05,147890.64,1.0561504
22.057022,9.819885,2.0786705,107.9743,520.7672929763794,,0.12614083,3300,-333.5357,[-0.429  0.68  -1.634 -1.423 -1.271],36.349518,-160.9791,11.0170765,33,224634,0.64051336,-648.9716,0.5911789,100,1125.668394564078,0.0038956176,301.25232,113.59,-447.13406,10.0,-1.0375977e-05,101351.68,0.95387125
5.5326695,9.836206,1.236903,137.29736,545.4631752967834,,0.095457375,3400,-380.03467,[-0.387  0.692 -1.645 -1.416 -1.293],29.967396,-215.4883,8.157393,34,237131,0.8222772,-668.8983,0.57675266,100,1239.4626072966855,0.005667401,189.98785,124.97,-417.41052,10.0,-2.8076172e-05,67954.336,0.91634154
15.280739,9.854464,1.7857246,133.33209,573.1596286296844,,0.11511231,3500,-305.59113,[-0.398  0.75  -1.654 -1.394 -1.323],39.32572,-152.27388,14.414152,35,251277,0.73116845,-729.6033,0.63699126,100,1404.302698610948,0.01338135,238.96051,141.46,-378.2306,10.0,-5.1879884e-05,108656.82,1.3569095
10.807642,9.86351,1.8483672,137.31763,603.0608155727386,,0.11365296,3600,-320.20874,[-0.361  0.75  -1.656 -1.432 -1.304],58.985294,-166.41888,8.858871,36,266371,0.7521498,-739.8593,0.6982117,100,1499.0946347906183,0.0012838459,210.29828,150.94,-358.41327,10.0,-8.605957e-05,53849.07,0.9537105
1.2736733,9.862616,0.5203242,87.1874,631.7107064723969,,0.08852357,3700,-343.87537,[-0.403  0.776 -1.669 -1.397 -1.305],1.723301,-217.75867,3.2798002,37,281397,0.95094186,-160.79498,0.33926305,100,1492.2738983544093,0.12679258,215.42456,150.26,-352.4972,10.0,5.4931643e-06,20029.459,0.46892893
22.406082,9.863888,2.43784,112.183876,661.5025606155396,,0.10921449,3800,-289.89716,[-0.404  0.788 -1.691 -1.401 -1.33 ],58.97452,-131.19618,16.180923,38,296493,0.71893376,-734.8246,0.79871696,100,1499.3207424183697,0.006789618,222.37146,150.96,-353.63107,10.0,1.2207031e-06,45852.074,0.9486996
3.8680367,9.870491,0.722125,157.75247,692.1270325183868,,0.109170154,3900,-330.9411,[-0.362  0.781 -1.682 -1.432 -1.31 ],5.162377,-200.12357,19.820198,39,312407,0.95111436,-759.10034,0.43651828,100,1581.0895974926286,0.03891153,217.82538,159.14,-349.55023,10.0,-7.5683594e-05,105475.76,1.0994997
2.715838,9.878202,0.84767884,129.85634,724.6875817775726,,0.06587844,4000,-292.23108,[-0.346  0.803 -1.684 -1.431 -1.31 ],6.40862,-154.63113,12.300991,40,329380,0.9263495,-773.78546,0.5524012,100,1686.9569759890014,0.031763602,199.22961,169.73,-325.276,10.0,-4.3945314e-05,25475.531,0.9567602
22.544456,9.8796215,2.4443123,64.380646,757.3541839122772,,0.054879848,4100,-237.83273,[-0.332  0.8   -1.691 -1.453 -1.353],47.650345,-90.76173,19.874767,41,346553,0.71191764,-259.95563,0.84124845,100,1706.957010006379,0.0022782022,171.65839,171.73,-301.4666,10.0,-2.8686523e-05,36481.418,0.9752771
30.206877,9.89003,3.5282238,139.31215,792.4120931625366,,0.04350729,4200,-228.63791,[-0.294  0.799 -1.7   -1.447 -1.364],86.74809,-81.10421,126.28413,42,365420,0.73535556,-637.07574,1.102177,100,1876.3167647046814,0.0021380603,171.48566,188.67,-298.85684,10.0,-4.699707e-05,19398.74,1.638905
24.638758,9.895874,3.299088,129.56647,829.9577054977417,,0.031101255,4300,-250.70288,[-0.256  0.793 -1.728 -1.47  -1.375],63.77387,-104.22763,28.043207,43,385314,0.915405,-821.9846,1.1732595,100,1979.0327665188004,0.0031190435,154.11499,198.94,-277.95966,10.0,-5.9814454e-05,39802.062,1.5906516
44.14413,9.912746,5.40582,95.71468,873.7003946304321,,0.0024376074,4400,-198.85243,[-0.221  0.781 -1.752 -1.494 -1.388],99.93404,-53.957714,18.87992,44,408930,0.797885,-549.7252,1.7964153,100,2351.2819627081085,0.0011790061,112.7207,236.16,-230.23573,10.0,9.765625e-06,9764.269,1.0599105
24.216341,9.922529,3.249646,148.32913,922.5907881259918,,-0.01497442,4500,-197.73376,[-0.191  0.792 -1.775 -1.511 -1.417],56.07724,-64.37377,27.294727,45,435460,0.92614716,-878.94257,1.4371198,100,2642.704783402917,0.0020309296,104.46063,265.3,-222.32822,10.0,-2.9907227e-05,21086.607,1.4948875
29.074026,9.9304905,4.1112437,149.34843,974.1966252326965,,-0.019103618,4600,-184.05826,[-0.17   0.814 -1.835 -1.547 -1.434],85.28732,-53.185413,14.829318,46,463995,0.87927526,-906.7776,1.6499857,100,2843.5613806883257,0.00073984545,86.576294,285.35,-204.86896,10.0,9.399414e-05,26046.697,1.0549926
34.409252,9.951397,5.631074,129.7753,1038.5786356925964,,-0.01775153,4700,-158.9837,[-0.142  0.808 -1.848 -1.545 -1.438],114.785576,-31.835453,16.137985,47,500256,0.8697164,-933.87756,2.2082107,100,3617.2428013500376,0.004445491,49.505066,362.61,-168.82697,10.0,-2.9296874e-05,18614.143,0.744917
1.8869879,9.9590435,0.5989621,131.6659,1107.5405724048615,,-0.038832672,4800,-147.96584,[-0.117  0.806 -1.876 -1.56  -1.437],2.4528654,-22.404863,4.427226,48,539032,0.8748911,-775.1792,1.0331526,100,3869.6075739410535,0.056381408,44.547913,387.76,-164.23927,10.0,-3.2958986e-05,4451.6987,0.529392
22.934572,9.963825,4.458484,137.80196,1181.2685022354126,,-0.045636617,4900,-148.86446,[-0.112  0.81  -1.956 -1.562 -1.458],95.60695,-23.952497,11.504066,49,580256,0.90742266,-959.70264,2.1593041,100,4114.877998166494,0.0031296974,33.684753,412.24,-153.59984,10.0,-3.4179688e-05,18794.41,0.6512116
3.0174322,9.976759,0.64935946,51.451855,1261.6682205200195,,-0.049235117,5000,-127.306465,[-0.09   0.805 -1.976 -1.571 -1.465],6.3106794,-5.0193677,19.295424,50,625589,0.97104937,-502.9182,1.1510334,100,4527.952967634126,0.036780864,11.092468,453.33,-131.64758,10.0,0.00012451172,1983.1229,0.5849058
1.6001662,9.985622,0.3352583,127.37517,1345.068749666214,,-0.048431434,5100,-140.32343,[-0.077  0.8   -2.008 -1.568 -1.468],2.3389404,-17.4291,4.0917845,51,672422,1.0491908,-961.0595,1.0865315,100,4679.847521412476,0.12133757,22.343872,468.33,-143.34521,10.0,2.1972657e-05,13102.244,0.41475788
1.5094875,9.989315,0.28615704,138.24641,1430.5264916419983,,-0.05020123,5200,-141.39667,[-0.069  0.792 -2.035 -1.575 -1.467],2.7834387,-19.36958,5.159996,52,720438,0.9988232,-972.4687,1.0598735,100,4798.943944224514,0.1716231,20.914001,480.16,-142.09995,10.0,-6.591797e-05,18463.012,0.29848924
1.0778927,9.993877,0.1571325,98.92131,1517.439661026001,,-0.053375196,5300,-132.29,[-0.06   0.782 -2.036 -1.56  -1.469],1.2529323,-10.428183,2.4588258,53,769273,1.0089525,-982.225,1.0012583,100,4881.914840725333,0.3230139,11.162109,488.35,-132.57019,10.0,1.4038086e-05,9402.343,0.17284586
1.1450614,9.993685,0.13465613,40.03506,1604.7636156082153,,-0.056437552,5400,-124.58701,[-0.055  0.774 -2.048 -1.548 -1.472],1.487955,-2.5355723,2.999922,54,818571,0.9750725,-398.21777,1.0314938,100,4928.155700134185,0.25505877,4.4138184,492.98,-125.81446,10.0,-4.3945314e-05,531.8408,0.2225672
1.1549089,9.994459,0.15585287,98.79928,1691.4240684509277,,-0.061990693,5500,-131.53914,[-0.06   0.772 -2.069 -1.548 -1.475],1.4787558,-9.540582,2.2454653,55,867579,1.001554,-982.8207,1.0256582,100,4899.3474391799045,0.3348815,10.562866,490.08,-132.00339,10.0,1.15966795e-05,8760.376,0.21328622
1.3433714,9.9925995,0.24474579,167.66022,1776.4175176620483,,-0.07428146,5600,-148.61967,[-0.055  0.763 -2.072 -1.537 -1.481],1.8548815,-25.655718,2.8855884,56,915616,1.0175674,-953.2793,1.0893836,100,4801.833748674003,0.15295584,30.125793,480.37,-151.47237,10.0,6.7749024e-05,21712.062,0.3300297
1.2252705,9.994566,0.19649641,100.81699,1859.0683314800262,,-0.07979612,5700,-130.95006,[-0.049  0.768 -2.104 -1.55  -1.493],1.643963,-8.159109,3.6649673,57,964218,0.98518366,-764.0505,1.0645436,100,4858.783817690444,0.12792881,15.184937,486.02,-136.62967,10.0,1.586914e-05,3035.6003,0.29382995
1.0,9.996519,0.050727732,0.57754624,1934.0100982189178,,-0.07979612,5800,-121.75293,[-0.053  0.759 -2.154 -1.544 -1.499],1.0,-0.08315052,1.0,58,1014089,1.0,-4.5805664,0.99742,100,4986.129004646219,1.0,0.21783447,498.71,-121.75293,10.0,-5.126953e-05,0.33692908,
1.1013519,9.995775,0.13274695,97.82294,2006.1548874378204,,-0.080598496,5900,-131.24596,[-0.053  0.759 -2.154 -1.544 -1.499],1.3570248,-9.411309,2.1639378,59,1063321,1.019471,-973.18805,1.0124658,100,4922.059015068596,0.25227138,10.220825,492.32,-131.71886,10.0,-5.859375e-05,8787.14,0.1755784
1.0,9.996422,0.0479058,0.5273178,2079.6896002292633,,-0.080598496,6000,-121.746475,[-0.049  0.762 -2.169 -1.554 -1.5  ],1.0,-0.076700516,1.0,60,1113206,1.0,-3.8859863,0.9977,100,4987.504704523325,1.0,0.21173096,498.85,-121.746475,10.0,4.333496e-05,0.2808794,
1.0494808,9.996975,0.07182359,1.7046808,2152.914377450943,,-0.08078592,6100,-121.80357,[-0.049  0.762 -2.169 -1.554 -1.5  ],1.2634064,-0.08826121,1.5152817,61,1162983,0.99890524,-11.904053,1.0078915,100,4976.843405497674,0.3005107,0.3618164,497.77,-121.917786,10.0,1.7700195e-05,0.38407266,0.10520881
2.0467012,9.996506,0.5286813,125.69579,2225.301805973053,,-0.08703434,6200,-136.71466,[-0.045  0.762 -2.169 -1.554 -1.5  ],11.345022,-13.570114,11.331558,62,1211974,1.0032451,-965.4158,1.2267565,100,4898.148646027278,0.101900235,17.990173,489.91,-139.52844,10.0,1.4038086e-05,10019.572,0.55834025
1.1275826,9.994312,0.118969,5.8814206,2299.4067933559418,,-0.08730856,6300,-121.89822,[-0.056  0.754 -2.188 -1.555 -1.506],1.655604,-0.12734367,1.8886118,63,1261481,1.0039418,-57.587402,1.0188465,100,4949.19059961689,0.1703497,0.914917,495.07,-122.34219,10.0,-2.3193359e-05,1.5854764,0.15478043
1.0724655,9.995462,0.091833726,1.6644108,2372.2265787124634,,-0.08679019,6400,-121.82554,[-0.051  0.755 -2.188 -1.555 -1.506],1.3404366,-0.095057644,1.5168791,64,1311125,0.9965855,-10.007385,1.0100176,100,4963.172881727015,0.23888063,0.45922852,496.44,-121.933495,10.0,5.0048828e-05,0.88951373,0.12838499
1.0,9.996948,0.027917122,0.3027744,2445.8554396629333,,-0.08679019,6500,-121.69457,[-0.047  0.755 -2.188 -1.555 -1.506],1.0,-0.024798948,1.0,65,1361086,1.0,-2.8927002,0.99922,100,4995.231671910179,1.0,0.13726807,499.61,-121.69457,10.0,1.7700195e-05,0.09260201,
1.0,9.997543,0.029315768,0.25328997,2518.7828121185303,,-0.08679019,6600,-121.70531,[-0.047  0.755 -2.188 -1.555 -1.506],1.0,-0.035526462,1.0,66,1411043,1.0,-2.0552979,0.99914,100,4994.9823668823765,1.0,0.12963867,499.57,-121.70531,10.0,3.6621093e-06,0.06480128,
1.0,9.997385,0.039467145,0.47037297,2591.551214694977,,-0.08679019,6700,-121.74861,[-0.047  0.755 -2.188 -1.555 -1.506],1.0,-0.078836896,1.0,67,1460965,1.0,-3.2922974,0.99844,100,4991.445616256042,1.0,0.17694092,499.22,-121.74861,10.0,-8.605957e-05,0.22348316,
1.0,9.997332,0.039967895,0.7232187,2664.6605529785156,,-0.08679019,6800,-121.76141,[-0.047  0.755 -2.188 -1.555 -1.506],1.0,-0.09164013,1.0,68,1510885,1.0,-7.1193237,0.9984,100,4991.23049474207,1.0,0.17834473,499.2,-121.76141,10.0,-3.7231446e-05,0.5283234,
1.025995,9.996813,0.05860438,0.862245,2737.780852794647,,-0.086729236,6900,-121.75015,[-0.047  0.755 -2.188 -1.555 -1.506],1.1198168,-0.05733867,1.3991528,69,1560723,0.9932649,-6.4246826,1.0034244,100,4982.899045494468,0.44935662,0.25286865,498.38,-121.792786,10.0,-4.8828126e-05,0.23175095,0.08166787
1.0318729,9.997486,0.10943453,97.83423,2810.1372854709625,,-0.087608196,7000,-131.22757,[-0.044  0.755 -2.188 -1.555 -1.506],1.1028993,-9.430146,1.4296963,70,1610138,1.0011032,-973.3934,1.0008636,100,4940.77571817035,0.3579563,10.022095,494.15,-131.59917,10.0,-4.0893556e-05,8819.733,0.12041871
1.0149704,9.997381,0.10348019,97.8358,2884.636317014694,,-0.089272015,7100,-131.38231,[-0.042  0.761 -2.202 -1.566 -1.507],1.0179565,-9.615153,1.3345171,71,1659606,1.010223,-973.44965,0.99693424,100,4946.053376707741,0.72669125,9.958557,494.68,-131.53961,10.0,-2.746582e-05,9170.141,0.08452621
1.0264236,9.997095,0.109664306,98.82479,2958.6008677482605,,-0.089659005,7200,-131.61835,[-0.042  0.754 -2.2   -1.556 -1.508],1.1057523,-9.877318,1.4603138,72,1709014,0.99281156,-983.25195,0.99705124,100,4939.980931711618,0.4781118,10.144287,494.08,-131.7031,10.0,-2.6855469e-05,9644.37,0.092208035
1.4551157,9.996548,0.2967852,158.98601,3031.4922704696655,,-0.097208135,7300,-146.76268,[-0.039  0.748 -2.203 -1.546 -1.509],6.237876,-23.796679,5.571215,73,1757473,0.9413861,-965.4038,1.1139128,100,4844.963931348022,0.16064283,27.985718,484.59,-149.52399,10.0,2.1972657e-05,19880.434,0.36072016
1.0488493,9.996727,0.12462493,98.81886,3104.4513006210327,,-0.09891873,7400,-131.7175,[-0.049  0.74  -2.236 -1.535 -1.516],1.2080626,-9.974711,1.4667935,74,1806727,1.0009897,-983.091,0.998422,100,4924.490962602762,0.43254125,10.299133,492.54,-131.84566,10.0,7.385254e-05,9619.242,0.113214426
1.0,9.996439,0.051118348,0.78970367,3178.2007386684418,,-0.09891873,7500,-121.74242,[-0.046  0.736 -2.237 -1.528 -1.518],1.0,-0.072641246,1.0,75,1856596,1.0,-7.5543823,0.99738,100,4985.9039393250205,1.0,0.21655273,498.69,-121.74242,10.0,1.8310548e-05,0.62993664,
1.0,9.998083,0.022796983,0.22620039,3251.354719400406,,-0.09891873,7600,-121.71715,[-0.046  0.736 -2.237 -1.528 -1.518],1.0,-0.047372017,1.0,76,1906570,1.0,-2.1449585,0.99948,100,4996.815127050024,1.0,0.10821533,499.74,-121.71715,10.0,8.239746e-05,0.05168253,
1.0,9.996828,0.04893077,0.5338383,3324.3252379894257,,-0.09891873,7700,-121.74197,[-0.046  0.736 -2.237 -1.528 -1.518],1.0,-0.07218847,1.0,77,1956450,1.0,-3.7490234,0.9976,100,4987.104532165296,1.0,0.19921875,498.8,-121.74197,10.0,-4.4555665e-05,0.28785986,
1.0042853,9.997988,0.09958261,98.83062,3396.0025477409363,,-0.098900676,7800,-131.60518,[-0.046  0.736 -2.237 -1.528 -1.518],1.0135411,-9.915887,1.1917446,78,2005951,0.9991114,-983.35205,0.99170595,100,4949.494535997197,0.8430327,10.039551,495.01,-131.64738,10.0,-8.117676e-05,9744.573,0.03477529
1.1184536,9.996355,0.15937796,136.96086,3467.9436457157135,,-0.10272216,7900,-139.56467,[-0.047  0.733 -2.237 -1.524 -1.518],1.2372147,-17.290108,2.1139214,79,2054837,0.9940978,-963.6184,1.0290463,100,4887.606392645965,0.19739637,19.791992,488.86,-141.31915,10.0,-1.4648437e-05,14765.991,0.22382997
1.0,9.997873,0.031289574,0.3993133,3542.5601527690887,,-0.10272216,8000,-121.724266,[-0.044  0.742 -2.274 -1.544 -1.522],1.0,-0.054492507,1.0,80,2104788,1.0,-3.913391,0.99902,100,4994.459454888218,1.0,0.1260376,499.51,-121.724266,10.0,-7.5683594e-05,0.16106641,
1.0327574,9.997786,0.058997314,2.067713,3615.0895652770996,,-0.10259437,8100,-121.83022,[-0.044  0.742 -2.274 -1.544 -1.522],1.1850233,-0.12757167,1.5239112,81,2154630,0.99888456,-20.514343,1.0054479,100,4983.541046027109,0.43607077,0.3104248,498.42,-121.898636,10.0,3.540039e-05,1.2088002,0.08506494
