Bound,J_sample_variance,MinD2w0t,InitialReturnMin,Weights,ReturnMeanIW,Iteration,ReturnStepMax,ReturnStepMaxmin,InitialReturnMean,InitialBound,MeanD2w0t,EpThisIter,MeanEntropy,EpisodesSoFar,TimeElapsed,StdIW,InitialReturnMax,MaxD2w0t,MaxIW,EpLenMean,InitialReturnStd,StdD2w0t,MeanIW,EmpiricalD2,TimestepsSoFar,EpRewMean,MinIW
-277.90417,444.46902,,-150.51837,[ 0.016  0.367 -2.493 -2.038 -1.032],-5.2514777,83,10.0,9.993315,9.155274e-06,-280.29086,0.9809093,20,0.38739654,1660,1043.8850581645966,0.16465946,8.4887085,1.0869851,1.6596866,479.65,34.5909,0.20259127,0.9823717,1.0464904,582737,4794.888570728401,0.59064734
-272.08566,0.004290766,1.0,-0.17718506,[ 0.013  0.368 -2.51  -2.029 -1.032],-0.023776436,84,10.0,0.013706207,-2.4414063e-05,-272.08566,1.0,20,0.38739654,1680,1060.1593890190125,,0.06756592,1.0,1.0,500.0,0.06383848,,1.0,1.0,592737,4999.331892819827,1.0
-318.37445,37922.56,,-943.6159,[ 0.013  0.368 -2.51  -2.029 -1.032],-43.461395,85,10.0,9.995369,3.0517579e-06,-321.64545,1.0571319,20,0.37338272,1700,1074.8890278339386,0.27819452,49.750916,1.2395444,2.0554757,475.05,216.48035,0.2510322,0.93333435,1.2217247,602238,4749.392399731881,0.33747998
-272.115,0.007383814,1.0,-0.17834473,[ 0.011  0.37  -2.51  -2.038 -1.046],-0.05309997,86,10.0,0.013997078,-1.5258789e-05,-272.115,1.0,20,0.37338272,1720,1090.8216805458069,,0.11450195,1.0,1.0,500.0,0.083747044,,1.0,1.0,612238,4999.382086936448,1.0
-272.0877,0.010661877,1.0,-0.29083252,[ 0.011  0.37  -2.51  -2.038 -1.046],-0.025823284,87,10.0,0.014638901,-1.8310548e-05,-272.0877,1.0,20,0.37338272,1740,1106.1882688999176,,0.10290527,1.0,1.0,500.0,0.10063118,,1.0,1.0,622238,4999.288011222686,1.0
-272.09964,0.006442285,1.0,-0.16833496,[ 0.011  0.37  -2.51  -2.038 -1.046],-0.03774517,88,10.0,0.013401985,-5.493164e-05,-272.09964,1.0,20,0.37338272,1760,1121.9074392318726,,0.093933105,1.0,1.0,500.0,0.078248434,,1.0,1.0,632238,4999.358799479214,1.0
-318.7443,42241.312,,-924.73914,[ 0.011  0.37  -2.51  -2.038 -1.046],-45.877285,89,10.0,9.99531,,-320.65756,0.97978455,20,0.36670572,1780,1136.5041267871857,0.16520713,48.75824,1.0821557,1.5915871,475.15,212.14973,0.22480567,0.9877801,1.0601656,641741,4750.377837150914,0.45300776
-272.08636,0.004897759,1.0,-0.12866211,[ 0.013  0.369 -2.543 -2.042 -1.052],-0.024476266,90,10.0,0.012052536,2.1362304e-05,-272.08636,1.0,20,0.36670572,1800,1152.4013447761536,,0.078186035,1.0,1.0,500.0,0.068219155,,1.0,1.0,651741,4999.438857864747,1.0
-272.07803,0.004254772,1.0,-0.22558594,[ 0.013  0.369 -2.543 -2.042 -1.052],-0.016147275,91,10.0,0.01524353,-5.1879884e-05,-272.07803,1.0,20,0.36670572,1820,1167.8271589279175,,0.055480957,1.0,1.0,500.0,0.06358587,,1.0,1.0,661741,4999.46587117924,1.0
-272.10193,0.0036487505,1.0,-0.14483643,[ 0.013  0.369 -2.543 -2.042 -1.052],-0.040050358,92,10.0,0.012960434,6.713867e-05,-272.10193,1.0,20,0.36670572,1840,1183.1497061252594,,0.068847656,1.0,1.0,500.0,0.058885142,,1.0,1.0,671741,4999.338046680363,1.0
-278.83563,144.24158,,-234.35828,[ 0.013  0.369 -2.543 -2.042 -1.052],-3.444093,93,10.0,9.99308,-3.0517578e-05,-291.06128,1.0877795,20,0.36511227,1860,1197.5736124515533,0.354739,19.276611,2.2317398,1.8227903,466.7,60.771084,0.34797186,0.9312173,1.418374,681075,4665.378420410021,0.13522317
-272.11072,0.011556251,1.0,-0.27001953,[ 0.025  0.371 -2.547 -2.039 -1.054],-0.048841752,94,10.0,0.014071465,-4.5776367e-05,-272.11072,1.0,20,0.36511227,1880,1213.5358383655548,,0.12689209,1.0,1.0,500.0,0.10476815,,1.0,1.0,691075,4999.268812133771,1.0
-272.1171,0.0077504423,1.0,-0.1706543,[ 0.025  0.371 -2.547 -2.039 -1.054],-0.055199485,95,10.0,0.018309593,-3.0517579e-06,-272.1171,1.0,20,0.36511227,1900,1228.820393562317,,0.11151123,1.0,1.0,500.0,0.0858041,,1.0,1.0,701075,4999.3818681006205,1.0
-272.08658,0.008032926,1.0,-0.21466064,[ 0.025  0.371 -2.547 -2.039 -1.054],-0.024700426,96,10.0,0.016160965,-1.8310548e-05,-272.08658,1.0,20,0.36511227,1920,1244.1676833629608,,0.09515381,1.0,1.0,500.0,0.08736762,,1.0,1.0,711075,4999.367379206617,1.0
-272.1058,0.005920114,1.0,-0.2199707,[ 0.025  0.371 -2.547 -2.039 -1.054],-0.043909773,97,10.0,0.015732765,-1.5258789e-05,-272.1058,1.0,20,0.36511227,1940,1259.4555208683014,,0.099853516,1.0,1.0,500.0,0.07500532,,1.0,1.0,721075,4999.306675621648,1.0
-272.08627,0.0029717484,1.0,-0.12646484,[ 0.025  0.371 -2.547 -2.039 -1.054],-0.02437081,98,10.0,0.013015747,-6.1035157e-06,-272.08627,1.0,20,0.36511227,1960,1274.8872141838074,,0.097229004,1.0,1.0,500.0,0.053123966,,1.0,1.0,731075,4999.334269209528,1.0
-272.08392,0.006939911,1.0,-0.29388428,[ 0.025  0.371 -2.547 -2.039 -1.054],-0.022025963,99,10.0,0.012187004,4.8828126e-05,-272.08392,1.0,20,0.36511227,1980,1290.4795281887054,,0.07989502,1.0,1.0,500.0,0.08119996,,1.0,1.0,741075,4999.370532846972,1.0
-272.12747,0.008813056,1.0,-0.17199707,[ 0.025  0.371 -2.547 -2.039 -1.054],-0.0655741,100,10.0,0.014088631,6.1035157e-06,-272.12747,1.0,20,0.36511227,2000,1305.960685491562,,0.15032959,1.0,1.0,500.0,0.09151082,,1.0,1.0,751075,4999.321894310675,1.0
-276.22177,108.62215,,-202.25836,[ 0.025  0.371 -2.547 -2.039 -1.054],-2.2449934,101,10.0,9.994946,-6.1035157e-06,-282.62433,1.0280575,20,0.3586404,2020,1320.940417766571,0.3056273,10.716553,1.1815234,1.7821677,482.6,46.401276,0.19915293,0.93706155,1.1285273,760727,4824.774198478076,0.20271178
-272.13705,0.0113279475,1.0,-0.2793579,[ 0.024  0.384 -2.553 -2.052 -1.06 ],-0.07517969,102,10.0,0.015049934,-1.8310548e-05,-272.13705,1.0,20,0.3586404,2040,1336.6431257724762,,0.12237549,1.0,1.0,500.0,0.10372085,,1.0,1.0,770727,4999.334861412256,1.0
-272.11572,0.008321398,1.0,-0.17492676,[ 0.024  0.384 -2.553 -2.052 -1.06 ],-0.053842455,103,10.0,0.012227058,-6.1035157e-06,-272.11572,1.0,20,0.3586404,2060,1351.9772307872772,,0.13275146,1.0,1.0,500.0,0.088920005,,1.0,1.0,780727,4999.289467753472,1.0
-272.06946,0.0027420504,1.0,-0.13641357,[ 0.024  0.384 -2.553 -2.052 -1.06 ],-0.0075803357,104,10.0,0.01110363,7.6293945e-05,-272.06946,1.0,20,0.3586404,2080,1367.2015345096588,,0.055725098,1.0,1.0,500.0,0.05104204,,1.0,1.0,790727,4999.421298153256,1.0
-317.64697,37538.973,,-934.13544,[ 0.024  0.384 -2.553 -2.052 -1.06 ],-43.246063,105,10.0,9.995464,-8.239746e-05,-321.15112,1.0361001,20,0.3467171,2100,1381.8963558673859,0.26460785,49.242188,1.2004962,1.6273733,475.1,214.30536,0.24285781,0.8750814,1.1757619,800229,4749.914351055779,0.2705809
-272.09155,0.002240923,1.0,-0.08850098,[ 0.025  0.382 -2.575 -2.059 -1.072],-0.029670617,106,10.0,0.011662483,7.6293945e-05,-272.09155,1.0,20,0.3467171,2120,1397.4909818172455,,0.07537842,1.0,1.0,500.0,0.046143983,,1.0,1.0,810229,4999.444758161337,1.0
-272.10876,0.007320059,1.0,-0.17803955,[ 0.025  0.382 -2.575 -2.059 -1.072],-0.046861134,107,10.0,0.0144433975,-3.3569337e-05,-272.10876,1.0,20,0.3467171,2140,1412.736819267273,,0.1159668,1.0,1.0,500.0,0.0834057,,1.0,1.0,820229,4999.392933574965,1.0
-272.08984,0.006009049,1.0,-0.18988037,[ 0.025  0.382 -2.575 -2.059 -1.072],-0.027940786,108,10.0,0.012552261,2.1362304e-05,-272.08984,1.0,20,0.3467171,2160,1428.2284939289093,,0.073791504,1.0,1.0,500.0,0.07553521,,1.0,1.0,830229,4999.440257197636,1.0
-317.27856,36591.33,,-934.09503,[ 0.025  0.382 -2.575 -2.059 -1.072],-42.725887,109,10.0,9.9952965,-4.8828126e-05,-321.181,1.0418779,20,0.339234,2180,1442.9358806610107,0.27638006,49.288025,1.2115434,2.8037562,475.1,214.2961,0.24509801,0.9941931,1.1892062,839731,4749.8735063341555,0.4705629
-319.29282,43021.24,,-934.17377,[ 0.025  0.384 -2.592 -2.082 -1.08 ],-46.268345,110,10.0,9.995594,3.3569337e-05,-321.11844,0.9853436,20,0.3375854,2200,1458.0473330020905,0.17208473,49.2229,1.0903238,1.5056107,475.1,214.31418,0.22661969,0.9880322,1.0721395,849233,4749.945082920132,0.5631107
-312.09177,26650.934,,-924.73596,[ 0.025  0.383 -2.622 -2.096 -1.081],-36.430035,111,10.0,9.995649,6.1035157e-06,-320.6706,1.0765125,20,0.32265285,2220,1473.137336730957,0.27444223,48.772583,1.2975215,1.9170554,475.15,212.14899,0.257743,1.0572886,1.2588277,858736,4750.457405152805,0.37236476
-319.6765,43210.543,,-934.16,[ 0.025  0.383 -2.674 -2.091 -1.096],-46.39623,112,10.0,9.995783,3.0517578e-05,-321.14236,0.99371946,20,0.32034543,2240,1488.2772858142853,0.18186997,49.237915,1.1043049,1.5909615,475.1,214.31102,0.22898689,0.99226,1.0878257,868238,4749.988398520897,0.36143696
-272.0895,0.003996975,1.0,-0.1116333,[ 0.025  0.374 -2.666 -2.068 -1.099],-0.027604938,113,10.0,0.011910439,5.7983398e-05,-272.0895,1.0,20,0.32034543,2260,1504.0895380973816,,0.08709717,1.0,1.0,500.0,0.061608937,,1.0,1.0,878238,4999.450080989583,1.0
-272.1064,0.007074302,1.0,-0.25830078,[ 0.025  0.374 -2.666 -2.068 -1.099],-0.044521324,114,10.0,0.018255234,-2.1362304e-05,-272.1064,1.0,20,0.32034543,2280,1519.407472372055,,0.08477783,1.0,1.0,500.0,0.08198435,,1.0,1.0,888238,4999.4782701645545,1.0
-272.10577,0.004991321,1.0,-0.17022705,[ 0.025  0.374 -2.666 -2.068 -1.099],-0.043869726,115,10.0,0.012478828,6.1035157e-06,-272.10577,1.0,20,0.32034543,2300,1534.6865890026093,,0.082336426,1.0,1.0,500.0,0.06884226,,1.0,1.0,898238,4999.480309861535,1.0
-272.09665,0.003848551,1.0,-0.15582275,[ 0.025  0.374 -2.666 -2.068 -1.099],-0.034748208,116,10.0,0.013332367,-4.5776367e-05,-272.09665,1.0,20,0.32034543,2320,1549.7751281261444,,0.084350586,1.0,1.0,500.0,0.06047524,,1.0,1.0,908238,4999.419915110154,1.0
-272.10162,0.008337413,1.0,-0.17877197,[ 0.025  0.374 -2.666 -2.068 -1.099],-0.03976649,117,9.999999,0.012673378,-3.0517579e-06,-272.10162,1.0,20,0.32034543,2340,1565.0807664394379,,0.10620117,1.0,1.0,500.0,0.08898807,,1.0,1.0,918238,4999.370587877528,1.0
-272.10287,0.0052141557,1.0,-0.16522217,[ 0.025  0.374 -2.666 -2.068 -1.099],-0.040987525,118,10.0,0.016691208,-2.746582e-05,-272.10287,1.0,20,0.32034543,2360,1580.3955028057098,,0.09802246,1.0,1.0,500.0,0.07037822,,1.0,1.0,928238,4999.424641875925,1.0
-272.0916,0.005852217,1.0,-0.19122314,[ 0.025  0.374 -2.666 -2.068 -1.099],-0.029737676,119,10.0,0.015528679,2.4414063e-05,-272.0916,1.0,20,0.32034543,2380,1595.7341284751892,,0.07525635,1.0,1.0,500.0,0.074549265,,1.0,1.0,938238,4999.473857443209,1.0
-272.0828,0.003150305,1.0,-0.13769531,[ 0.025  0.374 -2.666 -2.068 -1.099],-0.020896336,120,10.0,0.013473511,2.746582e-05,-272.0828,1.0,20,0.32034543,2400,1610.9411103725433,,0.06341553,1.0,1.0,500.0,0.054700695,,1.0,1.0,948238,4999.4348320273575,1.0
-272.09033,0.002988842,1.0,-0.13409424,[ 0.025  0.374 -2.666 -2.068 -1.099],-0.02844646,121,10.0,0.009682655,6.713867e-05,-272.09033,1.0,20,0.32034543,2420,1626.3923633098602,,0.068359375,1.0,1.0,500.0,0.05327347,,1.0,1.0,958238,4999.456795482443,1.0
-272.09564,0.0035869193,1.0,-0.099365234,[ 0.025  0.374 -2.666 -2.068 -1.099],-0.03375543,122,10.0,0.013762474,9.155274e-06,-272.09564,1.0,20,0.32034543,2440,1641.7528891563416,,0.08428955,1.0,1.0,500.0,0.05837443,,1.0,1.0,968238,4999.4570603384,1.0
-272.09402,0.00443266,1.0,-0.2185669,[ 0.025  0.374 -2.666 -2.068 -1.099],-0.032137524,123,10.0,0.014701843,9.155274e-06,-272.09402,1.0,20,0.32034543,2460,1656.757404088974,,0.084106445,1.0,1.0,500.0,0.06487571,,1.0,1.0,978238,4999.462068097344,1.0
-272.10324,0.00840197,1.0,-0.21264648,[ 0.025  0.374 -2.666 -2.068 -1.099],-0.041366152,124,10.0,0.014102936,4.272461e-05,-272.10324,1.0,20,0.32034543,2480,1671.933825492859,,0.090026855,1.0,1.0,500.0,0.089358546,,1.0,1.0,988238,4999.4350799172325,1.0
-272.09445,0.0047158166,1.0,-0.16107178,[ 0.025  0.374 -2.666 -2.068 -1.099],-0.03257479,125,10.0,0.012719154,-9.155274e-06,-272.09445,1.0,20,0.32034543,2500,1687.0951929092407,,0.07800293,1.0,1.0,500.0,0.066936165,,1.0,1.0,998238,4999.408853704352,1.0
-272.10666,0.0043204697,1.0,-0.14416504,[ 0.025  0.374 -2.666 -2.068 -1.099],-0.044761084,126,10.0,0.011906624,3.0517579e-06,-272.10666,1.0,20,0.32034543,2520,1702.3435006141663,,0.07232666,1.0,1.0,500.0,0.064042345,,1.0,1.0,1008238,4999.466040543937,1.0
-272.07892,0.0021171463,1.0,-0.08935547,[ 0.025  0.374 -2.666 -2.068 -1.099],-0.01702961,127,10.0,0.01223278,-9.155274e-06,-272.07892,1.0,20,0.32034543,2540,1717.6678040027618,,0.06591797,1.0,1.0,500.0,0.04482624,,1.0,1.0,1018238,4999.435933803813,1.0
-272.09033,0.0018644521,1.0,-0.061706543,[ 0.025  0.374 -2.666 -2.068 -1.099],-0.02845074,128,10.0,0.009765625,8.239746e-05,-272.09033,1.0,20,0.32034543,2560,1732.8535342216492,,0.057373047,1.0,1.0,500.0,0.042067755,,1.0,1.0,1028238,4999.466578049418,1.0
-272.09418,0.0031108975,1.0,-0.12927246,[ 0.025  0.374 -2.666 -2.068 -1.099],-0.032285288,129,10.0,0.014010429,-1.5258789e-05,-272.09418,1.0,20,0.32034543,2580,1748.0433142185211,,0.08862305,1.0,1.0,500.0,0.054361932,,1.0,1.0,1038238,4999.418077408787,1.0
-272.09555,0.0051596435,1.0,-0.2244873,[ 0.025  0.374 -2.666 -2.068 -1.099],-0.033668328,130,10.0,0.015873909,2.746582e-05,-272.09555,1.0,20,0.32034543,2600,1763.277016401291,,0.09472656,1.0,1.0,500.0,0.07001181,,1.0,1.0,1048238,4999.417866183014,1.0
-272.1073,0.009488637,1.0,-0.25842285,[ 0.025  0.374 -2.666 -2.068 -1.099],-0.045398124,131,10.0,0.013953209,-2.4414063e-05,-272.1073,1.0,20,0.32034543,2620,1778.463321685791,,0.10803223,1.0,1.0,500.0,0.09495838,,1.0,1.0,1058238,4999.409861865826,1.0
-272.11194,0.007383839,1.0,-0.20300293,[ 0.025  0.374 -2.666 -2.068 -1.099],-0.050044507,132,10.0,0.015815735,3.0517579e-06,-272.11194,1.0,20,0.32034543,2640,1793.5787217617035,,0.08319092,1.0,1.0,500.0,0.08374495,,1.0,1.0,1068238,4999.395137173629,1.0
-272.10312,0.002284262,1.0,-0.07733154,[ 0.025  0.374 -2.666 -2.068 -1.099],-0.041241203,133,10.0,0.014696121,-9.155274e-06,-272.10312,1.0,20,0.32034543,2660,1808.7416756153107,,0.07702637,1.0,1.0,500.0,0.046582896,,1.0,1.0,1078238,4999.4702257155695,1.0
-272.11093,0.0052602165,1.0,-0.14758301,[ 0.025  0.374 -2.666 -2.068 -1.099],-0.049027678,134,10.0,0.012609482,3.967285e-05,-272.11093,1.0,20,0.32034543,2680,1824.1014308929443,,0.09313965,1.0,1.0,500.0,0.07070467,,1.0,1.0,1088238,4999.394561243407,1.0
-272.10547,0.0022941034,1.0,-0.09814453,[ 0.025  0.374 -2.666 -2.068 -1.099],-0.043593124,135,10.0,0.009969711,-3.0517579e-06,-272.10547,1.0,20,0.32034543,2700,1839.3958706855774,,0.07849121,1.0,1.0,500.0,0.046701152,,1.0,1.0,1098238,4999.4653920838355,1.0
-321.54932,48964.55,,-943.63214,[ 0.025  0.374 -2.666 -2.068 -1.099],-49.40117,136,10.0,9.995758,1.8310548e-05,-321.6486,0.9528922,20,0.3213428,2720,1853.7429885864258,0.052754156,49.729797,1.0071154,1.2054918,475.05,216.48407,0.21838473,1.0008233,1.0053704,1107739,4749.483087596336,0.8052294
-272.0946,0.006122017,1.0,-0.22698975,[ 0.025  0.371 -2.666 -2.063 -1.098],-0.032718297,137,10.0,0.015548706,-4.272461e-05,-272.0946,1.0,20,0.3213428,2740,1869.38094997406,,0.082336426,1.0,1.0,500.0,0.07626826,,1.0,1.0,1117739,4999.478167126921,1.0
-272.09375,0.0052559343,1.0,-0.18023682,[ 0.025  0.371 -2.666 -2.063 -1.098],-0.03187242,138,10.0,0.014997482,1.8310548e-05,-272.09375,1.0,20,0.3213428,2760,1884.776298046112,,0.084228516,1.0,1.0,500.0,0.07064299,,1.0,1.0,1127739,4999.4291317771385,1.0
-272.12537,0.0060830144,1.0,-0.17022705,[ 0.025  0.371 -2.666 -2.063 -1.098],-0.06346873,139,10.0,0.013688087,-4.5776367e-05,-272.12537,1.0,20,0.3213428,2780,1900.1364171504974,,0.11444092,1.0,1.0,500.0,0.0760065,,1.0,1.0,1137739,4999.399931959572,1.0
-272.09927,0.0044480627,1.0,-0.14587402,[ 0.025  0.371 -2.666 -2.063 -1.098],-0.037381317,140,10.0,0.013685226,-7.019043e-05,-272.09927,1.0,20,0.3213428,2800,1915.1509206295013,,0.081970215,1.0,1.0,500.0,0.06500622,,1.0,1.0,1147739,4999.418715147628,1.0
-272.09662,0.0037020766,1.0,-0.10784912,[ 0.025  0.371 -2.666 -2.063 -1.098],-0.034738816,141,10.0,0.011898994,1.5258789e-05,-272.09662,1.0,20,0.3213428,2820,1930.5075957775116,,0.076171875,1.0,1.0,500.0,0.059293445,,1.0,1.0,1157739,4999.424815732322,1.0
-321.0048,46889.535,,-943.63806,[ 0.025  0.371 -2.666 -2.063 -1.098],-48.342293,142,10.0,9.995905,-3.3569337e-05,-321.64996,0.970959,20,0.3150934,2840,1944.8994510173798,0.12679128,49.743225,1.0473981,1.3218142,475.05,216.48541,0.22286177,0.9769416,1.041665,1167240,4749.51799307847,0.687718
-272.0908,0.002545313,1.0,-0.13446045,[ 0.025  0.367 -2.666 -2.06  -1.104],-0.028908998,143,10.0,0.014663696,-4.272461e-05,-272.0908,1.0,20,0.3150934,2860,1960.497147321701,,0.08691406,1.0,1.0,500.0,0.049183592,,1.0,1.0,1177240,4999.430094003873,1.0
-272.09418,0.0054548937,1.0,-0.22711182,[ 0.025  0.367 -2.666 -2.06  -1.104],-0.03227358,144,10.0,0.0119924545,-3.967285e-05,-272.09418,1.0,20,0.3150934,2880,1975.9235541820526,,0.07281494,1.0,1.0,500.0,0.07196385,,1.0,1.0,1187240,4999.531063701511,1.0
-272.0955,0.005195859,1.0,-0.13549805,[ 0.025  0.367 -2.666 -2.06  -1.104],-0.03359789,145,10.0,0.017328262,7.324219e-05,-272.0955,1.0,20,0.3150934,2900,1991.1094043254852,,0.087768555,1.0,1.0,500.0,0.070256,,1.0,1.0,1197240,4999.4469892017205,1.0
-272.08783,0.00479003,1.0,-0.19537354,[ 0.025  0.367 -2.666 -2.06  -1.104],-0.025955146,146,10.0,0.013400078,4.272461e-05,-272.08783,1.0,20,0.3150934,2920,2006.3020737171173,,0.07635498,1.0,1.0,500.0,0.067455016,,1.0,1.0,1207240,4999.43551162206,1.0
-272.10162,0.005838423,1.0,-0.21697998,[ 0.025  0.367 -2.666 -2.06  -1.104],-0.039720234,147,10.0,0.01360321,9.1552734e-05,-272.10162,1.0,20,0.3150934,2940,2021.833440065384,,0.095825195,1.0,1.0,500.0,0.07448701,,1.0,1.0,1217240,4999.413951958786,1.0
-272.09506,0.0054676672,1.0,-0.18115234,[ 0.025  0.367 -2.666 -2.06  -1.104],-0.03317754,148,10.0,0.015454292,7.019043e-05,-272.09506,1.0,20,0.3150934,2960,2037.0686240196228,,0.090148926,1.0,1.0,500.0,0.07204567,,1.0,1.0,1227240,4999.426405374256,1.0
-272.10638,0.004253838,1.0,-0.12145996,[ 0.025  0.367 -2.666 -2.06  -1.104],-0.044505864,149,10.0,0.015226364,,-272.10638,1.0,20,0.3150934,2980,2052.2568690776825,,0.08239746,1.0,1.0,500.0,0.06356769,,1.0,1.0,1237240,4999.457810469766,1.0
-272.11722,0.005672704,1.0,-0.17285156,[ 0.025  0.367 -2.666 -2.06  -1.104],-0.055327367,150,10.0,0.015407562,1.5258789e-05,-272.11722,1.0,20,0.3150934,3000,2067.382384777069,,0.08093262,1.0,1.0,500.0,0.07341218,,1.0,1.0,1247240,4999.435997093347,1.0
-272.08963,0.0032873435,1.0,-0.13079834,[ 0.025  0.367 -2.666 -2.06  -1.104],-0.02773496,151,10.0,0.010881424,-9.155274e-06,-272.08963,1.0,20,0.3150934,3020,2082.4199244976044,,0.07183838,1.0,1.0,500.0,0.05588064,,1.0,1.0,1257240,4999.50802630028,1.0
-272.10718,0.0067034923,1.0,-0.19335938,[ 0.025  0.367 -2.666 -2.06  -1.104],-0.04528851,152,10.0,0.014192581,3.0517578e-05,-272.10718,1.0,20,0.3150934,3040,2097.497449159622,,0.105285645,1.0,1.0,500.0,0.079801,,1.0,1.0,1267240,4999.432208517033,1.0
-272.08575,0.006132106,1.0,-0.26556396,[ 0.025  0.367 -2.666 -2.06  -1.104],-0.023871798,153,10.0,0.0131464,5.493164e-05,-272.08575,1.0,20,0.3150934,3060,2112.8510484695435,,0.07623291,1.0,1.0,500.0,0.076325,,1.0,1.0,1277240,4999.388600553806,1.0
-272.09872,0.008018961,1.0,-0.17425537,[ 0.025  0.367 -2.666 -2.06  -1.104],-0.036831792,154,10.0,0.014200211,-5.493164e-05,-272.09872,1.0,20,0.3150934,3080,2128.0806052684784,,0.086120605,1.0,1.0,500.0,0.08726119,,1.0,1.0,1287240,4999.423395149422,1.0
-272.11145,0.0061908048,1.0,-0.14630127,[ 0.025  0.367 -2.666 -2.06  -1.104],-0.049573425,155,10.0,0.01403141,5.493164e-05,-272.11145,1.0,20,0.3150934,3100,2143.28027677536,,0.105407715,1.0,1.0,500.0,0.07670044,,1.0,1.0,1297240,4999.423045199972,1.0
-272.08826,0.005921708,1.0,-0.23742676,[ 0.025  0.367 -2.666 -2.06  -1.104],-0.026374895,156,10.0,0.01507473,-4.5776367e-05,-272.08826,1.0,20,0.3150934,3120,2158.4372074604034,,0.07287598,1.0,1.0,500.0,0.07501528,,1.0,1.0,1307240,4999.441243687701,1.0
-272.09146,0.005026202,1.0,-0.17932129,[ 0.025  0.367 -2.666 -2.06  -1.104],-0.029581545,157,10.0,0.0123233795,2.1362304e-05,-272.09146,1.0,20,0.3150934,3140,2173.6515278816223,,0.07836914,1.0,1.0,500.0,0.06909967,,1.0,1.0,1317240,4999.438091424726,1.0
-272.1058,0.008578201,1.0,-0.21691895,[ 0.025  0.367 -2.666 -2.06  -1.104],-0.043944143,158,9.999999,0.012933731,9.155274e-06,-272.1058,1.0,20,0.3150934,3160,2188.692358016968,,0.08929443,1.0,1.0,500.0,0.09028331,,1.0,1.0,1327240,4999.418163219433,1.0
-272.11374,0.0060709757,1.0,-0.15820312,[ 0.025  0.367 -2.666 -2.06  -1.104],-0.051862724,159,10.0,0.012606621,1.8310548e-05,-272.11374,1.0,20,0.3150934,3180,2203.728761434555,,0.09710693,1.0,1.0,500.0,0.07593534,,1.0,1.0,1337240,4999.357410164254,1.0
-272.0954,0.0025372428,1.0,-0.11102295,[ 0.025  0.367 -2.666 -2.06  -1.104],-0.03350408,160,10.0,0.014546394,2.1362304e-05,-272.0954,1.0,20,0.3150934,3200,2218.605415582657,,0.07330322,1.0,1.0,500.0,0.04909715,,1.0,1.0,1347240,4999.509225734088,1.0
-272.09134,0.003989225,1.0,-0.122924805,[ 0.025  0.367 -2.666 -2.06  -1.104],-0.0294514,161,10.0,0.011660576,-9.460449e-05,-272.09134,1.0,20,0.3150934,3220,2233.951074361801,,0.07928467,1.0,1.0,500.0,0.061576802,,1.0,1.0,1357240,4999.460500710501,1.0
-272.10742,0.0051621967,1.0,-0.10736084,[ 0.025  0.367 -2.666 -2.06  -1.104],-0.045547273,162,10.0,0.011916161,-4.272461e-05,-272.10742,1.0,20,0.3150934,3240,2249.146650791168,,0.09753418,1.0,1.0,500.0,0.070026465,,1.0,1.0,1367240,4999.4491441264445,1.0
-272.10495,0.007879526,1.0,-0.1899414,[ 0.025  0.367 -2.666 -2.06  -1.104],-0.04307037,163,10.0,0.012501717,9.1552734e-05,-272.10495,1.0,20,0.3150934,3260,2264.253279685974,,0.10601807,1.0,1.0,500.0,0.08652036,,1.0,1.0,1377240,4999.4108752141665,1.0
-272.08295,0.0056158113,1.0,-0.24627686,[ 0.025  0.367 -2.666 -2.06  -1.104],-0.02106168,164,10.0,0.017341614,-3.0517579e-06,-272.08295,1.0,20,0.3150934,3280,2279.421287059784,,0.0715332,1.0,1.0,500.0,0.07302396,,1.0,1.0,1387240,4999.48611268865,1.0
-272.0974,0.006305315,1.0,-0.17974854,[ 0.025  0.367 -2.666 -2.06  -1.104],-0.03552888,165,10.0,0.012411118,6.713867e-05,-272.0974,1.0,20,0.3150934,3300,2294.345593690872,,0.08319092,1.0,1.0,500.0,0.077409096,,1.0,1.0,1397240,4999.466100936661,1.0
-272.1074,0.0045941346,1.0,-0.15722656,[ 0.025  0.367 -2.666 -2.06  -1.104],-0.045491725,166,10.0,0.016269684,-2.4414063e-05,-272.1074,1.0,20,0.3150934,3320,2309.579206466675,,0.08337402,1.0,1.0,500.0,0.06608195,,1.0,1.0,1407240,4999.441362584277,1.0
-272.1007,0.004369172,1.0,-0.17718506,[ 0.025  0.367 -2.666 -2.06  -1.104],-0.03883005,167,10.0,0.013213158,2.746582e-05,-272.1007,1.0,20,0.3150934,3340,2324.761356830597,,0.07879639,1.0,1.0,500.0,0.06442804,,1.0,1.0,1417240,4999.440544281666,1.0
-272.08063,0.0043188743,1.0,-0.18597412,[ 0.025  0.367 -2.666 -2.06  -1.104],-0.018743474,168,10.0,0.0120687485,-6.1035157e-06,-272.08063,1.0,20,0.3150934,3360,2340.029384613037,,0.06829834,1.0,1.0,500.0,0.06403365,,1.0,1.0,1427240,4999.469911146319,1.0
-272.10916,0.0036382817,1.0,-0.13275146,[ 0.025  0.367 -2.666 -2.06  -1.104],-0.047263294,169,10.0,0.014203072,3.967285e-05,-272.10916,1.0,20,0.3150934,3380,2355.2715315818787,,0.07287598,1.0,1.0,500.0,0.05880221,,1.0,1.0,1437240,4999.433712685787,1.0
