Iteration,TimestepsSoFar,MaxIW,EmpiricalD2,J_sample_variance,EpLenMean,MeanIW,MaxD2w0t,EpThisIter,ReturnMeanIW,ReturnStepMax,InitialReturnStd,EpRewMean,Weights,MeanD2w0t,InitialReturnMean,InitialBound,StdD2w0t,MeanEntropy,MinIW,MinD2w0t,Bound,ReturnStepMaxmin,EpisodesSoFar,StdIW,InitialReturnMax,TimeElapsed,InitialReturnMin
166,6602531,1.0,1.0,0.004945966,500.0,1.0,1.0,100,-0.06971598,0.017903328,0.069975026,4999.657607758541,[-0.027  0.67  -2.306 -1.845 -1.553],1.0,1.5258789e-05,-0.28754538,,-0.1340802,1.0,1.0,-0.28754538,0.017457962,16600,,0.08154297,9090.720933675766,-0.18151855
167,6652531,1.0,1.0,0.0041285143,500.0,1.0,1.0,100,-0.058365025,0.016075134,0.063927814,4999.664617707021,[-0.027  0.67  -2.306 -1.845 -1.553],1.0,-3.7231446e-05,-0.25395083,,-0.1340802,1.0,1.0,-0.25395083,0.015633583,16700,,0.07623291,9164.065644979477,-0.20727539
168,6702531,1.0,1.0,0.0036592141,500.0,1.0,1.0,100,-0.063542955,0.015631676,0.060184564,4999.662165298819,[-0.027  0.67  -2.306 -1.845 -1.553],1.0,-7.6904296e-05,-0.25373322,,-0.1340802,1.0,1.0,-0.25373322,0.0151901245,16800,,0.083740234,9237.258199214935,-0.20062256
169,6752033,1.3042505,1.0048041,9491.792,495.02,0.99692625,1.0115137,100,-9.785307,9.999366,97.84141,4949.770670311269,[-0.027  0.67  -2.306 -1.845 -1.553],0.99238896,6.347656e-05,-131.5383,0.09954964,-0.1346296,0.8632904,,-131.48323,9.998732,16900,0.043713707,9.913025,9309.622377157211,-973.5094
170,6802021,1.0,1.0,0.016146058,499.88,1.0,1.0,100,-0.053776626,9.9993725,0.12644042,4998.371087687443,[-0.027  0.666 -2.304 -1.839 -1.554],0.99976,6.713867e-06,-121.71593,0.0154897785,-0.1346296,1.0,,-121.71593,9.998745,17000,,0.08850098,9384.70358800888,-1.079834
171,6852021,1.0,1.0,0.0046387576,500.0,1.0,1.0,100,-0.06558295,0.018276215,0.06776857,4999.663957359904,[-0.027  0.666 -2.304 -1.839 -1.554],1.0,7.6293945e-05,-0.28794926,,-0.1346296,1.0,1.0,-0.28794926,0.01784134,17100,,0.0814209,9457.446366071701,-0.20727539
172,6901962,1.0000015,1.0,0.31083623,499.41,1.0,1.0,100,-0.09528785,9.999392,0.55472815,4993.674085325119,[-0.027  0.666 -2.304 -1.839 -1.554],0.99882,-1.8310546e-06,-121.75767,0.034331344,-0.1346296,0.9999984,,-121.75767,9.998783,17200,3.4274288e-07,0.1305542,9529.762866973877,-5.48645
173,6951917,1.0,1.0,0.073671065,499.55,1.0,1.0,100,-0.050959025,9.999202,0.2700754,4994.98563730656,[-0.027  0.666 -2.304 -1.839 -1.554],0.9991,-4.5166016e-05,-121.71102,0.029987695,-0.1346296,1.0,,-121.71102,9.998404,17300,,0.107543945,9602.429054260254,-2.124939
174,7001385,2.522526,1.1227455,6005.2065,494.68,1.008048,1.1427474,100,-7.8204336,9.999132,97.83842,4946.25441265826,[-0.027  0.666 -2.304 -1.839 -1.554],1.0499254,-4.333496e-05,-131.54578,0.11456884,-0.14001039,0.37288997,,-130.22375,9.998264,17400,0.26936597,9.944519,9674.658306598663,-973.47595
175,7051385,1.0,1.0,0.0048988326,500.0,1.0,1.0,100,-0.06467768,0.016576767,0.069646455,4999.658909646735,[-0.026  0.655 -2.293 -1.815 -1.559],1.0,2.5634765e-05,-0.26636684,,-0.14001039,1.0,1.0,-0.26636684,0.016134262,17500,,0.08178711,9749.782941818237,-0.1828003
176,7101287,1.1696869,1.0084312,0.53352714,499.02,0.9985707,1.0473943,100,-0.111210115,9.999357,1.1237286,4989.765080189689,[-0.026  0.655 -2.293 -1.815 -1.559],1.0006781,-4.5776367e-05,-121.812836,0.04459256,-0.14000121,0.58629096,,-121.789406,9.998714,17600,0.055773895,0.18798828,9822.41192817688,-11.160706
177,7151287,1.0,1.0,0.0027423822,500.0,1.0,1.0,100,-0.049967706,0.018026352,0.052109234,4999.668493991228,[-0.025  0.656 -2.293 -1.815 -1.559],1.0,-3.0517578e-05,-0.26929393,,-0.14000121,1.0,1.0,-0.26929393,0.017601013,17700,,0.068481445,9892.865170240402,-0.13555908
178,7201287,1.0,1.0,0.0056072413,500.0,1.0,1.0,100,-0.07029703,0.019625664,0.07450599,4999.640586135133,[-0.025  0.656 -2.293 -1.815 -1.559],1.0,-4.1503907e-05,-0.30908203,,-0.14000121,1.0,1.0,-0.30908203,0.019134521,17800,,0.090026855,9964.68117928505,-0.1953125
179,7251287,1.0,1.0,0.0034554354,500.0,1.0,1.0,100,-0.06194982,0.018205643,0.058490608,4999.666020060358,[-0.025  0.656 -2.293 -1.815 -1.559],1.0,4.272461e-06,-0.28345746,,-0.14000121,1.0,1.0,-0.28345746,0.017769814,17900,,0.08135986,10036.568992376328,-0.22277832
180,7301287,1.0,1.0,0.0031030478,500.0,1.0,1.0,100,-0.058692686,0.015239716,0.055434946,4999.676038036015,[-0.025  0.656 -2.293 -1.815 -1.559],1.0,-6.1035157e-06,-0.24411398,,-0.14000121,1.0,1.0,-0.24411398,0.014822006,18000,,0.07299805,10113.222877264023,-0.16986084
181,7351287,1.0,1.0,0.0041579492,500.0,1.0,1.0,100,-0.061798546,0.017249107,0.06416435,4999.659813664619,[-0.025  0.656 -2.293 -1.815 -1.559],1.0,7.995605e-05,-0.27166805,,-0.14000121,1.0,1.0,-0.27166805,0.016809464,18100,,0.08062744,10157.173620700836,-0.2006836
182,7401198,1.1680449,1.0091825,0.20520441,499.11,1.0000421,1.0522051,100,-0.087823674,9.999355,0.9615654,4990.663119525963,[-0.025  0.656 -2.293 -1.815 -1.559],1.001122,2.0141602e-05,-121.80103,0.042562116,-0.14018437,0.4661849,,-121.76638,9.998711,18200,0.058366016,0.17901611,10232.007922649384,-9.547791
183,7450201,1.9548924,1.0631236,17942.418,490.03,1.0069209,1.1164327,100,-19.05952,9.999129,138.36826,4899.762382181429,[-0.023  0.656 -2.293 -1.815 -1.559],1.0097703,3.173828e-05,-141.4472,0.14529483,-0.14715603,0.4838663,,-141.07097,9.998259,18300,0.17951815,19.853638,10268.086629629135,-973.555
184,7500201,1.0,1.0,0.0037535778,500.0,1.0,1.0,100,-0.06450761,0.019040108,0.06096823,4999.660016945038,[-0.025  0.652 -2.294 -1.81  -1.566],1.0,3.173828e-05,-0.29616818,,-0.14715603,1.0,1.0,-0.29616818,0.018590927,18400,,0.08380127,10305.060146093369,-0.23657227
185,7549702,1.0000097,1.0,9866.943,495.01,0.99999994,1.0,100,-9.974918,9.999364,98.83458,4949.668906495922,[-0.025  0.652 -2.294 -1.81  -1.566],0.99002,-7.3242186e-06,-131.63696,0.09939912,-0.14715603,0.99999243,,-131.63696,9.998728,18500,2.0504162e-06,10.012634,10374.071861028671,-983.3914
186,7599702,1.0,1.0,0.003263951,500.0,1.0,1.0,100,-0.053826954,0.015629768,0.05684288,4999.684487278907,[-0.025  0.652 -2.294 -1.81  -1.566],1.0,5.4931643e-06,-0.243994,,-0.14715603,1.0,1.0,-0.243994,0.015226364,18600,,0.07220459,10443.600375890732,-0.2078247
187,7649702,1.0,1.0,0.006361259,500.0,1.0,1.0,100,-0.07393408,0.020460129,0.07937481,4999.649081523943,[-0.025  0.652 -2.294 -1.81  -1.566],1.0,3.601074e-05,-0.322872,,-0.14715603,1.0,1.0,-0.322872,0.019994736,18700,,0.0925293,10517.656911611557,-0.24481201
188,7699702,1.0,1.0,0.0040557603,500.0,1.0,1.0,100,-0.06023794,0.019120216,0.0633683,4999.672823878224,[-0.025  0.652 -2.294 -1.81  -1.566],1.0,5.126953e-05,-0.29287317,,-0.14715603,1.0,1.0,-0.29287317,0.018697739,18800,,0.08276367,10589.882787704468,-0.1895752
189,7749203,1.0007519,1.0,9866.55,495.01,1.0000277,1.0,100,-9.9834175,9.999315,98.83323,4949.645169519851,[-0.025  0.652 -2.294 -1.81  -1.566],0.99002,2.9907227e-05,-131.64493,0.099398285,-0.14715555,0.999601,,-131.64487,9.998631,18900,0.00014081024,10.018188,10659.613596200943,-983.378
190,7799203,1.0,1.0,0.0046927906,500.0,1.0,1.0,100,-0.06339826,0.019172668,0.068165034,4999.6566198989985,[-0.025  0.652 -2.294 -1.81  -1.566],1.0,-2.2583008e-05,-0.2966717,,-0.14715555,1.0,1.0,-0.2966717,0.018723488,19000,,0.07904053,10731.026205062866,-0.2156372
191,7849203,1.0,1.0,0.0039177444,500.0,1.0,1.0,100,-0.06345471,0.017802238,0.06227929,4999.659623557007,[-0.025  0.652 -2.294 -1.81  -1.566],1.0,-2.0751953e-05,-0.28005415,,-0.14715555,1.0,1.0,-0.28005415,0.017353058,19100,,0.073913574,10795.037340402603,-0.13989258
192,7899168,1.0,1.0,0.08805551,499.65,1.0,1.0,100,-0.066767,9.999398,0.29525197,4996.080917674553,[-0.025  0.652 -2.294 -1.81  -1.566],0.9993,-3.6621093e-06,-121.729225,0.026448112,-0.14715555,1.0,,-121.729225,9.998796,19200,,0.09667969,10831.280923366547,-2.8891602
193,7949168,1.0,1.0,0.0038819357,500.0,1.0,1.0,100,-0.059345733,0.01790905,0.061995503,4999.686499483462,[-0.025  0.652 -2.294 -1.81  -1.566],1.0,3.0517579e-06,-0.27724475,,-0.14715555,1.0,1.0,-0.27724475,0.017518997,19300,,0.077941895,10900.958003759384,-0.18310547
194,7999168,1.0,1.0,0.0050251973,500.0,1.0,1.0,100,-0.059783466,0.020205498,0.07054072,4999.65482808205,[-0.025  0.652 -2.294 -1.81  -1.566],1.0,1.15966795e-05,-0.30562332,,-0.14715555,1.0,1.0,-0.30562332,0.01973629,19400,,0.080200195,10938.307960033417,-0.21557617
195,8049168,1.0,1.0,0.004373936,500.0,1.0,1.0,100,-0.066903204,0.016378403,0.06580675,4999.655529601767,[-0.025  0.652 -2.294 -1.81  -1.566],1.0,-5.6762696e-05,-0.26617885,,-0.14715555,1.0,1.0,-0.26617885,0.015920639,19500,,0.0791626,10975.482644557953,-0.16046143
196,8098670,1.2446012,1.007183,9452.959,495.02,0.9949625,1.0199162,100,-9.763706,9.999359,97.841484,4949.771337361905,[-0.025  0.652 -2.294 -1.81  -1.566],0.9935644,4.8217775e-05,-131.53726,0.09968947,-0.14860404,0.7748365,,-131.48055,9.998718,19600,0.05875884,9.913574,11012.31616139412,-973.5102
197,8148670,1.0,1.0,0.004897994,500.0,1.0,1.0,100,-0.07037764,0.017899513,0.06962798,4999.651819009048,[-0.026  0.649 -2.297 -1.808 -1.568],1.0,1.2207031e-05,-0.28816062,,-0.14860404,1.0,1.0,-0.28816062,0.01744175,19700,,0.09057617,11050.731266975403,-0.2467041
198,8198651,1.0,1.0,0.029430507,499.81,1.0,1.0,100,-0.063048206,9.999334,0.170703,4997.651104699063,[-0.026  0.649 -2.297 -1.808 -1.568],0.99962,-6.8969726e-05,-121.72473,0.019490315,-0.14860404,1.0,,-121.72473,9.998669,19800,,0.10028076,11087.764745235443,-1.5386353
199,8247654,1.3174881,1.0148778,18389.996,490.03,0.99317205,1.0294089,100,-19.284147,9.999146,138.36847,4899.767734449255,[-0.026  0.649 -2.297 -1.808 -1.568],0.9880208,2.6855469e-05,-141.44716,0.14101526,-0.15037791,0.61293966,,-141.07805,9.998293,19900,0.09560336,19.844666,11124.873689889908,-973.55695
200,8297654,1.0,1.0,0.0037407978,500.0,1.0,1.0,100,-0.060881633,0.016734123,0.0608564,4999.657372674567,[-0.025  0.649 -2.323 -1.811 -1.569],1.0,-2.5024414e-05,-0.26448533,,-0.15037791,1.0,1.0,-0.26448533,0.016284943,20000,,0.07824707,11200.015940904617,-0.16412354
201,8347107,1.0,1.0,9866.358,494.53,1.0,1.0,100,-9.971692,9.999001,98.831665,4944.689726892702,[-0.025  0.649 -2.323 -1.811 -1.569],0.98906,3.4179688e-05,-131.6293,0.10402388,-0.15037791,1.0,,-131.6293,9.998001,20100,,10.046936,11271.85792851448,-983.3585
202,8397107,1.0,1.0,0.004727943,500.0,1.0,1.0,100,-0.072060585,0.01784134,0.06842493,4999.649245015008,[-0.025  0.649 -2.323 -1.811 -1.569],1.0,-5.126953e-05,-0.28913575,,-0.15037791,1.0,1.0,-0.28913575,0.017375946,20200,,0.092163086,11344.317897319794,-0.23773193
203,8447107,1.0,1.0,0.0041864347,500.0,1.0,1.0,100,-0.06631488,0.01922512,0.06436812,4999.672315728465,[-0.025  0.649 -2.323 -1.811 -1.569],1.0,-3.479004e-05,-0.3002265,,-0.15037791,1.0,1.0,-0.3002265,0.01880455,20300,,0.07550049,11416.717868804932,-0.19274902
204,8497107,1.0,1.0,0.004128928,500.0,1.0,1.0,100,-0.06274729,0.017154694,0.06393,4999.674138303311,[-0.025  0.649 -2.323 -1.811 -1.569],1.0,4.760742e-05,-0.27146807,,-0.15037791,1.0,1.0,-0.27146807,0.016738892,20400,,0.076293945,11489.131604671478,-0.15625
205,8547107,1.0,1.0,0.00420738,500.0,1.0,1.0,100,-0.063359566,0.016828537,0.06454285,4999.669109959134,[-0.025  0.649 -2.323 -1.811 -1.569],1.0,-4.8828124e-06,-0.268112,,-0.15037791,1.0,1.0,-0.268112,0.01640129,20500,,0.07824707,11557.86570096016,-0.22131348
206,8597107,1.0,1.0,0.00391544,500.0,1.0,1.0,100,-0.06451872,0.018127441,0.06225646,4999.667888801845,[-0.025  0.649 -2.323 -1.811 -1.569],1.0,0.00011291504,-0.2850749,,-0.15037791,1.0,1.0,-0.2850749,0.017698288,20600,,0.08148193,11628.692888498306,-0.1673584
207,8647107,1.0,1.0,0.0033540388,500.0,1.0,1.0,100,-0.053702693,0.018453598,0.05761724,4999.695393178207,[-0.025  0.649 -2.323 -1.811 -1.569],1.0,4.8828126e-05,-0.2782272,,-0.15037791,1.0,1.0,-0.2782272,0.018074036,20700,,0.06689453,11672.64232301712,-0.22113037
208,8697107,1.0,1.0,0.003416669,500.0,1.0,1.0,100,-0.055752847,0.018164635,0.058154892,4999.691732921789,[-0.025  0.649 -2.323 -1.811 -1.569],1.0,-1.8310546e-06,-0.27676156,,-0.15037791,1.0,1.0,-0.27676156,0.01778984,20800,,0.06945801,11745.511325120926,-0.18951416
209,8747107,1.0,1.0,0.0034487583,500.0,1.0,1.0,100,-0.057475958,0.01719284,0.058430206,4999.68313940897,[-0.025  0.649 -2.323 -1.811 -1.569],1.0,5.0048828e-05,-0.26666087,,-0.15037791,1.0,1.0,-0.26666087,0.016794205,20900,,0.07385254,11815.210730791092,-0.2366333
210,8797107,1.0,1.0,0.0032696303,500.0,1.0,1.0,100,-0.062130492,0.019151688,0.056885485,4999.6841894333475,[-0.025  0.649 -2.323 -1.811 -1.569],1.0,-4.699707e-05,-0.29514864,,-0.15037791,1.0,1.0,-0.29514864,0.018755913,21000,,0.07507324,11887.481273412704,-0.16186523
211,8847107,1.0,1.0,0.0041133394,500.0,1.0,1.0,100,-0.071823716,0.017432213,0.06381575,4999.662914626596,[-0.025  0.649 -2.323 -1.811 -1.569],1.0,1.5258789e-05,-0.28392106,,-0.15037791,1.0,1.0,-0.28392106,0.0169878,21100,,0.090026855,11959.853709697723,-0.16558838
212,8897090,1.0,1.0,0.02365766,499.83,1.0,1.0,100,-0.04437433,9.999444,0.15304245,4997.903373868997,[-0.025  0.649 -2.323 -1.811 -1.569],0.99966,2.6245118e-05,-121.70739,0.018435955,-0.15037791,1.0,,-121.70739,9.998888,21200,,0.0770874,12031.825167179108,-1.4212036
213,8947071,1.0,1.0,0.026290765,499.81,1.0,1.0,100,-0.054163545,9.999405,0.16133685,4997.684236148769,[-0.025  0.649 -2.323 -1.811 -1.569],0.99962,8.605957e-05,-121.7167,0.019490266,-0.15037791,1.0,,-121.7167,9.99881,21300,,0.08862305,12103.629567146301,-1.4571533
214,8997071,1.0,1.0,0.0029490793,500.0,1.0,1.0,100,-0.05638,0.014318466,0.05403791,4999.6877770232895,[-0.025  0.649 -2.323 -1.811 -1.569],1.0,-2.3193359e-05,-0.23059246,,-0.15037791,1.0,1.0,-0.23059246,0.013933182,21400,,0.06530762,12176.154292106628,-0.15008545
215,9047071,1.0,1.0,0.0038161662,500.0,1.0,1.0,100,-0.06024206,0.015361786,0.061465617,4999.673929646586,[-0.025  0.649 -2.323 -1.811 -1.569],1.0,-2.8076172e-05,-0.24714857,,-0.15037791,1.0,1.0,-0.24714857,0.014944077,21500,,0.077697754,12249.124512910843,-0.21697998
216,9096542,1.157202,1.0030224,9727.892,494.71,1.0022956,1.0049323,100,-9.907753,9.999176,98.83286,4946.5793195917895,[-0.025  0.649 -2.323 -1.811 -1.569],0.9909632,3.8452148e-05,-131.63625,0.10247731,-0.15148537,0.8571983,,-131.58974,9.998352,21600,0.040337164,10.031616,12321.186990261078,-983.37115
217,9146532,1.0,1.0,0.011490974,499.9,1.0,1.0,100,-0.050718945,9.999388,0.10665996,4998.5782190204045,[-0.025  0.647 -2.323 -1.807 -1.57 ],0.9998,1.8310546e-06,-121.71305,0.014140824,-0.15148537,1.0,,-121.71305,9.9987755,21700,,0.08862305,12395.169499635696,-0.8833008
218,9196034,2.5275574,1.0733908,7112.194,495.02,1.0058949,1.0882285,100,-8.466864,9.9994,97.84234,4949.792431767311,[-0.025  0.647 -2.323 -1.807 -1.57 ],1.0268332,3.6621093e-06,-131.53188,0.10514443,-0.15898184,0.37300146,,-130.61269,9.9988,21800,0.18503252,9.906555,12467.586166381836,-973.51874
219,9246034,1.0,1.0,0.0050683,500.0,1.0,1.0,100,-0.06563773,0.01808548,0.07084317,4999.681711744849,[-0.026  0.651 -2.347 -1.814 -1.578],1.0,-2.2583008e-05,-0.28568336,,-0.15898184,1.0,1.0,-0.28568336,0.01768589,21900,,0.081970215,12542.69705581665,-0.27319336
220,9295535,1.148842,1.002863,9782.379,495.01,0.9998444,1.0065156,100,-9.924118,9.99944,98.83612,4949.711833747369,[-0.026  0.651 -2.347 -1.814 -1.578],0.9913231,1.2207031e-05,-131.63007,0.09953555,-0.1596689,0.86902857,,-131.60449,9.99888,22000,0.033764616,10.000427,12615.03921341896,-983.4068
221,9345535,1.0,1.0,0.003723828,500.0,1.0,1.0,100,-0.06575993,0.019268036,0.06071367,4999.695848971497,[-0.027  0.649 -2.347 -1.811 -1.579],1.0,-6.8969726e-05,-0.3001937,,-0.1596689,1.0,1.0,-0.3001937,0.018891335,22100,,0.07421875,12689.492004156113,-0.16955566
222,9395036,1.2528425,1.0023307,9811.876,495.01,0.9993109,1.0090847,100,-9.95006,9.999423,98.83484,4949.698952806755,[-0.027  0.649 -2.347 -1.811 -1.579],0.9909569,2.4414062e-06,-131.64093,0.09949921,-0.16032673,0.89031273,,-131.62349,9.998846,22200,0.03066643,10.014465,12761.550471067429,-983.39404
223,9444456,1.0,1.0,9866.304,494.2,1.0,1.0,100,-10.029659,9.999223,98.83138,4941.500845873844,[-0.027  0.647 -2.347 -1.809 -1.579],0.9884,2.3193359e-05,-131.68999,0.10708099,-0.16032673,1.0,,-131.68999,9.9984455,22300,,10.083374,12834.48522901535,-983.32263
224,9493958,1.5589106,1.0403602,8626.61,495.02,0.9941055,1.0601715,100,-9.325792,9.999416,97.842285,4949.7944240315,[-0.027  0.647 -2.347 -1.809 -1.579],1.009872,5.493164e-05,-131.5352,0.101960875,-0.16588154,0.47020662,,-131.24239,9.998833,22400,0.14353193,9.906128,12906.702238798141,-973.5182
225,9543958,1.0,1.0,0.003134524,500.0,1.0,1.0,100,-0.05735444,0.018471718,0.05571051,4999.688426974834,[-0.028  0.643 -2.346 -1.803 -1.585],1.0,-6.713867e-06,-0.28209943,,-0.16588154,1.0,1.0,-0.28209943,0.018081665,22500,,0.072143555,12981.946892499924,-0.20324707
226,9593831,1.0000066,1.0,0.7713442,498.73,1.0,1.0,100,-0.11909541,9.999029,0.8738741,4986.7030098612995,[-0.028  0.643 -2.346 -1.803 -1.585],0.99746,5.9814454e-05,-121.77706,0.050334755,-0.16588154,0.9999836,,-121.77706,9.998058,22600,2.4381973e-06,0.18780518,13054.697520256042,-8.225952
227,9643727,1.1994221,1.0141886,0.3425674,498.96,1.0009778,1.0805838,100,-0.0987488,9.99941,1.2418851,4989.188901511345,[-0.028  0.643 -2.346 -1.803 -1.585],1.0022392,-5.859375e-05,-121.82731,0.04639361,-0.16589732,0.45618972,,-121.78279,9.998819,22700,0.066870935,0.20428467,13116.835505485535,-12.341675
228,9693715,1.0,1.0,0.010144452,499.88,1.0,1.0,100,-0.051784594,9.999419,0.100216515,4998.394787577314,[-0.026  0.642 -2.346 -1.803 -1.585],0.99976,3.601074e-05,-121.7145,0.015489185,-0.16589732,1.0,,-121.7145,9.998838,22800,,0.083496094,13188.878249168396,-0.8587036
229,9743601,1.4199694,1.014795,0.49759737,498.86,0.9921742,1.0685444,100,-0.120417535,9.999398,1.428401,4988.182722282756,[-0.026  0.642 -2.346 -1.803 -1.585],1.0023148,-1.2207031e-06,-121.855576,0.0485484,-0.16602711,0.48147738,,-121.80711,9.998796,22900,0.07299005,0.22698975,13260.46098279953,-14.199829
230,9793601,1.0,1.0,0.0030346892,500.0,1.0,1.0,100,-0.056073673,0.016890526,0.05481891,4999.704754108737,[-0.024  0.643 -2.346 -1.803 -1.585],1.0,-4.5776367e-05,-0.26158032,,-0.16602711,1.0,1.0,-0.26158032,0.016533852,23000,,0.06982422,13332.973373413086,-0.175354
231,9843601,1.0,1.0,0.00473682,500.0,1.0,1.0,100,-0.06029109,0.018021584,0.06848791,4999.692701513249,[-0.024  0.643 -2.346 -1.803 -1.585],1.0,-2.380371e-05,-0.27955928,,-0.16602711,1.0,1.0,-0.27955928,0.017638206,23100,,0.07507324,13404.989207029343,-0.28668213
232,9893102,1.499871,1.026142,9174.195,495.01,1.0195135,1.0365766,100,-9.626268,9.999387,98.834076,4949.683888487598,[-0.024  0.643 -2.346 -1.803 -1.585],1.0030856,-9.155274e-06,-131.64452,0.10099574,-0.17042203,0.61532587,,-131.46141,9.998774,23200,0.11148359,10.018127,13476.009088277817,-983.3864
233,9943102,1.0,1.0,0.004864295,500.0,1.0,1.0,100,-0.06750704,0.017121315,0.06939459,4999.674451284383,[-0.025  0.638 -2.346 -1.797 -1.589],1.0,-3.6621095e-05,-0.2758217,,-0.17042203,1.0,1.0,-0.2758217,0.016701698,23300,,0.08685303,13550.103821516037,-0.1998291
234,9993102,1.0,1.0,0.0031622578,500.0,1.0,1.0,100,-0.053176135,0.014716148,0.055956,4999.688643254626,[-0.025  0.638 -2.346 -1.797 -1.589],1.0,3.540039e-05,-0.23222719,,-0.17042203,1.0,1.0,-0.23222719,0.014312744,23400,,0.07366943,13621.791199445724,-0.15509033
235,10043092,1.0,1.0,0.009560127,499.9,1.0,1.0,100,-0.043045036,9.999433,0.09729512,4998.596720184155,[-0.025  0.638 -2.346 -1.797 -1.589],0.9998,3.173828e-05,-121.70592,0.014140832,-0.17042203,1.0,,-121.70592,9.998865,23500,,0.07305908,13693.909432888031,-0.81170654
236,10093092,1.0,1.0,0.004831204,500.0,1.0,1.0,100,-0.06757134,0.017808914,0.069165446,4999.682127066448,[-0.025  0.638 -2.346 -1.797 -1.589],1.0,-1.5258789e-05,-0.284252,,-0.17042203,1.0,1.0,-0.284252,0.017396927,23600,,0.08673096,13765.568667888641,-0.20977783
237,10143092,1.0,1.0,0.0036932528,500.0,1.0,1.0,100,-0.061037153,0.018354416,0.060464766,4999.704074907209,[-0.025  0.638 -2.346 -1.797 -1.589],1.0,6.225586e-05,-0.28435493,,-0.17042203,1.0,1.0,-0.28435493,0.017999649,23700,,0.07733154,13837.661212682724,-0.2901001
238,10193092,1.0,1.0,0.0041627213,500.0,1.0,1.0,100,-0.06612874,0.016687393,0.06419723,4999.691416691701,[-0.025  0.638 -2.346 -1.797 -1.589],1.0,-5.6762696e-05,-0.26916388,,-0.17042203,1.0,1.0,-0.26916388,0.016305923,23800,,0.07879639,13909.20851612091,-0.1772461
239,10243067,1.0,1.0,0.042659976,499.75,1.0,1.0,100,-0.059518345,9.99943,0.20550308,4997.098614724817,[-0.025  0.638 -2.346 -1.797 -1.589],0.9995,6.1035155e-07,-121.72236,0.02235507,-0.17042203,1.0,,-121.72236,9.998859,23900,,0.091918945,13981.049173593521,-1.9614868
240,10292552,1.4055247,1.0100254,9371.558,494.85,1.0040681,1.0205152,100,-9.714303,9.999192,97.8406,4947.982925993564,[-0.025  0.638 -2.346 -1.797 -1.589],0.9943079,-3.7231446e-05,-131.52832,0.101480365,-0.17039639,0.7337947,,-131.42767,9.998384,24000,0.07123942,9.927856,14051.711910963058,-973.50055
241,10342552,1.0,1.0,0.004538251,500.0,1.0,1.0,100,-0.06658332,0.017591476,0.06703198,4999.678861252399,[-0.024  0.636 -2.344 -1.79  -1.589],1.0,-1.953125e-05,-0.28061843,,-0.17039639,1.0,1.0,-0.28061843,0.01718235,24100,,0.08685303,14125.81325173378,-0.17926025
242,10392552,1.0,1.0,0.0038625402,500.0,1.0,1.0,100,-0.059743285,0.01608944,0.061834227,4999.687761487256,[-0.024  0.636 -2.344 -1.79  -1.589],1.0,2.8686523e-05,-0.25550312,,-0.17039639,1.0,1.0,-0.25550312,0.015693665,24200,,0.07702637,14199.019549369812,-0.20788574
243,10442542,1.0,1.0,0.009602876,499.9,1.0,1.0,100,-0.053842705,9.999399,0.097511366,4998.582733522337,[-0.024  0.636 -2.344 -1.79  -1.589],0.9998,-4.333496e-05,-121.71631,0.01414078,-0.17039639,1.0,,-121.71631,9.998798,24300,,0.09222412,14272.13682603836,-0.7408447
244,10492530,1.0,1.0,0.012595562,499.88,1.0,1.0,100,-0.04731361,9.999408,0.11166606,4998.385978136523,[-0.024  0.636 -2.344 -1.79  -1.589],0.99976,9.155274e-06,-121.709885,0.015489741,-0.17039639,1.0,,-121.709885,9.998816,24400,,0.08190918,14345.131338596344,-0.94732666
245,10542530,1.0,1.0,0.0043260083,500.0,1.0,1.0,100,-0.057108283,0.019132614,0.06544229,4999.692924959353,[-0.024  0.636 -2.344 -1.79  -1.589],1.0,4.2114258e-05,-0.28989437,,-0.17039639,1.0,1.0,-0.28989437,0.018745422,24500,,0.07513428,14418.657897949219,-0.26690674
246,10592530,1.0,1.0,0.003582393,500.0,1.0,1.0,100,-0.060035706,0.018081665,0.05955547,4999.676458864523,[-0.024  0.636 -2.344 -1.79  -1.589],1.0,-2.1972657e-05,-0.28003493,,-0.17039639,1.0,1.0,-0.28003493,0.017660141,24600,,0.07635498,14491.69409608841,-0.18566895
247,10642530,1.0,1.0,0.0039202003,500.0,1.0,1.0,100,-0.06935618,0.015799522,0.062301558,4999.683173085948,[-0.024  0.636 -2.344 -1.79  -1.589],1.0,3.3569337e-05,-0.26158863,,-0.17039639,1.0,1.0,-0.26158863,0.015396118,24700,,0.08178711,14564.87139749527,-0.19714355
248,10692530,1.0,1.0,0.0039251205,500.0,1.0,1.0,100,-0.06286185,0.016806602,0.062331934,4999.69676243419,[-0.024  0.636 -2.344 -1.79  -1.589],1.0,-7.995605e-05,-0.26734743,,-0.17039639,1.0,1.0,-0.26734743,0.016425133,24800,,0.07891846,14638.41823220253,-0.18725586
249,10742530,1.0,1.0,0.003866801,500.0,1.0,1.0,100,-0.0598579,0.019088745,0.061874993,4999.693814903933,[-0.024  0.636 -2.344 -1.79  -1.589],1.0,5.5541994e-05,-0.29211023,,-0.17039639,1.0,1.0,-0.29211023,0.01871109,24900,,0.0769043,14711.867905139923,-0.22479248
