MinIW,Iteration,EpLenMean,J_sample_variance,ESSRenyi,EpisodesSoFar,InitialReturnMax,MeanIW,Bound,InitialBound,ESSClassic,EpRewMean,ReturnStepMaxmin,EntropyCoefficient,MeanEntropy,MeanIWNorm,InitialReturnMin,TimeElapsed,MaxIW,StdIW,EpThisIter,MaxIWNorm,TimestepsSoFar,StdIWNorm,Weights,ReturnMeanIW,InitialReturnMean,EmpiricalD2,MinIWNorm,ReturnStepMax,InitialReturnStd
0.32286966,13,32.75,68782.234,11.558191,260,262.9776,1.1219742,-21.403503,-60.474007,10.299689,317.321055730609,9.378389,10.0,1.1326553,0.05609872,-241.63078,23.999112367630005,5.48428,1.088839,20,0.274214,5499,0.054441955,[-1.239  0.289 -1.882 -2.245 -0.264],62.006905,-2.4414063e-05,1.7303746,0.016143484,9.999994,127.291214
0.15089133,14,33.5,81815.15,9.7202,280,165.98444,1.4673102,-15.411152,-57.171326,7.5831404,324.81150622943943,9.39174,10.0,1.1083958,0.07336551,-250.11884,26.374356508255005,7.7256365,1.8776009,20,0.38628182,6169,0.09388004,[-1.267  0.347 -1.961 -2.491 -0.286],71.75984,-1.6021728e-05,2.057571,0.007544567,9.999991,111.958275
0.15160425,15,36.05,101091.22,8.079246,300,201.23978,1.3662435,-23.697113,-59.852993,7.8157516,350.294414491151,9.433814,10.0,1.0526032,0.06831217,-259.02515,28.8615825176239,7.8584714,1.7058551,20,0.39292356,6890,0.08529275,[-1.406  0.536 -2.013 -2.419 -0.311],77.38661,1.2207031e-05,2.4754786,0.007580213,9.999995,107.18094
0.2689057,16,41.4,83294.69,10.14356,320,324.1055,1.4820681,-34.787766,-78.233925,9.776664,403.79393251929616,9.506962,10.0,1.0373061,0.0741034,-317.00015,31.563976526260376,6.037604,1.5155463,20,0.3018802,7718,0.07577732,[-1.324  0.52  -2.082 -2.648 -0.366],79.47326,-3.0517579e-06,1.9716944,0.013445285,9.999992,145.28445
0.19519916,17,44.8,263354.6,8.069463,340,273.958,1.2139397,-35.615482,-84.074844,6.6359453,437.77150878275063,9.543383,10.0,0.94038653,0.06069698,-344.875,34.170801401138306,8.234266,1.7227205,20,0.41171333,8614,0.08613603,[-1.311  0.624 -2.126 -2.664 -0.382],103.67177,7.6293945e-06,2.4784796,0.009759958,9.999987,119.41516
0.26433727,18,47.6,17816.816,17.273127,360,193.33984,0.9726351,-72.39291,-87.408646,17.432682,465.79016761678184,9.571021,10.0,0.9430039,0.048631757,-353.50937,36.85020875930786,1.8812319,0.37325647,20,0.0940616,9566,0.018662823,[-1.261  0.646 -2.092 -2.648 -0.479],22.351473,2.1362304e-05,1.157868,0.013216863,9.999993,117.83205
0.018588085,19,49.75,790428.6,4.3318453,380,201.12842,1.9385626,11.032093,-91.18673,3.412114,487.28706942418376,9.589435,10.0,0.93455696,0.09692814,-367.40054,39.72904324531555,19.400154,4.274286,20,0.9700077,10561,0.21371432,[-1.289  0.704 -2.134 -2.64  -0.476],217.88318,1.373291e-05,4.61697,0.0009294042,9.999995,114.99332
0.016380772,20,64.35,535524.5,3.7673628,400,234.56781,1.7451122,45.197582,-54.893505,3.752707,633.2624297222264,9.681817,10.0,0.89452773,0.087255605,-168.4483,43.52076172828674,16.949202,3.6311274,20,0.8474601,11848,0.18155639,[-1.415  0.787 -2.161 -2.432 -0.484],184.26376,-2.746582e-05,5.3087535,0.0008190386,9.999997,140.2448
0.00055736327,21,58.5,7593014.0,0.91360104,420,215.04929,3.224152,340.1449,-49.948406,1.265447,574.7805074969501,9.650616,10.0,0.8289342,0.1612076,-126.2258,46.77593803405762,57.254887,12.405527,20,2.8627443,13018,0.62027633,[-1.393  0.906 -2.094 -2.559 -0.524],607.4087,-9.155274e-06,21.891394,2.7868164e-05,10.0,96.170784
0.043431513,22,51.75,5459251.5,0.9558403,440,198.33267,4.138186,217.54974,-46.026302,2.4127162,507.3058778651548,9.606033,10.0,0.9446599,0.2069093,-117.84323,49.95640540122986,52.23539,11.17265,20,2.6117694,14053,0.55863255,[-1.257  0.652 -2.065 -2.52  -0.59 ],456.55786,-3.0517579e-06,20.923998,0.0021715758,9.999994,84.05578
0.69240284,23,47.2,30965.04,17.492239,460,281.2323,1.1577456,-77.09455,-88.126945,15.95436,461.8066185001682,9.56808,10.0,0.97105664,0.05788728,-356.28815,53.002256631851196,2.9760687,0.582998,20,0.14880344,14997,0.0291499,[-1.324  0.613 -2.085 -2.587 -0.474],17.528513,-2.1362304e-05,1.1433642,0.034620143,9.999997,142.28807
0.8477105,24,44.05,14331.735,19.802845,480,260.95236,0.9908236,-83.14569,-84.01424,19.766478,430.30139052756084,9.536957,10.0,0.96476066,0.049541183,-342.23453,55.38859486579895,1.300484,0.10769443,20,0.0650242,15878,0.0053847213,[-1.352  0.607 -2.14  -2.64  -0.448],1.3968854,-3.0517579e-06,1.0099559,0.042385526,9.999998,107.9704
0.3817515,25,39.3,157744.84,10.011121,500,260.6449,1.2847898,-40.687054,-75.06043,9.555125,382.79463476865845,9.480654,10.0,1.0171635,0.06423949,-309.31012,57.81628179550171,6.516232,1.343277,20,0.3258116,16664,0.06716385,[-1.321  0.579 -2.146 -2.631 -0.454],68.870056,3.0517578e-05,1.9977783,0.019087575,9.999989,120.07706
0.35225084,26,46.8,15494.27,15.164256,520,199.59167,0.8757618,-33.056484,-44.48879,15.134842,457.7731269353085,9.562955,10.0,1.044725,0.04378809,-109.11223,60.482911586761475,2.4394515,0.4965301,20,0.121972576,17600,0.024826504,[-1.358  0.665 -2.245 -2.641 -0.402],19.269928,9.9182125e-06,1.3188909,0.017612543,9.999999,89.91132
0.22619072,27,45.85,1389963.0,2.4255307,540,203.6529,2.1079683,103.38085,-45.32537,2.579704,448.29434408299966,9.55483,10.0,1.1428244,0.10539843,-82.78723,62.86513638496399,25.80835,5.4778094,20,1.2904176,18517,0.2738905,[-1.404  0.728 -2.277 -2.593 -0.374],252.10477,2.4414063e-05,8.245618,0.011309536,9.999993,76.833626
0.34191236,28,47.9,30063.922,16.152922,560,235.99872,1.1795471,-60.659134,-82.60344,16.735102,468.79671596482405,9.573984,10.0,1.1149881,0.058977358,-343.35504,65.74597692489624,2.0037565,0.52099776,20,0.10018783,19475,0.02604989,[-1.4    0.69  -2.313 -2.779 -0.276],32.822746,-3.0517578e-05,1.2381661,0.017095618,9.999994,125.21634
0.21961974,29,49.55,49327.688,11.836904,580,270.2773,1.383586,-72.563354,-91.39452,8.930479,485.2974133763379,9.588204,10.0,1.1177094,0.0691793,-374.43924,68.39812231063843,7.4310184,1.5403988,20,0.37155092,20466,0.077019945,[-1.439  0.698 -2.348 -2.895 -0.304],49.552723,6.1035157e-06,1.6896311,0.010980987,9.999988,121.607124
0.046090215,30,51.95,863375.0,4.6225457,600,250.81412,1.4717319,69.62281,-57.511185,2.9499784,509.2474728677739,9.605294,10.0,1.1851888,0.0735866,-134.01382,71.40386462211609,16.490004,3.5381944,20,0.8245002,21505,0.17690973,[-1.41   0.777 -2.358 -2.888 -0.301],200.64618,-4.577637e-06,4.32662,0.002304511,9.999997,118.2892
1.6299891e-05,31,42.05,208353540.0,0.068975516,620,179.35895,24.546474,1786.3497,-73.23172,1.0230356,410.2575212805917,9.512851,10.0,0.9438073,1.2273238,-310.68137,74.15771722793579,485.36063,105.719986,20,24.268032,22346,5.286,[-1.489  0.828 -2.381 -2.722 -0.234],3225.728,-6.1035157e-06,289.95798,8.1499456e-07,9.999991,101.635
0.015813563,32,58.75,4077720.8,0.88428706,640,122.431335,5.233319,263.2373,-34.242058,1.2038426,577.2700277230693,9.651744,10.0,0.9674881,0.26166597,-159.49734,77.7814712524414,95.31594,20.678873,20,4.765797,23521,1.0339437,[-1.63   1.061 -2.619 -2.605 -0.475],461.29398,1.8310548e-05,22.61709,0.00079067814,9.999999,81.47245
0.41613907,33,63.4,14055.712,17.937159,660,313.3965,0.91234493,-67.95586,-76.15227,17.606615,623.7495467106075,9.676647,10.0,0.9543465,0.04561725,-136.24197,81.27609038352966,1.9161305,0.3363777,20,0.09580653,24789,0.016818885,[-1.582  1.197 -2.679 -2.666 -0.451],13.128798,2.1362304e-05,1.1150038,0.020806953,9.999996,100.304695
0.36583,34,69.8,14947.94,15.707451,680,206.9726,0.96306896,-40.47013,-47.138298,15.707784,687.7229869040785,9.705532,10.0,0.9216723,0.04815345,-139.7012,84.73483061790466,2.526271,0.50343186,20,0.12631355,26185,0.025171593,[-1.599  1.236 -2.685 -2.65  -0.465],14.272724,1.6784668e-05,1.2732811,0.018291501,9.999998,86.964584
0.6783276,35,64.35,21460.193,19.013697,700,222.00922,1.0838889,-109.16469,-115.834496,19.513468,633.2454479967947,9.681288,10.0,0.91642606,0.054194443,-456.62238,87.9813597202301,1.4238635,0.1711489,20,0.07119318,27472,0.008557446,[-1.599  1.268 -2.698 -2.653 -0.497],9.924638,-1.9836425e-05,1.0518733,0.03391638,9.999998,133.82506
0.16851634,36,74.2,16181.144,15.877793,720,223.97852,0.9596779,-44.362396,-52.174786,15.58489,731.7435478313739,9.723545,10.0,0.9033904,0.047983892,-159.81317,91.45292925834656,2.386844,0.5107925,20,0.1193422,28956,0.025539627,[-1.626  1.276 -2.715 -2.694 -0.503],15.446245,-1.5258789e-06,1.2596209,0.008425817,10.0,92.16645
0.12497598,37,77.7,52423.266,7.3456893,740,183.17249,1.3151394,7.5476046,-41.129986,6.682376,766.7464390800361,9.736076,10.0,0.9030209,0.06575696,-149.82538,95.23402142524719,7.6735606,1.8566059,20,0.38367805,30510,0.09283029,[-1.697  1.325 -2.761 -2.661 -0.516],81.290565,-3.8146973e-05,2.7226853,0.006248799,9.999998,98.06504
0.19637308,38,75.55,285583.16,6.701473,760,256.30487,1.3899559,-7.598775,-61.161808,6.1003666,745.264127363556,9.729031,10.0,0.91210663,0.069497794,-182.17792,99.08765530586243,9.099633,2.0980928,20,0.45498165,32021,0.10490465,[-1.634  1.318 -2.767 -2.787 -0.516],104.54009,-4.119873e-05,2.9844184,0.009818654,10.0,109.24488
0.000115888564,39,71.8,125525530.0,0.17308876,780,218.45367,15.73723,1078.8624,-123.39131,1.0285918,707.7290617769061,9.713904,10.0,0.7210652,0.78686154,-483.86664,102.70733594894409,310.33142,67.58597,20,15.516571,33457,3.3792984,[-1.661  1.446 -2.727 -2.802 -0.507],2496.0679,-2.4414063e-05,115.54765,5.7944285e-06,9.999999,135.89072
0.08557451,40,78.95,78551.695,6.253919,800,174.67462,1.5664076,-0.16389084,-40.625935,6.487018,779.2244779038508,9.7397,10.0,0.70972097,0.07832037,-101.61386,106.87529444694519,8.538229,2.2607775,20,0.42691144,35036,0.113038875,[-1.686  1.429 -2.759 -2.839 -0.698],78.28482,3.0517578e-05,3.1979947,0.0042787255,9.999998,67.43382
0.43115887,41,79.05,23210.629,17.494247,820,235.36682,1.1304945,-52.09353,-57.36063,16.240225,780.2007865872031,9.739428,10.0,0.7368646,0.056524724,-149.13855,110.62382936477661,2.3990877,0.543943,20,0.119954385,36617,0.02719715,[-1.727  1.486 -2.742 -2.706 -0.709],9.457506,1.8310548e-05,1.143233,0.021557944,10.0,92.276184
0.59304833,42,74.0,20860.58,18.968597,840,185.40378,1.0027645,-126.09786,-131.18173,19.055656,729.7293960332115,9.722422,10.0,0.7357629,0.050138216,-505.9144,114.15682816505432,1.4959549,0.22322923,20,0.07479774,38097,0.0111614615,[-1.745  1.495 -2.771 -2.718 -0.682],8.811819,-1.2207031e-05,1.0543742,0.029652417,9.999996,133.50505
0.32229155,43,80.4,11104.033,14.329369,860,155.71545,0.9703765,-21.364634,-35.2868,14.5798,793.7256112193531,9.744421,10.0,0.75084096,0.04851883,-86.57483,117.96019434928894,2.317172,0.5916599,20,0.11585861,39705,0.029582998,[-1.759  1.524 -2.761 -2.711 -0.683],21.507614,9.155274e-06,1.3957349,0.016114578,9.999998,63.825806
0.40602848,44,78.75,16606.203,14.284638,880,180.27863,1.0758755,-36.073242,-41.862984,14.993035,777.2177953149194,9.73887,10.0,0.7879602,0.05379378,-101.919495,121.79090976715088,2.8358176,0.6217336,20,0.14179088,41280,0.03108668,[-1.774  1.557 -2.756 -2.652 -0.668],14.466311,-5.645752e-05,1.4001055,0.020301424,9.999995,90.08098
0.74021304,45,83.95,24760.742,19.408527,900,174.63501,1.0647974,-134.30945,-138.97148,19.262161,829.2267881890641,9.755254,10.0,0.78901726,0.05323987,-536.2242,125.72586631774902,1.5298557,0.20839812,20,0.07649279,42959,0.010419906,[-1.808  1.569 -2.766 -2.648 -0.631],6.8722725,-4.272461e-05,1.0304749,0.03701065,9.999999,149.94511
0.5282654,46,84.6,6836.0024,14.6339,920,137.62988,1.1681302,-17.801456,-29.801317,17.220345,835.7279426263307,9.757166,10.0,0.7854005,0.05840651,-73.0058,129.58713459968567,2.2362056,0.46931598,20,0.11181028,44651,0.0234658,[-1.826  1.599 -2.766 -2.658 -0.63 ],18.407969,1.0681152e-05,1.3666897,0.026413271,10.0,66.24542
0.0019067494,47,91.55,171254700.0,0.08907311,940,366.33484,18.559551,1452.3657,-92.47095,1.096669,905.2160581787772,9.775337,10.0,0.76458764,0.92797756,-215.85678,133.68122172355652,354.33713,77.05465,20,17.716856,46482,3.8527327,[-1.813  1.629 -2.769 -2.706 -0.634],2948.0369,-2.2888184e-05,224.53467,9.533748e-05,9.999998,124.05157
0.7801037,48,90.4,8168.5444,19.04485,960,215.03107,1.0017804,-48.42734,-51.242825,19.55657,893.7073660120475,9.772292,10.0,0.77417094,0.05008902,-135.32263,138.24307942390442,1.3582269,0.15084773,20,0.06791135,48290,0.0075423876,[-1.736  1.725 -2.756 -2.65  -0.654],4.1782804,-1.8310548e-05,1.0501527,0.039005186,9.999999,85.19601
0.0131151,49,92.95,705045.94,1.668267,980,149.1643,1.923206,54.47209,-33.108635,1.6208303,919.2039209895358,9.778465,10.0,0.6902604,0.09616031,-116.26346,142.480614900589,30.014803,6.4761963,20,1.5007402,50149,0.3238098,[-1.747  1.745 -2.752 -2.644 -0.645],189.01128,-1.373291e-05,11.988488,0.000655755,9.999998,74.23716
0.5665704,50,102.0,25842.826,14.318493,1000,192.02496,1.1770574,-33.92737,-45.685623,14.579681,1009.7343928249533,9.7987175,10.0,0.7277661,0.05885287,-99.21661,146.99817514419556,3.3709342,0.7176883,20,0.16854672,52189,0.035884418,[-1.68   1.762 -2.758 -2.652 -0.729],20.946907,-2.1362304e-05,1.396795,0.028328521,10.0,72.97681
0.25872704,51,95.8,22165.965,10.9076605,1020,133.7138,1.2520783,-14.4734535,-29.341358,12.041959,947.7113745246133,9.785207,10.0,0.7711172,0.06260391,-98.650024,151.3516047000885,4.331487,1.017855,20,0.21657436,54105,0.050892755,[-1.668  1.753 -2.809 -2.644 -0.691],27.40103,1.5258789e-05,1.8335737,0.012936353,9.999999,63.54376
0.44336987,52,92.0,10207.507,16.623074,1040,179.08795,1.0634787,-32.836346,-41.3341,16.613443,909.7298389830261,9.776739,10.0,0.7993045,0.053173937,-100.298096,155.44760727882385,2.4751582,0.4801514,20,0.12375791,55945,0.024007572,[-1.642  1.755 -2.781 -2.663 -0.648],12.967397,-1.2207031e-05,1.2031469,0.022168493,9.999992,78.84013
0.22319262,53,94.85,53176.625,12.458326,1060,252.13489,1.1449962,-39.884274,-61.056934,11.558307,938.2226415993861,9.7833,10.0,0.7568807,0.057249807,-133.07333,159.8166344165802,3.470467,0.9785245,20,0.17352335,57842,0.048926227,[-1.666  1.77  -2.796 -2.679 -0.62 ],40.034973,1.0681152e-05,1.605352,0.011159631,9.999996,92.39468
0.6803212,54,91.75,6088.0854,19.54059,1080,213.50714,1.0242682,-49.70129,-50.902534,19.568987,907.236237106769,9.776267,10.0,0.75169337,0.051213413,-90.12549,164.11199164390564,1.3559406,0.15201052,20,0.06779703,59677,0.007600525,[-1.627  1.736 -2.811 -2.702 -0.662],1.9364738,,1.0235106,0.03401606,9.999999,73.15203
0.09870017,55,94.3,472630.53,5.8642187,1100,198.58972,2.7102337,-104.133934,-149.42421,4.0386195,932.7468381707649,9.782544,10.0,0.8048213,0.1355117,-573.06805,168.11249232292175,24.160847,5.3879743,20,1.2080424,61563,0.26939872,[-1.622  1.733 -2.814 -2.718 -0.667],177.65013,9.155274e-06,3.410514,0.004935009,9.999999,207.83327
0.59024954,56,90.35,23957.412,19.219854,1120,152.41754,1.0383116,-144.91962,-149.13727,18.879276,893.2460397318039,9.77302,10.0,0.79833907,0.05191558,-573.96,172.3074128627777,1.6320345,0.25297868,20,0.08160173,63370,0.012648934,[-1.609  1.772 -2.822 -2.705 -0.614],7.4408083,-5.1879884e-05,1.0405906,0.029512478,9.999998,149.97427
0.6424041,57,105.3,7769.209,17.03954,1140,145.7851,1.086127,-28.0495,-32.962383,17.767614,1042.6920165190918,9.80422,10.0,0.7839325,0.054306358,-149.51276,177.05092453956604,2.1924558,0.38499138,20,0.10962279,65476,0.01924957,[-1.608  1.778 -2.834 -2.731 -0.621],8.471528,-1.9836425e-05,1.1737406,0.032120205,10.0,83.70415
0.03405764,58,112.15,411775.9,3.559309,1160,202.74811,2.7498536,16.077198,-47.685535,6.1239214,1111.20056820229,9.816329,10.0,0.8210332,0.13749266,-132.56049,181.86141681671143,14.510035,4.139312,20,0.7255017,67719,0.20696558,[-1.622  1.806 -2.854 -2.709 -0.635],139.48618,-3.0517579e-06,5.619068,0.001702882,9.999999,77.30943
0.46637803,59,100.85,29315.076,18.062368,1180,170.6297,1.1040412,-150.23204,-157.31313,17.25639,998.2138394273404,9.79601,10.0,0.80688864,0.055202056,-604.4063,186.39648509025574,2.0376625,0.4402219,20,0.10188313,69736,0.022011096,[-1.576  1.831 -2.885 -2.762 -0.598],15.87464,4.8828126e-05,1.1072745,0.023318902,9.999999,151.39929
0.045299165,60,118.6,92486.484,9.195763,1200,227.4494,1.020188,-28.31901,-54.22066,8.335858,1175.71916630025,9.82663,10.0,0.78313005,0.051009394,-112.1239,191.49481391906738,5.7648964,1.2067893,20,0.2882448,72108,0.060339462,[-1.562  1.833 -2.885 -2.748 -0.612],55.711834,3.967285e-05,2.1749148,0.0022649583,10.0,96.632835
0.2875806,61,105.15,2438.42,14.88242,1220,74.864685,0.8344917,-7.0345435,-12.671246,15.946055,1041.2269269179194,9.804607,10.0,0.78214955,0.041724585,-71.73364,196.16463661193848,1.8731693,0.4207599,20,0.09365847,74211,0.021037996,[-1.595  1.908 -2.914 -2.712 -0.636],8.911591,-9.155274e-06,1.3438675,0.014379031,9.999996,43.516422
0.25610527,62,100.8,10857.491,13.918424,1240,169.1983,0.9047014,-19.62901,-38.515343,16.117777,997.7331238440311,9.796295,10.0,0.76702803,0.045235075,-127.24707,200.65611219406128,1.8012799,0.44401002,20,0.090064,76227,0.0222005,[-1.594  1.884 -2.928 -2.759 -0.637],28.245922,2.746582e-05,1.4369444,0.0128052635,9.999998,86.492546
0.12611166,63,113.05,15846.128,12.620754,1260,172.75409,0.976688,-14.247995,-39.640377,9.761954,1120.21300025945,9.818009,10.0,0.75737286,0.048834406,-103.747375,205.55518984794617,4.388305,1.0002211,20,0.21941526,78488,0.050011054,[-1.572  1.899 -2.938 -2.789 -0.652],37.73507,,1.5846913,0.006305583,9.999999,75.29379
0.43607032,64,111.8,45840.438,12.271184,1280,255.5169,1.0150392,-40.489986,-62.40246,12.275354,1107.7229197556342,9.816159,10.0,0.73176676,0.050751965,-136.2597,210.5771598815918,4.082489,0.8052026,20,0.20412445,80724,0.04026013,[-1.579  1.929 -2.93  -2.731 -0.662],41.527428,-3.0517579e-06,1.6298345,0.021803517,9.999999,97.28836
0.0014448578,65,111.55,23436600.0,0.32052597,1300,180.69592,6.6275544,727.1899,-42.167995,1.2161192,1105.2359172941651,9.815974,10.0,0.6645509,0.33137769,-132.55658,215.30550813674927,119.94217,26.04701,20,5.9971085,82955,1.3023506,[-1.529  1.893 -2.927 -2.758 -0.687],1111.4414,-4.5776367e-05,62.397438,7.224289e-05,9.999999,90.9066
0.8175024,66,117.35,4684.143,19.71373,1320,142.00671,1.0277478,-31.912228,-32.244595,19.73748,1163.2230157131257,9.824846,10.0,0.6626588,0.05138738,-107.84564,220.96746301651,1.257029,0.11852966,20,0.06285145,85302,0.0059264824,[-1.608  1.996 -2.943 -2.612 -0.754],0.632679,3.967285e-05,1.0145214,0.04087512,10.0,65.280304
0.4256362,67,111.2,8363.452,15.605013,1340,159.3974,1.0877953,-29.636805,-37.026207,15.8781805,1101.734820358706,9.815374,10.0,0.6865706,0.054389764,-156.21344,225.68746614456177,2.6180472,0.5542315,20,0.13090236,87526,0.027711576,[-1.61   1.998 -2.934 -2.6   -0.756],12.916584,-1.5258789e-05,1.2816395,0.02128181,10.0,73.5151
0.012919584,68,121.8,598104.4,2.192024,1360,135.03522,1.967756,44.870872,-30.115255,2.3425746,1207.73543018157,9.831453,10.0,0.67279047,0.09838781,-124.31586,230.6441628932953,25.296358,5.402418,20,1.264818,89962,0.27012092,[-1.603  2.013 -2.944 -2.596 -0.732],149.8473,-4.272461e-05,9.123988,0.00064597925,10.0,69.86083
0.7090106,69,105.3,30346.861,19.535414,1380,211.80682,1.0090382,-156.41832,-160.10718,19.587114,1042.71566806484,9.80467,10.0,0.6640626,0.050451912,-609.19543,235.6326675415039,1.2393432,0.14649984,20,0.06196716,92068,0.007324992,[-1.675  2.09  -2.95  -2.497 -0.746],5.7482624,-3.3569337e-05,1.0237818,0.03545053,9.999998,178.02338
0.60926855,70,105.25,13324.7705,19.300573,1400,147.05469,0.96217364,-132.70694,-135.7855,18.826298,1042.2096260710452,9.804458,10.0,0.6566736,0.04810868,-520.0667,240.19318914413452,1.4068923,0.2402428,20,0.07034462,94173,0.01201214,[-1.672  2.08  -2.948 -2.496 -0.755],5.710142,1.2207031e-05,1.0362387,0.030463427,9.999999,131.40393
0.29844457,71,123.9,12638.144,15.666908,1420,183.56439,1.0112313,-37.075085,-44.14138,15.893975,1228.6953622635303,9.833665,10.0,0.63555914,0.050561566,-185.15979,245.25575351715088,2.0834525,0.5139788,20,0.104172625,96651,0.025698937,[-1.671  2.077 -2.955 -2.51  -0.762],13.862206,-1.8310548e-05,1.276576,0.014922229,9.999999,85.23275
0.08262933,72,133.45,148827.47,5.1155767,1440,175.92438,1.4564116,-17.504807,-41.82328,5.296463,1324.2109283709965,9.845805,10.0,0.6430017,0.07282059,-119.49518,250.84429955482483,11.598356,2.4266214,20,0.57991785,99320,0.12133107,[-1.666  2.099 -2.954 -2.532 -0.783],71.3282,3.0517579e-06,3.9096274,0.0041314666,9.999999,87.48172
0.0873992,73,143.0,416158.22,3.6872191,1460,175.74756,1.3652837,47.839554,-41.70037,2.6242528,1419.6709437503946,9.85554,10.0,0.6964577,0.0682642,-126.71564,256.9326272010803,16.33525,3.5131102,20,0.81676257,102180,0.17565551,[-1.654  2.158 -2.954 -2.531 -0.776],152.96977,6.408691e-05,5.424142,0.00436996,9.999999,76.788666
